[00:00:00.169 --> 00:00:01.290]  Serious tax problem.
[01:31:41.613 --> 01:31:42.675]  Invest in your freedom.
[01:31:42.935 --> 01:31:47.640]  Get your stickers at LibertyStickers.com for your family, friends, and community.
[01:31:48.041 --> 01:31:50.003]  Go to LibertyStickers.com or call 877-873-9626.
[01:31:53.707 --> 01:31:53.968]  That's 877-873-9626.
[01:31:53.988 --> 01:31:55.850]  And express your freedom of speech today.
[01:31:55.870 --> 01:31:56.250]  Call 877-873-9626.
[01:31:56.291 --> 01:31:56.471]  That's 877-873-9626.
[01:32:08.812 --> 01:32:11.493]  Do you owe back taxes to the IRS or to the state?
[01:32:12.033 --> 01:32:13.433]  You are not alone.
[01:32:13.973 --> 01:32:17.654]  Nationwide tax relief is here, and we can get you a fresh start.
[01:32:18.195 --> 01:32:23.156]  I'm Richard Boggs, founder and CEO of one of the largest tax resolution firms in the country.
[01:32:23.736 --> 01:32:33.679]  If you're suffering from wage garnishments, bank levies, an audit, or unfiled tax returns, my staff of expert tax attorneys will step in, step up, and settle your tax debt.
[01:32:34.199 --> 01:32:39.784]  Do not fall for the scams that promise everyone some fast, pennies-on-the-dollar compromise.
[01:32:40.265 --> 01:32:45.750]  If you owe more than $20,000 in any IRS or state taxes, you've got a serious tax problem.
[01:32:46.130 --> 01:32:47.111]  So get serious.
[01:32:47.392 --> 01:32:48.753]  Call Nationwide Tax Relief.
[01:32:49.153 --> 01:32:51.095]  We're honest and we'll treat you like family.
[01:32:51.416 --> 01:32:54.760]  Call us for your free confidential consultation.
[01:32:55.260 --> 01:32:56.602]  Again, you're not alone.
[01:32:56.882 --> 01:32:58.043]  You've got Nationwide.
[01:32:58.404 --> 01:33:00.506]  Call Nationwide Tax Relief today at 1-800-958-2677.
[01:33:00.526 --> 01:33:00.766]  That's 1-800-958-2677.
[01:33:09.716 --> 01:33:13.719]  Hi, I'm George Riley and many of you know that for years I was a cardiovascular heart transplant nurse.
[01:33:14.079 --> 01:33:17.041]  Since that time I've educated myself on the importance of preventative care.
[01:33:17.421 --> 01:33:21.304]  It all begins with providing your heart and vascular system with the building blocks for good health.
[01:33:21.744 --> 01:33:25.767]  Strauss Heart Drops is the original formula that was copied by others but never duplicated.
[01:33:26.407 --> 01:33:30.911]  Strauss Heart Drops were developed by a master herbalist, Jim Strauss, after he suffered a heart attack in 1979.
[01:33:31.972 --> 01:33:34.774]  His doctor said he would only survive if he had heart bypass surgery.
[01:33:35.135 --> 01:33:35.955]  Then Jim said no.
[01:33:36.416 --> 01:33:40.719]  He developed Strauss Heart Drops, the formula that has been copied by others, but never been surpassed.
[01:33:41.160 --> 01:33:43.662]  Get the original Strauss Heart Drops, 4-ounce bottle, for only $79.99.
[01:33:45.263 --> 01:33:47.244]  Call the Power Hour at 877-817-9829.
[01:33:47.264 --> 01:33:47.584]  877-817-9829.
[01:33:48.084 --> 01:33:55.147]  You've probably heard about the other products that have tried to copy the Strauss formula?
[01:33:55.407 --> 01:33:57.628]  Well, get the original Strauss Heart Drops by calling 877-817-9829.
[01:33:57.648 --> 01:33:57.928]  That's 877-817-9829.
[01:33:57.948 --> 01:34:00.689]  Now you can really do your heart right with Strauss Heart Drops.
[01:34:00.709 --> 01:34:01.690]  Thank you for listening to GCN.
[01:34:13.883 --> 01:34:17.946]  Visit GCNlive.com today.
[01:34:19.487 --> 01:34:28.653]  Coming to you from the capital of Texas, broadcasting the truth coast to coast and worldwide, this is the Alex Jones Show.
[01:34:31.235 --> 01:34:40.761]  Alright, I promise to get to your calls, but let's play the next clip, where, uh, Kenny Bonaduce,
[01:34:43.516 --> 01:34:50.442]  Calls for the killing of Rosie O'Donnell.
[01:34:50.723 --> 01:34:52.504]  She should be hung for treason.
[01:34:52.885 --> 01:34:58.049]  And I've had most of the big national neocons call for this in my case.
[01:35:00.511 --> 01:35:01.512]  It's just so sick.
[01:35:02.273 --> 01:35:09.940]  There was some big article written up by a newspaper earlier this week that called me a professional fear monger and that I'm delusional and Lou Dobbs is delusional and
[01:35:10.917 --> 01:35:16.001]  Jerome Corsi and Human Events have rolled out a daily delusional that there's no North American Union.
[01:35:16.322 --> 01:35:21.265]  It's like some ten-page article with all these posts saying we're crazy and dangerous and we're liars.
[01:35:21.966 --> 01:35:24.348]  I mean, that's like denying the sun came up.
[01:35:25.115 --> 01:35:26.876]  But the general public wants to be fooled.
[01:35:27.137 --> 01:35:29.759]  See, good propaganda just speaks to people's laziness.
[01:35:30.179 --> 01:35:31.100]  Oh, we're the good guys.
[01:35:31.120 --> 01:35:32.080]  We support the troops.
[01:35:32.120 --> 01:35:33.742]  America's doing a great job.
[01:35:33.822 --> 01:35:34.642]  Everything's fine.
[01:35:34.662 --> 01:35:35.703]  The economy's great.
[01:35:35.723 --> 01:35:36.383]  Don't listen to them.
[01:35:36.403 --> 01:35:40.727]  You think I'm going to get up here and say the economy's going in a bad direction because I want it to go down?
[01:35:41.307 --> 01:35:43.689]  No, I don't like the fact that it's in bad shape.
[01:35:44.630 --> 01:35:47.532]  But I'm not going to get up here and lie to you and create a false sense of security.
[01:35:47.892 --> 01:35:49.653]  Just take a third mortgage out.
[01:35:49.933 --> 01:35:51.034]  Just get in more debt.
[01:35:52.155 --> 01:35:53.356]  Everything's going to be fine.
[01:35:54.162 --> 01:35:58.306]  No, I'm mad that my money in the bank's been devalued now by over half.
[01:35:59.046 --> 01:36:01.789]  Don't email me and go, two weeks ago you said 47%.
[01:36:02.549 --> 01:36:05.051]  Now it's more than half, against British Sterling.
[01:36:06.893 --> 01:36:11.237]  And if you don't know what that means, just go look into currency devaluation, currency values.
[01:36:12.158 --> 01:36:15.380]  But here it is, Neocon, execute Rosie for questioning the government.
[01:36:15.420 --> 01:36:16.001]  Go ahead and roll it.
[01:36:18.863 --> 01:36:23.386]  Well, I think any corporation's main goal, we are a capitalist society.
[01:36:23.667 --> 01:36:31.172]  Personally, I think at this point, if anybody had a rope thick enough, I think that Rosie should be strung up for treason.
[01:36:31.572 --> 01:36:41.880]  But the point is, ABC is an entity in a capitalist society, and their first and foremost obligation is to earn money and pay taxes.
[01:36:42.360 --> 01:36:44.822]  So he's, I mean, there he is talking about stringing her up.
[01:36:44.842 --> 01:36:46.103]  Now, I don't have time to play all these.
[01:36:47.220 --> 01:36:49.321]  I've got radio show clips of her saying, kill her.
[01:36:49.841 --> 01:36:53.583]  In fact, I've got people here on the line who want to talk about people who have been talking about her.
[01:36:54.623 --> 01:36:57.564]  I've got Bill O'Reilly, and I've got the clip of this.
[01:36:58.885 --> 01:37:01.505]  Bill O'Reilly suggests throwing Mark Cuban in jail.
[01:37:01.546 --> 01:37:03.186]  He's the Mavericks owner, for those who don't know.
[01:37:03.206 --> 01:37:06.727]  He was financing loose change, the final cut that I'm involved in.
[01:37:07.148 --> 01:37:08.728]  Some of my footage is in it, and I'm consulting.
[01:37:08.768 --> 01:37:12.270]  Very honored to be involved with Charlie Sheen and Dylan Avery and all those guys.
[01:37:13.570 --> 01:37:16.111]  Corey Rowe and Jason Burmiss, good friends of mine.
[01:37:16.796 --> 01:37:20.058]  And I was glad to get those guys hooked up last June at our big L.A.
[01:37:20.258 --> 01:37:21.779]  symposium that we got on C-SPAN.
[01:37:22.619 --> 01:37:25.441]  I flew all the guys out there to meet Charlie and boom, off the races.
[01:37:26.041 --> 01:37:26.621]  There they went.
[01:37:27.602 --> 01:37:34.866]  But loose change is to ask the questions and shows Building 7 and shows, you know, these serious issues.
[01:37:35.966 --> 01:37:42.910]  That, by the way, in major polls, 84% of the American people, Angus and Reed, Wall Street Journal, ABC News poll last year, believe that there's a cover-up of 9-11.
[01:37:44.392 --> 01:37:50.037]  Now, the media likes to focus in on the Ohio, Scripps Howard University poll.
[01:37:50.057 --> 01:37:54.280]  36% believe total inside jobs, 68% believe cover-ups.
[01:37:54.300 --> 01:37:58.884]  So, you've got a problem, O'Reilly and the rest of you, and Bonaduce.
[01:37:59.725 --> 01:38:06.831]  By the way, Scarborough, why don't listeners go type in, why Scarborough left Congress?
[01:38:09.133 --> 01:38:10.394]  Why don't people
[01:38:12.142 --> 01:38:13.523]  Why don't people do that?
[01:38:14.164 --> 01:38:16.687]  Boy, you certainly are the type of person they want.
[01:38:17.628 --> 01:38:19.169]  Very compromised.
[01:38:19.409 --> 01:38:20.270]  Like Carrick.
[01:38:21.051 --> 01:38:25.315]  Now about to be indicted for lying about his resume to the Feds.
[01:38:25.636 --> 01:38:27.057]  That's who we'd have for Homeland Security.
[01:38:27.938 --> 01:38:29.399]  Probably better than Michael Chertoff.
[01:38:29.419 --> 01:38:31.401]  He's got dual citizenship.
[01:38:32.142 --> 01:38:33.463]  I just can't handle it anymore.
[01:38:34.104 --> 01:38:36.086]  I just can't handle it anymore, ladies and gentlemen.
[01:38:37.062 --> 01:38:38.604]  Let's go ahead and go to your calls.
[01:38:38.624 --> 01:38:40.907]  Let's talk to TJ in Wisconsin.
[01:38:41.508 --> 01:38:42.629]  TJ, you're on the air.
[01:38:42.669 --> 01:38:43.270]  Thanks for holding.
[01:38:44.011 --> 01:38:44.832]  How you doing today, Alex?
[01:38:44.892 --> 01:38:45.132]  Good.
[01:38:45.172 --> 01:38:45.693]  What's on your mind?
[01:38:46.254 --> 01:38:49.118]  I want to talk to you about Rosie, but first I just want to touch on Iran really quick.
[01:38:49.932 --> 01:38:53.474]  I don't know how people didn't see Iran coming with Iraq.
[01:38:53.514 --> 01:38:55.796]  That was the reason for no exit plan with Iraq.
[01:38:55.836 --> 01:38:58.898]  It's the same propaganda that they said in Israeli and U.S.
[01:38:58.958 --> 01:39:09.845]  Pentagon plans from the 80s, these are public, that they would break Iraq down, get sectarian violence going, just keep it from being first world, make it third world again to not be a leader, and use it as a launch base to go into Iran.
[01:39:10.525 --> 01:39:13.988]  And it's exactly... Iraq is a big aircraft carrier now.
[01:39:14.628 --> 01:39:19.311]  Yes, it's a perfect place to keep, you know, keep surveillance on and launch quick strikes against anywhere in the Middle East.
[01:39:20.572 --> 01:39:22.574]  Yeah, then it's not for American interest.
[01:39:23.075 --> 01:39:27.399]  It's for the interest of the private banks that own this country, that are gutting my beloved country!
[01:39:27.599 --> 01:39:28.660]  My beloved republic!
[01:39:28.800 --> 01:39:29.802]  You pieces of trash!
[01:39:30.022 --> 01:39:35.768]  Get your dirty new water hands off my country and quit posing like you're a bunch of pro-America patriots!
[01:39:35.948 --> 01:39:36.889]  You hate our troops!
[01:39:37.069 --> 01:39:37.970]  You hate America!
[01:39:38.250 --> 01:39:43.816]  They all need to be arrested for their high crimes and misdemeanors against this nation and the trillions they've stolen out of the...
[01:39:44.456 --> 01:39:44.876]  System!
[01:39:45.136 --> 01:39:47.157]  I'm telling you, not for people's free speech!
[01:39:47.377 --> 01:39:51.538]  They want to ban our free speech, they want to try to stop us, and they're not going to be able to!
[01:39:51.558 --> 01:39:58.679]  And as for Rosie, Rosie O'Donnell, all people have to do is wake up and watch that, and they can see the meteor spin.
[01:39:58.719 --> 01:40:00.559]  They totally spun the woman's words.
[01:40:00.940 --> 01:40:05.581]  Well, notice this, and I said three-plus weeks ago, before it even broke, I said, she's about to go public.
[01:40:06.041 --> 01:40:07.701]  You watch, I said, they're going to bite on it.
[01:40:08.513 --> 01:40:11.515]  Because they're 10, 20 years behind in the propaganda system.
[01:40:11.535 --> 01:40:16.859]  They're still in the world where they had superiority with the talk stations and the TV and the print.
[01:40:16.899 --> 01:40:17.860]  They don't anymore.
[01:40:18.140 --> 01:40:19.461]  Their ratings are all dropping.
[01:40:19.501 --> 01:40:20.762]  They've been totally discredited.
[01:40:22.652 --> 01:40:23.853]  I knew they'd bite on her.
[01:40:24.153 --> 01:40:29.297]  They would ignore the former head of Europe, CIA section chief, Bill Christensen.
[01:40:29.657 --> 01:40:34.621]  They would ignore these hundreds of credible people that have gone public saying total inside job.
[01:40:35.041 --> 01:40:37.543]  But they cannot ignore her because she is a loose cannon.
[01:40:37.563 --> 01:40:38.383]  She is a big mouth.
[01:40:38.763 --> 01:40:40.565]  But she put her facts out good on this.
[01:40:40.865 --> 01:40:41.846]  She focused on Building 7.
[01:40:42.626 --> 01:40:43.267]  That's true.
[01:40:43.327 --> 01:40:43.808]  They spun it.
[01:40:43.848 --> 01:40:46.311]  The news spun it.
[01:40:59.702 --> 01:41:04.523]  Saddam knows that people are all good and innocent, and it's America who's bad, and that's not what she said.
[01:41:04.543 --> 01:41:05.343]  She never said that.
[01:41:05.383 --> 01:41:11.325]  She said, she said, I don't agree with Iran, and we don't know what the truth is, but this looks like a setup because they've done it over and over again.
[01:41:11.505 --> 01:41:15.666]  And now it comes out the British changed the map to claim Iranian waters.
[01:41:16.386 --> 01:41:17.026]  Right, exactly.
[01:41:17.046 --> 01:41:19.987]  That's the former head of the British Maritime Administration.
[01:41:20.207 --> 01:41:22.888]  The guy that could, the expert on this.
[01:41:23.755 --> 01:41:24.296]  Exactly.
[01:41:24.316 --> 01:41:28.340]  She said that, you know, our newspaper... And this isn't out of some pinko publication.
[01:41:28.360 --> 01:41:29.821]  Hell, the pinkos are for the war.
[01:41:29.861 --> 01:41:32.524]  The Democrats are more warmongering than the Republicans right now.
[01:41:32.824 --> 01:41:34.826]  This is out of a conservative British newspaper.
[01:41:35.447 --> 01:41:37.107]  Yeah, our words have been getting spin-crazy.
[01:41:37.147 --> 01:41:42.469]  She said that, you know, our media here in the United States totally demonizes the whole entire country of people.
[01:41:42.509 --> 01:41:44.669]  She never once said she sympathized with its leaders.
[01:41:44.949 --> 01:41:45.990]  And she went on to say that.
[01:41:46.010 --> 01:41:50.351]  She said, I'm not talking about the fact that we have the whole thing up on PrisonPlanet.com.
[01:41:50.391 --> 01:41:56.932]  You can go in there, and on the right-hand side, it's got Rosie Goes Public on The View, and that's from, you know, back Wednesday or whenever she did it.
[01:41:57.413 --> 01:42:03.114]  You can go there and actually watch the whole 11-minute segment that they did on the subject.
[01:42:03.821 --> 01:42:11.212]  And you can actually hear what they really said, not what Scarborough and Fox and all these Pentagon minions did.
[01:42:13.034 --> 01:42:14.937]  Let's go ahead and jam a few more in here.
[01:42:14.957 --> 01:42:17.220]  I just can't tell who's been holding the longest.
[01:42:17.721 --> 01:42:19.163]  Going back to the old phone system in here.
[01:42:19.921 --> 01:42:21.042]  Let's talk to Carl.
[01:42:21.543 --> 01:42:23.484]  You're on the air calling from Liberty Hill.
[01:42:23.845 --> 01:42:27.608]  Alex, God knows who's really created treason.
[01:42:27.648 --> 01:42:28.308]  You're a hero.
[01:42:28.328 --> 01:42:29.209]  You're a patriot.
[01:42:29.329 --> 01:42:33.053]  Don't worry about the enemies, the people who are calling through your head.
[01:42:33.433 --> 01:42:34.073]  Keep the faith.
[01:42:34.174 --> 01:42:35.595]  You're doing excellent work.
[01:42:35.615 --> 01:42:37.476]  No, that only confirms to me who they are.
[01:42:37.737 --> 01:42:38.898]  Well, you're doing excellent work.
[01:42:38.958 --> 01:42:40.459]  Sean David Morton was on.
[01:42:40.739 --> 01:42:43.622]  George Norrie, I know you've been on George's show a lot.
[01:42:44.123 --> 01:42:44.764]  I don't think so.
[01:42:55.595 --> 01:42:58.958]  And they're going to have it in position, it's got a timetable, and they're going to go in.
[01:42:59.598 --> 01:43:08.144]  And I'm wondering whether it's going to be an escalation situation after this British thing, whether that's the Gulf of Tompkins kind of affair to get us, get the ball rolling.
[01:43:08.725 --> 01:43:10.846]  And what about if we do go in?
[01:43:10.886 --> 01:43:20.213]  Because he said this whole thing is set up, it's the biggest, they're using foreign intelligence sources to say this is the biggest buildup since when we went into Iraq four years ago.
[01:43:20.673 --> 01:43:24.276]  The aircraft carriers are there, all of this stuff was built up before the British incident.
[01:43:26.131 --> 01:43:29.213]  No, no, I agree with you, sir.
[01:43:29.253 --> 01:43:30.134]  I appreciate the call.
[01:43:30.174 --> 01:43:34.497]  Let me come back, because I said I'd do this, and I didn't really articulate it fully.
[01:43:35.978 --> 01:43:41.001]  I said that I'd get into this, how this is a trap for America, and I kind of got off into it and then ran into Blake again.
[01:43:41.021 --> 01:43:48.486]  I'm going to come back and explain the long-term strategia that was brought up by Brzezinski that the caller was mentioning.
[01:43:48.506 --> 01:43:52.409]  All right, we'll be right back with the final segment.
[01:43:52.609 --> 01:43:53.209]  Stay the course.
[01:43:56.593 --> 01:43:57.275]  Yeah.
[01:44:08.777 --> 01:44:15.540]  Craig Walcott, chartered financial consultant and host of the Dead Doctors Don't Lie radio program and million-dollar earner in the network marketing field since 1989.
[01:44:15.921 --> 01:44:18.022]  I certainly know what it takes to succeed.
[01:44:18.282 --> 01:44:23.704]  I also know without proper tools, your chance for significant income in the network marketing field can quickly fade.
[01:44:23.924 --> 01:44:29.887]  The sad truth is that 99% of the people who enter network marketing will never spend the time nor money to develop the skills they need.
[01:44:30.107 --> 01:44:32.549]  That's where MLM Incorporated steps in.
[01:44:32.749 --> 01:44:35.110]  No matter what network marketing venture you're involved in,
[01:44:35.430 --> 01:44:35.991]  I think so.
[01:44:53.123 --> 01:44:53.423]  I think so.
[01:45:09.657 --> 01:45:11.398]  Hi, Steve Shank, Fearless Task Force.
[01:45:11.718 --> 01:45:14.559]  The J. Michael Stevens Group is shipping a lot of storable food.
[01:45:15.039 --> 01:45:17.259]  It's smart that you're getting going at your food supplies.
[01:45:17.880 --> 01:45:26.182]  One week after the report came out that the world had eaten more food than it produced last year, the country turned into a deep freeze, wiping out a huge part of the new crop.
[01:45:26.642 --> 01:45:27.203]  An example?
[01:45:27.743 --> 01:45:30.584]  In 24 hours, clementine oranges doubled in price.
[01:45:31.464 --> 01:45:34.225]  If you intend to start or finish your supply, call immediately.
[01:45:34.585 --> 01:45:37.866]  When you call, tell them how many adults and how many years of food you need.
[01:45:38.621 --> 01:45:43.826]  When there are shortages, missing items will be substituted, maintaining the quantity of food necessary.
[01:45:44.446 --> 01:45:45.947]  Money is not the problem.
[01:45:46.168 --> 01:45:47.149]  Availability is.
[01:45:47.689 --> 01:45:49.551]  Be careful when food supplies get short.
[01:45:49.791 --> 01:45:53.454]  With no future, many retailers ship real trash to supply you.
[01:45:54.075 --> 01:45:56.176]  For safe food you can trust, call 800-409-5633.
[01:45:56.257 --> 01:45:57.097]  On the web, efoodsdirect.com.
[01:45:57.117 --> 01:45:57.157]  800-409-5633.
[01:46:10.834 --> 01:46:22.111]  Now you can enjoy the most delicious, freshest, and healthiest drinking water anytime, even while traveling, during outdoor sporting activities, and in hospital filtration environments such as local or national emergencies.
[01:46:22.331 --> 01:46:25.816]  The revolutionary Berkey Light removes pathogenic bacteria.
[01:46:26.076 --> 01:46:26.537]  We're good to go!
[01:46:54.201 --> 01:46:56.164]  Get the Berkey Light Purifier for only $279.
[01:46:56.204 --> 01:46:56.785]  Call New Millennium 888-803-4438.
[01:46:56.805 --> 01:46:57.105]  That's 888-803-4438.
[01:46:57.125 --> 01:46:58.427]  Or order on the web at berkeywater.com.
[01:46:58.447 --> 01:46:59.308]  Not yet available in Iowa.
[01:47:08.929 --> 01:47:09.749]  Attention gardeners!
[01:47:09.809 --> 01:47:12.170]  This is an urgent GCN self-reliance update.
[01:47:12.410 --> 01:47:16.751]  GCN has just discovered a new bioactive superfood for garden plants, flowers, and herbs.
[01:47:16.952 --> 01:47:24.814]  It's called Proto-Gro and it's so effective at producing rapid plant growth that it seems to almost force plants to grow like crazy under practically any soil and light conditions.
[01:47:25.154 --> 01:47:27.975]  Now, here's the best part for our listeners who garden for self-reliance.
[01:47:28.255 --> 01:47:35.797]  Proto-Gro's unique blend of sea nutrients maximizes mineral uptake and dramatically increases bloom set, creating maximum plant growth in minimum time.
[01:47:35.897 --> 01:47:41.479]  Proto-Gro works by providing geometric keys which have the capacity to actually unlock the genetic code for nutritional uptake in plants.
[01:47:41.719 --> 01:47:47.281]  Proto-Gro's full-spectrum plant fertility means fruits and vegetables with extraordinary taste and up to 10 times the nutritional value.
[01:47:47.541 --> 01:47:50.742]  And if you want to double or triple the potency of herbs or wheatgrass, you can.
[01:47:51.102 --> 01:47:54.444]  If you want to grow nutritionalized superfoods with non-hybrids, it's now easy.
[01:47:54.684 --> 01:47:59.706]  GCN listeners who want to grow Derv sheep superfoods should visit the ProtoGro website at growlikecrazy.com.
[01:47:59.747 --> 01:48:00.807]  That's www.growlikecrazy.com or call 877-327-0365.
[01:48:00.827 --> 01:48:01.027]  That's 877-327-0365.
[01:48:01.067 --> 01:48:03.028]  You're listening to GCN, the Genesis Communications Radio Network.
[01:48:19.674 --> 01:48:21.656]  Raging for the truth.
[01:48:21.716 --> 01:48:23.377]  Exposing corruption.
[01:48:23.658 --> 01:48:27.081]  Dismantling the false left-right paradigm.
[01:48:27.341 --> 01:48:29.763]  He's Alex Jones.
[01:48:29.783 --> 01:48:31.484]  Well, this two hours always goes quick.
[01:48:33.886 --> 01:48:36.809]  Websites again are prisonplanet.com and infowars.com.
[01:48:36.849 --> 01:48:37.750]  Continual coverage.
[01:48:37.770 --> 01:48:42.474]  Got some of the best analysts and writers working seven days a week with multiple updates daily.
[01:48:43.994 --> 01:48:44.974]  And I'm also a filmmaker.
[01:48:44.994 --> 01:48:45.935]  I've made 15 films.
[01:48:45.975 --> 01:48:49.976]  My latest film went as high as number 8 on the Amazon chart earlier this year.
[01:48:50.396 --> 01:48:54.178]  It's Terror Storm, a history of government-sponsored terrorism.
[01:48:54.518 --> 01:48:57.519]  You can get a copy at Infowars.com or by calling toll-free 888-253-3139.
[01:48:57.539 --> 01:48:58.940]  Have the high-quality digital
[01:49:02.541 --> 01:49:08.866]  Film, I authorize you to make copies for non-profit educational purposes to wake others up about the history of government-sponsored terror.
[01:49:09.146 --> 01:49:16.993]  All the admissions of where our government and other governments admit they've staged terror attacks as a pretext to start wars and invade enemies and control populations.
[01:49:17.833 --> 01:49:18.694]  Alright, here's the bottom line.
[01:49:19.836 --> 01:49:24.638]  Of the 100 biggest economies, 46, it was 44, now it's 46 of them are corporations.
[01:49:24.678 --> 01:49:30.020]  They have their own intelligence agencies, their own lobbyists, their own mercenaries.
[01:49:30.620 --> 01:49:32.361]  They have bought off our government.
[01:49:32.921 --> 01:49:44.425]  They have paid the government off to basically, for the last 50 years, through the Comprehensive Annual Financial Report system, to transfer the people's wealth into investments that's off-budget, off-government.
[01:49:44.806 --> 01:49:46.126]  They now are the government.
[01:49:46.426 --> 01:49:48.387]  Now they're erasing the Bill of Rights and Constitution.
[01:49:49.036 --> 01:49:53.752]  Now they want the European Union to be the center dynamo in all of this.
[01:49:54.865 --> 01:50:02.992]  But they need to be able to take over more countries to restrict the flow of oil, to be able to make higher profits, and there's a bunch of other reasons.
[01:50:03.393 --> 01:50:04.634]  It's also a wartime economy.
[01:50:04.674 --> 01:50:07.496]  They want to have the threat of terrorism, to have a domestic police state.
[01:50:07.796 --> 01:50:11.840]  They want to go and invade Muslim countries to actually generate real terrorism, not just government-sponsored.
[01:50:12.060 --> 01:50:13.041]  It's called P-2-O-G.
[01:50:13.081 --> 01:50:15.103]  It's a Pentagon-slash-Israeli plan.
[01:50:15.143 --> 01:50:20.207]  It's worked very well to actually go kill people and get them to then attack you, and you call it terrorism to create a real enemy.
[01:50:21.822 --> 01:50:22.583]  And so the U.S.
[01:50:22.723 --> 01:50:23.863]  acts as the Soviet Union.
[01:50:23.883 --> 01:50:25.564]  The very same banks that run our country.
[01:50:25.584 --> 01:50:28.266]  In 1917, the British financed Lenin.
[01:50:28.686 --> 01:50:29.847]  And that's part of the history.
[01:50:29.927 --> 01:50:30.727]  That's mainstream history.
[01:50:30.767 --> 01:50:31.207]  We can read it.
[01:50:31.708 --> 01:50:33.829]  To then bring down the British royalties.
[01:50:33.889 --> 01:50:34.849]  Cousins is ours.
[01:50:35.570 --> 01:50:38.351]  And then they let the Soviets play the part of the bad guy.
[01:50:38.371 --> 01:50:39.172]  Take over land.
[01:50:39.212 --> 01:50:39.932]  Take over nations.
[01:50:39.952 --> 01:50:42.354]  At the end of World War II, we gave them half of Europe.
[01:50:42.854 --> 01:50:44.495]  And then they killed more people than Hitler had.
[01:50:45.343 --> 01:50:46.284]  It's the same thing today.
[01:50:46.344 --> 01:50:49.226]  Now, we're like the old Soviet Union, owned by the very same people.
[01:50:49.626 --> 01:50:50.306]  We're being used.
[01:50:50.327 --> 01:50:52.648]  I mean, worldwide, we've gone from most loved to most hated.
[01:50:54.369 --> 01:50:57.831]  All the truth comes out overseas, but not about their own country, just about us.
[01:50:58.672 --> 01:51:02.294]  And we get the blame for everything while we expand the New World Order.
[01:51:02.575 --> 01:51:04.276]  Then we fall into third-world-dom.
[01:51:04.696 --> 01:51:05.617]  Our economy's blown out.
[01:51:05.657 --> 01:51:07.738]  Our dollars merged with the Amero.
[01:51:07.978 --> 01:51:10.380]  We go fully into the North American Union in the next ten years.
[01:51:10.800 --> 01:51:11.241]  We're good to go.
[01:51:30.024 --> 01:51:32.845]  And, uh, Iran would be a first-world nation.
[01:51:32.865 --> 01:51:40.669]  You could go, you know, I guarantee they'd have Disneyland there if our government hadn't overthrown their country and put in a dictator and led to all the things you now see there today.
[01:51:40.689 --> 01:51:44.990]  And, really, what our elite's done in our name to Iran is nothing less than mass murder.
[01:51:45.651 --> 01:51:51.053]  Blowing up their airplanes, bombing their ships, putting the Shah in, who tortured to death over 200,000 people conservatively.
[01:51:51.653 --> 01:51:51.953]  All right.
[01:51:52.353 --> 01:51:53.774]  Again, I'm not siding with Iran, folks.
[01:51:53.814 --> 01:51:55.415]  I'm giving you the geopolitical model.
[01:51:55.895 --> 01:51:58.336]  And the very people that did that there are doing that to our country.
[01:51:59.117 --> 01:52:03.459]  Let's go ahead and talk to Rock in New York.
[01:52:03.819 --> 01:52:05.079]  Thanks for holding her on the air.
[01:52:07.180 --> 01:52:07.760]  Yes, go ahead.
[01:52:08.680 --> 01:52:14.562]  Hi, this is Mark from New York, and I just wanted to thank you for taking my phone call.
[01:52:15.203 --> 01:52:27.787]  I was listening to one of the stations here, a radio station on AM, and Lionel, the Lionel Show, he came out in favor of Rosie O'Donnell.
[01:52:31.237 --> 01:52:39.280]  I know that's a pretty big syndicated show.
[01:52:39.300 --> 01:52:51.325]  Well it's good that that happened because every other major TV and I mean literally folks we're talking it's on Fox ten times a day it's on MSNBC four times a day it's on CNN three times a day it's all I mean on when it's on the front page of AOL
[01:52:52.574 --> 01:52:58.157]  Because I've got AOL on one of my computers just so I can see what the general dumbed-down public is saying, and it's the top story.
[01:52:58.517 --> 01:53:03.920]  I mean, this sucker is big, and we told you three weeks ago it was going to be breaking, and so we need to stand up for her.
[01:53:04.240 --> 01:53:16.086]  Even, and thanks for the call, sir, even if you disagree with Rosie O'Donnell, which I don't, I totally agree with her on this issue, not much else, then you should still fight to the death for her right to say it.
[01:53:16.972 --> 01:53:33.687]  And it is true that you should go outside the media, not to get the truth, but to get different perspectives, because the truth, you know, you get the truth by studying a lot of different areas, a lot of different facets, publications, news, legislation, insiders, mainstream news, alternative news, that's what I do.
[01:53:34.307 --> 01:53:35.188]  That's why we're cutting edge.
[01:53:35.208 --> 01:53:42.394]  I mean, we really do a pretty darn good job for the financing we've got and the personnel we've got, and I'm here on Sundays, man, I work seven days a week.
[01:53:42.935 --> 01:53:44.076]  I got home at 2 a.m.
[01:53:44.096 --> 01:53:44.496]  last night.
[01:53:45.988 --> 01:53:48.110]  I pulled up my driveway at 2 a.m.
[01:53:48.151 --> 01:53:50.253]  last night, and I was up at 9 this morning.
[01:53:50.273 --> 01:53:51.654]  I spent a few hours with my family.
[01:53:51.734 --> 01:53:52.355]  Precious time.
[01:53:52.936 --> 01:53:57.721]  Believe me, I don't like the fact that I'm about to go into my studio right now and work on the new film I'm doing, but I've got to do it for this country.
[01:53:58.241 --> 01:53:59.323]  I've got to fight these people.
