[00:00:00.109 --> 00:00:01.490]  A really good idea.
[00:28:13.008 --> 00:28:16.932]  And, uh, oh, you've got to have lips that look like they're a big baboon's.
[00:28:17.732 --> 00:28:21.175]  And, oh, you've got to, you know, have all this.
[00:28:21.216 --> 00:28:25.199]  So you feel inadequate, so they can sell you a bunch of garbage!
[00:28:29.843 --> 00:28:38.711]  To the point of, you want a new car and you can't even buy it because it's got so much... ...digitry and gadgetry and... ...fandangled garbage on it.
[00:28:40.405 --> 00:28:43.606]  Military strike is the only way to stop Iran, says top Israeli strategist.
[00:28:44.346 --> 00:28:46.627]  They're beating the drum big time to start attacking Iran.
[00:28:46.687 --> 00:28:47.448]  I can't believe this.
[00:28:47.708 --> 00:28:49.328]  This is a subject I should be talking about.
[00:28:50.329 --> 00:28:51.549]  And we're going to talk about it today.
[00:28:52.710 --> 00:28:54.710]  Israel divulges plan to nuke Iran.
[00:28:57.231 --> 00:28:58.912]  Surge in troops isn't enough, U.S.
[00:28:58.952 --> 00:28:59.852]  Commander says.
[00:29:01.893 --> 00:29:04.814]  Warrior of the Democrats sets stage for Iran attack.
[00:29:07.037 --> 00:29:08.658]  This is out of an Israeli newspaper.
[00:29:08.778 --> 00:29:10.398]  Israel's vital first strike.
[00:29:11.098 --> 00:29:13.119]  This is from the horse's mouth.
[00:29:15.020 --> 00:29:16.420]  Another story out of the LA Times.
[00:29:16.480 --> 00:29:18.541]  First wiretapping, now letter opening.
[00:29:22.022 --> 00:29:24.763]  Fair jury could crack Diana Kovarub.
[00:29:25.914 --> 00:29:31.640]  Queen backs away from royal jury as whitewash charges preempt inquest hearing.
[00:29:32.040 --> 00:29:33.802]  You have your inquest, okay?
[00:29:34.122 --> 00:29:34.843]  Your inquest.
[00:29:34.903 --> 00:29:36.024]  It doesn't matter anymore.
[00:29:36.064 --> 00:29:37.125]  We know you murdered her.
[00:29:37.506 --> 00:29:40.409]  The British people, it was 79% a few years ago.
[00:29:40.469 --> 00:29:43.572]  Now it's almost 90% in major polls last week.
[00:29:44.444 --> 00:29:47.206]  It's like George Bush Sr.
[00:29:47.267 --> 00:29:56.854]  at Ford's funeral saying, doesn't matter what you conspiracy theorists say, we know a lone nut acted alone, and we know Gerald Ford says so, so it must be true.
[00:29:57.935 --> 00:30:00.577]  People used to be gullible and buy your baloney.
[00:30:00.977 --> 00:30:02.258]  They don't buy it anymore.
[00:30:04.060 --> 00:30:06.122]  But it's gotten so bad, people buy nothing.
[00:30:08.023 --> 00:30:11.566]  I haven't really talked about that paradigm, or that enigma.
[00:30:12.768 --> 00:30:14.068]  That's not the proper term.
[00:30:14.989 --> 00:30:18.309]  In my allergy-hazed brain, I'll come up with the right word and we'll be back.
[00:30:18.990 --> 00:30:22.150]  After this quick break, I'm Alejandro Jones.
[00:30:22.230 --> 00:30:25.191]  It's the Genesis Communications Radio Network.
[00:30:25.811 --> 00:30:26.731]  We're on the march.
[00:30:27.212 --> 00:30:28.812]  The empire's on the run.
[00:30:29.732 --> 00:30:32.393]  Alex Jones and the GCN Radio Network.
[00:30:36.388 --> 00:30:38.730]  Hello friends, Alex Jones here with an important question.
[00:30:38.970 --> 00:30:40.991]  When was the last time you used Pure Soap?
[00:30:41.151 --> 00:30:48.196]  I mean real hard to find all natural Pure Soap that contains no dyes, perfumes, deodorants, detergents, or other dangerous toxins.
[00:30:48.456 --> 00:30:57.082]  The Calvin Pure Soap Company, for the past 57 years, has been making triple concentrated Pure Soaps exclusively for healthcare professionals and hospitals.
[00:30:57.382 --> 00:31:02.005]  Now for the first time Calvin Pure Soap is available factory direct to you and your family
[00:31:02.205 --> 00:31:06.246]  That's great news because Talbin Pure Soap is made from all natural ingredients.
[00:31:06.446 --> 00:31:08.867]  It's earth friendly and completely environmentally safe.
[00:31:09.047 --> 00:31:13.388]  So if you want yesterday's values today for good old-fashioned pure soap, call 1-800-340-7091.
[00:31:13.408 --> 00:31:14.909]  Save up to 85% off supermarket and retail store prices.
[00:31:20.510 --> 00:31:22.971]  Call today for a Calvin Soap catalog at 1-800-340-7091.
[00:31:22.991 --> 00:31:23.952]  That's 1-800-340-7091 or on the web at CalvinPureSoap.com.
[00:31:23.972 --> 00:31:26.533]  Try Pure Soap once and I'll guarantee you'll never use anything else.
[00:31:36.050 --> 00:31:37.631]  The statistics are heart-wrenching.
[00:31:37.951 --> 00:31:46.555]  According to the CWC, of the 43 million people who have served in the major wars, from the Revolutionary War to the Gulf War, 3 million never made it home alive.
[00:31:46.915 --> 00:31:52.638]  Most likely, each one of us can say we either knew someone who served, or know a brave soul who is currently serving our country.
[00:31:53.038 --> 00:32:00.503]  Now there is a unique way to pay tribute to the courageous men and women who spend their lives protecting our freedom, and to those who have lost their lives doing so.
[00:32:00.803 --> 00:32:06.146]  Davis Products is offering high-quality, solid-cast aluminum memorial markers for your American flag.
[00:32:06.446 --> 00:32:10.389]  Each memorial marker is specifically designed to represent one of 15 wars.
[00:32:10.689 --> 00:32:16.893]  All markers include a three-eighths inch pointed and threaded aluminum rod, painted and highlighted for an appearance that is unforgettable.
[00:32:17.193 --> 00:32:19.935]  What better way to pay homage to our enlisted loved ones?
[00:32:20.235 --> 00:32:24.518]  Davis Products Memorial Markers are only $9 a piece and can be ordered by calling 814-827-4946.
[00:32:24.538 --> 00:32:24.898]  That's 814-827-4946.
[00:32:25.018 --> 00:32:26.099]  Or visit Davis-Products.com.
[00:32:26.219 --> 00:32:27.080]  That's Davis-Products.com.
[00:32:36.417 --> 00:32:40.360]  I found this company online and they had this really unique variety of salt wellness products.
[00:32:40.600 --> 00:32:44.143]  I read some of the articles and ended up ordering this beautiful salt lamp.
[00:32:44.423 --> 00:32:48.506]  According to the company, they said that the salt crystal lamps gently purify indoor air.
[00:32:48.786 --> 00:32:49.727]  I was so amazed.
[00:32:49.967 --> 00:32:52.829]  I put it in the baby's room and it made a perfect nightlight.
[00:32:52.990 --> 00:32:54.851]  Both my husband and I could tell the difference.
[00:32:55.251 --> 00:33:00.493]  SoleilWellness.com is a unique company that offers salt wellness products from around the world.
[00:33:00.913 --> 00:33:06.836]  So, I went back to the site and ordered their Soleil Simple Natural Cleaning Products, also made with Himalayan salt.
[00:33:07.096 --> 00:33:08.817]  I figured it would clean really well.
[00:33:09.077 --> 00:33:12.238]  The natural cleaning products worked wonderfully and there was no scent.
[00:33:12.458 --> 00:33:16.360]  This company has so many products my whole family can enjoy and feel better with.
[00:33:16.640 --> 00:33:18.121]  Plus, the service was great.
[00:33:18.421 --> 00:33:23.103]  If you're interested in natural homeopathic time-tested remedies, visit SoleilWellness.com.
[00:33:23.703 --> 00:33:27.524]  That's S-O-L-A-Y Wellness dot com or call 312-224-2710.
[00:33:27.544 --> 00:33:27.584]  312-224-2710.
[00:33:27.644 --> 00:33:30.566]  I was sitting in traffic listening to the radio.
[00:33:51.543 --> 00:33:53.984]  George Strait was the same.
[00:33:54.064 --> 00:33:56.625]  Seashores of old Mexico.
[00:33:57.966 --> 00:34:02.387]  It sounded so good, I got an idea.
[00:34:02.507 --> 00:34:06.369]  I'm gonna go there since they're all over here.
[00:34:06.509 --> 00:34:11.131]  Longstar State should be renamed Texico.
[00:34:13.652 --> 00:34:17.993]  So long Texas, hello Mexico.
[00:34:21.184 --> 00:34:25.908]  I'm gonna swim the Rio Grande at El Paso.
[00:34:28.309 --> 00:34:30.251]  I'm leaving tonight.
[00:34:30.491 --> 00:34:32.132]  I ain't gonna pack.
[00:34:32.613 --> 00:34:36.015]  I'm only taking the clothes on my back.
[00:34:36.756 --> 00:34:38.077]  So long, Texas.
[00:34:38.717 --> 00:34:40.599]  Hello, Mexico.
[00:34:50.916 --> 00:34:55.657]  I'll drive a rattle-trap car with no liability.
[00:34:58.737 --> 00:35:03.378]  I'll demand equal rights though I'm there illegally.
[00:35:06.219 --> 00:35:10.479]  I'll protest in the streets till they finally grant them.
[00:35:10.499 --> 00:35:13.720]  Sing English words to their national anthem.
[00:35:13.960 --> 00:35:15.380]  Hey, Vincente!
[00:35:15.640 --> 00:35:18.661]  What's right for your people should be right for me.
[00:35:21.773 --> 00:35:26.756]  There goes controlling that tide that keeps flowing across the line.
[00:35:28.597 --> 00:35:35.921]  This old Texas cowboy feels like my home state's no longer mine.
[00:35:36.722 --> 00:35:37.982]  So long, Texas.
[00:35:38.683 --> 00:35:40.784]  Hello, Mexico.
[00:35:43.686 --> 00:35:48.068]  I'm gonna swim the Rio Grande at El Paso.
[00:35:51.415 --> 00:35:52.756]  I'm leaving tonight.
[00:35:53.256 --> 00:35:54.677]  I ain't gonna crack.
[00:35:55.117 --> 00:35:58.479]  I'm only taking the clothes on my back.
[00:35:59.220 --> 00:36:00.660]  So long, Texas.
[00:36:01.501 --> 00:36:04.202]  Hello, Mexico!
[00:36:07.244 --> 00:36:07.404]  Yep.
[00:36:08.465 --> 00:36:10.326]  Turnabout's fair play.
[00:36:10.526 --> 00:36:13.027]  Heck, I already love the food.
[00:36:13.247 --> 00:36:15.409]  And tequila.
[00:36:16.861 --> 00:36:22.083]  I'm gonna fly that Longstar flag at Old Flora every day.
[00:36:22.284 --> 00:36:25.045]  I'm gonna celebrate every Fourth of July.
[00:36:25.665 --> 00:36:29.427]  I'm gonna make them print them forms in English just for me.
[00:36:29.507 --> 00:36:32.888]  I'm gonna marry me a pretty secret reader.
[00:36:33.589 --> 00:36:37.510]  We're gonna have free medical care and free education for all our kids.
[00:36:38.451 --> 00:36:38.631]  Heck,
[00:36:39.475 --> 00:36:40.955]  That is really something else.
[00:36:40.975 --> 00:36:44.816]  The word I was looking for is a paradox.
[00:36:44.876 --> 00:36:45.856]  In the last segment.
[00:37:10.109 --> 00:37:21.898]  We've gotten the public to the point where they do not trust the mainstream media, and they do not trust the government, either political party, but they don't have the details.
[00:37:22.018 --> 00:37:24.600]  People know they've been lied to a thousand times a thousand.
[00:37:26.121 --> 00:37:35.868]  And they know that there's a world government, and they know that there's a police state, and they know that things aren't going in the right direction, but they don't understand, on average, the nuts and bolts of it.
[00:37:37.529 --> 00:37:38.190]  And they don't know
[00:37:39.386 --> 00:37:40.046]  What to trust?
[00:37:40.086 --> 00:37:41.687]  They just know they can't trust anything.
[00:37:42.127 --> 00:37:45.488]  And that's where research comes in, and that's where... I mean, it does.
[00:37:45.528 --> 00:37:51.691]  It takes years of research of the New World Order system to really be able to figure out what their operational plan is.
[00:37:51.711 --> 00:37:58.113]  But once you see it, then it just... you exponentially start learning, and more and more integrates together.
[00:37:58.953 --> 00:38:02.235]  The problem is trying to articulate something this big.
[00:38:04.175 --> 00:38:05.436]  Something this huge.
[00:38:06.511 --> 00:38:16.995]  I mean, they got professors at major universities, say, up in Missouri, who spend their whole lives, you know, just studying the aquifer for that area.
[00:38:17.315 --> 00:38:31.340]  And they write five books, and they'll tell you those five books just on that aquifer up there don't even scratch the surface of the mysteries of it, and how it operates, and where it feeds, and how important it is.
[00:38:32.340 --> 00:38:34.641]  Well, that's just one little aquifer in one little state.
[00:38:35.430 --> 00:38:51.597]  I mean, imagine trying to explain the way the toll roads work, and how they tie into the World Bank, and how the whole system comes down, and how the CPS is tied into it, the drugging of the population, and the feminism, and just all of it!
[00:38:53.618 --> 00:38:56.339]  I mean, literally, it's like somebody saying,
[00:38:58.863 --> 00:39:03.186]  You know, explain to me what a blue whale looks like.
[00:39:03.287 --> 00:39:24.183]  Well, it's grayish black colored, and it's big, and fat, and it's got... You've got to see it to... Or be like, well, describe what that blue whale looks like swimming in the northern Pacific Ocean, in the mountain range, 50 miles away, and what the sunset looks like, and the colors of that sunset.
[00:39:24.873 --> 00:39:29.895]  And what the ripples on the waves look like, and the sea foam slapping up against the ship.
[00:39:32.096 --> 00:39:36.158]  Even if I'd ever been there and seen that and done that, I couldn't describe it and I haven't.
[00:39:39.960 --> 00:39:45.063]  So, when people tell me, oh man, you're saying it's worse than it is.
[00:39:47.444 --> 00:39:50.565]  Oh man, you are exaggerating.
