[00:00:00.029 --> 00:00:01.021]  Bidding talk rates.
[00:28:54.580 --> 00:28:56.843]  Halliburton has built FEMA camps.
[00:28:57.183 --> 00:28:58.585]  They're openly talking about it.
[00:28:58.765 --> 00:29:01.408]  He is the exact... I mean, he is an enemy.
[00:29:02.009 --> 00:29:05.574]  And when I say enemy, I mean he is your enemy!
[00:29:06.274 --> 00:29:08.958]  He is your sworn enemy!
[00:29:12.336 --> 00:29:15.057]  Bush is a sworn enemy of this country!
[00:29:15.697 --> 00:29:19.018]  Hillary Clinton is your sworn enemy!
[00:29:19.558 --> 00:29:21.959]  It doesn't matter if you refuse to recognize it.
[00:29:22.359 --> 00:29:24.600]  They are your sworn enemies!
[00:29:25.761 --> 00:29:35.764]  And I don't know how they've driven the instincts out of you, that when people are openly waging hateful wars on us, that we don't resist them!
[00:29:36.933 --> 00:29:39.374]  I want you to go to every hill and mountain.
[00:29:40.094 --> 00:29:44.616]  I want you to get the word out like you've never done before!
[00:29:44.676 --> 00:29:46.637]  I want to beat these people!
[00:29:47.217 --> 00:29:51.218]  And you tell the churches to tell you to lay down, to get out of our way!
[00:29:51.678 --> 00:29:52.679]  We're on the march.
[00:29:53.079 --> 00:29:54.720]  The Empire's on the run.
[00:29:54.740 --> 00:29:58.321]  Alex Jones and the GCN Radio Network.
[00:30:01.620 --> 00:30:04.564]  Have you ever thought about what's in your shampoo, soap, or detergent?
[00:30:04.725 --> 00:30:09.912]  How about chlorides, dyes, ethanol, sulfates, sodium, formaldehydes, and more?
[00:30:10.252 --> 00:30:15.560]  Even fragrance can indicate the presence of some 4,000 separate ingredients, most of which are synthetic.
[00:30:15.940 --> 00:30:17.062]  Hi, this is Alex Jones.
[00:30:17.422 --> 00:30:26.510]  I was shocked when I discovered I could be inhaling these additives that can lead to coughing, wheezing, and shortness of breath, headaches, nausea, irritation of the skin, and mucous membranes.
[00:30:26.750 --> 00:30:28.371]  Now compare a Calben Pure Soap.
[00:30:28.591 --> 00:30:37.439]  All natural, earth friendly, no harsh chemicals, no animal testing, they're safe, and you save 85% of the money you're spending on cleaning products now.
[00:30:37.819 --> 00:30:39.761]  Start saving over $1,000 a year for your family of four.
[00:30:41.642 --> 00:30:42.442]  Keep it natural.
[00:30:42.702 --> 00:30:50.925]  Call CalBin Pure Soap for a free catalog at 1-800-340-7091 or log on to 5starsoap.com.
[00:30:51.125 --> 00:30:55.266]  Try CalBin Pure Soaps and I'll bet you'll never use any other cleaning products again.
[00:30:55.286 --> 00:30:56.367]  Call 1-800-340-7091 for all your cleaning needs.
[00:31:01.281 --> 00:31:04.484]  Yes, there is an In-Dash AM-FM shortwave radio.
[00:31:04.764 --> 00:31:12.852]  For limited time and in limited numbers, the Sony GT-160S AM-FM shortwave radio and CD player is available only at the Power Hour.
[00:31:13.132 --> 00:31:21.200]  This radio is designed to eliminate interference from ignition systems and the result is clear, clean reception, so you can hear your favorite broadcasts both domestically and internationally.
[00:31:21.500 --> 00:31:25.361]  Get your Sony AM FM shortwave radio and CD player from the Power Hour today.
[00:31:25.722 --> 00:31:26.002]  Call 877-817-9829.
[00:31:26.022 --> 00:31:26.842]  That's 877-817-9829 to order.
[00:31:26.962 --> 00:31:30.003]  Only $249 plus shipping and handling and we'll ship it right to you.
[00:31:30.023 --> 00:31:31.884]  There's even an input to plug in an external source.
[00:31:38.806 --> 00:31:44.771]  Your MP3 player, your iPod, your DVD player, or any other source will sound great through your new Sony receiver.
[00:31:45.051 --> 00:31:47.993]  These radios are not available anywhere else and for a limited time.
[00:31:48.213 --> 00:31:48.874]  So call now.
[00:31:49.114 --> 00:31:49.354]  Call 877-817-9829.
[00:31:49.374 --> 00:31:52.156]  That's 877-817-9829 and get your Sony GT-160S AM FM shortwave radio and CD player from the Power Hour.
[00:32:00.863 --> 00:32:04.305]  Spyville.com is your choice for everything spy related.
[00:32:04.466 --> 00:32:08.788]  Hidden security cameras, night vision cameras, and covert voice and phone recorders.
[00:32:09.129 --> 00:32:12.711]  No one will know what you're up to, but you'll always know what they're up to.
[00:32:13.011 --> 00:32:20.596]  Spyville.com also has cool spy gear like spy sunglasses so you can see behind you, and night vision scopes so you can see in the dark.
[00:32:20.937 --> 00:32:24.259]  Use our live GPS trackers to keep track of your teenager's vehicle.
[00:32:24.459 --> 00:32:30.603]  Find hidden cameras wherever you go with the amazing handheld spy finder, and locate hidden transmitters with one of our
[00:32:30.703 --> 00:32:31.243]  We're good to go.
[00:33:05.945 --> 00:33:26.081]  Riders on the scorn Riders on the scorn Into this house we're born Into this world we're thrown Like a dog without a bone
[00:33:29.448 --> 00:33:36.395]  You know, I love God, but I love the teachings of Jesus Christ.
[00:33:36.435 --> 00:33:37.556]  The churches don't teach it.
[00:33:37.916 --> 00:33:50.988]  It's about standing up against tyranny, standing up against evil, standing up and fighting wickedness, standing up for the widows and orphans, standing up for innocence, aiding darkness,
[00:33:52.763 --> 00:33:55.065]  And darkness is piles of dead bodies and stench.
[00:33:55.645 --> 00:34:00.030]  Somehow Hollywood and the culture sold you that the devil's all cool, running around.
[00:34:00.790 --> 00:34:02.112]  He's got a hot girlfriend.
[00:34:02.372 --> 00:34:05.215]  No, the devil lives in a pile of stinking pus and maggots.
[00:34:06.916 --> 00:34:07.937]  Darkness is weak!
[00:34:08.938 --> 00:34:09.939]  And I'm tired of it!
[00:34:11.941 --> 00:34:14.424]  And I'm tired of all these fake creatures.
[00:34:16.155 --> 00:34:27.579]  Pulpit prostitutes who sit up there and sell you on lies and this foregone conclusion that you're supposed to lay down to evil and go along with it and that it's a self-fulfilling prophecy.
[00:34:27.619 --> 00:34:29.420]  Oh, praise God things are getting bad.
[00:34:29.720 --> 00:34:31.621]  Praise God that evil's spreading.
[00:34:31.881 --> 00:34:34.762]  Yeah, that's what these churches say because that means the end's near.
[00:34:35.242 --> 00:34:39.484]  What it means is that you've given yourself over to evil and you're already serving it.
[00:34:39.524 --> 00:34:44.606]  You're not defending innocents that are being abused and it means you and your family are going to get run over too.
[00:34:47.910 --> 00:34:52.312]  I mean, why do you think the Chicago mob boss daily wants your guns?
[00:34:52.352 --> 00:34:55.814]  Why do you think mob bosses like Pataki wants your guns?
[00:34:57.675 --> 00:34:59.095]  And now the new governor they got up there.
[00:34:59.455 --> 00:35:00.656]  All these fake Republicans.
[00:35:01.496 --> 00:35:02.837]  Why do you think that?
[00:35:03.757 --> 00:35:06.499]  They want to have their way with you.
[00:35:07.099 --> 00:35:09.240]  And they will have their way with you.
[00:35:10.524 --> 00:35:13.046]  And I mean murdering you and your family.
[00:35:13.086 --> 00:35:18.089]  I mean raping your wife to death and slitting her throat right in front of you and laughing at you.
[00:35:20.431 --> 00:35:22.812]  As soon as they get the guns, they're going to do it.
[00:35:23.232 --> 00:35:24.313]  They hate you.
[00:35:24.673 --> 00:35:26.094]  They hate your property.
[00:35:26.274 --> 00:35:27.435]  They hate your liberty.
[00:35:27.595 --> 00:35:28.776]  They hate your freedom.
[00:35:29.276 --> 00:35:36.321]  They are aggressive and totally ruthless, ready to move on you the second they can.
[00:35:37.555 --> 00:35:44.119]  They're moving on you through the vaccines every day, and through the water and the air, and they enjoy hurting us.
[00:35:45.420 --> 00:35:50.763]  They move on us every day as they destroy our currency, our sovereignty, our borders.
[00:35:50.803 --> 00:35:57.126]  They do it with malice aforethought, with extreme pleasure!
[00:35:59.788 --> 00:36:01.529]  They say, My pleasure!
[00:36:03.311 --> 00:36:04.772]  And I can see it clearly.
[00:36:04.872 --> 00:36:07.294]  I can see them for what they are.
[00:36:09.935 --> 00:36:13.818]  They want to come in here, and they want to have their way with us.
[00:36:14.579 --> 00:36:22.824]  The same people that ran the ops that killed over 60 million in Russia, over 60 million in China, over 20 million in Germany.
[00:36:23.704 --> 00:36:25.346]  The very same architects.
[00:36:25.386 --> 00:36:30.469]  I mean, I have the British Milner Group documents where they financed Hitler, the Bank of England, all of it.
[00:36:31.130 --> 00:36:35.593]  They want to do that here, and I'm telling you, we don't have to let them.
[00:36:35.613 --> 00:36:46.822]  You know what it's like to watch murderers and killers and the people behind 9-11 in Oklahoma City strutting around, posing as presidents and prime ministers?
[00:36:48.533 --> 00:36:56.922]  Oh, I'm so sick of them, and look how evil they are, how they love the spotlight, how they revel in their fancy suits and their hair all combed perfectly.
[00:36:56.962 --> 00:36:58.584]  I mean, they're just pure evil.
[00:36:59.285 --> 00:37:06.473]  Fleshful, filled with avarice, filled with a false aplomb, filled with love of themselves and love of evil.
[00:37:08.374 --> 00:37:09.635]  And I look at Schwarzenegger.
[00:37:10.155 --> 00:37:13.056]  I mean, if they're able to do this, it will cause nationwide adoption.
[00:37:13.076 --> 00:37:14.237]  Because that's how it is with cars.
[00:37:14.537 --> 00:37:16.118]  That's how it is with swimming pools.
[00:37:16.378 --> 00:37:17.559]  It's how it is with regulations.
[00:37:17.619 --> 00:37:18.739]  California adopts.
[00:37:19.039 --> 00:37:20.200]  The rest of the nation follows.
[00:37:20.480 --> 00:37:23.522]  Because they're the biggest market in the U.S.
[00:37:24.022 --> 00:37:26.283]  But they're like the 8th biggest economy in the world.
[00:37:29.725 --> 00:37:31.706]  And so it causes universal adoption.
[00:37:32.782 --> 00:37:35.184]  And they want tagaments in all the bullets.
[00:37:35.544 --> 00:37:37.526]  They want serial numbers on all the bullets.
[00:37:37.586 --> 00:37:39.227]  It'll radically increase prices.
[00:37:39.247 --> 00:37:42.830]  It'll create new bureaucracies who track and trace everything you do.
[00:37:43.090 --> 00:37:44.511]  And nexus in with the Feds.
[00:37:45.692 --> 00:37:50.376]  And arresting people who don't have the new ammo.
[00:37:50.436 --> 00:37:51.797]  And that's just where it starts.
[00:37:52.117 --> 00:37:54.219]  There's never an end to these people.
[00:37:55.880 --> 00:38:00.184]  And the NRA is about to pass the biggest gun control bill ever.
[00:38:02.021 --> 00:38:13.363]  It's passed the House, it's in the Senate, and it openly will bar hundreds of thousands of veterans who have ADHD, falsely diagnosed, it's all made up, anyone who has any of these.
[00:38:15.003 --> 00:38:16.804]  Post-traumatic stress, any of it!
[00:38:17.744 --> 00:38:18.504]  COPS too!
[00:38:19.824 --> 00:38:21.004]  You'll be losing your job!
[00:38:23.545 --> 00:38:26.645]  And the NRA is there's... Alright, I'm going to shut up, I've got a guest coming on.
[00:38:32.146 --> 00:38:38.152]  Even patriots, even truth seekers, even libertarians, I don't think you realize just how evil the new old order is.
[00:38:38.732 --> 00:38:42.856]  I don't think you realize just how dire the straits are.
[00:38:42.876 --> 00:38:46.980]  I'm going to play a minute or two of this and go to our guest, who's had a lot of courage, Sean Krennish.
[00:38:48.341 --> 00:38:56.989]  And here's him talking to Ed Brown yesterday around noon, and we got contacted by the folks over
[00:38:58.679 --> 00:39:26.407]  At Make the Stand and we got this up and Genesis of course started covering it and I'm really glad they contacted us to break this and get this out but here's a few minutes of Ed Brown who and I believe him because it's standard procedure and you have to just believe this is going on period because I see these idiots posting on the dig forums and places saying we don't torture in America it's only overseas
[00:39:27.091 --> 00:39:30.392]  Folks, most people I know who've been to prison have been tortured.
[00:39:30.792 --> 00:39:34.393]  I mean, they call it pain compliance.
[00:39:36.094 --> 00:39:40.355]  I mean, a cop will break your arm at a protest now, and then the judges will say they're allowed to.
[00:39:41.035 --> 00:39:43.436]  But they just don't call it torture.
[00:39:43.856 --> 00:39:44.937]  Of course this goes on.
[00:39:45.337 --> 00:39:47.378]  And fuming people is the most common.
[00:39:48.098 --> 00:39:50.098]  They park you in the back of a bus and run it.
[00:39:52.509 --> 00:39:56.412]  Inside a garage is their favorite for five hours while they're waiting to take you to another facility.
[00:39:56.432 --> 00:39:57.393]  They call it de-celling.
[00:39:57.733 --> 00:39:58.573]  It's a big joke.
[00:39:58.894 --> 00:40:00.815]  And it'll take you from facility to facility for weeks.
