[00:00:00.049 --> 00:00:01.150]  Do Our City Pass.
[00:27:56.191 --> 00:27:59.694]  There's a lot been written about that, but I can feel their strength.
[00:28:02.136 --> 00:28:06.619]  We have turned our backs on our fathers, on our mothers.
[00:28:06.840 --> 00:28:10.523]  We have turned our backs on humanity.
[00:28:10.563 --> 00:28:15.787]  We have turned our backs on everything we are and our development as a species.
[00:28:17.265 --> 00:28:34.450]  And when you realize that you're just part of the species, and through that species you live on, and through the joys and the sorrows and the great discoveries and the exhilarations and the pains that people in the future coming after us will feel and live, you live through them.
[00:28:35.251 --> 00:28:39.912]  Today, as you are alive, they're alive in you right now.
[00:28:40.912 --> 00:28:42.133]  Don't you understand that?
[00:28:42.153 --> 00:28:43.913]  And the New World Order understands that.
[00:28:43.953 --> 00:28:45.554]  They're all about their ancestors.
[00:28:46.181 --> 00:28:47.982]  They're all about the future.
[00:28:48.563 --> 00:28:53.826]  They're all about greedily keeping that from the mass of humanity.
[00:28:53.906 --> 00:29:11.057]  Ninety plus percent of us, they've made the decision in the ultimate of greed and selfishness to try to wall us off from that and try to destroy our very humanity so that we can't even defend ourselves because in that family and then in that larger tribal unit
[00:29:11.970 --> 00:29:17.952]  Is the great drive that makes us free and makes us strong and fulfills us.
[00:29:20.792 --> 00:29:32.596]  And to see our very fabric, the very bones, the very guts of humanity, of Homo Sapien Sapien being twisted before my very eyes.
[00:29:33.276 --> 00:29:37.497]  And to see the literal code of the biosphere being irrevocably
[00:29:40.183 --> 00:29:57.235]  Butchered, and vandalized, and twisted, and to see the levers being smashed in, and to see horrible things being done to the Earth, and to see horrible things being done to our species, fills me full of just black gulps of pain.
[00:29:59.537 --> 00:30:03.320]  And the New World Order knows that you're upset by this in your subconscious.
[00:30:04.773 --> 00:30:07.275]  We're on the march, the empire's on the run.
[00:30:07.335 --> 00:30:09.576]  Alex Jones and the GCN Radio Network.
[00:30:35.652 --> 00:30:36.652]  How are you feeling today?
[00:30:36.873 --> 00:30:43.575]  Well, I ask because if you have health challenges, then reading our free e-booklet about the most amazing discovery of our time is crucial.
[00:30:43.835 --> 00:30:48.297]  The booklet is about an amazing fruit from Southeast Asia they call Mangosteen.
[00:30:48.598 --> 00:30:54.260]  It's a centuries-old medicinal fruit whose time has come, and it has amassed 40 years of published research.
[00:30:54.580 --> 00:30:59.662]  We have information and testimonials from all over the world about the health potential of this amazing fruit.
[00:30:59.882 --> 00:31:06.425]  The powerful botanical has contributed to the well-being of millions of people the world over with health concerns just like yours.
[00:31:06.746 --> 00:31:09.907]  You can have this 22-page e-booklet absolutely free.
[00:31:10.087 --> 00:31:14.229]  We'll also offer your website with links to actual testimonials and product information.
[00:31:14.469 --> 00:31:16.650]  Could this fruit help you in your quest for total health?
[00:31:16.930 --> 00:31:24.715]  Find out why mangosteen is known as the queen of all fruits and why it's fast becoming the best-selling wellness product ever brought to the market.
[00:31:25.075 --> 00:31:26.576]  Your health is in your hands.
[00:31:26.856 --> 00:31:28.036]  Do something about it today.
[00:31:28.356 --> 00:31:28.537]  Call 800-658-0597.
[00:31:28.557 --> 00:31:28.857]  Again, that's 800-658-0597.
[00:31:36.115 --> 00:31:41.057]  The disciples asked Jesus in Matthew 24, What shall be the signs of thy coming, and the end of the world?
[00:31:41.377 --> 00:31:43.238]  You shall hear of wars, and rumors of wars.
[00:31:43.438 --> 00:31:46.500]  For nation shall rise against nation, and kingdom against kingdom.
[00:31:46.680 --> 00:31:49.801]  And there shall be famines, disease, and earthquakes in many places.
[00:31:50.121 --> 00:31:51.962]  We are living in this time of Earth's history.
[00:31:52.242 --> 00:31:55.946]  Many people are trying to understand the climactic world events in light of human wisdom.
[00:31:56.226 --> 00:31:58.889]  But without the wisdom of God, this is impossible.
[00:31:59.510 --> 00:32:03.774]  2 Peter says, We have a more sure word of prophecy, and you do well if you take heed.
[00:32:04.014 --> 00:32:08.259]  But first know this, that no prophecy of the scripture is of any private interpretation.
[00:32:08.679 --> 00:32:13.022]  The Bible says, we'd like you to receive this new offer, Packet B, The Unholy Alliance.
[00:32:13.323 --> 00:32:17.586]  These materials document the global leaders, political and religious, behind the scenes.
[00:32:17.906 --> 00:32:23.790]  You will receive information regarding America in prophecy, tyrants and wars, the new world order, and much more.
[00:32:24.091 --> 00:32:26.533]  As always, these materials are shipped to you at no charge.
[00:32:26.733 --> 00:32:27.433]  Please call 1-888-211-1715.
[00:32:27.473 --> 00:32:28.354]  That's 1-888-211-1715, and ask for Packet B.
[00:32:36.218 --> 00:32:40.240]  People who use Cardivite know about the pollutants in our body and want them out.
[00:32:40.481 --> 00:32:43.862]  For over five years, Cardivite has proven itself time-tested.
[00:32:44.043 --> 00:32:47.525]  Here's Dr. Mattson, a naturopathic doctor's thoughts on Cardivite.
[00:32:47.785 --> 00:32:51.047]  In our mind, there isn't such a great big mystery to disease anymore.
[00:32:51.067 --> 00:32:56.530]  This basic tenet of yeast in the gut and metals in the liver covers at least 70-80% of the diseases that we see.
[00:32:56.570 --> 00:33:01.793]  When we do our program, you know, in herbal formulas like Cardivite, and you see someone who could barely walk up a hill.
[00:33:02.193 --> 00:33:02.814]  I think so.
[00:33:13.507 --> 00:33:19.491]  If you'll find, I think, that it'll work more than just on heart problems and circulation problems, it'll work on other problems as well.
[00:33:19.651 --> 00:33:24.055]  For more information, call 1-877-928-8822 or visit our website at www.heartdrop.com.
[00:33:24.215 --> 00:33:25.696]  That toll-free number again, 1-877-928-88.
[00:33:25.716 --> 00:33:30.699]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[00:33:42.176 --> 00:33:44.477]  Because there's a war on for your mind.
[00:33:50.118 --> 00:33:53.639]  George and Sharon and Wesley, Nathan.
[00:33:53.659 --> 00:33:55.299]  We'll get to all of you.
[00:33:55.319 --> 00:33:56.159]  Paul will be first.
[00:33:57.000 --> 00:33:59.560]  He's calling in on his own dime from the UK.
[00:34:02.101 --> 00:34:10.403]  Hi, let me just run through... Some of the news and clips that I've got here in front of me.
[00:34:12.546 --> 00:34:15.487]  All right, Giuliani warns of new 9-11 and of Dems' win.
[00:34:15.507 --> 00:34:18.828]  We have the mystery of the 9-11 car bombs.
[00:34:20.288 --> 00:34:22.408]  John Kerry Building 7 was deliberately demolished.
[00:34:22.448 --> 00:34:24.229]  I know this was debated in the last couple days.
[00:34:25.149 --> 00:34:26.849]  I'm going to play the clip again and weigh in on it.
[00:34:28.610 --> 00:34:30.370]  Also, Zbigniew Brzezinski.
[00:34:30.390 --> 00:34:37.672]  We've got an audio clip of the video of Luke Rudowski of 9-11 Truth, New York, exposing him.
[00:34:38.192 --> 00:34:39.832]  They tried to get his camera away from him.
[00:34:40.813 --> 00:34:41.933]  You hear the hissing public.
[00:34:42.577 --> 00:34:43.338]  We're going to play that.
[00:34:43.798 --> 00:34:49.382]  I did go see Sunday Night, or was it?
[00:34:49.422 --> 00:34:50.323]  No, it was Monday Night.
[00:34:51.284 --> 00:34:53.345]  If you're a truther, go see The Shooter.
[00:34:54.066 --> 00:34:57.488]  And The Shooter really is an anti-New World Order film.
[00:34:57.548 --> 00:34:58.289]  It was amazing.
[00:34:58.609 --> 00:34:59.210]  Really amazing.
[00:34:59.550 --> 00:35:02.432]  Paul had seen it a week ago in the UK and said I had to see it.
[00:35:03.112 --> 00:35:04.233]  And then I did go see it.
[00:35:04.293 --> 00:35:05.374]  It was amazing.
[00:35:06.155 --> 00:35:08.436]  With Mark Wahlberg, newfound respect for him.
[00:35:09.857 --> 00:35:10.238]  Also,
[00:35:11.281 --> 00:35:15.044]  Paul's written an article, today's anti-smoking purge is borrowed from the Nazis.
[00:35:15.704 --> 00:35:18.246]  I had seen that before, but Paul's put it in an article.
[00:35:18.726 --> 00:35:22.229]  I'm no fan of smoking, but the point is it just starts there with the control.
[00:35:22.969 --> 00:35:25.431]  And it's funny how much we mimic the Nazis today.
[00:35:26.712 --> 00:35:30.375]  Also, there's big gun control stuff moving forward that we'll give you an update on.
[00:35:30.855 --> 00:35:32.756]  We'll also take your calls on the Virginia shooting.
[00:35:32.796 --> 00:35:36.319]  Just more evidence has piled up of evidence that that is a black op.
[00:35:37.879 --> 00:35:39.260]  I mentioned this, but we will detail it.
[00:35:39.280 --> 00:35:42.161]  Potentially habitable planet has been found.
[00:35:42.201 --> 00:35:43.522]  That out of the Associated Press.
[00:35:45.523 --> 00:35:48.005]  Chinese president calls for internet clampdown.
[00:35:49.665 --> 00:35:54.508]  And sweeping forced abortions used in China's birth control enforcement.
[00:35:55.288 --> 00:35:56.949]  They are the UN model.
[00:35:57.009 --> 00:35:58.130]  They are the model.
[00:35:58.170 --> 00:36:00.811]  So, you want to know what the new world order wants for all of us?
[00:36:01.852 --> 00:36:04.674]  It is the Chinese communist model.
[00:36:06.054 --> 00:36:07.255]  Which isn't communist at all.
[00:36:08.021 --> 00:36:09.102]  No such thing as communism.
[00:36:09.122 --> 00:36:13.666]  Remember Zhang Zemin, I don't know, five, six years ago, was in the BBC headline.
[00:36:14.026 --> 00:36:14.847]  Zhang Zemin.
[00:36:16.348 --> 00:36:21.672]  Headline, Chinese Communism, Greatest Expression of Capitalism.
[00:36:22.433 --> 00:36:25.075]  And he went on to say, capitalism is communism.
[00:36:25.896 --> 00:36:28.018]  That of course confused everyone, they laughed at him.
[00:36:29.519 --> 00:36:31.761]  No, he was being, telling the truth.
[00:36:31.781 --> 00:36:35.224]  See, they've taken everything and turned it on its head.
[00:36:36.508 --> 00:36:39.969]  He meant, the way it really works is that, not the terms.
[00:36:41.290 --> 00:36:47.251]  You see, the capitalist actually, and capitalist means centralized, doesn't really mean free market.
[00:36:47.832 --> 00:36:49.712]  Big titans, that was their term.
[00:36:49.932 --> 00:36:54.193]  They told you a hundred and something years ago, I'm already getting off into this now, I might as well do it.
[00:36:55.954 --> 00:37:01.596]  They told you that free market and freedom was, quote, capitalism.
[00:37:01.636 --> 00:37:05.477]  That was just the robber baron's name for consolidation.
[00:37:06.224 --> 00:37:12.689]  Or what people properly term as crony capitalism, or monopoly capitalism.
[00:37:13.269 --> 00:37:16.352]  But then people confuse it and think, oh, well, there must be a real capitalism.
[00:37:17.332 --> 00:37:19.174]  It is a fact that our government put Mao in.
[00:37:19.274 --> 00:37:21.055]  It is a fact our government helped put Lenin in.
[00:37:21.335 --> 00:37:22.897]  It is a fact they supported Stalin.
[00:37:23.897 --> 00:37:24.738]  It is a fact.
[00:37:26.219 --> 00:37:35.486]  And it is a fact that they use it to consolidate, as Carol Quigley, Bill Clinton's mentor, head of Georgetown Political Science, wrote in his 900-plus page book, Tragedy and Hope.
[00:37:36.090 --> 00:37:37.792]  This is how it works.
[00:37:37.832 --> 00:37:39.273]  There is no left and right.
[00:37:39.533 --> 00:37:43.576]  There is command and control, centralization, and there is liberty on the other end.
[00:37:43.937 --> 00:37:45.318]  Where are you in that spectrum?
[00:37:46.198 --> 00:37:46.819]  Decide.
[00:37:47.500 --> 00:37:48.620]  But, again, I digress.
[00:37:50.302 --> 00:37:55.786]  I'm going to get into O'Donnell in a minute, but let me just cover this first.
[00:37:58.569 --> 00:38:00.230]  Let's just start with simple lies.
[00:38:00.871 --> 00:38:04.273]  Gonzales testifying and
