[00:00:00.435 --> 00:00:01.215]  They did not talk.
[01:26:08.740 --> 01:26:10.881]  Let's not talk about it.
[01:26:10.921 --> 01:26:11.701]  Yeah, no, no, no.
[01:26:13.282 --> 01:26:13.722]  They had a...
[01:26:14.342 --> 01:26:21.210]  Group at a viewing post down there who'd already seized drug shipments that made the Mexican drug dealers who were guarded by the Mexican troops.
[01:26:21.430 --> 01:26:30.359]  Hell, the US government in conjunction with the Mexican government, the AP reported last Wednesday, is going to pay for GPS for each one of the illegal aliens.
[01:26:30.880 --> 01:26:33.563]  And by the way, when I heard the national talk show host talk about that,
[01:26:34.480 --> 01:26:37.801]  They didn't mention that when you read the AP article, the U.S.
[01:26:37.841 --> 01:26:39.401]  government's helping pay for it!
[01:26:39.901 --> 01:26:40.481]  Oh my God.
[01:26:40.521 --> 01:26:41.861]  Ha ha ha ha!
[01:26:41.941 --> 01:26:42.341]  Wow.
[01:26:42.642 --> 01:26:45.682]  And they got the unarmed troops running from the Mexicans.
[01:26:46.042 --> 01:26:47.342]  I mean, this is classic.
[01:26:47.422 --> 01:26:49.283]  Our humiliation will never end.
[01:26:49.323 --> 01:26:50.363]  The patheticness of it.
[01:26:50.543 --> 01:26:51.443]  But we deserve it!
[01:26:51.503 --> 01:26:52.503]  We are pathetic!
[01:26:53.484 --> 01:27:01.005]  Basically, I mean, if that's... if everybody around us are sheeple, and I don't know if it's because they're spraying all that chemtrail stuff around us,
[01:27:01.548 --> 01:27:02.508]  Mercury's good.
[01:27:02.569 --> 01:27:03.609]  Prozac's good.
[01:27:03.649 --> 01:27:04.549]  Just take it all.
[01:27:05.150 --> 01:27:06.110]  Let me tell you something.
[01:27:06.710 --> 01:27:08.971]  When the government tells you Mercury's nutritious, it's true.
[01:27:09.972 --> 01:27:13.113]  I have actual newscasts, local CBS News, saying Mercury's good for your brain.
[01:27:13.673 --> 01:27:15.114]  But I'm not going to play it again.
[01:27:15.134 --> 01:27:18.075]  Just type in News says Mercury's good into Google.
[01:27:18.095 --> 01:27:18.976]  You'll get the video clip.
[01:27:19.596 --> 01:27:25.639]  It's been watched millions of times, local news, here in Austin, saying Mercury's good for your brain.
[01:27:27.419 --> 01:27:28.300]  Let's go ahead and
[01:27:30.111 --> 01:27:31.912]  Comments on Mexican GPS.
[01:27:31.932 --> 01:27:34.814]  That's what Steve wants to talk about.
[01:27:34.834 --> 01:27:37.115]  Okay, that's fine, sir.
[01:27:37.155 --> 01:27:37.635]  You're on the air.
[01:27:37.675 --> 01:27:38.035]  Go ahead.
[01:27:38.316 --> 01:27:38.576]  Hello?
[01:27:38.776 --> 01:27:39.937]  Yeah, calling from Texas, right?
[01:27:39.957 --> 01:27:40.277]  Go ahead.
[01:27:40.817 --> 01:27:41.637]  Thanks for taking my call.
[01:27:41.718 --> 01:27:42.638]  Yeah, I just wanted to comment.
[01:27:42.658 --> 01:27:46.340]  I heard a story last night on KOS with Art Bell.
[01:27:46.380 --> 01:27:51.043]  He was talking about the Mexican consulate, I think, in the state of Pueblo.
[01:27:51.623 --> 01:27:53.424]  They're giving these people GPS.
[01:27:53.624 --> 01:27:55.105]  In conjunction with the U.S.
[01:27:55.145 --> 01:27:55.545]  government.
[01:27:56.126 --> 01:27:56.746]  Yeah, exactly.
[01:27:57.267 --> 01:28:04.033]  So basically, 200,000 people... Sir, illegals get housing loans without ID, AP.
[01:28:05.034 --> 01:28:05.975]  You don't though, brother.
[01:28:05.995 --> 01:28:11.020]  You're going to show free and be treated like trash because you're an American who's been raised to be a slave!
[01:28:11.040 --> 01:28:12.361]  Yeah, totally, I know.
[01:28:12.521 --> 01:28:13.182]  I'm sorry, go ahead.
[01:28:13.883 --> 01:28:15.104]  Yeah, but anyway, I just want to mention that...
[01:28:15.828 --> 01:28:17.149]  I don't know if you heard about that or not.
[01:28:17.209 --> 01:28:18.110]  I just thought that was interesting.
[01:28:18.130 --> 01:28:19.511]  Did you hear about the Mexican troops?
[01:28:19.531 --> 01:28:20.431]  It's now been confirmed.
[01:28:20.491 --> 01:28:23.894]  Well, they're wearing military uniforms, but it may not be troops.
[01:28:24.094 --> 01:28:30.518]  Though it's admitted that the Mexican troops drive in flatback trucks, the illegals around, and then shepherd them across the border.
[01:28:30.839 --> 01:28:31.679]  Yeah, just like today.
[01:28:31.759 --> 01:28:37.183]  I heard something about the Port of Miami, the three illegal Iraqis, I guess, that came in on a container or whatever.
[01:28:38.344 --> 01:28:38.584]  Yeah.
[01:28:38.984 --> 01:28:39.385]  Oh, yeah.
[01:28:39.545 --> 01:28:41.086]  And then it turned out they were legal.
[01:28:41.306 --> 01:28:42.086]  Who knows what it was?
[01:28:42.307 --> 01:28:42.707]  Yeah, really?
[01:28:43.462 --> 01:28:44.623]  Alright, well I just wanted to mention that.
[01:28:44.903 --> 01:28:45.663]  Thanks for taking my call.
[01:28:45.703 --> 01:28:46.684]  Hey, good to hear from you.
[01:28:46.744 --> 01:28:48.205]  Dustin in Germany.
[01:28:48.665 --> 01:28:50.827]  You're on the air calling us from Deutschland.
[01:28:51.167 --> 01:28:52.548]  Thank you for holding her on the air.
[01:28:53.568 --> 01:28:55.409]  Bros from Deutschland, Alex.
[01:28:55.649 --> 01:29:00.032]  So you're an Americanner over there hanging out in Deutschland, huh?
[01:29:00.592 --> 01:29:02.233]  Yeah, I'm an Auslander.
[01:29:02.914 --> 01:29:05.375]  And they've got all the same police state stuff being put in there.
[01:29:05.656 --> 01:29:07.897]  Microphones, cameras, everything a slave deserves.
[01:29:08.846 --> 01:29:16.690]  Oh, well, starting 1 January 07, you have to have a special card with a little biometric chip in it to buy cigarettes out of the machine.
[01:29:16.710 --> 01:29:18.351]  Well, it's the same thing here.
[01:29:20.732 --> 01:29:26.995]  Well, have you... you were talking earlier about, uh, they were using pesos inside the United States.
[01:29:27.015 --> 01:29:27.576]  Yeah, stay there.
[01:29:27.616 --> 01:29:28.576]  We'll talk about it when we get back.
[01:29:28.616 --> 01:29:29.277]  I'll put you on hold.
[01:29:29.757 --> 01:29:30.957]  Final segment coming up.
[01:29:31.638 --> 01:29:32.578]  Yeah, what's wrong with that?
[01:29:32.598 --> 01:29:33.879]  What are you, with Al-Qaeda or something?
[01:29:35.363 --> 01:29:36.804]  Come on, no, no, I'm gonna put you on hold.
[01:29:37.124 --> 01:29:38.444]  How dare you even question?
[01:29:38.664 --> 01:29:39.704]  How dare you have free speech?
[01:29:39.744 --> 01:29:41.445]  Newt Gingrich says you should be arrested!
[01:29:41.605 --> 01:29:42.645]  And I think he's right!
[01:29:47.947 --> 01:29:51.728]  It's here, after a year in production and traveling to distant lands.
[01:29:52.148 --> 01:29:58.790]  It's no secret, aluminum itself adversely affects the blood-brain barrier and is capable of causing DNA damage.
[01:29:58.930 --> 01:30:03.731]  Research has even shown that aluminum salts used in antiperspirants have detrimental effects.
[01:30:04.031 --> 01:30:06.352]  So why are you still using traditional deodorant?
[01:30:06.532 --> 01:30:09.153]  Well there is an alternative and it's called NoVO.
[01:30:09.373 --> 01:30:17.556]  NoVO eliminates the bacterial growth which causes odor and does not interfere with perspiration which is important for allowing your body to expel toxins.
[01:30:17.696 --> 01:30:22.138]  There are no chemicals, aluminum, preservatives or petroleum-based ingredients in NoVO.
[01:30:22.258 --> 01:30:22.978]  Just natural ingredients.
[01:30:23.038 --> 01:30:23.338]  I think so.
[01:30:53.392 --> 01:30:54.212]  Come on, Bill.
[01:30:54.432 --> 01:30:59.676]  Two weeks ago you were riding a bicycle, and today you're showing up in your new car and telling me you're buying a house?
[01:31:00.016 --> 01:31:01.497]  What did you do, rob Bill Gates?
[01:31:01.597 --> 01:31:03.579]  No, John, I didn't rob Bill Gates.
[01:31:03.879 --> 01:31:09.443]  What I did do is visit the website www.DidYouRobBillGates.com.
[01:31:09.743 --> 01:31:16.027]  That's where I learn how to make $3,000 to $9,000 each and every week, starting with my very first week.
[01:31:16.387 --> 01:31:18.589]  It's a simple program that does all the work for you.
[01:31:18.869 --> 01:31:22.353]  I'm already up to $25,000 just going on my third week!
[01:31:22.593 --> 01:31:23.074]  Whoa!
[01:31:23.394 --> 01:31:24.576]  What was that website again?
[01:31:24.596 --> 01:31:28.220]  It's www.DidYouRobBillGates.com.
[01:31:28.520 --> 01:31:29.642]  Now write this down, John.
[01:31:29.782 --> 01:31:34.127]  You should go there and learn how this program can help you become financially independent, too.
[01:31:34.287 --> 01:31:34.868]  Thanks, Bill.
[01:31:35.148 --> 01:31:36.349]  I'm going there right now.
[01:31:36.790 --> 01:31:37.431]  Check, please!
[01:31:39.166 --> 01:31:40.706]  Uh, you got this one, right, Bill?
[01:31:41.187 --> 01:31:41.767]  Sure, John.
[01:31:41.987 --> 01:31:46.368]  Don't forget, it's www.DidYouRobBillGates.com.
[01:31:46.668 --> 01:31:48.408]  Next time, you'll be buying me lunch.
[01:31:48.568 --> 01:31:48.888]  Deal.
[01:31:52.329 --> 01:31:56.290]  I found this company online, and they had this really unique variety of salt wellness products.
[01:31:56.510 --> 01:32:00.031]  I read some of the articles and ended up ordering this beautiful salt lamp.
[01:32:00.331 --> 01:32:04.412]  According to the company, they said that the salt crystal lamps gently purify indoor air.
[01:32:04.692 --> 01:32:05.653]  I was so amazed.
[01:32:05.873 --> 01:32:06.973]  I put it in the baby's room,
[01:32:07.253 --> 01:32:07.453]  I think.
[01:32:23.063 --> 01:32:24.744]  I figured it would clean really well.
[01:32:24.984 --> 01:32:28.205]  The natural cleaning products worked wonderfully and there was no scent.
[01:32:28.365 --> 01:32:32.266]  This company has so many products my whole family can enjoy and feel better with.
[01:32:32.526 --> 01:32:34.027]  Plus, the service was great.
[01:32:34.347 --> 01:32:39.469]  If you're interested in natural homeopathic time-tested remedies, visit SoleilWellness.com.
[01:32:39.529 --> 01:32:43.310]  That's S-O-L-A-Y Wellness dot com or call 312-224-2710.
[01:32:43.330 --> 01:32:43.370]  312-224-2710.
[01:32:51.508 --> 01:32:54.232]  Are you concerned about the high cost of prescription drugs?
[01:32:54.612 --> 01:33:01.081]  Since January of 2006, RxDrugCard.com members have saved an average of $33 per prescription filled.
[01:33:01.122 --> 01:33:03.084]  That's over 46% savings!
[01:33:03.465 --> 01:33:05.748]  The average savings for generic drugs was over 71%.
[01:33:07.530 --> 01:33:16.017]  RxDrugCard.com is the only major discount prescription drug plan that offers a price lookup page, so you can get an idea of your discounted price before you enroll.
[01:33:16.258 --> 01:33:19.620]  RxDrugCard.com is for anyone who pays for their own prescriptions.
[01:33:19.821 --> 01:33:24.605]  There are no age restrictions, all prescriptions are covered, and 95% of all pharmacies in the U.S.
[01:33:24.625 --> 01:33:28.688]  participate, including Walmart, Walgreens, CVS Pharmacy, and many more.
[01:33:29.048 --> 01:33:33.512]  With RxDrugCard.com, you will save immediately with no messy forms or paperwork.
[01:33:33.832 --> 01:33:39.975]  Membership fees start at only $4.50 per month and include a 30-day unconditional money-back guarantee.
[01:33:40.055 --> 01:33:44.237]  Visit us at www.rxdrugcard.com or call us at 888-216-2461.
[01:33:44.297 --> 01:33:44.497]  That's 888-216-2461.
[01:33:44.517 --> 01:33:44.777]  Do it today!
[01:33:44.857 --> 01:33:46.118]  You are listening to GCN.
[01:33:46.138 --> 01:33:47.138]  Visit GCNlive.com today.
[01:33:47.158 --> 01:33:47.739]  Best Buy Paradigm.
[01:34:03.601 --> 01:34:05.142]  He's Alex Jones.
[01:34:07.624 --> 01:34:12.887]  Yeah, folks, I can't describe to you how bad it is, how corrupt the elite is, how they've ripped you off, all the scams they've run.
[01:34:12.907 --> 01:34:18.451]  If you think it's bad, they're setting up a whole world government so they can do it to you and no one can stop them.
[01:34:19.812 --> 01:34:26.717]  All the things you're seeing to build a police state are just so you can basically be raped at will and can't resist.
[01:34:27.874 --> 01:34:29.014]  And don't believe me.
[01:34:29.094 --> 01:34:32.475]  Just continue to trust everything and you're going to find out.
[01:34:32.935 --> 01:34:34.095]  Let me tell you.
[01:34:34.595 --> 01:34:35.975]  Again, you're going to see all of you.
[01:34:36.496 --> 01:34:37.736]  And I know most of you agree with me.
[01:34:37.776 --> 01:34:39.436]  I mean, hell, I bet the phone's open all day.
[01:34:39.456 --> 01:34:40.536]  They've been bloated the whole time.
[01:34:40.856 --> 01:34:42.056]  Nobody's called in to disagree.
[01:34:42.617 --> 01:34:44.057]  Because less and less can disagree.
[01:34:44.077 --> 01:34:46.037]  Because I'm telling the truth and I know what I'm talking about.
[01:34:46.237 --> 01:34:47.577]  And I'm just some average person.
[01:34:47.817 --> 01:34:48.698]  This isn't hard!
[01:34:48.998 --> 01:34:52.658]  They write hundreds of books calling us slaves and saying they're going to take our rights away.
[01:34:52.678 --> 01:34:54.599]  I mean, I'm mad about it, okay?
[01:34:55.159 --> 01:34:56.799]  I want the New World Order to go down.
[01:34:57.972 --> 01:35:00.933]  I'm not worried about Nancy Pelosi, that political prostitute.
[01:35:01.274 --> 01:35:04.715]  It's simply owned by the globalists, just like the political prostitutes.
[01:35:05.395 --> 01:35:07.176]  Newt Gingrich saying destroy free speech.
[01:35:07.196 --> 01:35:08.577]  They're all bought and paid for.
[01:35:08.957 --> 01:35:13.619]  And until we realize how bad it really is, it's only going to get worse and worse in this country.
[01:35:14.259 --> 01:35:15.160]  We've got to get mad!
[01:35:15.200 --> 01:35:16.240]  We've got to get upset!
[01:35:17.081 --> 01:35:17.541]  First!
[01:35:20.433 --> 01:35:21.634]  I'm out of control, I know it.
[01:35:22.495 --> 01:35:27.439]  Good thing I'm taking a vacation here in a few weeks, right before Talkfest, and I should get settled down and back to normal.
[01:35:27.499 --> 01:35:28.700]  I'm kind of overheated right now.
[01:35:28.980 --> 01:35:36.306]  Real fast, finish up, Dustin and Jeremy, because I got loaded phone lines here, and I want to get to everybody that's patiently been holding.
[01:35:36.326 --> 01:35:36.906]  Go ahead, sir.
[01:35:38.107 --> 01:35:42.731]  Well, we like it when you're overheated, just like my machine gun barrels over here in Deutschland.
[01:35:43.512 --> 01:35:44.573]  Okay, what's on your mind?
[01:35:45.373 --> 01:35:49.777]  Well, you were talking about how the United States was using pesos
[01:35:50.502 --> 01:35:52.263]  In the American territory.
[01:36:09.127 --> 01:36:13.450]  This is, you know, aggressive colonization going on.
[01:36:13.530 --> 01:36:15.751]  Now Mexicans in Mexico will get U.S.
[01:36:15.771 --> 01:36:16.712]  Social Security.
[01:36:17.032 --> 01:36:18.113]  They've merged all that.
[01:36:18.313 --> 01:36:20.654]  Our countries are merging, is my point.
[01:36:20.674 --> 01:36:22.475]  But yeah, this is out of the Dallas Morning News.
[01:36:22.816 --> 01:36:25.317]  Dallas-based food chain to accept the Mexican pesos.
[01:36:26.338 --> 01:36:28.059]  Well, I get paid in U.S.
[01:36:28.159 --> 01:36:30.240]  dollars, and I'm over here in Germany.
[01:36:30.280 --> 01:36:31.381]  And they're like toilet paper.
[01:36:31.921 --> 01:36:35.663]  I have to get my money converted into euros, which is 76 cents.
[01:36:35.844 --> 01:36:37.184]  In London,
[01:36:38.678 --> 01:36:42.900]  It's 50 cents per pound you get for a dollar.
[01:36:43.361 --> 01:36:49.584]  So, like, if you really look at the exchange rates... Hell, hell, I mean, we used to laugh at the Canadians.
[01:36:49.884 --> 01:36:51.745]  Canadian money's worth more than ours now.
[01:36:52.466 --> 01:36:54.507]  But don't you tell some bug-eyed yuppie that.
[01:36:54.527 --> 01:36:55.527]  They don't even know what that means.
[01:36:56.208 --> 01:36:58.569]  They just know they love George Bush and want to hand their guns in.
[01:36:59.426 --> 01:37:06.508]  Trust me, every time I get paid, at least $200 of my paycheck is lost in oblivion due to the exchange rate.
[01:37:06.688 --> 01:37:08.388]  I got two British employees, believe me.
[01:37:08.428 --> 01:37:10.409]  I know I gotta pay them more just so they can live.
[01:37:10.429 --> 01:37:12.889]  Uh, let's uh, go ahead.
[01:37:12.949 --> 01:37:14.190]  I gotta really move fast now.
[01:37:14.230 --> 01:37:15.170]  This is out of control.
[01:37:15.670 --> 01:37:18.051]  Let's go ahead and talk to Andre in Austin.
[01:37:18.091 --> 01:37:18.691]  You're on the air.
[01:37:18.751 --> 01:37:19.071]  Welcome.
[01:37:20.331 --> 01:37:20.711]  Hey, Alex.
[01:37:20.971 --> 01:37:21.271]  Yes, sir.
[01:37:22.232 --> 01:37:27.853]  Yeah, I wanted to get your opinion on a documentary I saw the other day called Big Brother Big Business.
[01:37:29.795 --> 01:37:30.618]  Brought, brought, brought.
[01:37:30.879 --> 01:37:32.446]  Created by, uh, CNBC.
[01:37:34.099 --> 01:37:40.221]  Yes, I did see a few clips of it on YouTube, just admitting microphones are in every town, they're not really gunshot detectors.
[01:37:40.401 --> 01:37:45.463]  That's another thing, in 98 they put microphones in a federal grant in Austin and they call them gunshot detectors.
[01:37:45.623 --> 01:37:47.463]  You ever heard of the police using gunshot detectors?
[01:37:47.703 --> 01:37:52.505]  Now they admit they're hooked into the Fusion Emergency Management Center and they're using them to listen to people.
[01:37:52.745 --> 01:37:54.345]  Again, that's how government lies to us.
[01:37:54.385 --> 01:37:55.246]  It's a sick joke.
[01:37:55.526 --> 01:38:00.647]  And yeah, on that MSNBC program they admit how everything's tracked and how Big Brother's taken over everything.
[01:38:00.927 --> 01:38:03.148]  Hell, Bush says we don't watch you without a warrant.
[01:38:03.448 --> 01:38:04.349]  Everything's watched!
[01:38:04.569 --> 01:38:05.329]  Bunch of criminals!
[01:38:06.050 --> 01:38:15.296]  Actually, what really surprised me was the fact that Google keeps every single search engine in a database.
[01:38:15.416 --> 01:38:16.417]  Oh, that's nothing, sir!
[01:38:16.457 --> 01:38:24.842]  Google admits they use the built-in microphone and cameras that are on all the new computers and on most of the old ones with keyword computer to listen to the audio in your house!
[01:38:25.162 --> 01:38:27.424]  And hell, we didn't have to investigate to find it out!
[01:38:27.584 --> 01:38:28.485]  They just announced it!
[01:38:28.625 --> 01:38:30.386]  No one in the sheet don't know what that means!
[01:38:31.161 --> 01:38:37.662]  I'm a weirdo because I get upset that Google comes out and says they're using the microphone and the cameras in my house.
[01:38:38.663 --> 01:38:39.343]  Oh my God.
[01:38:39.603 --> 01:38:40.303]  Oh my God.
[01:38:40.363 --> 01:38:42.704]  It's just, it's, it's, it's, it's, it's Twilight Zone.
[01:38:43.324 --> 01:38:44.424]  It's, it's, it's out of control.
[01:38:45.584 --> 01:38:50.025]  Let's go ahead and talk to John in River Rock, Arkansas.
[01:38:50.065 --> 01:38:50.905]  You're on the air.
[01:38:50.965 --> 01:38:51.365]  Welcome.
[01:38:52.546 --> 01:38:53.146]  Thank you, sir.
[01:38:53.186 --> 01:38:54.006]  Mr. Alex Jones?
[01:38:54.246 --> 01:38:54.726]  Yes, sir.
[01:38:54.746 --> 01:38:58.107]  I wanted to ask you a question.
[01:38:58.928 --> 01:38:59.889]  I'm a big fan of yours.
[01:38:59.909 --> 01:39:01.411]  I'm actually in the military, though.
[01:39:01.771 --> 01:39:06.796]  The problem is, I want to support you, but I don't know how to support you on base without violating the UCMJ.
[01:39:07.136 --> 01:39:08.057]  That's right, that's right.
[01:39:08.097 --> 01:39:15.445]  You can't criticize the president or the war or do anything, or they will court-martial you.
[01:39:18.167 --> 01:39:19.549]  You have free speech rights.
[01:39:20.069 --> 01:39:22.691]  To give people documentary films on a lot of bases.
[01:39:23.051 --> 01:39:25.774]  You'll find out that everybody's already seen my films and is on board.
[01:39:26.034 --> 01:39:28.496]  The troops are more awake than anybody because they know the lies.
[01:39:28.756 --> 01:39:29.536]  They watch U.S.
[01:39:29.576 --> 01:39:30.157]  television.
[01:39:30.357 --> 01:39:33.379]  See, the lie in neocons tell you the troops all love this stuff.
[01:39:33.640 --> 01:39:36.922]  No, the troops I talk to are all seeing through it.
[01:39:37.182 --> 01:39:39.144]  And 70 plus percent want to come home.
[01:39:39.384 --> 01:39:43.887]  So they know it's all a lie because they see the lies on our television because they're there in Iraq.
[01:39:44.388 --> 01:39:45.949]  But I'd still be careful about it.
[01:39:46.650 --> 01:39:49.572]  You know, when you're off base, when you're on your own time,
[01:39:50.132 --> 01:39:56.873]  You know, when you're at the pub, or when you're at the restaurant, or you're at the rodeo, then give people terror storms, talk open and freely.
[01:39:57.553 --> 01:39:59.734]  And, uh, I mean, I wouldn't criticize the President.
[01:39:59.894 --> 01:40:03.535]  He's a puppet anyway, so you wouldn't be hurting the New World Order talking about their nobody puppet.
[01:40:04.135 --> 01:40:05.255]  Well, so I just got back from leave.
[01:40:05.315 --> 01:40:06.335]  I went home for the holidays.
[01:40:06.875 --> 01:40:10.416]  And, uh, when I was there, I actually took Terror Storm and, uh, Martial Law.
[01:40:10.976 --> 01:40:14.577]  I made lots and lots of copies of them and went downtown and passed them out to people.
[01:40:14.857 --> 01:40:15.177]  Good!
[01:40:15.337 --> 01:40:15.577]  Good!
[01:40:16.491 --> 01:40:25.297]  You know, I want to do something here, but I'm new here, I don't know anybody, I don't want to take too many risks, and you know, I've been keeping up on the Lieutenant Watada issue.
[01:40:25.477 --> 01:40:31.661]  Yes, you're court-martialing him for refusing to be redeployed to Iraq because he believes the war is criminal, and it is criminal.
[01:40:32.141 --> 01:40:35.463]  654,000 dead Iraqis in the last three and a half years.
[01:40:36.144 --> 01:40:41.507]  Yes, sir, I just want to say from my standpoint, for the people I talk to, the people I know, since I'm at the job that deploys the Iraqis,
[01:40:42.216 --> 01:40:45.038]  I'd say it's higher than 70% that don't want to go over there.
[01:40:45.198 --> 01:40:54.304]  Well, a scientific Gallup poll with the commanders hanging over them while they took the questions, telling them, you better watch how you vote in this poll, still 70% said.
[01:40:54.344 --> 01:40:56.505]  So yeah, it's probably a lot higher.
[01:40:56.825 --> 01:41:01.308]  Oh, so what we hear about the troops all loving it and their morale being high isn't a lie?
[01:41:01.508 --> 01:41:02.389]  Surprise, surprise!
[01:41:02.529 --> 01:41:03.310]  What isn't a lie?
[01:41:03.370 --> 01:41:03.970]  Tell us about it.
[01:41:04.795 --> 01:41:05.715]  He's completely lying.
[01:41:05.755 --> 01:41:06.996]  Nobody likes being over there.
[01:41:07.156 --> 01:41:08.577]  Well, being lied to is good, though.
[01:41:08.617 --> 01:41:09.957]  That's what it's all about to be an American.
[01:41:10.337 --> 01:41:14.539]  I mean, not to criticize some people, but there are some people out there that have scored pretty low on the ASVAB.
[01:41:14.959 --> 01:41:16.040]  You know the ASVAB, don't you?
[01:41:16.080 --> 01:41:24.063]  Well, hell, they lowered this last year below what was allowed before, and they're actually getting people who are mildly retarded now.
[01:41:24.263 --> 01:41:25.924]  That is actually a true story.
[01:41:26.064 --> 01:41:28.725]  In the Army, they will accept you at pretty low scores.
[01:41:28.985 --> 01:41:33.866]  Yeah, I mean, poor, retarded children are now joining the military.
[01:41:33.906 --> 01:41:34.826]  No, that was in the news!
[01:41:36.167 --> 01:41:42.008]  Now again, 70's really retarded, but 75, 80, they're taking people with 80 IQs, folks, and they're retarded!
[01:41:42.768 --> 01:41:43.648]  And that's who they need!
[01:41:43.688 --> 01:41:45.589]  That's people that are here, take your deadly vaccines!
[01:41:46.409 --> 01:41:50.130]  The vaccines that they're giving them are experimental and have admittedly killed them.
[01:41:51.149 --> 01:41:53.570]  But still, they're doing medical experiments on them.
[01:41:53.750 --> 01:41:54.211]  Don't believe me?
[01:41:54.231 --> 01:41:55.712]  Type in Project Shad into Google.
[01:41:55.832 --> 01:41:57.132]  Gotta move really fast here now.
[01:41:57.172 --> 01:41:57.973]  I'm out of control.
[01:41:58.333 --> 01:41:59.153]  As I love freedom.
[01:41:59.514 --> 01:42:00.114]  Let's go ahead.
[01:42:00.134 --> 01:42:01.555]  I appreciate your service to the country.
[01:42:01.575 --> 01:42:02.735]  I appreciate our military.
[01:42:02.976 --> 01:42:03.696]  You're good people.
[01:42:03.716 --> 01:42:04.556]  You're just being used.
[01:42:04.757 --> 01:42:05.677]  I'm not against our military.
[01:42:05.697 --> 01:42:06.698]  I'm against how they're being used.
[01:42:06.878 --> 01:42:07.938]  It's like I'm not against our police.
[01:42:07.998 --> 01:42:08.919]  I'm against how they're being used.
[01:42:09.179 --> 01:42:10.099]  Let's talk to Travis.
[01:42:10.400 --> 01:42:12.161]  You're on the air listening to KLBJ.
[01:42:12.181 --> 01:42:13.581]  We'll talk about KLBJ TalkFest.
[01:42:13.601 --> 01:42:14.002]  Go ahead.
[01:42:14.422 --> 01:42:15.863]  Alex, Travis Doss calling.
[01:42:15.923 --> 01:42:18.264]  Listen, man, I'm really excited about TalkFest.
[01:42:19.275 --> 01:42:20.836]  Neal Bortz is going to be coming.
[01:42:20.956 --> 01:42:23.077]  I think that guy is the worst of the worst.
[01:42:23.577 --> 01:42:24.837]  What do you have in store for him?
[01:42:24.857 --> 01:42:26.818]  Are you going to debate him on 9-11 Truth?
[01:42:27.338 --> 01:42:30.739]  And how can we as listeners make his life very uncomfortable?
[01:42:31.380 --> 01:42:32.220]  No, be nice.
[01:42:32.340 --> 01:42:35.021]  Listen, I'm going to be on the air with George... Neal Kahn, scumbag!
[01:42:35.061 --> 01:42:41.803]  Listen, listen, I'm going to be on the air with George Norrie in studio here.
[01:42:41.843 --> 01:42:43.324]  That's what really, to me, matters.
[01:42:43.464 --> 01:42:44.044]  Because I'll be on 500 stations.
[01:42:44.104 --> 01:42:46.105]  What about going next and you get him to come too?
[01:42:46.845 --> 01:42:48.067]  Glenn Beck isn't on this station.
[01:42:49.428 --> 01:42:53.892]  He's a neocon who's so cowardly he won't even admit he's one.
[01:42:54.453 --> 01:43:00.819]  I think a 9-11 truth debate would be infinitely more compelling than a conversation with George Norrie with Neil Bork.
[01:43:00.899 --> 01:43:01.360]  You know what I mean?
[01:43:04.585 --> 01:43:08.827]  I don't want to play audio on air, but I have to do a bunch of bleeping of Bortz.
[01:43:09.387 --> 01:43:10.628]  No one's ever seen this video.
[01:43:10.648 --> 01:43:14.730]  When I was in New York, he just out of the blue at round zero walked up to me.
[01:43:14.770 --> 01:43:18.471]  He's like 10 feet tall and started telling me what an idiot I was.
[01:43:20.112 --> 01:43:22.773]  I'd be happy to debate Bortz, but you know what?
[01:43:23.273 --> 01:43:25.655]  I'm a friendly, nice guy.
[01:43:27.362 --> 01:43:29.283]  You know, don't want to mess up people's parade.
[01:43:29.323 --> 01:43:32.844]  Let them have, you know, I mean, boards can do whatever he wants.
[01:43:32.884 --> 01:43:33.325]  You know what I mean?
[01:43:33.365 --> 01:43:40.108]  I mean, I can't sit here when I work at a radio station and I'm doing something, running around like a wild man, you know, yelling and screaming at people.
[01:43:40.128 --> 01:43:44.009]  I'm going to be there with George Norrie, you know, talking about the New World Order.
[01:43:45.290 --> 01:43:47.491]  Your show on KOBJ is top-notch, Alex.
[01:43:47.791 --> 01:43:48.271]  Well, thank you.
[01:43:48.291 --> 01:43:51.292]  I've been kind of just so angry lately, I can hardly even control myself.
[01:43:51.893 --> 01:43:52.833]  But is that okay, Travis?
[01:43:53.293 --> 01:43:54.014]  Fantastic.
[01:43:54.034 --> 01:43:54.814]  Look forward to it.
[01:43:55.123 --> 01:43:56.124]  Alright, take care, bro.
[01:43:56.144 --> 01:43:56.504]  Yes, sir.
[01:43:57.424 --> 01:43:58.084]  I know, Travis.
[01:43:58.104 --> 01:43:59.565]  He used to own one of the Elmo Draft Houses.
[01:44:01.046 --> 01:44:01.386]  You know what?
[01:44:01.406 --> 01:44:02.366]  I got loaded phone lines here.
[01:44:02.386 --> 01:44:03.067]  No way to go to them all.
[01:44:03.087 --> 01:44:04.407]  Aren't we going to break here in just a moment?
[01:44:05.128 --> 01:44:07.889]  Let's real fast talk to John in Northern California.
[01:44:07.909 --> 01:44:08.389]  You're on the air.
[01:44:08.449 --> 01:44:08.849]  Go ahead.
[01:44:09.630 --> 01:44:10.230]  Go ahead, John.
[01:44:11.010 --> 01:44:11.371]  Yes.
