[00:00:00.149 --> 00:00:00.969]  Dead on.
[01:29:51.787 --> 01:29:53.487]  You're absolutely on target with that.
[01:29:53.827 --> 01:29:56.328]  PrisonPlanet.com and InfoWars.com are the websites.
[01:29:56.608 --> 01:29:59.949]  More calls and North American Union news on the other side as well.
[01:29:59.969 --> 01:30:00.369]  Stay with us.
[01:30:03.150 --> 01:30:03.392]  Yeah.
[01:30:07.080 --> 01:30:09.762]  Attention, this is an urgent GCN News Bulletin.
[01:30:10.062 --> 01:30:12.144]  Do you desperately need to get out of debt fast?
[01:30:12.364 --> 01:30:14.886]  Would you like to make some of your debts disappear completely?
[01:30:15.326 --> 01:30:19.690]  If so, and you're a GCN listener, there's a very real chance that you'll now be able to do it.
[01:30:19.810 --> 01:30:20.390]  Here's why.
[01:30:20.410 --> 01:30:27.075]  A new manual has just been published that reveals how you can get out of debt in 90 minutes without any loans or bankruptcy whatsoever.
[01:30:27.335 --> 01:30:33.660]  The insider secrets revealed allow you to get out of debt so fast and so completely that it makes some people feel like they're cheating, but they're not.
[01:30:33.940 --> 01:30:37.683]  The secrets taught in the manual are 100% legal and 100% ethical.
[01:30:37.904 --> 01:30:42.147]  It's just that bankers, debt collectors, and credit card companies don't want you to know about these loopholes.
[01:30:42.608 --> 01:30:49.754]  Learn how to finally teach those financial vultures some humility by beating them at their own game, and above all, learn how to bail out for a soft landing.
[01:30:50.214 --> 01:30:50.935]  Get control.
[01:30:51.055 --> 01:30:51.675]  Get relief.
[01:30:51.855 --> 01:30:52.616]  Get some sleep.
[01:30:52.896 --> 01:30:53.917]  Go to www.outand90.com.
[01:30:53.957 --> 01:30:54.857]  That's www.outand90.com.
[01:30:54.977 --> 01:30:55.458]  Or call 877-327-0365.
[01:30:55.678 --> 01:30:55.918]  That's 877-327-0365.
[01:30:55.958 --> 01:30:56.198]  Hello?
[01:30:56.258 --> 01:30:56.578]  Hey, it's me.
[01:30:56.598 --> 01:30:57.759]  I got something, man, I want you to look at.
[01:30:57.779 --> 01:30:57.899]  What?
[01:30:57.919 --> 01:30:58.400]  What is it now?
[01:30:58.420 --> 01:30:59.340]  It's called OneYearToRetire.net.
[01:31:18.777 --> 01:31:21.538]  When you get home, I want you to go to OneYearToRetire.net.
[01:31:21.698 --> 01:31:22.958]  Come on, you gotta be kidding.
[01:31:23.398 --> 01:31:24.479]  One year to retire?
[01:31:24.499 --> 01:31:27.439]  When are you gonna get it through your head that there is no quick fix?
[01:31:27.799 --> 01:31:28.500]  No free lunch?
[01:31:29.040 --> 01:31:29.320]  I know.
[01:31:29.660 --> 01:31:30.420]  I agree with you.
[01:31:30.560 --> 01:31:31.540]  This isn't like that.
[01:31:32.081 --> 01:31:35.702]  It's an ingenious system that's designed to help you retire in one year.
[01:31:35.722 --> 01:31:41.163]  I was skeptical too, but the system is free, and when I looked at it, I was sure it would work.
[01:31:41.829 --> 01:31:42.690]  What have you got to lose?
[01:31:42.730 --> 01:31:43.250]  It's free.
[01:31:43.690 --> 01:31:48.694]  Well... All you have to do is go to OneYearToRetire.net and get a free system.
[01:31:49.255 --> 01:31:50.255]  It only takes a minute.
[01:31:50.455 --> 01:31:52.617]  You've got nothing to lose and everything to gain.
[01:31:53.278 --> 01:31:55.199]  Go to OneYearToRetire.net.
[01:31:55.719 --> 01:31:57.861]  That's OneYearToRetire.net.
[01:31:58.441 --> 01:31:58.922]  Or call 888-200-0265.
[01:31:58.982 --> 01:31:59.222]  That's 888-200-0265.
[01:32:06.895 --> 01:32:12.926]  The ideology powering the Democrats and Republicans is not liberalism or conservatism, but globalism.
[01:32:12.946 --> 01:32:16.152]  Globalists are concerned with what's good for big business and the American economy.
[01:32:18.419 --> 01:32:22.960]  The only antidote to the poison of globalism is nationalism.
[01:32:23.361 --> 01:32:25.361]  Start reading The Nationalist Times each month.
[01:32:25.601 --> 01:32:31.003]  The Nationalist Times promotes a common sense, intelligent and passionate alternative to the reigning party line.
[01:32:31.303 --> 01:32:40.006]  Published monthly since 1985, The Nationalist Times is a 20-page newspaper featuring outstanding writers and columnists who don't believe in taboos or sacred cows.
[01:32:40.286 --> 01:32:43.427]  Be one of the many thousands of loyal readers of The Nationalist Times.
[01:32:43.687 --> 01:32:45.529]  Subscribe now to The Nationalist Times.
[01:32:45.709 --> 01:32:47.191]  Just $19 for one year.
[01:32:47.311 --> 01:32:48.972]  That's 50% off the regular price.
[01:32:49.213 --> 01:32:54.277]  Send your $19 subscription to The Nationalist Times, PO Box 426, Allison Park, PA 15101.
[01:32:55.999 --> 01:33:00.984]  That's The Nationalist Times, PO Box 426, Allison Park, PA 15101.
[01:33:01.264 --> 01:33:04.327]  Or subscribe online at our website, www.anu.org.
[01:33:07.742 --> 01:33:10.325]  Hey folks, Alex Jones here with an important question.
[01:33:10.466 --> 01:33:12.628]  When was the last time you used pure soap?
[01:33:12.909 --> 01:33:23.022]  I mean the hard to find kind that's all natural and not full of corrosive toxins and chemicals and detergents that just dry out your skin and have been connected to very serious health problems?
[01:33:23.322 --> 01:33:25.665]  Let me tell you something about the Cal Bend Pure Soap Company.
[01:33:25.825 --> 01:33:29.909]  There's a 100% unconditional guarantee on all their wonderful products.
[01:33:30.109 --> 01:33:35.835]  They're all natural, they're triple concentrated, they're factory direct, factory owned and operated since 1947.
[01:33:36.676 --> 01:33:40.740]  Earth friendly, pure soaps for bathing, laundry and kitchen.
[01:33:40.920 --> 01:33:44.243]  Try Pure Soap once and I'll guarantee you'll never use anything else.
[01:33:44.563 --> 01:33:49.529]  Now, for the first time, Calvin Pure Soap is available factory direct to you and your family.
[01:33:49.749 --> 01:33:53.394]  Save up to 85% off supermarket and retail store prices.
[01:33:53.614 --> 01:33:56.137]  Call today for a Calvin Soap catalog at 1-800-340-7091.
[01:33:56.157 --> 01:33:58.139]  That's 1-800-340-7091 or on the web at CalvinPureSoap.com.
[01:34:10.304 --> 01:34:12.685]  Are you tired of searching for great talk radio?
[01:34:12.765 --> 01:34:13.945]  Well, search no more.
[01:34:14.025 --> 01:34:16.226]  We are the GCN Radio Network.
[01:34:18.646 --> 01:34:21.607]  Corruption never had a worse enemy.
[01:34:21.627 --> 01:34:24.688]  You're locked into the Alex Jones Show.
[01:34:29.071 --> 01:34:30.453]  Welcome back, my friends.
[01:34:30.673 --> 01:34:34.578]  Continuing with your phone calls at 877-590-5525, 877-590-KLBJ, or locally, 836-059 if you're listening in Central Texas.
[01:34:34.598 --> 01:34:35.779]  Continuing with your calls.
[01:34:35.819 --> 01:34:37.201]  Going back to James in Indiana.
[01:34:50.237 --> 01:34:51.659]  James thinks they had a different motive.
[01:34:51.679 --> 01:34:53.340]  No, I hadn't elaborated, sir.
[01:34:54.041 --> 01:34:58.025]  Obviously, the militia movement was exploding, but the mainline patriot movement was exploding.
[01:34:58.045 --> 01:35:01.008]  Bill Clinton, you know, the news, FBI agents had quit.
[01:35:01.509 --> 01:35:04.111]  He worked at the White House and got public about their first day at work.
[01:35:04.151 --> 01:35:08.496]  Everybody was wearing red linen pins and there were crack pipes on the Christmas tree.
[01:35:09.551 --> 01:35:10.331]  Yeah, that's exactly right.
[01:35:10.391 --> 01:35:11.272]  And McVeigh wanted to get caught.
[01:35:11.292 --> 01:35:16.253]  And it was what McVeigh represented was the motive for the bombing, the main one, in my opinion.
[01:35:40.015 --> 01:35:48.678]  If you're going to, look, you're not going to take off the license plate of your car right before you commit a horrible, you know, giant terrorist act.
[01:35:48.838 --> 01:35:52.480]  And that's in Nichols' recent file that you have on your website.
[01:35:53.844 --> 01:36:02.606]  Yeah, that he didn't know why at the rental space that McVeigh had when he went there later to try to get rid of evidence when he learned what had happened, that the license plate and the hand grenade was there.
[01:36:02.866 --> 01:36:16.248]  Right, he took off the license plate of his car, that's why he got pulled over, because he was speeding away from the bombing, and a car with a license plate on it, while he was fully armed and wearing a t-shirt, saying basically, I'm a Patriot militia guy, and he had, for some reason, I don't know why he would do this.
[01:36:16.408 --> 01:36:17.468]  A gun on the dashboard.
[01:36:18.548 --> 01:36:22.949]  Yes, he had a gun loaded, and he had two pages of the Turner Diaries photocopied.
[01:36:23.567 --> 01:36:25.667]  That was talking about a bombing against the government.
[01:36:25.687 --> 01:36:29.008]  The coronavirus was, you know, they could throw that on a bad movie.
[01:36:29.108 --> 01:36:31.689]  Written by Dr. William Pierce.
[01:36:32.129 --> 01:36:32.649]  Absolutely.
[01:36:32.709 --> 01:36:34.989]  Very educated caller on all that.
[01:36:35.029 --> 01:36:37.110]  And this is all the little pieces of the puzzle.
[01:36:37.130 --> 01:36:40.130]  And then you've got Iraqis mixed into it.
[01:36:40.170 --> 01:36:46.852]  I mean, this is just classic black-op with all this confusion, all these different fallback plans, all these different fallback patsies.
[01:36:46.972 --> 01:36:47.872]  Amazing stuff.
[01:36:49.258 --> 01:36:56.547]  And that's why folks have got to go to PrisonPlanet.com and check out for yourselves the research, the information.
[01:36:56.847 --> 01:36:58.709]  Go read the affidavit for yourself.
[01:36:59.911 --> 01:37:06.779]  In fact, before I go back to more of your calls and shift gears into North American Union Summit news that just happened Friday and Saturday,
[01:37:08.388 --> 01:37:10.590]  Let me just go through some notes I've written concerning this.
[01:37:10.750 --> 01:37:12.031]  Where is the media?
[01:37:12.231 --> 01:37:16.153]  This should be a national story, regardless of whether people think it's credible or not.
[01:37:16.394 --> 01:37:37.428]  I believe it is, that you've got the guy who would never, you know, basically confess to all this, not going, yes, I was set up, I was a patsy, here are the documents, here are the names, we tried to put this on during the trial, we weren't allowed to, here it all is, and it's in a couple newspapers and one or two TV stations locally in Oklahoma have picked it up.
[01:37:39.694 --> 01:37:42.837]  But the good news is, in the past, the mainline media could bury things.
[01:37:42.857 --> 01:37:44.258]  You cannot bury this stuff now.
[01:37:44.618 --> 01:37:50.764]  So go to PrisonPlanet.com, get the affidavit, get the documents, get the news articles, and email it to the Four Winds.
[01:37:50.884 --> 01:37:51.705]  And again, my film,
[01:37:53.131 --> 01:38:01.834]  9-11 The Road to Tyranny is three hours long and the first 20-30 minutes is admitted examples of our government staging terror, not our government but the criminals that run it.
[01:38:01.874 --> 01:38:02.874]  They say they're our government.
[01:38:03.274 --> 01:38:06.795]  Then we spend 45 minutes on Oklahoma City.
[01:38:06.815 --> 01:38:10.276]  We spend like five on the first World Trade Center attack.
[01:38:10.316 --> 01:38:13.857]  We show the New York Times where the FBI cooked the bomb, drove the driver, let it go forward.
[01:38:15.518 --> 01:38:15.858]  It's just...
[01:38:17.418 --> 01:38:20.220]  It's so important that you find out why they do this.
[01:38:20.320 --> 01:38:21.701]  Problem, reaction, solution.
[01:38:21.741 --> 01:38:27.946]  They create the problem, they create the crisis, and then they offer the solution when you're scared.
[01:38:28.086 --> 01:38:28.747]  It's that simple.
[01:38:30.108 --> 01:38:32.009]  But here are some of the other notes that I have.
[01:38:32.950 --> 01:38:33.731]  And there's just so many.
[01:38:35.313 --> 01:38:39.954]  The FBI and Congressman Dana Rohrabacher earlier this year went and interviewed Nichols.
[01:38:40.034 --> 01:38:48.317]  Nichols wanted to talk to the Congressman alone, the FBI, and since they'd be there, Rohrabacher said, listen, I'm only here to talk about when you travel to the Philippines and the Arab connection.
[01:38:49.577 --> 01:38:56.279]  For those that don't know, that's Project Bojinka, the blow-up airplanes we're trying to connect them to, which is tied to Ramsey Yusuf, another clear operative.
[01:38:57.533 --> 01:39:00.976]  And wouldn't discuss the other evidence with him.
[01:39:01.256 --> 01:39:07.521]  He's been blocked from talking to the media since 2004 when he first tried to contact Attorney General, then Attorney General John Ashcroft.
[01:39:08.102 --> 01:39:12.105]  And there was a prison order put in that he couldn't talk to the media after that.
[01:39:12.565 --> 01:39:17.149]  A lawyer was able to get in there and get this deposition.
[01:39:17.169 --> 01:39:18.050]  That's what we put out.
[01:39:18.430 --> 01:39:26.637]  Though the exhibits, A through G, have been sealed, and I have the federal order here in front of me on that.
[01:39:27.862 --> 01:39:32.806]  And we have the attempted setup in the document where they were trying to connect it to gun shows and the Second Amendment.
[01:39:33.206 --> 01:39:36.689]  McVeigh was going around under FBI direction, this reports, to do that.
[01:39:37.029 --> 01:39:44.656]  We know that informants who were outside of the conspiracy kept saying they're planning to bomb the Alfred P. Murrah building and they kept being told, shut up, you're off the case.
[01:39:45.296 --> 01:39:47.358]  You'll be indicted if you tell anybody what you know.
[01:39:47.418 --> 01:39:48.138]  They'd go public.
[01:39:48.339 --> 01:39:49.860]  People were going public before the bombing.
[01:39:50.180 --> 01:39:52.402]  And then they would be indicted and beat the case.
[01:39:53.636 --> 01:39:55.057]  There's just so many points here.
[01:39:55.437 --> 01:39:57.238]  We're writing a big article about this right now.
[01:39:57.658 --> 01:40:04.741]  Another really important area that's in the affidavit, and that is in paragraph 35.
[01:40:04.861 --> 01:40:08.443]  Let me go to paragraph 35 here.
[01:40:08.463 --> 01:40:18.347]  I try to take a little vacation down at Port Aransas with my wife and children for two days, and I just sat there in front of the computer researching and reading lawsuits the entire time.
[01:40:19.367 --> 01:40:22.809]  But it goes into how McVeigh built a bomb,
[01:40:23.749 --> 01:40:40.943]  A lot smaller than what they claimed, at least half the size, that it wouldn't work, that the ammonium nitrate had been stolen more than a year before and had gotten wet, and that McVeigh tried to do a test bomb in a jar and that it didn't explode, only the primer, only the detonator exploded, and he was real mad.
[01:40:41.804 --> 01:40:49.346]  It goes into how Attorney Steven Jones, in the case, entered the documents with the real drawings of this.
[01:40:49.386 --> 01:40:57.028]  Now it doesn't fit in with the book written with some clear establishment types claiming that he did build this incredibly powerful bomb.
[01:40:57.268 --> 01:40:58.148]  Why was that important?
[01:40:58.188 --> 01:41:09.531]  Because even if the truck was solid plastic explosives, military grade, of the highest power, it wouldn't be able to knock out columns further back and cut them off perfectly while not knocking down columns that were right up against the truck.
[01:41:09.991 --> 01:41:11.231]  You know, just very close to the truck.
[01:41:12.924 --> 01:41:14.365]  And it goes through all of that.
[01:41:14.826 --> 01:41:16.066]  It's just so many facets.
[01:41:16.086 --> 01:41:19.909]  This fits with everything we know and the research that we've done here.
[01:41:21.090 --> 01:41:23.271]  Let's go ahead and take another call.
[01:41:23.391 --> 01:41:26.453]  Let's go to Paula in Florida.
[01:41:26.493 --> 01:41:27.414]  Paula, you're on the air.
[01:41:27.454 --> 01:41:27.794]  Welcome.
[01:41:28.014 --> 01:41:28.835]  Yeah, hi Alex.
[01:41:29.355 --> 01:41:34.098]  I saw the thing about the North American Union and the other one from Switzerland.
[01:41:35.099 --> 01:41:40.042]  And it looks like they were trying to say all this is being done for economic reasons.
[01:41:40.385 --> 01:41:42.467]  Oh, it's going to help you to have a North American Union.
[01:41:42.507 --> 01:41:43.708]  It's going to be wonderful, yes.
[01:41:44.148 --> 01:41:44.688]  Yeah, sure.
[01:41:44.708 --> 01:41:45.749]  Just like NAFTA helped us.
[01:41:45.889 --> 01:41:48.131]  The big, giant, sucking sound that Ross Perot talked about.
[01:41:48.411 --> 01:41:52.214]  Yeah, is Ron Paul, is he still going to put that resolution through?
[01:41:52.575 --> 01:41:58.019]  He has introduced legislation to pull us out of NAFTA and GATT and the SPP, Security and Prosperity Partnership.
[01:41:58.339 --> 01:42:02.022]  He's introduced legislation to abolish the Federal Reserve, and he is running for President.
[01:42:02.062 --> 01:42:03.783]  I appreciate your call, Paula.
[01:42:04.104 --> 01:42:08.227]  Now shifting gears, when we get back in the final segment, we'll take a few calls on the North American Union.
[01:42:08.727 --> 01:42:23.576]  For those that don't know, in March of 2005, President Bush with Canadian Prime Minister Paul Martin and Mexican President Vicente Fox secretly, the details of the agreement are still secret, signed a security and prosperity partnership.
[01:42:23.936 --> 01:42:28.659]  Then, last year, the SPP met in September in Western Canada.
[01:42:29.504 --> 01:42:34.186]  And Judicial Watch sued and got the documents from the Department of Labor.
[01:42:34.266 --> 01:42:36.287]  They couldn't get the documents from the Justice Department.
[01:42:36.307 --> 01:42:37.368]  They refused to release them.
[01:42:37.608 --> 01:42:48.033]  We have the minutes of the main meeting where the first thing the heads of our government, Canadian and Mexican governments, say is we've got to keep this secret that it's a North American Union from the American people.
[01:42:48.073 --> 01:42:49.554]  This is at judicialwatch.org.
[01:42:50.614 --> 01:42:51.615]  We've written articles on it.
[01:42:51.635 --> 01:42:52.555]  WorldNetDaily has.
[01:42:52.595 --> 01:42:53.376]  Human Events has.
[01:42:53.736 --> 01:42:55.517]  A few other major publications have.
[01:42:55.737 --> 01:42:57.138]  But Lou Dobbs has talked about it.
[01:42:57.178 --> 01:42:57.798]  But that's it!
[01:42:58.613 --> 01:43:12.927]  Imagine a secret agreement, almost two years ago Bush signs, they meet in secret, last September again, and the whole meeting is about keeping it secret from the public, and how to set up a North American Union carbon tax, and how to do it stealthily.
[01:43:13.528 --> 01:43:20.315]  Well, now Canada.com, Canadian Free Press, one of their biggest publications reports, North American political leaders meet in Ottawa.
[01:43:21.138 --> 01:43:29.683]  And you read it, and it says they're meeting to deflect criticism and tell everybody it's okay, and they just want to harmonize our laws, police and military, to keep us all safe.
[01:43:29.743 --> 01:43:31.624]  We'll break it down when we get back.
[01:43:32.644 --> 01:43:33.885]  But you got the general public.
[01:43:34.786 --> 01:43:37.307]  They call their congressmen or women, and they say it doesn't exist.
[01:43:38.007 --> 01:43:39.648]  Congress has no authority over this.
[01:43:39.668 --> 01:43:41.009]  They've been kept completely in the dark.
[01:43:41.669 --> 01:43:43.270]  Most bills aren't even read.
[01:43:43.310 --> 01:43:43.971]  Did you know that?
[01:43:44.691 --> 01:43:46.392]  Well, there was never even a bill brought forward.
[01:43:46.432 --> 01:43:48.053]  They're just doing all of this.
[01:43:49.426 --> 01:43:52.173]  All right, we'll be right back on the other side with the final segment.
[01:43:53.236 --> 01:43:54.399]  I'm Alex Jones, your host.
[01:43:54.739 --> 01:43:55.140]  Stay with us.
[01:44:06.921 --> 01:44:09.662]  Are you concerned about the high cost of prescription drugs?
[01:44:10.022 --> 01:44:16.485]  Since January of 2006, RxDrugCard.com members have saved an average of $33 per prescription filled.
[01:44:16.525 --> 01:44:18.526]  That's over 46% savings!
[01:44:18.866 --> 01:44:21.127]  The average savings for generic drugs was over 71%.
[01:44:22.928 --> 01:44:31.433]  RxDrugCard.com is the only major discount prescription drug plan that offers a price lookup page, so you can get an idea of your discounted price before you enroll.
[01:44:31.653 --> 01:44:35.015]  RxDrugCard.com is for anyone who pays for their own prescriptions.
[01:44:35.215 --> 01:44:39.997]  There are no age restrictions, all prescriptions are covered, and 95% of all pharmacies in the U.S.
[01:44:40.037 --> 01:44:44.159]  participate, including Walmart, Walgreens, CVS Pharmacy, and many more.
[01:44:44.440 --> 01:44:48.902]  With RxDrugCard.com, you will save immediately with no messy forms or paperwork.
[01:44:49.242 --> 01:44:55.346]  Membership fees start at only $4.50 per month and include a 30-day unconditional money-back guarantee.
[01:44:55.486 --> 01:44:59.668]  Visit us at www.rxdrugcard.com or call us at 888-216-2461.
[01:44:59.708 --> 01:44:59.908]  That's 888-216-2461.
[01:44:59.928 --> 01:45:00.569]  Do it today!
[01:45:06.472 --> 01:45:10.054]  Are you looking for a one-stop shop to find all your favorite books and videos?
[01:45:10.314 --> 01:45:11.175]  Look no further!
[01:45:11.475 --> 01:45:14.057]  Northern Voice Bookstore has everything you need.
[01:45:14.497 --> 01:45:23.002]  Hundreds of titles, from self-defense, survival, and financial freedom, to history, politics, conspiracy, and everything you need to know about the New World Order.
[01:45:23.142 --> 01:45:24.843]  You can order everything you need on the web.
[01:45:24.943 --> 01:45:25.524]  I think so.
[01:45:40.742 --> 01:45:41.262]  I think so.
[01:46:06.974 --> 01:46:09.418]  Are you in sales or do you own your own business?
[01:46:09.879 --> 01:46:11.461]  If so, I want you to think of a number.
[01:46:11.781 --> 01:46:13.965]  Think of the amount of money you'd like to make this year.
[01:46:14.285 --> 01:46:14.786]  You have it?
[01:46:15.046 --> 01:46:16.308]  Okay, so what's stopping you?
[01:46:16.568 --> 01:46:17.510]  It's not your drive.
[01:46:17.710 --> 01:46:18.712]  It's not your skills.
[01:46:19.032 --> 01:46:21.676]  Chances are, it's your ability to find new leads.
[01:46:21.997 --> 01:46:22.758]  It's not easy.
[01:46:23.038 --> 01:46:25.200]  But what if someone had already done the work for you?
[01:46:25.501 --> 01:46:32.427]  What if, with one phone call, you could get your hands on as many new sales leads as you could handle and actually make that number you have in your head?
[01:46:32.768 --> 01:46:34.209]  It's not too good to be true.
[01:46:34.490 --> 01:46:40.315]  It's Sales Genie, the largest provider of the most up-to-date sales leads, mailing lists, and business credit reports.
[01:46:40.516 --> 01:46:43.579]  And they want to give you 100 sales leads absolutely free.
[01:46:43.979 --> 01:46:49.280]  No matter what you're selling or who you're selling to, Sales Genie has the sales leads and mailing lists you need.
[01:46:49.500 --> 01:46:52.981]  And right now, they'll give you 100 sales leads absolutely free.
[01:46:53.301 --> 01:46:55.902]  Call Sales Genie at 1-800-451-3580 and get 100 sales leads for free.
[01:46:55.922 --> 01:46:56.222]  Call 1-800-451-3580.
[01:46:56.242 --> 01:46:56.302]  1-800-451-3580.
[01:47:06.824 --> 01:47:15.347]  According to a recent report by the National Institute of Health, high blood pressure is a major risk factor for heart disease and the chief risk factor for stroke and heart failure.
[01:47:15.567 --> 01:47:17.388]  It affects about 50 million Americans.
[01:47:17.588 --> 01:47:18.788]  That's one in four adults.
[01:47:19.108 --> 01:47:25.190]  Because many people have high blood pressure for years without knowing it, the American Heart Association calls it the silent killer.
[01:47:25.470 --> 01:47:29.152]  At ResearchedHerbs.com, we recognize your concern for your well-being.
[01:47:29.432 --> 01:47:36.254]  As your online partner in health, we are committed to empowering you with the resources you need to make informed health decisions about high blood pressure.
[01:47:36.254 --> 01:47:36.694]  Thank you.
[01:48:08.196 --> 01:48:11.419]  Thank you for listening to GCN.
[01:48:12.860 --> 01:48:15.402]  Visit GCNlive.com today.
[01:48:19.626 --> 01:48:22.128]  Crushing through the lies and disinformation.
[01:48:24.831 --> 01:48:25.972]  It's Alex Jones.
[01:48:31.514 --> 01:48:33.456]  We're here every Sunday, 4 to 6 p.m.
[01:48:33.516 --> 01:48:35.557]  Central, that's 5 to 7 Eastern.
[01:48:35.577 --> 01:48:41.161]  I want to thank all of our affiliate sponsors, listeners, the great folks running the show, Paul and Trey.
[01:48:42.822 --> 01:48:46.465]  All right, I want to go to your calls, John in the Netherlands, Paul in Bastrop and others.
[01:48:46.485 --> 01:48:48.387]  We're going to go to your calls here in just a few minutes.
[01:48:48.947 --> 01:48:56.893]  But the Security and Prosperity Partnership, SPP, the agreement between Mexico and Canada is secret, but then we got the four-year documents.
[01:48:58.206 --> 01:49:03.329]  From last year's meeting in January, thanks to Judicial Watch, the whole thing's about secrecy.
[01:49:03.349 --> 01:49:04.810]  They say it's the North American Union.
[01:49:05.111 --> 01:49:11.675]  The chairman of the thing is Robert Pasture from the Council on Foreign Relations, who's written towards North American integration, towards the North American Union.
[01:49:12.055 --> 01:49:14.497]  They have meetings on C-SPAN and admitted to that in the past.
[01:49:14.517 --> 01:49:15.557]  That's how we know about it.
[01:49:15.958 --> 01:49:18.539]  Just like the European Union started as a so-called trade deal.
[01:49:19.820 --> 01:49:24.103]  Now, this is from the Canadian press.
[01:49:24.944 --> 01:49:27.808]  It says, North American political leaders meet in Ottawa.
[01:49:27.888 --> 01:49:39.803]  The North American ministers deflected criticism that they had consulted only big business for their talks on trade and security rules, suggesting Friday that there are different venues for public interest and labor groups to raise their concerns and suggestions.
[01:49:39.823 --> 01:49:41.446]  That's because of last year's meeting in secret.
[01:49:41.966 --> 01:49:50.593]  And it's three leaders from each country, the Secretary of State, the military leader, and their homeland security leader, or the same designate office, meet and make the decisions.
[01:49:50.633 --> 01:49:52.735]  And they say, oh, this way the bureaucracy doesn't hold it up.
[01:49:52.975 --> 01:49:53.816]  You mean the Congress?
[01:49:54.136 --> 01:49:54.897]  You mean the parliaments?
[01:49:56.638 --> 01:49:57.339]  Just incredible.
[01:49:58.059 --> 01:49:59.520]  Now listen to this, and read between the lines.
[01:50:00.061 --> 01:50:06.366]  The SPP was struck by leaders of the three countries in 2005, secretly I would add, to enhance the continent's competitiveness.
[01:50:06.526 --> 01:50:07.707]  Oh, it'll be so good for us!
[01:50:08.385 --> 01:50:15.431]  But for at least the first year, received little attention with their dry talk on regulations and cutting down on paperwork.
[01:50:15.772 --> 01:50:24.359]  Recently, nationalist groups and politicians in Canada and the United States have raised alarm bells over the lack of formal consultation with either civil society or legislatures.
[01:50:24.780 --> 01:50:27.582]  This is a 10-page report from the Canadian Free Press.
[01:50:27.642 --> 01:50:28.363]  It's a good report.
[01:50:29.003 --> 01:50:45.639]  Some of the issues that the ministers discussed during their meetings included finalizing a North American plan for dealing with the flu pandemic, that means a martial law grid, and another on a common regulatory environment in all three countries, that means laws, harmonizing laws, integration, continental integration is what it's called.
[01:50:46.306 --> 01:50:48.887]  That could include common food safety rules.
[01:50:48.907 --> 01:50:49.747]  That's already happening.
[01:50:50.027 --> 01:50:51.167]  That's part of the Animal ID.
[01:50:51.428 --> 01:50:56.629]  Canadians, as is Canada regularly, currently has more stringent rules for fortified products.
[01:50:56.689 --> 01:51:01.530]  That's the Codex Alimentarius banning most over-the-counter vitamins in total regulation.
[01:51:01.771 --> 01:51:02.251]  Right there!
[01:51:03.091 --> 01:51:11.913]  Insiders say the value of the SPP is that it puts the weight of ministers and national leaders behind projects that might normally languish for years among bureaucrats.
[01:51:12.114 --> 01:51:13.574]  You mean the legislatures and parliaments.
[01:51:14.798 --> 01:51:16.139]  Those aren't bureaucracies, you are.
[01:51:16.459 --> 01:51:19.841]  The issue of public consultation was at least identified during their meetings.
[01:51:20.282 --> 01:51:27.026]  In the final statement released by the ministers, they said they discussed the importance of transparency and communication with stakeholders and the public.
[01:51:27.206 --> 01:51:29.148]  Stakeholders means the corporations that are global.
[01:51:29.508 --> 01:51:30.829]  When you hear that, run for the hills.
[01:51:31.620 --> 01:51:36.602]  NDP leader Jack Layton raised the issue during Friday's question period in the Commons.
[01:51:37.002 --> 01:51:45.005]  The fact is, these discussions are worrisome to all Canadians, they have been incredibly secret from the get-go, and there has been little public input, Layton said.
[01:51:45.025 --> 01:51:49.246]  The government has not sought out the opinion of Parliament or the public on it.
[01:51:49.326 --> 01:51:51.347]  Of course the Conservatives think they know best.
[01:51:52.087 --> 01:51:54.348]  I'm talking about the fake government, it's not Conservative.
[01:51:55.095 --> 01:51:56.576]  And it just goes on and on, folks.
[01:51:57.337 --> 01:52:01.280]  So now they're having to go public with it, but spinning it, claiming it's for the economy.
[01:52:02.481 --> 01:52:12.289]  No, it was the three leaders of each country over the infrastructure meeting last year with over 200 CEOs to lobby, basically, and discuss the payoffs.
[01:52:12.549 --> 01:52:16.993]  This is racketeering, this is criminal, and Lou Dobbs has said it, not just Alex Jones.
[01:52:17.333 --> 01:52:19.615]  Let's talk to John in the Netherlands.
[01:52:19.715 --> 01:52:20.416]  You're on the air.
[01:52:20.516 --> 01:52:20.896]  Welcome.
[01:52:21.396 --> 01:52:23.258]  Yeah, great show, Alex.
[01:52:23.478 --> 01:52:23.778]  Thank you.
[01:52:23.798 --> 01:52:24.439]  I'm a big fan of you.
[01:52:26.255 --> 01:52:27.275]  Yes, I'm from the Netherlands.
[01:52:27.495 --> 01:52:31.478]  My name is John Coulis.
[01:52:32.158 --> 01:52:32.979]  I know, I know.
[01:52:32.999 --> 01:52:35.920]  I just want to expose her too in the Netherlands.
[01:52:36.000 --> 01:52:36.961]  I do my job well.
[01:52:38.242 --> 01:52:45.306]  We have on the Wikipedia, we have a page concerning the Oklahoma City bombing and if you look at the
[01:52:45.811 --> 01:52:47.631]  Section on Conspiracy Theories.
[01:52:47.691 --> 01:52:49.912]  I want to hear your response to that.
[01:52:49.932 --> 01:52:51.392]  I looked at that just two nights ago.
