[00:00:00.209 --> 00:00:01.470]  We're good to go.
[00:25:30.044 --> 00:25:36.970]  And it was pretty constant throughout those years, and it got up to the 20th century, where the Fed took over.
[00:25:37.603 --> 00:25:44.267]  And the graph just went sporadically out of control and gold went way up and silver went way down.
[00:25:44.307 --> 00:25:50.972]  So I've been buying more silver here recently and I'm just hoping that it goes up again.
[00:25:52.312 --> 00:25:55.715]  Well I know this, gold just went up again and I appreciate your call.
[00:25:55.855 --> 00:25:59.337]  The only downside of taking a lot of your calls is each of you get about a minute and a half.
[00:26:00.523 --> 00:26:02.665]  Gold is exploding back upwards again.
[00:26:02.685 --> 00:26:03.825]  That is in the news stack.
[00:26:03.845 --> 00:26:06.387]  We will be covering exactly why that's happening.
[00:26:07.047 --> 00:26:08.568]  Chris in Georgia, you're on the air.
[00:26:08.588 --> 00:26:11.290]  Okay.
[00:26:11.650 --> 00:26:11.950]  Hello.
[00:26:12.570 --> 00:26:13.091]  Hello, Alex.
[00:26:13.311 --> 00:26:13.551]  Yes.
[00:26:14.151 --> 00:26:15.072]  Hey, thanks for taking my call.
[00:26:15.112 --> 00:26:15.412]  Thank you.
[00:26:15.432 --> 00:26:27.159]  It's a little off topic, but I was just listening to Glenn Beck, and he had that little dainty English fella that was with you at Bohemian Grove, and they had done an article in his
[00:26:28.464 --> 00:26:29.705]  Yeah, I think so.
[00:26:52.352 --> 00:26:55.294]  Look, look, look.
[00:26:55.534 --> 00:26:59.056]  Glenn Beck spends all his time acting like he's a patriot.
[00:26:59.316 --> 00:27:05.099]  He'll claim he's fighting the law of the Sea Treaty, but then when it actually comes up for a vote, he won't talk about it.
[00:27:05.879 --> 00:27:09.281]  He'll claim he's against the New World Order, then he'll push every one of their agendas.
[00:27:10.322 --> 00:27:18.606]  Glenn Beck is really a piece of work, and John Ronson did crack the Bohemian Grove.
[00:27:19.535 --> 00:27:20.957]  Uh, and I've always told that story.
[00:27:21.017 --> 00:27:21.718]  It's in my film.
[00:27:21.758 --> 00:27:26.805]  John Ronson called me and said, we can't sneak in because of liability.
[00:27:27.145 --> 00:27:28.026]  We'll be sued.
[00:27:28.227 --> 00:27:29.809]  Will you go into Bohemian Grove?
[00:27:29.849 --> 00:27:32.893]  We have a source inside who knows how you can get in.
[00:27:33.894 --> 00:27:37.599]  And then I indeed sneak, I did sneak in with Mike Hanson.
[00:27:38.231 --> 00:27:45.416]  And then later that day, I was out towards the edge of the grove and I did see John Ronson in past the first gate.
[00:27:45.496 --> 00:27:46.477]  Didn't see him again.
[00:27:46.497 --> 00:27:48.698]  And I said, well you ended up sneaking in.
[00:27:48.718 --> 00:27:54.302]  And he said, promise me, your word of honor, you will not say I came in because I can be sued.
[00:27:54.702 --> 00:27:56.003]  Channel 4 can be sued.
[00:27:56.363 --> 00:27:57.324]  And I said, okay.
[00:27:58.165 --> 00:28:03.028]  I will not say that I saw you at least within one layer of the grove.
[00:28:03.695 --> 00:28:06.696]  But, you know, we're the ones that snuck in, got the video, got it out.
[00:28:07.296 --> 00:28:10.798]  And then he kind of ran around and then double-backed on me.
[00:28:11.478 --> 00:28:14.039]  But, I mean, if you watch his TV show, he says, I snuck in.
[00:28:14.959 --> 00:28:19.000]  What aired on national TV for four years, he said, only I snuck in.
[00:28:19.421 --> 00:28:22.142]  Now he comes out and says, no, he snuck in.
[00:28:22.802 --> 00:28:25.443]  And John Ronson is quite a character.
[00:28:25.463 --> 00:28:26.203]  I'll just leave it at that.
[00:28:27.202 --> 00:28:37.886]  Well, I thought it was just an attack on you, and every time Glenn Beck talks about things that you talk about, it's like he's a day late and a dollar short every time.
[00:28:37.906 --> 00:28:39.846]  He'll talk about the Bill of Rights.
[00:28:39.866 --> 00:28:47.749]  He was talking about Oklahoma City for quite some time, and then finally somebody told him to be quiet, and he stopped talking about it.
[00:28:47.949 --> 00:28:50.070]  Yeah, but was he coming right out and saying the government did it?
[00:28:51.310 --> 00:28:53.831]  No, he was talking to Janet Davis and letting her say it.
[00:28:55.086 --> 00:28:55.667]  Exactly.
[00:28:55.727 --> 00:28:57.848]  In fact, I've even heard some of those online.
[00:28:58.228 --> 00:29:02.211]  He was saying, well, there was others involved, and the government covered it up.
[00:29:03.332 --> 00:29:07.195]  But then, oh, by the way, these Iraqis were brought in by Bush Sr.
[00:29:07.235 --> 00:29:07.876]  and Bill Clinton.
[00:29:07.896 --> 00:29:08.796]  I appreciate your call.
[00:29:09.477 --> 00:29:11.158]  Email me the article if you want me to see it.
[00:29:11.238 --> 00:29:12.219]  I mean, I really don't care.
[00:29:13.099 --> 00:29:17.863]  John Ronson is out trying to sell something, and that's fine.
[00:29:19.484 --> 00:29:22.987]  By the way, he sold his book, Them, Adventures with
[00:29:23.935 --> 00:29:25.096]  We're on the march, the empire's on the run.
[00:29:25.136 --> 00:29:27.138]  Alex Jones and the GCN Radio Network.
[00:29:54.167 --> 00:29:54.807]  It's progressing.
[00:29:55.247 --> 00:29:59.129]  And it's only a short time until it's completely taken over every aspect of your life.
[00:29:59.629 --> 00:30:01.050]  We are entering Martial Law.
[00:30:01.530 --> 00:30:03.691]  There are ten telling signs of Martial Law.
[00:30:04.231 --> 00:30:05.471]  America has them all.
[00:30:05.931 --> 00:30:09.953]  Use the short time left to protect you and your family with the vital information in this book.
[00:30:10.433 --> 00:30:14.415]  Find this infobomb online in book form at survivemartiallaw.com.
[00:30:15.575 --> 00:30:18.518]  This book will tell you everything you need to know and how to prepare.
[00:30:18.538 --> 00:30:23.623]  Know exactly what you'll need to have hidden to live and how to survive under severe martial law.
[00:30:24.044 --> 00:30:26.606]  The worst part of martial law is in the beginning stages.
[00:30:27.107 --> 00:30:33.873]  SurviveMartialLaw.com will show you how to act around controlling troops, where to store life-saving supplies, and what to look for.
[00:30:34.654 --> 00:30:36.795]  Surviving can be difficult, but possible.
[00:30:37.395 --> 00:30:41.617]  Arm yourself with the knowledge, as this is the only weapon you will have to protect your family.
[00:30:42.077 --> 00:30:45.058]  Go to SURVIVEMARTILLAW.COM or call 608-819-8011.
[00:30:45.238 --> 00:30:47.759]  Act today, as there will be no warning.
[00:30:54.122 --> 00:30:55.983]  Gasoline prices are out of control.
[00:30:56.183 --> 00:30:59.245]  Are you tired of giving your hard-earned dollars to the major oil companies?
[00:30:59.485 --> 00:31:04.108]  Did you know that the oil companies have developed special products to increase mileage in their own vehicles?
[00:31:04.448 --> 00:31:07.089]  Very few consumers even know such products exist.
[00:31:07.429 --> 00:31:12.132]  SFR has obtained this technology that is backed by testing that the major oil companies have run.
[00:31:12.412 --> 00:31:14.214]  Yet they don't want you to know about them.
[00:31:14.395 --> 00:31:20.142]  This product is made right here in the United States and is not a typical gas treatment found at your local store.
[00:31:20.402 --> 00:31:22.124]  SFR lasts up to six months.
[00:31:22.625 --> 00:31:26.390]  SFR works so well that it even improves mileage on new cars.
[00:31:26.870 --> 00:31:31.396]  SFR recently ran this ad and the response from all over the United States was so strong
[00:31:31.576 --> 00:31:37.837]  That they are allowing my listeners to buy one at the regular price of $9.95 and get another one free of charge.
[00:31:38.218 --> 00:31:43.279]  If you are not completely delighted with the savings, SFR will refund the purchase price and shipping.
[00:31:43.519 --> 00:31:46.540]  Share in the oil company's secret and get SFR now.
[00:31:46.780 --> 00:31:47.400]  Call 888-USE-SFR1.
[00:31:47.500 --> 00:31:49.000]  That's 888-USE-SFR1 today!
[00:31:54.309 --> 00:31:55.510]  I'm Dr. Bill Diggle, M.D.
[00:31:55.610 --> 00:31:57.633]  of the Nutramedical Report here on Genesis.
[00:31:58.013 --> 00:32:00.996]  Allicin, a natural antibiotic from Allomax NutraCyticals U.S.
[00:32:01.076 --> 00:32:01.757]  is a real thing.
[00:32:01.817 --> 00:32:08.664]  This amazing molecule is a stabilized antimicrobial, antipathogenic killer for fresh, never before available garlic.
[00:32:09.545 --> 00:32:09.785]  I think?
[00:32:28.667 --> 00:32:40.934]  Order today for fighting disease, turning on your immune system, activating infection-fighting properties against sinus, lung, bowel, skin, Lyme disease, nail fungus, colds, flu, ringworm, gum disease, diarrhea, athlete's foot, and cholesterol.
[00:32:41.094 --> 00:32:44.435]  Secure online ordering is available at NutraMedical.com or call 888-212-8871.
[00:32:44.455 --> 00:32:45.036]  That number again, 888-212-8871.
[00:32:45.096 --> 00:32:47.177]  The most powerful natural antimicrobial available.
[00:32:55.052 --> 00:33:00.174]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[00:33:00.875 --> 00:33:03.156]  Because there's a war on for your mind.
[00:33:06.217 --> 00:33:10.899]  Finishing up with Oklahoma City, since I mentioned that.
[00:33:12.179 --> 00:33:18.362]  The LA Times, the Washington Times, the Washington Post, the Associated Press, Reuters, the BBC.
[00:33:20.098 --> 00:33:28.900]  All reported before the April 19, 1995 Alfred P. Murrah building bombing that George Bush Sr.
[00:33:28.940 --> 00:33:44.364]  brought in 3,500 plus Iraqi Republican Guard at the end of the first Gulf War into the United States and put them all around the country in different hamlets and different communities.
[00:33:45.777 --> 00:33:50.639]  Bill Clinton brought in another 2,000, so the number comes in at above 5,500.
[00:33:52.540 --> 00:33:57.762]  Now, local news in Oklahoma, this is in my film, 9-11, The Road to Tyranny.
[00:33:57.802 --> 00:33:58.622]  It's really three films.
[00:33:59.903 --> 00:34:03.004]  It's the history of the New World Order terrorism up until that date.
[00:34:03.704 --> 00:34:07.346]  Then it's World Trade Center attack, the first one where the Feds cooked the bomb, trained the driver.
[00:34:07.366 --> 00:34:10.787]  It's all the news articles, all the documents, all the admissions, dates, everything.
[00:34:12.245 --> 00:34:13.146]  Federal court records.
[00:34:13.586 --> 00:34:15.868]  And then, you didn't know that was admitted?
[00:34:15.928 --> 00:34:17.049]  Oh, see that's the problem.
[00:34:17.149 --> 00:34:18.010]  This is all admitted.
[00:34:19.150 --> 00:34:20.251]  And then it's Oklahoma City.
[00:34:20.271 --> 00:34:22.633]  We spend 42 minutes on Oklahoma City.
[00:34:23.514 --> 00:34:26.196]  Then, we spend about 40 minutes on 9-11.
[00:34:26.796 --> 00:34:32.681]  And then we spend about 40 minutes on the police state, the camps, what they were going to do in the next decade.
[00:34:32.861 --> 00:34:37.224]  Which we're now, six years later after that film, and it's all happened as I said it would.
[00:34:37.625 --> 00:34:39.986]  Wasn't hard, I was reading official government documents.
[00:34:40.587 --> 00:34:41.888]  And they're all sourced in the film.
[00:34:47.136 --> 00:34:52.278]  Secret camps, they just announced that citizens have been in concentration camps in the U.S.
[00:34:52.658 --> 00:34:52.838]  since 1986.
[00:34:52.958 --> 00:34:59.220]  It was 12 camps, they were secret, they made them declassified in 96, now there's 24.
[00:34:59.621 --> 00:35:03.122]  Oh, you didn't know there's people already in camps?
[00:35:03.382 --> 00:35:03.762]  Oh, okay, well.
[00:35:04.392 --> 00:35:07.013]  It's called the Civilian Inmate Labor Camp Program.
[00:35:07.233 --> 00:35:14.714]  Google Civilian Inmate Labor Camp Program and you will be on the Army's own website and read all about it.
[00:35:14.774 --> 00:35:17.015]  And they calmly report it like it's good.
[00:35:17.035 --> 00:35:22.756]  Kind of like they calmly report Homeland Security is studying making all airline flyers.
[00:35:23.096 --> 00:35:24.536]  Children, old women, doesn't matter.
[00:35:25.676 --> 00:35:27.877]  Everyone wear shock bracelets.
[00:35:28.197 --> 00:35:29.457]  Guilty until proven innocent.
[00:35:30.643 --> 00:35:31.544]  But I'm digressing.
[00:35:31.644 --> 00:35:32.024]  I'm sorry.
[00:35:32.044 --> 00:35:32.945]  I said I'd go to your calls.
[00:35:33.726 --> 00:35:35.147]  I started thinking about Road to Tyranny.
[00:35:35.187 --> 00:35:36.328]  What a classic that is.
[00:35:36.348 --> 00:35:40.031]  I mean, people are just now discovering that film.
