[00:00:00.089 --> 00:00:00.549]  So much more.
[00:21:09.380 --> 00:21:16.707]  Now as they hail the birth of the new world order, their great dream of exterminating 80% of humanity is at hand.
[00:21:19.698 --> 00:21:24.681]  For the first time in history, the elite's plan for world government is blown wide open.
[00:21:25.162 --> 00:21:28.804]  You will learn the secret that drives the entire New World Order agenda.
[00:21:29.024 --> 00:21:31.526]  Build America is making great progress toward a world government.
[00:21:31.586 --> 00:21:32.746]  Most people have no idea.
[00:21:32.766 --> 00:21:33.527]  They're not after money.
[00:21:33.547 --> 00:21:34.608]  They have all the money they need.
[00:21:34.828 --> 00:21:35.568]  They're after power.
[00:21:35.808 --> 00:21:36.649]  That's what they're after, these people.
[00:21:36.949 --> 00:21:41.492]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:21:41.712 --> 00:21:45.154]  Or watch it online right now at PrisonPlanet.tv.
[00:21:45.334 --> 00:21:46.115]  Endgame.
[00:21:46.415 --> 00:21:48.016]  Blueprint for global enslaving.
[00:21:48.456 --> 00:21:49.657]  You have been warned.
[00:21:50.398 --> 00:21:53.300]  The election cycle draws near and we don't have much time left.
[00:21:53.661 --> 00:22:00.086]  If the American people truly hope to make a change in Washington, then we must act now with a cohesive plan for taking back our government.
[00:22:00.547 --> 00:22:04.650]  Washington You're Fired is a new patriotic documentary from the director of Beyond Treason.
[00:22:04.931 --> 00:22:08.614]  The video is the result of a two-year endeavor to assemble a video tool
[00:22:08.854 --> 00:22:09.434]  We're good to go.
[00:22:29.930 --> 00:22:30.210]  Hey, Jones.
[00:22:56.084 --> 00:22:56.464]  Hello!
[00:22:57.084 --> 00:23:05.068]  Alright, we got John in Texas, Rob in Florida, Mike in Wyoming, Haley in California.
[00:23:07.229 --> 00:23:07.389]  Yeah.
[00:23:07.409 --> 00:23:10.450]  And then we have Evian in Tennessee.
[00:23:11.070 --> 00:23:11.551]  That should do it.
[00:23:11.571 --> 00:23:13.011]  Okay, I got it.
[00:23:13.852 --> 00:23:17.493]  TakeBackWashington.com and get the tools you need for the information war.
[00:23:17.873 --> 00:23:19.534]  We have a plan to take back our government.
[00:23:19.774 --> 00:23:21.035]  Visit TakeBackWashington.com.
[00:23:22.401 --> 00:23:28.287]  Attention GCN listeners, would you like to watch uncensored, unregulated, even banned TV on your computer?
[00:23:28.408 --> 00:23:39.860]  Well now you can watch satellite TV on your PC with an extremely simple hookup that allows computer owners to pick up more channels than any sane person can even watch without paying monthly cable or satellite fees.
[00:23:40.260 --> 00:23:41.102]  Here's the story.
[00:23:41.422 --> 00:23:49.275]  New video feed technology lets anyone with a high-speed internet connection gain instant access to an endless list of underground channels from all over the globe.
[00:23:49.576 --> 00:23:50.657]  And here's the best part.
[00:23:50.738 --> 00:23:52.040]  It's 100% legal.
[00:23:52.440 --> 00:23:54.464]  And it works at home, the office, or even...
[00:24:04.864 --> 00:24:09.666]  Coming up, I'm going to play this great video I saw put together on YouTube using some clips from my films.
[00:24:09.746 --> 00:24:11.367]  New World Order on trial.
[00:24:12.087 --> 00:24:13.828]  About five minutes long, we'll be playing that coming up.
[00:24:13.848 --> 00:24:16.029]  Alright, let's try to move through your calls a little bit quicker.
[00:24:16.049 --> 00:24:20.751]  I apologize to new listeners all across the country that had no idea what that whole discussion was earlier.
[00:24:21.811 --> 00:24:24.353]  Any movement is also going to have schizophrenics attracted to it.
[00:24:24.373 --> 00:24:32.619]  I mean, when the government's on TV saying everybody should be forced to take microchips, then that makes all the schizophrenics say, see, I told you they put chips in me!
[00:24:32.659 --> 00:24:36.682]  And maybe some of those that are schizophrenics really weren't schizophrenics and were under mind control.
[00:24:37.443 --> 00:24:43.866]  But you've just got a lot of crazies out there, and this freeing up of the media is part of them having a venue, and some can say that about me.
[00:24:44.327 --> 00:24:48.609]  But I'm glad that we're having a larger open debate about all these subjects.
[00:24:48.629 --> 00:25:00.115]  I would just ask people that if you're going to engage in the morbidity of just attacking a bunch of innocent people and making crap up, spend as much time attacking the New World Order and actually warning and waking up new people.
[00:25:00.655 --> 00:25:02.275]  That way you can have your cake and eat it too.
[00:25:02.636 --> 00:25:07.157]  There's few things in life, and frankly I still need the entertainment in a sick way, so don't stop.
[00:25:07.177 --> 00:25:17.280]  In fact, maybe even increase your attacks on me a little, but then separately as a moral thing, spend time, you know, actually on something you can prove, and something we can do.
[00:25:18.020 --> 00:25:18.380]  Okay?
[00:25:18.700 --> 00:25:20.040]  And I've listed a lot of those issues.
[00:25:20.320 --> 00:25:21.941]  Okay, I'm already digressing, it doesn't matter.
[00:25:23.634 --> 00:25:27.476]  Let's talk to John in Texas and Robert, Mike, Haley, and Evian, and that's it.
[00:25:27.796 --> 00:25:28.416]  Go ahead, John.
[00:25:29.057 --> 00:25:30.677]  Oh, and then Alex over here, too.
[00:25:30.817 --> 00:25:31.198]  Sorry, go ahead.
[00:25:31.858 --> 00:25:31.958]  Hello.
[00:25:31.998 --> 00:25:36.040]  I was going to say that I'm going to be at the film premiere this weekend.
[00:25:36.060 --> 00:25:37.060]  I'm looking forward to it.
[00:25:37.901 --> 00:25:38.241]  Thank you.
[00:25:38.401 --> 00:25:41.962]  And my question was for Pastor Smith, but he's gone now.
[00:25:42.343 --> 00:25:48.045]  And he brought up the Knights of Malta and, you know, the Jesuits and things.
[00:25:48.085 --> 00:25:49.226]  No doubt it's New World Order.
[00:25:49.286 --> 00:25:50.246]  No one's debating.
[00:25:50.306 --> 00:25:51.747]  Heard a Catholic earlier say it is.
[00:25:52.631 --> 00:26:11.699]  Okay, I'm not a Catholic, and I'm not doing anything of that nature, but he brought Knights of Malta up, and my question was about Patrick Buchanan, who's written all these sincere books about us losing our sovereignty and our borders and NAFTA and these bad trade deals, and he's even spoken out harshly against the New World Order on TV.
[00:26:11.779 --> 00:26:15.781]  I've seen him, but I also know he belongs to the Knights of Malta.
[00:26:16.923 --> 00:26:22.545]  And if there's any elaboration there, should we believe he's sincere?
[00:26:23.325 --> 00:26:24.225]  I really don't know.
[00:26:24.325 --> 00:26:28.707]  Well, you've got to judge somebody by their entire track record, and the stuff he did with Nixon is not good.
[00:26:29.307 --> 00:26:31.907]  But ever since then, he's done nothing but good stuff.
[00:26:32.188 --> 00:26:34.348]  People claim that I'm best buddies with him.
[00:26:34.368 --> 00:26:39.930]  I have met Pat Buchanan once at a Republican debate in 96, or was it earlier than that?
[00:26:40.470 --> 00:26:45.414]  And then it becomes their own little inquisition of, you know, have you ever known a communist?
[00:26:45.434 --> 00:26:46.235]  Did you ever know one?
[00:26:46.275 --> 00:26:47.876]  It's like McCarthyism.
[00:26:48.677 --> 00:26:57.123]  But we've interviewed Buchanan, and we're also supposed to not interview anybody that's Jewish for the anti-Zionist groups, and then we're also not supposed to interview anybody that's Catholic.
[00:26:57.624 --> 00:27:01.067]  Then they put a whole list of whoever you've interviewed that's Catholic, and then it's some great evil.
[00:27:01.727 --> 00:27:03.449]  Then they ask, how do you interview Buchanan?
[00:27:03.489 --> 00:27:04.109]  How do you get him?
[00:27:04.129 --> 00:27:09.915]  Well, you lazy jackasses, when he has a new book come out, could call the publisher and say, I'd like to interview him.
[00:27:10.515 --> 00:27:11.336]  That's how it works.
[00:27:11.396 --> 00:27:14.439]  Publishers every day mail us books and want us to interview these people.
[00:27:14.799 --> 00:27:18.442]  That's how I got that Rothschild on and then attacked him, because he had a new book out.
[00:27:18.502 --> 00:27:20.104]  People said, look, he's got a Rothschild on.
[00:27:20.144 --> 00:27:21.065]  He's in league with them.
[00:27:21.465 --> 00:27:23.047]  See, I'm asking people to be adult.
[00:27:23.627 --> 00:27:26.569]  The point is, Buchanan's putting out books that wake you up to the New World Order.
[00:27:26.830 --> 00:27:28.671]  You can use that book to wake people up.
[00:27:28.731 --> 00:27:30.372]  The book doesn't have anything bad in it.
[00:27:30.773 --> 00:27:37.899]  And so, no, I don't think he is... See, it's not the lower or even mid-level people in any of these groups.
[00:27:37.959 --> 00:27:39.079]  It's the high-ups.
[00:27:39.620 --> 00:27:41.862]  And the New World Order runs all the major groups.
[00:27:42.242 --> 00:27:45.204]  So if you just say it's this group or that group, you fall into their hands.
[00:27:45.545 --> 00:27:47.866]  Carol Quigley at Georgetown said that in his book.
[00:27:48.627 --> 00:27:53.536]  They can never beat us because they think it's one group or the other when we've got all the big major groups.
[00:27:53.917 --> 00:27:57.223]  We've got to get the people together to fight back against it on a larger scale.
[00:27:58.055 --> 00:28:00.316]  Yeah, and I'd like to make a point about this all.
[00:28:00.796 --> 00:28:09.678]  A part of our movement, when it comes to religious aspects, there's a part of our movement in films and books that dispute whether Jesus actually ever walked on the earth.
[00:28:09.938 --> 00:28:12.139]  Yeah, that's zeitgeist.
[00:28:12.619 --> 00:28:14.560]  Listen, I appreciate your call, I gotta jump.
[00:28:15.080 --> 00:28:16.960]  That guy used clips of me on the internet.
[00:28:17.040 --> 00:28:17.961]  I get attacked for that.
[00:28:18.021 --> 00:28:19.161]  Why are you in zeitgeist?
[00:28:19.621 --> 00:28:21.622]  Why am I in 10 million videos on the web?
[00:28:21.662 --> 00:28:23.002]  They took my stuff and put it in there.
[00:28:24.386 --> 00:28:26.547]  You know, but again, it's this inquisitor thing.
[00:28:27.267 --> 00:28:31.348]  I wish everybody would go inquisit their mayor, their county commissioner.
[00:28:31.408 --> 00:28:35.289]  I wish you'd go find out the public schools teaching the kids how to spy on you.
[00:28:35.789 --> 00:28:36.529]  But you won't do that.
[00:28:36.549 --> 00:28:39.990]  It's easier just to lazily say that I'm in league with the Tooth Fairy.
[00:28:40.570 --> 00:28:41.731]  Let's go ahead and make another call.
[00:28:41.771 --> 00:28:42.871]  Rob and Florida, you're on the air.
[00:28:44.252 --> 00:28:47.915]  I am a graduate of a Baptist seminary from out in North Texas.
[00:29:00.009 --> 00:29:10.874]  Just wondering what you think about, as far as reasons why our government goes after these other dictators, like Manuel Noriega, you can, the list goes on and on.
[00:29:11.375 --> 00:29:16.017]  What is the reasoning behind them going after these other dictators to promote these wars?
[00:29:16.417 --> 00:29:17.478]  Well, stay there, stay there.
[00:29:17.498 --> 00:29:18.958]  I'm going to come right back to you on the other side.
[00:29:19.199 --> 00:29:20.179]  It's a great question.
[00:29:20.859 --> 00:29:23.761]  And, Rob, and then we'll go to Mike.
[00:29:25.228 --> 00:29:27.429]  Haley and Evian, and that's going to be it for calls today.
[00:29:27.449 --> 00:29:32.472]  I've got a bunch of news I want to play, and we're going to go out with this video, the New World Order on trial.
[00:29:32.912 --> 00:29:35.293]  Stay with me, presentplanet.tv members.
[00:29:36.914 --> 00:29:37.554]  We'll be right back.
[00:29:41.216 --> 00:29:42.137]  We're on the march.
[00:29:42.617 --> 00:29:44.218]  The Empire's on the run.
[00:29:45.138 --> 00:29:47.840]  Alex Jones and the GCN Radio Network.
[00:29:51.184 --> 00:29:57.209]  The ideology powering the Democrats and Republicans is not liberalism or conservatism, but globalism.
[00:29:57.769 --> 00:30:03.634]  Globalists are concerned with what's good for big business and the American empire, instead of what's fair for the American people.
[00:30:03.974 --> 00:30:07.237]  The only antidote to the poison of globalism is nationalism.
[00:30:07.657 --> 00:30:09.659]  Start reading the Nationalist Times each month.
[00:30:09.899 --> 00:30:14.002]  The Nationalist Times promotes a common sense, intelligent, and passionate alternative
[00:30:17.515 --> 00:30:24.302]  The Nationalist Times is a 20-page newspaper featuring outstanding writers and columnists who don't believe... It's a big idea.
[00:30:24.683 --> 00:30:25.744]  A new world order.
[00:30:25.764 --> 00:30:26.725]  Olsen for future generations.
[00:30:26.745 --> 00:30:27.085]  Imagination.
[00:30:27.105 --> 00:30:27.766]  No, my good friend.
[00:30:27.786 --> 00:30:28.527]  These indictments...
[00:30:40.819 --> 00:30:41.820]  I brought you today!
[00:30:51.076 --> 00:30:53.597]  Terror Storm, a history of government-sponsored terror.
[00:30:53.937 --> 00:30:55.217]  Loose Change, Final Cut.
[00:30:55.497 --> 00:30:57.477]  Endgame, Blueprint for Global Enslavement.
[00:30:57.637 --> 00:30:59.398]  The Truth Story of the Bilderberg Group.
