[00:00:00.009 --> 00:00:00.792]  Term free, 33 dollars.
[01:31:23.142 --> 01:31:41.127]  There are papers in the New York Times, Washington Post, but overall the American journalism, I think, has been cowed and intimidated by this massive flag-sucking, this patriotic orgy that the White House keeps whipping up.
[01:31:42.248 --> 01:31:47.529]  You know, if you criticize the President, it's unpatriotic and there's something wrong with you, you may be a terrorist.
[01:31:51.172 --> 01:32:01.779]  I've been raving against this from the very beginning, but I don't have much of a constant national platform now because I've been working on this book, The Kingdom of Fear, which really describes what's going on over here.
[01:32:01.799 --> 01:32:03.100]  The Kingdom of Fear.
[01:32:04.021 --> 01:32:08.364]  So in that sense, Hunter S. Thompson, there's not enough room for dissenting voices?
[01:32:09.665 --> 01:32:10.505]  Well, there's plenty of room.
[01:32:10.525 --> 01:32:12.226]  There's just not enough.
[01:32:12.707 --> 01:32:13.928]  People are willing to take the risk.
[01:32:15.389 --> 01:32:20.332]  It's just sort of a herd mentality, a lemming-like mentality.
[01:32:21.184 --> 01:32:26.668]  If you don't go with the flow, you're anti-American and therefore a suspect.
[01:32:27.428 --> 01:32:29.490]  And we've seen this before, these patriotic frenzies.
[01:32:30.270 --> 01:32:44.239]  Yeah, wartime, you know, they declare, it's very convenient having an undeclared war that you can call a war and impose military tribunals and wartime security.
[01:32:44.259 --> 01:32:48.182]  And then we've got these generals telling us that
[01:32:49.133 --> 01:32:52.015]  This war is going to go on for a long, long time.
[01:32:52.035 --> 01:32:55.377]  Maybe it's not so much the generals now.
[01:32:55.397 --> 01:32:57.619]  The generals are a little afraid to invade Iraq.
[01:32:58.319 --> 01:32:59.060]  A little worried about it.
[01:32:59.940 --> 01:33:01.861]  But it's the civilians in the White House.
[01:33:01.941 --> 01:33:02.402]  It's a gang of
[01:33:03.756 --> 01:33:09.402]  You know, this is a ten minute clip.
[01:33:10.303 --> 01:33:12.745]  I meant to cut it down before air time and I don't think we're going to have time to play it all.
[01:33:12.765 --> 01:33:15.628]  But he goes in and they say, you know, did this help the Bush administration?
[01:33:15.648 --> 01:33:17.050]  He says, absolutely it helped them.
[01:33:17.070 --> 01:33:18.131]  Yeah, it's really suspicious.
[01:33:18.151 --> 01:33:21.835]  And I'm going to post it on the web again at PrisonPlanet.com for folks that want to hear it.
[01:33:22.815 --> 01:33:24.657]  But, and it's actually an hour long interview.
[01:33:24.677 --> 01:33:25.997]  This is a ten minute cut down.
[01:33:26.798 --> 01:33:31.001]  But then, yeah, I talked to one of the editors at a major Canadian paper who was friends with him.
[01:33:31.041 --> 01:33:31.721]  I talked to others.
[01:33:31.781 --> 01:33:36.424]  I got some of his correspondences where he was saying, yeah, they blew those buildings up, controlled demolitions.
[01:33:36.504 --> 01:33:37.625]  I'm going to go public about it.
[01:33:37.665 --> 01:33:39.546]  And then he supposedly committed suicide.
[01:33:39.566 --> 01:33:44.390]  And I know his son was home at the time and didn't see it happen, but said, yeah, it looked like he killed himself.
[01:33:44.690 --> 01:33:49.333]  But obviously, Eva, you've heard the people that are out there who are suspicious.
[01:33:50.093 --> 01:33:55.278]  That Hunter S. Thompson didn't kill himself, though he always talked about how he was going to kill himself.
[01:33:55.338 --> 01:33:59.181]  So, I mean, you think it's pretty clear he didn't kill himself?
[01:33:59.641 --> 01:34:12.012]  Yeah, I mean, we've actually got footage in the film of him with his longtime collaborator and illustrator, Ralph Steadman, when he was quite young, visiting a morgue and pre-planning his funeral with him.
[01:34:12.032 --> 01:34:15.495]  You know, he'd always, always, always talked about killing himself.
[01:34:15.555 --> 01:34:17.637]  When the time was right, it was going to happen.
[01:34:18.821 --> 01:34:23.543]  I don't actually think that there's any evidence to dispute that.
[01:34:23.823 --> 01:34:25.104]  He was at home with his family.
[01:34:25.164 --> 01:34:26.705]  Why did he want to kill himself?
[01:34:26.905 --> 01:34:29.026]  Was that him trying to take control of his life at the end?
[01:34:29.466 --> 01:34:37.570]  I think he'd always had this crazy death wish and he'd always talked about it since he was really young and healthy, but when he died...
[01:34:38.800 --> 01:34:40.100]  He was in failing health.
[01:34:40.160 --> 01:34:45.582]  I mean, he was a guy who'd been really, you know, so productive and so amazing and so talented and so successful.
[01:34:45.682 --> 01:34:50.584]  However, he was a huge drinker and a huge drug taker and his health was starting to fail him.
[01:34:50.604 --> 01:34:55.605]  And I just think it just got to a point where he just couldn't take it anymore.
[01:34:55.625 --> 01:34:58.486]  So it was no, you know, it was no huge surprise.
[01:34:58.606 --> 01:35:07.889]  Although all of his longtime amazing friends who talk in the film and family all say something that to me is another really powerful part of the film.
[01:35:08.325 --> 01:35:17.573]  You know, I think that Jimmy Buffett, the really talented musician, actually says, you know, it's fun reminiscing about him, it's fun talking about him, but, you know, I really miss him.
[01:35:17.633 --> 01:35:24.979]  And the most tragic thing is that he could have wielded a pretty powerful sword right now against what's going on in this country.
[01:35:24.999 --> 01:35:29.163]  Well, yeah, so many people respect him that he could have really exposed what happened.
[01:35:29.503 --> 01:35:32.626]  And I think he would have been the type when the Democrats get in and carry out the same tyranny.
[01:35:32.646 --> 01:35:36.589]  I think he would have spoken... He was pretty across the board like that.
[01:35:36.963 --> 01:36:02.731]  And I think also the other thing that I really like about the film whenever I do press screenings and stuff is it sort of feels to me like the end of the film is incredibly inspiring and I feel like it's a call to arms to young journalists to get a bit of gonzo and start asking tough questions and writing articles that are madly critical about what's going on and really start messing with people.
[01:36:05.553 --> 01:36:14.061]  You know, George Bush's press conference that he did yesterday and I was watching the media just asking these incredibly lame questions and just, you know, someone should just...
[01:36:14.574 --> 01:36:16.955]  Someone should just break out and go a little crazy.
[01:36:16.995 --> 01:36:19.235]  Well, that's why I agree.
[01:36:19.255 --> 01:36:19.915]  You've done a great job.
[01:36:19.955 --> 01:36:21.816]  I can't wait to see this film, Taxi to the Dark Side.
[01:36:21.856 --> 01:36:26.197]  I saw that at the Arbor here in Austin and it just blew me away and I bet that's where this is showing.
[01:36:26.637 --> 01:36:31.278]  I kept waiting for it to come out and then suddenly it's the day to interview Eva and I'm like, you informed me it's out.
[01:36:31.938 --> 01:36:36.179]  I'm going to go run off and see it as soon as... I think you'll like it.
[01:36:37.952 --> 01:36:50.608]  Oh, well I was totally blown away by your last film, Tax at the Dark Side, and I do want to try to get the director on as well because he witnessed also so much of the information as well.
[01:36:51.249 --> 01:36:53.111]  What is it like winning an Academy Award?
[01:36:54.633 --> 01:36:55.835]  Oh, it's pretty good fun, Alex.
[01:36:57.313 --> 01:36:59.634]  You can take it, you know, whatever comes.
[01:36:59.814 --> 01:37:09.456]  No, it was a really, you know, magical experience and it was even better and sweeter for us because we made a film that really a lot of people didn't want us to make.
[01:37:09.856 --> 01:37:12.177]  We made a film that was really hard to finance.
[01:37:12.337 --> 01:37:14.897]  You know, most of our films are a lot easier to finance.
[01:37:14.978 --> 01:37:20.599]  No one wanted to put money into it because at the end of the day, you know, at the time everyone was like, who wants to make a film about torture?
[01:37:21.226 --> 01:37:23.188]  That was such sweet vindication.
[01:37:23.609 --> 01:37:30.377]  And also, of all the films nominated, all the feature documentaries nominated this year, ours was by far the darkest.
[01:37:30.518 --> 01:37:37.106]  So it was a real nod from members of the Academy, our filmmaking peers, and the industry.
[01:37:37.935 --> 01:37:40.237]  That's such a dark, challenging film.
[01:37:40.257 --> 01:37:42.998]  Let me elaborate on that.
[01:37:43.018 --> 01:37:44.900]  People criticize me saying I'm being negative.
[01:37:44.980 --> 01:37:45.180]  No.
[01:37:45.540 --> 01:37:47.962]  Ignoring these bad things is what is negative.
[01:37:48.462 --> 01:37:55.827]  Enlancing the wound, treating it, admitting these bad things are going on, also gets our name back to a certain extent.
[01:37:55.987 --> 01:38:00.670]  Some of your filmmakers are American, others are from other countries, but we appreciate it.
[01:38:01.010 --> 01:38:04.051]  You know, the fact that this can be exposed so it doesn't continue to happen.
[01:38:04.411 --> 01:38:08.932]  And so how dare those... I know I saw some criticism of this is negative and anti-American.
[01:38:08.992 --> 01:38:09.532]  No, it's not.
[01:38:09.832 --> 01:38:11.992]  Torturing innocent people is un-American.
[01:38:12.012 --> 01:38:12.773]  Exactly.
[01:38:13.253 --> 01:38:13.933]  Exactly.
[01:38:13.953 --> 01:38:22.815]  You know, and the great thing about the film, too, is it's going to screen on HBO uncut in September, just before the elections, which is really, I think, going to be fantastic.
[01:38:22.835 --> 01:38:24.155]  And I think it'll get a lot of exposure.
[01:38:24.861 --> 01:38:25.984]  Oh, so that's really exciting.
[01:38:26.285 --> 01:38:33.661]  And, you know, the other thing that was, we made it, gosh, we finished it about, well over a year ago, so, you know, we started making it like three years ago.
[01:38:34.341 --> 01:38:43.364]  One of my concerns at the time, which now is so bittersweetly funny, but one of my concerns was, God, what if this is just incredibly irrelevant by the time it comes out?
[01:38:43.404 --> 01:38:44.224]  What if it's all over?
[01:38:44.264 --> 01:38:45.664]  What if Guantanamo is closed?
[01:38:45.724 --> 01:38:49.226]  What if this isn't a discussion anymore?
[01:38:49.926 --> 01:39:00.449]  This morning I was driving to an appointment and I was listening to NPR and Jane Mayer, who was a huge help in the film, she's a New Yorker journalist who broke a lot of stories about torture,
[01:39:01.431 --> 01:39:10.234]  Um, over the last couple of years, he's just put a book out that's called The Dark Side, and it's, you know, it's really... And now we've got them... It's our film.
[01:39:10.414 --> 01:39:10.754]  Exactly.
[01:39:10.794 --> 01:39:13.115]  Now we have the Red Cross coming out and saying war crimes.
[01:39:13.475 --> 01:39:22.898]  Now the gauntlet's down to the establishment, um, not the American Red Cross, International Red Cross folks, different folks, saying, you did this, you need to be punished.
[01:39:23.298 --> 01:39:25.659]  Final segment with Eva Orner, straight ahead.
[01:39:25.719 --> 01:39:28.059]  She is an Academy Award winner for Taxi to the Dark Side.
[01:39:28.279 --> 01:39:29.720]  We'll talk about that film when we get back.
[01:39:32.674 --> 01:39:34.255]  Let me talk to Eva real fast.
[01:39:35.355 --> 01:39:35.956]  Uh, hey, Eva.
[01:39:36.276 --> 01:39:42.459]  It's called The Dark Side and it's, you know, it's really, you know, along the same lines as our film.
[01:39:42.739 --> 01:39:43.060]  Exactly.
[01:39:43.100 --> 01:39:45.421]  Now we have the Red Cross coming out and saying war crimes.
[01:39:45.801 --> 01:39:55.226]  Now the gauntlet's down to the establishment, um, not the American Red Cross, International Red Cross folks, different folks, saying you did this, you need to be punished.
[01:39:55.606 --> 01:39:57.988]  Final segment with Eva Orner straight ahead.
[01:39:58.048 --> 01:40:00.369]  She is an Academy Award winner for Taxi to the Dark Side.
[01:40:00.589 --> 01:40:02.030]  We'll talk about that film when we get back.
[01:40:06.713 --> 01:40:09.635]  Imagine walking down the street and hearing footsteps behind you.
[01:40:10.115 --> 01:40:14.218]  They get closer and closer, and suddenly you have a sense something bad is going to happen.
[01:40:14.939 --> 01:40:16.640]  What are you going to do to defend yourself?
[01:40:17.440 --> 01:40:21.543]  Tebow Tech specializes in non-lethal self-defense products for you and your family.
[01:40:22.123 --> 01:40:30.229]  With everything from stun guns and tasers, to personal alarms and pepper spray, Tebow Tech will arm you with the most advanced non-lethal products anywhere on the net.
[01:40:30.936 --> 01:40:31.877]  Not sure where to start?
[01:40:32.317 --> 01:40:35.680]  The Tebowtech Essentials Package is great for you or to share with your family.
[01:40:36.220 --> 01:40:46.949]  It comes with a 950,000 volt cell phone stun gun, a multi-pack of pepper sprays, an extremely loud personal alarm, and a how-to book for defending yourself with pepper spray all at a low price.
[01:40:47.589 --> 01:40:53.634]  With these or any of Tebowtech's products, you have the tools to defend yourself against an attack and get yourself to safety.
[01:40:54.332 --> 01:40:56.194]  Don't be a victim, be a victor!
[01:40:56.795 --> 01:40:57.475]  Stock up now!
[01:40:57.856 --> 01:41:01.580]  tbotech.com that's t-b-o-t-e-c-h dot com
[01:41:03.835 --> 01:41:05.496]  Our beloved Republic is on her knees.
[01:41:05.796 --> 01:41:09.217]  The forces of globalism are destroying national sovereignty worldwide.
[01:41:09.397 --> 01:41:11.237]  But in Liberty's darkest hour, there is hope.
[01:41:11.857 --> 01:41:14.578]  The first time in modern history, the people are beginning to wake up.
[01:41:14.898 --> 01:41:20.360]  It is essential that patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[01:41:20.640 --> 01:41:24.541]  We have a short time frame to fully awaken and energize the people to meet this threat.
[01:41:24.881 --> 01:41:29.804]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[01:41:30.084 --> 01:41:32.845]  PrisonPlanet.tv is a vault of forbidden information.
[01:41:33.125 --> 01:41:39.969]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[01:41:40.349 --> 01:41:46.152]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[01:41:46.333 --> 01:41:50.835]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[01:41:51.155 --> 01:41:53.640]  The Info War is waiting for you to set it free.
[01:41:54.001 --> 01:41:55.664]  Join PrisonPlanet.TV.
[01:41:56.065 --> 01:41:57.828]  Burn the info bombs to disk.
[01:41:58.049 --> 01:41:59.852]  Put them on the file sharing networks.
[01:42:00.193 --> 01:42:01.615]  Bring down the New World Order.
[01:42:01.956 --> 01:42:02.718]  PrisonPlanet.TV
[01:42:05.373 --> 01:42:09.575]  Would you like to know how you can use water as fuel and laugh at the rising price of gas?
[01:42:09.775 --> 01:42:11.757]  Then keep listening for a very special offer.
[01:42:11.917 --> 01:42:17.059]  GasFreedom.info has the information you need to learn about a simple technology you can have right now.
[01:42:17.300 --> 01:42:21.482]  Gas Freedom is a do-it-yourself, affordable, practical, free-energy device.
[01:42:21.742 --> 01:42:26.144]  It uses electricity from your car's battery to separate water into a gas called HHO.
[01:42:28.806 --> 01:42:29.246]  I think so.
[01:42:50.797 --> 01:42:54.781]  I've been interviewed by a couple of mainstream TV networks, Discovery Channel, History Channel.
[01:42:55.462 --> 01:42:59.346]  Not Discovery, it was History and somebody else and they've been real mean to us.
[01:42:59.706 --> 01:43:03.831]  So she called up and said, we're with Discovery Channel and I was like yelling at her meanly.
[01:43:05.352 --> 01:43:07.675]  She still turned the other cheek and they turned out to be great folks.
[01:43:10.137 --> 01:43:11.318]  Making so many big films.
[01:43:11.378 --> 01:43:14.620]  Gonzo is the one in theaters across the country right now.
[01:43:14.660 --> 01:43:15.460]  You'll want to go see that.
[01:43:15.841 --> 01:43:22.025]  And she was just telling me during the break that Taxi the Dark Side is going to be screening on HBO in the next few months.
[01:43:22.465 --> 01:43:23.946]  She'll give us the exact date in a moment.
[01:43:23.986 --> 01:43:24.846]  You want to see this.
[01:43:24.886 --> 01:43:26.047]  It's very disturbing though.
[01:43:26.067 --> 01:43:28.149]  I mean, you want to see her.
[01:43:28.169 --> 01:43:28.929]  They're torturing her to death.
[01:43:28.949 --> 01:43:29.610]  You'll get a chance.
[01:43:30.569 --> 01:43:36.437]  Young men, young kids, totally innocent, the sickos they had doing it, the orders to do it.
[01:43:37.158 --> 01:43:39.541]  And then it's going to be on DVD, and I'm going to get a hold of these.
[01:43:39.601 --> 01:43:42.705]  I'm going to have these on the website, but they'll be in stores as well.
[01:43:42.725 --> 01:43:43.826]  You need to show this to everybody.
[01:43:44.347 --> 01:43:47.331]  Eva Orner, do you have the exact date of when it's going to be screening on HBO?
[01:43:47.791 --> 01:43:59.516]  I actually don't, but it's going to be definitely September in their show, and they're going to be screening it uncut, and there'll be a lot of publicity surrounding it, and then after it screens on HBO, it'll be widely available on DVD.
[01:43:59.697 --> 01:44:00.417]  By uncut?
[01:44:00.457 --> 01:44:01.958]  Is that more hardcore than the theater?
[01:44:02.658 --> 01:44:09.101]  No, it's the theater cut, but you know, I think a lot of networks, the reason we love that HBO is showing it is because they're going to show it uncut, and it is.
[01:44:09.545 --> 01:44:14.828]  It's definitely challenging and there are definitely disturbing scenes in it.
[01:44:15.108 --> 01:44:18.110]  You've got some video and photos that were never put on the news, folks.
[01:44:18.150 --> 01:44:19.330]  Some of this is XXX.
[01:44:20.151 --> 01:44:21.871]  And we don't mean that in a good way.
[01:44:22.532 --> 01:44:28.035]  We had amazing access and incredible researchers and we got a lot of footage that nobody's seen before.
[01:44:29.295 --> 01:44:31.977]  It's definitely a disturbing and thought-provoking film.
[01:44:32.097 --> 01:44:34.459]  Yeah, folks, you'll actually be inside the torture pits.
[01:44:35.040 --> 01:44:37.041]  Not the sanitized stuff you saw on the news.
[01:44:37.101 --> 01:44:41.125]  I know that's horrible to say, but you think it's cute seeing movies like Hostile and stuff.
[01:44:41.165 --> 01:44:42.486]  It's not cute, it's not funny.
[01:44:42.786 --> 01:44:44.107]  You need to see Taxi the Dark Side.
[01:44:44.988 --> 01:44:48.511]  In closing, you've had a lot of courage.
[01:44:49.231 --> 01:44:51.253]  Is it fulfilling to know you're really doing good in the world, Eva?
[01:44:52.361 --> 01:44:58.685]  You know, it's really good at a time like this when the world doesn't feel like the greatest place in my lifetime anyway.
[01:44:58.765 --> 01:45:07.010]  It feels good to be making stuff that is thought-provoking and challenging and provocative and makes a difference, you know, in some small way.
[01:45:07.070 --> 01:45:10.452]  Yeah, it's really inspiring and that's the sort of stuff that I'm
[01:45:11.115 --> 01:45:12.256]  I hope to continue to do.
[01:45:31.790 --> 01:45:32.530]  Nothing more beautiful.
[01:45:32.550 --> 01:45:42.893]  We're going to get your director of Taxi to the Dark Side, Ann Gonzo, on because I can also interview him about his Enron film, The Smartest Guys in the Room, and that's going to be interesting as well.
[01:45:43.093 --> 01:45:46.214]  Give us some of the websites for your film company or any other info.
[01:45:49.135 --> 01:45:54.117]  The website for Alex Gibney's company is jigsawprods.com.
[01:45:56.279 --> 01:46:08.286]  And there's the website for the Hunter S. Thompson movie, which is, I believe, HunterThompsonMovie.com, where you can see the trailer and read all about it and read the press kit.
[01:46:08.306 --> 01:46:13.108]  But if you just Google Hunter S. Thompson film, you'll find a lot of information as well.
[01:46:13.148 --> 01:46:15.730]  The trailer's everywhere and there's lots and lots of reviews.
[01:46:16.110 --> 01:46:16.890]  Alright, E. Moore?
[01:46:16.970 --> 01:46:21.173]  And also, same with Taxi to the Dark Side, just Google it and you'll find lots of
[01:46:22.273 --> 01:46:23.234]  Interesting information.
[01:46:23.975 --> 01:46:27.418]  And by the way, Johnny Depp is narrating the new Gonzo film.
[01:46:27.939 --> 01:46:29.020]  Yeah, and he's in it as well.
[01:46:29.080 --> 01:46:30.641]  He's interviewed as well.
[01:46:30.761 --> 01:46:31.582]  He's pretty terrific.
[01:46:31.882 --> 01:46:32.623]  Yeah, neat guy.
[01:46:33.044 --> 01:46:35.306]  Okay, thank you so much for spending time with us, Eva.
[01:46:35.871 --> 01:46:36.672]  That's crazy Alex.
[01:46:36.752 --> 01:46:37.292]  Take care.
[01:46:37.632 --> 01:46:37.933]  You bet.
[01:46:37.953 --> 01:46:39.314]  I'm going to go see her movie and then call you back.
[01:46:39.674 --> 01:46:40.375]  What a sweet lady.
[01:46:40.395 --> 01:46:41.115]  What a smart lady.
[01:46:41.596 --> 01:46:42.276]  We're out of time.
[01:46:42.556 --> 01:46:43.397]  John, say bye to her.
[01:46:44.278 --> 01:46:45.939]  We are out of here, ladies and gentlemen.
[01:46:46.480 --> 01:46:56.748]  Speaking of my film, which has no voiceover from Alex Jones and is amazing and shows you who the truth movement is, how 9-11 is an inside job, how the first responders aren't getting treatment.
[01:46:56.768 --> 01:46:57.769]  It is truth rising.
[01:46:58.249 --> 01:46:59.450]  It needs to be seen.
[01:46:59.811 --> 01:47:03.614]  PrisonPlanet.tv, watch it right now or get the DVD at InfoWars.com.
[01:47:03.994 --> 01:47:10.240]  Retransmission starts now with all the big guests we had on today at InfoWars.com for the audio streams.
[01:47:10.580 --> 01:47:11.261]  God bless you all.
