[00:00:00.129 --> 00:00:02.651]  This is the GCN Radio Network, home to hard-hitting talk radio.
[01:34:29.401 --> 01:34:36.848]  You got a schizophrenic, a nut, who thought that the two-year-old baby was demon-possessed, so he's beating it to death.
[01:34:37.488 --> 01:34:46.577]  Can pull up more detailed press reports when we're about to play, but reportedly this went on for more than 30 minutes, stomping the child until it was unrecognizable on a major
[01:34:47.489 --> 01:34:48.410]  Interstate Highway.
[01:34:48.670 --> 01:34:49.831]  Hundreds of cars passing.
[01:34:49.851 --> 01:34:51.772]  9-1-1 called over and over again.
[01:34:52.152 --> 01:34:59.116]  If I see somebody stomping on a baby, I am going to pull over and I am going to attack them.
[01:34:59.897 --> 01:35:00.837]  I am going to stop them.
[01:35:01.017 --> 01:35:01.898]  And that is weird.
[01:35:01.958 --> 01:35:06.141]  That is seen as radical today, when that was normal a long time ago.
[01:35:06.161 --> 01:35:07.561]  And again, I'm not saying I'm a tough guy.
[01:35:08.382 --> 01:35:14.065]  Not saying... I mean, that's what's bizarre about it, is that I guess I am a tough guy, that I would do this when this is just normal.
[01:35:14.085 --> 01:35:16.587]  I mean, I haven't been castrated, basically.
[01:35:17.173 --> 01:35:20.556]  And I told the story in the first hour about five years ago.
[01:35:20.616 --> 01:35:22.398]  I'm with my wife and my son.
[01:35:23.098 --> 01:35:23.919]  He was a little baby then.
[01:35:24.039 --> 01:35:26.821]  And I'm at a La Madeline restaurant in North Austin.
[01:35:27.142 --> 01:35:29.944]  And I go to the bathroom, or I would have been out there quicker.
[01:35:30.525 --> 01:35:31.966]  And I hear all this noise when I come out.
[01:35:32.206 --> 01:35:34.328]  And this lady's choking with about 20 people around her.
[01:35:34.348 --> 01:35:36.030]  It was a busy night, like 7 o'clock at night.
[01:35:37.110 --> 01:35:38.071]  And they were all screaming, 911!
[01:35:39.272 --> 01:35:38.071]  911!
[01:35:39.793 --> 01:35:40.634]  911!
[01:35:39.833 --> 01:35:40.634]  Call 911!
[01:35:40.934 --> 01:35:42.675]  And they were all arguing over who was going to call 911.
[01:35:43.849 --> 01:35:47.031]  And so, this goes on about 30 more seconds and I start saying, do the Heimlich.
[01:35:47.051 --> 01:35:48.752]  And they would scream at me, you call 9-1-1!
[01:35:48.772 --> 01:35:49.912]  That's what we do, we call!
[01:35:49.993 --> 01:35:51.553]  You know, it was all this yelling.
[01:35:51.974 --> 01:35:53.534]  So I had to start shoving through people.
[01:35:53.955 --> 01:35:56.036]  Some guy kind of shoved me, I had to shove him over.
[01:35:56.396 --> 01:35:57.937]  Then there was yelling, but I just ignored him.
[01:35:58.017 --> 01:36:00.538]  I went and I had to push her family away from her.
[01:36:00.558 --> 01:36:02.079]  They were just waving their arms.
[01:36:03.300 --> 01:36:05.061]  And again, I had been on swim team.
[01:36:05.081 --> 01:36:08.363]  By the time I was about 7 years old.
[01:36:09.238 --> 01:36:09.898]  That part doesn't matter.
[01:36:09.918 --> 01:36:15.501]  The point is, when I was in junior high, they offered, you know, stay late and take a, you know, two-day course.
[01:36:17.581 --> 01:36:18.582]  So I knew the Heimlich Maneuver.
[01:36:19.462 --> 01:36:23.184]  And so I got in there, and I got under, and I got the piece of bread out with two heaves.
[01:36:23.804 --> 01:36:24.604]  And then I got out of there.
[01:36:27.145 --> 01:36:28.366]  And some people were mad at me.
[01:36:28.426 --> 01:36:30.927]  Others were, like, looking at me, like, oh, I can't believe how great you are!
[01:36:31.147 --> 01:36:31.707]  You're a hero!
[01:36:31.727 --> 01:36:32.067]  Stay!
[01:36:32.147 --> 01:36:32.768]  Oh my God!
[01:36:32.828 --> 01:36:32.968]  Oh!
[01:36:33.228 --> 01:36:35.349]  And I was like, man, these are like cult members!
[01:36:35.789 --> 01:36:37.229]  They are so pathetic!
[01:36:37.270 --> 01:36:38.270]  But I've seen the reports.
[01:36:39.511 --> 01:36:48.515]  We interviewed, I don't know, three or four years ago, the police spokesman, I think it was out of Toronto, and this woman had been beaten and raped with a lead pipe.
[01:36:48.535 --> 01:36:50.676]  She'd been beaten and had a lead pipe raped.
[01:36:51.197 --> 01:37:01.922]  She was naked in the street on a major thoroughfare, and a major telecom company had the boss on the fourth floor laughing at her in the street, saying, no, don't call 911, we'll have to file a report.
[01:37:02.947 --> 01:37:04.248]  It was the dehumanization.
[01:37:04.308 --> 01:37:05.690]  They didn't even see her as a person.
[01:37:06.010 --> 01:37:07.051]  And a lot of things go into this.
[01:37:07.091 --> 01:37:10.895]  Seeing millions of simulated murders and violence on TV desensitizes us.
[01:37:11.235 --> 01:37:14.658]  All these horror films desensitizing us that death isn't real or isn't a big deal.
[01:37:15.079 --> 01:37:15.939]  Everybody else sees it.
[01:37:15.979 --> 01:37:17.601]  Oh, that's a job for the government to do.
[01:37:19.283 --> 01:37:20.404]  But there's so many cases.
[01:37:20.424 --> 01:37:22.065]  There was a case, what, five, six years ago?
[01:37:22.085 --> 01:37:28.031]  Up off of William Cannon and I-35 by that gas station up there.
[01:37:28.880 --> 01:37:34.783]  And I lived over near there at the time, but I also saw it on the news, but I talked to folks that had actually seen it after they got there.
[01:37:35.123 --> 01:37:40.346]  An Austin cop had been hit by a car, and he was there, I want to say almost half an hour.
[01:37:40.686 --> 01:37:42.087]  You can go pull the article up if you want.
[01:37:42.707 --> 01:37:45.588]  And he was bleeding to death in the street, and everybody just drove past.
[01:37:46.029 --> 01:37:46.789]  They just drove past.
[01:37:47.209 --> 01:37:47.970]  They just drove past.
[01:37:48.910 --> 01:37:54.373]  And it's gotten so bad that Texas and other states have had to pass failure to render aid laws.
[01:37:55.171 --> 01:37:59.156]  Where if you see a car flip and people get hurt and you see it happen, you've got to stop and render aid.
[01:38:00.417 --> 01:38:01.899]  Now, I mean, this is pathetic.
[01:38:01.959 --> 01:38:05.063]  This is pathetic, but this is the cancer destroying us.
[01:38:05.103 --> 01:38:06.464]  Go ahead and play this horrible clip.
[01:38:06.504 --> 01:38:07.025]  People need to hear it.
[01:38:08.127 --> 01:38:13.031]  On a rural road south of Modesto, California, drivers stopped when they saw a horrific sight.
[01:38:13.531 --> 01:38:17.654]  A man was severely kicking, beating, and stomping a toddler to death.
[01:38:18.135 --> 01:38:19.716]  Several drivers stopped and called 911.
[01:38:19.816 --> 01:38:28.623]  The San Francisco County Sheriff's Department began responding to this call, but the ground units were quite a few minutes away from arriving at the scene.
[01:38:28.863 --> 01:38:32.785]  Modesto authorities say a police helicopter happened to be in the area at the time of the attack.
[01:38:33.226 --> 01:38:41.510]  Saw the assault from the air and they both made the decision to land the helicopter in a cow pasture just to the side of the road.
[01:38:42.351 --> 01:38:43.472]  Very risky landing.
[01:38:44.172 --> 01:38:44.672]  We're good to go.
[01:39:02.129 --> 01:39:05.971]  Investigators are still trying to figure out whether the man was related to that child.
[01:39:06.531 --> 01:39:08.372]  Diane Kepley, Associated Press.
[01:39:08.592 --> 01:39:09.732]  Alright, so there's the AP report.
[01:39:09.752 --> 01:39:11.273]  I'm going to pull up more detailed reports.
[01:39:11.313 --> 01:39:13.414]  The point is, is the guy was a schizophrenic.
[01:39:13.454 --> 01:39:14.214]  He went crazy.
[01:39:14.234 --> 01:39:15.395]  He was killing this child.
[01:39:16.955 --> 01:39:21.837]  And people pulled down the road, they stopped, they drove by, and they cowardly sat there and watched it.
[01:39:21.917 --> 01:39:24.878]  I mean, it's not even a thing of being tough or having courage.
[01:39:25.379 --> 01:39:30.741]  My instinct is, I see somebody stomping on a baby's head, I am going to tear them to pieces.
[01:39:32.253 --> 01:39:33.434]  I'm going to tear them to pieces!
[01:39:35.056 --> 01:39:38.038]  And, I mean, isn't that normal?
[01:39:40.060 --> 01:39:41.902]  Isn't that just what you're supposed to do?
[01:39:42.702 --> 01:39:47.947]  But no, these people were so domesticated, so enslaved, they waited for the police.
[01:39:47.987 --> 01:39:53.352]  You know, Chicago has 5, 6, 7, depending on the year, this year it's all-time records,
[01:39:54.022 --> 01:39:55.183]  Highest crime rate in the country.
[01:39:55.223 --> 01:39:56.404]  Higher than any other part of the country.
[01:39:56.884 --> 01:39:57.585]  New York City.
[01:39:57.885 --> 01:39:59.706]  These are the places where the public's disarmed.
[01:39:59.726 --> 01:40:01.688]  They have five, six, seven, eight locks on their doors.
[01:40:02.048 --> 01:40:03.129]  They cower in fear.
[01:40:03.509 --> 01:40:04.830]  The criminals run everything.
[01:40:05.891 --> 01:40:08.833]  The police are basically thugs in these cities, and I've experienced it.
[01:40:09.734 --> 01:40:13.357]  New York police just got caught, and then lying about it, and then police blew the whistle inside.
[01:40:13.397 --> 01:40:16.359]  We're sodomizing some guy for running from him.
[01:40:16.419 --> 01:40:18.661]  I mean, you know, it's just evil spreading.
[01:40:19.722 --> 01:40:22.804]  And thank God I'm still in a place where people aren't completely domesticated.
[01:40:23.744 --> 01:40:24.625]  You know, like Texas.
[01:40:24.845 --> 01:40:29.047]  But a lot of places in the country, you shoot somebody that enters your own house, you go to jail.
[01:40:29.087 --> 01:40:32.289]  In England, if you defend yourself in any way, they throw the book at you.
[01:40:32.629 --> 01:40:35.550]  They want the message that you are to be a jellyfish slave.
[01:40:35.850 --> 01:40:37.751]  They want little chicken slaves.
[01:40:40.413 --> 01:40:42.414]  And I want to say something else about 9-11 truth.
[01:40:43.814 --> 01:40:45.155]  You know, I just tell it like it is.
[01:40:45.195 --> 01:40:48.917]  When I found out Bill Clinton's people had been involved bombing Oklahoma City, I exposed it.
[01:40:49.918 --> 01:40:52.659]  And that made a film about it, and there's so much evidence, I don't have time to get into it.
[01:40:53.482 --> 01:40:55.622]  And there's over 200 examples that are declassified.
[01:40:55.642 --> 01:40:56.663]  This is where it's admitted.
[01:40:56.683 --> 01:40:57.223]  Do you hear me?
[01:40:57.523 --> 01:41:06.925]  Where criminal elements of our government stage terror attacks to blame it on foreign governments, enemies, or domestic groups as a pretext to crack down on them or enslave them.
[01:41:08.405 --> 01:41:11.326]  And so, when 9-11 happened, we looked at the evidence.
[01:41:11.386 --> 01:41:12.566]  It's clearly an inside job.
[01:41:13.046 --> 01:41:16.607]  The other side tries to lie about us or put out disinfo or whatever.
[01:41:16.887 --> 01:41:20.588]  Look, it's upsetting that criminals in our government
[01:41:22.489 --> 01:41:23.411]  stage the attacks.
[01:41:25.074 --> 01:41:31.928]  It's upsetting that it's in several official army field manuals that we posted up at InfoWars.com.
[01:41:33.124 --> 01:41:39.549]  Uh, that are on WikiLeaks, that the media's covered, where army captains are taught in special forces how to stage terror attacks.
[01:41:39.609 --> 01:41:41.511]  I mean, that's like a canteen in an M-16.
[01:41:41.831 --> 01:41:43.392]  It's just part of what they do.
[01:41:43.432 --> 01:41:44.693]  It's part of their basic training.
[01:41:45.294 --> 01:41:47.295]  And, I mean, I'm not going to live in denial.
[01:41:47.816 --> 01:41:53.000]  I'm not going to, because I don't want to believe that and that scary lie to myself and then say it doesn't exist.
[01:41:53.780 --> 01:41:55.582]  You know, we're a nation living in denial.
[01:41:56.664 --> 01:42:03.426]  People denied, you know, the small minority that was for the banker takeover and said, oh Alex, you know, they're going to use this to prop up bad mortgages.
[01:42:03.466 --> 01:42:05.066]  And of course they haven't now and they're keeping the money.
[01:42:06.006 --> 01:42:07.867]  I was right about that because I read the documents.
[01:42:08.467 --> 01:42:10.668]  You know, I address things according to what the facts are.
[01:42:10.768 --> 01:42:16.489]  I go, I look at the information, and no matter how horrible it is, I cover it and I deal with it.
[01:42:18.550 --> 01:42:19.430]  And it's just that simple.
[01:42:19.670 --> 01:42:24.191]  So I'm begging everybody out there listening to me tonight, around the world,
[01:42:26.112 --> 01:42:29.013]  To start taking action, to stop being so cowardly.
[01:42:29.534 --> 01:42:34.496]  A lot of people I talk to know the government's criminal, know it's corrupt, but they're afraid to speak out and get involved.
[01:42:34.516 --> 01:42:36.797]  And they say, Alex, we're just so glad you're there.
[01:42:36.837 --> 01:42:38.577]  We're so glad you're doing the job for us.
[01:42:39.318 --> 01:42:41.699]  Folks, me just putting out the information isn't going to save us.
[01:42:42.019 --> 01:42:43.399]  It's all of you taking action.
[01:42:43.439 --> 01:42:46.400]  And by the way, you shouldn't be in the mindset of just believing me.
[01:42:47.861 --> 01:42:49.222]  You should go check out what I'm saying.
[01:42:49.262 --> 01:42:50.842]  And that goes for people that disagree with me.
[01:42:51.462 --> 01:42:55.244]  If you agree with me, you should go check out what I'm saying so you have the documents and the facts for yourself.
[01:42:56.457 --> 01:42:59.460]  But if you disagree with me, you should go and prove me wrong.
[01:43:00.240 --> 01:43:01.261]  Prove that I'm a liar.
[01:43:01.642 --> 01:43:03.043]  Prove that I'm not telling the truth.
[01:43:03.063 --> 01:43:04.404]  You know what you're going to find out?
[01:43:04.424 --> 01:43:06.706]  You're going to find out I'm telling you the truth.
[01:43:08.107 --> 01:43:08.428]  Okay?
[01:43:10.329 --> 01:43:13.232]  Bottom line, folks, look at history.
[01:43:13.292 --> 01:43:15.834]  Look at how tyrannical and abusive governments get.
[01:43:16.354 --> 01:43:20.238]  Look at how bad things they do when people lay down and live in denial.
[01:43:21.531 --> 01:43:25.156]  Night is falling, tyranny is upon us, but we can take liberty back.
[01:43:25.216 --> 01:43:27.859]  We can defend our children and our future if we get involved.
[01:43:28.220 --> 01:43:30.983]  Final segment, we'll go straight to your phone calls, out of the gate.
[01:43:31.404 --> 01:43:33.266]  Heart disease is on the rise.
[01:43:33.406 --> 01:43:39.474]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you, but the symptoms
[01:43:39.634 --> 01:43:40.055]  Are there?
[01:43:40.335 --> 01:43:48.524]  Loss of energy, blood sugar spikes and drops, poor circulation and irregular heartbeat are just a few of these that can alert you that something is wrong.
[01:43:48.744 --> 01:43:54.470]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[01:43:54.870 --> 01:43:56.432]  My blood pressure has normalized.
[01:43:56.492 --> 01:43:58.655]  My diabetes has totally improved.
[01:43:58.775 --> 01:44:03.039]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[01:44:03.200 --> 01:44:05.322]  I recommend Heart and Body Extract to everyone.
[01:44:05.422 --> 01:44:13.191]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[01:44:13.351 --> 01:44:16.454]  Order your two-month supply today by calling 866-295-5305.
[01:44:17.555 --> 01:44:21.278]  That's 866-295-5305.
[01:44:21.438 --> 01:44:24.281]  Or order online at hbextract.com.
[01:44:24.481 --> 01:44:26.343]  Heart and body extract, 866-295-5305.
[01:44:26.743 --> 01:44:30.467]  Or hbextract.com.
[01:44:30.787 --> 01:44:34.610]  Do you have doubts about the stability of the dollar or your own financial future?
[01:44:34.991 --> 01:44:39.675]  Is a dismal growth rate or rapid inflation affecting the bottom line of your retirement savings account?
[01:44:39.955 --> 01:44:45.021]  Do you worry about uncontrollable economic events which could suddenly wipe out some or all of your hard-earned savings?
[01:44:45.321 --> 01:44:47.284]  You can turn adversity into opportunity.
[01:44:47.304 --> 01:44:55.813]  Individual retirement accounts and most 401Ks, 403Bs, SEFs and other retirement plans can be rolled over into self-directed accounts using gold and silver.
[01:44:55.833 --> 01:45:00.459]  There are definitely some do's and don'ts with this rollover process and that's where Midas Resources comes in.
[01:45:00.859 --> 01:45:06.563]  Call us at 1-866-323-5665 and we can help you with this process.
[01:45:07.063 --> 01:45:11.987]  History has shown that metals will maintain your buying power even if other financial assets are failing.
[01:45:12.507 --> 01:45:17.050]  It's not a question of if you'll need precious metals in your portfolio, it's a question of when.
[01:45:17.490 --> 01:45:22.494]  So whether you're planning for an economic rainy day or a Category 5 hurricane, the solution is the same.
[01:45:22.774 --> 01:45:23.614]  Call us today at 1-866-323-5665.
[01:45:23.634 --> 01:45:23.695]  1-866-323-5665.
[01:45:31.462 --> 01:45:36.905]  Question, is the world getting better or vastly worse?
[01:45:36.985 --> 01:45:41.168]  The world economic collapse could come any day.
[01:45:41.508 --> 01:45:45.951]  Question, are you prepared or are you ignoring the signs?
[01:45:47.632 --> 01:45:51.995]  Question, do you have seven years of healthy food for your family?
[01:45:57.279 --> 01:46:00.281]  Go to survivalistseeds.com now.
[01:46:00.301 --> 01:46:05.743]  12,000 seeds giving you 5,000 pounds of food for just four pennies a pound.
[01:46:05.763 --> 01:46:09.405]  Without a long-term food solution, your choices are limited.
[01:46:09.938 --> 01:46:14.763]  Visit SurvivalistSeeds.com and check out our Doomsday Water Filter System.
[01:46:14.883 --> 01:46:16.585]  Without water, you die.
[01:46:16.645 --> 01:46:20.108]  It's all online at SurvivalistSeeds.com.
[01:46:20.268 --> 01:46:21.269]  Are you prepared?
[01:46:21.329 --> 01:46:23.711]  That's SurvivalistSeeds.com.
[01:46:23.912 --> 01:46:26.014]  Go to SurvivalistSeeds.com.
[01:46:26.154 --> 01:46:30.198]  Do it now or become property of the New World Order.
[01:46:30.794 --> 01:46:36.375]  Ionic Zone has the lowest prices in the USA on shock treatment ozone generators, starting at $299.
[01:46:37.036 --> 01:46:50.759]  Ionic Zone shock treatment ozone generators are used by remediation contractors and homeowners alike to sterilize homes and cars, making them free from bacteria, molds, viruses, and complete removal of secondhand smoke, pet odors, you name it.
[01:46:50.979 --> 01:46:54.140]  What else can three oxygen atoms, in other words, ozone, do?
[01:46:54.520 --> 01:46:59.026]  Many hospitals sterilize their operating rooms with ozone before and after operations.
[01:46:59.286 --> 01:47:01.168]  And have you ever heard of ozone therapy?
[01:47:01.388 --> 01:47:04.632]  Ionic Zone has a wealth of information on ozone therapy.
[01:47:04.953 --> 01:47:11.541]  Ozone therapy is used, among other things, to raise the body's oxygen level, which studies suggest boosts the immune system.
[01:47:11.761 --> 01:47:18.703]  You can learn more about ozone therapy or ionic zone ozone generators by going to ioniczone.com or calling 800-549-9535.
[01:47:18.763 --> 01:47:20.103]  That's ioniczone.com or toll free 800-549-9535.
[01:47:20.183 --> 01:47:20.644]  Ionic Zone.
[01:47:20.684 --> 01:47:22.484]  Thank you for listening to GCN.
[01:47:22.504 --> 01:47:25.345]  Be sure to visit GCNlive.com today.
[01:47:45.194 --> 01:47:46.415]  Alright, final segment.
[01:47:46.435 --> 01:47:47.535]  Look, I'm not tootin' my horn.
[01:47:47.555 --> 01:47:48.896]  Remember about two weeks ago?
[01:47:48.916 --> 01:47:51.517]  It was on a Friday.
[01:47:51.537 --> 01:48:00.481]  A lady in Texas claimed at an ATM she was attacked by a black guy who carved a Barack Obama bee on her face and sexually assaulted her.
[01:48:01.182 --> 01:48:01.882]  I read the article.
[01:48:03.328 --> 01:48:07.331]  Right after it came out, it went on air on the weekday show and said, this is going to end up being staged.
[01:48:07.391 --> 01:48:08.491]  I'm sure of it.
[01:48:08.992 --> 01:48:10.113]  Look, the bee is backwards.
[01:48:10.153 --> 01:48:11.213]  She carved it in a mirror.
[01:48:11.654 --> 01:48:12.854]  That eye isn't swollen.
[01:48:12.894 --> 01:48:13.595]  That's makeup.
[01:48:13.655 --> 01:48:14.816]  She didn't want a medical report.
[01:48:14.856 --> 01:48:15.236]  It's fake.
[01:48:15.836 --> 01:48:17.257]  Two days later, it was admitted it was fake.
[01:48:17.537 --> 01:48:19.158]  Look, I'm not that smart, folks.
[01:48:19.519 --> 01:48:20.800]  I understand baloney.
[01:48:21.060 --> 01:48:25.763]  I'm a real investigator, and I'm telling you, I've been investigating the government, and they're a pack of criminals.
[01:48:26.223 --> 01:48:27.384]  Now, what did that woman do?
[01:48:27.464 --> 01:48:29.225]  This isn't about that puppet Barack Obama.
[01:48:29.245 --> 01:48:32.007]  The point is, she ran a false flag attack.
[01:48:33.484 --> 01:48:35.245]  Now that's right out of the Army Field Manual.
[01:48:35.265 --> 01:48:36.907]  They ought to go put her in Special Forces.
[01:48:37.527 --> 01:48:38.648]  That's what they do.
[01:48:38.968 --> 01:48:39.789]  The Russians do it.
[01:48:39.849 --> 01:48:40.849]  All these governments do it.
[01:48:41.330 --> 01:48:43.651]  And I'm sick of people living in denial.
[01:48:44.292 --> 01:48:46.053]  Government-sponsored terror is real.
[01:48:46.373 --> 01:48:46.994]  It's happening.
[01:48:47.454 --> 01:48:51.717]  And I had to take the heat day one going on air on 9-11 seven years ago and say it was an inside job.
[01:48:52.037 --> 01:48:55.380]  And we've exposed it to such an extent they may not stage more terror in the future.
[01:48:56.696 --> 01:48:59.439]  And I salute all of you who are in 9-11 Truth and all you go through.
[01:48:59.979 --> 01:49:01.901]  And all these national TV programs attacking me?
[01:49:02.041 --> 01:49:02.601]  I don't care.
[01:49:02.862 --> 01:49:04.183]  Because the truth is what matters.
[01:49:04.223 --> 01:49:07.386]  And I'm willing to sacrifice myself and my name to get the truth out.
[01:49:07.686 --> 01:49:11.589]  But in the end, as Mark Twain said, patriots end up winning.
[01:49:12.070 --> 01:49:15.393]  He said, in the beginning, a patriot's a scarce man, hated and feared and scorned.
[01:49:15.413 --> 01:49:20.137]  But in time, when his cause succeeds, let them adjoin him, because then it costs nothing to be a patriot.
[01:49:20.157 --> 01:49:21.218]  Let's rampage through your coals.
[01:49:21.538 --> 01:49:23.520]  Chris, in Florida, you're on the air worldwide.
[01:49:24.434 --> 01:49:46.298]  Speaking of the pineal gland, the pineal comes from pine or pine cone and end on a pine cone looks like a lotus or the thousand petaled lotus which is spoken of in yoga and Paramahansa Yogananda who brought yoga to America in the 20s wrote in his book Autobiography of a Yogi that's focused on the third eyes
[01:49:46.898 --> 01:50:10.010]  Essentially, I'm paraphrasing, it's a way to make your life a meditation, and I took that to heart, and I very much can speak from experience, that it's a way that the New World Order, the tyrants are using to bring down our awareness, the pineal gland... Well, look, bottom line scientifically,
[01:50:11.221 --> 01:50:18.124]  Fluoride drunk for more than just a few years, you can go read the studies, gives you a 20 point IQ reduction.
[01:50:18.184 --> 01:50:18.945]  So, there you go.
[01:50:21.646 --> 01:50:22.066]  Go ahead, sir.
[01:50:23.987 --> 01:50:24.507]  Let him go.
[01:50:24.628 --> 01:50:26.488]  No, I appreciate your call.
[01:50:27.109 --> 01:50:31.491]  Let's go ahead now and talk to Charles in California.
[01:50:31.531 --> 01:50:32.271]  You're on the air.
[01:50:33.632 --> 01:50:34.892]  Actually, I went to the wrong caller.
[01:50:34.912 --> 01:50:35.593]  I got somebody here.
[01:50:35.953 --> 01:50:37.013]  Charles in California.
[01:50:37.033 --> 01:50:37.534]  You're on the air.
[01:50:37.574 --> 01:50:37.874]  Go ahead.
[01:50:38.539 --> 01:50:40.382]  Hey Alex, keep planting those seeds, man.
[01:50:40.422 --> 01:50:41.483]  I listen to you every day.
[01:50:41.503 --> 01:50:43.025]  I'm only 21 years old.
[01:50:43.105 --> 01:50:46.290]  I could be doing a lot of other things, but this is the most important thing.
[01:50:46.811 --> 01:50:47.892]  I called you on Friday.
[01:50:48.533 --> 01:50:51.537]  Just want to finish up that point about the Obama gun thing.
[01:50:51.938 --> 01:50:53.860]  My thought was that they're going to use that event.
[01:50:54.921 --> 01:51:01.209]  And, uh, to get everybody to go along with the gun banning that he's going to do, because we know he's going to ban all guns, handguns, shotguns.
[01:51:01.249 --> 01:51:03.011]  We know he said he wants to ban a lot of them.
[01:51:03.031 --> 01:51:05.674]  I mean, just... Oh, but you don't like black people.
[01:51:05.714 --> 01:51:06.655]  It has nothing to do with that.
[01:51:06.695 --> 01:51:08.898]  He's a gun-grabbing... But so is McCain!
[01:51:10.296 --> 01:51:14.860]  Okay, also another thing is you mentioned aspartame, which is an excitotoxin.
[01:51:15.281 --> 01:51:18.444]  The other excitotoxin, which is just destroying this whole country.
[01:51:18.464 --> 01:51:18.684]  MSG.
[01:51:18.784 --> 01:51:19.945]  You know about it.
[01:51:20.086 --> 01:51:21.287]  Monosodium glutamate.
[01:51:21.327 --> 01:51:21.727]  Deadly.
[01:51:21.887 --> 01:51:24.209]  MSG, which is basically in everything.
[01:51:24.570 --> 01:51:24.970]  Hidden in 70...
[01:51:26.547 --> 01:51:31.970]  70 plus ingredients and everybody needs to keep an eye on that, whoever's, you know, listening and believes this stuff.
[01:51:32.150 --> 01:51:34.030]  And everyone should listen to Alex Jones.
[01:51:34.471 --> 01:51:35.571]  Trust everything he says.
[01:51:35.591 --> 01:51:38.772]  It's all, you don't even have to trust, like he says, research it up.
[01:51:38.893 --> 01:51:39.793]  It's all out there.
[01:51:40.373 --> 01:51:41.634]  And I just want to thank you again, man.
[01:51:41.694 --> 01:51:42.874]  I appreciate all your guests.
[01:51:42.974 --> 01:51:44.415]  Hey, we appreciate you, my friend.
[01:51:44.495 --> 01:51:46.336]  Maggie in Texas, you're on the air.
[01:51:46.356 --> 01:51:48.136]  Hello, Alex.
[01:51:48.337 --> 01:51:49.157]  Hi.
[01:51:49.577 --> 01:51:51.378]  I just wanted to let you know that a, uh,
[01:51:52.495 --> 01:51:59.060]  A serious campaign to challenge fluoridation in Austin, to get rid of it, i.e.
[01:51:59.620 --> 01:52:10.048]  is... Well, I mean, even the EPA and FDA have had to admit that it's forced medication, it's illegal, they've removed it in Europe, it's admittedly deadly poison, and it's up to the people to get out there and do it.
[01:52:10.468 --> 01:52:21.176]  I mean, look, your children are being assaulted, you're being assaulted, and we sit here nationwide like the people that sat there for 30 minutes calling 911 while this guy beat this baby to death in the street.
[01:52:22.016 --> 01:52:25.278]  I mean, it's that attitude of laying down, it's gotta stop.
[01:52:25.438 --> 01:52:26.158]  I can't do it all.
[01:52:26.598 --> 01:52:27.099]  Exactly.
[01:52:27.159 --> 01:52:40.324]  Well, a bunch of us are very mad and very upset, and we are getting on this, and our campaign, which is fundamentally an education campaign to begin with, will begin to move very... How do folks get involved?
[01:52:40.344 --> 01:52:42.385]  Do you have a website, like Austins Against Floor Out or something?
[01:52:42.465 --> 01:52:42.886]  You know what?
[01:52:44.086 --> 01:52:46.067]  I've purchased the domain name.
[01:52:46.247 --> 01:52:49.929]  It's not up yet, though, but people who are interested can
[01:52:51.149 --> 01:53:05.242]  You can email to this address fluoride.info, that is f-l-u-o-r-i-d-e dot i-n-f-o at yahoo.com.
[01:53:05.322 --> 01:53:08.926]  Okay, great, but people need to just take action, period, on all these issues.
[01:53:09.626 --> 01:53:09.967]  Okay?
[01:53:10.787 --> 01:53:13.490]  Let's go ahead and talk to James in Oklahoma.
[01:53:13.510 --> 01:53:14.291]  James, you're on the air.
[01:53:15.071 --> 01:53:17.293]  Hi Alex, this is James Nathanael.
[01:53:17.433 --> 01:53:22.937]  I just wanted to kind of concur with all that you said about the mind control with the mass media and this and that.
[01:53:22.957 --> 01:53:26.560]  What I wanted to bring up was last night's episode of the new Knight Rider series.
[01:53:38.190 --> 01:53:46.457]  They were going to go bust these terrorists that were going to take this thermonuclear-looking bomb in the back of a five-ton military truck and blow up a dam.
[01:53:46.717 --> 01:53:54.203]  And when they were kind of leading into it, telling him what his mission was and this and that, they openly referred to the terrorists as constitutionalists.
[01:53:54.303 --> 01:53:58.366]  And anybody that has key-voted that or wants to go back and check it can do it.
[01:53:58.846 --> 01:54:02.587]  But they referred to people that are constitutionalists by comparing them with terrorists.
[01:54:02.687 --> 01:54:03.907]  And then cops watch that.
[01:54:03.967 --> 01:54:05.168]  I have the police handbooks.
[01:54:05.468 --> 01:54:07.768]  It's in my film, Road to Tyranny, where FEMA teaches police.
[01:54:08.088 --> 01:54:09.289]  The Founding Fathers are bad.
[01:54:09.329 --> 01:54:11.549]  Anybody that talks about the Bill of Rights or Constitution is bad.
[01:54:12.049 --> 01:54:14.870]  And they're brainwashing them in all these TV shows and movies.
[01:54:15.150 --> 01:54:17.611]  They demonize gun owners and constitutionalists.
[01:54:17.871 --> 01:54:19.951]  I mean, how stupid do they think we are?
[01:54:20.231 --> 01:54:21.192]  And the feds have been caught.
[01:54:21.212 --> 01:54:22.052]  I don't know about this case.
[01:54:22.632 --> 01:54:31.376]  Yeah, and you can tell just by watching like this new Knight Rider series, it's kind of like the old one, you can obviously tell that it's geared towards children, younger people.
