[00:00:00.049 --> 00:00:01.210]  SprayYourPlate.com.
[01:35:57.957 --> 01:35:59.378]  I think that's a very egregious one.
[01:35:59.398 --> 01:36:00.639]  This is Larry Sinclair.
[01:36:00.659 --> 01:36:02.640]  He's a gay man from Minnesota.
[01:36:03.120 --> 01:36:08.124]  And he, in mid-January, put up this tape on the Internet, which has been seen by many millions of people.
[01:36:08.644 --> 01:36:12.665]  It said, in 1999, I had two homosexual encounters with Obama.
[01:36:13.045 --> 01:36:17.106]  Obama carries his own crack pipe, pulled it out, and smoked crack cocaine.
[01:36:17.466 --> 01:36:20.167]  He came here to the Washington National Press Club.
[01:36:20.187 --> 01:36:23.087]  By the way, Obama admits that he's done a lot of heavy drugs in the past.
[01:36:23.127 --> 01:36:27.108]  Yes, cocaine and marijuana, but he says he never injected.
[01:36:27.868 --> 01:36:28.568]  He didn't inject.
[01:36:29.288 --> 01:36:31.129]  But Sinclair was here on June 18th.
[01:36:32.009 --> 01:36:40.033]  He gave his presentation in the National Press Club before he even left the premises of this temple of the First Amendment and freedom of the press.
[01:36:40.433 --> 01:36:52.358]  He was arrested on a fake warrant that had been hooked up by Beau Biden, the corrupt, nepotist son of Joe Biden, currently the Democratic vice presidential candidate.
[01:36:52.618 --> 01:36:54.179]  Larry Sinclair was dragged off.
[01:36:54.219 --> 01:36:58.421]  He spent the next four or five days... And by the way, it came out it was fake later.
[01:36:58.841 --> 01:36:59.662]  In the D.C.
[01:36:59.702 --> 01:37:00.102]  Jail!
[01:37:00.122 --> 01:37:00.943]  Fake arrests now!
[01:37:01.003 --> 01:37:03.744]  Please don't arrest me, police, when I leave here if we're talking about Obama.
[01:37:03.764 --> 01:37:05.205]  I mean, this country's gone, man.
[01:37:05.225 --> 01:37:08.408]  Yeah, well, this is why Obama really is worse.
[01:37:08.768 --> 01:37:11.570]  I mean, McCain has all kinds of problems, I'd be the first to say.
[01:37:11.850 --> 01:37:15.252]  But I don't see this kind of enemies list operation.
[01:37:15.292 --> 01:37:15.812]  Well, no, that's it.
[01:37:15.873 --> 01:37:17.594]  McCain will have no support.
[01:37:17.654 --> 01:37:19.115]  Everybody will hate him day one.
[01:37:19.435 --> 01:37:20.656]  The state will have no power.
[01:37:20.696 --> 01:37:22.317]  But you're right, the system loves
[01:37:22.977 --> 01:37:23.918]  Somebody tattling.
[01:37:24.418 --> 01:37:28.001]  I mean, if a neighbor says they did something to their kid, no evidence, the cops will take it.
[01:37:28.341 --> 01:37:29.081]  You know, the child.
[01:37:29.141 --> 01:37:34.805]  But if... I mean, why does the police state love having the citizens involved?
[01:37:34.945 --> 01:37:36.346]  Well, because it gives them less coverage.
[01:37:36.366 --> 01:37:37.347]  Just a couple of examples.
[01:37:37.407 --> 01:37:40.529]  Harold Simmons has got this group called American Issues.
[01:37:40.589 --> 01:37:45.693]  He's a rich right-winger, and he wanted to put some very useful ads on television about Obama
[01:37:46.073 --> 01:37:52.843]  And it really is true that he's neck deep in all these known terrorists.
[01:37:52.863 --> 01:37:53.124]  Absolutely.
[01:37:53.184 --> 01:37:55.567]  Bill Ayers is a weatherman, terrorist, bomber.
[01:37:55.648 --> 01:37:57.350]  Actually a cop killer, I would say.
[01:38:02.057 --> 01:38:07.619]  Obama owes his career to Bill Ayers, who made him the head of the Chicago Analyst Association.
[01:38:07.639 --> 01:38:07.999]  But that's okay!
[01:38:08.019 --> 01:38:09.359]  The cops are going to love him because he's a cop.
[01:38:09.379 --> 01:38:12.300]  This is all in my book, Barack H. Obama, The Unauthorized Biography.
[01:38:12.320 --> 01:38:22.424]  So, when Harold Simmons puts these things on television, the Obama campaign writes to the Justice Department saying, we want you to arrest Harold Simmons and the people at this 527 group.
[01:38:23.564 --> 01:38:25.025]  For criminal violations.
[01:38:25.385 --> 01:38:26.967]  We've already gone through Palin's email.
[01:38:27.007 --> 01:38:28.748]  We've gone through the Missouri case.
[01:38:29.328 --> 01:38:30.349]  WGN Chicago.
[01:38:30.389 --> 01:38:31.170]  This is very interesting.
[01:38:31.230 --> 01:38:34.913]  Milt Rosenberg is a former professor at the University of Chicago.
[01:38:34.973 --> 01:38:38.675]  He has a very intellectual, cerebral talk show at night.
[01:38:39.016 --> 01:38:40.837]  He has a guy on called Stanley Kurtz.
[01:38:40.897 --> 01:38:43.839]  He's a neocon from the National Review Online.
[01:38:44.260 --> 01:38:50.805]  And that guy has been going through the Obama, I'm sorry, the Chicago Annenberg Challenge Foundation papers.
[01:38:51.465 --> 01:38:53.926]  Annenberg Chicago Challenge was a divide and conquer thing.
[01:38:53.946 --> 01:38:58.889]  They wanted to play the black parents against the black teachers union against the government.
[01:39:14.957 --> 01:39:20.740]  Yeah, this is the Chicago Annenberg Challenge, which is... And they wouldn't allow the documents to come out, yeah.
[01:39:20.800 --> 01:39:22.041]  They withheld the documents.
[01:39:22.141 --> 01:39:25.223]  Kurtz made a big stink about it with the help of others, including myself.
[01:39:25.663 --> 01:39:29.585]  He went there and went through the papers, and he wanted to go on this program.
[01:39:29.825 --> 01:39:34.848]  So there's a thing called the Obama Action Line that put out this emergency call
[01:39:35.308 --> 01:39:36.569]  Oh yeah, that's the other issue!
[01:39:36.629 --> 01:39:38.271]  They want the Fairness Doctrine, which will shut down
[01:39:51.704 --> 01:39:53.045]  He's going to shut down all these radio shows.
[01:39:53.065 --> 01:39:53.525]  Exactly.
[01:39:54.085 --> 01:39:56.347]  And he said he's going to shut down the internet as well.
[01:39:57.267 --> 01:39:58.408]  So is McCain.
[01:39:58.428 --> 01:40:00.249]  We're going to have censorship.
[01:40:00.269 --> 01:40:05.672]  We're going to have political correctness under left cover with hate crimes and all the rest of this stuff.
[01:40:06.052 --> 01:40:09.214]  Anyway, they tried to shut down Milt Rosenberg on WGN.
[01:40:09.534 --> 01:40:20.721]  Let me also point out, and people may be listening can confirm this, in Texas, for the Texas Democratic Caucuses, as well as in the Iowa Caucuses and in other caucuses,
[01:40:21.161 --> 01:40:28.327]  There's a whole book full of hooligan activities by the Obama campaign.
[01:40:28.647 --> 01:40:32.410]  Locking people out, seizing control of caucuses.
[01:40:32.550 --> 01:40:48.722]  Well, remember in Berlin, everywhere they said no one is allowed to have signs, even supporting them so they couldn't have anti-Obama signs, and so there was no free speech there, and anybody who did pull another Hillary sign or Ron Paul out was arrested.
[01:40:49.389 --> 01:40:54.932]  There's another dimension which is Obama has three convicted felons that are his godfathers.
[01:40:59.799 --> 01:41:06.124]  And this guy, Nadhimi Aouchi, Resco is this gangster... And it is true his mother wasn't continually in the U.S.
[01:41:06.164 --> 01:41:09.787]  long enough to be able to have him in Kenya, so he is not eligible for the presidency.
[01:41:09.807 --> 01:41:11.448]  Yeah, but that's the Berkshire.
[01:41:11.468 --> 01:41:12.248]  We'll get to that in a minute.
[01:41:12.268 --> 01:41:13.950]  But just these three guys, right?
[01:41:14.430 --> 01:41:22.396]  Aouchi, Nadhimi Aouchi has a lawyer who is threatening people, threatening websites, threatening investigative journalists.
[01:41:22.756 --> 01:41:27.280]  You're not allowed to tell anything about Aouchi and his relations to Obama.
[01:41:27.380 --> 01:41:28.921]  Aouchi is involved in the biggest
[01:41:29.481 --> 01:41:36.224]  Yeah, everybody knows about Resco and all the communists and the rest of it and the house swapping and the rest of it, but look, the bottom line here is
[01:41:51.738 --> 01:41:53.640]  You've got McCain mobbed up with his wife.
[01:41:54.160 --> 01:41:55.421]  You've got him Keating 5.
[01:41:55.481 --> 01:41:58.044]  You've got him saying, use troops to confiscate guns.
[01:41:58.104 --> 01:42:03.168]  I mean, McCain's really bad, New World Order, open border promoting, you know, tax and spend guy.
[01:42:03.468 --> 01:42:06.851]  But, I mean, it is true, he is not the Hollywood type.
[01:42:06.871 --> 01:42:09.734]  He isn't, you know, sexy as the ad agencies say.
[01:42:10.334 --> 01:42:14.863]  And with this Obama, you literally do have a cult following.
[01:42:15.505 --> 01:42:19.071]  And I know some of the websites that went after him have been shut down.
[01:42:20.194 --> 01:42:21.075]  What about you, Webster?
[01:42:21.095 --> 01:42:21.717]  What's happened to you?
[01:42:23.067 --> 01:42:31.653]  I'm still here so far, but I would say that the criterion you have to use is who has a fascist mass movement or reasonable facsimile thereof.
[01:42:31.993 --> 01:42:32.613]  It's Obama.
[01:42:33.054 --> 01:42:35.495]  McCain is a garden variety reactionary.
[01:42:35.555 --> 01:42:36.996]  Nothing special.
[01:42:37.096 --> 01:42:38.017]  Nothing out of the ordinary.
[01:42:38.057 --> 01:42:40.539]  Similar to Bush in many ways.
[01:42:40.559 --> 01:42:45.202]  You're saying Obama could really have a Hitlerian dynamism.
[01:42:45.843 --> 01:42:50.046]  He would be able to lean on a fascist mass movement of Kool-Aid drinkers and fanatics.
[01:42:50.706 --> 01:42:51.847]  Yeah, well I know this.
[01:42:52.007 --> 01:42:54.608]  He is a gun grabber and I don't like him for that alone.
[01:42:54.889 --> 01:42:57.450]  We'll be right back to talk about Obama getting arrested.
[01:42:57.470 --> 01:42:58.351]  Stay with us.
[01:42:59.531 --> 01:43:00.132]  Question.
[01:43:00.372 --> 01:43:04.975]  Is the world getting better or vastly worse?
[01:43:05.055 --> 01:43:09.517]  The world economic collapse could come any day.
[01:43:09.577 --> 01:43:10.118]  Question.
[01:43:10.418 --> 01:43:14.020]  Are you prepared or are you ignoring the signs?
[01:43:15.701 --> 01:43:16.282]  Question.
[01:43:16.482 --> 01:43:20.024]  Do you have seven years of healthy food for your family?
[01:43:25.335 --> 01:43:28.999]  Go to survivalistseeds.com now.
[01:43:29.479 --> 01:43:33.784]  12,000 seeds giving you 5,000 pounds of food for just four pennies a pound.
[01:43:33.804 --> 01:43:37.488]  Without a long-term food solution, your choices are limited.
[01:43:37.992 --> 01:43:42.814]  Visit SurvivalistSeeds.com and check out our Doomsday Water Filter System.
[01:43:42.934 --> 01:43:44.635]  Without water, you die.
[01:43:44.695 --> 01:43:48.157]  It's all online at SurvivalistSeeds.com.
[01:43:48.317 --> 01:43:49.337]  Are you prepared?
[01:43:49.377 --> 01:43:51.758]  That's SurvivalistSeeds.com.
[01:43:51.958 --> 01:43:54.059]  Go to SurvivalistSeeds.com.
[01:43:54.199 --> 01:43:57.821]  Do it now or become property of the new world order.
[01:43:59.625 --> 01:44:02.689]  Do you want to pay for the government bailout of Fannie Mae and Freddie Mac?
[01:44:02.889 --> 01:44:04.150]  You may have no choice.
[01:44:04.851 --> 01:44:07.714]  Obviously, taxpayers are on the hook for over $6 trillion.
[01:44:08.055 --> 01:44:11.859]  That's right, trillion dollars in mortgages held by these two corporations.
[01:44:12.620 --> 01:44:18.587]  The part that most people don't realize is that this bailout can have significant adverse effects on their 401ks and IRAs.
[01:44:20.208 --> 01:44:24.932]  Unless you're planning to help pay for this bailout with your personal retirement funds, you need to act now.
[01:44:25.412 --> 01:44:28.775]  The solution is to fund a self-directed IRA with gold and silver.
[01:44:29.296 --> 01:44:33.179]  Put your retirement money beyond the reach of government financiers today by calling 1-866-323-5665.
[01:44:33.199 --> 01:44:35.221]  SafeGrow IRAs are just a phone call away.
[01:44:35.261 --> 01:44:35.661]  That's 1-866-323-5665.
[01:44:35.681 --> 01:44:39.404]  Microgem at Midas Resources can help you protect your retirement nest egg.
[01:44:47.981 --> 01:44:52.424]  Get informed and ask for our free report on the unseen fallout of the Fannie Freddie rescue.
[01:44:52.924 --> 01:44:56.926]  Call 1-866-323-5665.
[01:44:59.428 --> 01:44:59.708]  Fact.
[01:44:59.908 --> 01:45:05.792]  Rapid industrialization has resulted in environmental pollution and its curse on world health is staggering.
[01:45:05.912 --> 01:45:10.154]  We live in a toxic world that is bombarded by seven new chemicals each day.
[01:45:10.234 --> 01:45:17.699]  The human body is amazing and efficient in design, but because of the polluted world in which we live, is unable to remove all toxins.
[01:45:17.739 --> 01:45:17.879]  Yes.
[01:45:17.899 --> 01:45:18.539]  The solution.
[01:45:18.660 --> 01:45:22.702]  Detoxification integrated with Electro Qi Premier Energy Foot Spa.
[01:45:22.862 --> 01:45:31.847]  The Electro Qi Premier Energy Foot Spa helps to aid in cleansing the body of harmful toxins while energizing and oxygenating your entire body at the cellular level.
[01:45:31.967 --> 01:45:44.635]  Detoxification works with the Electro Qi Premier Energy Foot Spa because it addresses the needs of individual cells, the building blocks of human life, for mental clarity, restored vitality, a stronger immune system, clear skin,
[01:45:44.855 --> 01:45:45.195]  We're good.
[01:46:03.424 --> 01:46:04.904]  The stock market is crazy.
[01:46:05.265 --> 01:46:07.585]  The chemtrails are spraying us with their chemicals.
[01:46:08.226 --> 01:46:09.966]  It's time to think about what is important.
[01:46:10.546 --> 01:46:12.747]  Most forget just how important life is.
[01:46:13.447 --> 01:46:19.989]  Life Change Tea removes toxins, chemicals, parasites, and bacteria that store up in your body.
[01:46:20.390 --> 01:46:23.190]  It cleanses you and gives you results in hours.
[01:46:23.691 --> 01:46:27.692]  And one of the wonderful side effects from this product is, you lose weight!
[01:46:28.332 --> 01:46:28.833]  That's right!
[01:46:29.013 --> 01:46:29.733]  You lose weight!
[01:46:30.033 --> 01:46:33.856]  And on top of that, there's a 45-day money-back guarantee.
[01:46:34.236 --> 01:46:34.916]  So why wait?
[01:46:35.257 --> 01:46:35.757]  Call now.
[01:46:35.877 --> 01:46:37.138]  Operators are standing by.
[01:46:37.158 --> 01:46:38.018]  928-308-0408.
[01:46:39.639 --> 01:46:44.362]  I'll say it again.
[01:46:44.382 --> 01:46:45.043]  928-308-0408.
[01:46:45.223 --> 01:46:51.187]  Or order online at GetTheTeam.com.
[01:46:51.227 --> 01:46:53.568]  That's GetTheTeam.com.
[01:46:53.789 --> 01:46:57.351]  Now remember, the stock market may crash, but you don't have to go with it.
[01:47:03.132 --> 01:47:05.594]  Thank you for listening to GCN.
[01:47:05.634 --> 01:47:17.805]  Be sure to visit GCNlive.com today.
[01:47:17.865 --> 01:47:23.390]  You know, most of the time, my wife is very upset that I do a Sunday show for two hours.
[01:47:23.410 --> 01:47:26.372]  But me, I'm upset it's not three or four hours.
[01:47:26.412 --> 01:47:27.994]  Maybe I should try to expand it.
[01:47:28.014 --> 01:47:30.135]  Because it's at times like these,
[01:47:31.258 --> 01:47:37.804]  I could go over 3 or 4 hours talking about this, and I know the phones have been loaded the whole show, and I haven't taken one phone call yet.
[01:47:38.304 --> 01:47:45.190]  Webster, I've got to have you back up next week on this particular show to finish up on this discussion, and I want to go to a few callers.
[01:47:45.611 --> 01:47:47.893]  Some of them are hopping mad at you.
[01:47:49.374 --> 01:47:52.537]  They're so angry they can't even articulate, but it has to do with Obama.
[01:47:53.698 --> 01:47:55.099]  One of them is Trooper from Austin.
[01:47:56.115 --> 01:47:57.556]  And a few others I want to go to.
[01:47:57.576 --> 01:48:08.361]  But I want to point out that Webster Tarpley is what you'd call a classical liberal, more of a FDR type.
[01:48:08.861 --> 01:48:10.482]  I mean, he's not a right-winger.
[01:48:11.082 --> 01:48:13.183]  I don't get into the whole left-right business.
[01:48:13.283 --> 01:48:17.345]  As you know, I'm more of a libertarian, and I've tried to sit out on this last election.
[01:48:18.025 --> 01:48:20.887]  Four years ago, I did as well because I'm dealing with issues.
[01:48:22.107 --> 01:48:25.449]  But Obama has something that no one's had since Reagan.
[01:48:26.477 --> 01:48:34.082]  And that's this cause celeb, this dynamic personality that they can lead.
[01:48:34.282 --> 01:48:36.924]  And it is true, there's more corporate money going to Obama.
[01:48:37.244 --> 01:48:44.789]  And now Obama's coming out and his campaign is saying, yeah, we decide if something isn't true, and then we have police who work for us come arrest you.
[01:48:45.650 --> 01:48:48.512]  And boy, I mean, that is hardcore tyranny.
[01:48:49.230 --> 01:48:55.275]  And you can really see the establishment lining things up to get rid of Bush, give you the Democrat, and move this in.
[01:48:55.315 --> 01:48:58.277]  But let's put Tarpley up and let's go to Trooper.
[01:48:58.697 --> 01:48:59.658]  Now Trooper, be nice.
[01:48:59.678 --> 01:49:01.440]  You were saying a lot of mean things about Webster.
[01:49:01.880 --> 01:49:04.762]  You're on air with him, but let's keep this civil.
[01:49:05.142 --> 01:49:06.183]  Go ahead and make your comment.
[01:49:06.984 --> 01:49:10.807]  Corsi, his friend, is a chicken-hawk swift boater.
[01:49:11.528 --> 01:49:15.451]  Tarpley is nothing but a scum-sucking swiftboater.
[01:49:16.071 --> 01:49:24.377]  And the reason you're so upset is because we're not going to sit back and let y'all swiftboat Obama the way you did Kerry.
[01:49:24.397 --> 01:49:25.778]  It's not going to happen.
[01:49:25.818 --> 01:49:26.779]  Hold on, Trooper.
[01:49:27.119 --> 01:49:29.220]  People, this is a serious call.
[01:49:29.381 --> 01:49:32.042]  I've run into Trooper at events over about 15 years.
[01:49:32.783 --> 01:49:34.404]  Trooper, he lives here in Austin.
[01:49:34.764 --> 01:49:39.888]  Trooper, you're telling me right now you agree with them arresting people for their speech?
[01:49:41.089 --> 01:49:44.151]  I just found out from your screener that he's not in the studio.
[01:49:44.311 --> 01:49:49.194]  I was personally going to come down there and arrest him for hate crimes.
[01:49:49.854 --> 01:49:50.534]  Is this a joke?
[01:49:50.835 --> 01:49:51.655]  No, it's no joke.
[01:49:51.695 --> 01:49:53.736]  Look, these people have to be stopped.
[01:49:54.617 --> 01:49:57.318]  They're the worst.
[01:49:57.538 --> 01:49:59.039]  Do you understand, Tripper?
[01:49:59.059 --> 01:50:00.800]  Hold on, put him on hold for a second.
[01:50:00.860 --> 01:50:01.661]  Hold on just a minute.
[01:50:07.555 --> 01:50:11.336]  Listen, it's prima facie evidence of evil.
[01:50:11.776 --> 01:50:15.657]  When they say you don't have a First Amendment, and if you criticize him, you get arrested.
[01:50:16.258 --> 01:50:18.278]  And now we... These are not lies.
[01:50:18.658 --> 01:50:22.679]  They never counter Dr. Corsi on any of the things he's claimed.
[01:50:23.039 --> 01:50:31.722]  They only attack him for something he said on a... Let me tell you, this is getting scary, Webster, because I... Let me also point out, I think Corsi has done some valuable things.
[01:50:32.322 --> 01:50:33.543]  I'm different from Corsi, though.
[01:50:33.703 --> 01:50:36.685]  I don't say that Obama is a communist or a Muslim.
[01:50:36.986 --> 01:50:40.328]  I say that he's a foundation operative, which is his career.
[01:50:40.348 --> 01:50:42.269]  He's a fake liberal fraud for the CIA.
[01:50:42.790 --> 01:50:46.873]  It's essentially the domestic counterinsurgency and counterintelligence apparatus.
[01:50:47.333 --> 01:50:49.534]  Obama is an agent of finance capital.
[01:50:49.794 --> 01:50:52.995]  Yeah, all you neocons that love government and love... Hold on, hold on.
[01:50:53.015 --> 01:50:53.935]  Rockefeller Soros & Company.
[01:50:54.135 --> 01:50:55.675]  Exactly, Rockefeller Soros & Company.
[01:50:55.915 --> 01:51:05.218]  For those that like secret prison camps and attacking innocent countries and think it's cute that Bush spies on us and has destroyed America, you should love Obama, shouldn't they?
[01:51:05.993 --> 01:51:08.514]  I mean, for those that love Bush, shouldn't they love Obama?
[01:51:08.854 --> 01:51:16.438]  The irony is that the people who have been fighting Bush this whole time have turned themselves into the post-modern fascists that they accused Bush of being.
[01:51:16.458 --> 01:51:20.059]  In the name of fighting that evil, meanwhile, Bush never ran anything and was a puppet.
[01:51:20.319 --> 01:51:27.202]  Okay, Trooper, I'm gonna give you the last word on this, but, uh... Let's go ahead and bring him back up.
[01:51:27.222 --> 01:51:29.303]  For some reason, I can't hear Trooper.
[01:51:29.944 --> 01:51:30.524]  Trooper, are you there?
[01:51:30.544 --> 01:51:31.104]  Yeah, go ahead.
[01:51:31.584 --> 01:51:35.346]  Those are twisted lies, and the way I can explain it to you is this.
[01:51:36.340 --> 01:51:43.886]  You went to the Democratic Convention, and you protested, and I was so proud to hear you on the megaphone saying 9-11 was an inside job.
[01:51:44.226 --> 01:51:48.449]  But you couldn't go to the Republican one, or they'd bust your head and throw you in jail.
[01:51:48.489 --> 01:51:48.970]  That's true.
[01:51:49.290 --> 01:51:52.192]  Now that's who the real fascists are, not Obama.
[01:51:52.252 --> 01:52:02.140]  What about that point that he just made, and it's a bit tenuous because every city's different and every event's different, but it is true that we've had hyper-police state under the Republicans.
[01:52:02.160 --> 01:52:03.641]  I think Tarpley's saying
[01:52:04.261 --> 01:52:06.643]  You know, they're shifting gears now to another party.
[01:52:06.983 --> 01:52:14.307]  If you go back to 1922 or 1933, a lot of people said, oh, we thought it couldn't get any worse.
[01:52:14.647 --> 01:52:16.729]  We thought we were already under fascism.
[01:52:17.049 --> 01:52:18.370]  And then we went off the cliff.
[01:52:18.750 --> 01:52:21.311]  The top-down police state stuff, of course, is bad.
[01:52:21.371 --> 01:52:21.932]  I'm against it.
[01:52:22.532 --> 01:52:35.102]  But the gutter movement, the mass movement of anti-establishment fanatics, in other words, the Obamazoid fanatics, the Kool-Aid drinkers, and this lemming cult that he has, that's worse!
[01:52:35.342 --> 01:52:36.583]  Hey, hey, hey, Trooper!
[01:52:36.603 --> 01:52:37.023]  Trooper!
[01:52:37.063 --> 01:52:37.423]  Trooper!
[01:52:37.644 --> 01:52:38.865]  Hold on, Trooper!
[01:52:38.965 --> 01:52:39.765]  I don't know you!
[01:52:39.785 --> 01:52:40.626]  Hold on, Trooper!
[01:52:40.666 --> 01:52:41.667]  Put him back on hold!
[01:52:42.647 --> 01:52:48.452]  Now, Trooper, I don't know you really well, but I've probably run into you maybe ten times at events and football games over the years, and you're an Austin character.
[01:52:49.341 --> 01:52:52.905]  And you seem like a nice fella, but you're proving Webster Tarpley's point here.
[01:52:53.506 --> 01:53:06.441]  If you're really saying right now that you wish you could come physically arrest Webster Tarpley for what he's saying, even if it was a lie, even if it was wrong, it's his First Amendment, Trouper.
[01:53:06.461 --> 01:53:07.363]  Don't you understand?
[01:53:07.543 --> 01:53:09.165]  You're proving Tarpley's point right now.
[01:53:09.585 --> 01:53:10.506]  You can't fire in a theater.
[01:53:10.546 --> 01:53:13.650]  You can't slander people and lie like they're doing.
[01:53:13.670 --> 01:53:15.091]  Yeah, absolutely, Trooper.
[01:53:15.131 --> 01:53:17.253]  I appreciate your call, but absolutely you can.
[01:53:17.574 --> 01:53:20.137]  Number one, everything Darply's saying I've seen documented.
[01:53:20.897 --> 01:53:26.624]  Number two, it is not fire in a theater to say that Barack Obama wants to ban all .308 cartridges and .223.
[01:53:30.310 --> 01:53:32.631]  There's also a case to be made that Obama's a liar.
[01:53:33.031 --> 01:53:37.513]  If you look at issues like Iraq, FISA... Yeah, he said he was against the war, but now he's for it.
[01:53:37.693 --> 01:53:42.835]  He said he was against FISA, warrantless spying, and pardons for the criminals.
[01:53:42.895 --> 01:53:43.595]  Now he's for it.
[01:53:43.956 --> 01:53:45.516]  But I guess we should be arrested, Webster.
[01:53:45.716 --> 01:53:46.136]  You know something?
[01:53:46.176 --> 01:53:47.497]  He just proved your point, Webster.
[01:53:47.817 --> 01:53:49.658]  There's also this point about Christianity.
[01:53:49.978 --> 01:53:52.179]  He says he became a Christian through Reverend Wright.
[01:53:52.519 --> 01:53:57.301]  I would have to say, Reverend Wright preaches a religion of hatred, which is incompatible to Christianity.
[01:53:57.321 --> 01:53:59.622]  Well, I actually agree with a lot of what Wright says about AIDS and stuff.
[01:54:00.162 --> 01:54:00.822]  Hold on, hold on.
[01:54:00.842 --> 01:54:01.422]  It's not hatred.
[01:54:01.482 --> 01:54:03.703]  Goddamn America is where I draw the line.
[01:54:03.843 --> 01:54:04.963]  That's a religion of hatred.
[01:54:04.983 --> 01:54:05.283]  Okay, stop, stop.
[01:54:05.323 --> 01:54:06.604]  And Christianity does not allow hatred.
[01:54:06.624 --> 01:54:07.984]  The show's almost over, Webster.
[01:54:08.024 --> 01:54:08.924]  Gotta cut it off there.
[01:54:08.944 --> 01:54:10.524]  We're gonna get some more calls in here.
[01:54:10.804 --> 01:54:12.605]  Let's talk to Sue in Missouri.
[01:54:12.625 --> 01:54:13.705]  We should have gone to calls earlier.
[01:54:13.745 --> 01:54:14.725]  This is crazy.
[01:54:14.785 --> 01:54:16.646]  Sue, you got a comment on the thing.
[01:54:16.666 --> 01:54:19.847]  Now listen, you're in Missouri and we've got KCXL and a few other affiliates there.
[01:54:20.147 --> 01:54:23.387]  You're gonna be arrested right now if you talk bad about him, but what's on your mind?
[01:54:23.748 --> 01:54:25.648]  No, I live for you.
[01:54:25.668 --> 01:54:29.109]  I listen to you and you listen.
[01:54:29.209 --> 01:54:30.009]  I'm a neutral person.
[01:54:30.449 --> 01:54:32.631]  I have been an apolitical person all my life.
[01:54:32.651 --> 01:54:33.651]  I have a lot of education.
[01:54:34.392 --> 01:54:38.855]  I am phenomenally concerned for pretty much everybody at this point.
[01:54:39.035 --> 01:54:44.358]  And I don't draw lines, I don't make statements, but free speech is beating in the end of it all.
[01:54:44.398 --> 01:54:47.400]  If that dies, you know, what else dies?
[01:54:47.420 --> 01:54:51.222]  Well, you're in Missouri and it's also happening in Illinois where police are going out.
[01:54:51.282 --> 01:54:54.605]  If they say you lied about Obama, they decide, then they arrest you.
[01:54:54.625 --> 01:54:55.545]  Do you have comments on that?
[01:54:57.086 --> 01:54:58.107]  I would be horrified.
[01:54:59.693 --> 01:55:06.058]  Well, then you should please look at this Vermont case, because that's exactly... this guy was really arrested and thrown in jail for 36 hours.
[01:55:06.098 --> 01:55:07.359]  But that's my point!
[01:55:07.900 --> 01:55:10.161]  Trooper calls up, I know this guy!
[01:55:10.181 --> 01:55:15.606]  You know, I don't know him well, but I know he's an Austin fixture, and he's saying he believes in it!
[01:55:16.186 --> 01:55:20.550]  That they really... this is like... this is like Night of the Living Braindead!
[01:55:21.751 --> 01:55:24.112]  I mean, I'm not trying to be mean to people here, but come on!
[01:55:25.013 --> 01:55:25.694]  Like zombies!
[01:55:28.425 --> 01:55:29.266]  Anything else, Sue?
[01:55:29.626 --> 01:55:30.547]  God Almighty.
[01:55:31.307 --> 01:55:37.711]  I'm just horrified and I'm concerned and I'm completely neutral and apolitical prior to any of, you know, these things.
[01:55:38.112 --> 01:55:38.752]  No, I hear you.
[01:55:38.872 --> 01:55:41.894]  And listen, when I first heard this and saw this Friday, I thought it was a stunt.
[01:55:42.234 --> 01:55:43.956]  I made a bunch of phone calls yesterday and today.
[01:55:45.256 --> 01:55:46.097]  Friday and Saturday.
[01:55:47.198 --> 01:55:48.038]  And it's true.
[01:55:48.058 --> 01:55:52.741]  They get on the phone with you and say, yeah, do you know anybody that's talking bad about him?
[01:55:52.761 --> 01:55:53.522]  We want to get him.
[01:55:53.542 --> 01:55:54.483]  You just heard.
[01:55:55.603 --> 01:55:58.764]  Webster, I think you're really on to something here, and probably too late.
[01:55:58.784 --> 01:55:59.604]  It's probably all over.
[01:55:59.624 --> 01:56:03.266]  He'll probably put us all... Alex, here's what I believe.
[01:56:03.406 --> 01:56:07.467]  I think the American people are still anti-fascist, to the core.
[01:56:07.887 --> 01:56:09.948]  This is an anti-fascist country.
[01:56:10.686 --> 01:56:16.408]  We've never had fascism, and I urge people, if you don't want to have fascism now, mobilize.
[01:56:16.428 --> 01:56:17.029]  Let's go to Joe.
[01:56:17.049 --> 01:56:18.389]  Let's go to Joe in California.
[01:56:18.409 --> 01:56:19.090]  Joe, you're on the air.
[01:56:19.110 --> 01:56:21.671]  Webster Tarbley, who... Hey, Webster.
[01:56:21.711 --> 01:56:22.611]  Hey, Alex.
[01:56:22.731 --> 01:56:29.354]  Listen, Trooper and people that think like him, they should go back to Civics 101 and read the Bill of Rights.
[01:56:29.834 --> 01:56:30.675]  It's disgusting.
[01:56:30.715 --> 01:56:31.655]  It's pathetic.
[01:56:32.315 --> 01:56:33.256]  What about the cops?
[01:56:33.356 --> 01:56:35.837]  They're out arresting people that talk about Obama!
[01:56:36.617 --> 01:56:37.358]  Absolutely, Ryan.
[01:56:37.378 --> 01:56:38.258]  I'll tell you another thing.
