[00:00:11.010 --> 00:00:12.771]  Monday through Friday from 11 a.m.
[01:56:01.573 --> 01:56:12.475]  They're one of the most dark of all the cartels, and they are far more powerful within this network than people realize.
[01:56:13.376 --> 01:56:14.676]  Well, Rumsfeld headed them.
[01:56:14.736 --> 01:56:18.577]  He heads every company that does particularly evil stuff.
[01:56:18.637 --> 01:56:19.097]  Why is that?
[01:56:20.390 --> 01:56:21.391]  Well, because he's evil.
[01:56:21.731 --> 01:56:23.452]  I mean, I don't use the word evil very much.
[01:56:23.492 --> 01:56:32.458]  I think it's overused, but if you take it as the opposite of live, spelled backwards, the opposite of life, then evil is very appropriate with him.
[01:56:32.958 --> 01:56:35.019]  I mean, he was the man that brought aspartame.
[01:56:35.039 --> 01:56:36.160]  Oh my God.
[01:56:36.520 --> 01:56:39.102]  Brain suppressant and brain destroyer.
[01:56:39.142 --> 01:56:41.303]  And he gave the reactors in North Korea.
[01:56:41.363 --> 01:56:42.484]  Listen to this, listen to this.
[01:56:43.064 --> 01:56:47.248]  Mr. Bonomo was studying a parasite which can spread from cats to human fetuses.
[01:56:47.668 --> 01:56:49.109]  See, it's a kill-human weapon.
[01:56:50.631 --> 01:56:56.275]  Mr. Frez's research was into bacteria which create ethanol for use as fuel.
[01:56:59.278 --> 01:57:07.521]  We've had so many scientists at the cutting edge of their profession in these very areas you're talking about, who have been taken out over the years.
[01:57:07.742 --> 01:57:10.183]  I mean, there was even a book written about them at one point.
[01:57:10.223 --> 01:57:11.403]  So many were taken out.
[01:57:12.804 --> 01:57:14.785]  They would be eating their meal in London.
[01:57:15.165 --> 01:57:21.108]  They would get up from it, drive to Bristol, which is a decent drive, where they had no family connections.
[01:57:21.208 --> 01:57:23.409]  They'd jump off the big suspension bridge there.
[01:57:24.570 --> 01:57:29.556]  And of course, all the surveillance cameras can never catch anything because they always turn off.
[01:57:42.971 --> 01:57:47.856]  And of course the surveillance pictures didn't come out.
[01:57:47.896 --> 01:57:48.897]  Obviously it wasn't working.
[01:57:48.917 --> 01:57:49.638]  Listen to this.
[01:57:49.658 --> 01:57:53.802]  A Frenchman killed in London was stabbed 196 times.
[01:57:54.623 --> 01:57:57.266]  They had been tortured ritualistically.
[01:57:58.789 --> 01:58:05.714]  Well, you see, this is, again, something that I've been talking about for a long, long time, and it seems so extreme.
[01:58:06.054 --> 01:58:07.155]  I know you have too.
[01:58:07.215 --> 01:58:11.017]  It seems so extreme that it's beyond people's ability to grasp that it's possible.
[01:58:11.438 --> 01:58:17.362]  But what you're talking about here is something that goes on behind the scenes in secret as a matter of
[01:58:17.602 --> 01:58:18.222]  I think so.
[01:58:40.638 --> 01:58:41.178]  Amazing.
[01:58:41.218 --> 01:58:42.299]  DavidIke.com.
[01:58:42.319 --> 01:58:44.639]  We're going to take some calls now for David.
[01:58:45.780 --> 01:58:49.581]  We've only got 10 minutes left, but David, just briefly, what is the time frame?
[01:58:49.601 --> 01:58:50.961]  Do you think they're going to hit Iran?
[01:58:51.081 --> 01:58:53.242]  If they do, how do you see that unfolding?
[01:58:54.902 --> 01:59:02.745]  Well, I'll tell you what I learned a long time ago, which is kind of going towards it.
[01:59:02.885 --> 01:59:06.106]  I was told that there was going to be a conflict with China.
[01:59:06.166 --> 01:59:07.186]  That's where it was leading.
[01:59:07.791 --> 01:59:19.376]  What they wanted was a third world war that would complete the process which the first world war started, League of Nations, the second world war took on, United Nations.
[01:59:19.396 --> 01:59:22.617]  Then they can ration and have drafts and crack down on you.
[01:59:23.097 --> 01:59:32.861]  They want to bring in the world government so they can say, hey, look, the only way to stop war, in fact they said about the European Union, let's have a European Union trade together and then we'll stop wars in Europe.
[01:59:33.465 --> 01:59:41.194]  The only way to stop war is to have a world government and a world army, and the end of national armies so there's no more war.
[01:59:41.715 --> 01:59:43.837]  And so they want a massive global conflict.
[01:59:45.814 --> 01:59:50.576]  I was told, must have been 15 years ago, that that was where it was going to head.
[01:59:50.696 --> 01:59:59.380]  And I think the Middle East is designed to be the powder keg that starts to draw them in, and Iran could well be it.
[01:59:59.420 --> 02:00:03.441]  You see, I may be different to most people.
[02:00:03.541 --> 02:00:06.443]  I have real problems with the guy who's leading Iran.
[02:00:07.303 --> 02:00:09.604]  For him to come to power, when he did,
[02:00:10.644 --> 02:00:11.984]  I don't
[02:00:27.029 --> 02:00:33.596]  But this guy came in and then started speaking the language that allowed them to say, hey, this man's dangerous.
[02:00:33.696 --> 02:00:35.497]  I've got great reservations about that.
[02:00:35.537 --> 02:00:38.200]  Well, we know Reagan made deals for the arms for hostages.
[02:00:38.240 --> 02:00:39.261]  That was all staged.
[02:00:39.721 --> 02:00:41.203]  And so we know there's major connections.
[02:00:41.223 --> 02:00:42.524]  Let's take some calls for David Icke.
[02:00:42.624 --> 02:00:46.368]  Always intriguing author, documentary filmmaker, lecturer.
[02:00:47.069 --> 02:00:47.990]  Tim in Ohio.
[02:00:48.010 --> 02:00:48.610]  You're on the air.
[02:00:48.650 --> 02:00:49.151]  Go ahead, Tim.
[02:00:49.926 --> 02:00:55.468]  Woody Harrelson once said in a movie, only two good things ever came out of England, America and the Beatles.
[02:00:55.848 --> 02:00:59.089]  I think it's time we update that list to the Watson Brothers and you, David.
[02:00:59.350 --> 02:01:00.950]  David, good to talk to you.
[02:01:01.450 --> 02:01:02.331]  Thank you very much.
[02:01:02.371 --> 02:01:03.311]  That's very kind.
[02:01:04.551 --> 02:01:08.413]  Alex, it was David that led me to you through some of his books.
[02:01:08.473 --> 02:01:09.813]  It was sort of like, you know, your Chemistry 101.
[02:01:10.354 --> 02:01:12.714]  David was the catalyst, and you were the monomer.
[02:01:12.754 --> 02:01:17.936]  And as you know, I've been gum on your shoe for like six years now, and I consider you both best friends that I've never met.
[02:01:18.136 --> 02:01:19.317]  David, I own four of your books.
[02:01:19.907 --> 02:01:31.372]  On the bottom of page 206 in The Biggest Secret, there's a picture in the Bohemian Grove of Ronald Reagan and Richard Nixon with the inventor of plutonium, Glenn Seaborg.
[02:01:32.513 --> 02:01:40.636]  I'd love to see that picture put on one of your guys' sites and people just mass mail it to Michael Reagan and ask him to please explain.
[02:01:40.656 --> 02:01:42.877]  Actually, I think we have that photo on InfoWars.com.
[02:01:45.071 --> 02:01:51.754]  Well, I mean, that picture was so symbolic of the way that you've got two people.
[02:01:51.934 --> 02:01:54.915]  One was a B-movie actor jumping on an office horse at the time.
[02:01:54.955 --> 02:02:00.998]  The other one was a soon-to-be politician that was taking on Kennedy in the 1960 election.
[02:02:01.738 --> 02:02:09.842]  And both, despite those vastly different backgrounds, were both at Bohemian Grove and both go on to be presidents of the United States.
[02:02:09.862 --> 02:02:12.783]  And by the way, you forgot that Eisenhower's also in the photo.
[02:02:13.504 --> 02:02:22.927]  Yeah, well, I mean, you know, because Eisenhower rose so rapidly in the military, and you only do that, and then to president.
[02:02:22.967 --> 02:02:25.248]  You only do that if the right people are behind you.
[02:02:25.748 --> 02:02:28.709]  And now we have Barack Obama, of course, bringing in change.
[02:02:28.789 --> 02:02:31.209]  I mean, you know, I mean, do me a favor, you know.
[02:02:33.208 --> 02:02:34.028]  That was my question.
[02:02:34.068 --> 02:02:36.029]  Brzezinski for President, I say.
[02:02:36.849 --> 02:02:41.510]  Look, it doesn't matter, McCain, Obama, but Obama's got the really heavy hitters behind him.
[02:02:41.790 --> 02:02:42.811]  He's going to be bad news.
[02:02:42.851 --> 02:02:43.511]  Thank you, Tim.
[02:02:43.831 --> 02:02:47.052]  But he'll fool a lot of people for one more ride, one more scam.
[02:02:47.572 --> 02:02:52.413]  You're not going to hear Barack Obama say they're carrying out eugenics against blacks like nobody else.
[02:02:52.973 --> 02:02:59.335]  No, he'll be attacked by the white racists, and then, oh, he must be good for the blacks, and then he'll lead the blacks right into the Planned Parenthoods.
[02:03:00.115 --> 02:03:01.556]  John in Ohio, you're on the air.
[02:03:02.304 --> 02:03:12.047]  Yes, I agree with Mr. Ica that the ultimate target of the neo-cons is China and the stepping stones are Iraq and Iran.
[02:03:12.107 --> 02:03:12.987]  I totally agree with that.
[02:03:13.007 --> 02:03:15.247]  They even said so in the Project for a New American Century.
[02:03:15.888 --> 02:03:24.750]  But I think right now the box that the media is trying to keep us in is that there's some kind of a difference between Obama and McCain.
[02:03:24.850 --> 02:03:28.091]  And I think in a certain sense the greater danger is Obama
[02:03:28.672 --> 02:03:34.759]  Because so many people have been convinced through cult of personality that there's some kind of a difference.
[02:03:35.239 --> 02:03:48.674]  I think you made a good point there about how the neocons got their start in the Democratic Party through the Henry Jackson faction, the military-industrial faction of the Democratic Party, before they joined the Republicans.
[02:03:49.864 --> 02:04:01.570]  There's so many people right at this point now that somehow make excuses for Obama when he gets on his knees, goes to his knees... I hear you John, we gotta jump so we can get the other callers.
[02:04:01.950 --> 02:04:14.196]  Yes, bottom line, this is the false left paradigm, it's time for people to grow up, and until you realize they own all the major parties, and until you realize the power structure... People think the President is the end all be all.
[02:04:14.436 --> 02:04:15.417]  He isn't, is he David?
[02:04:16.627 --> 02:04:18.288]  No, I mean, the president's a puppet.
[02:04:18.328 --> 02:04:19.608]  I mean, I have this line.
[02:04:20.169 --> 02:04:24.110]  If you can see him, he's not at the top of the pyramid.
[02:04:24.150 --> 02:04:28.572]  I mean, the people who are really pulling the strings are in the shadows.
[02:04:28.672 --> 02:04:32.114]  Probably, you know, no one's ever heard of them, the real power.
[02:04:32.274 --> 02:04:33.134]  Graham and Seattle.
[02:04:33.154 --> 02:04:41.858]  These are just cardboard cutouts who are vehicles to introduce the legislation that changes society in line with the shadow people's agenda.
[02:04:42.418 --> 02:04:48.202]  And then we have a debate about whoever they put out in front of us instead of never looking above that to the real power structure.
[02:04:48.262 --> 02:04:49.123]  Graham in Seattle.
[02:04:50.444 --> 02:04:55.608]  Hi David, good to hear you on and I definitely agree with a lot of what you're saying.
[02:04:56.167 --> 02:05:04.470]  One of the major ways that I feel like people dismiss ideas about 9-11 being an inside job or, you know, various depopulation schemes and whatnot, I'm seeing it.
[02:05:04.810 --> 02:05:10.392]  Looking at a Times Online article about you, from June 27th, it says, Reptilians, beware!
[02:05:10.532 --> 02:05:11.512]  David Icke is back.
[02:05:11.572 --> 02:05:15.593]  And it says, according to Mr. Ike, I'm sorry, David Ike, I'm sorry for pronouncing your name wrong.
[02:05:15.913 --> 02:05:23.476]  According to Mr. Ike's belief, the world is ruled by a secret group of Illuminati, a race of shape-shifting reptilian humanoids known as the Babylonian Brotherhood.
[02:05:24.497 --> 02:05:29.341]  Well, first of all, I posted that on my website today.
[02:05:29.381 --> 02:05:33.705]  It's one of the reports about me standing in this election.
[02:05:34.226 --> 02:05:39.010]  Well, you know, some of the things that I've said over the years have been far out for most people.
[02:05:39.070 --> 02:05:40.912]  But, you know, just take this on board.
[02:05:41.596 --> 02:05:47.319]  Just look at what myself and Alex have been discussing in the last hour and a half or so.
[02:05:47.739 --> 02:05:54.623]  The scale of what we've been discussing, the multi-subjects, the multi-levels of what we're discussing.
[02:05:55.063 --> 02:06:02.206]  And then ask yourself, could a group of people in dark suits around a table orchestrate all that?
[02:06:02.646 --> 02:06:03.767]  Or is it bigger than that?
[02:06:03.887 --> 02:06:05.128]  I would say it's bigger than that.
[02:06:05.208 --> 02:06:07.629]  But if you disagree, that's your right.
[02:06:07.969 --> 02:06:09.190]  Well, I'll say this.
[02:06:09.830 --> 02:06:16.258]  You know, I go up to that point, and then David goes off and does that, but I think we need to all be open-minded.
[02:06:16.278 --> 02:06:23.408]  The elites do believe they are worshipping and being directed by demon creatures.
[02:06:23.468 --> 02:06:24.769]  Now, whether that's real or not,
[02:06:27.352 --> 02:06:28.813]  I mean, they believe it.
[02:06:28.893 --> 02:06:33.456]  So that's why I think, you know, that certainly people can try to then say, well, we're all nuts.
[02:06:33.737 --> 02:06:35.038]  Hey, the Federal Reserve's private.
[02:06:35.278 --> 02:06:36.018]  They carried out 9-11.
[02:06:36.338 --> 02:06:37.219]  We can prove all that.
[02:06:37.779 --> 02:06:42.483]  And, you know, I mean, they've got things, five football fields long floating around above Dallas.
[02:06:42.763 --> 02:06:45.124]  And Larry King Live is saying aliens are about to land.
[02:06:45.344 --> 02:06:46.745]  The Pope says aliens are coming.
[02:06:46.765 --> 02:06:47.486]  They're our brothers.
[02:06:47.866 --> 02:06:49.527]  Something big is on the horizon.
[02:06:49.747 --> 02:06:51.008]  They're going to stage something.
[02:06:51.348 --> 02:06:54.871]  And so David Icke is at one-tenth as radical as Larry King Live is now.
[02:06:56.752 --> 02:07:00.734]  The thing I would say, Alex, is important, you know.
[02:07:01.134 --> 02:07:04.556]  I mean, people should just take what feels right to them.
[02:07:04.996 --> 02:07:13.560]  I mean, if they want to take the level of this conspiracy as it plays out in the five cents world, then take it at that level and let's react to that level.
[02:07:13.781 --> 02:07:19.603]  Let's join together at that level and ignore the things that you think are too far out.
[02:07:19.703 --> 02:07:22.365]  You know, you don't have to take it all, just take what feels right.
[02:07:24.045 --> 02:07:27.767]  Yeah, well, I know this, the elite really do think they're worshipping weird entities.
[02:07:28.147 --> 02:07:29.307]  They certainly do.
[02:07:29.327 --> 02:07:32.689]  They certainly are hardcore serious when they're cutting kids' heads off for it.
[02:07:33.869 --> 02:07:34.590]  Look, we're out of time.
[02:07:34.650 --> 02:07:43.393]  I don't want to cut a caller here short, Joe, John, Lynn, because we're basically out of time and I want to come back with some final comments in the final segment.
[02:07:43.433 --> 02:07:47.735]  David, I don't want to wait another two years or a year or whatever to have you back up.
[02:07:47.755 --> 02:07:49.156]  Can I have you up in the next few months again?
[02:07:49.396 --> 02:07:50.316]  Yeah, that would be great.
[02:07:52.527 --> 02:08:04.193]  If I could just finish on one thought, that we should not allow our sense of reality and our sense of possibility to be confused with what's actually possible.
[02:08:04.693 --> 02:08:06.394]  That's the big mistake we make.
[02:08:06.574 --> 02:08:07.974]  Because then you narrow your horizons.
[02:08:08.054 --> 02:08:17.859]  It's not saying people accept what you're saying, it's saying just allow yourself to look at everything and then that by itself will give you a wider view instead of shuddering what you're seeing.
[02:08:18.519 --> 02:08:21.141]  It's what Socrates is supposed to have said in ancient Greece.
[02:08:21.362 --> 02:08:23.764]  Wisdom is knowing how little we know.
[02:08:23.784 --> 02:08:25.405]  That keeps your mind open.
[02:08:25.485 --> 02:08:29.168]  Not to believe anything, but to be open to all possibility.
[02:08:29.328 --> 02:08:32.351]  Because the world's much bigger than the one we think we're living in.
[02:08:32.571 --> 02:08:34.933]  DavidIke.com, InfoWars.com is my site.
[02:08:34.973 --> 02:08:35.594]  David, thank you.
[02:08:36.074 --> 02:08:36.614]  Cheers, Alex.
[02:08:36.654 --> 02:08:38.196]  I'm going to say bye to you during the break.
[02:08:41.542 --> 02:08:42.363]  Hold on, I'm talking to David.
[02:08:42.603 --> 02:08:43.904]  Hey, then you narrow your horizons.
[02:08:43.964 --> 02:08:53.790]  It's not saying people accept what you're saying, it's saying just allow yourself to look at everything, and then that by itself will give you a wider view instead of shuttering what you're seeing.
[02:08:54.390 --> 02:08:59.654]  It's what Socrates is supposed to have said in ancient Greece, wisdom is knowing how little we know.
[02:08:59.994 --> 02:09:05.037]  That keeps your mind open, not to believe anything, but to be open to all possibility.
[02:09:05.257 --> 02:09:05.577]  Okay.
[02:09:05.978 --> 02:09:08.199]  The world's much bigger than the one we think we're living in.
[02:09:08.479 --> 02:09:10.860]  DavidIke.com, Infowars.com is my site.
[02:09:10.880 --> 02:09:11.520]  David, thank you.
[02:09:11.920 --> 02:09:12.460]  Cheers, Alex.
[02:09:12.480 --> 02:09:14.141]  I'm going to say bye to you during the break.
[02:09:16.602 --> 02:09:18.282]  Our beloved Republic is on her knees.
[02:09:18.563 --> 02:09:22.024]  The forces of globalism are destroying national sovereignty worldwide.
[02:09:22.184 --> 02:09:24.024]  But in Liberty's darkest hour, there is hope.
[02:09:24.545 --> 02:09:27.366]  For the first time in modern history, the people are beginning to wake up.
[02:09:27.686 --> 02:09:33.148]  It is essential that patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[02:09:33.408 --> 02:09:37.309]  We have a short time frame to fully awaken and energize the people to meet this threat.
[02:09:37.649 --> 02:09:42.573]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[02:09:42.853 --> 02:09:45.615]  PrisonPlanet.tv is a vault of forbidden information.
[02:09:45.895 --> 02:09:52.740]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[02:09:53.120 --> 02:09:58.944]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[02:09:59.105 --> 02:10:03.608]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[02:10:03.908 --> 02:10:06.432]  The Info War is waiting for you to set it free.
[02:10:06.772 --> 02:10:08.435]  Join PrisonPlanet.TV.
[02:10:08.835 --> 02:10:10.618]  Burn the info bombs to disk.
[02:10:10.818 --> 02:10:12.621]  Put them on the file sharing networks.
[02:10:12.961 --> 02:10:14.383]  Bring down the New World Order.
[02:10:14.724 --> 02:10:15.485]  PrisonPlanet.TV
[02:10:16.886 --> 02:10:25.614]  More than 700 chemicals have been found in our drinking water, and did you know that you have greater exposure to these chemicals while taking hot showers than when drinking the water?
[02:10:25.794 --> 02:10:30.578]  That's because many chemicals are inhaled when they evaporate, and others are absorbed into the skin.
[02:10:30.958 --> 02:10:41.988]  The KDF Dual Media Shower Filter works with both hot and cold water, and it's designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus.
[02:10:42.469 --> 02:10:48.015]  The KDF dual media shower filter typically lasts 10,000 gallons or one year, whichever comes first.
[02:10:48.236 --> 02:10:54.323]  Hospitals, restaurants and water treatment facilities use this media to reduce chlorine, iron, heavy metals and bacteria.
[02:10:54.523 --> 02:10:55.144]  What about you?
[02:10:55.544 --> 02:10:59.549]  Order your KDF shower filter normally, $49 for a special price of only $39.99 with free shipping.
[02:11:01.972 --> 02:11:04.055]  Call the Berkey Guy and order now by calling 1-877-886-3653.
[02:11:04.075 --> 02:11:04.296]  That's 1-877-886-3653.
[02:11:04.316 --> 02:11:06.539]  Or simply click on the banner at GCNlive.com to order online now.
[02:11:16.127 --> 02:11:16.688]  Hey, Bonnie.
[02:11:16.848 --> 02:11:18.269]  No more pickpocketing for us.
[02:11:18.549 --> 02:11:22.693]  I have an easier way we can steal people's credit cards without them even knowing they've been robbed.
[02:11:22.873 --> 02:11:23.975]  How so, Clyde?
[02:11:24.155 --> 02:11:26.917]  I have this RFID reader I picked up on the internet.
[02:11:27.098 --> 02:11:31.742]  Just by waving it near you, I can skim your credit card information while your cards are still in your purse.
[02:11:31.942 --> 02:11:32.483]  Just watch.
[02:11:33.083 --> 02:11:33.604]  Hey, look!
[02:11:33.624 --> 02:11:35.025]  That's my info on the screen!
[02:11:35.185 --> 02:11:36.426]  You gotta be kidding me!
[02:11:36.667 --> 02:11:36.907]  Nope.
[02:11:37.047 --> 02:11:41.091]  With 50 million credit cards with hidden RFID chips, I figure we'll make a fortune.
[02:11:46.829 --> 02:11:48.210]  Yeah, it was with David Icke.
[02:11:48.310 --> 02:11:49.130]  In China, too.
[02:11:49.170 --> 02:11:52.591]  Coming from the New World Order, babe.
[02:11:52.671 --> 02:11:55.872]  It's time to catch this train.
[02:11:55.892 --> 02:11:58.273]  Because if you don't, I'm sorry for you.
[02:11:58.313 --> 02:12:00.434]  People of the world, join hands.
[02:12:00.514 --> 02:12:01.414]  Join hands.
[02:12:15.998 --> 02:12:17.358]  It's a love train!
[02:12:18.919 --> 02:12:32.983]  Love train!
[02:12:33.003 --> 02:12:34.983]  Under hardcore bioweapon attack.
[02:12:35.023 --> 02:12:35.963]  We're coming to help you.
[02:12:36.183 --> 02:12:39.564]  All of you in the mental prison.
[02:12:45.811 --> 02:12:48.673]  The Info Warriors are coming to unlock your mind.
[02:12:56.200 --> 02:12:56.881]  Don't miss it.
[02:12:57.901 --> 02:12:59.102]  They live, we sleep.
[02:12:59.983 --> 02:13:01.364]  Time to wake up, folks.
[02:13:02.886 --> 02:13:05.408]  I'm awake and I only want you to have the same thing I have.
[02:13:06.008 --> 02:13:09.932]  Many of you will go to levels much higher than I am when it comes to understanding.
[02:13:11.853 --> 02:13:13.275]  Alright, this is the final segment.
[02:13:14.198 --> 02:13:15.719]  Don't have any time to take any more calls.
[02:13:16.439 --> 02:13:19.321]  Feels like Friday because I'm going to be off tomorrow, but Jason Burmiss is going to be sitting in.
[02:13:19.601 --> 02:13:20.502]  Here's the big announcement.
[02:13:21.202 --> 02:13:21.683]  You can watch...
[02:13:23.168 --> 02:13:24.028]  The film right now.
[02:13:24.969 --> 02:13:26.829]  You can go right now and watch.
[02:13:27.550 --> 02:13:29.831]  This is a military operation against the New World Order.
[02:13:29.851 --> 02:13:34.032]  We always spring things when we want early, generally, unannounced.
[02:13:35.353 --> 02:13:36.973]  You can see the film right now.
[02:13:37.073 --> 02:13:42.735]  It officially comes out on July 4th, but we're doing this about 8 hours, 9 hours early, depending on what time zone you're in.
[02:13:43.236 --> 02:13:46.717]  Hell, over in England, it's going to be midnight soon anyways.
[02:13:46.757 --> 02:13:49.138]  It certainly isn't Russia and China right now.
[02:13:49.938 --> 02:13:55.640]  So you can say that it is already July 4th there, and it's all going to be going live.
[02:13:55.700 --> 02:14:06.524]  I mean, it's up there right now, but the links are going live in the next 5-10 minutes at InfoWars.com, at PrisonPlanet.tv, at PrisonPlanet.com, for all PrisonPlanet.tv members.
[02:14:06.564 --> 02:14:09.685]  If you don't have a membership, it's 15 cents a day, $5.95 a month.
[02:14:09.705 --> 02:14:11.346]  That allows us to pay for these great servers.
[02:14:12.086 --> 02:14:14.688]  And to have the good IT people and to make the great films.
[02:14:14.768 --> 02:14:16.410]  So you support us there.
[02:14:16.450 --> 02:14:17.971]  But there's going to be a DivX version.
[02:14:17.991 --> 02:14:20.353]  You can burn it to disc to give to people in high quality.
[02:14:20.713 --> 02:14:22.014]  Most players have DivX now.
[02:14:22.374 --> 02:14:24.176]  You can burn it to regular DVD if you want.
[02:14:24.216 --> 02:14:30.300]  If they don't have that type of player, you can buy the high quality DVD to get the best quality at InfoWars.com for $19.95.
[02:14:30.961 --> 02:14:34.063]  So go to InfoWars.com, order the DVD.
[02:14:34.163 --> 02:14:35.725]  It's going to be shipping out Saturday and Monday.
[02:14:36.805 --> 02:14:41.509]  Also, you can watch it right now at PrisonPlanet.tv.
[02:14:41.570 --> 02:14:43.912]  That's PrisonPlanet.tv.
[02:14:44.012 --> 02:14:58.184]  Truth rising, unleashing the juggernaut that is humanity, the sleeping giant that is America and the rest of the world, exposing the terrorists, exposing that murdering criminals run our society, and are totally and completely illegitimate.
[02:15:00.498 --> 02:15:08.621]  So Truth Rising, ladies and gentlemen, is now available and the links will go live up on PrisonPlanet.tv for members right now.
[02:15:08.701 --> 02:15:16.443]  So I suggest all of you tune in over there if you have a PrisonPlanet.tv membership and watch Truth Rising and download your own personal copy.
[02:15:16.463 --> 02:15:24.426]  I also want to thank all the great folks this week that did a wonderful job and I want to encourage everybody to support our sponsors like InnerFood.
[02:15:25.206 --> 02:15:32.709]  And the best green food out there that I have found, bar none, you call them, you get 10% off on their whole line of products, their superfoods, 866-762-9238.
[02:15:32.810 --> 02:15:35.631]  Tell them Alex Jones sent you and get 10% off, 866-762-9238 or interfood.com.
[02:15:35.651 --> 02:15:38.312]  Go to infowars.com, link through on the interfood botanicals.
[02:15:47.316 --> 02:15:47.836]  We're good to go.
[02:16:08.064 --> 02:16:10.065]  Have a great Fourth of July, a great Friday.
[02:16:10.105 --> 02:16:11.205]  Burmese will be sitting in here.
[02:16:11.485 --> 02:16:17.647]  Retransmission on InfoWars.com starts now with Ron Paul, General Stubblebine, David Icke, all of it.
[02:16:17.687 --> 02:16:19.407]  Restreamed at InfoWars.com.
[02:16:19.607 --> 02:16:20.408]  God bless you all.
[02:16:20.448 --> 02:16:21.008]  Great job.
[02:16:21.808 --> 02:16:22.248]  Yeah!
[02:16:22.988 --> 02:16:24.129]  Thank you for listening to GCN.
