[00:00:00.049 --> 00:00:01.010]  It is November 18, 2008.
[01:42:42.654 --> 01:42:44.835]  Alright, we'll be right back, ladies and gentlemen.
[01:42:44.855 --> 01:42:49.899]  Having some fun here at the end of the show today with Ted Anderson, the little gold bug.
[01:42:49.919 --> 01:42:51.880]  He's not a leprechaun, though.
[01:42:51.900 --> 01:42:53.161]  He's a little gold goblin.
[01:42:53.919 --> 01:42:55.961]  Well, they're digging around for the gold.
[01:42:56.241 --> 01:42:57.102]  We got the gold.
[01:42:57.562 --> 01:42:59.143]  We'll be right back with Mr. Gold.
[01:43:01.926 --> 01:43:02.266]  Hello.
[01:43:02.786 --> 01:43:03.767]  I'm Steve Schenck.
[01:43:04.268 --> 01:43:07.290]  We're entering a holiday season never before seen in America.
[01:43:07.751 --> 01:43:16.158]  We're thankful for the warning given by members of Mr. Obama's campaign team of the coming international incident, which will force unpopular decisions.
[01:43:16.578 --> 01:43:22.363]  Without this warning, many of us who still have money available would have unknowingly wasted it on Christmas gifts
[01:43:23.097 --> 01:43:23.437]  I'm good to go.
[01:43:47.159 --> 01:43:48.881]  Christmas is life itself.
[01:43:49.222 --> 01:43:51.184]  Food for these unknown times.
[01:43:51.525 --> 01:43:52.986]  Call 800-409-5633 on the web efoodsdirect.com 800-409-5633
[01:44:00.902 --> 01:44:13.625]  Now, from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[01:44:14.045 --> 01:44:20.807]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions.
[01:44:21.167 --> 01:44:24.729]  And the true perpetrators of this horrendous crime are brought to justice.
[01:44:25.109 --> 01:44:28.310]  Loose Change Final Cut is the ultimate 9-11 expose.
[01:44:28.531 --> 01:44:36.034]  From hijackers being trained at US military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[01:44:36.414 --> 01:44:41.617]  Secure your copy of Loose Change Final Cut today at InfoWars.com or PrisonPlanet.com.
[01:44:41.817 --> 01:44:50.101]  While you're visiting the online video store, be sure to check out the huge discounts on films like Endgame, Blueprint for Global Enslavement, America, Freedom to Fascism,
[01:44:50.421 --> 01:44:51.002]  We're good to go.
[01:45:00.507 --> 01:45:05.111]  Phase One of the Insiders' plan for a One World Government has been initiated with the recent bailout.
[01:45:05.431 --> 01:45:10.455]  International bankers and power brokers have engineered the current crisis... Say, come in with that music!
[01:45:10.676 --> 01:45:12.617]  ...and a new World Bank to act as savior.
[01:45:12.878 --> 01:45:14.279]  But we've only seen the beginning.
[01:45:14.499 --> 01:45:18.382]  Their next engineered crisis will be on a scale never before seen in modern times.
[01:45:18.642 --> 01:45:22.225]  Shortages and empty shelves will spread fear and panic across the land.
[01:45:22.486 --> 01:45:26.569]  The Insiders have discovered that they must control two things to seize total power.
[01:45:26.969 --> 01:45:28.911]  Phase One is a One World Currency.
[01:45:29.071 --> 01:45:30.935]  Which we are currently being prepared to accept.
[01:45:30.955 --> 01:45:32.619]  Phase 2 of their insidious plan.
[01:45:36.442 --> 01:45:37.423]  That's right.
[01:46:16.085 --> 01:46:20.209]  Uh, you wanna know?
[01:46:20.369 --> 01:46:22.371]  Bring in the leprechaun, Ted Anderson.
[01:46:23.872 --> 01:46:25.053]  I'm a leprechaun now.
[01:46:26.294 --> 01:46:28.376]  I'm the only Swedish leprechaun out there, I think.
[01:46:33.738 --> 01:46:35.800]  All right, Ted, you've got some great deals.
[01:46:35.840 --> 01:46:37.281]  Tell them about the group of coins you've got.
[01:46:37.621 --> 01:46:40.023]  Folks, you're insane if you don't give Minus Resources a call.
[01:46:40.303 --> 01:46:45.386]  They'll be there past midnight tonight, taking your orders on AM and FM, so pick this show up later.
[01:46:45.667 --> 01:46:47.868]  And if you don't get it from Ted Anderson, get it from somebody else.
[01:46:48.349 --> 01:46:49.689]  But believe me, check out the prices.
[01:46:49.709 --> 01:46:50.670]  These are some good deals.
[01:46:51.090 --> 01:46:53.092]  So, Mr. Leprechaun, tell us all about it.
[01:46:53.172 --> 01:46:54.313]  Yeah, of course we will.
[01:46:54.333 --> 01:46:57.515]  You know, right now I have an $11 discount on Franks.
[01:46:57.575 --> 01:47:00.317]  They're the one-fifth of an ounce gold coin.
[01:47:00.337 --> 01:47:00.557]  They're $1.87.
[01:47:02.193 --> 01:47:05.474]  I was trading those $11 higher here just last week.
[01:47:05.874 --> 01:47:07.935]  Gold is up, not down since then.
[01:47:08.455 --> 01:47:10.575]  And then I also have the British Sovereign.
[01:47:10.936 --> 01:47:14.477]  And that coin right now is close to $22 less than what it was.
[01:47:14.937 --> 01:47:16.157]  And again, gold was up.
[01:47:16.337 --> 01:47:17.277]  These are at $228.
[01:47:17.938 --> 01:47:20.398]  So another great buy to be getting into.
[01:47:20.518 --> 01:47:22.439]  And you asked me about those Maple Leafs earlier.
[01:47:23.274 --> 01:47:26.237]  I can't believe that Maple Leafs are in short supply.
[01:47:26.257 --> 01:47:31.301]  They never were before, but of course, with the markets doing what they're doing, now they're in short supply.
[01:47:31.361 --> 01:47:32.041]  I do have 50.
[01:47:33.282 --> 01:47:33.863]  Maximum 50.
[01:47:34.083 --> 01:47:38.707]  I have those right now at $8.95, and that's going to go first come, first serve.
[01:47:39.727 --> 01:47:42.470]  We didn't talk yesterday about the Walking Liberty halves.
[01:47:43.130 --> 01:47:48.655]  I got to tell people out there, I mean, silver dollars right now, Alex, are trading just under $25 a coin.
[01:47:51.555 --> 01:47:55.558]  And yet, Walking Liberty halves right now you can get for $8.40.
[01:47:56.479 --> 01:48:01.063]  The Walking Liberty half has half the amount of silver that the silver dollar has.
[01:48:02.143 --> 01:48:05.887]  Obviously, the futures market is not reflecting the physical market right now.
[01:48:06.067 --> 01:48:07.088]  Everybody knows that.
[01:48:07.528 --> 01:48:09.810]  And there's plenty of trouble right now.
[01:48:10.210 --> 01:48:12.772]  Look at what's going to happen here now with General Motors.
[01:48:13.393 --> 01:48:14.213]  Absolutely, folks.
[01:48:14.233 --> 01:48:15.675]  This is a buying opportunity.
[01:48:16.235 --> 01:48:17.336]  It's already hard to get gold.
[01:48:17.376 --> 01:48:19.458]  Most places are sold out or have huge premiums.
[01:48:20.238 --> 01:48:24.582]  Don't wait until it doubles or triples, which a lot of analysts are saying it could.
[01:48:24.642 --> 01:48:32.288]  Regardless, gold and silver will always have intrinsic value, so this is a very important insurance policy, and Ted has fabulous prices.
[01:48:32.988 --> 01:48:38.673]  We're talking $50 below what it's selling for now when he got positions on these gold coins.
[01:48:39.273 --> 01:48:41.495]  Now, I still think the Franks and the Sovereigns are great deals.
[01:48:41.515 --> 01:48:42.556]  Give folks the numbers on those.
[01:48:42.856 --> 01:48:48.099]  Yeah, right now, again, they're $187 for the Frank, and the Sovereign right now is $228.
[01:48:48.599 --> 01:48:55.482]  And think about it, I mean, when the poop hits the fan, I don't want to have a kid's show here, you know?
[01:48:55.822 --> 01:48:56.763]  I've got families listening.
[01:48:56.843 --> 01:48:57.843]  This is a kid's show.
[01:48:57.983 --> 01:48:59.484]  Yeah, right, it's a kid's show.
[01:48:59.524 --> 01:49:00.344]  Here comes Mr. Rogers.
[01:49:01.766 --> 01:49:07.415]  Well, anyways, the Frank is a small piece of gold, and you need to have small pieces of gold to trade for items.
[01:49:07.916 --> 01:49:09.138]  Items of gold and silver, you know?
[01:49:09.178 --> 01:49:10.740]  I mean, yeah, silver and gold.
[01:49:10.781 --> 01:49:11.542]  What time of year is this?
[01:49:11.963 --> 01:49:14.046]  Well, anyways, yeah, the British Sovereign...
[01:49:16.183 --> 01:49:16.504]  Hey, 800-686-2237.
[01:49:17.864 --> 01:49:20.726]  The British Stalwarts are great.
[01:49:20.746 --> 01:49:26.510]  They have the ugly witch on them, but they're accepted worldwide by people because it's the imperial prostitute.
[01:49:26.790 --> 01:49:28.331]  So, 800, the imperial great whore.
[01:49:28.351 --> 01:49:28.391]  800-686-2237.
[01:49:28.411 --> 01:49:30.713]  Well, I only disrespect the Queen.
[01:49:33.715 --> 01:49:36.477]  Well, if you want something that looks pretty, get the $10 Indian.
[01:49:36.517 --> 01:49:38.578]  I mean, that coin is just absolutely gorgeous.
[01:49:38.658 --> 01:49:42.981]  Designed by Augustus Saint-Gauden, a sculptor hired by Teddy Roosevelt.
[01:49:43.001 --> 01:49:44.582]  800-686-2237.
[01:49:45.103 --> 01:49:46.103]  Folks, the brokers are there.
[01:49:46.363 --> 01:49:48.745]  They have a wide selection of coins at different prices.
[01:49:49.165 --> 01:49:49.886]  All great deals.
[01:49:49.966 --> 01:49:51.727]  I recommend the Imperial...
[01:49:53.268 --> 01:49:53.969]  Which bag?
[01:49:54.309 --> 01:49:56.872]  Sovereign and the European Frankies.
[01:49:57.633 --> 01:49:57.873]  But 800-686-2237.
[01:49:58.053 --> 01:50:02.118]  They have those Maple Leafs right now.
[01:50:02.138 --> 01:50:03.339]  Nobody else can get those.
[01:50:03.740 --> 01:50:04.681]  They have Eagles.
[01:50:04.741 --> 01:50:05.562]  They have Gold Eagles.
[01:50:06.643 --> 01:50:08.024]  What, those are the half-ouncers, Ted?
[01:50:08.164 --> 01:50:09.566]  Yeah, half-ouncers and full-ouncers.
[01:50:09.586 --> 01:50:10.167]  You get them both.
[01:50:10.327 --> 01:50:10.667]  Oh, really?
[01:50:10.687 --> 01:50:11.188]  I mean, folks...
[01:50:11.548 --> 01:50:12.789]  Again, they got the gold.
[01:50:13.229 --> 01:50:14.190]  Nobody else has got it.
[01:50:14.670 --> 01:50:15.671]  Check around.
[01:50:15.691 --> 01:50:19.714]  800-686-2237 or MidasResources.com.
[01:50:19.774 --> 01:50:20.955]  Don't screw around, folks.
[01:50:20.975 --> 01:50:27.340]  800-686-2237 or check out the banners on InfoWars.com, FirstBlood.com.
[01:50:27.640 --> 01:50:28.821]  Jed, thank you for coming on with us.
[01:50:29.181 --> 01:50:30.362]  Yeah, thanks for having me up again.
[01:50:30.402 --> 01:50:31.983]  Get back over there and guard that pot of gold.
[01:50:32.804 --> 01:50:35.185]  All right, retransmission starts now at InfoWars.com.
[01:50:35.205 --> 01:50:35.906]  Ton of stuff covered.
[01:50:36.146 --> 01:50:37.027]  Rebroadcast starts now.
[01:50:37.107 --> 01:50:38.728]  See everybody back live tomorrow, 11 a.m.
[01:50:38.748 --> 01:50:39.389]  to 3 p.m.
[01:50:39.409 --> 01:50:39.749]  Take care.
