[00:00:00.129 --> 00:00:00.890]  Federal agents!
[01:39:20.518 --> 01:39:24.742]  With full military force dragging men, women, and children from their apartments.
[01:39:24.762 --> 01:39:25.182]  It is true.
[01:39:25.222 --> 01:39:26.463]  With no warrants whatsoever.
[01:39:26.483 --> 01:39:27.204]  It is true.
[01:39:27.244 --> 01:39:31.327]  And when a young woman asked, what's going on at four in the morning?
[01:39:32.088 --> 01:39:33.369]  She said, where are your warrants?
[01:39:33.449 --> 01:39:38.914]  They smashed her door down with a sledgehammer and said to her, this is our warning.
[01:39:39.074 --> 01:39:40.995]  Damn it, this is our warrant.
[01:39:41.356 --> 01:39:42.116]  Bring your stuff out.
[01:39:42.156 --> 01:39:44.678]  And they went completely and dragged them out in the street.
[01:39:45.299 --> 01:39:47.601]  What happened to the tenant that a man's home is his castle?
[01:39:47.941 --> 01:39:48.862]  And a woman's as well.
[01:39:49.322 --> 01:39:51.843]  And Anson, I'll give you a chance, hang on just a second, I promise.
[01:39:52.123 --> 01:39:54.823]  We'll get the charts on in just a second.
[01:39:55.223 --> 01:40:01.465]  It is true, you know, you turn on the evening news, you know, you see them, those guys are knocking them doors down and there's, you know, people inside in their underwear.
[01:40:01.705 --> 01:40:04.025]  And you're on Channel 7 Action Evening News!
[01:40:04.345 --> 01:40:08.066]  It does seem, now, you, I assume you're upset about this as well.
[01:40:08.106 --> 01:40:13.147]  But the excuse of public housing is ridiculous because when they're done with that, it'll be your private homes.
[01:40:13.487 --> 01:40:14.588]  They'll come door-to-door.
[01:40:14.608 --> 01:40:20.952]  Those of you that are finding humor in it, you better never take your clothes off, so you're not in underwear on the next evening news.
[01:40:21.012 --> 01:40:32.060]  Well, what is true, we've got, and you see this, and this is what happens when the country gets fearful, and you guys are ready for this, and you're not gonna let it happen, including the man of God here, the good old Chaplin.
[01:40:32.080 --> 01:40:36.643]  And when they come and kick your doors in, you better damn well hope some of these guys are handy.
[01:40:36.683 --> 01:40:36.943]  Yeah.
[01:40:37.123 --> 01:40:39.825]  Otherwise, you better have your own semi-automatic.
[01:40:39.845 --> 01:40:42.567]  Now, when they come for you guys, when they come for you guys,
[01:40:42.927 --> 01:40:43.928]  You're going to be ready, aren't you?
[01:40:44.149 --> 01:40:46.631]  When they come for us, we won't be there.
[01:40:47.132 --> 01:40:48.754]  When they come for us, they better have guns.
[01:40:48.794 --> 01:40:49.955]  I bet you know how to use a gun, though.
[01:40:49.975 --> 01:40:50.176]  Yeah, I do.
[01:40:50.196 --> 01:40:53.519]  Well, if they come for my gun, I'm simply going to let them have it.
[01:40:56.932 --> 01:40:57.813]  Funny, funny joke.
[01:40:58.213 --> 01:40:59.113]  You're serious?
[01:40:59.153 --> 01:41:01.315]  You pull the trigger on a federal agent coming up to your place?
[01:41:01.375 --> 01:41:02.315]  Third Amendment says I can.
[01:41:02.715 --> 01:41:03.036]  I will.
[01:41:03.096 --> 01:41:04.156]  A man home is his castle.
[01:41:04.196 --> 01:41:05.737]  If I have to die proving that, so be it.
[01:41:06.177 --> 01:41:11.180]  And how many folks, are there more, just a minute, are there more and more people interested in the militia now?
[01:41:14.242 --> 01:41:15.623]  Let me give you a general gist of it.
[01:41:16.083 --> 01:41:18.745]  A year and a half ago there was not a heck of a lot.
[01:41:19.225 --> 01:41:22.770]  And some of us were out there trying to let people know what was going on.
[01:41:23.191 --> 01:41:30.921]  Right now, across the United States, we calculate active members meeting probably in a neighborhood of 10 million.
[01:41:30.941 --> 01:41:31.482]  How's that, Greg?
[01:41:31.542 --> 01:41:32.504]  Nah, nah, nah.
[01:41:32.584 --> 01:41:33.525]  Okay, fine.
[01:41:33.605 --> 01:41:34.226]  Hang on a minute.
[01:41:34.366 --> 01:41:34.646]  Sure.
[01:41:34.686 --> 01:41:35.607]  Just hang on a second.
[01:41:35.647 --> 01:41:37.528]  Boy, I'll tell you, you and your charts here.
[01:41:37.988 --> 01:41:41.410]  Bob Fletcher and John Trotman are from Montana.
[01:41:41.450 --> 01:41:42.230]  I'll give you a chance.
[01:41:43.411 --> 01:41:52.836]  Yes, they do feel that the Bill of Rights is being eroded, that protections of privacy are being undermined in the name of the law.
[01:41:53.236 --> 01:41:54.737]  They love their local sheriff.
[01:41:55.197 --> 01:41:56.398]  Let me tell you about my sheriff.
[01:41:56.418 --> 01:41:57.179]  I'm right here on your knees.
[01:42:11.829 --> 01:42:23.678]  The sheriff in my county has told me that if he comes to my house, he will show me a warrant, his officers will identify themselves, and I will be more than happy to allow them to come into my house.
[01:42:24.258 --> 01:42:26.800]  They treat me as a human being with respect.
[01:42:26.820 --> 01:42:27.541]  What will the feds do?
[01:42:27.561 --> 01:42:38.149]  When we have a government that is on the verge of being completely out of control, they allow tyrants to come in with hooded masks on, unidentified,
[01:42:40.014 --> 01:42:41.235]  Bust down your door.
[01:42:42.035 --> 01:42:44.096]  It's happened all over America.
[01:42:45.077 --> 01:42:46.818]  And we're going to all say that's okay.
[01:42:46.878 --> 01:42:48.519]  Our neighbor wasn't any good anyways.
[01:42:48.539 --> 01:42:54.362]  In other words, the local or the federal agent, you're saying, often wears a mask.
[01:42:54.542 --> 01:42:57.544]  And they don't even let your sheriff know that they're doing it.
[01:42:57.584 --> 01:43:01.827]  When he shoots your kid sister, nobody's going to know who it is because he's got a mask.
[01:43:02.147 --> 01:43:05.909]  And this is the one world government coming down on you.
[01:43:05.989 --> 01:43:07.210]  First they take your taxes.
[01:43:08.050 --> 01:43:09.271]  Then they take your privacy.
[01:43:09.711 --> 01:43:13.513]  Then they take all the power away from the local sheriff, from the local police department.
[01:43:13.573 --> 01:43:20.656]  Phil, if we were on stage without ID cards or without names and masks, would that be a concern of yours?
[01:43:20.696 --> 01:43:20.856]  Yeah.
[01:43:20.896 --> 01:43:23.397]  Why isn't it a concern with the federal government?
[01:43:24.218 --> 01:43:26.779]  These are undercover narcs, they don't want to be caught.
[01:43:26.959 --> 01:43:30.240]  Why is the sheriff not afraid?
[01:43:30.421 --> 01:43:37.204]  Half of the undercover narcs are the ones who brought the dope in 90 days earlier and using it now as an excuse.
[01:43:38.004 --> 01:43:40.547]  This, this guy, what's wrong with this picture?
[01:43:40.807 --> 01:43:45.892]  When you were a kid, when you were a kid, your mother told you go to the friendly policeman if you got lost.
[01:43:46.173 --> 01:43:49.276]  Can you imagine sending your kid to this yahoo over here?
[01:43:49.316 --> 01:43:50.317]  Yeah, how much time we got?
[01:43:50.377 --> 01:43:50.677]  Okay.
[01:43:50.717 --> 01:43:52.840]  How much time we got, you figure, before the yahoos come?
[01:43:53.587 --> 01:43:59.454]  I'll give you a chance to answer that.
[01:43:59.654 --> 01:44:06.241]  I ask you a three ounce question, I get a ten pound answer here.
[01:44:06.502 --> 01:44:07.763]  How much time have we got?
[01:44:08.824 --> 01:44:10.504]  What time have we got?
[01:44:10.624 --> 01:44:16.605]  The Grace Commission in 1984 told us that by 1996, the economic collapse, the economic progress.
[01:44:16.625 --> 01:44:19.806]  So we're gonna go down and anarchy's gonna ensue and you're the guys that are gonna be ready.
[01:44:20.066 --> 01:44:22.306]  And you're gonna help protect me, I think you're saying.
[01:44:22.346 --> 01:44:23.687]  Yes you can, you really can.
[01:44:23.807 --> 01:44:24.467]  I'll give you a chance.
[01:44:24.507 --> 01:44:26.087]  That's law enforcement right there, okay?
[01:44:26.107 --> 01:44:28.147]  They're wearing hoods, they're legal, they're protecting the law.
[01:44:28.167 --> 01:44:28.667]  What's wrong with that?
[01:44:28.687 --> 01:44:31.368]  We're out here in the open, we identify ourselves and they're saying we're illegal?
[01:44:32.348 --> 01:44:36.689]  This is the new thing in America, as recently reported on the front page of the New York Times.
[01:44:38.188 --> 01:44:39.108]  It's called the militia.
[01:44:40.329 --> 01:44:41.609]  No, they say they're not racist.
[01:44:42.149 --> 01:44:46.471]  It's not just about guns and possession of guns, but the Second Amendment is involved here, definitely.
[01:44:46.811 --> 01:44:48.012]  They're proud of their Second Amendment.
[01:44:48.592 --> 01:44:49.692]  It's about provisions.
[01:44:49.732 --> 01:44:51.373]  It's about protecting your neighbor.
[01:44:51.393 --> 01:44:51.873]  They're neighbors.
[01:44:51.913 --> 01:44:53.354]  They feel like they're together.
[01:44:53.374 --> 01:44:53.954]  They're going to help.
[01:44:54.724 --> 01:45:00.088]  And by God, no constable's gonna come from some far away place and break their door down.
[01:45:00.368 --> 01:45:01.248]  They'll shoot him first.
[01:45:01.489 --> 01:45:02.810]  No, I didn't say that!
[01:45:02.870 --> 01:45:03.010]  He did.
[01:45:03.030 --> 01:45:03.250]  He did.
[01:45:03.550 --> 01:45:05.331]  Wait a minute, talk about- He said it.
[01:45:05.792 --> 01:45:09.254]  I'll give you a chance to talk all you want when we come back in just a moment.
[01:45:39.257 --> 01:45:44.920]  You've met the good brother Doug Hall, member of the Michigan Militia.
[01:45:44.940 --> 01:45:49.463]  Okay, so you don't sleep in the woods, you maneuver in the woods.
[01:45:49.563 --> 01:45:54.005]  And you say Michigan is quite wooded, especially the northern part.
[01:45:54.525 --> 01:45:56.286]  Here's the Reverend speaking to the troops.
[01:45:56.366 --> 01:45:59.348]  I guess this is a weekend gathering for... Go get them, Reverend.
[01:45:59.528 --> 01:46:00.429]  Praise the Lord.
[01:46:01.229 --> 01:46:06.492]  I felt that the Lord was saying, this is this group.
[01:46:07.870 --> 01:46:11.153]  Because, you know, the way it's growing across the nation is phenomenal.
[01:46:11.353 --> 01:46:13.835]  I go to staff meetings and can't believe what I hear is going on.
[01:46:15.336 --> 01:46:21.621]  But I felt like the Lord is saying, this is the army of the Lord in the United States for this moment.
[01:46:24.277 --> 01:46:25.558]  That's the army of the Lord, is it?
[01:46:26.258 --> 01:46:27.338]  That's the army of the Lord.
[01:46:27.838 --> 01:46:28.298]  Yeah.
[01:46:28.799 --> 01:46:31.980]  Well, that's the army I want to be in.
[01:46:32.780 --> 01:46:36.561]  I don't want to laugh at these people, but I feel that they're all weird.
[01:46:37.201 --> 01:46:39.422]  But I don't think it's that bad.
[01:46:40.042 --> 01:46:44.324]  And as for him saying he's religious and it's an army of the Lord, it's something else.
[01:46:44.384 --> 01:46:45.784]  And I don't think it's that serious.
[01:46:45.864 --> 01:46:46.964]  I don't think it's that bad.
[01:46:47.465 --> 01:46:50.205]  And I would like to know if they plan on maybe taking over the government.
[01:46:50.265 --> 01:46:51.526]  Maybe do like they did in Haiti.
[01:46:51.926 --> 01:46:52.667]  You know what?
[01:46:52.747 --> 01:46:54.249]  The problem is... We are the government.
[01:46:54.289 --> 01:46:55.631]  The same as you're the government.
[01:46:55.651 --> 01:46:56.572]  You are the government.
[01:46:56.792 --> 01:46:59.436]  And the problem is who did take over Haiti, ma'am?
[01:46:59.776 --> 01:47:01.639]  Who took over Haiti a couple of weeks ago?
[01:47:01.659 --> 01:47:03.641]  No, I'm talking about the... No, no.
[01:47:03.701 --> 01:47:04.683]  Who took over Haiti?
[01:47:04.723 --> 01:47:05.444]  You mentioned it.
[01:47:05.644 --> 01:47:06.665]  You know who took over Haiti?
[01:47:06.966 --> 01:47:08.588]  An out-of-control government.
[01:47:08.948 --> 01:47:25.394]  They did not do anything other than go to some unknown entity called the United Nations, has nothing to do with your representative, congressional representative, and went in there and just took them over and stuck who they wanted in there, who, by the way, is now a dope-drop operation in between South America.
[01:47:25.414 --> 01:47:28.335]  You keep giving us lectures about world events.
[01:47:28.775 --> 01:47:30.756]  We want to know about this, Bob.
[01:47:30.776 --> 01:47:31.456]  You understand that?
[01:47:31.736 --> 01:47:33.377]  We want to know what motivates you.
[01:47:33.417 --> 01:47:34.798]  Hey, I want to say something on this.
[01:47:34.818 --> 01:47:37.800]  I guess I'm going to army of A. Because we took it all out of you.
[01:47:37.960 --> 01:47:39.180]  Hey, A is for horses, Reverend.
[01:47:39.200 --> 01:47:40.201]  Oh, well, I've been straw.
[01:47:40.241 --> 01:47:40.421]  Whatever.
[01:47:40.441 --> 01:47:40.621]  Listen.
[01:47:40.641 --> 01:47:41.202]  Go ahead, Reverend.
[01:47:41.242 --> 01:47:42.822]  Go ahead.
[01:47:42.863 --> 01:47:48.766]  This was taken out of context.
[01:47:48.786 --> 01:47:50.707]  None of these bites is taken out of context.
[01:47:51.147 --> 01:47:53.128]  I set the condition, number one.
[01:47:53.729 --> 01:47:58.912]  I told these militiamen, if you are going to be the army of the Lord, you better be living right in your own homes.
[01:48:00.453 --> 01:48:03.154]  All right, ladies and gentlemen, that is that.
[01:48:03.434 --> 01:48:05.074]  But there's more of that online.
[01:48:05.934 --> 01:48:08.415]  It's up on Infowars.com.
[01:48:08.455 --> 01:48:09.455]  But look at their courage.
[01:48:09.475 --> 01:48:10.395]  Look how they're bold.
[01:48:10.435 --> 01:48:19.158]  Look how upright they were being attacked by that lesser man who was laughing and mocking them with that mindless group of people pilloring them and booing them and laughing at them.
[01:48:19.178 --> 01:48:24.419]  And a lot of these guys got set up, went to prison, had pipe bombs buried on their property, hundreds of them.
[01:48:25.079 --> 01:48:28.420]  Feds infiltrated, tried to begin to be violent, never worked.
[01:48:30.625 --> 01:48:36.547]  Just amazing people, everything that they've done, and all I can do is commend the American militia.
[01:48:37.267 --> 01:48:41.869]  And it's in the Second Amendment, all men 18 to 49 are supposed to be part of it, 18 to 44.
[01:48:42.769 --> 01:48:47.591]  And instead we've got illegal aliens and foreign felons making up a lot of our military now.
[01:48:47.911 --> 01:48:53.293]  We can't have the citizens involved in saying we'll defend our local governments and communities against corporate tyranny.
[01:48:54.193 --> 01:49:00.977]  But you can have aggravated felons in your military and illegal aliens in them, and if you didn't know folks that were recruiting them, you're blind to that.
[01:49:01.037 --> 01:49:02.658]  But just everything they're saying has come true.
[01:49:02.958 --> 01:49:03.819]  Everything they warned.
[01:49:04.259 --> 01:49:08.162]  And they deserve the respect of the people.
[01:49:08.942 --> 01:49:11.684]  As I said, we're going to go into retransmission now.
[01:49:11.724 --> 01:49:16.707]  Let me just go another two, three minutes, and we'll just come right out when the show comes back out of rebroadcast.
[01:49:17.507 --> 01:49:19.730]  It's usually about 30 seconds ahead on the internet refeed, so at T-324.30.
[01:49:19.750 --> 01:49:21.672]  I will end this transmission.
[01:49:29.144 --> 01:49:33.707]  There was some news I didn't get to today, as well, that I needed to get to.
[01:49:34.007 --> 01:49:39.350]  This story about, clearly, globalist-backed forces trying to bomb and kill the new Pakistan government.
[01:49:39.990 --> 01:49:42.251]  They're saying Al-Qaeda was behind it.
[01:49:42.631 --> 01:49:47.394]  Al-Qaeda always attacking the New World Order's enemies, the little dutiful creatures.
[01:49:48.295 --> 01:49:49.795]  The sun is going crazy.
[01:49:51.164 --> 01:49:52.826]  I meant to get to that.
[01:49:52.866 --> 01:49:56.310]  In financial news, dollar may get crushed as traders weigh up bailout.
[01:49:56.350 --> 01:49:57.351]  That's mainstream news.
[01:49:57.391 --> 01:49:57.932]  Bloomberg.
[01:49:58.212 --> 01:50:00.715]  Bloomberg also reports Bush now has dictatorial powers.
[01:50:00.735 --> 01:50:01.476]  That's a headline.
[01:50:02.256 --> 01:50:05.820]  Fairy godmother taxpayer face funding, 200 billion pound.
[01:50:05.840 --> 01:50:07.342]  That's 400 billion British bailout.
[01:50:07.362 --> 01:50:10.145]  400 billion in US dollars.
[01:50:10.566 --> 01:50:11.787]  Bailout of greedy bankers.
[01:50:13.033 --> 01:50:14.094]  It goes on and on.
[01:50:14.154 --> 01:50:17.977]  Where is my story about the sun?
[01:50:18.838 --> 01:50:21.120]  Because now that I... and I forgot all the callers, too.
[01:50:21.981 --> 01:50:23.322]  I mean to take more calls on the show.
[01:50:23.362 --> 01:50:26.365]  I just get stuck in covering news.
[01:50:26.385 --> 01:50:31.429]  You know, that's cell phones giving kids five times the rate of brain tumors, hundreds of studies.
[01:50:31.589 --> 01:50:32.189]  No.
[01:50:33.851 --> 01:50:37.094]  That's forced drugging of children in schools to make them smarter.
[01:50:37.194 --> 01:50:38.475]  Can't make that up.
[01:50:40.529 --> 01:50:43.610]  Again, you just cannot make this stuff up.
[01:50:44.210 --> 01:50:44.950]  It's so crazy.
[01:50:46.171 --> 01:50:46.711]  NASA.
[01:50:47.491 --> 01:50:48.511]  This is from the NASA.
[01:50:49.211 --> 01:50:51.672]  NASA to hold press conference on the state of the sun.
[01:50:52.392 --> 01:50:59.654]  The sun in 300 years being measured has never been this cool or releasing this low level of heat.
[01:50:59.834 --> 01:51:04.916]  It's one of the most and most early studied things by scientists and they've had accurate readings for 300 years or more.
[01:51:07.256 --> 01:51:09.897]  NASA will hold a media conference Tuesday, September 23rd.
[01:51:09.917 --> 01:51:16.941]  It's tomorrow to discuss the data from the joint NASA-European Space Agency Ulysses missions reveal the solar wind, the 50-year low.
[01:51:17.361 --> 01:51:24.325]  Then it goes deeper into the articles, say 300 years of measurements, but since they've been measuring solar winds, it's the 50-year low.
[01:51:24.565 --> 01:51:27.507]  The sun's current state could result in changing conditions in the solar system.
[01:51:28.052 --> 01:51:30.555]  Yeah, and it gets into all that, so I'll be covering that tomorrow.
[01:51:31.016 --> 01:51:34.200]  Retransmission starts now on the InfoWars.com streams.
[01:51:34.220 --> 01:51:36.744]  I want to thank everybody for spreading the word about the radio show.
[01:51:36.824 --> 01:51:40.048]  That's how we reach more people, and that's our goal, is to be able to warn them.
[01:51:40.368 --> 01:51:41.370]  God bless you all!
