[00:00:00.535 --> 00:00:01.095]  Try Bundle.
[01:33:39.186 --> 01:33:40.487]  Find out how you can break the cycle of debt slavery.
[01:33:40.507 --> 01:33:41.047]  Visit FDRS.org today.
[01:33:41.087 --> 01:33:41.868]  Thank you for listening to GPN.
[01:33:41.888 --> 01:33:42.708]  Visit GPNlive.com today.
[01:34:07.678 --> 01:34:11.201]  Well, tyrants... They can't be good for us.
[01:34:11.281 --> 01:34:11.962]  Well, you're right.
[01:34:12.002 --> 01:34:13.603]  Tyrants have known throughout history.
[01:34:13.643 --> 01:34:14.323]  They keep pushing.
[01:34:14.624 --> 01:34:15.384]  They keep testing.
[01:34:15.424 --> 01:34:16.845]  Tyranny doesn't come overnight.
[01:34:17.406 --> 01:34:18.987]  And I hope a lot of people will support this war.
[01:34:19.007 --> 01:34:22.789]  I hope you know we have illegal wars not declared, torture, the rest of it.
[01:34:23.970 --> 01:34:24.991]  None of us are safe here.
[01:34:25.051 --> 01:34:26.092]  What comes around goes around.
[01:34:26.112 --> 01:34:27.293]  You reap what you sow, don't you, Willie?
[01:34:28.053 --> 01:34:28.774]  Absolutely.
[01:34:28.814 --> 01:34:30.235]  Ten times over, I remember.
[01:34:32.190 --> 01:34:40.957]  And I'm not sure I want to get treated ten times as bad as we're treating other people.
[01:34:43.138 --> 01:34:57.269]  Willie, getting back into 9-11, because you brought it up, and I was debating even bringing it up, it's so controversial, but other questions, other things that piqued your interest and made you question the official stories surrounding 9-11?
[01:35:01.104 --> 01:35:03.165]  It happened in the next day.
[01:35:03.245 --> 01:35:07.208]  I was somewhere doing a show and somebody said, What do you think about it?
[01:35:07.248 --> 01:35:15.193]  I said, Well, first of all, when I get hit, I like to look around and see who did it before I start swinging at everybody in the room.
[01:35:15.633 --> 01:35:18.015]  And it kind of looked like what we were doing.
[01:35:18.415 --> 01:35:22.558]  We get hit over here and the next thing you know, we're jumping on everybody in the town.
[01:35:22.938 --> 01:35:26.720]  So we got hit from Saudi Arabia.
[01:35:28.241 --> 01:35:29.242]  I think we have some
[01:35:29.770 --> 01:35:32.332]  Questions that need to be answered from those folks.
[01:35:32.732 --> 01:35:40.417]  Again, Newsweek reported a week after 9-11 that in the six months before, they had mass carrier task forces, 44,000 U.S.
[01:35:40.817 --> 01:35:50.363]  troops, 18,000 British troops in Tajikistan and Uzbekistan surrounding, and that Bush on September 10th signed the order in the next week to attack Afghanistan.
[01:35:50.403 --> 01:35:53.825]  Man, what timing, Willie, that he signed the attack order the day before!
[01:35:55.646 --> 01:35:57.107]  Yeah, I wonder how that happened.
[01:35:59.508 --> 01:36:01.889]  I mean, how smoking gun is that?
[01:36:02.889 --> 01:36:03.730]  Yeah, yeah.
[01:36:03.790 --> 01:36:10.972]  I mean, what does it take for us to realize that, you know, we're having the wool pulled over our eyes one more time?
[01:36:13.753 --> 01:36:16.474]  You know, I just thought to play clips of that here today.
[01:36:16.655 --> 01:36:21.116]  And what we did is we set a camera up in the studio to videotape me interviewing Willie over the phone.
[01:36:21.136 --> 01:36:22.637]  So that's the audio off the camera.
[01:36:22.657 --> 01:36:23.737]  It's not even the best audio.
[01:36:24.478 --> 01:36:28.199]  Next week, we're going to air some of the other excerpts of the interview that you haven't heard.
[01:36:29.294 --> 01:36:32.537]  Next Sunday, in between the two hours, somewhere between 4 and 6 p.m.
[01:36:32.577 --> 01:36:52.874]  Central, because that's 5 to 7 for stations on the East Coast, 2 to 4 for folks in the Pacific area, 3 to 5 for listeners on mountain stations and the mountain time zone, but we're going to air that in a really good high quality that we've got it, because we've got a great recording of it, and we're going to play that maybe in its entirety next week.
[01:36:52.894 --> 01:36:53.535]  What do you think, Trey?
[01:36:54.775 --> 01:36:56.656]  Because a lot of people want to hear it, a lot of people missed it.
[01:36:56.676 --> 01:37:00.259]  There's more details on it at InfoWars.com and PrisonPlanet.com.
[01:37:00.720 --> 01:37:05.003]  Look, I know we have a lot of phone lines, and I want to go to all of you, but I also wanted to get into the Marshall Law news.
[01:37:07.165 --> 01:37:10.667]  Again, I had a whole bunch of these clips ready today, and my computer crashed.
[01:37:10.687 --> 01:37:11.848]  The hard drive is down.
[01:37:12.429 --> 01:37:13.710]  It is a broken computer now.
[01:37:14.010 --> 01:37:18.373]  As I get ready for this show at home, there's one reason I didn't have the high-quality Willie interview for you.
[01:37:18.393 --> 01:37:19.294]  I do a lot of this myself.
[01:37:20.440 --> 01:37:25.164]  And I found all these new clips of local newscasts where it shows the police training with the military.
[01:37:25.244 --> 01:37:26.485]  It said, for martial law.
[01:37:27.346 --> 01:37:43.879]  Now, a year and a half before this started coming out mainstream news, a pastor contacted me, a second pastor contacted me, and said, I've been trained, FEMA's approached me, because I have a big church, to tell my flock to submit to martial law, hand their guns in, take forced inoculations.
[01:37:44.039 --> 01:37:48.563]  People didn't believe me, even though I got the FEMA documents, posted them on InfoWars.com, and they're there right now.
[01:37:49.184 --> 01:37:52.068]  Just type FEMA recruiting preachers into Google, and it'll come up.
[01:37:52.909 --> 01:37:53.790]  That's all documents.
[01:37:54.390 --> 01:37:59.957]  But then, about a year after that, they admitted that they'd done it in New Orleans in the year before that happened.
[01:38:00.703 --> 01:38:07.207]  And then now, I've got these newscasts all over the country, but here is this short newscast where she says, Martial Law.
[01:38:07.507 --> 01:38:09.189]  It opens with the words, Martial Law.
[01:38:09.489 --> 01:38:09.869]  Here it is.
[01:38:26.095 --> 01:38:28.596]  From my cold, dead hand!
[01:38:28.716 --> 01:38:32.858]  Charlton Heston's famous declaration captures a truly American value.
[01:38:33.299 --> 01:38:35.920]  The overarching desire to protect our freedoms.
[01:38:36.600 --> 01:38:42.843]  But gun confiscation is exactly what happened during the state of emergency following Hurricane Katrina in New Orleans.
[01:38:43.544 --> 01:38:43.824]  U.S.
[01:38:43.884 --> 01:38:45.025]  troops also arrived.
[01:38:45.385 --> 01:38:52.128]  Something far easier to do even now, thanks to last year's elimination of the 1878 Posse Comitatus Act.
[01:38:52.608 --> 01:38:53.689]  That forbid U.S.
[01:38:53.749 --> 01:38:55.790]  troops from policing on American soil.
[01:38:58.021 --> 01:39:05.104]  If martial law were enacted here at home, like depicted in the movie The Siege, easing public fears and quelling dissent would be critical.
[01:39:05.604 --> 01:39:11.187]  And that's exactly what the Clergy Response Team, as it's called, helped accomplish in New Orleans.
[01:39:11.267 --> 01:39:17.870]  Jeff, the primary thing that we say to anybody is, let's go out there and get this thing over with, and then we'll settle the differences once the crisis is over.
[01:39:18.070 --> 01:39:22.172]  Such Clergy Response Teams would walk a tightrope between the needs of the government,
[01:39:22.612 --> 01:39:23.973]  Versus the wishes of the public.
[01:39:24.473 --> 01:39:31.198]  In a lot of cases, these clergy would already be known in the neighborhoods in which they're helping to defuse that situation.
[01:39:31.599 --> 01:39:38.984]  For the clergy, one of the biggest tools that they will have in helping calm the public down or obey the law is the Bible itself.
[01:39:39.424 --> 01:39:40.865]  Specifically, Romans.
[01:39:41.366 --> 01:39:41.746]  Romans 13.
[01:39:41.806 --> 01:39:44.328]  Because the government's established out of order.
[01:39:45.063 --> 01:39:45.363]  You know?
[01:39:45.683 --> 01:39:47.324]  And that's what we believe in the Christian faith.
[01:39:47.344 --> 01:39:48.564]  That's what's stated in the scripture.
[01:39:49.144 --> 01:39:57.986]  Civil rights advocates believe the amount of public cooperation may depend largely on how long they expect the suspension of their rights might last.
[01:39:58.966 --> 01:40:00.606]  Jeff Ferrell, KSLI News 12 reporting.
[01:40:01.446 --> 01:40:08.748]  According to Tuberville, during Hurricane Katrina, the clergy response team provided 38 chaplains a day around the clock at eight different camps.
[01:40:09.545 --> 01:40:10.266]  Eight different camps.
[01:40:10.306 --> 01:40:13.629]  For some reason, that computer is cutting off the first two seconds, the last two seconds.
[01:40:13.949 --> 01:40:14.750]  Try to play it again.
[01:40:15.250 --> 01:40:18.533]  I want listeners to hear it because the newscast starts with the words, Marshall Law.
[01:40:18.573 --> 01:40:18.994]  Try it again.
[01:40:19.234 --> 01:40:22.337]  Law ever become a reality in America?
[01:40:23.458 --> 01:40:25.099]  Law ever become a reality?
[01:40:25.119 --> 01:40:25.820]  Computers are weird.
[01:40:26.741 --> 01:40:27.502]  It doesn't matter.
[01:40:27.542 --> 01:40:30.304]  They start the newscast out with, Will Marshall Law ever be?
[01:40:30.584 --> 01:40:31.785]  Then it ends with, In the camps.
[01:40:31.886 --> 01:40:33.407]  Now, I want to explain to you.
[01:40:34.150 --> 01:40:39.756]  Long before 9-11, I went to urban warfare drills, and the Marines, the Army, I've been to a bunch of these.
[01:40:39.816 --> 01:40:41.638]  Enlisters have sent me video from all over the country.
[01:40:42.178 --> 01:40:44.200]  Training to take your guns and put you in camps.
[01:40:44.581 --> 01:40:45.802]  They don't say it's for Al-Qaeda.
[01:40:45.822 --> 01:40:47.043]  They don't say it's for foreign countries.
[01:40:47.343 --> 01:40:48.885]  It's for the general public.
[01:40:50.126 --> 01:40:51.648]  Why are they gearing up for this?
[01:40:51.788 --> 01:40:52.689]  Why are they doing it?
[01:40:52.889 --> 01:40:56.973]  And then putting out newscasts about the needs of the government versus the needs of the people.
[01:40:57.699 --> 01:40:59.741]  Then they say Posse Comitatus was overthrown.
[01:41:00.181 --> 01:41:01.502]  It wasn't overthrown by Congress.
[01:41:01.903 --> 01:41:04.585]  Bush signed an executive order saying it doesn't exist anymore.
[01:41:04.605 --> 01:41:06.787]  He says he's above Congress!
[01:41:07.748 --> 01:41:09.769]  And that means Hillary Clinton, when she gets in, will be.
[01:41:11.771 --> 01:41:13.753]  Presidential Decision Directive 51.
[01:41:13.813 --> 01:41:16.335]  You cannot make this type of stuff up.
[01:41:16.815 --> 01:41:20.999]  And then I have all of these articles in front of me.
[01:41:24.144 --> 01:41:25.945]  I mean, I've got stories here that just blow me away.
[01:41:25.985 --> 01:41:27.586]  Here's one out of the Boston Globe.
[01:41:28.386 --> 01:41:30.587]  Police set to search for guns at homes.
[01:41:30.607 --> 01:41:38.811]  It says a new program will start on Monday as police go to private homes and ask if they can search for illegal guns without a warrant.
[01:41:39.071 --> 01:41:46.255]  Officials are trying to pitch the idea of a plan as friendly cooperation between residents who still see it as a threatening intrusion.
[01:41:46.675 --> 01:41:48.676]  Now, by the way, you think Boston just started with this?
[01:41:49.565 --> 01:41:50.666]  It's called Knock and Talk.
[01:41:50.786 --> 01:41:51.166]  Google it.
[01:41:51.707 --> 01:41:54.409]  Started in Tucson, Arizona, as far as we can tell, ten years ago.
[01:41:54.729 --> 01:41:56.951]  It's been in suburbs of Dallas for at least six.
[01:41:57.511 --> 01:41:59.253]  I've talked to people, I've had guests on.
[01:41:59.613 --> 01:42:06.399]  They normally do it during the middle of the day, upper middle class areas, where you've got housewives who are home, you know, with middle class husbands off working.
[01:42:06.619 --> 01:42:11.763]  They come to the door and they say, Hello ma'am, we're here to search the house for illegal guns.
[01:42:12.323 --> 01:42:19.229]  And 95% of the time the women just go, okay, and they go into your medicine cabinets and they just go down the street.
[01:42:19.781 --> 01:42:27.227]  Now, again, total violation of the Fourth Amendment, but they say, oh, we just come and ask for them to let us in.
[01:42:29.249 --> 01:42:30.570]  Now, that's not America.
[01:42:30.650 --> 01:42:43.320]  By the way, the illegal aliens, I've had Austin cops tell me, it's been in the news, they're told, in fact, sheriffs have gone public all over the country, I've interviewed them, that they'll arrest illegal aliens for driving drunk, no driver's license, and ICE will say, just turn them loose.
[01:42:43.661 --> 01:42:45.002]  The feds won't even come pick them up.
[01:42:46.112 --> 01:42:49.293]  The illegal aliens get bank accounts without ID cards.
[01:42:49.753 --> 01:42:53.695]  I first saw this six years ago myself at Bank of America when I was setting up an account.
[01:42:54.055 --> 01:42:54.996]  I had to have three forms.
[01:42:55.036 --> 01:42:55.856]  They had to have nothing.
[01:42:56.156 --> 01:42:57.397]  Then it's been in the news now.
[01:42:58.697 --> 01:42:59.697]  I didn't need the news to tell me.
[01:42:59.757 --> 01:43:00.218]  I saw it.
[01:43:02.358 --> 01:43:04.539]  So all these illegal aliens have got rights.
[01:43:04.599 --> 01:43:06.060]  The point is they're selectively enforcing.
[01:43:06.260 --> 01:43:11.602]  But then they're going to come to your door and say, hey, I want to search.
[01:43:11.642 --> 01:43:13.043]  Well, what do you have to hide, ma'am?
[01:43:13.063 --> 01:43:13.563]  Let me in.
[01:43:15.054 --> 01:43:15.634]  Let me in!
[01:43:15.855 --> 01:43:16.995]  Go look it up for yourself.
[01:43:17.616 --> 01:43:19.857]  They're practicing the destruction of America.
[01:43:20.597 --> 01:43:21.958]  And I'm not bashing police!
[01:43:22.258 --> 01:43:23.419]  What you're doing is wrong!
[01:43:23.939 --> 01:43:24.820]  I got stories right here.
[01:43:24.860 --> 01:43:30.003]  Every time there's a serial killer on the loose, they set up random checkpoints and take people's DNA out of their cheeks.
[01:43:30.383 --> 01:43:31.964]  The tissue out of the side of your cheek.
[01:43:32.645 --> 01:43:33.965]  This is out of Local News 6.
[01:43:34.946 --> 01:43:36.347]  DNA swabbed drivers.
[01:43:36.687 --> 01:43:41.670]  Police in Daytona Beach are swabbing the mouths of people during traffic stops with special DNA kits.
[01:43:43.111 --> 01:43:44.652]  Genetically, we know who he is.
[01:43:45.413 --> 01:43:49.275]  Chitwood said we have DNA evidence for the murder scenes so we've got that.
[01:43:49.716 --> 01:43:55.799]  This is never going to go away and sooner or later we will match the DNA for the physical person and bring closure to everything that's going on.
[01:43:56.840 --> 01:43:59.181]  And it goes on to say that there's a serial killer killing women.
[01:44:00.902 --> 01:44:02.283]  What about the Fourth Amendment?
[01:44:03.364 --> 01:44:05.205]  The serial killer can move out of the town!
[01:44:06.385 --> 01:44:10.488]  And I've got stories where the cops are looking for alcohol now in Denver and other places
[01:44:12.003 --> 01:44:13.403]  Phoenix, Arizona, Arizona.
[01:44:13.423 --> 01:44:16.324]  Again, they demand blood at flashlight point.
[01:44:16.624 --> 01:44:17.825]  Stickin' needles in ya!
[01:44:18.805 --> 01:44:21.026]  Forget show your papers, show your DNA!
[01:44:21.406 --> 01:44:22.426]  That's not freedom.
[01:44:22.806 --> 01:44:23.667]  That's not liberty.
[01:44:23.707 --> 01:44:26.187]  And folks, I had a giant stack of this stuff.
[01:44:26.667 --> 01:44:28.088]  I never even got to tonight.
[01:44:28.928 --> 01:44:30.529]  We'll see you at InfoWars.com.
[01:44:30.889 --> 01:44:33.730]  Weekday show, we'll see you back here next Sunday, 4 to 6 p.m.
[01:44:34.050 --> 01:44:35.750]  God bless you all, ladies and gentlemen.
[01:44:35.990 --> 01:44:38.651]  This is hardcore military-industrial complex takeover.
[01:44:38.851 --> 01:44:39.751]  They're testing you.
[01:44:39.831 --> 01:44:40.492]  They're pushing.
[01:44:40.692 --> 01:44:41.512]  And it's criminal!
[01:44:42.376 --> 01:44:43.436]  Hi, this is Ted Anderson.
[01:44:43.536 --> 01:44:48.338]  Over the years, Genesis Communications Network has grown by leaps and bounds, reaching millions of listeners.
[01:44:48.458 --> 01:44:51.359]  The impact on political and social issues have been enormous.
[01:44:51.479 --> 01:44:55.501]  Businesses associated with the network have grown to become valuable enterprises.
[01:44:55.801 --> 01:45:01.823]  If you are accredited and have an entrepreneurial spirit, national radio may be the opportunity you're looking for.
[01:45:02.003 --> 01:45:03.563]  Call me today at 877-996-4327, extension 101.
[01:45:03.603 --> 01:45:05.984]  For more information, that's 877-996-4327, extension 101.
[01:45:13.248 --> 01:45:15.729]  Are your Federal Reserve notes looking for a safe haven?
[01:45:16.190 --> 01:45:18.111]  Mine found it in precious metals.
[01:45:18.811 --> 01:45:21.973]  Not paper promises, but actual gold in my possession.
[01:45:22.633 --> 01:45:29.117]  It is liquid, it is private, it owes no one, it cannot go bankrupt, and it maintains its purchasing power.
[01:45:29.877 --> 01:45:32.098]  Find your answer at Midas Resources.
[01:45:32.478 --> 01:45:32.799]  That's 1-800-686-2237.
[01:45:32.819 --> 01:45:33.879]  The answer is at 1-800-686-2237.
[01:45:33.959 --> 01:45:34.519]  It's progressing.
