[00:00:09.471 --> 00:00:11.312]  Vulnerable has no price.
[01:41:22.875 --> 01:41:27.956]  And I mean, if it went through all these humans to mutate, it would have already been a different virus, correct?
[01:41:27.956 --> 01:41:29.577]  Or is that?
[01:41:29.577 --> 01:41:31.137]  Well, no, because it could travel so quickly.
[01:41:31.137 --> 01:41:36.098]  In the time of the steamer ship, it traveled around the world in a matter of months.
[01:41:36.098 --> 01:41:38.759]  Now you can travel around the world in a day.
[01:41:38.759 --> 01:41:40.839]  No, I know, but I mean through its mutations.
[01:41:41.639 --> 01:41:42.980]  Well, it doesn't mean immunity.
[01:41:42.980 --> 01:41:46.661]  What's interesting is the old theory was that it did what's called re-enlargement.
[01:41:46.661 --> 01:41:47.961]  So it's like age.
[01:41:47.961 --> 01:41:48.761]  It stays the same.
[01:41:48.761 --> 01:41:50.282]  It does a thing called recombination.
[01:41:50.282 --> 01:41:58.724]  If you can have... The thing that's particularly bad about this is you have, let's say, a bird like a crow or a vulture, let's say, in Texas.
[01:41:58.724 --> 01:42:06.086]  This virus, the swine flu one, can grow in a human or a vulture, okay, or a crow.
[01:42:06.086 --> 01:42:10.247]  But the avian flu could pretty well only grow in a bird, so it's not going to affect a human.
[01:42:11.454 --> 01:42:20.803]  Now this, what this new virus does is allow a bridge to get into cattle, sheep, horses, polo ponies, humans, and it can devastate all kinds of things.
[01:42:20.803 --> 01:42:24.306]  So it's like a Rosetta Stone, it has a skeleton key on the end of it.
[01:42:24.306 --> 01:42:32.854]  Right, so it's able to actually jump into other humans, animals, it could white boat alligators, I mean it isn't just going to perhaps go after mammals.
[01:42:33.334 --> 01:42:48.074]  And the thing that I'm looking at the genetics of this, it's going to allow the bridge to allow the emerging pandemic will be primarily a swine flu pandemic that will have new avianized genes and if they're not in this particular emergent wave,
[01:42:48.712 --> 01:42:53.275]  The following wave, just like a rogue wave, will be bigger and contain the lethal genes.
[01:42:53.275 --> 01:42:54.256]  So this is the first wave.
[01:42:54.256 --> 01:42:55.136]  So this is not hype.
[01:42:55.136 --> 01:43:00.980]  Now, Dr. Deagle, medical doctors, should people run out and then take the vaccines they say they're breeding?
[01:43:00.980 --> 01:43:03.381]  No, in fact what they did is they stopped the vaccine.
[01:43:03.381 --> 01:43:17.090]  The World Health Organization recommended the Mexican stop because what they were doing is turning the people of Mexico into bioreactors because they were inserting attenuated virus that would allow it to recombine when they have an active infection of the current
[01:43:17.170 --> 01:43:25.720]  Which is exactly what happened with Baxter in Europe, secretly mixing it with a vaccine stock, which the scientists said was the perfect way to cause a mutation, correct?
[01:43:25.720 --> 01:43:27.863]  Right, and they did it in the, uh... Stay there, stay there.
[01:43:27.863 --> 01:43:30.746]  I wanna come back with a final segment and play this video clip.
[01:43:30.746 --> 01:43:30.987]  Yeah.
[01:43:32.108 --> 01:43:33.750]  Heart disease is on the rise.
[01:43:33.750 --> 01:43:40.716]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you, but the symptoms are there.
[01:43:40.716 --> 01:43:49.104]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[01:43:49.104 --> 01:43:54.829]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[01:43:55.089 --> 01:43:56.850]  My blood pressure has normalized.
[01:43:56.850 --> 01:43:59.130]  My diabetes has totally improved.
[01:43:59.130 --> 01:44:03.552]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[01:44:03.552 --> 01:44:05.772]  I recommend Heart and Body Extract to everyone.
[01:44:05.772 --> 01:44:13.535]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[01:44:13.715 --> 01:44:17.898]  Order your two-month supply today by calling 866-295-5305.
[01:44:17.898 --> 01:44:21.800]  That's 866-295-5305.
[01:44:21.800 --> 01:44:24.822]  Or order online at HBextract.com.
[01:44:24.822 --> 01:44:27.084]  Heart and Body Extract, 866-295-5305.
[01:44:27.084 --> 01:44:31.166]  Or HBextract.com.
[01:44:31.166 --> 01:44:33.868]  Are you concerned for the safety of your loved ones?
[01:44:33.868 --> 01:44:36.950]  Listen closely to this message from Pepperspray.com.
[01:44:37.470 --> 01:44:40.612]  Every 22 seconds a violent crime is committed.
[01:44:40.612 --> 01:44:45.034]  America has changed and your personal safety is your first priority.
[01:44:45.034 --> 01:44:45.855]  Be smart.
[01:44:45.855 --> 01:44:46.815]  Be safe.
[01:44:46.815 --> 01:44:49.417]  Trust Pepper Spray instead of your luck.
[01:44:49.417 --> 01:44:56.001]  Pepperspray.com is the only website you'll ever need for all of your non-lethal self-defense supplies.
[01:44:56.001 --> 01:45:02.004]  Pepperspray.com carries one of the largest assortments of pepper spray and personal safety products on the web.
[01:45:02.004 --> 01:45:04.686]  From big to small, we have it all.
[01:45:04.686 --> 01:45:05.326]  Pepper Spray.
[01:45:05.526 --> 01:45:05.886]  I think so.
[01:45:31.540 --> 01:45:36.924]  Have you ever read the ingredients in your skin creams, personal hygiene products, vitamins, or herbal supplements?
[01:45:36.924 --> 01:45:45.491]  Did you know that most skin creams, body lotions, shampoos, and toothpastes contain chemical additives such as sodium lauryl sulfate, the same type of detergent used in dish soap?
[01:45:45.491 --> 01:45:49.054]  Did you know that many multivitamin supplements are made from synthetic vitamins?
[01:45:49.054 --> 01:45:51.956]  Do your herbal remedies have unwanted additives and fillers?
[01:45:52.276 --> 01:45:54.778]  Have you ever tested your body's pH level?
[01:45:54.778 --> 01:45:57.760]  Make a change to organic health and beauty products.
[01:45:57.760 --> 01:46:01.163]  Visit 2bnatural.com and order today!
[01:46:01.163 --> 01:46:09.789]  2bnatural.com carries exclusive all-natural chemical-free skin care, hair care, whole food vitamins, herbal remedies, and alkaline body balance supplements.
[01:46:10.149 --> 01:46:12.250]  Visit 2bnatural.com.
[01:46:12.250 --> 01:46:15.392]  That's T-O-B-N-A-T-U-R-A-L.com.
[01:46:15.392 --> 01:46:16.933]  2bnatural.com.
[01:46:16.933 --> 01:46:21.515]  Use coupon code RADIO for 15% discount and free alkaline food chart.
[01:46:21.515 --> 01:46:21.795]  Call 1-888-417-1375.
[01:46:21.795 --> 01:46:23.716]  That's 1-888-417-1375 to order or request your free catalog.
[01:46:31.480 --> 01:46:34.985]  Attention gardeners, this is an urgent GCN self-reliance update.
[01:46:34.985 --> 01:46:39.512]  GCN has just discovered a new bioactive superfood for garden plants, flowers, and herbs.
[01:46:39.512 --> 01:46:47.383]  It's called Proto-Gro, and it's so effective at producing rapid plant growth that it seems to almost force plants to grow like crazy under practically any soil and light conditions.
[01:46:47.703 --> 01:46:50.806]  Now, here's the best part for our listeners who garden for self-reliance.
[01:46:50.806 --> 01:46:58.452]  Proto-Gro's unique blend of sea nutrients maximizes mineral uptake and dramatically increases bloom set, creating maximum plant growth in minimum time.
[01:46:58.452 --> 01:47:04.277]  Proto-Gro works by providing geometric keys which have the capacity to actually unlock the genetic code for nutritional uptake in plants.
[01:47:04.277 --> 01:47:10.121]  Proto-Gro's full-spectrum plant fertility means fruits and vegetables with extraordinary taste and up to 10 times the nutritional value.
[01:47:10.121 --> 01:47:13.364]  And if you want to double or triple the potency of herbs or wheatgrass, you can.
[01:47:13.644 --> 01:47:17.226]  If you want to grow nutritionalized superfoods with non-hybrids, it's now easy.
[01:47:17.226 --> 01:47:22.308]  GCN listeners who want to grow Dirt Chief superfoods should visit the ProtoGro website at growlikecrazy.com.
[01:47:22.308 --> 01:47:25.189]  That's www.growlikecrazy.com or call 877-327-0365.
[01:47:25.189 --> 01:47:25.629]  That's 877-327-0365.
[01:47:25.629 --> 01:47:27.830]  Are you tired of searching for great talk radio?
[01:47:27.830 --> 01:47:28.170]  Search no more.
[01:47:28.170 --> 01:47:29.130]  We are the GCN Radio Network.
[01:47:45.584 --> 01:47:47.025]  Alright folks, final segment.
[01:47:47.025 --> 01:47:48.866]  I tell you, two hours has gone by way too quick.
[01:47:48.866 --> 01:47:53.268]  I loaded phone lines here and a ton of stuff I want to get to in this video clip.
[01:47:53.268 --> 01:47:59.011]  It's a video clip up on Infowars.com, audio here for the radio.
[01:47:59.011 --> 01:48:12.437]  But it's so important because notice they say Saddam Hussein working with the Taliban and Al Qaeda right before 9-11 putting out fear-mongering fake newscasts shown on TV stations, shown to feds to brainwash them.
[01:48:13.214 --> 01:48:15.235]  Where there's going to be a smallpox outbreak.
[01:48:15.235 --> 01:48:16.116]  Then they stage 9-11.
[01:48:16.116 --> 01:48:20.098]  They try to get the police and military to take the smallpox shots.
[01:48:20.098 --> 01:48:23.220]  They refuse, even under orders.
[01:48:23.220 --> 01:48:25.962]  The first responders, nurses, doctors refuse.
[01:48:25.962 --> 01:48:28.484]  The head of Health and Human Services refuses to take it.
[01:48:28.484 --> 01:48:34.267]  Those that do take it, a lot of them have heart attacks because of an autoimmune inflammation response that happened.
[01:48:34.267 --> 01:48:38.850]  This is coming up, but Dr. Diegel, I've got to get you up on my show sometime tomorrow.
[01:48:38.850 --> 01:48:41.532]  We'll try to do that, so just my producer will call you in the morning.
[01:48:42.132 --> 01:48:45.355]  And I'm also going to get Steve Quayle on and a bunch of other people that have really been on top of this.
[01:48:45.355 --> 01:48:49.939]  All the dead microbiologists, governments have been killing in the build-up to this.
[01:48:49.939 --> 01:49:03.450]  I hope that this just kind of runs itself out and mutates into something that's not deadly, but just from my own layman studies, to have it all mixed up like this and come out of nowhere and the way the media is handling it, it stinks to high heaven.
[01:49:03.450 --> 01:49:05.672]  We know this is their ace in the hole.
[01:49:08.154 --> 01:49:08.975]  Your website is what?
[01:49:08.975 --> 01:49:10.255]  Nutramedicalreport.com?
[01:49:10.255 --> 01:49:12.136]  Folks can find out more there?
[01:49:12.136 --> 01:49:16.638]  It's Nutramedical, N-U-T-R-A-M-E-D-I-C-A-L.com.
[01:49:16.638 --> 01:49:23.941]  Twelve years ago when I spoke in Zurich, Switzerland at Human Life International, I was given documents, and this is my first major exposure to it.
[01:49:24.561 --> 01:49:48.113]  That one of the three projects they were doing was the World Health Organization of the United Nations, funded by the Rothschilds, had conspired with the National Institute of Allergy and Infectious Disease, USAMRIID, and the Center for Disease Control to exhume the bodies of deceased whalers and take the gene fragments of the swine flu in 1918, and with a supercomputer and bio-engines, rebuild the virus, de novo.
[01:49:48.113 --> 01:49:50.874]  So this virus is resurrected.
[01:49:50.874 --> 01:49:52.775]  You can actually... Wait, are you saying this is the 1918 flu?
[01:49:54.409 --> 01:49:59.633]  Yeah, and what they did is they then added avian genes and then inserted it into the population of birds since 97.
[01:49:59.633 --> 01:50:02.895]  To give it a better spread factor?
[01:50:02.895 --> 01:50:06.697]  Right, and they spread it all over, now it's in all continents as of last year.
[01:50:06.697 --> 01:50:22.168]  And now what they have is they have this new bridge virus, and now inserting this bridge virus, which is a swine flu avian human hybrid, they now have the bridge virus, which now as it spreads, it's going to allow the weaponized genes, which are killing birds, to jump into other animals and humans.
[01:50:23.024 --> 01:50:31.989]  Well, there's no doubt that Vaxxer International got caught mixing live bird flu in the main vaccine vats at 18 locations.
[01:50:31.989 --> 01:50:34.771]  By the grace of God, the companies found out and said, what are you doing?
[01:50:34.771 --> 01:50:46.297]  And Czech Republic doctors said, this is the perfect way to mix this in with the other normal flu versions, human flus, to cause an airborne super bird flu that has a 90% kill rate, correct?
[01:50:47.478 --> 01:50:47.958]  That's right.
[01:50:47.958 --> 01:51:06.509]  In fact, we found out that Baxter Labs, we've had Alexander S. Jones, maybe not a direct relative, an NIH whistleblower, has been on the show a number of times, along with Dr. Rebecca Carley and Dr. A. Truatt, and we've been tracking literally daily, and their phone is now disconnected at biotest in the Czech Republic.
[01:51:06.509 --> 01:51:08.070]  Baxter's not responding.
[01:51:08.070 --> 01:51:12.132]  None of the four countries or any of the agencies are reporting anything in the media in Eastern Europe.
[01:51:12.852 --> 01:51:14.153]  We don't know how many countries.
[01:51:14.153 --> 01:51:17.694]  We don't know what happened to the 37 quarantined in the Czech Republic.
[01:51:17.694 --> 01:51:19.435]  There's a total blackout.
[01:51:19.435 --> 01:51:27.598]  And there... Yeah, for those that don't know, if you just Google, uh, homeless died from bird flu vaccine, it's London Telegraph.
[01:51:27.598 --> 01:51:30.839]  In other news, the government told them it was a regular shot at a health clinic.
[01:51:30.839 --> 01:51:32.480]  Killed them all deader than a hammer.
[01:51:32.480 --> 01:51:34.260]  Dr. Diegel, we'll talk to you again tomorrow.
[01:51:34.260 --> 01:51:35.081]  Thank you so much.
[01:51:35.081 --> 01:51:36.901]  Absolutely amazing, important.
[01:51:36.901 --> 01:51:38.102]  This is not going away.
[01:51:38.522 --> 01:51:44.145]  Well, I hope you're wrong, but we've certainly got to take it serious, knowing how evil the globalists are and the way they've been hyping this.
[01:51:44.145 --> 01:51:45.105]  Yeah, absolutely.
[01:51:45.105 --> 01:51:45.666]  Pay attention.
[01:51:45.666 --> 01:51:46.666]  Take care, everybody.
[01:51:46.666 --> 01:51:47.226]  Oh, my God.
[01:51:47.226 --> 01:51:49.448]  All right, ladies and gentlemen.
[01:51:49.448 --> 01:51:52.729]  And again, I'll be on the radio tomorrow, 11 to 3, covering all this in detail.
[01:51:52.729 --> 01:51:54.590]  Go ahead and call, do.
[01:51:54.590 --> 01:51:56.071]  I need him to come in tonight, the producer.
[01:51:56.071 --> 01:51:58.092]  Let's get Rebecca Carley on.
[01:51:58.092 --> 01:51:59.893]  I'm going in tonight after I work on this book.
[01:51:59.893 --> 01:52:00.733]  I'm working on a book.
[01:52:00.733 --> 01:52:02.734]  I'm writing it for two hours after the show, and then I want to go.
[01:52:02.734 --> 01:52:03.755]  I'm going to go in.
[01:52:03.755 --> 01:52:07.977]  Let's get out of Rebecca Carley on, all those other bird flu medical doctors we've been having on.
[01:52:08.835 --> 01:52:14.819]  I want to get Steve Quayle on, because he said Monday on the show, before any of this was even in the news, that they were about to launch a bird flu attack.
[01:52:14.819 --> 01:52:17.581]  Now, this may just be a... we know it's a manufactured virus.
[01:52:17.581 --> 01:52:20.603]  I mean, that's a 95% chance.
[01:52:20.603 --> 01:52:21.664]  Deagle's saying, no doubt.
[01:52:21.664 --> 01:52:22.664]  Many others are saying, no doubt.
[01:52:22.664 --> 01:52:24.565]  Even mainstream media is saying it looks like it's designer.
[01:52:27.186 --> 01:52:31.030]  Again, just fear-mongering, killing a few people, causing a bunch of sickness.
[01:52:31.030 --> 01:52:33.913]  They get everybody trained to take vaccines, go through the system.
[01:52:33.913 --> 01:52:34.574]  They make money.
[01:52:34.574 --> 01:52:37.317]  You know, Baxter and others do with the vaccines.
[01:52:37.317 --> 01:52:38.378]  The Tamiflu people do.
[01:52:38.378 --> 01:52:39.880]  I mean, this does not mean the end of the world.
[01:52:39.880 --> 01:52:44.586]  I know some people think that, and we're just giving you all sides and all views of this.
[01:52:45.266 --> 01:52:53.669]  But I'm right here in Texas where this stuff's, they're closing schools all around me and I got three small children so we are certainly in the middle of this here.
[01:52:53.669 --> 01:52:56.790]  Let's play this video clip and take a few calls at the end if we have time.
[01:52:56.790 --> 01:53:04.512]  This was in June of 2001, months before 9-11, a fake newscast produced by the feds
[01:53:05.734 --> 01:53:16.316]  Before 9-11, before they blame the attacks on Saddam and the fake WMDs, listen to what they were showing Feds to brainwash them and fear-monger them into accepting the New World Order and martial law.
[01:53:16.316 --> 01:53:18.516]  Listen to this carefully.
[01:53:18.516 --> 01:53:26.838]  We interrupt our regular programming to return to Southwest Medical Center for the continuing coverage of the outbreak of... Hey guys, pause.
[01:53:26.838 --> 01:53:30.759]  What you've got is, you are playing two of those are open.
[01:53:30.759 --> 01:53:31.919]  Two YouTubes are open.
[01:53:33.242 --> 01:53:38.765]  So that's up on Infowars.com or something else is being fed over the computer system in there.
[01:53:38.765 --> 01:53:44.427]  So I think we need to just pull these clips and put them to disk or put them on another computer and we'll play that clip when we get a chance.
[01:53:44.427 --> 01:53:50.730]  If not, it's up on Infowars.com for folks right now.
[01:53:50.730 --> 01:53:52.271]  Just reload the page.
[01:53:52.271 --> 01:53:54.572]  That's the best answer to the situation.
[01:53:54.572 --> 01:53:55.172]  Thank you.
[01:53:55.172 --> 01:53:58.494]  While we're doing that, let's take a call from Kelly in Austin.
[01:53:58.494 --> 01:53:59.274]  Kelly, you're on the air.
[01:54:01.195 --> 01:54:02.777]  Go ahead, Kelly.
[01:54:02.777 --> 01:54:10.325]  I'm concerned about... I teach public school in the Austin area, and I am very concerned about my students who travel over the border.
[01:54:10.325 --> 01:54:16.011]  They don't go to resorts or anything like that, but they'll leave for 10 days at a time and come back.
[01:54:16.011 --> 01:54:18.955]  How concerned should we be in the public schools right here in Austin?
[01:54:20.410 --> 01:54:27.896]  Well, I mean, we should be concerned because we have a criminal government that has been caught testing chemicals and biologicals on the American people.
[01:54:27.896 --> 01:54:36.223]  We have Dr. Eric Pianca in the biology department right here at UT who said he can't wait for airborne Ebola to kill 90% of us.
[01:54:36.223 --> 01:54:41.647]  And then he gets standing ovations at the Texas Academy of Sciences and gets invited to Europe to speak.
[01:54:41.647 --> 01:54:47.052]  And then I had his graduate students send me threatening emails when I exposed him three years ago and it broke into national news.
[01:54:47.692 --> 01:54:57.420]  He's just one of thousands of these characters, and I would Google the graduate students' names and see them in white lab coats working at bioweapons labs.
[01:54:57.420 --> 01:55:04.426]  So, you find out the folks working at bioweapons labs, and the folks that released the weaponized foot-and-mouth in England 2001, it was the government.
[01:55:05.607 --> 01:55:06.848]  I mean, that's confirmed.
[01:55:06.848 --> 01:55:10.530]  Who took 4,000 plus kids, foster kids, and radiated them to death?
[01:55:10.530 --> 01:55:11.731]  Declassified U.S.
[01:55:11.731 --> 01:55:12.311]  government.
[01:55:12.311 --> 01:55:16.373]  Who in 68 released a deadly bioweapon in the New York subway?
[01:55:16.373 --> 01:55:16.934]  The U.S.
[01:55:16.934 --> 01:55:17.374]  government.
[01:55:17.374 --> 01:55:19.475]  You know, who gets power and control?
[01:55:19.475 --> 01:55:20.156]  Who is into this?
[01:55:20.156 --> 01:55:20.596]  The U.S.
[01:55:20.596 --> 01:55:21.396]  government.
[01:55:21.396 --> 01:55:29.761]  That's what I'm concerned about, is that then the head of Homeland Security says, well, this may not be a problem, but we think there is a pandemic coming soon.
[01:55:29.761 --> 01:55:31.502]  And they, I mean, this is dangerous.
[01:55:31.502 --> 01:55:32.683]  So, that's what's happening.
[01:55:32.683 --> 01:55:33.363]  I appreciate your call.
[01:55:34.404 --> 01:55:35.565]  Okay, here's the video now.
[01:55:35.565 --> 01:55:36.305]  We'll play part of it.
[01:55:36.305 --> 01:55:38.647]  The rest is up on InfoWars.com.
[01:55:38.647 --> 01:55:55.097]  This is a fake newscast put out by the government right before 9-11, fingering Saddam in league with the Taliban and Al-Qaeda, which was the official story when the Globalists staged the false attack of 9-11.
[01:55:55.097 --> 01:55:55.937]  Good evening.
[01:55:55.937 --> 01:56:03.162]  We interrupt our regular programming to return to Southwest Medical Center and continuing coverage of the outbreak of a mystery sickness.
[01:56:03.897 --> 01:56:10.288]  Earlier today, hospital officials said they were admitting patients with symptoms that seem to be severe adult chickenpox.
[01:56:10.993 --> 01:56:12.634]  But now we have new information.
[01:56:12.634 --> 01:56:15.336]  We go to Andy Field outside Southwest Medical Center.
[01:56:15.336 --> 01:56:16.036]  Good evening, Andy.
[01:56:16.036 --> 01:56:16.777]  What can you tell us?
[01:56:16.777 --> 01:56:20.119]  Sheila, we've been moved to an isolated area behind the hospital.
[01:56:20.119 --> 01:56:27.864]  And off the record, doctors here suspect that at least five patients hospitalized at Southwest may have smallpox.
[01:56:27.864 --> 01:56:31.386]  And for those of us who don't remember the disease, it is a deadly virus.
[01:56:31.386 --> 01:56:33.328]  We haven't seen it in this country in at least 20 years.
[01:56:34.375 --> 01:56:39.317]  Now, if this proves to be true, we could have a very serious health emergency on our hands.
[01:56:39.317 --> 01:56:43.698]  But officially, the hospital will not confirm or deny that diagnosis.
[01:56:43.698 --> 01:56:46.639]  And the problem is we don't have enough vaccine to go around.
[01:56:46.639 --> 01:56:50.180]  Meaning we don't have enough vaccine for the United States?
[01:56:50.180 --> 01:56:59.103]  Well, I would like to think that, but we don't have sufficient stockpiles for the people in Oklahoma, Georgia, or Pennsylvania, much less for the entire United States population.
[01:56:59.603 --> 01:57:01.224]  Well, that certainly doesn't sound encouraging.
[01:57:01.224 --> 01:57:02.644]  What do you mean exactly?
[01:57:02.644 --> 01:57:06.685]  Angie, it means it could be a very dark winter for America.
[01:57:06.685 --> 01:57:07.245]  Sobering.
[01:57:07.245 --> 01:57:09.826]  Thank you very much for joining us, Dr. Kavlik.
[01:57:09.826 --> 01:57:13.867]  We do continue to wait for official reaction to this developing situation.
[01:57:13.867 --> 01:57:21.169]  Now we go to a special report on the deadly effects of smallpox that led scientists to launch an eradication program thought to wipe out...
[01:57:31.969 --> 01:57:34.150]  Alright, something's going on with that computer in there.
[01:57:34.150 --> 01:57:38.491]  That only happens when we're live on air and things are like that happening.
[01:57:38.491 --> 01:57:39.111]  You know what I think it is?
[01:57:39.111 --> 01:57:43.692]  I think I gave you guys a sheet with the video and where it came from and you got a different version of it.
[01:57:43.692 --> 01:57:48.494]  But remember Nightline in 2002 after they staged this in 2001 before the attacks?
[01:57:48.494 --> 01:57:52.435]  Nightline had a week of fake newscast about a smallpox outbreak.
[01:57:53.460 --> 01:58:04.415]  Uh, that happened in the United States and then martial law, kind of like a War of the Worlds thing, where they announced it and, uh, didn't tell the people that it was a fake newscast until after the show and after all the fear they created.
[01:58:04.415 --> 01:58:08.119]  They are using fear-based mind control on the population.
[01:58:08.119 --> 01:58:09.761]  If this thing is deadly and breaks out,
[01:58:12.182 --> 01:58:15.363]  You know, just wear a mask, I guess, and pray to God to protect you.
[01:58:15.363 --> 01:58:16.984]  I'll be live tomorrow at 11 3 p.m.
[01:58:16.984 --> 01:58:19.245]  at Infowars.com for all the affiliates out there.
[01:58:19.245 --> 01:58:20.866]  I want to thank you for tuning in this weekend.
[01:58:20.866 --> 01:58:21.706]  Take care.
[01:58:21.706 --> 01:58:26.048]  It's no secret that Genesis Communications Network depends on listeners like you.
[01:58:26.048 --> 01:58:28.950]  Now you can do even more to hear Genesis shows in your area.
[01:58:28.950 --> 01:58:33.512]  Simply call your local radio stations and tell them about your favorite GCN programs.
[01:58:33.512 --> 01:58:34.212]  It's easy.
[01:58:34.212 --> 01:58:37.874]  Log on to GCNlive.com or call us toll-free 877-807-4048.
[01:58:40.535 --> 01:58:41.515]  Hi, this is Ted Anderson.
[01:58:41.515 --> 01:58:46.237]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[01:58:46.237 --> 01:58:48.677]  They've been available since 1986, yet the financial industry
[01:59:00.421 --> 01:59:00.621]  I'm good.
[01:59:21.537 --> 01:59:25.239]  Wouldn't you love to be a lucky parent who's proud of your child's grades?
[01:59:25.239 --> 01:59:29.082]  Well, now you can turn poor grades around to A's, even when they're failing.
[01:59:29.082 --> 01:59:33.184]  Call right now for a free copy of the Top 10 Secrets to Improving Grades.
[01:59:33.184 --> 01:59:34.906]  Hello, I'm Dan Basmajian.
[01:59:34.906 --> 01:59:38.528]  During my 20 years as an educator, the kids with failing grades were sent to me.
[01:59:39.188 --> 01:59:42.670]  I discovered that bad grades don't come from bad or lazy kids.
[01:59:42.670 --> 01:59:46.312]  They come from kids who are overwhelmed by everything they have to learn.
[01:59:46.312 --> 01:59:53.095]  That's why I created the Simple Way to an A. This system shows kids how to learn and how to ace every test.
[01:59:53.095 --> 01:59:58.958]  It's so easy, your teenager will earn better grades in 30 days guaranteed and become the happy...
