[00:00:07.393 --> 00:00:10.658]  I love you folks.
[01:45:31.949 --> 01:45:38.474]  But the issue is they don't enforce on billionaires, they enforce on middle class and blue collar workers.
[01:45:39.435 --> 01:45:45.639]  Because the criminal class, that's why it came out that more than half of Congress doesn't even pay the taxes.
[01:45:46.180 --> 01:45:48.581]  I mean this is an openly criminal group.
[01:45:48.821 --> 01:45:49.182]  Go ahead.
[01:45:49.932 --> 01:45:51.633]  No, I couldn't agree more.
[01:45:52.033 --> 01:46:15.907]  And yet you've got a minimum, this is a bare minimum, done by studies, proved by studies from Boston University researchers and others, that say that a bare minimum of 56% of the people who are on the panels that decide which drugs get dispensed to our children, 56% is the minimum number of people who also have conflicts of interest with the drug companies.
[01:46:16.508 --> 01:46:36.301]  Well, on some committees, and you're talking about the anti-psychotic drugs and schizophrenia groups, 100% of the decision makers on the committee that are ruling on which drugs are dispensed to the general public, 100% of them are getting money from the drug companies.
[01:46:36.701 --> 01:46:45.087]  Speakers fees, traveling events, hundreds of thousands and millions of dollars that they then don't even declare.
[01:46:46.684 --> 01:46:49.185]  to the general public that there is a conflict.
[01:46:49.685 --> 01:47:00.430]  Now, you know, in any other entity, if you had conflicts of interest with Boeing and airplanes and the FAA... You would have to recuse yourself.
[01:47:00.930 --> 01:47:01.691]  Exactly right.
[01:47:02.251 --> 01:47:09.214]  And so why isn't it the case with this when we are affecting the lives of our future leaders in this nation?
[01:47:09.969 --> 01:47:12.732]  The only answer that I can come with are two answers.
[01:47:12.852 --> 01:47:15.655]  One is the dumbing down aspect that you talk about a lot.
[01:47:16.036 --> 01:47:18.879]  And number two is just frankly just the money that's at risk.
[01:47:19.754 --> 01:47:31.840]  And, you know, this order that we've always talked about, it now is reaching way beyond just the borders of the United States in the medical profession, into the World Trade Organization.
[01:47:32.140 --> 01:47:40.024]  We're tied into it through all of our trade acts, NAFTA and CAFTA, and the World Health Organization, and all these god-awful things.
[01:47:40.584 --> 01:47:41.925]  And sooner or later,
[01:47:42.549 --> 01:47:54.265]  You and I and a cadre of other freedom fighters are going to let it be known to people in a way that they can understand and embrace and act on that this has to stop.
[01:47:55.326 --> 01:47:57.730]  And it will stop because we're going to make it stop.
[01:48:00.438 --> 01:48:08.525]  Well, we have to, and I think people should get Generation RX, your film, and have viewing parties, show it to their neighbors.
[01:48:09.445 --> 01:48:11.367]  We have to start getting in people's business.
[01:48:11.387 --> 01:48:16.671]  I mean, they're taking our kids and turning them into tattletales to spy on us and saying that's kosher.
[01:48:17.819 --> 01:48:23.180]  It's normal for us to go talk to our neighbors, talk to our friends, talk to our families.
[01:48:23.600 --> 01:48:27.101]  When I'm in an airport or a grocery store now, believe me, I'm selfish.
[01:48:27.261 --> 01:48:28.821]  I just want to get on my airplane.
[01:48:29.301 --> 01:48:30.702]  I just want to get my food and go.
[01:48:31.462 --> 01:48:42.124]  But I will walk over and say, hey, listen, I don't want to get in your business, but I really care about, you know, humanity, or I really care about your child's health.
[01:48:43.089 --> 01:48:48.954]  They're trying to push dozens and dozens of new vaccines every year and these have all been proven to be causing a problem.
[01:48:49.354 --> 01:48:53.437]  Just do research before you vaccinate your children and you don't have to take the vaccines.
[01:48:54.198 --> 01:48:56.480]  And a lot of times I'll say thank you and start walking away.
[01:48:57.893 --> 01:49:00.514]  And they will say, because it's almost like they're thankful.
[01:49:00.554 --> 01:49:02.855]  They can't believe another human is talking to them.
[01:49:02.875 --> 01:49:04.135]  We've all been trained to not talk.
[01:49:04.515 --> 01:49:06.036]  And they'll say, it's not the law.
[01:49:06.056 --> 01:49:09.597]  I didn't want to give her or him the shots, but they said I had to.
[01:49:09.617 --> 01:49:10.797]  And I'll say, no.
[01:49:11.437 --> 01:49:11.957]  Google.
[01:49:11.977 --> 01:49:13.018]  I go, do you have a search engine?
[01:49:13.058 --> 01:49:13.298]  Yes.
[01:49:14.478 --> 01:49:15.138]  You have a computer?
[01:49:15.178 --> 01:49:15.418]  Yes.
[01:49:15.658 --> 01:49:21.700]  Well, search engine, you know, the term vaccine waiver form, and then your state.
[01:49:22.180 --> 01:49:23.681]  And you've just got to give them that form.
[01:49:24.710 --> 01:49:25.831]  And they go, thank you.
[01:49:26.472 --> 01:49:31.476]  Or other times they go, hmm, and are kind of the type that are uptight and scared and don't want to talk.
[01:49:31.536 --> 01:49:32.457]  I don't care though.
[01:49:32.857 --> 01:49:41.545]  I'm ready to do whatever it takes to go 110% to warn people because I see these little kids and I know what they're putting in the vaccines.
[01:49:41.665 --> 01:49:43.066]  I know it's a eugenics program.
[01:49:43.387 --> 01:49:45.349]  No matter how horrible it sounds, I know the truth.
[01:49:45.409 --> 01:49:47.470]  It's hard for me to admit what their own documents say.
[01:49:48.351 --> 01:49:49.832]  And I know what the drugging is about.
[01:49:49.932 --> 01:49:53.195]  I've seen them at the state level in Texas say it's eugenics.
[01:49:53.615 --> 01:49:55.037]  These children are subhuman.
[01:49:55.057 --> 01:49:59.260]  And I've talked to these psychiatrists and psychologists.
[01:49:59.320 --> 01:50:00.981]  They are on power trips.
[01:50:01.022 --> 01:50:03.283]  They are flaming evil.
[01:50:03.423 --> 01:50:06.006]  I mean, they are bastard scum.
[01:50:06.346 --> 01:50:08.748]  I'm not saying all of them, but the establishment ones.
[01:50:09.690 --> 01:50:13.173]  These certainly aren't your Carl Young or somebody like that who are pretty neat, you know.
[01:50:13.193 --> 01:50:16.136]  It's just these corporate scum.
[01:50:16.156 --> 01:50:17.438]  They're these corporate scum.
[01:50:17.698 --> 01:50:21.602]  They're to sling rock, sling dope, sling this stuff at our kids.
[01:50:21.962 --> 01:50:24.044]  And I'm tired of these 21st century dope pushers.
[01:50:24.084 --> 01:50:24.444]  Go ahead.
[01:50:25.125 --> 01:50:31.972]  Well, Alex, what I was going to say is, you know, the basis of what, when you talk about Young and some of the others, what was their foundation?
[01:50:32.072 --> 01:50:33.133]  It was talk therapy.
[01:50:33.866 --> 01:50:49.561]  I mean, if we removed all of the drugs, the psychiatric meds that we're giving kids right now, and simply just sat down and talked to them, or had a quote, expert talk to them, 98% of them would be doing infinitely better than they are on these meds.
[01:50:50.083 --> 01:51:02.669]  So when you're talking about, you know, going back to these immunosuppressant drugs that they're giving kids as vaccinations, I mean, even again, to draw the parallel, when I was a kid, we got what?
[01:51:02.849 --> 01:51:06.270]  You know, measles, the mumps, the rubella, polio.
[01:51:06.590 --> 01:51:07.371]  That was about it.
[01:51:07.431 --> 01:51:08.311]  Maybe chickenpox.
[01:51:08.891 --> 01:51:16.995]  Now they're on up to 51, 52 immunosuppressant vaccinations by the time they are eight years old.
[01:51:18.379 --> 01:51:24.481]  I mean, how in God's name can anyone believe that this is beneficial to their immune system?
[01:51:25.181 --> 01:51:27.562]  It's a sad, sad reality.
[01:51:28.162 --> 01:51:46.928]  Not to mention, then, on top of it, that the very criminals that are contaminating vaccines, like the Baxter International people, which, you know, I was talking about a long time ago, and I know you have been on this show, you know, that could have infected hundreds of thousands, if not millions of people, and could have killed
[01:51:47.308 --> 01:51:48.589]  Literally millions of people.
[01:51:48.949 --> 01:51:53.712]  They're the same people that are making the vaccinations for swine flu.
[01:51:54.412 --> 01:52:15.004]  So, you know, again, I tried to produce the film in such a way so that people who had no investment in this Alex whatsoever, knew nothing about the issue, could watch Generation Rx and come to a logical conclusion themselves about whether or not they felt that this was a sane course to take.
[01:52:15.724 --> 01:52:20.508]  And I try to respect the intelligence of the people who are viewing the film.
[01:52:20.829 --> 01:52:22.150]  Well, you've done a masterpiece.
[01:52:22.950 --> 01:52:25.032]  You've made a masterpiece in Generation RX.
[01:52:25.292 --> 01:52:39.764]  I just hope that people will start caring about their fellow humans and start going to the PTA clubs, start going to the school board meetings, start going to city council and say, stop pushing drugs in the schools.
[01:52:39.884 --> 01:52:41.065]  I was a straight-A student.
[01:52:42.714 --> 01:52:46.577]  I wasn't straight A my first few years in high school, but we moved down here to Austin.
[01:52:46.617 --> 01:52:59.949]  I was straight A, made a hundred in some of my classes that last year to where I didn't need to be at school all day to finish my course load in high school.
[01:53:00.490 --> 01:53:04.293]  So for an hour a day, they said, you are a student aid.
[01:53:05.954 --> 01:53:08.337]  And I was a student aid there.
[01:53:09.702 --> 01:53:12.023]  And one day I didn't feel good.
[01:53:12.463 --> 01:53:18.125]  One day I was coming down with a cold and I went into the nurse and I said, I want to go home.
[01:53:18.865 --> 01:53:20.786]  And she said, you have to call your mommy.
[01:53:21.566 --> 01:53:23.046]  And here I am 18 years old.
[01:53:23.527 --> 01:53:25.307]  So I sit there and give the phone to my mom.
[01:53:25.347 --> 01:53:25.527]  Okay.
[01:53:25.547 --> 01:53:28.508]  You can come home for a while and got in my car and drove home.
[01:53:28.868 --> 01:53:30.589]  And then she goes, Hey, if you're feeling bad,
[01:53:31.730 --> 01:53:32.470]  It's like drugs.
[01:53:32.530 --> 01:53:33.351]  It's like speed.
[01:53:33.371 --> 01:53:34.191]  It gets you high.
[01:53:34.251 --> 01:53:34.791]  It's fun.
[01:53:35.251 --> 01:53:36.972]  Well, first I said, well, no, I don't want any riddles.
[01:53:36.992 --> 01:53:38.313]  She said, here's the name of a psychologist.
[01:53:38.713 --> 01:53:43.255]  I was real calm at the time, handsome, good-looking, clean-cut, wearing a polo shirt and slacks.
[01:53:43.755 --> 01:53:47.376]  People thought I was a cop at the school at Anderson because I didn't really hang out with anybody.
[01:53:47.416 --> 01:53:48.097]  I kept to myself.
[01:53:48.137 --> 01:53:49.257]  I just wanted to get out of high school.
[01:53:50.097 --> 01:53:53.819]  And I said, no, no, I don't need that.
[01:53:53.859 --> 01:53:54.659]  She said, oh, it's fun.
[01:53:54.699 --> 01:53:55.439]  It's like drugs.
[01:53:55.800 --> 01:53:57.040]  You like speed, don't you?
[01:53:57.080 --> 01:53:58.521]  And I'm like, look at me, lady.
[01:53:59.451 --> 01:54:00.052]  I'm a jock.
[01:54:00.132 --> 01:54:01.533]  You know, I've got like 2% body fat.
[01:54:01.573 --> 01:54:04.136]  I didn't say that, but I didn't want it.
[01:54:05.017 --> 01:54:07.260]  And then she kind of came on to me sexually.
[01:54:07.300 --> 01:54:08.401]  That was a little added thing.
[01:54:08.441 --> 01:54:12.085]  But I mean, the issue is, is that they're laughing.
[01:54:12.125 --> 01:54:12.605]  It's true.
[01:54:13.186 --> 01:54:14.748]  I mean, this country's screwed, man.
[01:54:15.448 --> 01:54:18.452]  She came at me, Mr. Miller, as a drug pusher.
[01:54:20.171 --> 01:54:31.640]  Well, and you know, one of the stories in the film that seems to expose this kind of attitude is what happened to Matthew Milling Downing and her daughter.
[01:54:31.660 --> 01:54:38.946]  You know, I mentioned about a half hour ago about Thomas Laughran, the head of the psychopharmacology division at FDA.
[01:54:40.127 --> 01:54:46.893]  Tom Laughran, his daughters were friends with Matthew Milling Downing's
[01:54:47.748 --> 01:54:48.388]  Two daughters.
[01:54:48.869 --> 01:54:51.370]  They lived in suburban DC.
[01:54:51.410 --> 01:54:52.631]  They lived in the Maryland area.
[01:54:52.651 --> 01:54:55.433]  Of course, the FDA headquarters is right near there.
[01:54:55.953 --> 01:54:57.334]  Their kids had sleepovers.
[01:54:57.834 --> 01:54:58.895]  They socialized.
[01:54:59.455 --> 01:55:00.216]  All the rest of it.
[01:55:00.756 --> 01:55:07.741]  All of this time, Thomas Loughran knew the effects of Zoloft and these SSRIs.
[01:55:09.255 --> 01:55:19.437]  And refused to interact with his good friends, who, by the way, he knew that the daughter was the one daughter was just put on Zoloft, the drug that he had approved for children.
[01:55:20.117 --> 01:55:23.338]  And he never even said anything to the Downings.
[01:55:24.278 --> 01:55:31.680]  And the end result was, a few months later, that this beautiful, beautiful 11-year-old girl, Candace Downing,
[01:55:32.534 --> 01:55:34.896]  So how do we get to this place where you have such a disconnect?
[01:55:34.916 --> 01:55:45.824]  These people who are running the show in DC and who are living off of our tax dollars and are so inhumane that they won't share the most basic
[01:56:00.220 --> 01:56:05.466]  Warning information with friends that they've been friends with for 9 or 10 or 11 years.
[01:56:05.687 --> 01:56:13.276]  But that's the issue with these fake corporate types is they're into how they don't care about anybody and they'd watch you drown to not even help.
[01:56:13.736 --> 01:56:16.500]  They're in to the fact that their soul is scum.
[01:56:17.639 --> 01:56:30.133]  Well, I'll tell you, I think you're exactly right, because I've watched dozens and dozens and dozens of hours of FDA hearings, and I see nothing but cold and calculation coming from all of the FDA officials.
[01:56:30.173 --> 01:56:34.478]  They could give a damn about the stories of real people who died on these beds.
[01:56:35.011 --> 01:56:41.018]  Well, that's because the overarching geopolitical system is run by eugenicists, so the more of us they kill, the better.
[01:56:41.799 --> 01:56:45.323]  I mean, that's... I mean, in the state hearings, they said that.
[01:56:45.403 --> 01:56:49.888]  They said, these people are subhuman, they have bad gene pools, we're getting rid of them.
[01:56:53.846 --> 01:56:57.911]  If you owe the IRS, you can't make the problem go away without professional help.
[01:56:58.371 --> 01:57:01.334]  But with the help of Dan Pilla, you can get your problem solved.
[01:57:01.735 --> 01:57:06.219]  Hi, I'm Dan Pilla, and I've been solving tax debt problems for 30 years, and I can help you too.
[01:57:06.600 --> 01:57:11.225]  We can stabilize IRS collection action and get your tax debt reduced, sometimes completely eliminated.
[01:57:11.767 --> 01:57:23.273]  And if you received a 1099 from a bank because of mortgage or other debt forgiveness, the vast majority of the time, I can show you how to completely erase it so you pay no taxes on what the IRS will consider to be taxable income.
[01:57:23.593 --> 01:57:26.435]  Call us for a free consultation to discuss the many possibilities.
[01:57:26.895 --> 01:57:27.295]  Call 1-800-34-NO-TAX.
[01:57:27.315 --> 01:57:27.675]  That's 800-34-N-O-T-A-X.
[01:57:27.695 --> 01:57:30.357]  Or go to my website at TaxHelpOnline.com.
[01:57:36.560 --> 01:57:41.404]  Dan Pilla has been protecting taxpayers from the IRS for three decades, and he can help you.
[01:57:41.864 --> 01:57:43.345]  Call us today, 800-346-6829.
[01:57:43.465 --> 01:57:48.649]  That's 800-34-NO-TAX.
[01:57:51.671 --> 01:57:53.072]  It is a big idea.
[01:57:53.092 --> 01:57:55.193]  A new world order.
[01:57:55.914 --> 01:58:00.677]  In the near future, Earth is dominated by a powerful world government.
[01:58:00.797 --> 01:58:02.559]  It's known as the Bilderberg Group.
[01:58:03.619 --> 01:58:05.781]  Both their objective being world domination.
[01:58:06.397 --> 01:58:08.819]  For thousands of years, their dark order grew.
[01:58:09.580 --> 01:58:15.446]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[01:58:19.929 --> 01:58:24.892]  For the first time in history, the elite's plan for world government is blown wide open.
[01:58:25.373 --> 01:58:28.835]  You will learn the secret that drives the entire New World Order agenda.
[01:58:29.235 --> 01:58:31.717]  Bill of Rights is making great progress toward a world government.
[01:58:31.817 --> 01:58:32.958]  Most people have no idea.
[01:58:32.978 --> 01:58:33.718]  They're not after money.
[01:58:33.738 --> 01:58:34.839]  They have all the money they need.
[01:58:35.039 --> 01:58:35.760]  They're after power.
[01:58:36.020 --> 01:58:36.880]  That's their aphrodisiac.
[01:58:37.161 --> 01:58:41.704]  Order In Game on DVD at PrisonPlanet.com or InfoWars.com.
[01:58:41.924 --> 01:58:44.706]  Or watch it online right now at PrisonPlanet.tv.
[01:58:44.846 --> 01:58:46.207]  In Game.
[01:58:46.647 --> 01:58:48.168]  Blueprint for global enslaving.
[01:58:48.688 --> 01:58:49.769]  You have been warned.
[01:58:51.470 --> 01:58:55.294]  You don't have to be in the military to enjoy military surplus savings.
[01:58:55.614 --> 01:59:01.399]  Right now at MainMilitary.com you'll find savings on the top must-have military supplies.
[01:59:01.780 --> 01:59:03.761]  M10 gas masks for $12 or 3 for $30.
[01:59:03.902 --> 01:59:04.842]  Gas mask hoods $4 or 3 for $10.
[01:59:05.363 --> 01:59:06.364]  Mask filters $6 or 3 for $15.
[01:59:06.424 --> 01:59:07.985]  Save big on British chemical suits only $12.
[01:59:08.025 --> 01:59:08.406]  Israeli gas masks $20.
[01:59:15.492 --> 01:59:18.873]  Trigger finger gloves, $5 a pair or $36 a dozen.
[01:59:19.134 --> 01:59:22.275]  Snowshoe binding for $8 or $48 a dozen.
[01:59:22.455 --> 01:59:23.495]  And so much more.
[01:59:23.775 --> 01:59:27.177]  Even hard to find surplus items, all at surplus prices.
[01:59:27.477 --> 01:59:32.219]  Preparing the whole family has never been so affordable at MainMilitary.com.
[01:59:32.539 --> 01:59:33.960]  MainMilitary.com.
[01:59:34.140 --> 01:59:36.981]  One of the last surviving true surplus stores in the country.
[01:59:37.361 --> 01:59:41.944]  Shop now at MAINEMILITARY.COM or call 877-608-0179.
[01:59:41.964 --> 01:59:42.405]  That's 877-608-0179 today.
[01:59:42.445 --> 01:59:45.307]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[02:00:06.607 --> 02:00:11.833]  When good people stop caring and stop being involved in society, bad things happen.
[02:00:12.794 --> 02:00:16.499]  And they've got around 20% of our kids on drugs today, they want to put 50% on.
[02:00:17.920 --> 02:00:20.203]  Generation RX, a film by Kevin P. Miller.
[02:00:20.283 --> 02:00:24.848]  I'm going to have it back up the next month or two, maybe even play some clips here at Prison Planet.
[02:00:25.842 --> 02:00:26.503]  Dot TV.
[02:00:26.563 --> 02:00:28.865]  But this is just very well done.
[02:00:28.885 --> 02:00:35.251]  It'll warn people when the school's pushing the drugs on their kids that it is proven to cause suicide.
[02:00:35.271 --> 02:00:36.813]  They even have to put that on the drugs now.
[02:00:37.253 --> 02:00:38.835]  Thanks to people like Mr. Miller's actions.
[02:00:39.235 --> 02:00:42.779]  Get the film at InfoWars.com or by calling toll free 888-253-3139.
[02:00:42.819 --> 02:00:43.039]  That's 888-253-3139.
[02:00:49.125 --> 02:01:00.391]  You can also write to me, Alex Jones, at 3001 South Lamar Suite 100, Austin, Texas 78704 to get Generation RX, a film by Kevin P. Miller.
[02:01:00.852 --> 02:01:02.933]  Kevin, we've got about four minutes left here at the end.
[02:01:04.045 --> 02:01:08.809]  Tell folks more about the film because, I mean, it's so multifaceted.
[02:01:09.289 --> 02:01:10.850]  It gets into so many areas.
[02:01:11.210 --> 02:01:15.313]  It shows the motivation, the lies, what the drugs do, the horror stories.
[02:01:16.454 --> 02:01:17.175]  It's just amazing.
[02:01:17.215 --> 02:01:22.479]  Tell folks more about Generation RX and how they can use it to stop this mass murder.
[02:01:23.007 --> 02:01:43.702]  Well I appreciate the latter part of what you just said because what I've said often in my speeches around the country is that I made the film so that parents in particular and teachers and even sheriffs could be armed with the information they need and especially parents because you know how intimidated
[02:01:44.242 --> 02:01:52.648]  Most parents are, either by a school administrator or certainly a doctor, were intimidated by the lab coat and their air of authority.
[02:01:53.168 --> 02:02:04.997]  And yet, you know, it's incredible because since the film has been out, I was speaking in Nebraska a couple of weeks ago and a woman came up to me and she said, you know, I actually did what you suggested.
[02:02:05.097 --> 02:02:07.819]  I used the information as a weapon.
[02:02:07.839 --> 02:02:09.360]  And I said, really?
[02:02:09.400 --> 02:02:09.780]  With whom?
[02:02:09.820 --> 02:02:12.222]  She said, with my child's pediatrician.
[02:02:13.121 --> 02:02:17.285]  And, uh, and evidently the pediatrician was just sort of dumbstruck.
[02:02:17.646 --> 02:02:22.831]  Had no response for the vast majority of the statistics or things that she cited from the film.
[02:02:23.291 --> 02:02:29.157]  So, you know, I took great care to make sure that there was integrity in the information, Alex, and you know how important that is.
[02:02:29.558 --> 02:02:34.703]  Because if there isn't integrity in the information, it makes it too easy for everybody else to shoot down.
[02:02:35.223 --> 02:02:45.987]  So I would encourage people to buy it through you and to use the information in the film, first of all, as a weapon to defend their child and defend their communities.
[02:02:46.447 --> 02:02:50.849]  And in the case of sheriffs, if you get a call from the local school,
[02:02:51.983 --> 02:03:01.906]  And you find out there's a, you know, gun standoff, you might have some insight that no other sheriff in the country has on why this is going down.
[02:03:02.606 --> 02:03:03.866]  So that's part of it.
[02:03:04.286 --> 02:03:06.667]  So, I mean, the film is pretty diverse.
[02:03:06.747 --> 02:03:10.388]  I mean, the first part of it is really an overview to the entire
[02:03:10.928 --> 02:03:13.449]  Mad situation that we've gotten ourselves into.
[02:03:13.469 --> 02:03:18.932]  The second part in particular, folks, is really clearly on ADHD.
[02:03:19.372 --> 02:03:21.033]  The shoddy science behind it.
[02:03:21.053 --> 02:03:31.638]  Some really sort of comical... They take boys, I mean all species of mammal, from seals to dogs to cats, jump around and fight and play, and they say normal behavior is abnormal.
[02:03:31.898 --> 02:03:34.779]  Then they put kids on caffeine and sugar, they're bouncing off the walls.
[02:03:35.100 --> 02:03:37.801]  They claim crashing from sugar is bipolar.
[02:03:38.161 --> 02:03:39.602]  Your film is just amazing.
[02:03:40.242 --> 02:03:52.730]  Generation Rx, I want to have you up in a month or so for two hours to take horror story calls from the listeners and people to tell more of your stories and maybe have some of the families on that are in Generation Rx.
[02:03:52.830 --> 02:03:55.672]  Available, folks, at InfoWars.com.
[02:03:56.092 --> 02:03:58.214]  Get it today on the online video bookstore.
[02:03:58.914 --> 02:04:02.877]  Kevin Miller, thank you for the great work you've done and we'll talk to you again very, very soon.
[02:04:03.673 --> 02:04:04.653]  It's been my pleasure, Alex.
[02:04:04.733 --> 02:04:05.514]  Thank you so much.
[02:04:05.774 --> 02:04:06.014]  You bet.
[02:04:06.034 --> 02:04:06.874]  Keep up the great work.
[02:04:06.914 --> 02:04:09.435]  And we'll have him back up in the next month or so for two hours.
[02:04:09.915 --> 02:04:13.397]  And talk about some of the other films he's working on as well.
[02:04:13.417 --> 02:04:14.957]  And some of the other films he's done.
[02:04:15.678 --> 02:04:16.858]  That's it for this transmission.
[02:04:16.918 --> 02:04:18.379]  Great job to the crew.
[02:04:18.819 --> 02:04:20.660]  Retransmission starts now in one place.
[02:04:20.720 --> 02:04:24.181]  InfoWars.com on the audio screens and AM and FM stations across the country.
[02:04:24.261 --> 02:04:25.121]  Retransmit us as well.
[02:04:25.702 --> 02:04:27.862]  I want to thank Genesis and all the sponsors too.
[02:04:28.083 --> 02:04:28.483]  Stay with us.
[02:04:28.503 --> 02:04:29.043]  We'll be right back.
[02:04:32.819 --> 02:04:34.660]  Thank you for listening to GCN.
[02:04:36.082 --> 02:04:38.403]  Visit GCNlive.com today.
[02:04:41.085 --> 02:04:46.630]  This is Alex Jones and I want to tell you again about a company that has supported us in the truth movement for years.
[02:04:46.930 --> 02:04:48.091]  Inner Health Botanicals.
[02:04:48.231 --> 02:04:52.194]  This company produces the highest quality superfood around called Inner Food.
[02:04:52.514 --> 02:05:00.660]  My wife just loves the stuff and now the health ranger Mike Adams has awarded Inner Food his Editor's Choice Award for Best Superfood of 2009.
[02:05:01.801 --> 02:05:04.362]  Inner Food is loaded with 20 great organic ingredients.
[02:05:04.662 --> 02:05:06.163]  No fillers, no sweeteners.
[02:05:06.403 --> 02:05:09.184]  It would be impossible to blend this up for a better price.
[02:05:09.424 --> 02:05:10.865]  And their formula really works.
[02:05:11.125 --> 02:05:13.686]  This is the real thing for the great health you need.
[02:05:13.946 --> 02:05:15.207]  Try the NutriCafe.
[02:05:15.447 --> 02:05:19.809]  Their great organic coffee infused with polysaccharides that boost the immune system.
[02:05:20.209 --> 02:05:22.410]  A truly healthy coffee that tastes great.
[02:05:22.630 --> 02:05:24.871]  And take it from me folks, it really does taste great.
[02:05:25.091 --> 02:05:26.832]  Don't forget to try their other great products.
[02:05:27.192 --> 02:05:28.292]  Go to www.
[02:05:30.114 --> 02:05:32.539]  We're good to go.
