[00:00:00.655 --> 00:00:01.636]  Initiate launch.
[00:24:29.081 --> 00:24:31.402]  Mike Rivero riding shotgun a little bit into the next hour with us.
[00:24:37.591 --> 00:24:40.714]  There's a lot of other important news I want to go over with him.
[00:24:40.854 --> 00:24:43.156]  The bottom line for everybody out there to realize is this.
[00:24:44.037 --> 00:24:54.788]  The nature of what we're facing with the criminal globalists is so real and so over the top that I want to stress to you that it is far worse than we can even explain to you.
[00:24:55.268 --> 00:24:58.830]  They are engaging in economic warfare against all of us.
[00:24:59.230 --> 00:25:00.770]  They have passed the point of no return.
[00:25:01.151 --> 00:25:06.473]  They are believing their momentum and just the over-the-top savageness of what they're doing is going to carry them through.
[00:25:06.833 --> 00:25:12.376]  They are racing to bring in military, illegal aliens, criminals, felons into the military.
[00:25:12.716 --> 00:25:17.438]  They are racing to bring in private mercenaries and domestic armies, and I want to go over that.
[00:25:18.218 --> 00:25:22.680]  Because, as you know, Mike Rivero, we wrote a story about it at Infowars.net last Friday.
[00:25:22.981 --> 00:25:25.782]  Defense Department announced a civilian expeditionary force.
[00:25:26.202 --> 00:25:31.025]  They're going to be joint trained for domestic operations and foreign operations, but will not be combat.
[00:25:31.505 --> 00:25:33.006]  And then they're going to integrate this in.
[00:25:33.026 --> 00:25:43.511]  This is the Defense Department 1404.10, and it integrates into the FEMA camp bill they've introduced, saying the clergy will be there, telling the public it's safe to go in, to turn their guns in.
[00:25:43.531 --> 00:25:46.653]  I mean, they're really making their move with a huge
[00:25:47.474 --> 00:25:52.936]  mechanism to to to carry this out but I mean if I don't see it working Mike
[00:25:54.304 --> 00:25:55.565]  Well, I have to agree with you.
[00:25:55.605 --> 00:26:14.898]  I know they're making the plans and they're moving forward with it, but some of these people seem very, very detached from reality, and I get the sense that because so many old Cold War fossils are in charge of these operations, they just don't get how the world has changed around them because of the blogs and the Internet, websites like yours and mine, alternative radio like this.
[00:26:15.218 --> 00:26:21.222]  They really, I think, have an over-exaggerated sense of their own success, and I think, ultimately, it's doomed to failure.
[00:26:21.662 --> 00:26:26.584]  Sadly, I think a lot of people are going to get hurt in the process, and it'll always be the wrong people.
[00:26:26.624 --> 00:26:27.584]  The innocent will die.
[00:26:29.485 --> 00:26:40.869]  But really, I do think they can't pull it off, because we have seen this time and time again, and I go back to the words of Gandhi, who said, sometimes tyrants can seem to be
[00:26:41.636 --> 00:26:59.970]  In this case, I think the fact that they had to delay because of the Iran-Contra scandal and because the first attempt to bomb the World Trade Towers did not produce the desired result.
[00:27:00.470 --> 00:27:05.276]  I think they delayed longer than they really felt they could handle because of the deteriorating economy.
[00:27:05.737 --> 00:27:11.864]  And as I said before, right now everyone perceives globalism as the reason the entire world is in this economic mess.
[00:27:12.265 --> 00:27:15.309]  It's going to be a tough sell saying that globalism will get us out.
[00:27:15.729 --> 00:27:16.670]  As far as...
[00:27:46.670 --> 00:27:47.751]  I don't think so at this point.
[00:27:47.792 --> 00:27:50.314]  I think this has to be the shortest political honeymoon on record.
[00:27:50.615 --> 00:27:58.744]  He's only into the second week of the job and already pretty much everybody, even his most ardent supporters, are saying there is no change that we can believe in.
[00:27:58.844 --> 00:28:00.026]  It's the same old stuff.
[00:28:00.827 --> 00:28:05.292]  I'm already calling him the token president, not because of his skin color, but because everything he does
[00:28:05.992 --> 00:28:08.574]  In line with his campaign promises, it's a token amount.
[00:28:08.834 --> 00:28:10.235]  He was going to cut defense spending.
[00:28:10.355 --> 00:28:11.235]  It was a token amount.
[00:28:11.475 --> 00:28:12.556]  He was going to end torture.
[00:28:12.796 --> 00:28:18.099]  He did the token measure of closing Guantanamo, but those prisoners are still other places and still being abused.
[00:28:18.419 --> 00:28:20.861]  He was going to end the war, but it's a token troop cut.
[00:28:21.101 --> 00:28:24.703]  Now they're talking about even abandoning the 16-month promise to get our kids home.
[00:28:25.163 --> 00:28:26.484]  So there is no change.
[00:28:26.544 --> 00:28:27.544]  It's just more of the same.
[00:28:27.845 --> 00:28:29.986]  And yes, Barack Obama is just the front man.
[00:28:30.366 --> 00:28:31.587]  It's the same old faces.
[00:28:31.607 --> 00:28:33.648]  He's got the Clinton cabinet, Clinton light.
[00:28:34.008 --> 00:28:35.210]  If you want to call him behind him.
[00:28:35.470 --> 00:28:42.499]  And certainly having Rahm Emanuel there as Chief of Staff in the White House is a very, very dangerous sign regarding Israel's control over our government.
[00:28:43.869 --> 00:28:56.838]  It was in the New York Times that Rahm Emanuel, he was cracking his knuckles in a congressional meeting with congressional leadership with Obama there, and he said, please, Rahm, that's distracting, don't do that, because he's got this decorum.
[00:28:57.938 --> 00:29:00.020]  He is a gentleman, has a lot of dignity that he projects.
[00:29:00.380 --> 00:29:08.185]  And Rahm got up in Barack's ear, in front of the leaders of Congress, and popped his knuckles in his ear and said, I'll do whatever I want.
[00:29:08.205 --> 00:29:13.289]  And then they put that in the New York Times and giggle about it with the headline, the second most powerful man in America.
[00:29:13.870 --> 00:29:16.626]  I mean, he did that to let Congress know I run things.
[00:29:17.952 --> 00:29:20.353]  Yeah, that was definitely a very defiant thing.
[00:29:20.433 --> 00:29:25.334]  If I had been Barack Obama in that situation, Rahm would have been fired right there on the spot.
[00:29:25.674 --> 00:29:36.896]  And if Barack Obama does not move to establish or assert his control over the White House process, then he's basically, he's already crippled for the rest of his administration.
[00:29:37.216 --> 00:29:43.578]  For any business owner, imagine you got ten employees around you at a conference table, one of them's popping their knuckles, you say, please stop that, and they get up in your ear.
[00:29:44.258 --> 00:29:46.160]  And pop it here, you'd be like, you're fired!
[00:29:46.460 --> 00:29:49.303]  And any other president, the whole staff kisses up to him.
[00:29:49.623 --> 00:29:50.243]  Not happening.
[00:29:50.283 --> 00:29:53.967]  It's in the news that ROM bosses Barack Obama around in front of everybody.
[00:29:54.247 --> 00:29:55.008]  He's doing that.
[00:29:55.088 --> 00:29:57.150]  Everybody know, he is the president.
[00:29:57.470 --> 00:29:59.352]  And he's not even an American, ladies and gentlemen.
[00:29:59.372 --> 00:30:00.393]  He's an IDF soldier.
[00:30:00.613 --> 00:30:01.874]  His father, one of the founders of Mossad.
[00:30:01.914 --> 00:30:02.775]  We're on the march.
[00:30:03.255 --> 00:30:04.856]  The empire's on the run.
[00:30:05.797 --> 00:30:08.480]  Alex Jones and the GCN Radio Network.
[00:30:12.020 --> 00:30:13.881]  Heart disease is on the rise.
[00:30:14.001 --> 00:30:19.183]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
[00:30:19.363 --> 00:30:20.704]  But the symptoms are there.
[00:30:20.964 --> 00:30:29.147]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[00:30:29.367 --> 00:30:35.090]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[00:30:35.270 --> 00:30:37.051]  My blood pressure has normalized.
[00:30:37.111 --> 00:30:39.271]  My diabetes has totally improved.
[00:30:39.291 --> 00:30:43.653]  Everyone is telling me now how much healthier I look, and I'm telling everyone how much healthier I feel.
[00:30:43.833 --> 00:30:45.933]  I recommend Heart and Body Extract to everyone.
[00:30:46.033 --> 00:30:53.816]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[00:30:53.976 --> 00:30:57.859]  Order your two-month supply today by calling 866-295-5305.
[00:30:58.180 --> 00:31:01.883]  That's 866-295-5305.
[00:31:02.063 --> 00:31:04.905]  Or order online, HBextract.com.
[00:31:05.105 --> 00:31:09.109]  Heart and Body Extract, 866-295-5305.
[00:31:09.269 --> 00:31:11.110]  Or HBextract.com.
[00:31:11.851 --> 00:31:18.136]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[00:31:18.496 --> 00:31:20.178]  The enemy struck America on September 11th.
[00:31:21.109 --> 00:31:22.150]  But who is the enemy?
[00:31:22.670 --> 00:31:23.171]  Bin Laden.
[00:31:23.451 --> 00:31:24.432]  This is his ammo.
[00:31:24.452 --> 00:31:25.753]  We have to look to the Middle East.
[00:31:25.833 --> 00:31:27.495]  We have to look to Osama Bin Laden.
[00:31:27.815 --> 00:31:34.581]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[00:31:34.981 --> 00:31:35.402]  Some U.S.
[00:31:35.462 --> 00:31:41.107]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[00:31:41.787 --> 00:31:45.310]  I'm aware that some Israeli citizens have been detained.
[00:31:45.690 --> 00:31:48.092]  Either you are with us, or you are with the terrorists.
[00:32:11.570 --> 00:32:14.591]  Have you ever wanted to generate your own supply of electrical power?
[00:32:15.051 --> 00:32:18.331]  If so, this is going to be the most important message you will ever hear.
[00:32:18.811 --> 00:32:24.753]  Solar-powered generators are now available from Solutions from Science, one of GCN's oldest and most trusted sponsors.
[00:32:25.133 --> 00:32:29.274]  These emergency backup systems provide life-saving electrical power when you need it most.
[00:32:29.754 --> 00:32:35.475]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity for free.
[00:32:35.775 --> 00:32:38.835]  It's like having an electric power plant running quietly in your own home.
[00:32:39.196 --> 00:32:41.096]  Run sump pumps, shortwave radios,
[00:32:41.476 --> 00:32:41.896]  I think so.
[00:33:16.810 --> 00:33:44.834]  I hear the train a-comin' It's rollin' around the bend And I ain't seen the sun shine since I don't know when I'm stuck in Bolton Prison And time keeps draggin' on But that train keeps a-rollin' On down to San Antone On down to San Antone Alright, let's go back to Mike Rivero My mama told me son
[00:33:45.740 --> 00:33:53.933]  Mike, I want to go to some calls here in a few minutes, but I want to run through and get your great political expertise take on it.
[00:33:57.202 --> 00:34:06.109]  We see this pattern when they propose a national compulsory service, 18 to 24, and they also say when you're in high school you'll have to serve compulsory government federal service.
[00:34:07.070 --> 00:34:10.232]  Openly federal curriculum under the brand name Barack Obama.
[00:34:11.433 --> 00:34:13.315]  So now the covert federalization is opening up.
[00:34:13.335 --> 00:34:19.379]  They've introduced legislation that's rapidly moving through Congress to federalize college security under Homeland Security.
[00:34:19.399 --> 00:34:22.102]  So they're grabbing more and more enclaves of federal control.
[00:34:23.022 --> 00:34:26.924]  They're announcing they're going to grab more highways and make them international zones for taxation.
[00:34:27.804 --> 00:34:29.965]  They're now announcing they're going to continue the North American Union.
