[00:00:00.433 --> 00:00:02.796]  Organicacede.com today!
[00:24:11.309 --> 00:24:27.261]  Even as energy experts are reporting that each summer we get closer and closer to the limits of our nation's power grid, some say that this summer's demand for electrical power may finally push the grid over its edge, creating a cascade of power outages across the country, putting us all in the dark.
[00:24:27.521 --> 00:24:32.645]  Are you prepared for the next round of storm-related outages or government-created blackouts?
[00:24:32.865 --> 00:24:39.150]  Have you ever thought about taking steps to get off the grid and generate your own private supply of electrical power?
[00:24:39.390 --> 00:24:43.033]  If so, this will be the most important information you have ever heard.
[00:24:43.273 --> 00:24:45.875]  Solar-powered generators are finally available.
[00:24:45.975 --> 00:24:51.419]  They have no moving parts to wear out or break and require absolutely no gas whatsoever.
[00:24:51.660 --> 00:24:54.282]  Remember, the government doesn't own the sun.
[00:24:54.342 --> 00:24:56.543]  So go to MySolarBackup.com.
[00:24:56.563 --> 00:24:59.005]  That's MySolarBackup.com.
[00:24:59.065 --> 00:25:02.688]  Check out MySolarBackup.com before you lose
[00:25:02.768 --> 00:25:31.878]  I hear the train a-comin' It's rollin' around the bend And I ain't seen the sunshine since I don't know when I'm stuck in Folsom Prison And time keeps draggin' on But that train keeps a-rollin' On down to San Antonio
[00:25:33.581 --> 00:25:36.403]  Folks, it never ends around here.
[00:25:36.584 --> 00:25:41.287]  I've got to go off air right now.
[00:25:41.407 --> 00:25:46.492]  I have the FBI here at the office with the APD.
[00:25:46.512 --> 00:25:51.396]  So I need you guys to go to some type of rebroadcast here.
[00:25:58.380 --> 00:26:00.643]  Got the media attacking me on every front.
[00:26:00.683 --> 00:26:07.330]  God knows what new horror this is for us to try to sit here and warn you about what the New World Order is doing.
[00:26:07.791 --> 00:26:15.579]  I'll try to come back and tell you about the government policy book written by the White House science czar about how they want to kill the majority of us.
[00:26:16.650 --> 00:26:20.392]  There's another big article where he pushed for abortion and that babies aren't human.
[00:26:21.192 --> 00:26:22.873]  That's mainstream news.
[00:26:22.893 --> 00:26:24.374]  I'll be getting to later.
[00:26:24.434 --> 00:26:25.614]  I meant to get to all of this.
[00:26:25.955 --> 00:26:32.718]  We're going to play us some good rants from myself and I'll be back as soon as possible because they just told me during the break they're up there and I'm going to go talk to them.
[00:26:34.258 --> 00:26:42.523]  Commanders kiss the butt of all the little cops and then they all feed on each other and their hatred and disdain for the public, especially in Miami.
[00:26:42.543 --> 00:26:52.089]  It was a lot, I mean, a federal judge was out there at a previous event in Miami going to their car and the cops cornered him and beat him down and they lost a big suit over that because they didn't know.
[00:26:52.469 --> 00:27:00.194]  They thought they were going to have a little fun on a side street with a judge and went to, I mean, just beat the person almost to death and they got in a lot of trouble for that but that was because that was a
[00:27:00.774 --> 00:27:07.441]  That was a real citizen, a God-level person, you know, above them in the government, not a slave scum that's, you know, just here to be stomped on.
[00:27:07.721 --> 00:27:11.705]  And so that's why when I'm driving down the road and there's lanes on both sides of me, Austin Cop, no lights on, just run right up behind you with pleasure.
[00:27:11.725 --> 00:27:18.012]  Just, just, rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
[00:27:18.092 --> 00:27:37.027]  And then you sit there with a light in your face going, you son of a bitch, citizen, you are slave, civilian, I rule you, and if I want to shoot you in the face with rubber bullets, you know that girl at the Red Sox game came out of a bar, they shot her in the face ten feet away, blew her eyeball back in her brain, she bled to death, the cops went on the news and said she shouldn't have been out there.
[00:27:37.688 --> 00:27:38.889]  Death, death, death.
[00:27:39.489 --> 00:27:40.149]  Hey, don't worry.
[00:27:40.169 --> 00:27:41.510]  The bankers are going to take everything.
[00:27:41.550 --> 00:27:42.371]  You got cops.
[00:27:42.811 --> 00:27:45.572]  You think you can just deal death on us and deal pain on us?
[00:27:45.772 --> 00:27:50.055]  You don't think there aren't bigger devils above you in the New World Order that'll have their way with you?
[00:27:50.295 --> 00:27:51.836]  You think you're safe from evil?
[00:27:52.196 --> 00:27:55.037]  We have liberty and freedom and we're... Look at that famous photo.
[00:27:55.978 --> 00:27:56.818]  That was in Oregon.
[00:27:57.579 --> 00:27:59.840]  That woman, they said no protest.
[00:28:00.340 --> 00:28:05.143]  She was peacefully with a sign and there's video of that on the web and they just start choking her until she passes out.
[00:28:06.127 --> 00:28:11.992]  Just men in black uniforms grabbing a 55-year-old woman, just choking her.
[00:28:12.293 --> 00:28:14.715]  You're going to learn who we are!
[00:28:14.735 --> 00:28:16.656]  You're going to learn to submit!
[00:28:16.857 --> 00:28:19.479]  The foreign bankers have given us unlimited power!
[00:28:19.499 --> 00:28:21.220]  And we're going to rule you!
[00:28:21.541 --> 00:28:22.882]  This is our country!
[00:28:23.843 --> 00:28:24.283]  You're here!
[00:28:24.323 --> 00:28:25.885]  We're going to feed on your ass!
[00:28:26.553 --> 00:28:28.214]  And the cops just drink fluoride water.
[00:28:28.414 --> 00:28:28.574]  Ugh.
[00:28:28.734 --> 00:28:30.735]  They take their kids and just shoot them up with mercury.
[00:28:30.755 --> 00:28:32.356]  And the kids become autistic.
[00:28:32.376 --> 00:28:33.217]  The cops don't care.
[00:28:33.517 --> 00:28:34.978]  They're like, I'm going to the Tet Bar.
[00:28:34.998 --> 00:28:36.999]  I don't care if my kid's brain damaged.
[00:28:37.219 --> 00:28:40.441]  And they drink whiskey and wreck and kill everybody in Austin.
[00:28:40.681 --> 00:28:46.284]  And then when they wreck and kill themselves, the cops then go and SWAT team the bar owners that sold them too much whiskey.
[00:28:46.464 --> 00:28:49.445]  It's your fault you sold too much whiskey to a god!
[00:28:49.966 --> 00:28:52.287]  You don't sell too much whiskey to a god!
[00:28:52.507 --> 00:28:53.508]  We're God!
[00:28:53.708 --> 00:28:54.488]  You understand?
[00:28:54.528 --> 00:28:55.709]  We rule America!
[00:28:56.604 --> 00:29:00.566]  We'll shoot you in the face, we'll bloody your face, and we'll laugh about it!
[00:29:01.346 --> 00:29:03.107]  Because we're weak gang members.
[00:29:03.728 --> 00:29:04.468]  You look at those men.
[00:29:05.328 --> 00:29:06.809]  Go back to the video of the cops laughing.
[00:29:06.829 --> 00:29:07.930]  Look how soft they are.
[00:29:08.230 --> 00:29:10.651]  Look how their eyes don't have any electric liberty in them.
[00:29:11.251 --> 00:29:12.512]  Look at how soft they are.
[00:29:13.192 --> 00:29:14.553]  Look at how disgusting they are.
[00:29:14.573 --> 00:29:18.155]  And you can see a few of the cops in there are looking like they're not having fun.
[00:29:18.175 --> 00:29:20.616]  And if you look at their faces, they look human.
[00:29:21.236 --> 00:29:22.597]  They look like they still have a soul.
[00:29:23.197 --> 00:29:24.378]  Back it up to them laughing.
[00:29:30.933 --> 00:29:33.715]  Now her case is back in the news because of this.
[00:29:33.735 --> 00:29:38.937]  The good news about being able to watch you guys live on TV is that lady with the red dress.
[00:29:41.859 --> 00:29:49.443]  A police video shot after the shooting incident just released following a review of excessive force complaints at the protest.
[00:29:50.383 --> 00:29:50.884]  Hit pause.
[00:29:50.964 --> 00:29:51.564]  Hit pause.
[00:29:51.584 --> 00:29:52.825]  That one's soft right there.
[00:29:53.953 --> 00:29:59.481]  That guy joined the force because I guarantee you he's the type of guy that bullied kids that were smaller than him.
[00:29:59.861 --> 00:30:01.583]  Then those kids grew up and kicked his ass.
[00:30:02.925 --> 00:30:03.686]  I know those types.
[00:30:03.726 --> 00:30:04.648]  I've seen that face.
[00:30:06.630 --> 00:30:07.471]  And now they love it.
[00:30:07.492 --> 00:30:10.496]  They can abuse and beat up everybody and nobody can stop them.
[00:30:11.331 --> 00:30:12.292]  Nobody can stop them.
[00:30:12.312 --> 00:30:13.933]  They're having their way with America!
[00:30:14.613 --> 00:30:15.734]  They want our guns!
[00:30:16.234 --> 00:30:20.817]  And if you're not with them, cops and military, ah, then you will declare that you're with the Republic now!
[00:30:21.057 --> 00:30:26.720]  And don't tell me that I'm a weirdo because I'm upset about this, and I should only go get upset about my favorite football team winning or losing.
[00:30:27.161 --> 00:30:28.722]  Listen, I know what tyranny means.
[00:30:28.802 --> 00:30:30.923]  I know the bankers are putting poison in our food and water.
[00:30:31.323 --> 00:30:33.364]  I know the bankers have stolen 8.5 trillion.
[00:30:33.604 --> 00:30:35.104]  I know we're under War Powers Act.
[00:30:35.384 --> 00:30:36.384]  I know they're hurting us.
[00:30:36.624 --> 00:30:38.145]  I know they're carrying out New World Order.
[00:30:38.365 --> 00:30:40.245]  I know they staged those terror attacks.
[00:30:40.485 --> 00:30:49.447]  You know what it's like to gut up to this and go out every day and go past the peer pressure and come out day one and say 9-11 was an inside job and lose most of the radio stations I was on?
[00:30:49.627 --> 00:30:55.849]  You know what it's like to go to sleep every night knowing you work for a bunch of psychotic killers and you bastards are probably going to end up killing me one day?
[00:30:56.009 --> 00:30:57.929]  You know what it's like knowing you've ruined my life?
[00:30:58.129 --> 00:31:00.150]  You know what it's like, you sons of bitches?
[00:31:00.550 --> 00:31:01.871]  I'm tired of your crap!
[00:31:02.471 --> 00:31:06.894]  You commit evil, you're part of an evil system, and we're standing up against you!
[00:31:07.215 --> 00:31:09.536]  And the Republic is going to defeat you in the end!
[00:31:10.036 --> 00:31:13.319]  Some of us won't make it personally through this, but a lot of us are!
[00:31:13.579 --> 00:31:25.827]  And in the end, you are going to be brought to justice for all the kids you've kidnapped for CPS, all you CPS workers, all you corrupt bureaucrats, all you that have had your way with innocent children over and over again, who think your evil's invincible.
[00:31:26.047 --> 00:31:28.749]  You're not invincible, and God is going to deal with you!
[00:31:29.389 --> 00:31:30.330]  And you are cursed!
[00:31:33.991 --> 00:31:34.312]  I'm done.
[00:31:34.332 --> 00:31:35.032]  I gotta get out of here.
[00:31:35.092 --> 00:31:35.872]  I'm pissed off now.
[00:31:35.952 --> 00:31:37.693]  Robert Wannick, you can make some closing comments.
[00:31:37.713 --> 00:31:39.034]  I'll give you the last two minutes.
[00:31:39.394 --> 00:31:40.434]  We're gonna end transmission.
[00:31:41.054 --> 00:31:42.355]  Make sure the guy's got your address.
[00:31:42.375 --> 00:31:43.415]  I can send you those videos.
[00:31:43.435 --> 00:31:44.356]  You can resist tyranny.
[00:31:44.656 --> 00:31:45.296]  I salute ya.
[00:31:47.157 --> 00:31:50.338]  You know, they don't, these police, they don't know that they're prompting the New World Order.
[00:31:50.598 --> 00:31:52.099]  They think they are the highest up.
[00:31:52.399 --> 00:31:53.379]  And that's why they bully.
[00:31:53.680 --> 00:31:54.540]  That's why they bully us.
[00:31:54.840 --> 00:31:55.740]  But they don't understand.
[00:31:56.141 --> 00:31:57.081]  They are no better than us.
[00:31:57.799 --> 00:32:00.284]  The government thinks they are slaves, just like us.
[00:32:00.744 --> 00:32:02.768]  They are dirt to the government, just like we are.
[00:32:02.868 --> 00:32:06.394]  And they either fight with us, or we're gonna have to fight them.
[00:32:07.537 --> 00:32:10.760]  So, visit us over at nwoalert.com.
[00:32:10.860 --> 00:32:13.002]  That's nwoalert.com.
[00:32:13.322 --> 00:32:15.124]  Send us your files of activism at the school.
[00:32:15.525 --> 00:32:29.558]  Send us your files of activism in the public, and we will post them, and we're going to fight this brainwashing indoctrination system, and we're going to use information warfare with sites like InfoWars, and we're not going to let these police oppress us, and we're not going to let ourselves be abused.
