[00:00:00.979 --> 00:00:06.048]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[01:40:35.214 --> 01:40:41.198]  They sell them, repackage them, sell them, repackage them, sell them, repackage them, sell them, repackage them, over and over and over again.
[01:40:41.698 --> 01:40:47.002]  So you're not talking about, you know, a $1 trillion problem, a $12 trillion problem.
[01:40:48.373 --> 01:40:52.496]  Some of the numbers I've seen are like a quadrillion and a half dollars.
[01:40:53.117 --> 01:41:13.992]  No, that's what the experts we've talked to have said, because they would leverage banks and insurance companies and everybody engaging in fractional reserve banking, and create new banks with seed money from that, and then they would leverage, leverage, leverage, leverage, leverage seven times, and then leverage, leverage, leverage, and create another bank, and then leverage, leverage, leverage, leverage, and then they buy up the planet and then say, you're our slaves now!
[01:41:14.292 --> 01:41:14.933]  SWAT teams!
[01:41:15.173 --> 01:41:15.874]  They're our slaves!
[01:41:15.914 --> 01:41:17.495]  And the cops go, that's right!
[01:41:17.975 --> 01:41:19.216]  Bankers say they have the money.
[01:41:19.436 --> 01:41:20.257]  Good to hear from you, sir.
[01:41:20.277 --> 01:41:21.177]  Really appreciate it, Bill.
[01:41:22.038 --> 01:41:23.519]  Let's talk to Matt in Texas.
[01:41:23.579 --> 01:41:24.360]  Matt, you're on the air.
[01:41:24.420 --> 01:41:24.760]  Welcome.
[01:41:27.522 --> 01:41:28.103]  Who again?
[01:41:28.643 --> 01:41:29.304]  Yes, Matt.
[01:41:29.404 --> 01:41:30.084]  Welcome to the show.
[01:41:30.104 --> 01:41:30.424]  All right.
[01:41:30.524 --> 01:41:32.626]  Okay.
[01:41:32.746 --> 01:41:34.327]  I had a question.
[01:41:35.408 --> 01:41:36.929]  You know, the tea parties and everything.
[01:41:39.211 --> 01:41:41.593]  Well, I've gotten into that a little.
[01:41:42.921 --> 01:41:46.923]  We call ours Americans for Integrity and Government.
[01:41:47.243 --> 01:41:48.084]  Oh, that sounds evil.
[01:41:49.124 --> 01:41:49.824]  That sounds evil?
[01:41:50.185 --> 01:41:51.045]  I'm being sarcastic.
[01:41:51.145 --> 01:41:51.585]  Oh, yeah.
[01:41:51.765 --> 01:41:52.206]  Freedom.
[01:41:52.226 --> 01:41:52.906]  Integrity.
[01:41:53.006 --> 01:41:53.606]  Oh, my God.
[01:41:55.107 --> 01:41:56.207]  The government doesn't like that.
[01:41:56.227 --> 01:42:02.671]  But, you know, we are so far behind in education, I think, in what we know.
[01:42:03.591 --> 01:42:11.095]  As far as, you know, Republican, Democrat, we're pitted against each other and I just
[01:42:14.452 --> 01:42:27.563]  I'm kind of, I'd like to be able to offer a way to be educated and take action at the same time.
[01:42:27.903 --> 01:42:29.044]  That's what we want to do.
[01:42:29.304 --> 01:42:41.434]  And these people, I would say most of them are Republicans, but we're trying not to be a Republican.
[01:42:43.605 --> 01:42:44.707]  I agree, that's healthy.
[01:42:44.727 --> 01:42:48.672]  Well, I mean, you know, it was mostly Democrats against Bush and now it's mostly Republicans against Obama.
[01:42:48.992 --> 01:42:50.915]  It's the partisanship in its very nature.
[01:42:51.896 --> 01:42:55.321]  But we've got to, that's what the Obama deception does, is it shows you they're all paid for.
[01:42:55.561 --> 01:42:56.802]  We've got to arrest the bankers.
[01:42:57.223 --> 01:42:57.904]  That's the key.
[01:42:58.144 --> 01:42:58.965]  You want a solution?
[01:42:59.306 --> 01:43:00.067]  Arrest the crooks.
[01:43:01.909 --> 01:43:07.133]  With our economy spiraling out of control, living in the soup kitchens may be right around the corner.
[01:43:07.434 --> 01:43:09.135]  No one saw the financial collapse of 1929.
[01:43:10.456 --> 01:43:16.001]  Many didn't make it, and millions ended up in soup lines, becoming vagrants, begging for food.
[01:43:16.661 --> 01:43:20.084]  Unlike 1929, we can see this collapse coming.
[01:43:20.324 --> 01:43:21.425]  We have been warned.
[01:43:21.626 --> 01:43:27.751]  And right now, we have a very small window of opportunity to get food storage into our homes before it's too late.
[01:43:28.610 --> 01:43:31.760]  Why is the Canadian government telling their citizens to stock up?
[01:43:31.800 --> 01:43:32.121]  Why?
[01:43:32.241 --> 01:43:36.033]  And why are soldiers calling home telling their families to get food storage?
[01:43:37.788 --> 01:43:44.112]  Having food storage today may be just as important to your family's survival as boarding the Ark was in the days of Noah.
[01:43:44.292 --> 01:43:47.954]  Order right now and receive free shipping on all one-year supplies.
[01:43:48.194 --> 01:43:50.495]  Go to YourFoodStorage.com.
[01:43:50.656 --> 01:43:52.957]  That's YourFoodStorage.com.
[01:43:53.137 --> 01:43:55.979]  Or call 877-482-FOOD.
[01:43:56.139 --> 01:44:00.181]  That's 877-482-FOOD today!
[01:44:00.201 --> 01:44:06.805]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:44:07.578 --> 01:44:12.943]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[01:44:13.463 --> 01:44:19.668]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:44:19.968 --> 01:44:21.790]  Well, Obama's already fudging.
[01:44:21.930 --> 01:44:24.332]  He's fudged since day one of this election.
[01:44:24.392 --> 01:44:35.301]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[01:44:37.572 --> 01:44:38.853]  It's not about left or right.
[01:44:39.253 --> 01:44:40.654]  It's about a one world government.
[01:44:41.095 --> 01:44:47.459]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:44:48.020 --> 01:44:55.786]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:44:56.286 --> 01:44:57.427]  The Obama Deception.
[01:44:57.847 --> 01:44:59.108]  The people strike back.
[01:45:00.910 --> 01:45:01.390]  You worry.
[01:45:01.795 --> 01:45:03.516]  You see the signs and worry about the future.
[01:45:03.856 --> 01:45:06.078]  You worry about economic turmoil and food shortages.
[01:45:06.498 --> 01:45:08.319]  How to be prepared while preserving your sanity?
[01:45:08.620 --> 01:45:09.840]  Your answer may be at hand.
[01:45:10.241 --> 01:45:13.423]  Author Linda Runyon lived off the land, isolated from civilization.
[01:45:13.823 --> 01:45:18.706]  She knows that as long as the sun shines, there will be plenty of free food all over God's green earth.
[01:45:19.066 --> 01:45:22.389]  Perhaps the only sane insurance is knowledge of wild edible plants.
[01:45:23.049 --> 01:45:24.390]  The cost of learning is minimal.
[01:45:24.730 --> 01:45:27.332]  Wild food grows everywhere and you will see it everywhere.
[01:45:27.632 --> 01:45:30.574]  It's every bit organic and more nutritious than our modern diets.
[01:45:31.072 --> 01:45:39.258]  Well respected in her field, Linda's approach to teaching this subject includes books, flashcards, and video with an emphasis on health, safety, practicality, and joy.
[01:45:39.718 --> 01:45:44.101]  Learn how to identify it, where and when to find it, how to prepare, use, and store it.
[01:45:44.541 --> 01:45:48.244]  Go to Linda's website, ofthefield.com, and take advantage of special offers.
[01:45:48.564 --> 01:45:52.507]  Or if you're not online, call her 24-hour, toll-free order line at 888-51-EAT-FREE.
[01:45:52.527 --> 01:45:53.948]  That number again, 888-51-EAT-FREE.
[01:45:53.968 --> 01:45:55.689]  A little knowledge makes starvation impossible.
[01:46:08.695 --> 01:46:13.856]  I'm very thankful to all the listeners tuning in and hearing all the guests, the information, and also putting up with me.
[01:46:19.518 --> 01:46:23.459]  You know, I'm normally been a lot calmer the last few months on air.
[01:46:25.592 --> 01:46:26.853]  But I'm kind of a loser in ways.
[01:46:26.893 --> 01:46:29.594]  I go back and forth smoking cigarettes, not smoking cigarettes.
[01:46:30.214 --> 01:46:34.616]  And the problem is, every time I quit smoking cigarettes and start really exercising a lot, I get crazed.
[01:46:35.197 --> 01:46:36.377]  Even more than normal.
[01:46:36.417 --> 01:46:38.158]  So I've been like that lately.
[01:46:38.738 --> 01:46:41.560]  I'm gonna go jogging right now when I get off air to hopefully settle down.
[01:46:42.760 --> 01:46:45.502]  So that's one reason I've been a little bit more obnoxious lately this week.
[01:46:45.522 --> 01:46:47.142]  But I know it's made for interesting radio listening.
[01:46:47.162 --> 01:46:49.364]  But, you know, this stuff is so real, folks.
[01:46:50.484 --> 01:46:51.645]  It's hard to get your mind around.
[01:46:51.665 --> 01:46:52.425]  It's hard to deal with.
[01:46:52.905 --> 01:46:54.386]  I'm going to take a few final calls.
[01:46:54.426 --> 01:46:57.548]  I'm tempted to go into overdrive, just so we can take all the calls that are here.
[01:46:58.128 --> 01:46:58.948]  But I'm not going to do it.
[01:46:58.988 --> 01:47:01.630]  We'll be back this Sunday, 4 to 6 p.m., and of course back on Monday.
[01:47:01.670 --> 01:47:04.611]  And remember, this show grows because you spread the word about it.
[01:47:04.931 --> 01:47:06.112]  And as we reach more people...
[01:47:06.892 --> 01:47:10.914]  As we educate more people, we have a better chance of bringing these criminals to justice.
[01:47:11.414 --> 01:47:14.275]  Again, it's very bold and criminal what the globalists are doing.
[01:47:14.835 --> 01:47:24.740]  And if we can just get the folks to realize they have power and that they have a chance to affect things, and that their interest is to stand up and say no, and get past the left-right distraction, we can fix this.
[01:47:25.840 --> 01:47:29.021]  One of the sponsors I wanted to tell you about was Pepperspray.com.
[01:47:30.362 --> 01:47:34.684]  Just great prices, huge selection, been around since 94 on the web.
[01:47:36.021 --> 01:47:37.082]  Pepperspray.com.
[01:47:37.102 --> 01:47:37.622]  That's one word.
[01:47:37.662 --> 01:47:38.603]  Pepperspray.com or 800-908-9988.
[01:47:38.623 --> 01:47:38.663]  800-908-9988.
[01:47:45.290 --> 01:47:50.411]  We got stun guns and tasers, animal repellents, home safety, personal alarms, and a lot more.
[01:47:51.132 --> 01:47:55.633]  Don't forget acolablue.com, the best atmospheric water generator out there, bar none.
[01:47:56.213 --> 01:48:00.114]  Sends it through seven filters after it grabs the water out of the air, seven and a half gallons a day.
[01:48:00.134 --> 01:48:03.975]  E-C-O-L-O-B-L-U-E dot com, acolablue.com, or 800-691-6043, 800-691-6043, acolablue.com.
[01:48:11.437 --> 01:48:12.578]  Calm, ladies and gentlemen.
[01:48:12.938 --> 01:48:14.119]  Just fabulous system.
[01:48:14.139 --> 01:48:16.020]  Check out the banners at InfoWars.com.
[01:48:16.721 --> 01:48:17.782]  I'll take one more call.
[01:48:17.922 --> 01:48:18.902]  Should we go into overdrive?
[01:48:19.283 --> 01:48:20.744]  But then I gotta have them call the other numbers.
[01:48:20.784 --> 01:48:21.744]  We're in the other studio.
[01:48:22.465 --> 01:48:26.868]  And then, as we decouple from the mothership in Minneapolis-St.
[01:48:26.888 --> 01:48:29.350]  Paul, and we're just out of our little operation.
[01:48:29.810 --> 01:48:31.131]  But I wanna get to all these people.
[01:48:32.852 --> 01:48:33.673]  Uh, who's up next?
[01:48:33.693 --> 01:48:34.773]  Who was up next, John?
[01:48:36.495 --> 01:48:37.575]  Josh in North Carolina.
[01:48:37.595 --> 01:48:38.076]  Go ahead, sir.
[01:48:39.107 --> 01:48:40.128]  Hey, Alex.
[01:48:40.788 --> 01:48:42.290]  Good to be speaking with you again.
[01:48:42.310 --> 01:48:48.835]  So, I have several things that are actually of very high importance on the list that I want to bring up.
[01:48:49.255 --> 01:48:58.603]  I think I'm going to start off with the first being the NIAC document, which has been posted to the Prison Planet Forum by one of the moderators known as Anti-Illuminati.
[01:48:58.623 --> 01:49:08.051]  Now, being that... Well, I mean, we have the MIAC report, and we... Not MIAC, not in M, N. The National
[01:49:08.601 --> 01:49:09.322]  The N.A.S.
[01:49:09.522 --> 01:49:11.463]  Information Architecture Committee.
[01:49:11.483 --> 01:49:13.244]  This report is the
[01:49:18.490 --> 01:49:29.379]  Exact detailed report of how they integrated the DOD's systems directly with the FAA, okay?
[01:49:29.639 --> 01:49:35.864]  So that it went from being a one-way communication terminal in which they could only pull data to being able to push data.
[01:49:36.264 --> 01:49:38.586]  The culmination of this project
[01:49:38.966 --> 01:49:51.012]  And the sheer importance of this was demonstrated in Loose Change 2nd Edition when NASA flies that jet by remote control over ILS, and after landing it and taking it off,
[01:49:51.753 --> 01:50:02.918]  Um, is able to then use this system to completely get rid of all of the security and safety mechanisms in place in ILS to crash the planes.
[01:50:02.938 --> 01:50:03.698]  Well, let me stop you.
[01:50:03.738 --> 01:50:04.938]  Yes, I was aware.
[01:50:04.959 --> 01:50:07.620]  Remember when Bush was in a press conference in New York?
[01:50:08.180 --> 01:50:09.961]  And he says, hey, don't worry, no more hijackers.
[01:50:09.981 --> 01:50:13.662]  We got a remote control system that'll be able to, we'll be able to stop the planes.
[01:50:13.702 --> 01:50:17.924]  And he literally, the guy by him grabs his arm and he's like, stop it, puppet.
[01:50:18.644 --> 01:50:19.905]  Thank you for listening to GCN.
[01:50:46.574 --> 01:50:49.537]  Visit GCNlive.com today.
[01:50:50.818 --> 01:50:51.419]  Hello, friends.
[01:50:51.459 --> 01:50:52.420]  This is Alex Jones.
[01:50:52.520 --> 01:50:57.124]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:50:57.264 --> 01:51:00.027]  We need to be independent, and food and water is the key.
[01:51:00.227 --> 01:51:03.089]  You'll never have to stand in a bread line if you have your own bread.
[01:51:03.269 --> 01:51:09.115]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency if you simply prepare.
[01:51:09.335 --> 01:51:12.298]  No one is going to take care of your family in the final equation but you.
[01:51:12.578 --> 01:51:19.464]  You know eFoodsDirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[01:51:19.564 --> 01:51:22.707]  And they do it at almost half the cost of last year's grocery prices.
[01:51:22.847 --> 01:51:24.729]  Call 1-800-409-5633 or on the web go to eFoodsDirect.com.
[01:51:27.992 --> 01:51:34.057]  Visit efoodsdirect.com and look over the fine list of high-quality, pre-scribed, and dehydrated foods they have to offer.
[01:51:34.257 --> 01:51:38.000]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:51:38.020 --> 01:51:39.521]  Again, 800-409-5633 or on the web at efoodsdirect.com.
[01:51:39.541 --> 01:51:39.981]  Take action today.
[01:51:40.001 --> 01:51:41.983]  The first step is getting scorable food.
