[00:00:04.192 --> 00:00:10.015]  The web, efoodsdirect.com, 800-409-5633.
[01:34:36.797 --> 01:34:38.818]  I haven't had time to read the whole article yet.
[01:34:38.818 --> 01:34:40.540]  It's very lengthy.
[01:34:40.540 --> 01:34:41.841]  And it goes on here to say,
[01:34:43.069 --> 01:34:50.375]  It talks about the secret meeting that the Obama deception covers.
[01:34:50.375 --> 01:35:05.667]  It documents all of that, because we show how Obama literally had the reporters locked on a plane, said he was getting on board to go to Chicago, advertised he was going there, locked them on the plane at Dulles, two miles, three miles away from Bilderberg meeting this year, and then he pulled in with Hillary and they had their secret meeting.
[01:35:05.667 --> 01:35:10.411]  And they admitted it was a secret meeting on the news, but then lied about where it was in Georgetown and other places in D.C.
[01:35:11.708 --> 01:35:14.310]  So we actually got some credit there for breaking that.
[01:35:14.310 --> 01:35:15.491]  This is big news, folks.
[01:35:15.491 --> 01:35:23.437]  Politico is as big as the New York Times now in political news coverage.
[01:35:23.437 --> 01:35:25.778]  And they cover Infowars.net here.
[01:35:25.778 --> 01:35:28.861]  Boy, I tell you, this is just amazing coverage they gave us.
[01:35:28.861 --> 01:35:30.542]  Man, I dropped the ball missing this one.
[01:35:30.542 --> 01:35:32.223]  I mean, I miss these interviews constantly.
[01:35:32.223 --> 01:35:34.044]  I can't work this hard.
[01:35:34.044 --> 01:35:36.786]  I can't keep track of it anymore.
[01:35:36.786 --> 01:35:38.808]  I was supposed to go do more media interviews tonight.
[01:35:39.730 --> 01:35:41.311]  And I'm about to collapse, folks.
[01:35:41.311 --> 01:35:47.995]  And, you know, then I've got the callers calling in, asking me incredibly important questions.
[01:35:47.995 --> 01:36:00.624]  And, again, I could spend five hours answering the question with detail and facts and proof of saying, you know, they've got their whole New World Order set up, their police state grid, their surveillance grid in place.
[01:36:00.624 --> 01:36:07.208]  When will they launch the next big stage terror attack, Alex?
[01:36:07.208 --> 01:36:08.469]  And why haven't they pulled the trigger yet?
[01:36:09.292 --> 01:36:10.774]  And then will we be able to stop them?
[01:36:10.774 --> 01:36:14.237]  I mean, those are just such weighty questions.
[01:36:14.237 --> 01:36:15.778]  Oh, I'm trying to answer that question.
[01:36:15.778 --> 01:36:25.968]  It's just, I... Questions that important, I don't want to not do justice to them by giving it a... half... half-detailed question.
[01:36:25.968 --> 01:36:28.790]  About to say... something else.
[01:36:28.790 --> 01:36:33.615]  But, um... Look.
[01:36:35.635 --> 01:36:36.796]  They do stunts.
[01:36:36.796 --> 01:36:38.216]  They don't just stage terror attacks.
[01:36:38.216 --> 01:36:39.417]  They do stunts.
[01:36:39.417 --> 01:36:41.838]  Madison Avenue package stunts like Obama.
[01:36:41.838 --> 01:36:46.541]  The great leftists to repudiate Bush and fix everything and save everybody.
[01:36:46.541 --> 01:36:54.025]  And as soon as that hype wears down, as soon as, whether it takes six months, a year, two years, as soon as his approval rating starts dropping down to about 50.
[01:36:55.501 --> 01:37:01.943]  That's when the globalists will stage terror attacks as the new stunt to get everybody hyped up and emotional and going along with the agenda.
[01:37:01.943 --> 01:37:12.405]  You know, the big stunts they're launching now are Obama and the world economic crisis they've engineered, saying the solution, the economy won't get better until you accept a new bank of the world that you pay your taxes directly to.
[01:37:12.405 --> 01:37:17.666]  And if the world accepts that, which they're now proposing in every major publication in the world, I mean, everything.
[01:37:17.666 --> 01:37:19.207]  I mean, just thousands of articles.
[01:37:19.207 --> 01:37:23.768]  New York Times, Wall Street Journal, Time Magazine, Newsweek.
[01:37:23.768 --> 01:37:24.348]  Meanwhile, there were
[01:37:25.035 --> 01:37:35.959]  I'm not kidding, probably 30 articles that I've seen in the last three days attacking me in mainstream news saying I'm delusional and world government doesn't exist.
[01:37:35.959 --> 01:37:41.120]  When I was walking out of my main office today, I just saw this laying there on the desk.
[01:37:41.120 --> 01:37:43.041]  We need a Bank of the World Newsweek.
[01:37:43.041 --> 01:37:46.582]  The financial crisis is global and only International Central Bank can deal with it.
[01:37:46.582 --> 01:37:49.583]  And you read the article, it calls for world government run by the banks.
[01:37:49.583 --> 01:37:52.644]  And then there's all these other publications saying I'm crazy, it doesn't exist.
[01:37:55.017 --> 01:37:58.818]  And it's kind of scary to have this much mainstream media paying attention to me and attacking me.
[01:37:58.818 --> 01:38:00.018]  Politico doesn't.
[01:38:00.018 --> 01:38:03.079]  I scanned over, it looks pretty fair.
[01:38:03.079 --> 01:38:07.840]  That's even more scary.
[01:38:07.840 --> 01:38:09.180]  You know, will we beat these people?
[01:38:09.180 --> 01:38:09.920]  Will we stop them?
[01:38:09.920 --> 01:38:12.401]  We got a good chance of it, because we planted all these seeds.
[01:38:12.401 --> 01:38:16.782]  We detailed what was going to happen, when it was going to happen, how it was going to happen, and our proof.
[01:38:16.782 --> 01:38:22.883]  And so, when I open the phones up now, especially on the weekday show, because there's more phone lines, and people can get in,
[01:38:25.014 --> 01:38:28.115]  Well, you hear it every day, police call in.
[01:38:28.115 --> 01:38:31.076]  You'll even have the squad car, you know, radio going off.
[01:38:31.076 --> 01:38:34.178]  They're like, yeah, I know they're training us for martial law and mass graves and we don't like it.
[01:38:34.178 --> 01:38:39.440]  And then I have city officials on, and I have people on, you know, who are FEMA's getting ready for it.
[01:38:39.440 --> 01:38:42.881]  I don't know if they're going to pull the trigger, but we're held hostage by the bankers.
[01:38:42.881 --> 01:38:47.523]  They've got the police state martial law gun to our head.
[01:38:47.523 --> 01:38:48.443]  So I don't know.
[01:38:48.443 --> 01:38:50.744]  Okay, I want to go to your calls, but on the Obama deception,
[01:38:54.398 --> 01:38:57.040]  Listen to me very, very carefully, please.
[01:38:57.040 --> 01:39:01.382]  And don't take what I'm about to say for granted.
[01:39:01.382 --> 01:39:07.125]  Don't take this information I'm about to put out for granted.
[01:39:07.125 --> 01:39:08.406]  Okay?
[01:39:08.406 --> 01:39:18.952]  We got a lot of threats and a lot of stuff happened early last week that was clear evidence that the establishment was going to try to shut down our main servers.
[01:39:22.193 --> 01:39:26.318]  So that I couldn't put the Obama deception out this evening with the set premiere time of 6 p.m.
[01:39:26.318 --> 01:39:27.739]  Central when the show ended.
[01:39:27.739 --> 01:39:28.440]  March 15th.
[01:39:28.440 --> 01:39:29.461]  The people strike back.
[01:39:29.461 --> 01:39:32.344]  The Obama deception.
[01:39:32.344 --> 01:39:33.606]  So I launched it Wednesday night.
[01:39:34.781 --> 01:39:37.982]  Within 24 hours, it was number one on YouTube and Google.
[01:39:37.982 --> 01:39:39.622]  Number one video.
[01:39:39.622 --> 01:39:46.483]  They then knocked us off the top spot, and just took us completely out of the ratings, because they can't... These things are bigger than national television.
[01:39:46.483 --> 01:39:52.004]  When you're on the front page of Google and YouTube, when you're number one, it's a domino effect.
[01:39:52.004 --> 01:39:57.045]  Like Loose Change getting over 100 million views on Google, documented in a two-year period.
[01:39:57.045 --> 01:39:58.226]  They had to knock us out.
[01:39:58.226 --> 01:39:58.606]  They did.
[01:39:58.606 --> 01:39:59.786]  They expunged it.
[01:39:59.786 --> 01:40:04.167]  It's still there, it's just not on their main page.
[01:40:04.167 --> 01:40:04.407]  Okay?
[01:40:06.371 --> 01:40:07.512]  Now, I put the film out.
[01:40:07.512 --> 01:40:10.993]  It's on PrisonPlanet.tv for members in high quality.
[01:40:10.993 --> 01:40:12.394]  $0.15 a day, $5.95 a month.
[01:40:12.394 --> 01:40:13.975]  Burns a DivX disc.
[01:40:13.975 --> 01:40:14.775]  Great activism.
[01:40:14.775 --> 01:40:16.336]  Get it out to everybody.
[01:40:16.336 --> 01:40:19.978]  The DVDs, the super high quality that everybody should have, the Obama Deception.
[01:40:19.978 --> 01:40:21.098]  Start shipping tomorrow.
[01:40:21.098 --> 01:40:22.419]  Get them at InfoWars.com.
[01:40:22.419 --> 01:40:24.600]  That's the way to see it.
[01:40:24.600 --> 01:40:32.544]  Now, with horror, I noticed by Thursday morning hundreds of copies of the Obama Deception all over the Internet.
[01:40:32.544 --> 01:40:34.705]  Now, I was pleased that it was ripped everywhere.
[01:40:34.705 --> 01:40:35.386]  I knew that would happen.
[01:40:35.386 --> 01:40:35.986]  That was my plan.
[01:40:36.880 --> 01:40:44.265]  But in horror, people were so excited to get it up quick that they uploaded it in low quality to YouTube and Google.
[01:40:44.265 --> 01:40:46.627]  Everybody did this because that meant theirs got up first.
[01:40:46.627 --> 01:40:49.809]  You understand it takes more time to upload it in high quality?
[01:40:49.809 --> 01:40:55.693]  So horrible encodes, totally ugly, looks like, you know, 2000 quality video.
[01:40:55.693 --> 01:40:59.396]  Whereas it's almost DVD quality on some of the downloads we've got at PrisonPlanet.tv.
[01:40:59.396 --> 01:41:04.780]  I mean, if you're going to spend two hours watching something, folks, have a little respect for yourself and us and buy the thing.
[01:41:05.871 --> 01:41:14.137]  We wanted to go virally for free to everybody, but it is not as effective looking like total crud with pixels all over it.
[01:41:14.137 --> 01:41:24.906]  So I was just completely disgusted with that, but a great channel, who's got a director channel, meaning you can put more than 10 minute clips up, changed a channel on, that's his handle, on YouTube.
[01:41:27.205 --> 01:41:32.688]  Millions of views on his videos have been viewed millions of times, the ones he posts.
[01:41:32.688 --> 01:41:34.149]  He posted the Obama deception.
[01:41:34.149 --> 01:41:38.271]  It is the best encode I've ever seen on YouTube.
[01:41:38.271 --> 01:41:43.513]  I mean, it is a crystal clear encode on YouTube.
[01:41:43.513 --> 01:41:52.278]  And I've told Kurt Nemo and Paul Watson this morning I made the decision, though this will financially devastate us, I don't even care anymore, folks.
[01:41:52.278 --> 01:41:55.119]  I'm posting on the front page of InfoWars and Prison Planet
[01:41:56.368 --> 01:42:01.080]  These really good high-quality copy of the Obama deception.
[01:42:01.080 --> 01:42:04.949]  Now, now the psychology behind this is then people say, you know, here's a film cost me $100,000 to make.
[01:42:08.820 --> 01:42:10.761]  And the day it's released, I put it out for free.
[01:42:10.761 --> 01:42:13.602]  So please don't take that for granted, folks.
[01:42:13.602 --> 01:42:18.644]  You understand I'm doing this because we, they're going to stage more terror and bring in complete martial law.
[01:42:18.644 --> 01:42:26.768]  They're now announcing North Com troops on the streets, FEMA camps, the American people are terrorists, even Michael Savage is admitting the government's going to stage a terror attack for martial law.
[01:42:27.449 --> 01:42:29.710]  People in the know understand this is real.
[01:42:29.710 --> 01:42:31.171]  Do you read me?
[01:42:31.171 --> 01:42:33.952]  This is not about me being a filmmaker or people liking me.
[01:42:33.952 --> 01:42:35.032]  I don't care.
[01:42:35.032 --> 01:42:40.214]  You know, if this new order wasn't coming down on us, folks, I'd be a farmer or a rancher.
[01:42:40.214 --> 01:42:41.975]  I mean, I like to piddle around in the yard.
[01:42:41.975 --> 01:42:43.615]  I like to be out in the outdoors.
[01:42:43.615 --> 01:42:45.036]  I like to camp.
[01:42:45.036 --> 01:42:46.677]  I like to jog every morning, lift weights.
[01:42:46.677 --> 01:42:47.457]  I don't even do that.
[01:42:48.135 --> 01:42:50.999]  I'm a big fat blob because of it because all I do is work.
[01:42:50.999 --> 01:42:52.541]  I hardly see my children.
[01:42:52.541 --> 01:42:59.790]  I do this because I'm totally and completely dedicated to this fight and I've made this film.
[01:42:59.790 --> 01:43:06.259]  Curt Nemo posted a nice review out of a New York publication.
[01:43:07.188 --> 01:43:15.956]  For the Obama Deception, and in that, at InfoWars.com, a review of the Obama Deception is what it's called, top story, in there is the link to the high quality YouTube.
[01:43:15.956 --> 01:43:23.622]  Now the problem is, there's cruddy copies with hundreds of thousands of views a piece, hundreds of them, and the super high quality has like 10,000 views.
[01:43:23.622 --> 01:43:26.845]  Let's make it number one, so when folks Google the Obama Deception,
[01:43:27.754 --> 01:43:28.614]  That's all they see.
[01:43:28.614 --> 01:43:30.615]  But for that to happen, it's got to get more views.
[01:43:30.615 --> 01:43:32.515]  So, InfoWars.com.
[01:43:32.515 --> 01:43:39.877]  YourFoodStorage.com has been helping families prepare with the lowest-priced, highest-quality, storable food for over a decade.
[01:43:39.877 --> 01:43:44.159]  And right now, a one-year food supply that feeds 4 to 5 people is only $39.95.
[01:43:44.159 --> 01:43:46.119]  That's right.
[01:43:46.119 --> 01:43:49.180]  A one-year supply that feeds 4 to 5 people for under $4,000.
[01:43:49.180 --> 01:43:50.920]  That's only 92 cents per person for each meal.
[01:43:52.841 --> 01:43:53.602]  We're good to go.
[01:44:04.616 --> 01:44:05.136]  I think so.
[01:44:32.305 --> 01:44:34.287]  Heart disease is on the rise.
[01:44:34.287 --> 01:44:41.252]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you, but the symptoms are there.
[01:44:41.252 --> 01:44:49.638]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[01:44:49.638 --> 01:44:55.363]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[01:44:55.543 --> 01:44:57.385]  My blood pressure has normalized.
[01:44:57.385 --> 01:44:59.668]  My diabetes has totally improved.
[01:44:59.668 --> 01:45:04.093]  Everyone is telling me now how much healthier I look, and I'm telling everyone how much healthier I feel.
[01:45:04.093 --> 01:45:06.315]  I recommend Heart and Body Extract to everyone.
[01:45:06.315 --> 01:45:14.084]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[01:45:14.244 --> 01:45:16.806]  Order your two-month supply today by calling 866-295-5305.
[01:45:16.806 --> 01:45:17.546]  That's 866-295-5305.
[01:45:17.546 --> 01:45:18.987]  Or order online at hbextract.com.
[01:45:18.987 --> 01:45:20.869]  Heart and Body Extract, 866-295-5305.
[01:45:20.869 --> 01:45:21.749]  Or hbextract.com.
[01:45:33.883 --> 01:45:35.865]  Now a quick word with Tony O'Donnell.
[01:45:35.865 --> 01:45:43.351]  He's America's favorite authority on healthy living, and now he's got a formula called Ruby Reds that will get us on the path to longer, happier lives.
[01:45:43.351 --> 01:45:46.593]  Tony, what does a person feel when they start to drink Ruby Reds?
[01:45:46.593 --> 01:45:55.920]  Well, Ruby Reds will help them feel like they're at a hundred percent, and it's made with exotic red fruits, immune boosters, energy boosters, all the best stuff that you'll actually feel working.
[01:45:55.920 --> 01:45:56.641]  When I mix Ruby
[01:45:56.701 --> 01:45:57.461]  We're good to go!
[01:46:26.018 --> 01:46:30.360]  That's 1-800-204-6421.
[01:46:30.360 --> 01:46:32.280]  1-800-204-6421.
[01:46:32.280 --> 01:46:35.802]  Before you throw away your used batteries, you need to listen to this.
[01:46:35.802 --> 01:46:37.702]  Now, going green can save money.
[01:46:37.702 --> 01:46:43.264]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[01:46:43.264 --> 01:46:50.967]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[01:46:51.287 --> 01:47:04.090]  Invented by legendary audio genius John Bedini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives, increasing capacity and maintaining cell integrity.
[01:47:04.090 --> 01:47:09.271]  Renaissance Charge offers a full line of products made in the USA for all types and sizes of batteries.
[01:47:09.271 --> 01:47:14.812]  Find out why our customers tell us the Renaissance Charger is the only battery charger they will ever use.
[01:47:14.812 --> 01:47:15.933]  Save your money.
[01:47:15.933 --> 01:47:16.853]  Save the environment.
[01:47:17.233 --> 01:47:18.654]  Visit us online at r-charge.com.
[01:47:18.654 --> 01:47:19.635]  That's r-charge.com.
[01:47:19.635 --> 01:47:20.255]  Or call us at 989-637-4179.
[01:47:20.255 --> 01:47:20.716]  That's 989-637-4179.
[01:47:20.716 --> 01:47:22.477]  Be a part of the revolution today.
[01:47:22.477 --> 01:47:24.218]  Are you tired of searching for great talk radio?
[01:47:24.218 --> 01:47:25.299]  Well, search no more.
[01:47:25.299 --> 01:47:26.620]  We are the GCN Radio Network.
[01:47:43.911 --> 01:47:45.632]  Don't forget our free podcast.
[01:47:45.632 --> 01:47:47.133]  Over 130,000 people.
[01:47:47.133 --> 01:47:47.973]  It grows every week.
[01:47:47.973 --> 01:47:49.894]  Downloading it each day for free.
[01:47:49.894 --> 01:47:58.479]  Six days a week at Infowars.com And don't forget that I also have the weekday show from 11 a.m.
[01:47:58.479 --> 01:47:59.199]  to 3 p.m.
[01:47:59.199 --> 01:48:00.260]  Central Standard Time.
[01:48:00.260 --> 01:48:01.961]  We come in here Sundays 4 to 6 p.m.
[01:48:01.961 --> 01:48:03.882]  with an abbreviated transmission, the final edition.
[01:48:05.657 --> 01:48:07.158]  Right now, you can go to PrisonPlanet.tv.
[01:48:07.158 --> 01:48:09.359]  It takes you about a minute to sign up.
[01:48:09.359 --> 01:48:10.900]  $5.95 for a monthly membership.
[01:48:10.900 --> 01:48:18.364]  See my live TV show where I simulcast weekdays, Jason Bermas 9 to midnight at PrisonPlanet.tv, simulcasting with Genesis.
[01:48:18.364 --> 01:48:19.905]  It's all there at PrisonPlanet.tv.
[01:48:19.905 --> 01:48:23.767]  You get all my films in super high quality.
[01:48:23.767 --> 01:48:26.509]  No hunting around or finding cruddy ones all over the web.
[01:48:26.509 --> 01:48:31.712]  PrisonPlanet.tv and The Obama Deception is up there in super high quality for you right now.
[01:48:31.712 --> 01:48:33.753]  Or order the best quality you can get.
[01:48:34.443 --> 01:48:41.386]  The high quality DVDs at InfoWars.com and also support this filmmaker so I can make more films.
[01:48:41.386 --> 01:48:51.731]  So please purchase it at InfoWars.com or see it in high quality online right now at PrisonPlanet.tv for those that can't afford it or those that want to see it in decent quality.
[01:48:51.731 --> 01:48:53.872]  We have one up there in that review of the film.
[01:48:53.872 --> 01:48:59.134]  It says Review of the Obama Deception and right there is the documentary and it's the best quality out there.
[01:48:59.134 --> 01:49:00.215]  We've seen on the web for free.
[01:49:00.575 --> 01:49:02.576]  That's why I'm pointing you at it.
[01:49:02.576 --> 01:49:04.217]  There's all these cruddy copies everywhere.
[01:49:04.217 --> 01:49:10.921]  Please, folks, make this the number one copy of Obama Deception, because there's literally dozens and dozens and dozens with hundreds of thousands of views apiece.
[01:49:10.921 --> 01:49:14.663]  Millions and millions of people have seen it in three or four days, and it's just total crud.
[01:49:14.663 --> 01:49:15.524]  It's driving me up the wall.
[01:49:15.524 --> 01:49:17.605]  So please make the Change the Channel copy.
[01:49:18.587 --> 01:49:18.707]  Thanks.
[01:49:45.194 --> 01:49:45.514]  Yes.
[01:49:45.514 --> 01:49:47.215]  Love you and listen to you every day.
[01:49:47.215 --> 01:50:00.261]  Do you remember back in August, I called you because my friend and me got pulled over by the cops because of... Yes, it was the Ron Paul sticker and it didn't shoot video of that in Las Vegas and put it on YouTube.
[01:50:01.432 --> 01:50:07.455]  You posted on InfoWars and some of the comments that we got were really upsetting.
[01:50:07.455 --> 01:50:13.319]  People said that we made... That's because they teach the police that Ron Paul supporters are terrorists because you love America.
[01:50:13.319 --> 01:50:15.560]  We have the secret government documents.
[01:50:15.560 --> 01:50:17.081]  So now I'm called a terrorist.
[01:50:17.081 --> 01:50:19.422]  That's about the worst thing you can be called.
[01:50:19.422 --> 01:50:20.723]  That's worse than a murderer.
[01:50:20.723 --> 01:50:22.764]  No, no, because we know the bankers are the criminals.
[01:50:22.764 --> 01:50:25.065]  They're the real criminals, the real terrorists.
[01:50:25.065 --> 01:50:26.686]  And so they've got to say we're the terrorists.
[01:50:27.578 --> 01:50:30.161]  I don't know if I should laugh or cry about this.
[01:50:30.161 --> 01:50:31.543]  Well, they're losing the fight right now.
[01:50:31.543 --> 01:50:33.665]  Look at how everybody's starting to wake up.
[01:50:33.665 --> 01:50:34.326]  Yeah.
[01:50:34.326 --> 01:50:34.887]  Yeah, I know.
[01:50:34.887 --> 01:50:36.729]  Yeah, Ingrid, so the cop pulls you over.
[01:50:36.729 --> 01:50:37.830]  There's video of it.
[01:50:37.830 --> 01:50:38.732]  Thank God you had a camera.
[01:50:38.732 --> 01:50:40.514]  He starts your evil Ron Paul sticker.
[01:50:40.514 --> 01:50:41.715]  How dare you?
[01:50:41.715 --> 01:50:43.918]  Yeah, and the interval sticker also.
[01:50:44.548 --> 01:50:45.329]  How dare you?
[01:50:45.329 --> 01:50:46.450]  How dare you be informed?
[01:50:46.450 --> 01:50:48.932]  The stickers are still on the car.
[01:50:48.932 --> 01:50:50.854]  Well, pretty soon they're going to have to say we're all terrorists.
[01:50:50.854 --> 01:50:52.355]  I mean, you know.
[01:50:52.355 --> 01:50:52.795]  I know.
[01:50:52.795 --> 01:50:54.257]  This is crazy.
[01:50:54.257 --> 01:50:55.478]  It's absolutely insane.
[01:50:55.478 --> 01:50:58.080]  We are not terrorists.
[01:50:58.080 --> 01:50:59.421]  Hey, good to hear from you.
[01:50:59.421 --> 01:51:01.663]  Yeah, I need to... I should ask her the name of the video.
[01:51:01.663 --> 01:51:02.744]  I mean, I know we posted it.
[01:51:03.024 --> 01:51:05.545]  When she posted it on YouTube, but I can't remember the name of it.
[01:51:05.545 --> 01:51:06.545]  Yeah, Ron Paul stickers.
[01:51:06.545 --> 01:51:07.665]  You're all kinda.
[01:51:07.665 --> 01:51:09.125]  But I mean, now Chuck Norris is on our side.
[01:51:09.125 --> 01:51:11.306]  Now Michael Savage is saying the government stage is terror attacks.
[01:51:11.306 --> 01:51:12.406]  I mean, everybody's waking up.
[01:51:12.406 --> 01:51:14.387]  I mean, are they terrorists, too?
[01:51:14.387 --> 01:51:16.067]  Let's go ahead and talk to Max in Michigan.
[01:51:16.067 --> 01:51:17.868]  You're on the air, Max.
[01:51:17.868 --> 01:51:18.728]  Hey, how's it going, Alex?
[01:51:18.728 --> 01:51:20.008]  Good, sir.
[01:51:20.008 --> 01:51:23.129]  I just wanted to say I really like that video about the deception.
[01:51:23.129 --> 01:51:27.890]  I think it's going to help definitely break down the boundaries between the left and the right.
[01:51:27.890 --> 01:51:30.210]  Yeah, it doesn't attack him from a phony right-wing perspective.
[01:51:30.210 --> 01:51:32.411]  It shows he's a front man for the bankers.
[01:51:33.522 --> 01:51:43.848]  Yeah, I see the whole argument being a lot harder after this video really gets big of, you know, the New World Order being this good, you know, system to run to.
[01:51:43.848 --> 01:51:54.415]  I see people really going to be waking up from this film and realize that the New World Order is, you know, a one-world banking system that is going to drag America down.
[01:51:55.255 --> 01:51:55.835]  Absolutely.
[01:51:55.835 --> 01:52:00.877]  And this film exposes how they orchestrated the economic crisis and are bringing in world government.
[01:52:00.877 --> 01:52:05.338]  And we show Henry Kissinger admitting that Obama is going to set up world government.
[01:52:05.338 --> 01:52:09.519]  And we have the troops admitting that the Pentagon is ordering them to set up martial law.
[01:52:09.519 --> 01:52:10.939]  It is all documented in the film.
[01:52:10.939 --> 01:52:12.420]  Thank you, sir, for the support.
[01:52:12.420 --> 01:52:13.820]  Corey in Denver, Colorado.
[01:52:13.820 --> 01:52:15.420]  You're on the air.
[01:52:15.420 --> 01:52:16.881]  Hey, how you doing?
[01:52:16.881 --> 01:52:17.161]  Good, sir.
[01:52:18.107 --> 01:52:27.735]  Yeah, I was just calling, I put on, I just signed up for the Prison Planet and just did that two-day, you know, when you announced that you were going to release Obamaception.
[01:52:27.735 --> 01:52:30.577]  I had to get it before the FBI got it, you know.
[01:52:30.577 --> 01:52:34.180]  So I got that on my external hard drive and I'm going to burn a bunch of DVDs.
[01:52:34.180 --> 01:52:45.209]  I go to a film school out here, so I'm 20, I'm a young guy and I'm just trying to spread the word out to all my fellow filmmakers and I'm making my own films, trying to support you and going down that path.
[01:52:46.730 --> 01:52:56.852]  But yeah, I just want to let you know, some of the bands I listen to, their recent CDs that they've been putting out, pretty much track for track.
[01:52:56.852 --> 01:53:00.633]  Every lyric and every word about the New World Order.
[01:53:00.633 --> 01:53:01.193]  No, I know.
[01:53:01.193 --> 01:53:02.513]  I mean, we talked to Muse.
[01:53:02.513 --> 01:53:07.054]  They wear my t-shirts on stage, on worldwide TV.
[01:53:07.054 --> 01:53:08.494]  Radiohead.
[01:53:08.494 --> 01:53:12.675]  I mean, just huge band after huge band now are listening to the radio show.
[01:53:13.234 --> 01:53:17.458]  Yeah, I mean, uh, Slipknot's new album is All Hope Is Gone, and uh... No, no, they're big.
[01:53:17.458 --> 01:53:23.824]  I'm not particularly like their whole angle myself, because it's pretty dark stuff, but they invited Burmess out to their show a few weeks ago in Austin.
[01:53:23.824 --> 01:53:24.345]  They're big fans.
[01:53:24.975 --> 01:53:27.858]  Yeah, we definitely have a message to be spread.
[01:53:27.858 --> 01:53:29.100]  Motley Crue are big fans.
[01:53:29.100 --> 01:53:32.684]  I mean, there's basically anybody we ever talk to that knows about the New World Order.
[01:53:32.684 --> 01:53:36.508]  Definitely catching the younger demographic, and I love hearing that, you know.
[01:53:36.508 --> 01:53:38.350]  You know, Bob Dylan knows about the New World Order.
[01:53:38.350 --> 01:53:40.873]  Let me tell you who else knows about the New World Order.
[01:53:40.873 --> 01:53:42.654]  Willie Nelson, Jesse Ventura.
[01:53:42.654 --> 01:53:43.776]  I mean, I could just go on for hours.
[01:53:44.600 --> 01:53:52.824]  Yeah, it's great, and you know, I just wanted to say good job on the movie I saw it, and I'm telling all my friends about it, so good job on that.
[01:53:52.824 --> 01:54:02.570]  And I just want to say, man, the big thing now, I guess, is the bird flu and getting your immune system boosted up.
[01:54:02.570 --> 01:54:06.311]  Absolutely, but listen, what's going to make this film unstoppable is you.
[01:54:06.311 --> 01:54:08.973]  Spread the word about the Obama deception.
[01:54:08.973 --> 01:54:12.095]  It is now out, and get the super high quality DVD.
[01:54:13.155 --> 01:54:15.836]  It's just so crystal clear, so professionally done.
[01:54:15.836 --> 01:54:19.777]  Order the hard copy at InfoWars.com or call toll-free 888-253-3139.
[01:54:19.777 --> 01:54:20.257]  888-253-3139.
[01:54:20.257 --> 01:54:28.180]  Folks always say I don't give them a warning, I just blurt the number out.
[01:54:28.180 --> 01:54:29.100]  Grab a pen and paper, folks.
[01:54:29.100 --> 01:54:30.981]  The point is, get the DVD.
[01:54:30.981 --> 01:54:32.402]  Have screenings at your home.
[01:54:32.402 --> 01:54:33.762]  Have parties, viewing parties.
[01:54:33.762 --> 01:54:34.282]  Show them this.
[01:54:34.282 --> 01:54:36.743]  Say, hey, this exposes Bush and Obama.
[01:54:36.743 --> 01:54:39.264]  Explain to liberals, hey, they're setting Obama up as their front.
[01:54:39.264 --> 01:54:40.924]  He'll take the blame for their agenda.
[01:54:40.924 --> 01:54:42.305]  This is not a anti-
[01:54:42.745 --> 01:54:46.866]  You know, uh, Obama film as much as it is exposing the real agenda.
[01:54:46.866 --> 01:54:48.867]  They gotta see the Obama deception.
[01:54:48.867 --> 01:54:50.227]  Help us get it out to everybody.
[01:54:50.227 --> 01:54:52.387]  You are unstoppable if you take action.
[01:54:52.387 --> 01:54:56.228]  It's already, in one day, the number one video on YouTube and Google.
[01:54:56.228 --> 01:54:57.589]  So they took it off the main page.
[01:54:57.589 --> 01:54:59.869]  Let's not le- That's cause they're scared!
[01:54:59.869 --> 01:55:00.830]  They're scared of this!
[01:55:00.830 --> 01:55:01.990]  Tim and Austin, go ahead.
[01:55:02.839 --> 01:55:03.579]  Hi, Alex.
[01:55:03.579 --> 01:55:05.381]  I just watched Obama Deception.
[01:55:05.381 --> 01:55:06.381]  Awesome, awesome movie.
[01:55:06.381 --> 01:55:08.122]  Everybody needs to get it immediately.
[01:55:08.122 --> 01:55:09.663]  There's a great timing on getting it out.
[01:55:09.663 --> 01:55:18.048]  People will probably think it's a little earlier before he puts the whole plan into effect, but great timing because the plan may shut down some of that distribution here shortly.
[01:55:18.048 --> 01:55:19.069]  Two quick questions.
[01:55:19.069 --> 01:55:19.629]  Time is short.
[01:55:20.405 --> 01:55:24.951]  Why is Ron Paul not suing these scum in Missouri who are naming him as a terrorist?
[01:55:24.951 --> 01:55:26.753]  Why is that not some kind of defamation suit?
[01:55:26.753 --> 01:55:29.396]  Well, I just talked to Ron Paul the day before this broke.
[01:55:29.396 --> 01:55:30.918]  We had him on this week.
