[00:00:07.332 --> 00:00:08.452]  9VoltLight.com.
[01:52:15.110 --> 01:52:17.251]  The awakening is the solution.
[01:52:17.811 --> 01:52:19.552]  Overturning the false paradigm.
[01:52:19.853 --> 01:52:21.414]  Expanding the horizon.
[01:52:21.454 --> 01:52:21.734]  David?
[01:52:22.432 --> 01:52:36.398]  Yeah, once you break out of mind, the program, and into consciousness, then you instinctively know what your contribution is, and you go for it, because when you become conscious, you let go of one of the great expressions of the mind construct, which is fear.
[01:52:36.998 --> 01:52:44.561]  But also, you know, this relatively tiny network that's manipulating the lives of billions
[01:52:44.941 --> 01:52:45.041]  Yes.
[01:53:04.358 --> 01:53:09.282]  They can't impose their will on billions of people unless the billions accept it.
[01:53:09.482 --> 01:53:14.806]  What would happen if everybody wrote InfoWars.com or PrisonPlanet.com or DavidIke.com on all the paper money?
[01:53:15.126 --> 01:53:16.066]  That's already waking up.
[01:53:16.107 --> 01:53:18.008]  A lot of people coming to the site are because of people doing that.
[01:53:18.288 --> 01:53:22.691]  What would happen if people made copies of my films or, you know, handed out David Ike documentaries?
[01:53:22.951 --> 01:53:24.653]  Well, what is happening?
[01:53:24.673 --> 01:53:26.114]  We're seeing we're having an effect.
[01:53:26.394 --> 01:53:27.695]  We've just got to push that much harder.
[01:53:28.015 --> 01:53:28.996]  David, when's a good time?
[01:53:29.016 --> 01:53:30.677]  Because I forgot that I invited you to town.
[01:53:30.697 --> 01:53:31.998]  You'd agreed when we were on a month ago.
[01:53:32.438 --> 01:53:39.181]  When's a good time to call and talk to you and try to look at some calendars and figure out when it's good, say, four or five months in the future to get you to Austin, Texas?
[01:53:39.821 --> 01:53:42.402]  Okay, well, tomorrow's fine, or Monday's fine.
[01:53:43.122 --> 01:53:45.684]  Okay, I'll call you tomorrow, because I'm going to be out of town a little bit next week.
[01:53:45.724 --> 01:53:47.584]  Jason Burmans is going to be sitting in for a few days.
[01:53:47.964 --> 01:53:50.165]  But I will call you, what, in the evening?
[01:53:50.826 --> 01:53:51.506]  Yeah, that'd be great.
[01:53:52.206 --> 01:53:53.927]  Well, David, we really appreciate your time.
[01:53:53.967 --> 01:53:55.828]  DavidIke.com, folks, check it out there.
[01:53:55.908 --> 01:53:56.568]  Great materials.
[01:53:56.988 --> 01:53:58.569]  And we appreciate everything you're doing, David.
[01:53:59.109 --> 01:53:59.449]  Thanks, Alex.
[01:53:59.469 --> 01:54:00.029]  Same to you.
[01:54:00.450 --> 01:54:00.730]  You bet.
[01:54:00.750 --> 01:54:01.090]  Take care.
[01:54:02.034 --> 01:54:02.594]  Yeah, cheers.
[01:54:02.694 --> 01:54:08.297]  There goes David Icke from the United Kingdom, joining us for the last hour and 40 minutes.
[01:54:08.438 --> 01:54:08.698]  Okay.
[01:54:09.198 --> 01:54:10.419]  What is the surprise today?
[01:54:10.479 --> 01:54:14.061]  Well, it's not Alex Jones' Tyranny Crusher 1.
[01:54:14.361 --> 01:54:16.102]  This was the first time we ever did an eBay item.
[01:54:17.202 --> 01:54:20.344]  And the reason we did it is because people are like, well, this megaphone's broken.
[01:54:20.364 --> 01:54:21.084]  We bought a new one.
[01:54:21.105 --> 01:54:22.345]  You've had this one for all these years.
[01:54:22.365 --> 01:54:24.907]  It's in the movie, A Scanner Darkly, that they rotoscoped.
[01:54:24.927 --> 01:54:26.147]  That's really me and the bullhorn in there.
[01:54:26.167 --> 01:54:28.088]  We're going to play a clip of that in a moment.
[01:54:30.583 --> 01:54:32.224]  This is the surprise, surprise coming up in a minute.
[01:54:32.885 --> 01:54:35.006]  Tyranny Crusher 1, you know, should we get it fixed?
[01:54:35.527 --> 01:54:37.568]  Like a $125 megaphone, or should we sell it?
[01:54:38.008 --> 01:54:39.369]  And obviously it's a fundraiser.
[01:54:39.389 --> 01:54:43.653]  We're not saying the megaphone, just as a megaphone, is worth $3,500.
[01:54:44.193 --> 01:54:46.415]  I think it's the latest bid on there for it.
[01:54:46.475 --> 01:54:46.995]  We opened it up at $1,500.
[01:54:47.195 --> 01:54:52.119]  There is Tyranny Crusher 1 on the PrisonPlanet.tv screen.
[01:54:52.679 --> 01:54:57.883]  This is, and then I saw disinfo shills on the comments on that article going, how dare you try to make money?
[01:54:58.579 --> 01:55:09.768]  Again, when the establishment taxes our money and uses it against us, I'm not supposed to try to fund things so I have a good mic to get the voice out there well, to give you a good show of information, to have these guests on, to have a producer to schedule it.
[01:55:09.908 --> 01:55:11.029]  I mean, it's asinine.
[01:55:11.669 --> 01:55:16.293]  And so because the establishment's criticizing me for trying to fund this operation,
[01:55:17.612 --> 01:55:20.534]  Which is like a pea shooter against their propaganda, but having a great effect.
[01:55:20.894 --> 01:55:21.315]  You know what?
[01:55:21.755 --> 01:55:24.497]  Just because of you establishment folks, go ahead and send me checks.
[01:55:24.937 --> 01:55:27.799]  You want to donate $100, $1,000, $5, whatever.
[01:55:28.159 --> 01:55:32.202]  You have my word that 95% of that money that comes in here will be used.
[01:55:32.322 --> 01:55:37.785]  The other 5% for me to live and wear this on TV so it goes across well to folks and all the rest of it.
[01:55:38.286 --> 01:55:40.067]  Because it's my whole passion.
[01:55:40.795 --> 01:55:46.237]  As if we can't have a political or sociological passion and then fund our operation, or we can't sell our books.
[01:55:46.277 --> 01:55:51.838]  But everybody else in the establishment, they can sell their books and get $10 million a year to read off a teleprompter on the nightly news.
[01:55:52.998 --> 01:55:55.019]  There's no teleprompter here, ladies and gentlemen.
[01:55:55.039 --> 01:55:59.860]  This is my heart and soul, and my intellect, and my research, and the guests we bring you here, and all the people we build up.
[01:56:00.320 --> 01:56:01.261]  So, you know what?
[01:56:02.421 --> 01:56:03.681]  I want to see $50,000 bid for Tyranny Crusher 1.
[01:56:06.365 --> 01:56:08.066]  I mean, I know we got some big donors out there.
[01:56:08.506 --> 01:56:12.967]  I mean, you know what, because we're going to use... In fact, I'll use 100% of Tyranny Crusher 1's money.
[01:56:13.787 --> 01:56:19.549]  100% of Tyranny Crusher 1's money, because we spent over 100 grand on this little studio, and folks, that's cheap.
[01:56:19.569 --> 01:56:20.590]  They're like, well, that's expensive.
[01:56:20.930 --> 01:56:23.370]  We have the cheapest switcher they make that's new.
[01:56:23.390 --> 01:56:25.051]  20-something grand, you know, and the cameras and all of it.
[01:56:25.769 --> 01:56:27.650]  We're trying to really develop and expand this.
[01:56:27.690 --> 01:56:29.691]  It's having a huge effect now with just this new look.
[01:56:29.951 --> 01:56:30.992]  It's not even that fancy.
[01:56:31.332 --> 01:56:36.214]  Instead of the videos on YouTube, each one every day, getting 10,000 views a day, it's like 60, 70, 100,000 views per video.
[01:56:36.274 --> 01:56:37.755]  I mean, it's getting crazy.
[01:56:38.195 --> 01:56:39.356]  All because of the presentation.
[01:56:39.716 --> 01:56:51.302]  I'm going to have professional lighting people and folks come in with just a basic two-camera shoot for a news program separate from this, but I looked at the books, even after the money bomb, and moving into this new office, we don't even have the money for that.
[01:56:52.052 --> 01:56:53.513]  So, it comes down to that.
[01:56:53.613 --> 01:57:03.016]  So, all those COINTELPRO that are so angry, or people that are just jealous of the work we're doing, don't understand this is life and death, go in there and let's bid Tyranny Crusher 1 up all the way.
[01:57:04.477 --> 01:57:09.659]  Let's get it done, ladies and gentlemen, because this is a fundraiser for free speech and what we're doing here.
[01:57:10.059 --> 01:57:11.319]  Let's see how high it'll go.
[01:57:11.379 --> 01:57:12.620]  It closes out next Wednesday.
[01:57:13.357 --> 01:57:19.181]  And, um, let's go ahead and play a clip from Scanner Darkly where you see Tyranny Crusher 1 and Alex Jones.
[01:57:19.422 --> 01:57:22.644]  When we post this video, people put links up saying I'm making it up.
[01:57:22.684 --> 01:57:24.505]  I'm not even in Scanner Darkly or Waking Life.
[01:57:24.926 --> 01:57:27.748]  Folks, that's COINTELPRO on the site saying I wasn't in Scanner Darkly.
[01:57:27.768 --> 01:57:31.210]  Uh, I don't talk about it that much, so I guess they just can't believe it.
[01:57:32.131 --> 01:57:41.638]  Um, or that a film I'm in this year is the top selection at South by Southwest, but I'll... I'll leave that as a side issue.
[01:57:42.125 --> 01:57:43.366]  Where did Substance D come from?
[01:57:43.406 --> 01:57:44.566]  Why can't we stop it?
[01:57:44.586 --> 01:57:47.748]  The bigger this war gets, the more freedoms we lose, the more Substance D is on our streets!
[01:57:47.768 --> 01:57:48.549]  Where the gold at?
[01:57:48.569 --> 01:57:49.809]  I wanna know where the gold at?
[01:58:10.200 --> 01:58:10.861]  I wanna know!
[01:58:10.881 --> 01:58:12.023]  I wanna know!
[01:58:12.043 --> 01:58:13.224]  I wanna know!
[01:58:13.425 --> 01:58:14.186]  God bless you all!
[01:58:14.921 --> 01:58:18.944]  Hi, this is Ted Anderson introducing a new way to listen to GCN on your cell phone.
[01:58:19.024 --> 01:58:24.627]  If you own a smartphone like Blackberry, iPhone, or Arnold G1, there's a free application called Flycast.
[01:58:25.008 --> 01:58:30.831]  Simply download, install, and within minutes you'll be listening to your favorite GCN shows from the convenience of your phone.
[01:58:31.091 --> 01:58:36.295]  Go to GCNlive.com, download the Flycast application, and begin listening in a whole new way.
[01:58:36.435 --> 01:58:38.957]  The place to go to is GCNlive.com.
[01:58:39.057 --> 01:58:42.559]  Again, that's GCNlive.com, application, Flycast.
[01:58:43.942 --> 01:58:47.544]  Are taxes, food, energy, housing, medical, forcing Americans into poverty?
[01:58:47.705 --> 01:58:53.628]  Is free enterprise flawed, or is our monetary system forcing us into perpetual debt, ensuring inflation and higher taxes?
[01:58:53.729 --> 01:58:56.170]  The answers are in Griffin's book, The Creature from Jekyll Island.
[01:58:56.270 --> 01:58:59.733]  Ron Paul states it's what every American needs to know about the Fed and central banking.
[01:58:59.873 --> 01:59:00.713]  Hi, Ted Anderson.
[01:59:00.753 --> 01:59:01.414]  I will give a U.S.
[01:59:01.454 --> 01:59:03.435]  silver dollar to everyone who purchases this book.
[01:59:03.515 --> 01:59:05.957]  Call 800-686-2237.
[01:59:06.077 --> 01:59:07.878]  It's critical to be made aware of the system.
[01:59:07.978 --> 01:59:08.859]  Get your copy today, 800-686-2237.
[01:59:08.879 --> 01:59:09.059]  That's 800-686-2237.
[01:59:14.202 --> 01:59:15.683]  Alex Jones here with a question.
[01:59:15.884 --> 01:59:17.325]  What does humidity mean to you?
[01:59:17.625 --> 01:59:19.867]  Most people think of hot and sticky summer days.
[01:59:20.307 --> 01:59:25.051]  But many people are beginning to realize that humidity can be a valuable source of pure drinking water.
[01:59:25.451 --> 01:59:28.293]  That's why I'd like you to visit acoloblue.com.
[01:59:28.633 --> 01:59:32.156]  Acoloblue is a state-of-the-art atmospheric water generator.
[01:59:32.532 --> 01:59:44.544]  Producing purified drinking water from the humidity in the air using reverse osmosis and a five-stage carbon and UV light filtration system which produces great tasting water at an unbeatable price.
[01:59:45.085 --> 01:59:47.107]  Finally, drinking water that you control.
[01:59:47.407 --> 01:59:48.388]  I use one every day.
[01:59:48.829 --> 01:59:54.274]  Say goodbye to expensive water delivery services and storing five-gallon bottles of water in your home.
[01:59:54.514 --> 02:00:00.060]  The Ecola Blue 28 is shipped right to your home ready to make close to seven gallons a day right out of the
