[00:00:14.198 --> 00:00:15.479]  Today, that's 1-800-426-6186.
[01:35:10.931 --> 01:35:11.852]  It's all happening.
[01:35:11.852 --> 01:35:15.174]  Everybody's worried about the economy and the media keeps saying everything's fine.
[01:35:15.174 --> 01:35:21.978]  Yeah, Chrysler's laying off $3,000 and GM's gonna lay off, you know, when I say $3,000, I mean $3,000 dealerships.
[01:35:21.978 --> 01:35:23.259]  Yeah, they're shutting all the
[01:35:24.272 --> 01:35:30.176]  You know, all the Chrysler dealerships, or almost all of them, they're going to shut down 3,000 GM ones, but everything's fine.
[01:35:30.176 --> 01:35:36.600]  And yeah, $14.8 trillion in seven months has been stolen by offshore banks.
[01:35:36.600 --> 01:35:50.889]  And then the very banking heads meet in secret in Greece, and mainstream reporters for the biggest Greek papers, biggest British papers and others, London Guardian and others, and I interviewed them Thursday and Friday,
[01:35:52.023 --> 01:35:53.064]  They went and showed up.
[01:35:53.064 --> 01:35:56.287]  They went there and they got arrested.
[01:35:56.287 --> 01:36:03.073]  They got picked up.
[01:36:03.073 --> 01:36:05.335]  Hey guys, will you guys come reboot the phone system?
[01:36:05.335 --> 01:36:08.037]  It just shut down in here.
[01:36:08.037 --> 01:36:10.500]  That's why old pad and paper seems to be good with these guests.
[01:36:10.500 --> 01:36:12.581]  These computers are always frying out.
[01:36:12.581 --> 01:36:14.323]  Thank you, because I want to go back to the calls here in a moment.
[01:36:15.717 --> 01:36:18.277]  Look, all of this is going on.
[01:36:18.277 --> 01:36:19.878]  All of this is happening.
[01:36:19.878 --> 01:36:21.698]  And I know it sounds crazy.
[01:36:21.698 --> 01:36:22.918]  I can't believe it.
[01:36:22.918 --> 01:36:24.078]  I understand.
[01:36:24.078 --> 01:36:26.059]  But they couldn't believe it in Germany in the 30s.
[01:36:26.059 --> 01:36:28.839]  They couldn't believe it in Russia in 1918.
[01:36:28.839 --> 01:36:31.200]  They couldn't believe it in China.
[01:36:31.200 --> 01:36:33.280]  But it's happening here.
[01:36:33.280 --> 01:36:40.401]  And it is the big money setting up a police state to turn the poor people loose on you.
[01:36:40.401 --> 01:36:43.242]  They're going to tell the poor folks, you know, here's a fancy uniform.
[01:36:43.242 --> 01:36:44.142]  Here's a machine gun.
[01:36:45.914 --> 01:36:46.715]  It starts slow.
[01:36:46.715 --> 01:36:58.865]  You know, military in New York after 9-11, and then military at the Kentucky Derby, and then military arresting people at the Kentucky Derby, and at college football games, and the Super Bowl, and then the regular army at high school football games.
[01:36:58.865 --> 01:37:00.286]  It's now happening!
[01:37:00.286 --> 01:37:01.747]  These reports are pouring in!
[01:37:01.747 --> 01:37:03.068]  Mainstream news everywhere going,
[01:37:03.468 --> 01:37:06.051]  Oh, yes, the Army and the Air Force MPs.
[01:37:06.051 --> 01:37:07.092]  We're out in Tennessee.
[01:37:07.092 --> 01:37:08.413]  We're out in Arkansas.
[01:37:08.413 --> 01:37:09.414]  We're out in Michigan.
[01:37:09.414 --> 01:37:14.478]  We're out in New York, running checkpoints today, just searching people for everyone's safety.
[01:37:14.478 --> 01:37:16.180]  Oh, hi, I'm the regular Army.
[01:37:16.180 --> 01:37:17.241]  I'm just here to search you.
[01:37:18.177 --> 01:37:29.582]  And then they're having drills in Florida and Arizona and California and upstate New York with foreign troops training with public FEMA drills to take over the U.S.
[01:37:29.582 --> 01:37:35.245]  and saying, oh yes, in newspaper headlines, foreign troops will help if terrorists strike.
[01:37:35.245 --> 01:37:37.166]  They've done this before, actually.
[01:37:37.166 --> 01:37:41.828]  Why, Mexican troops helped in New Orleans and Norwegian troops helped after 9-11.
[01:37:44.111 --> 01:37:45.572]  See, they just set the precedent.
[01:37:45.572 --> 01:37:46.852]  It's happening!
[01:37:46.852 --> 01:37:48.953]  As bad as things are now, this is nothing.
[01:37:48.953 --> 01:37:51.734]  What are they planning so bad?
[01:37:51.734 --> 01:37:57.417]  They think we're going to accept youth corps running around in grey, red, and blue uniforms?
[01:37:58.888 --> 01:38:00.670]  That's the good that they're in uniforms.
[01:38:00.670 --> 01:38:01.931]  You can go to the government websites.
[01:38:01.931 --> 01:38:03.932]  I have it up on InfoWars.com!
[01:38:03.932 --> 01:38:16.583]  They're in blue, gray, and red uniforms running around and they admit they're going to come door-to-door and already are asking you if you support the president's policies and then marking down your house if you support or not.
[01:38:16.583 --> 01:38:19.065]  Talk about intimidation.
[01:38:19.065 --> 01:38:19.725]  Unspoken.
[01:38:19.725 --> 01:38:24.930]  Oh, hi, we're just here in a red uniform to ask and see if... It's happening, people!
[01:38:28.319 --> 01:38:30.920]  It's kind of a cool sound.
[01:38:30.920 --> 01:38:31.900]  Wow.
[01:38:31.900 --> 01:38:32.841]  Wow.
[01:38:32.841 --> 01:38:34.001]  Wow.
[01:38:34.001 --> 01:38:39.263]  I mean, I don't know what it's going to take to get people... Ugh, man.
[01:38:39.263 --> 01:38:41.444]  I wish this wasn't true, ladies and gentlemen.
[01:38:41.444 --> 01:38:44.705]  I wish!
[01:38:44.705 --> 01:38:45.726]  Let's go to your phone calls.
[01:38:45.726 --> 01:38:46.826]  Mike in North Carolina.
[01:38:46.826 --> 01:38:48.387]  Mike, you're on the air.
[01:38:48.387 --> 01:38:48.987]  Hey, Alex.
[01:38:48.987 --> 01:38:50.127]  How's it going?
[01:38:50.127 --> 01:38:50.387]  Good.
[01:38:50.387 --> 01:38:56.890]  They just keep incrementally implementing this, where it's kind of the ambient background, like the frog in the pot, and people put up with it.
[01:38:57.632 --> 01:39:00.135]  Oh, they're pulling out all the stops.
[01:39:00.135 --> 01:39:04.359]  Let me tell you, punks in red uniforms better not come around my house.
[01:39:04.359 --> 01:39:07.982]  That is un-American as it gets, and they equate it with our history.
[01:39:07.982 --> 01:39:12.466]  Yes, we're the youth corps in red uniforms and khaki pants.
[01:39:12.466 --> 01:39:14.588]  I mean, you gotta see these outfits, man.
[01:39:14.588 --> 01:39:18.992]  Black boots and khaki pants and red jackets.
[01:39:18.992 --> 01:39:21.735]  I mean, and it's military style.
[01:39:21.735 --> 01:39:22.236]  It's unbelievable.
[01:39:23.815 --> 01:39:25.276]  Oh, listen, I forgot!
[01:39:25.276 --> 01:39:26.616]  The end of the video is the worst.
[01:39:26.616 --> 01:39:27.677]  I couldn't listen to it.
[01:39:27.677 --> 01:39:30.297]  It says, and this is my uniform.
[01:39:30.297 --> 01:39:31.918]  This is what I wear.
[01:39:31.918 --> 01:39:33.579]  I mean, folks, look out, man.
[01:39:33.579 --> 01:39:35.259]  This is crazy.
[01:39:35.259 --> 01:39:37.880]  But how do they, why are people outraged about it?
[01:39:38.280 --> 01:39:44.888]  Because they drink sodium fluoride, a known sedative, in every major government study, and then the public's so brainwashed because they made Archie Bunker talk about it so people aren't kooks.
[01:39:44.888 --> 01:39:45.969]  They're not Archie Bunker.
[01:39:45.969 --> 01:39:48.011]  So they believe sodium fluoride's good for them.
[01:39:48.011 --> 01:39:49.333]  And people are fat, dumb, and happy.
[01:39:49.333 --> 01:39:53.637]  We had it so good because we had liberty that people just still can't believe it's happening to them.
[01:39:53.637 --> 01:39:54.438]  Let me tell you something.
[01:39:54.438 --> 01:39:57.562]  The economy's going to get worse and worse and worse and worse and worse.
[01:39:57.562 --> 01:39:58.643]  It's all by design.
[01:39:59.003 --> 01:40:07.045]  I'm on record three years ago making a film breaking down exactly how the economy would go down because we had spies inside Bilderberg.
[01:40:07.045 --> 01:40:14.226]  Because we get arrested, we get death-threatened, we go through hell to bring the fat, dumb America this information.
[01:40:14.226 --> 01:40:20.207]  But you may be fat and dumb, but you're my kin, so I still love you, and I'm not gonna be free if you're not free.
[01:40:20.207 --> 01:40:21.948]  So I'm here saying, wake up!
[01:40:21.948 --> 01:40:22.468]  Wake up!
[01:40:22.468 --> 01:40:23.408]  Our house is on fire!
[01:40:23.408 --> 01:40:23.768]  And they're like,
[01:40:24.048 --> 01:40:24.749]  What's that smell?
[01:40:24.749 --> 01:40:25.569]  It smells like a barbecue.
[01:40:25.569 --> 01:40:28.292]  And I'm like, yeah, our house is burning.
[01:40:28.292 --> 01:40:29.713]  And they're like, shut up.
[01:40:29.713 --> 01:40:31.234]  I'm going to lay here on the couch.
[01:40:31.234 --> 01:40:32.815]  Listen, get up, man.
[01:40:32.815 --> 01:40:33.996]  Come on.
[01:40:33.996 --> 01:40:38.100]  We've been chemically lobotomized, my friend.
[01:40:38.100 --> 01:40:39.161]  And with the entertainment.
[01:40:39.161 --> 01:40:44.405]  The average adult watches four hours of TV a day and all the studies admit it literally puts you into a dreamlike state.
[01:40:45.057 --> 01:40:46.537]  That's not my opinion, Polk.
[01:40:46.537 --> 01:40:54.619]  Google, search engine, television watching, dreamlike state, lowered brainwaves, television, Alzheimer's.
[01:40:54.619 --> 01:40:55.539]  They've known!
[01:40:55.539 --> 01:40:56.779]  They know!
[01:40:56.779 --> 01:40:58.659]  They know, ladies and gentlemen!
[01:40:58.659 --> 01:41:00.340]  It's brainwashing you!
[01:41:00.340 --> 01:41:12.282]  The flicker rates, the blue mist, you know, that's meant to get your eye focused on that, put you into subconscious mode, bombarding you with like 20 different images, shuts off your conscious thinking, goes right into the subconscious.
[01:41:12.282 --> 01:41:13.622]  They knew this 50 years ago!
[01:41:15.141 --> 01:41:23.725]  I wanted to bring to your attention, April 3rd, CDC let out a report that they tested 18 baby formulas.
[01:41:23.725 --> 01:41:27.166]  Every one of them had perchlorate rocket fuel.
[01:41:27.166 --> 01:41:36.390]  I know, and also, more than 90% has melamine that kills the kidneys, and they always said it was deadly, but when that came out, they said, we now say melamine is good for you.
[01:41:36.390 --> 01:41:38.811]  And they now say mercury is good for you.
[01:41:38.811 --> 01:41:41.692]  Well, that seriously affects the infant brain development, and they know it.
[01:41:42.387 --> 01:41:44.971]  Uh, it's also in 35 states water systems.
[01:41:44.971 --> 01:41:47.654]  They won't say which ones, but here's a, here's a kicker Alex.
[01:41:47.654 --> 01:41:52.961]  MBTE that they ordered put in the, uh, in the gasoline to help the greenhouse gas?
[01:41:52.961 --> 01:41:53.542]  Yep.
[01:41:53.542 --> 01:41:57.287]  That is in 49 states it attacks brains.
[01:41:57.287 --> 01:41:57.627]  But why?
[01:41:57.627 --> 01:41:59.109]  Of course it's an accident.
[01:41:59.890 --> 01:42:07.875]  Yeah, why does a one baby formula that has 80% of the market share have three times the amount that the other ones do?
[01:42:07.875 --> 01:42:08.876]  It's an accident.
[01:42:08.876 --> 01:42:10.157]  I appreciate your call.
[01:42:10.157 --> 01:42:16.040]  Just like when you go into Babies R Us and all these stores, it's huge racks of fluoride for your baby.
[01:42:16.040 --> 01:42:18.482]  Fluoride water, the mineral it needs.
[01:42:18.482 --> 01:42:19.302]  Fluoride.
[01:42:19.302 --> 01:42:20.763]  And they know.
[01:42:20.763 --> 01:42:22.004]  They know.
[01:42:22.004 --> 01:42:22.805]  They know.
[01:42:22.805 --> 01:42:24.886]  Not Babies R Us, but the company.
[01:42:25.623 --> 01:42:29.585]  They know fluoride is four times as bad.
[01:42:29.585 --> 01:42:30.726]  In fact, people don't believe me.
[01:42:30.726 --> 01:42:33.368]  I want to cover it in the last segment.
[01:42:33.368 --> 01:42:38.851]  Google and print for me, fluoride more damaging to young brains.
[01:42:38.851 --> 01:42:41.892]  Or, fluoride increases cancer in children.
[01:42:41.892 --> 01:42:43.373]  It particularly attacks children.
[01:42:43.373 --> 01:42:44.934]  I'm going to read to you government reports.
[01:42:44.934 --> 01:42:46.755]  There's thousands of them, literally.
[01:42:46.755 --> 01:42:48.997]  But it's, well, your baby needs it.
[01:42:48.997 --> 01:42:51.338]  And I've talked to people in the Soviet, old Soviet Union, and then I
[01:42:52.029 --> 01:42:53.749]  Actually searched it and found it was true.
[01:42:53.749 --> 01:42:55.810]  They would have food rationing.
[01:42:55.810 --> 01:42:58.270]  No sausage, no bread.
[01:42:58.270 --> 01:43:03.871]  But when they went to school, there was always free chocolate, strawberry, and regular flavored milk.
[01:43:03.871 --> 01:43:06.312]  Free, and it fortified with fluoride.
[01:43:06.312 --> 01:43:09.033]  Oh!
[01:43:09.033 --> 01:43:11.673]  Free fluoride milk!
[01:43:11.673 --> 01:43:12.433]  Oh!
[01:43:12.433 --> 01:43:16.654]  The government wants to help!
[01:43:16.654 --> 01:43:20.935]  And they now say on government announcements and PR TV ads,
[01:43:21.972 --> 01:43:27.853]  Mercury is actually good for the brain, and they've got ads where they say corn syrup's good, though you can google that.
[01:43:27.853 --> 01:43:31.174]  More than half of the corn syrup in the country, high levels of mercury.
[01:43:31.174 --> 01:43:32.154]  We'll be right back.
[01:43:32.154 --> 01:43:32.774]  Don't listen to me.
[01:43:32.774 --> 01:43:33.854]  Drink more mercury.
[01:43:33.854 --> 01:43:37.075]  Companies continue to lay off thousands of people.
[01:43:37.075 --> 01:43:40.396]  Unemployment is the highest it's been in over 30 years.
[01:43:40.396 --> 01:43:44.176]  Statistics prove that in a recession, crime rates go up.
[01:43:44.176 --> 01:43:47.597]  Everyone needs something for that extra edge to prevent becoming a
[01:43:47.637 --> 01:43:48.418]  We're good to go.
[01:44:03.007 --> 01:44:04.089]  Need something more?
[01:44:04.089 --> 01:44:08.054]  The Scorpion Stun Gun is a great way to take down a potential attacker.
[01:44:08.054 --> 01:44:16.365]  Mr. Defense also carries the largest selection of air tasers, knives, self-defense keychains, swords, batons, survival, spy, and tactical gear.
[01:44:16.365 --> 01:44:20.711]  Mention this ad and receive 10% off of your order and a free self-defense keychain.
[01:44:20.911 --> 01:44:22.612]  Visit MrDefense.com.
[01:44:22.612 --> 01:44:24.673]  That's MRDefense.com.
[01:44:24.673 --> 01:44:26.914]  Or call 1-800-313-6400.
[01:44:26.914 --> 01:44:33.778]  That's 1-800-313-6400 for all of your self-defense needs today.
[01:44:33.778 --> 01:44:35.078]  Ah, springtime.
[01:44:35.078 --> 01:44:40.261]  Now that you've planted your organic garden, how will you keep the bugs away without using toxic chemicals and poisons?
[01:44:40.581 --> 01:44:45.223]  Well, the answer is all natural insecticides from FreshwaterOrganics.com.
[01:44:45.223 --> 01:44:51.186]  These revolutionary insecticides start with the same organic product that we use in FPP to kill parasites.
[01:44:51.186 --> 01:44:59.810]  We then add a small amount of pyrethrin from chrysanthemum flowers and a mild attractant to offer you the most effective insecticide available anywhere.
[01:44:59.810 --> 01:45:02.451]  It can even be applied up to the day of harvest.
[01:45:02.771 --> 01:45:13.635]  Our natural insecticides work in the home, on plants, and in your garden, killing pests mechanically, not with poisons, so pests can't develop an immunity and they won't harm your children or pets.
[01:45:13.635 --> 01:45:23.458]  It's effective against white flies, moths, bedbugs, fleas, roaches, crickets, and more, and safe enough to use on your pets, ridding them of fleas and other pests.
[01:45:23.458 --> 01:45:25.399]  Order now from FreshWaterOrganics.com
[01:45:26.079 --> 01:45:26.600]  Or call 888-949-3570.
[01:45:26.600 --> 01:45:26.941]  888-949-3570 today!
[01:45:34.056 --> 01:45:41.178]  Finally in the news this evening, it's being reported that cyber spies from Russia and China have now penetrated our power grid.
[01:45:41.178 --> 01:45:57.082]  Even as energy experts are reporting that each summer we get closer and closer to the limits of our nation's power grid, some say that this summer's demand for electrical power may finally push the grid over its edge, creating a cascade of power outages across the country, putting us all in the dark.
[01:45:57.382 --> 01:46:02.766]  Are you prepared for the next round of storm-related outages or government-created blackouts?
[01:46:02.766 --> 01:46:09.270]  Have you ever thought about taking steps to get off the grid and generate your own private supply of electrical power?
[01:46:09.270 --> 01:46:13.173]  If so, this will be the most important information you have ever heard.
[01:46:13.173 --> 01:46:15.855]  Solar-powered generators are finally available.
[01:46:15.855 --> 01:46:21.219]  They have no moving parts to wear out or break and require absolutely no gas whatsoever.
[01:46:21.519 --> 01:46:24.202]  Remember, the government doesn't own the sun.
[01:46:24.202 --> 01:46:26.424]  So go to MySolarBackup.com.
[01:46:26.424 --> 01:46:28.926]  That's MySolarBackup.com.
[01:46:28.926 --> 01:46:33.210]  Check out MySolarBackup.com before you lose your power.
[01:46:34.244 --> 01:46:43.289]  IonicZone.com sells virus, bacteria, and mold-killing products that will protect you and your loved ones from airborne pathogens, biological threats, chemtrails, you name it.
[01:46:43.289 --> 01:46:55.535]  For instance, IonicZone sells their patented ozone generators from $279, digital water ozonators from $135, and UVC dual lamp and duct air sanitizers from $279.
[01:46:55.535 --> 01:46:59.898]  IonicZone also sells highly effective alternative health products.
[01:46:59.898 --> 01:47:02.619]  For instance, Jim Humble's revolutionary internal virus
[01:47:06.215 --> 01:47:09.537]  Canada's nurse reincases a Cy-X-T.
[01:47:09.537 --> 01:47:12.939]  Naturopath recommended Super Zeolite for heavy metal detox.
[01:47:12.939 --> 01:47:15.000]  Even an ozone handheld bidet.
[01:47:15.000 --> 01:47:18.962]  If you're interested in natural healing, you'll love what Ionic Zone has to offer.
[01:47:18.962 --> 01:47:23.205]  Ionic Zone also offers free home business opportunities that will make you well over $1,000 a month.
[01:47:23.205 --> 01:47:24.826]  Call Mike, toll free at 1-800-549-9535 to inquire.
[01:47:24.826 --> 01:47:26.167]  Or go to ioniczone.com.
[01:47:34.261 --> 01:47:37.922]  Are you tired of searching for great talk radio?
[01:47:37.922 --> 01:47:39.423]  Search no more.
[01:47:39.423 --> 01:47:42.464]  We are the GCN Radio Network.
[01:47:42.464 --> 01:47:53.247]  You notice how dull people look, how ill they look, how stupid even intelligence people are getting?
[01:47:53.247 --> 01:48:01.510]  Good thing to Google is health effects, fluoride in the brain, and under that I found the Fluoride Action Network, but it links to a lot of studies I've seen in the past.
[01:48:03.171 --> 01:48:12.377]  Here's one, three studies that were done by the federal government.
[01:48:12.377 --> 01:48:17.101]  Fluoride effects on the brain, drinking water, on children's intelligence.
[01:48:17.101 --> 01:48:27.328]  And it's got just hundreds and hundreds and hundreds of studies put out by the National Research Council, the EPA, you name it.
[01:48:27.328 --> 01:48:30.130]  And that's why they've had the majority of EPA scientists
[01:48:30.529 --> 01:48:41.391]  Two years ago, I had one of the heads of their major union on saying, yes, they knowingly are putting deadly poison to brain damage the public in the water.
[01:48:41.391 --> 01:48:43.472]  I mean, I'm looking at literally hundreds and hundreds.
[01:48:43.472 --> 01:48:46.532]  That's why this is such a great 15-page article, because it's not even an article.
[01:48:46.532 --> 01:48:51.593]  It's just links to governments, Chinese, British, Russian, U.S., Canadian.
[01:48:51.593 --> 01:48:54.734]  I mean, I remember when I first looked this up more than 12 years ago on the Internet,
[01:48:55.242 --> 01:49:02.045]  I found University of Texas studies from like 1932 about how they were saying, yes, we could use this in the same asylums.
[01:49:02.045 --> 01:49:03.446]  It's a great sedative.
[01:49:03.446 --> 01:49:07.868]  It's just very toxic and causes cancer.
[01:49:07.868 --> 01:49:11.970]  Did you guys print up the studies for me about it massively increasing bone cancer?
[01:49:11.970 --> 01:49:13.610]  Absolute confirmed fact.
[01:49:13.610 --> 01:49:16.032]  But drink up, it's for your baby!
[01:49:16.032 --> 01:49:18.833]  Oh, the government wouldn't do that to make me more manageable.
[01:49:19.497 --> 01:49:23.779]  Well, listen, government idiots, you're drinking it too, you little control freak servants!
[01:49:23.779 --> 01:49:27.701]  This is a very small group of eugenicists at the top that are doing this.
[01:49:27.701 --> 01:49:30.382]  And I'm sorry a lot of you were too cowardly to admit the truth.
[01:49:30.382 --> 01:49:32.923]  The facts are the facts.
[01:49:32.923 --> 01:49:48.270]  Look at this, rat studies and brain cell damage with aluminum and fluoride in water, Wall Street Journal, October 28th, 1992, fluoride in the pineal gland, BBC, fluoride in the brain interview with Dr. Phyllis Mullinex interview,
[01:49:49.404 --> 01:49:52.067]  And it just goes through hundreds of these links.
[01:49:52.067 --> 01:49:59.213]  Full text, Zhang Q. Beijing, effective fluoride in drinking water on children's intelligence.
[01:49:59.213 --> 01:50:02.777]  Full text, effective fluoride on water intelligence of children.
[01:50:02.777 --> 01:50:05.179]  Here's the EPA.
[01:50:05.179 --> 01:50:10.284]  It is apparent that fluorides have the ability to interfere with the functions of the Brain Source National Research Council.
[01:50:10.725 --> 01:50:11.766]  I'm on page one, by the way.
[01:50:11.766 --> 01:50:12.467]  This goes on 15 pages.
[01:50:12.467 --> 01:50:13.929]  When I say thousands, I mean thousands.
[01:50:22.742 --> 01:50:25.425]  In harm's way, toxic threats to children's development.
[01:50:25.425 --> 01:50:29.048]  But don't worry, the stores have it just for your baby.
[01:50:29.048 --> 01:50:31.150]  Oh, they love you as the government cares.
[01:50:31.150 --> 01:50:36.235]  But meanwhile, you see all the big headlines about the government says we must reduce the population by at least half.
[01:50:36.235 --> 01:50:37.096]  Humans are bad.
[01:50:37.096 --> 01:50:39.278]  We want carbon taxes on fat people.
[01:50:39.278 --> 01:50:41.200]  We want carbon taxes to shut down U.S.
[01:50:41.200 --> 01:50:42.521]  industry.
[01:50:42.521 --> 01:50:47.326]  Do you know if you buy a piece of rural land and want to get an environmental exemption so you don't have to pay as many taxes on it?
[01:50:47.907 --> 01:50:53.930]  You can never go back, and even if somebody buys it, you can never convert back to agriculture.
[01:50:53.930 --> 01:50:57.412]  You can never use it for agriculture again, because they don't want agriculture.
[01:50:57.412 --> 01:50:59.493]  They don't want industry.
[01:50:59.493 --> 01:51:00.533]  Do you understand?
[01:51:00.533 --> 01:51:01.774]  And it's not for the environment.
[01:51:01.774 --> 01:51:03.915]  It's so they control things.
[01:51:03.915 --> 01:51:07.116]  This is bigger than anything you could imagine, folks, which you're listening to.
[01:51:07.116 --> 01:51:14.300]  And I'm sorry it's some, you know, guy from Texas bringing it to you, but you need to step up and research this and find out about it.
[01:51:14.764 --> 01:51:21.188]  I'm sorry if your ego doesn't like knowing that you're a slave and under chemical and biological attack, but you still are under attack.
[01:51:21.188 --> 01:51:25.151]  You should love your children enough to care!
[01:51:25.151 --> 01:51:26.051]  It just goes on and on.
[01:51:26.051 --> 01:51:34.056]  I said I get into Bilderberg, and I have loaded phone lines here, and I just start thinking about a caller bringing up key points, and it's true.
[01:51:34.056 --> 01:51:34.877]  Let's take another call.
[01:51:34.877 --> 01:51:35.757]  Harvey in Florida.
[01:51:35.757 --> 01:51:36.498]  Harvey, you're on the air.
[01:51:37.225 --> 01:51:39.106]  Hey Alex, how are you doing today?
[01:51:39.106 --> 01:51:39.706]  Oh, pretty good.
[01:51:39.706 --> 01:51:42.947]  I wish folks weren't brain-damaging their children, but hey, they love the government.
[01:51:42.947 --> 01:51:47.768]  Well, I'd love to call you and give you some... I was an eyewitness several weeks ago.
[01:51:47.768 --> 01:51:48.849]  I sent them an email.
[01:51:48.849 --> 01:51:50.869]  I'll give you the short version of what I saw.
[01:51:50.869 --> 01:51:55.791]  I was in the Tropicana Casino and Hotel in Atlantic City.
[01:51:55.791 --> 01:51:56.811]  I go in the elevator.
[01:51:57.870 --> 01:51:59.451]  There's a gentleman dressed in a suit.
[01:51:59.451 --> 01:52:01.713]  I said, oh, are you here for a conference?
[01:52:01.713 --> 01:52:02.413]  He goes, yeah.
[01:52:02.413 --> 01:52:04.115]  I go, what type of conference?
[01:52:04.115 --> 01:52:06.637]  He goes, National Security Conference.
[01:52:06.637 --> 01:52:10.399]  So we go down the elevator and I see an arrow with a conference.
[01:52:10.399 --> 01:52:11.420]  There's a bunch of letters.
[01:52:11.420 --> 01:52:13.822]  FCC, HS.
[01:52:13.822 --> 01:52:15.743]  So I follow the arrow.
[01:52:15.743 --> 01:52:20.227]  And it turns out they had it spelled out when you went upstairs where the conference was.
[01:52:20.227 --> 01:52:24.450]  They had fusion centers, criminal investigation, homeland security.
[01:52:24.450 --> 01:52:27.072]  And I saw all these characters.
[01:52:28.152 --> 01:52:29.732]  It was unbelievable what was going on.
[01:52:29.732 --> 01:52:30.833]  It was a two-day conference.
[01:52:30.833 --> 01:52:38.515]  Yeah, the fusion centers are federalizing everything, teaching the police that guns are going to be illegal, how to work with the youth corps.
[01:52:38.515 --> 01:52:42.116]  The local fusion centers track everybody's cell phone real-time.
[01:52:42.116 --> 01:52:48.157]  They hit one code, they dial in to listen, another code, they follow you by name with your cell phone under federal law.
[01:52:48.157 --> 01:52:50.878]  No Fourth Amendment, no Fifth Amendment, no Tenth.
[01:52:50.878 --> 01:52:51.558]  What else happened?
[01:52:52.299 --> 01:52:59.523]  Well, there was a guy in a white suit with bars on his chest, so I believe he was a Navy Admiral.
[01:52:59.523 --> 01:53:04.346]  And there was state police cars everywhere and stormtroopers from the state police in this conference.
[01:53:04.346 --> 01:53:08.988]  Well, you know who heads up FEMA and all the major departments is military people now.
[01:53:08.988 --> 01:53:09.589]  Yep.
[01:53:09.589 --> 01:53:11.670]  This confirms everything you've been talking about.
[01:53:11.670 --> 01:53:14.411]  So what else did you... I mean, did they see you and tell you to get out of there, or what was going on?
[01:53:14.411 --> 01:53:15.732]  Yes, they gave me an escort out.
[01:53:15.732 --> 01:53:18.053]  I pretended like I was a senile old man.
[01:53:18.053 --> 01:53:20.975]  I was just walking around trying to snoop on them.
[01:53:21.642 --> 01:53:24.344]  And I said, oh no, I'm just looking for the elevators.
[01:53:24.344 --> 01:53:28.667]  You know, I pretended like I was senile, so they escorted me, the security escorted me out.
[01:53:28.667 --> 01:53:30.589]  But they were marching through this place.
[01:53:30.589 --> 01:53:36.814]  The Admiral had five flunkies in suits following him, like an inch from him, as he was marching through the corridors.
[01:53:36.814 --> 01:53:43.839]  And every day, this was three weeks ago, and every day on the news, every minute of every day on every station across the land, they were talking about the flu outbreak.
[01:53:45.873 --> 01:53:48.074]  They weren't hiding, but it was weird.
[01:53:48.074 --> 01:53:49.995]  Why would they be at a casino?
[01:53:49.995 --> 01:53:54.638]  They have to get in a little gambling while they're... Because, well, I'm going to be frank with you.
[01:53:54.638 --> 01:53:56.018]  What do you think runs the New World Order?
[01:53:56.018 --> 01:53:57.760]  It's the global mafia.
[01:53:57.760 --> 01:54:01.862]  But no, they're having regional meetings everywhere to test their federal flunkies.
[01:54:02.435 --> 01:54:02.515]  Yeah.
[01:54:18.346 --> 01:54:22.727]  They're gonna release some flu or something as a cover story as an excuse to clamp down.
[01:54:22.727 --> 01:54:24.668]  Oh, we gotta have martial law for a flu.
[01:54:24.668 --> 01:54:28.529]  Remember, three weeks ago, four weeks ago, I laid out it was a manufactured flu.
[01:54:28.529 --> 01:54:35.711]  Now, top scientists have looked at it and say, yes, it is totally manufactured, but as a beta test.
[01:54:35.711 --> 01:54:37.831]  And so it just gets crazier and crazier, my friend.
[01:54:37.831 --> 01:54:40.272]  I appreciate your call.
[01:54:40.272 --> 01:54:40.752]  Yeah, it's...
[01:54:41.485 --> 01:54:42.946]  Just Google fusion centers.
[01:54:42.946 --> 01:54:50.530]  It's the fusion centers that are getting these DHS reports saying veterans are the number one threat to homeland security.
[01:54:50.530 --> 01:54:52.851]  Number two, American gun owners.
[01:54:52.851 --> 01:54:56.433]  The whole anti-terror system is for you.
[01:54:56.433 --> 01:54:59.035]  You own a nice ranch, you own a company, you're the target.
[01:55:00.386 --> 01:55:01.306]  You're well-to-do.
[01:55:01.306 --> 01:55:01.986]  You're the target.
[01:55:01.986 --> 01:55:02.707]  You're middle class.
[01:55:02.707 --> 01:55:03.287]  You're a veteran.
[01:55:03.287 --> 01:55:04.147]  You're a gun owner.
[01:55:04.147 --> 01:55:05.527]  You're a retired police officer.
[01:55:05.527 --> 01:55:08.488]  What do you think happened in Russia and China and Cambodia?
[01:55:08.488 --> 01:55:09.828]  You better read up.
[01:55:09.828 --> 01:55:12.788]  You better find out who the targets are.
[01:55:12.788 --> 01:55:15.909]  These people mean business.
[01:55:15.909 --> 01:55:17.169]  They are training youth corps.
[01:55:17.169 --> 01:55:19.690]  I'd say they'll be ready in two, three years.
[01:55:19.690 --> 01:55:20.430]  They'll be ready.
[01:55:20.430 --> 01:55:22.910]  The guys that are 16 are going to be 18.
[01:55:22.910 --> 01:55:25.691]  And they are training to go in and do seek and destroys.
[01:55:25.691 --> 01:55:26.431]  To go in buildings.
