[00:00:00.149 --> 00:00:00.229]  3-3.
[00:27:17.280 --> 00:27:22.001]  Box 19549, Austin, Texas 78760.
[00:27:22.521 --> 00:27:24.222]  Again, that's Infowars.com, P.O.
[00:27:24.242 --> 00:27:27.162]  Box 19549, Austin, Texas 78760.
[00:27:28.562 --> 00:27:38.304]  Camp FEMA, Endgame, Terror Storm, The Obama Deception, books, videos, all the best stuff I've seen out there, not just my films are there.
[00:27:38.925 --> 00:27:40.105]  We also are now carrying
[00:27:40.805 --> 00:27:51.273]  Dr. Sherry Tenpenny's book, Foul, Revised and Updated, Bird Flu, It's Not Just What You Think, goes along the same line as the Swine Flu, Understanding the Police State, What the Vaccines Really Do.
[00:27:51.553 --> 00:27:53.855]  That's available at InfoWars.com as well.
[00:27:53.895 --> 00:27:55.696]  And she's joining us, by the way, on Thursday.
[00:27:55.756 --> 00:27:57.117]  Dr. Ron Paul is also on.
[00:27:57.477 --> 00:28:01.260]  I want to get back with Ms.
[00:28:01.340 --> 00:28:03.322]  Cain and Dr. Horowitz here in just a moment.
[00:28:03.342 --> 00:28:04.623]  But first, Dr. Horowitz,
[00:28:05.163 --> 00:28:15.366]  You have tetrahedron.org, you have other sites, and you have researched this, and you have also a lot of fact sheets and other things about how to get your immune system up, how to protect your body.
[00:28:15.666 --> 00:28:18.727]  Tell us the best site to learn about your books, your films, your materials.
[00:28:19.707 --> 00:28:28.510]  Well, the best preventative that I recommend is oxysilver.com, and the best place to order it is online at 888-508-7000.
[00:28:32.655 --> 00:28:41.500]  4787.
[00:28:33.456 --> 00:28:41.500]  I'm sorry, for people who are not on the internet, they can call toll-free 888-508-4787.
[00:28:41.940 --> 00:28:42.981]  I don't worry personally.
[00:28:43.021 --> 00:28:46.883]  My family doesn't worry about the flu because we are covered by OxySilver.
[00:28:46.903 --> 00:28:53.126]  I urge people to learn about it because it's not just even a top-rated silver hydrosol.
[00:28:53.186 --> 00:28:54.187]  It goes way beyond.
[00:28:54.227 --> 00:28:56.888]  It takes people into, and actually the first
[00:28:57.640 --> 00:29:06.013]  Nutraceutical that actually brings you into the understanding of bioenergetics for protection which is where we really should be going.
[00:29:06.414 --> 00:29:12.704]  And I'm going to have you back up in the next week specifically on that so people can go to Fluscam.com and find that.
[00:29:13.598 --> 00:29:16.302]  Yeah, Poliscam.com has links to OxySilver.
[00:29:16.422 --> 00:29:18.705]  Also, the affidavit, like you mentioned, is on there.
[00:29:19.106 --> 00:29:21.429]  There's a tremendous amount of information.
[00:29:21.950 --> 00:29:24.854]  There's counterintelligence propaganda flying everywhere.
[00:29:24.894 --> 00:29:27.577]  The National Vaccine Information Center... Yeah, let's stop right there.
[00:29:28.098 --> 00:29:29.300]  That's a good next question.
[00:29:31.064 --> 00:29:32.665]  You're believing they're going to release something.
[00:29:32.725 --> 00:29:37.509]  Finish up with that, and then let's get into their counter-propaganda, their lies.
[00:29:37.529 --> 00:29:43.533]  I see them on the news saying there's no mercury in it, even when they admit down in the article that there is the Marisol.
[00:29:43.933 --> 00:29:46.075]  I see them saying there's not an adjuvant in there.
[00:29:46.095 --> 00:29:49.277]  I see them just engaged in unbelievable propaganda.
[00:29:50.146 --> 00:29:58.433]  Okay, now you mentioned earlier on, and I applaud you and Charlie Sheen for putting this into the release that you guys did on 9-11.
[00:29:58.934 --> 00:30:03.057]  You know, remember they said they already reported Building 7 was pulled before it was pulled?
[00:30:03.458 --> 00:30:03.718]  Yes.
[00:30:04.218 --> 00:30:05.740]  Now this is the same kind of thing.
[00:30:05.780 --> 00:30:10.183]  They're reporting that this is going to be a horrific thing before it's a horrific thing.
[00:30:10.984 --> 00:30:13.006]  And they're actually, if you look at
[00:30:13.800 --> 00:30:13.980]  Ms.
[00:30:14.040 --> 00:30:22.107]  Cain's research and my research into the Partnership for New York City, and you have the Rockefeller link to the royalty of Europe.
[00:30:22.207 --> 00:30:26.651]  Literally, this organization was chartered by the royal family of England.
[00:30:26.951 --> 00:30:34.398]  When you understand the Rockefellers are behind everything from New York City Blood Council that put together the New York City Blood Bank,
[00:30:34.918 --> 00:30:35.279]  We're good.
[00:30:50.702 --> 00:30:52.963]  Again, these are on-record mass killers.
[00:30:53.003 --> 00:30:56.865]  They were convicted of that in French courts and didn't even get in trouble worldwide.
[00:30:56.905 --> 00:31:04.108]  It came out in the court documents that Bayer especially knew for ten years it was in the Factor VIII and shipped it out to millions.
[00:31:04.148 --> 00:31:11.971]  I mean, they are, again, the history these people have of doing this over and over again, and then we're the weirdos for not trusting them.
[00:31:12.511 --> 00:31:12.791]  Right.
[00:31:13.071 --> 00:31:15.132]  So this is why I'm very concerned.
[00:31:15.252 --> 00:31:19.134]  I mean, honestly, I think that these people's backs are up against the wall.
[00:31:19.784 --> 00:31:24.447]  We've been out there successfully now persuading the public to open their eyes.
[00:31:24.887 --> 00:31:28.429]  And so they're really now stuck between a rock and a hard place.
[00:31:28.749 --> 00:31:31.131]  They've got to, in essence, produce a pandemic.
[00:31:31.371 --> 00:31:34.233]  They've got to show us that they were right all along.
[00:31:34.473 --> 00:31:36.174]  And that's what I'm mostly frightened about.
[00:31:38.537 --> 00:32:05.488]  Now, you spoke yesterday, and I want to get you to comment on this, and then Sherry, that, and this is in the UN press releases, we've covered it, it was in documents three months ago, and four months ago, and this really got going in April, that they have these virus simulants, and they use other terms that are really viruses, that they say they released to prepare people's immunity, and then they just kind of announced this huge issue like it's no big deal.
[00:32:06.169 --> 00:32:21.053]  Yeah, that was confirmed a couple weeks ago by the World Health Organization when the propaganda became thick and heavy because they realized that the physicians already, over 50% of the doctors are not going to take it, nor are they going to prescribe it for their patients.
[00:32:21.614 --> 00:32:35.818]  So when they needed to promote this flu vaccine, the World Health Organization issued a statement wherein they actually reinforced what I had already reported with you on this show, whereby we said that Dr. James Robertson
[00:32:36.576 --> 00:33:03.711]  The World Health Organization Director for Influenza, who was in charge of selecting the viruses for the vaccination companies, and that this doctor and Dr. Woods, who he works with, came out and actually said that we're going to release in advance, we're going to feed the population with viruses to allegedly, they say, enhance our immunity against the pandemic that's forthcoming.
[00:33:04.426 --> 00:33:19.760]  So, that's what we reported with you, Alex, was that the Mexican flu outbreak was most likely the seeding, and that this now transition as the virus is going from America to Asia and then to Europe, the Euro-Asia connection.
[00:33:20.280 --> 00:33:26.766]  Now you've got Baxter, the most untrustworthy company in the field of pharmaceuticals.
[00:33:27.421 --> 00:33:41.512]  It's actually spreading HIV, I'm sorry, spreading avian flu, H5N1, in their H1N1 vaccinations to 18 European laboratories and they say it's an accident.
[00:33:42.033 --> 00:33:50.480]  At the same time, you've got a train that somehow there's an accident in a laboratory, vials blow up inside a box.
[00:33:50.500 --> 00:33:52.261]  I mean, it's a ridiculous accident.
[00:33:53.248 --> 00:33:54.029]  On a train.
[00:33:54.329 --> 00:33:59.734]  And remember, this is Baxter with Bayer, knowingly shipping out the AIDS product.
[00:34:00.074 --> 00:34:00.434]  Right.
[00:34:00.495 --> 00:34:01.896]  I mean, this is incredible.
[00:34:02.436 --> 00:34:03.597]  It's unbelievable.
[00:34:03.858 --> 00:34:06.440]  And there's no mention of this on the mainstream.
[00:34:06.620 --> 00:34:09.883]  So we're really looking at, absolutely, with the more
[00:34:10.243 --> 00:34:11.284]  The new affidavit.
[00:34:11.324 --> 00:34:13.826]  With the affidavit, you've got the definitive proof.
[00:34:13.846 --> 00:34:33.319]  You've got all the links that show you that the Rockefeller Trust, from the partnerships of New York City, is intimately engaged in not only the deception through the mainstream media, but actually engaged in the vaccination, intoxication, and the dissemination of these hideously toxic vaccines.
[00:34:35.734 --> 00:34:41.515]  Now I want to go back to something and I want to get your take on it and then Sherry's take on this.
[00:34:41.995 --> 00:34:51.817]  We have confirmed, this is up on Infowars.com and PrisonPlanet.com, and we're getting more and more of these every hour coming in from Texas and New York and Illinois.
[00:34:52.337 --> 00:34:58.538]  Healthcare workers, school teachers, people that run daycares, daycare workers, police.
[00:34:59.038 --> 00:35:04.639]  They're being called in and they're told, you've got to take the regular flu shot, and many of them in the last two weeks have already been forced to do it.
[00:35:05.399 --> 00:35:06.181]  Through color of law.
[00:35:06.481 --> 00:35:07.763]  They're told it's a new regulation.
[00:35:07.824 --> 00:35:08.765]  The Fed said we have to.
[00:35:08.805 --> 00:35:09.687]  They don't show them any law.
[00:35:10.508 --> 00:35:11.630]  They say we're under level six.
[00:35:13.821 --> 00:35:16.684]  And they say, don't tell anyone we made you do this.
[00:35:16.724 --> 00:35:18.045]  I mean, how criminal is that?
[00:35:18.105 --> 00:35:22.429]  How obviously underhanded and stinking to high heaven is that?
[00:35:22.849 --> 00:35:24.331]  And we now have these documents.
[00:35:24.451 --> 00:35:27.173]  In fact, we'll go to InfoWars and punch it up on screen.
[00:35:28.374 --> 00:35:32.878]  It's got the document posted, the article, Home Healthcare Workers in New York Required to Get Vaccinated.
[00:35:32.898 --> 00:35:34.279]  That's on the main page of InfoWars.
[00:35:34.600 --> 00:35:38.383]  You click on it and here's the letter where they're told, you take this or you're fired.
[00:35:38.683 --> 00:35:40.345]  So Obama's saying you don't have to take it,
[00:35:40.745 --> 00:35:49.528]  But quietly they're testing to see if they can force the medical workers and police to do it, because if they can force them, then they can try to force the general public.
[00:35:50.628 --> 00:36:04.153]  Yeah, my greatest urging right now is for all the attorneys who have a heart for humanity to advance the temporary restraining orders based on the evidence that we have on the vaccine adjuvants.
[00:36:04.713 --> 00:36:09.735]  That alone, the toxicity and the science and the documentation, even congressional records,
[00:36:10.533 --> 00:36:16.755]  Is enough to say, hey, courts and judges, please stop this right now.
[00:36:17.375 --> 00:36:21.796]  And I really am not seeing a lot of heroic attorneys come forward.
[00:36:22.217 --> 00:36:33.440]  And the ones that I believe are heroic, I just watch them stalling and stammering and debating whether or not they should do X, Y, Z. Gee whiz, we're running out of time.
[00:36:34.181 --> 00:36:42.667]  Well, even if you're for taking all these poisons from Baxter and Bayer, who knowingly ship out HIV-filled Factor VIII, killing people en masse on record.
[00:36:42.687 --> 00:36:44.869]  I mean, we can pull up the MSNBC report.
[00:36:44.889 --> 00:36:46.430]  I mean, this is not us just saying this.
[00:36:46.490 --> 00:36:50.793]  I wouldn't dare come out and just say that about Bayer or Baxter if it wasn't in the news.
[00:36:51.253 --> 00:36:52.774]  I get emails saying I'm making it up.
[00:36:52.914 --> 00:37:03.502]  No, these companies admittedly do this, and then now we're going to trust their vaccine that the squalene alone, the Army admits they suspended the Anthrax campaign because it was killing the troops!
[00:37:04.181 --> 00:37:07.923]  Right, and it's more concentrated in this, according to the reports that I've been reading.
[00:37:08.924 --> 00:37:21.591]  And Alex, I also want to add that Baxter is in partnership with CSL, which is basically the Australian pharmaceutical company that is connected with Rupert Murdoch's Research Institute.
[00:37:21.631 --> 00:37:30.937]  That's Murdoch Children's Research Institute that is actually conducting swine flu trials on babies and children up to 8 years old.
[00:37:31.137 --> 00:37:32.038]  And pregnant women.
[00:37:33.673 --> 00:37:34.154]  I think
[00:37:51.644 --> 00:37:56.927]  Well, these companies connect back to New York, because I had the doctors involved who were in the prisons.
