[00:00:04.696 --> 00:00:06.177]  Thank you, Mr. Chairman.
[00:24:51.113 --> 00:24:54.075]  And it appears to be very mild.
[00:24:54.075 --> 00:24:58.918]  And this whole thing, we know they've been secretly preparing for it since January.
[00:24:58.918 --> 00:25:00.740]  Give us your take on that.
[00:25:00.740 --> 00:25:06.944]  Well, it's not that much different than what was happening with the bird flu with H5N1, Alex, three years ago.
[00:25:06.944 --> 00:25:13.549]  And that they were saying that there were tens of thousands more people in Southeast Asia, China, and in that part of the world that had
[00:25:13.953 --> 00:25:14.533]  I'm good to go.
[00:25:32.708 --> 00:25:44.413]  But the truth is that if 100 people went to the hospital and there were 10 or 20,000 people who were sick enough to not even, or who weren't even sick enough to go to the doctor, that changes the denominator.
[00:25:44.413 --> 00:25:48.435]  It makes the death rate, you know, some infinitesimally small number.
[00:25:48.435 --> 00:25:50.976]  And I don't think it's any different now with the swine flu.
[00:25:50.976 --> 00:25:56.418]  I mean, they've said that they thought that by flu season this year almost a third of the general population in the U.S.
[00:25:56.877 --> 00:26:01.600]  Would have either been exposed or would have been sick by the H1N1 virus.
[00:26:01.600 --> 00:26:03.542]  So what is the big deal?
[00:26:03.542 --> 00:26:15.030]  They say it's highly infective, but it has a low virulence, which means a lot of people can get it, a lot of people can spread it around, but not very many people get sick from it.
[00:26:15.030 --> 00:26:17.772]  Continue breaking that down.
[00:26:17.772 --> 00:26:20.234]  In terms of?
[00:26:20.234 --> 00:26:22.135]  What do you mean?
[00:26:22.135 --> 00:26:24.157]  Why are they hyping it then if it's no big deal?
[00:26:25.657 --> 00:26:34.643]  They really want us to get this vaccine for one reason or another and one of the things that I've said for a while is that this is either phase 3.
[00:26:34.643 --> 00:26:41.307]  This is like when you're in the Navy and you have to do all of these final checks before you launch the ship out to the ocean.
[00:26:41.307 --> 00:26:50.893]  This is either the final test to make sure that all of the implementation things are in place before they pull the big trigger in the final one.
[00:26:50.893 --> 00:26:53.995]  Because it's looking less and less like this is going to be it.
[00:26:54.554 --> 00:26:56.095]  You know, we've had three trial runs.
[00:26:56.095 --> 00:27:01.516]  We've had SARS, we've had H5N1, and now we've had this one, the H1N1.
[00:27:01.516 --> 00:27:02.537]  They're talking about it.
[00:27:02.537 --> 00:27:04.457]  Is it going to ramp up this winter?
[00:27:04.457 --> 00:27:11.740]  And wouldn't it be a coincidence if it ramped up right around October 15th when the vaccine was supposed to be delivered?
[00:27:11.740 --> 00:27:21.183]  And, you know, they've got these emergency utilization authorizations that are sitting back in the backdrop, the EUAs, which have been put into place by the 2006 PREP Act.
[00:27:22.802 --> 00:27:23.142]  I think so.
[00:27:39.877 --> 00:27:45.061]  Let me stop you.
[00:27:45.061 --> 00:27:53.248]  I want to go through that, but you're saying pull the trigger on the big event, all these little events, dry runs to set up the medical tyranny infrastructure.
[00:27:53.248 --> 00:27:55.570]  Ron Paul talked about that last hour.
[00:27:55.570 --> 00:28:01.254]  Are you saying they may release something else or try to do a forced inoculation?
[00:28:01.254 --> 00:28:02.215]  What is the big event?
[00:28:03.021 --> 00:28:09.504]  Well, either that, there is a, the virus gets suddenly worse, either something is released.
[00:28:09.504 --> 00:28:23.330]  It seems so weird, Alex, that if something was really made in nature, which they're trying to make us believe, would suddenly have a ramp up, and particularly since everything coming out of South America and the southern hemisphere says that it didn't ramp up at all down there.
[00:28:23.330 --> 00:28:27.832]  So, could it be that they're going to have another test tube made virus
[00:28:29.352 --> 00:28:33.313]  That could be released at some major event in the winter.
[00:28:33.313 --> 00:28:50.238]  You know, we've got the Winter Olympics that are coming up this winter, and it makes me nervous to think that there'll be people that will be going to Vancouver from all over the world, and in the middle of the wintertime, and is that a point in time where the virus may be contracted, be worse, and be spread by just the humans going back home?
[00:28:50.805 --> 00:28:53.728]  Doctor, we're about to break, but I want to spend time on this in the next segment.
[00:28:53.728 --> 00:29:03.557]  I want to flesh this out, because this is what every other medical doctor I have on says they believe is being set up, and my dad called me Sunday night
[00:29:04.386 --> 00:29:07.287]  I've read a little bit of that, but I haven't perhaps read as much specific as
[00:29:29.252 --> 00:29:30.032]  That's what you have.
[00:29:30.032 --> 00:29:33.793]  But that's exactly what you're saying, because we see this massive buildup.
[00:29:33.793 --> 00:29:37.313]  Troops suddenly popping up on the streets all over the US and Europe.
[00:29:37.313 --> 00:29:38.334]  Stay there.
[00:29:38.334 --> 00:29:42.594]  Let's talk about how this may unfold, because we've never seen such a buildup at this level.
[00:29:42.594 --> 00:29:44.455]  Dr. Sherry Tinpenny is our guest.
[00:29:44.455 --> 00:29:46.315]  DrTinpenny.com is her website.
[00:29:46.315 --> 00:29:51.276]  Stay with us.
[00:29:51.276 --> 00:29:52.656]  We're on the march.
[00:29:52.656 --> 00:29:55.176]  The Empire's on the run.
[00:29:55.176 --> 00:29:57.877]  Alex Jones and the GCN Radio Network.
[00:30:00.623 --> 00:30:04.864]  Hello friends, this is Alex Jones, and I want each of you to ask yourself this question.
[00:30:04.864 --> 00:30:06.864]  Do you really know what's in your tap water?
[00:30:06.864 --> 00:30:15.386]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[00:30:15.386 --> 00:30:20.928]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[00:30:20.928 --> 00:30:22.548]  Now, what are you going to do about it?
[00:30:22.788 --> 00:30:29.309]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[00:30:29.309 --> 00:30:40.352]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere and uses state-of-the-art carbon filtration, reverse osmosis, and ultraviolet light sterilization techniques.
[00:30:40.352 --> 00:30:41.132]  That's right.
[00:30:41.132 --> 00:30:43.692]  Clean water, right from the air you breathe.
[00:30:43.692 --> 00:30:45.273]  Order today by calling 1-800-691-8255.
[00:30:47.213 --> 00:30:47.873]  We're good to go.
[00:31:03.934 --> 00:31:04.615]  It's here.
[00:31:04.615 --> 00:31:09.763]  After a year in production and traveling to distant lands, my new film Terror Storm is complete.
[00:31:09.763 --> 00:31:17.395]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:31:18.100 --> 00:31:25.544]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:31:25.544 --> 00:31:37.269]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[00:31:37.269 --> 00:31:41.251]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[00:31:41.251 --> 00:31:43.512]  It's an anthology of government crimes.
[00:31:43.512 --> 00:31:47.354]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:31:47.934 --> 00:31:54.946]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[00:32:00.715 --> 00:32:02.476]  Say no to government vaccinations.
[00:32:02.476 --> 00:32:03.977]  Say no to toxic overload.
[00:32:03.977 --> 00:32:05.317]  Say no to chemicals.
[00:32:05.317 --> 00:32:07.258]  Say yes to liquid zeolite.
[00:32:07.258 --> 00:32:16.062]  When you have fatigue, problems concentrating, muscle weakness, headaches, digestion, memory loss, influenza, or joint pain, the solution may be as simple as detoxifying your body.
[00:32:16.062 --> 00:32:21.305]  Chemical-free liquid zeolite helps the body heal itself so that it can become stronger to fight off viruses.
[00:32:21.465 --> 00:32:23.267]  Why risk government vaccinations?
[00:32:23.267 --> 00:32:30.755]  Liquid Zeolite detoxifies the body by safely helping remove toxins and heavy metals, boosting energy levels, and promoting a strong immune system.
[00:32:30.755 --> 00:32:34.939]  Liquid Zeolite is tasteless, odorless, and so gentle you won't even know you're taking it.
[00:32:34.939 --> 00:32:37.462]  Feel great again in as little as three days to three weeks.
[00:32:37.662 --> 00:32:42.647]  Liquid Zeolite comes with a money-back guarantee, but it's only available at RestoreYourHealthNow.com.
[00:32:42.647 --> 00:32:46.552]  Learn how to get free bottles of Liquid Zeolite at RestoreYourHealthNow.com.
[00:32:46.552 --> 00:32:49.114]  That's RestoreYourHealthNow.com or call 1-800-976-0025.
[00:32:49.114 --> 00:32:49.194]  1-800-976-0025.
[00:32:49.194 --> 00:32:50.195]  100% natural, 100% safe, 100% amazing.
[00:32:50.195 --> 00:32:51.577]  Try Liquid Zeolite today!
[00:33:26.776 --> 00:33:32.138]  Dr. Sherry Tenpenny is our guest.
[00:33:32.138 --> 00:33:43.883]  Doctor, continuing along the line that you've gotten into about all the evidence showing pointing towards them releasing something more deadly or knowing it's going to mutate.
[00:33:43.883 --> 00:33:48.805]  The CDC report saying it may mutate into something extremely deadly.
[00:33:48.805 --> 00:33:49.265]  Continue.
[00:33:50.089 --> 00:33:53.570]  I read a report, I think it was a couple of days ago, and I just skimmed it.
[00:33:53.570 --> 00:34:01.591]  I didn't really read at the details of it, but it was talking about the H1N1 morphing into something and being a different subtype.
[00:34:01.591 --> 00:34:03.412]  And I thought, well, now isn't that just interesting?
[00:34:03.412 --> 00:34:12.394]  We've just spent $10 billion manufacturing a vaccine by five different companies and bottling it all up, and even their stuff isn't going to work.
[00:34:12.394 --> 00:34:19.635]  You know, if this is really true that the virus is going to morph and they claim that in order for the vaccine to work it needs to be an exact batch,
[00:34:20.572 --> 00:34:29.098]  Of course, Nancy Cox, who once in a while has said, and I talked about it in my book, Foul, where she said, well, you know, sometimes if it's a close match, it'll be okay.
[00:34:29.098 --> 00:34:31.340]  So how close is close enough?
[00:34:31.340 --> 00:34:39.746]  You know, is the vaccine going to be, even in their own mind, is it going to be good enough to protect against this morphed, very much stronger, more virulent virus?
[00:34:39.746 --> 00:34:43.008]  Because at that point, it won't match the virus that's in the vaccine anyway.
[00:34:46.053 --> 00:34:53.177]  What about, for the last month, all these nursing associations and nurses and their husbands and wives have been calling me, sending me letters now.
[00:34:53.177 --> 00:35:01.543]  We've posted on Infowars.com and PrisonPlanet.com, where they're told three different things in different letters.
