[00:00:07.333 --> 00:00:09.055]  BeNatural.com.
[01:28:22.115 --> 01:28:27.878]  Now all these national neocon fake conservative hosts that have been there to neutralize their audiences, to make them stand down,
[01:28:28.888 --> 01:28:32.270]  Who said thousands of times there's no new world order, no global government.
[01:28:32.910 --> 01:28:38.072]  Now they're being forced to go on air and say, yeah, there's a new world order, yeah, there's a global government, but it's a liberal conspiracy.
[01:28:38.893 --> 01:28:43.795]  No, ladies and gentlemen, it's a conservative and liberal conspiracy, because there is no conservative and liberal at the highest levels.
[01:28:43.835 --> 01:28:44.735]  They own both parties.
[01:28:45.936 --> 01:28:51.138]  And most people know that, but, I mean, are you really putting that into function mentally every time you hear a politician?
[01:28:51.338 --> 01:28:57.221]  I heard Rahm Emanuel during the news earlier, while I was at the staff, saying, the Republicans did this to the economy in the last eight years, and now they're going to have to pay for it.
[01:28:58.314 --> 01:29:06.463]  The Republicans were involved, but it was actually Clinton and Larry Summers and Geithner that set all this up in the 1990s.
[01:29:06.523 --> 01:29:10.988]  And it's just asinine, it's outrageous, and it's an insult to everybody's intelligence.
[01:29:11.328 --> 01:29:11.729]  Your call.
[01:29:11.749 --> 01:29:12.189]  Straight ahead.
[01:29:12.209 --> 01:29:12.590]  Stay with us.
[01:29:14.557 --> 01:29:20.018]  Millions of Americans are beginning to realize the enormity of the economic and political problems facing the U.S.
[01:29:20.058 --> 01:29:20.578]  and the world.
[01:29:20.858 --> 01:29:24.319]  And for the first time in their lives, they are feeling the need for preparedness.
[01:29:24.719 --> 01:29:30.941]  Ready Reserve Foods has been in continuous operation, manufacturing the finest and dehydrated foods for almost 40 years.
[01:29:31.221 --> 01:29:33.001]  Ready Reserve is the manufacturer.
[01:29:33.241 --> 01:29:41.183]  Unlike other companies that just broker canned foods, Ready Reserve controls the quality from start to finish with double enameled cans and nitrogen packaging.
[01:29:41.463 --> 01:29:45.887]  When purchasing from Ready Reserve Foods, you are buying factory direct at wholesale prices.
[01:29:46.168 --> 01:29:51.713]  Other companies are quoting delivery times of one to two months, while Ready Reserve ships within five business days.
[01:29:51.973 --> 01:29:53.995]  Many companies do not even offer a catalog.
[01:29:54.156 --> 01:29:56.418]  We will be more than happy to send a catalog to you.
[01:29:56.738 --> 01:29:57.539]  Free of charge.
[01:29:57.839 --> 01:29:58.140]  Dial 1-800-453-2202.
[01:29:58.160 --> 01:29:58.220]  1-800-453-2202.
[01:29:58.240 --> 01:29:59.501]  Or visit our website at ReadyReserveFoods.com.
[01:29:59.521 --> 01:30:01.904]  Factory direct, wholesale pricing from Ready Reserve Foods.
[01:30:01.924 --> 01:30:02.304]  Call us at 1-800-453-2202.
[01:30:14.421 --> 01:30:16.282]  Heart disease is on the rise.
[01:30:16.402 --> 01:30:23.085]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you, but the symptoms are there.
[01:30:23.365 --> 01:30:31.528]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[01:30:31.768 --> 01:30:37.491]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[01:30:37.891 --> 01:30:39.432]  My blood pressure has normalized.
[01:30:39.492 --> 01:30:41.653]  My diabetes has totally improved.
[01:30:41.793 --> 01:30:46.055]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[01:30:46.215 --> 01:30:48.296]  I recommend Heart and Body Extract to everyone.
[01:30:48.436 --> 01:30:56.200]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[01:30:56.360 --> 01:30:58.701]  Order your two-month supply today by calling 866-295-5305.
[01:30:58.721 --> 01:30:59.041]  That's 866-295-5305.
[01:30:59.061 --> 01:31:00.942]  Or order online at HBextract.com.
[01:31:01.022 --> 01:31:02.803]  Heart and Body Extract, 866-295-5305.
[01:31:02.983 --> 01:31:03.803]  Or HBextract.com.
[01:31:14.255 --> 01:31:21.879]  How many times have you been in the dark looking for a flashlight, only to find the one that you have is broken, the batteries are dead, or it's just not bright enough?
[01:31:22.319 --> 01:31:23.479]  You need the Paclite.
[01:31:23.920 --> 01:31:31.783]  The Paclite is the longest-lasting flashlight on the market, and simply snaps onto any 9-volt battery, and uses two high-powered LED lights.
[01:31:32.143 --> 01:31:35.305]  It's small enough to carry in your pocket, car, garage, and home.
[01:31:35.705 --> 01:31:40.147]  The Paclite can survive severe impact, be frozen solid, and still work flawlessly.
[01:31:40.547 --> 01:31:41.808]  The Paclite is so durable,
[01:31:42.068 --> 01:31:42.508]  I think so.
[01:32:02.674 --> 01:32:03.656]  Call us today at 877-715-4448.
[01:32:03.676 --> 01:32:03.856]  That's 877-715-4448.
[01:32:14.016 --> 01:32:17.478]  Attention, this is an extremely urgent self-reliant news bulletin.
[01:32:17.838 --> 01:32:24.262]  If you have ever wanted to produce your own cheaper-than-dirt survival food, this is going to be the most important message you will ever hear.
[01:32:24.943 --> 01:32:25.643]  Curious why?
[01:32:26.404 --> 01:32:36.230]  This network has just learned of a new video course that reveals the secrets of how to safely prepare and store all types of survival foods in an event of social unrest and food shortages here in the U.S.
[01:32:36.830 --> 01:32:39.212]  Grain shortages and hunger are spreading across the globe.
[01:32:39.573 --> 01:32:41.675]  Will troops guard the food supplies in the U.S.
[01:32:41.695 --> 01:32:42.175]  this fall?
[01:32:42.676 --> 01:32:43.176]  Don't wait.
[01:32:43.677 --> 01:32:47.220]  Learn the food shortage skills that can keep you and your family alive in a crisis.
[01:32:47.540 --> 01:32:50.363]  Get the details at foodshortageusa.com.
[01:32:50.883 --> 01:32:53.046]  That's foodshortageusa.com.
[01:32:53.586 --> 01:32:55.188]  Or you can call toll-free 877-327-0365.
[01:32:55.348 --> 01:32:56.649]  Don't wait for empty shelves.
[01:33:00.092 --> 01:33:03.355]  Go to FoodShortageUSA.com while you still have time.
[01:33:03.935 --> 01:33:09.980]  www.FoodShortageUSA.com or toll free at 877-327-0365.
[01:33:10.000 --> 01:33:12.502]  Act now.
[01:33:17.166 --> 01:33:19.508]  Are you tired of searching for Great Talk Radio?
[01:33:19.608 --> 01:33:20.829]  Well, search no more.
[01:33:20.889 --> 01:33:22.950]  We are the GCN Radio Network.
[01:33:22.990 --> 01:33:27.314]  Alright, finishing up what I was saying, we're going to your calls.
[01:33:30.561 --> 01:33:34.162]  I'm still alive because I put out my message, my films, my information.
[01:33:34.182 --> 01:33:36.502]  If they kill me, it'll just make people pay that much more attention to it.
[01:33:36.522 --> 01:33:39.243]  It'll underline, highlight everything I've said and written.
[01:33:40.523 --> 01:33:48.004]  But also, it's the good Lord above and I believe in fate and destiny and if you try and do the right thing and you've got a mission, if it's in God's plan, you're protected.
[01:33:48.644 --> 01:33:54.246]  But more than that, we have a lot of friends in government and in companies and corporations, the military, the police.
[01:33:54.686 --> 01:33:56.546]  They know this is true more than anybody else.
[01:33:58.908 --> 01:34:01.770]  And that's why the military and the police are hiring felons and criminals.
[01:34:01.790 --> 01:34:02.671]  You google.
[01:34:02.991 --> 01:34:04.873]  Sheriff departments, police departments hiring felons.
[01:34:05.773 --> 01:34:07.895]  The military, I mean large amounts of felons.
[01:34:07.915 --> 01:34:09.756]  They are trying to convert it to a criminal force.
[01:34:10.057 --> 01:34:12.138]  And that's freaking the military out even that much more!
[01:34:12.158 --> 01:34:15.261]  Alright, let's go ahead and go to your calls.
[01:34:15.581 --> 01:34:17.302]  Mike in Wisconsin, you're on the air.
[01:34:17.362 --> 01:34:17.903]  Thanks for holding.
[01:34:18.783 --> 01:34:25.709]  Hey Alex, I have two friends that have very young children between the ages of 3 and 10.
[01:34:26.633 --> 01:34:36.363]  And I know about twice a year a guest calls in and asks, you know, how do I best raise my children as we descend into this tyranny?
[01:34:36.383 --> 01:34:43.491]  And I wanted to be the first of the 2009 guests that calls and requests this information from you.
[01:34:43.511 --> 01:34:48.997]  Unfortunately, neither of the children can be homeschooled.
[01:34:49.796 --> 01:34:59.620]  So, I was wondering, I'll be willing to listen off the air, but I was wondering if you could kind of address my two friends, and kind of instruct them how to raise their children.
[01:34:59.640 --> 01:35:01.301]  Do they have money to put them in a private school?
[01:35:03.161 --> 01:35:04.562]  I don't think so, unfortunately.
[01:35:04.582 --> 01:35:06.563]  Alright, let me try to answer your question.
[01:35:07.663 --> 01:35:15.826]  I've really studied this, and I've studied what experts have had good, you know, good track records have said.
[01:35:15.846 --> 01:35:17.647]  They've had a lot of success.
[01:35:18.766 --> 01:35:24.890]  They need to move then to a government training camp school district, public school district, that is generally more affluent.
[01:35:25.451 --> 01:35:30.174]  They need to pick one that doesn't have the fences and the barbed wire and the thumb printing to get their school lunch.
[01:35:30.815 --> 01:35:37.239]  They also need to explain to their... Well, number one, keep your children off M&M's, sugar, caffeine, because they're going to act up if they're on that, no matter how good they are.
[01:35:38.180 --> 01:35:39.701]  And don't let your children watch TV.
[01:35:39.741 --> 01:35:40.561]  It brain damages them.
[01:35:40.601 --> 01:35:41.002]  Don't believe me?
[01:35:41.022 --> 01:35:44.144]  Just Google television viewing brain damage, especially in young.
[01:35:44.687 --> 01:35:45.948]  Don't let them watch the video games.
[01:35:46.168 --> 01:35:47.269]  Watch out who they hang out with.
[01:35:47.289 --> 01:35:48.350]  I mean, all the basic, simple stuff.
[01:35:48.370 --> 01:35:50.732]  But the biggest thing is nutrition with children.
[01:35:52.113 --> 01:35:52.813]  No caffeine.
[01:35:53.374 --> 01:35:54.274]  No processed sugar.
[01:35:55.195 --> 01:36:03.001]  And explain to them that the system's dangerous and corrupt and that the system wants to get them, you know, most public schools are to induct children into prison.
[01:36:03.422 --> 01:36:09.126]  I kept telling people that Austin, Texas puts children in juvenile, private juvenile homes that make
[01:36:09.898 --> 01:36:22.126]  Tens of millions here in Austin alone off of federal and state money, and now it's come out in Iowa and Chicago, Illinois, all over the country, CNN headline, judges giving kickbacks to put innocent children in jail.
[01:36:23.327 --> 01:36:29.872]  And I mean, they would write something on their MySpace in the seventh grade that wasn't even violent or bad about their teacher, six months in a, quote, labor camp.
[01:36:30.632 --> 01:36:34.175]  And that judge had gotten one judge two million bucks to do that.
[01:36:34.195 --> 01:36:34.815]  They pled guilty.
[01:36:36.340 --> 01:36:38.000]  It goes on all over the place, folks.
[01:36:38.360 --> 01:36:39.741]  You also start investigations.
[01:36:40.581 --> 01:36:42.701]  When you see crimes like this being committed, blow the whistle.
[01:36:43.281 --> 01:36:44.421]  This is going on almost everywhere.
[01:36:44.461 --> 01:36:46.602]  It's totally illegal.
[01:36:46.622 --> 01:36:48.282]  And the judges all need to go to prison.
[01:36:48.702 --> 01:36:49.762]  These are criminals!
[01:36:50.283 --> 01:36:50.923]  Period!
[01:36:51.923 --> 01:36:53.443]  Folks, everything I tell you is documented.
[01:36:53.503 --> 01:36:59.044]  I told you they were taking your kid's blood for 36 years and putting it in secret DNA databases for eugenics testing.
[01:36:59.664 --> 01:37:00.604]  That's now mainstream news.
[01:37:01.044 --> 01:37:02.125]  But they say 44 years.
[01:37:02.145 --> 01:37:03.145]  Well, the documents I had said 36.
[01:37:04.298 --> 01:37:05.820]  Hi Alex, I want to talk about Hillary Clinton
[01:37:26.014 --> 01:37:34.576]  The eminent domain issue that came up and then the idea of national repentance.
[01:37:34.596 --> 01:37:50.039]  Okay, number one, the guy that puts out the story about the Amaro coin, that's a real coin but it's put out by a private mint, is the same guy that put out the story that Hillary signed a deal with no footnote with the Chinese to give our land to the Chinese under eminent domain for them to keep buying U.S.
[01:37:50.099 --> 01:37:50.359]  debt.
[01:37:50.499 --> 01:37:54.620]  Now, the reason this is such bad, wicked propaganda is that it's true
[01:37:55.340 --> 01:37:58.721]  That that's been done, but not true the way he says.
[01:37:59.261 --> 01:38:06.703]  And so when people find out that isn't true, then when I talk about how they've done it to the foreign banks, people will think that I'm the one putting out the hoax.
[01:38:08.184 --> 01:38:10.865]  Yeah, there's a real problem with this information.
[01:38:11.545 --> 01:38:18.967]  We need you to air the problem of government corruption while being absolutely truthful with no exaggerations of the current available facts.
[01:38:19.878 --> 01:38:30.604]  For example, we can't say we know of thousands of daily episodes of something occurring such as epidemics of spongiform brain neuropathy resulting from aspartame use.
[01:38:31.384 --> 01:38:41.470]  We can report the actual findings, but when we average the scattered local results and extrapolate to a global level, it is an unreliable logic that results.
[01:38:43.371 --> 01:38:45.212]  Solzhenitsyn is known for
[01:38:45.742 --> 01:38:45.962]  I agree.
[01:38:46.002 --> 01:38:53.508]  We have to admit what's wrong with ourselves individually and get a strong mooring, a strong compass, and then go from there.
[01:39:14.375 --> 01:39:38.634]  On the subject, through the IMF, through the World Bank, the United States, the federal government, has pledged its natural resources, its lands, through different executive orders that we've covered in my first film, America Destroyed by Design, covers it, to the global holding banks, the International Bank of Settlements and others, and then China did come out in Reuters a few weeks ago and say, we want more pledged, that's why the
[01:39:39.375 --> 01:39:43.938]  Well, if I had a whistleblower constitutional lawyer to protect me, and if that eminent domain story was correct,
[01:40:08.308 --> 01:40:10.129]  I'm in a federal government job.
[01:40:10.269 --> 01:40:27.775]  I would send an email to the complete government list, the global list, and convict whoever is involved in this because it is a treasonous thing.
[01:40:27.815 --> 01:40:28.576]  Sir, it is true.
[01:40:28.596 --> 01:40:32.957]  Why do you think the Chinese were given the Panama Canal when we built it and the U.S.
[01:40:32.977 --> 01:40:34.638]  didn't even try to get bids on it and keep it?
[01:40:35.461 --> 01:40:36.942]  Well, there's something really fishy there.
[01:40:36.982 --> 01:40:45.906]  It seems like there's a long-standing global plan to... No, the globalists say it's about destroying sovereignty.
[01:40:45.946 --> 01:40:49.708]  They transfer countries' powers to other nations they control.
[01:40:50.489 --> 01:40:50.729]  Right.
[01:40:51.549 --> 01:41:00.574]  Well, if sovereignty was Obama's plan, if he really wanted to swear an oath to the Constitution to protect and defend it,
[01:41:01.343 --> 01:41:11.949]  Notice that from the Bush administration to his administration, we never got a chance for repentance of all the supposed crimes of the Bush administration.
[01:41:12.149 --> 01:41:13.130]  In fact, you're right.
[01:41:13.170 --> 01:41:19.153]  He called Bush when he decided to keep the troops in Iraq this weekend to get his advice before he made the announcement.
[01:41:19.554 --> 01:41:20.274]  That was in the news.
[01:41:21.415 --> 01:41:23.076]  And he's continuing everything Bush did.
[01:41:23.136 --> 01:41:26.638]  Headline, Obama backs Bush on no rights for detainees.
[01:41:27.038 --> 01:41:27.398]  Reuters.
[01:41:28.138 --> 01:41:28.959]  It's all continuing.
[01:41:29.403 --> 01:41:30.424]  In fact, it's accelerating.
[01:41:30.784 --> 01:41:35.469]  The exact same course, just the entire left is now standing down.
[01:41:36.049 --> 01:41:37.450]  Let's go ahead and talk to Steve in Texas.
[01:41:37.470 --> 01:41:38.091]  Steve, you're on the air.
[01:41:39.129 --> 01:41:40.970]  Yeah, good afternoon Alex.
[01:41:41.490 --> 01:41:51.675]  First of all, before I get to my subject, which is about eugenics, I just wanted to say, Josh, there was a guy I called in a little while ago asking basically what makes you tick and how he could be that way.
[01:41:52.315 --> 01:41:54.076]  I've got to tell you something, I've never met you.
[01:41:54.096 --> 01:41:56.517]  I've talked to you several times on the phone.
[01:41:56.958 --> 01:42:00.359]  I've had the chance to view and listen to and watch a lot of your materials.
[01:42:01.960 --> 01:42:10.425]  I remember about a year ago I had a friend of mine do an interview with you named Jeff, the Bible School college student, and it's passion.
[01:42:11.085 --> 01:42:16.728]  It's a love for what is good and right and true, based in truth.
[01:42:17.308 --> 01:42:17.888]  I think so.
[01:42:33.853 --> 01:42:35.054]  I'm sorry, I'm just like you.
[01:42:35.094 --> 01:42:35.694]  It's L.A.
[01:42:35.714 --> 01:42:36.434]  so much to you.
[01:42:37.015 --> 01:42:41.937]  They're not gonna do what they plan to do as far as me and my family, you know.
[01:42:42.217 --> 01:42:48.540]  I'd rather die than allow them to enslave me like that and torture my family and all the wicked things that they do.
[01:42:48.560 --> 01:42:51.081]  When you have that attitude, you're unstoppable.
[01:42:51.162 --> 01:43:00.326]  If the country got that attitude back, instead of this fake, you know, NASCAR, party time, fake male masculinity, a real man defends his liberty, his freedom, his country.
[01:43:00.945 --> 01:43:02.207]  I'm not saying NASCAR is bad.
[01:43:02.267 --> 01:43:03.790]  I'm saying that isn't your manliness.
[01:43:04.431 --> 01:43:05.372]  Sir, good to hear from you.
[01:43:05.953 --> 01:43:07.836]  More calls straight ahead after this quick break.
[01:43:07.897 --> 01:43:10.821]  PrisonPlanet.com, TheObamaDeception.net.
[01:43:10.861 --> 01:43:12.765]  The new film comes out in 13 days.
[01:43:14.019 --> 01:43:16.661]  Companies continue to lay off thousands of people.
[01:43:17.242 --> 01:43:20.204]  Unemployment is the highest it's been in over 30 years.
[01:43:20.564 --> 01:43:23.987]  Statistics prove that in a recession, crime rates go up.
[01:43:24.348 --> 01:43:30.533]  Everyone needs something for that extra edge to prevent becoming a victim in these difficult and trying times.
[01:43:30.933 --> 01:43:35.977]  You need to prepare yourself with DPS pepper spray, available at MrDefense.com.
[01:43:36.157 --> 01:43:42.863]  DPS is the strongest pepper spray in the market and is the same spray used by hundreds of law enforcement agencies from around the world.
[01:43:43.163 --> 01:43:44.024]  Need something more?
[01:43:44.244 --> 01:43:47.908]  The Scorpion Stun Gun is a great way to take down a potential attacker.
[01:43:48.208 --> 01:43:56.276]  Mr. Defense also carries the largest selection of air tasers, knives, self-defense keychains, swords, batons, survival, spy, and tactical gear.
[01:43:56.517 --> 01:44:00.861]  Mention this ad and receive 10% off of your order and a free self-defense keychain.
[01:44:01.061 --> 01:44:02.664]  Visit MrDefense.com.
[01:44:02.784 --> 01:44:04.106]  That's MRDefense.com.
[01:44:04.126 --> 01:44:04.447]  Or call 1-800-313-6400.
[01:44:04.467 --> 01:44:06.170]  That's 1-800-313-6400 for all of your self-defense needs today!
[01:44:16.348 --> 01:44:33.122]  Go to hempusa.org Go to hempusa.org And ask your legislator And ask your congressman And ask your president Why can't we grow it here?
[01:44:33.142 --> 01:44:42.550]  And ask those companies That love their profits and disease Why can't we grow it here?
[01:44:44.699 --> 01:44:47.100]  Try our powder, seeds, and oil.
[01:44:47.840 --> 01:44:50.201]  Try our five-pound sampler.
[01:44:51.081 --> 01:44:54.802]  And get free shipping anywhere in the states.
[01:44:55.122 --> 01:44:57.182]  Go to hempusa.org.
[01:44:57.223 --> 01:44:59.323]  Go to hempusa.org.
[01:44:59.583 --> 01:45:00.643]  And call us at 908-691-2608.
[01:45:00.703 --> 01:45:01.444]  Call 908-691-2608.
[01:45:01.624 --> 01:45:02.824]  Or visit us at hempusa.org.
[01:45:14.272 --> 01:45:14.812]  You worry.
[01:45:15.172 --> 01:45:16.893]  You see the signs and worry about the future.
[01:45:17.233 --> 01:45:19.474]  You worry about economic turmoil and food shortages.
[01:45:19.894 --> 01:45:21.675]  How to be prepared while preserving your sanity?
[01:45:22.015 --> 01:45:23.215]  Your answer may be at hand.
[01:45:23.615 --> 01:45:26.816]  Author Linda Runyon lived off the land, isolated from civilization.
[01:45:27.216 --> 01:45:32.078]  She knows that as long as the sun shines, there will be plenty of free food all over God's green earth.
[01:45:32.438 --> 01:45:35.759]  Perhaps the only sane insurance is knowledge of wild edible plants.
[01:45:36.411 --> 01:45:37.751]  The cost of learning is minimal.
[01:45:38.091 --> 01:45:40.712]  Wild food grows everywhere and you will see it everywhere.
[01:45:41.012 --> 01:45:43.953]  It's every bit organic and more nutritious than our modern diets.
[01:45:44.453 --> 01:45:52.635]  Well respected in her field, Linda's approach to teaching the subject includes books, flashcards, and video with an emphasis on health, safety, practicality, and joy.
[01:45:53.095 --> 01:45:57.497]  Learn how to identify it, where and when to find it, how to prepare, use, and store it.
[01:45:57.917 --> 01:46:01.618]  Go to Linda's website, ofthefield.com, and take advantage of special offers.
[01:46:01.938 --> 01:46:02.798]  Or if you're not online,
[01:46:03.140 --> 01:46:07.321]  Call her 24-hour, toll-free order line at 888-51-EAT-FREE.
[01:46:07.761 --> 01:46:10.662]  That number again, 888-51-EAT-FREE.
[01:46:11.163 --> 01:46:13.223]  A little knowledge makes starvation impossible.
[01:46:13.643 --> 01:46:18.805]  Have you ever read the ingredients in your skin creams, personal hygiene products, vitamins, or herbal supplements?
[01:46:19.085 --> 01:46:28.028]  Did you know that most skin creams, body lotions, shampoos, and toothpastes are full of chemical additives such as sodium lauryl sulfate, the same type of detergent used in dish soap?
[01:46:28.268 --> 01:46:31.709]  Did you know that most multivitamin supplements are made from synthetic vitamins?
[01:46:31.869 --> 01:46:35.811]  Did you know that many herbal remedies contain unwanted additives and fillers?
[01:46:35.871 --> 01:46:38.032]  Have you ever tested your body's pH level?
[01:46:38.172 --> 01:46:41.473]  Make the change to only organic health and beauty products.
[01:46:41.614 --> 01:46:44.615]  Visit 2Bnatural.com and order today!
[01:46:45.035 --> 01:46:53.279]  2Bnatural.com carries 100% natural and chemical-free skin care, whole food vitamins, herbal remedies, and alkaline body balance supplement.
[01:46:53.639 --> 01:46:56.341]  Visit tobenatural.com.
[01:46:56.401 --> 01:46:59.204]  That's tobenatural.com.
[01:46:59.264 --> 01:47:00.925]  Tobenatural.com.
[01:47:01.085 --> 01:47:03.808]  Use coupon code GCN and receive a 10% discount.
[01:47:03.948 --> 01:47:04.468]  Call 1-888-417-1375.
[01:47:04.488 --> 01:47:07.250]  That's 1-888-417-1375 to order or request your free catalog today.
[01:47:07.391 --> 01:47:08.411]  Thank you for listening to GCN.
[01:47:08.431 --> 01:47:09.152]  Visit GCNlive.com today.
[01:47:27.782 --> 01:47:33.326]  One thing, I've been getting a lot of calls about people all over the country, including family.
[01:47:34.487 --> 01:47:38.330]  Right here in Austin, they go to work at, you know, 4.30, 5.00, 6.00 in the morning.
[01:47:39.751 --> 01:47:43.974]  And I was talking to Paul Hartman, whose dad works for, what, a TV station down there?
[01:47:45.015 --> 01:47:47.897]  And he goes to work at 3.30 in the morning, gets pulled over all the time.
[01:47:47.917 --> 01:47:48.738]  And it's just, where are you going?
[01:47:48.758 --> 01:47:49.198]  What are you doing?
[01:47:49.478 --> 01:47:51.360]  See, sounds good to stop crime.
[01:47:52.380 --> 01:47:54.022]  But meanwhile, they won't let the illegal aliens to jail.
[01:47:54.042 --> 01:47:54.762]  They're above the law.
[01:47:54.822 --> 01:47:57.204]  But it's part of living in a police state.
[01:47:57.938 --> 01:48:10.622]  And one of the guys here that works on one of the morning shows was talking about, over here in the story, about one of the talk show hosts, who's a nice guy, saying, man, yeah, I live in Cedar Park and I drive to work and they just pull me over for not even speeding and just want to know what I'm doing out.
[01:48:11.383 --> 01:48:12.543]  Well, a lot of us work at night.
[01:48:13.443 --> 01:48:17.905]  And I drive home a lot of times at 1, 2 in the morning and there's just police pulling people over everywhere and I watch it.
[01:48:19.005 --> 01:48:22.887]  But who's, you want to tell that story on air or want to take some calls?
[01:48:23.767 --> 01:48:25.908]  Because he's over there putting more calls on the line.
[01:48:25.928 --> 01:48:26.868]  You want to tell the story briefly?
[01:48:29.334 --> 01:48:29.874]  About what happened?
[01:48:29.894 --> 01:48:30.995]  That's what I was telling you during the break.
[01:48:31.015 --> 01:48:33.757]  You'll have to get over by one of the microphones there to do that.
[01:48:33.777 --> 01:48:38.101]  Just real briefly because I want to talk to a bunch of callers here and give them at least a minute or so at the end of the show.
[01:48:38.981 --> 01:48:41.443]  Yeah, tell folks what happened to your dad.
[01:48:41.543 --> 01:48:52.212]  I was telling you when I got that seatbelt ticket or whatever, he was just going off and he was telling me that he gets pulled over at least once or a couple times a month going into work.
[01:48:53.049 --> 01:48:56.531]  Cause you know he works the morning show and he has to be there like at 3 o'clock in the morning.
[01:48:56.571 --> 01:48:58.352]  And finally once they caught him without a seatbelt?
[01:48:59.192 --> 01:49:03.195]  Well when he was with us, well his seatbelt was on but it was just on.
[01:49:03.775 --> 01:49:08.778]  So see it's micro-enforcement, but literally the illegal aliens are above the law and they'll take him to jail for no driver's license.
[01:49:08.798 --> 01:49:16.982]  Well even my man that I work, you know at my KI job, the dude, my right hand man, my master control operator, he used to get pulled over like every other week.
[01:49:17.442 --> 01:49:18.063]  He'd come in there late.
[01:49:18.843 --> 01:49:21.644]  It's like, man, I got pulled over in Round Rock again or whatever.
[01:49:22.024 --> 01:49:23.044]  Yeah, that's not freedom.
[01:49:23.084 --> 01:49:25.305]  That's not what America is supposed to be about.
[01:49:26.085 --> 01:49:28.306]  But, I mean, I'm really tired of it.
[01:49:28.526 --> 01:49:29.226]  I'm really tired of it.
[01:49:29.246 --> 01:49:29.947]  I appreciate your call.
[01:49:29.967 --> 01:49:32.347]  I appreciate your call there in studio with us.
[01:49:33.768 --> 01:49:35.108]  Oh, man, I am tired.
[01:49:35.148 --> 01:49:38.629]  I'm finally almost done with making the Obama deception that goes off tomorrow to be mass-produced.
[01:49:39.650 --> 01:49:42.490]  I hope you pre-order it, folks, at InfoWars.com so you get it first.
[01:49:42.510 --> 01:49:43.951]  It's going to ship out March 15th.
[01:49:45.802 --> 01:49:47.223]  Got to expose this guy and his agenda.
[01:49:47.603 --> 01:49:49.003]  Mike in Maryland, you're on the air.
[01:49:50.024 --> 01:49:51.425]  Hey, thanks for taking my call.
[01:49:51.445 --> 01:49:52.385]  I appreciate everything you do.
[01:49:53.245 --> 01:49:58.688]  Every day I try to tell somebody about nipple wars or any of the alternative media that exposes the New World Order.
[01:49:59.068 --> 01:50:05.511]  I saw you at the Bilderberg Conference last summer and that was really a hoot, you know, to at least vent our frustrations.
[01:50:05.631 --> 01:50:08.512]  The Bilderberg Group Conference that doesn't exist, yeah.
[01:50:08.572 --> 01:50:08.992]  Yeah, I know.
[01:50:09.933 --> 01:50:12.874]  If I may be so bold to have a request, and then I have a question.
[01:50:13.294 --> 01:50:14.095]  My request is,
[01:50:15.863 --> 01:50:41.439]  Monitor, you know, the corporate media and the regular media, and I watch Fox Business News, and I know people raise eyebrows, but it does present some good information sometimes, and it is entertaining, but they have this host on there, Cody Willard, who talks about the Illuminati on numerous occasions, and he seems to be at Loggerheads with the other host on the show, and he is against the bills.
[01:50:41.880 --> 01:50:44.021]  It's just a request, he might make a good guest, I don't know.
[01:50:44.747 --> 01:50:49.450]  But my question is, what do you make of Glenn Beck?
[01:50:50.030 --> 01:51:00.617]  He seems like he's trying to create a parallel paradigm of the alternative media, but he's kind of like, you know, very guarded in the information.
[01:51:00.637 --> 01:51:01.858]  Yeah, that's it.
[01:51:01.898 --> 01:51:13.765]  The establishment knows that this information is the most popular truthful information out there, and so Beck, you know, one hour will say Iran's got nuclear weapons, just like Iraq supposedly had them.
[01:51:15.051 --> 01:51:18.454]  And then next he'll talk about the New World Order and how dangerous it is, and global banks taking over.
[01:51:18.774 --> 01:51:23.658]  So he'll admit it's going on, but never identify the full picture, and then just kind of tell you about part of the story.
[01:51:23.979 --> 01:51:27.021]  Kind of Rush Limbaugh 2.0, where Limbaugh just says none of it exists.
[01:51:27.662 --> 01:51:29.904]  Beck will admit it exists, but then say that the U.S.
[01:51:29.924 --> 01:51:31.225]  government's fighting the New World Order.
[01:51:31.905 --> 01:51:34.808]  And then just constantly say, we've got to attack Iran, we've got to attack this.
[01:51:34.828 --> 01:51:40.633]  I remember him saying that Ron Paul supporters need to have the, quote, army used against them a year ago, and that we were dangerous.
[01:51:41.213 --> 01:51:42.935]  But now he claims he's Ron Paul's best friend.
[01:51:43.658 --> 01:51:47.921]  So, it's just a testament that this information is becoming completely mainstream.
[01:51:48.281 --> 01:51:49.501]  Phil in Texas, you're on the air.
[01:51:50.002 --> 01:51:50.902]  Good afternoon, Alex.
[01:51:51.022 --> 01:51:51.383]  Hi, Phil.
[01:51:51.723 --> 01:51:52.963]  Thanks for taking my call.
[01:51:53.604 --> 01:51:57.386]  I've got so many fun things I'd love to discuss with you, but I think I'm going to concentrate on just one.
[01:51:58.166 --> 01:52:07.612]  To help people understand a little better why so many bad and unpleasant things happen in our world and are so readily accepted by so much of the population.
