[00:00:05.714 --> 00:00:07.334]  Watch me!
[01:53:45.762 --> 01:53:50.246]  And then suddenly there were more people there and they were talking about, hey, everybody's awake here.
[01:53:50.246 --> 01:53:51.927]  We know what's going on.
[01:53:51.927 --> 01:53:59.093]  My only point in telling that story is that everywhere I go and everybody I talk to, they're having the same experiences.
[01:54:00.316 --> 01:54:10.461]  And I get calls and I get letters from New York and Wisconsin and South Texas and Colorado and New Zealand.
[01:54:10.461 --> 01:54:15.563]  I've had police departments call and say, did you do this?
[01:54:15.563 --> 01:54:20.486]  Did you spray paint Infowars.com on this big derelict city building?
[01:54:20.486 --> 01:54:25.688]  And they'll send us a photo in New Zealand of Infowars.com spray painted all across it.
[01:54:25.688 --> 01:54:26.429]  And I'm like, no.
[01:54:29.064 --> 01:54:36.586]  Or I'll get a mean letter going, how dare you in these falls in Hawaii carve M4 Wars into the rock?
[01:54:36.586 --> 01:54:41.108]  Or people spray painting road signs in Colorado thinking I'm doing it.
[01:54:41.108 --> 01:54:43.388]  The point is, folks, it's everywhere.
[01:54:43.388 --> 01:54:49.150]  And then I realize we have tens of millions of people listening to us.
[01:54:49.150 --> 01:54:51.311]  We've actually got the attention of the people.
[01:54:52.392 --> 01:54:53.473]  What am I supposed to do?
[01:54:53.473 --> 01:55:00.197]  I mean, it's not even so much as a weight, it's that it's just almost embarrassing.
[01:55:00.197 --> 01:55:02.218]  I mean, I'm not the guy for this job.
[01:55:02.218 --> 01:55:06.260]  I'm not the guy to be the leader of the resistance against the New World Order.
[01:55:06.260 --> 01:55:08.701]  But at the same time, who else is there?
[01:55:08.701 --> 01:55:09.982]  It's you.
[01:55:09.982 --> 01:55:12.804]  They can kill me individually, they can destroy my name.
[01:55:12.804 --> 01:55:14.505]  I've been analyzing their attack profile.
[01:55:14.505 --> 01:55:19.288]  They're more likely to invent scandals against me, but I'm so clean, I'm so square, it's hard to do.
[01:55:20.228 --> 01:55:25.250]  But whatever they do to me, don't see the movement as about Alex Jones.
[01:55:25.250 --> 01:55:27.770]  See it as about liberty and freedom.
[01:55:27.770 --> 01:55:31.791]  And realize you're a leader, and that they can't kill ideas.
[01:55:31.791 --> 01:55:42.955]  And that you, by going out, handing out DVDs, handing out films, handing out articles, handing out websites, starting your own local radio show, starting AXS TV, starting your own local activist group,
[01:55:43.635 --> 01:55:47.119]  By going out and going to city council and taking action.
[01:55:47.119 --> 01:55:49.561]  If you will take action, people will join you.
[01:55:49.561 --> 01:55:51.543]  If you will build it, they will come.
[01:55:51.543 --> 01:55:54.166]  If you will engage the enemy, we can defeat them.
[01:55:54.166 --> 01:55:56.368]  Because the enemy's coming in like a flood now.
[01:55:56.368 --> 01:55:57.590]  There's no more denials.
[01:55:57.590 --> 01:55:59.411]  Open world government's been announced.
[01:55:59.411 --> 01:56:00.433]  And I always knew.
[01:56:01.531 --> 01:56:01.611]  It's
[01:56:21.613 --> 01:56:28.663]  But that as it all came true, then they would remember and that it's that power of revelation.
[01:56:28.663 --> 01:56:32.288]  It's that power of the foresight that people pay attention to.
[01:56:32.288 --> 01:56:36.333]  And that by doing that, they would then wake up and get involved and join us.
[01:56:37.358 --> 01:56:37.998]  And we've done that.
[01:56:37.998 --> 01:56:41.479]  We planted tens of millions of seeds all across the world.
[01:56:41.479 --> 01:56:46.401]  And now those have grown mentally and spiritually, and they are planting seeds.
[01:56:46.401 --> 01:56:49.142]  And so the great harvest is coming.
[01:56:49.142 --> 01:56:51.482]  So the enemy's gonna stage nuclear attacks.
[01:56:51.482 --> 01:56:53.103]  They're gonna stage flu attacks.
[01:56:53.103 --> 01:56:56.064]  They're gonna stage World War III type events, wars.
[01:56:56.064 --> 01:56:58.864]  They are gonna bankrupt everything by design.
[01:56:58.864 --> 01:57:00.225]  They are gonna bring in hell.
[01:57:01.025 --> 01:57:04.226]  In an attempt to block us, but they were already going to do that.
[01:57:04.226 --> 01:57:07.066]  We're now just engaging them on our terms.
[01:57:07.066 --> 01:57:08.327]  They were attacking us anyways.
[01:57:08.327 --> 01:57:10.387]  We're just decided to fight back.
[01:57:10.387 --> 01:57:12.947]  Some people say, well, you're goading them into moving quicker.
[01:57:12.947 --> 01:57:13.628]  Yes, we are.
[01:57:13.628 --> 01:57:18.429]  If they're behind in the race, they don't have the pole position.
[01:57:18.429 --> 01:57:20.429]  We can force them to drive recklessly.
[01:57:20.429 --> 01:57:23.770]  We can force them to try to push the situation.
[01:57:23.770 --> 01:57:30.171]  That means that they've got the momentum and the power and the money, but we got the numbers and the truth and that
[01:57:30.831 --> 01:57:38.396]  It's a fight of our lives, a fight for our lives, and we're going to go 110% into this fight, swinging as hard as we can, committing.
[01:57:38.396 --> 01:57:51.685]  And when you commit and stop caring what happens to your body, what happens to your name, when you just get in the fight and go 110%, you're pretty much assured of victory, folks, if you'll just gut up and go absolutely in the info war.
[01:57:52.486 --> 01:57:54.168]  Hello friends, this is Alex Jones.
[01:57:54.168 --> 01:57:58.914]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:57:58.914 --> 01:58:01.878]  We need to be independent, and food and water is the key.
[01:58:01.878 --> 01:58:04.922]  You'll never have to stand in a bread line if you have your own bread.
[01:58:04.922 --> 01:58:10.770]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency if you simply prepare.
[01:58:10.990 --> 01:58:14.233]  No one is going to take care of your family in the final equation but you.
[01:58:14.233 --> 01:58:21.238]  You know eFoodsDirect.com is still able to ship storable food that's safe from E. Coli, Salmonella, genetic alteration, or Chinese imports.
[01:58:21.238 --> 01:58:24.501]  And they do it at almost half the cost of last year's grocery prices.
[01:58:24.501 --> 01:58:26.382]  Call 1-800-409-5633 or on the web go to eFoodsDirect.com.
[01:58:29.645 --> 01:58:35.910]  Visit eFoodsDirect.com and look over the fine list of high-quality, pre-stride, and dehydrated foods they have to offer.
[01:58:35.910 --> 01:58:39.674]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:58:39.674 --> 01:58:41.035]  Again, 1-800-409-5633 or on the web at eFoodsDirect.com.
[01:58:41.035 --> 01:58:41.655]  Take action today.
[01:58:41.655 --> 01:58:43.437]  The first step is getting storable food.
[01:58:52.230 --> 01:58:58.092]  This is Alex Jones, and I want to tell you again about a company that has supported us and the Truth Movement for years.
[01:58:58.092 --> 01:58:59.393]  Inner Health Botanicals.
[01:58:59.393 --> 01:59:03.654]  This company produces the highest quality superfood around, called Inner Food.
[01:59:03.654 --> 01:59:05.515]  My wife just loves the stuff.
[01:59:05.515 --> 01:59:11.838]  And now, the health ranger Mike Adams has awarded Inner Food his Editor's Choice Award for Best Superfood of 2009.
[01:59:12.958 --> 01:59:15.839]  InnerFood is loaded with 20 great organic ingredients.
[01:59:15.839 --> 01:59:17.580]  No fillers, no sweeteners.
[01:59:17.580 --> 01:59:20.582]  It would be impossible to blend this up for a better price.
[01:59:20.582 --> 01:59:22.302]  And their formula really works.
[01:59:22.302 --> 01:59:25.124]  This is the real thing for the great health you need.
[01:59:25.124 --> 01:59:26.604]  Try the NutriCafe.
[01:59:26.604 --> 01:59:31.367]  Their great organic coffee infused with polysaccharides that boosts the immune system.
[01:59:31.367 --> 01:59:33.788]  A truly healthy coffee that tastes great.
[01:59:33.788 --> 01:59:36.249]  And take it from me folks, it really does taste great.
[01:59:36.249 --> 01:59:38.350]  Don't forget to try their other great products.
[01:59:38.350 --> 01:59:40.651]  Go to www.innerfood.com
[01:59:41.371 --> 01:59:43.693]  We're good to go.
