[00:00:12.599 --> 00:00:14.121]  Or call 888-766-6066.
[01:27:43.234 --> 01:27:50.219]  A renewed effort tonight that could curtail our Second Amendment rights to keep and bear arms if President Obama has his way.
[01:27:50.740 --> 01:27:55.483]  He wants the Senate to ratify a little-known treaty that would create a national registry for guns.
[01:27:56.023 --> 01:28:00.847]  Under that treaty, other nations would be able to identify gun owners in the United States.
[01:28:01.547 --> 01:28:02.888]  Bill Tucker has our report.
[01:28:04.950 --> 01:28:08.973]  President Obama went to Mexico and brought back a 12-year-old treaty.
[01:28:09.293 --> 01:28:10.374]  I'm urging the Senate
[01:28:11.224 --> 01:28:16.086]  The treaty signed by President Clinton in 1997 was never ratified by the Senate.
[01:28:16.106 --> 01:28:21.148]  It calls for the institution of a regime of gun control never before seen in the United States.
[01:28:32.313 --> 01:28:32.894]  Stop right there.
[01:28:32.914 --> 01:28:34.496]  Think about the magnitude of that.
[01:28:52.415 --> 01:29:01.759]  Americans are now being extradited to Germany if they say the Holocaust didn't happen or that 5,999,000 people were killed by Hitler.
[01:29:01.799 --> 01:29:02.699]  Hitler killed millions.
[01:29:02.739 --> 01:29:03.599]  He was a bad guy.
[01:29:03.619 --> 01:29:04.560]  I don't even disagree with that.
[01:29:05.360 --> 01:29:07.401]  Even if you think 10 million people were killed by Hitler.
[01:29:08.701 --> 01:29:09.702]  Let's say 100 million.
[01:29:09.802 --> 01:29:10.262]  Whatever.
[01:29:10.602 --> 01:29:13.503]  It's your First Amendment or free speech right to say that.
[01:29:14.952 --> 01:29:17.133]  But they set the precedent with that with these treaties.
[01:29:17.153 --> 01:29:18.434]  Well, you're not for Nazis, are you?
[01:29:18.474 --> 01:29:20.715]  And the next it's, oh, you're denying global warming.
[01:29:21.095 --> 01:29:25.677]  They want, if you deny man-made climate change now, the Europeans are going to pass a law to arrest you.
[01:29:25.717 --> 01:29:25.957]  See?
[01:29:26.357 --> 01:29:26.757]  Oh, now?
[01:29:26.778 --> 01:29:27.558]  Oh, you're for that?
[01:29:28.581 --> 01:29:29.682]  You see how this is happening?
[01:29:30.102 --> 01:29:32.364]  Oh, you violated a gun law in Germany in the U.S.
[01:29:32.404 --> 01:29:33.244]  You're going to Germany.
[01:29:33.684 --> 01:29:35.526]  Heart disease is on the rise.
[01:29:35.666 --> 01:29:42.350]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you, but the symptoms are there.
[01:29:42.630 --> 01:29:50.796]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[01:29:51.016 --> 01:29:56.740]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[01:29:57.140 --> 01:29:58.680]  My blood pressure has normalized.
[01:29:58.761 --> 01:30:00.921]  My diabetes has totally improved.
[01:30:01.041 --> 01:30:05.302]  Everyone is telling me now how much healthier I look, and I'm telling everyone how much healthier I feel.
[01:30:05.462 --> 01:30:07.563]  I recommend Heart and Body Extract to everyone.
[01:30:07.683 --> 01:30:15.225]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[01:30:15.625 --> 01:30:17.946]  Order your two-month supply today by calling 866-295-5305.
[01:30:17.966 --> 01:30:18.426]  That's 866-295-5305.
[01:30:18.446 --> 01:30:20.326]  Or order online at HBextract.com.
[01:30:20.366 --> 01:30:22.047]  Heart and Body Extract, 866-295-5305.
[01:30:22.247 --> 01:30:23.047]  Or HBextract.com.
[01:30:33.303 --> 01:30:33.463]  Other.
[01:30:33.723 --> 01:30:35.145]  So you want to stop smoking.
[01:30:35.185 --> 01:30:36.306]  Well, here's what I want you to do.
[01:30:36.466 --> 01:30:39.228]  Go to a drugstore and take a stop smoking product off the shelf.
[01:30:39.348 --> 01:30:40.129]  Go to the cashier.
[01:30:40.209 --> 01:30:41.630]  Tell him you don't want to pay for the product.
[01:30:41.690 --> 01:30:43.191]  You just want to take it home and try it.
[01:30:43.352 --> 01:30:46.895]  And if and only if you stop smoking, will you then come back and pay for it?
[01:30:47.135 --> 01:30:49.076]  Most likely, if you try this, you'd be arrested.
[01:30:49.117 --> 01:30:53.020]  But as silly as this sounds, this is exactly what the smoke-free free trial offer is.
[01:30:53.420 --> 01:31:00.205]  Smoke Free is a complete all-natural stop smoking system and when you call today they'll send you a 30-day supply of the program absolutely free.
[01:31:00.485 --> 01:31:08.531]  This program eliminates withdrawals and cravings and includes a 30-day supply of the Smoke Free Capsules, a guide to living smoke-free book, and audio support program.
[01:31:08.931 --> 01:31:11.172]  Companies continue to lay off thousands of people.
[01:31:36.537 --> 01:31:39.499]  Unemployment is the highest it's been in over 30 years.
[01:31:39.859 --> 01:31:43.281]  Statistics prove that in a recession, crime rates go up.
[01:31:43.641 --> 01:31:49.845]  Everyone needs something for that extra edge to prevent becoming a victim in these difficult and trying times.
[01:31:50.225 --> 01:31:55.268]  You need to prepare yourself with DPS pepper spray, available at MrDefense.com.
[01:31:55.448 --> 01:32:02.152]  DPS is the strongest pepper spray in the market and is the same spray used by hundreds of law enforcement agencies from around the world.
[01:32:02.452 --> 01:32:03.312]  Need something more?
[01:32:03.552 --> 01:32:07.194]  The Scorpion Stun Gun is a great way to take down a potential attacker.
[01:32:07.494 --> 01:32:15.576]  Mr. Defense also carries the largest selection of air tasers, knives, self-defense keychains, swords, batons, survival, spy and tactical gear.
[01:32:15.796 --> 01:32:20.138]  Mention this ad and receive 10% off of your order and a free self-defense keychain.
[01:32:20.418 --> 01:32:20.918]  Visit MrDefense.com.
[01:32:20.938 --> 01:32:22.059]  That's MRDefense.com or call 1-800-313-6400.
[01:32:22.079 --> 01:32:24.020]  That's 1-800-313-6400 for all of your self-defense needs today!
[01:32:35.265 --> 01:32:39.307]  If you owe the IRS, you can't make the problem go away without professional help.
[01:32:39.788 --> 01:32:42.729]  But with the help of Dan Pilla, you can get your problem solved.
[01:32:43.150 --> 01:32:47.632]  Hi, I'm Dan Pilla, and I've been solving tax debt problems for 30 years, and I can help you too.
[01:32:48.012 --> 01:32:52.655]  We can stabilize IRS collection action and get your tax debt reduced, sometimes completely eliminated.
[01:32:53.175 --> 01:33:04.706]  And if you received a 1099 from a bank because of mortgage or other debt forgiveness, the vast majority of the time, I can show you how to completely erase it so you pay no taxes on what the IRS will consider to be taxable income.
[01:33:05.006 --> 01:33:07.849]  Call us for a free consultation to discuss the many possibilities.
[01:33:08.329 --> 01:33:08.730]  Call 1-800-34-NO-TAX.
[01:33:08.750 --> 01:33:09.110]  That's 800-34-N-O-T-A-X.
[01:33:14.875 --> 01:33:17.638]  Or go to my website at TaxHelpOnline.com.
[01:33:17.998 --> 01:33:22.822]  Dan Pilla has been protecting taxpayers from the IRS for three decades, and he can help you.
[01:33:23.282 --> 01:33:24.203]  Call us today, 800-346-6829.
[01:33:24.263 --> 01:33:25.104]  That's 800-34, no tax.
[01:33:25.144 --> 01:33:35.013]  You're listening to GCN, with the Genesis Communication Radio Network.
[01:33:50.808 --> 01:33:52.369]  Alright, let me calm down and go over this.
[01:33:52.429 --> 01:33:55.251]  I want everybody to listen to me and listen very, very carefully.
[01:33:58.893 --> 01:34:04.917]  There's a tactic that these mind controllers, these lawyers, these dirtbags running society, these corporatists use.
[01:34:07.399 --> 01:34:10.001]  They don't care if 91% of Americans want to control the borders.
[01:34:10.401 --> 01:34:11.061]  They leave them open.
[01:34:11.822 --> 01:34:13.703]  They don't care if 80 plus percent want the war to end.
[01:34:13.763 --> 01:34:14.303]  It continues.
[01:34:15.284 --> 01:34:17.866]  They don't care if 98% in every major poll
[01:34:18.792 --> 01:34:20.953]  Some cases higher, some cases it was 100% some balls.
[01:34:21.233 --> 01:34:23.634]  We're against the banker takeover, bailout, they do it.
[01:34:24.934 --> 01:34:26.655]  But they also will lie and deny.
[01:34:27.655 --> 01:34:33.218]  We had Rand Corporation, UN documents, Club of Rome documents, CFR documents going back 20, 30 years.
[01:34:34.358 --> 01:34:44.162]  You can just go to the CFR.org, private group, and Google world government and you'll read hundreds of articles the last year saying, world government, we're going to take your guns, we're going to tax you, we're going to have carbon taxes.
[01:34:45.973 --> 01:34:49.334]  But when they go on the news, they'll say it's a conspiracy theory, it doesn't exist.
[01:34:50.535 --> 01:34:52.015]  And Obama does the same thing.
[01:34:54.136 --> 01:34:56.597]  There's no plan for North American Union, it's been set up since 2005.
[01:34:57.377 --> 01:34:58.498]  We're under it, under treaty.
[01:34:59.018 --> 01:34:59.778]  I mean officially.
[01:34:59.838 --> 01:35:00.718]  The documents are public.
[01:35:03.359 --> 01:35:04.740]  And they will say none of this exists.
[01:35:05.620 --> 01:35:06.540]  Oh, there's no plan.
[01:35:06.560 --> 01:35:11.962]  You know, conspiracy theorists claim that international bankers are setting up a world government run by them and that you'll pay taxes to them.
[01:35:12.702 --> 01:35:17.523]  Then now, hundreds of articles, Time, Magazine, Newsweek, The Wall Street Journal, you've all read it.
[01:35:17.823 --> 01:35:23.325]  A world government run by private banks because they're bankers and they know how to stop banking crises when they engineered it.
[01:35:24.625 --> 01:35:29.926]  Literally, Larry Summers runs the things in the White House with Geithner and they engineer what happened in the 90s that we're living in right now.
[01:35:29.946 --> 01:35:32.707]  I mean, you gotta love it.
[01:35:33.607 --> 01:35:39.670]  And they say, doesn't exist, no such thing as New World Order, no such thing as private global cartels, no such thing, no such thing.
[01:35:40.150 --> 01:35:50.155]  And they keep saying, oh, this is crazy conspiracy, there's no plans for guns, we don't want your Second Amendment, there's all these crazy paranoid people, record gun sales, they're nuts!
[01:35:51.395 --> 01:35:55.097]  Obama comes out and says, believe me, I don't want your guns, and they run out and buy more.
[01:35:55.877 --> 01:36:01.180]  Record gun sales, it's double anything it's ever been, now since he won the election, you know, five, six months straight.
[01:36:04.349 --> 01:36:05.230]  That's about six months now.
[01:36:06.411 --> 01:36:10.314]  Because people read the bills he introduced in Illinois for total gun bans.
[01:36:10.534 --> 01:36:14.258]  They read what his Attorney General called for, his Deputy Attorney General.
[01:36:14.578 --> 01:36:16.039]  Total gun ban!
[01:36:16.920 --> 01:36:17.520]  Nothing!
[01:36:17.941 --> 01:36:18.441]  Nothing!
[01:36:18.561 --> 01:36:19.022]  Gone!
[01:36:19.302 --> 01:36:20.343]  No Second Amendment!
[01:36:20.936 --> 01:36:24.737]  Does that insult anybody that he said he wouldn't hire any lobbyists, that's all he hired?
[01:36:24.937 --> 01:36:27.098]  Or get us out of Iraq and he's expanded it?
[01:36:27.698 --> 01:36:29.319]  Or that he would do this, this and that?
[01:36:29.359 --> 01:36:31.660]  Or he would give the detainees rights and didn't?
[01:36:31.980 --> 01:36:33.260]  Everything he says is a lie!
[01:36:33.561 --> 01:36:34.681]  Even if you agree with the guy!
[01:36:35.330 --> 01:36:39.512]  You gotta kinda look around and find out what he's really doing instead of what it is you think you're agreeing with.
[01:36:39.852 --> 01:36:42.094]  And I'm not saying vote for the new Republican.
[01:36:42.114 --> 01:36:44.535]  They're gonna try to shove down our throat in three or four years.
[01:36:44.555 --> 01:36:46.376]  You know, Rick Perry or something for president.
[01:36:46.816 --> 01:36:47.977]  It'll be the same thing.
[01:36:47.997 --> 01:36:49.517]  Meet the new boss, same as the old boss.
[01:36:49.878 --> 01:36:51.338]  Stop focusing in on the puppets.
[01:36:51.799 --> 01:36:53.940]  And folks, I've read the UNIDIR treaties.
[01:36:55.341 --> 01:36:56.101]  Let me give you the date.
[01:36:56.621 --> 01:36:56.941]  One of them.
[01:36:58.202 --> 01:36:59.803]  The big meeting they had in New York City.
[01:37:00.663 --> 01:37:02.224]  Passed the treaty in most of the world.
[01:37:02.364 --> 01:37:02.624]  U.S.
[01:37:02.644 --> 01:37:03.465]  hadn't passed it yet.
[01:37:04.411 --> 01:37:05.711]  They're trying to pass it right now.
[01:37:05.731 --> 01:37:07.172]  What was it?
[01:37:07.212 --> 01:37:09.493]  It was July 7th, 2001.
[01:37:09.853 --> 01:37:13.154]  UNIDIR meeting in New York.
[01:37:13.754 --> 01:37:17.436]  And they said small arms illicit traffic means all civilian-owned guns.
[01:37:17.976 --> 01:37:19.416]  And that all guns must be banned.
[01:37:19.436 --> 01:37:24.338]  That civilian ownership of firearms threatens the legitimate power monopoly of the state.
[01:37:25.518 --> 01:37:26.999]  Power monopoly!
[01:37:27.950 --> 01:37:34.715]  They say the legitimate, they believe what Hitler believed, or Mao, or Stalin, that the state should have a monopoly of power.
[01:37:35.095 --> 01:37:47.324]  Now, the Romans had that, the Aztecs had that, the Nazis had that, the Chicoms have that, Fidel Castro has that, the East Germans have that, Stalin had that, the Japanese Shoguns had that.
[01:37:47.804 --> 01:37:52.087]  Slaves couldn't own swords and they couldn't own arrows, they couldn't own bows, they couldn't own spears.
[01:37:52.367 --> 01:37:52.908]  You got it?
[01:37:52.968 --> 01:37:54.449]  It's real simple, folks.
[01:37:55.356 --> 01:38:00.222]  And finish up with Lou Dobbs, because I'm playing this clip because people don't believe me!
[01:38:00.762 --> 01:38:05.768]  They won't go to InfoWars.com two weeks ago when we wrote an article about how he's reintroduced the treaty.
[01:38:06.749 --> 01:38:08.131]  And it's got a good chance of passing!
[01:38:09.713 --> 01:38:12.916]  And I guess as they're coming for your guns, the cops will be loudspeakering.
[01:38:12.936 --> 01:38:15.079]  We're not taking your guns, we're just confiscating them.
[01:38:15.911 --> 01:38:17.352]  I tell you, I've had enough of this, folks.
[01:38:17.392 --> 01:38:19.273]  And let me tell you, go ahead and play the clip.
[01:38:20.214 --> 01:38:32.922]  Urging passage, saying, quote, we should consider ratifying during this Congress the Inter-American Convention Against Illicit Manufacturing of and Trafficking in Firearms, Ammunition, Explosives and Related Materials.
[01:38:33.542 --> 01:38:35.863]  Gun rights activists are incensed.
[01:38:36.183 --> 01:38:49.008]  It reflects a deep distrust that the government of the United States has had toward the people that somehow we need to be regulated because of other people's inability to have a peaceful and orderly society.
[01:38:49.348 --> 01:38:55.991]  Which cuts to the deep distrust that some gun owners have for government in general and specifically for this administration.
[01:38:56.531 --> 01:39:00.953]  President Obama, as a Senator, consistently supported gun control legislation.
[01:39:01.353 --> 01:39:05.315]  His Attorney General, Eric Holder, is also in favor of gun control.
[01:39:05.716 --> 01:39:12.359]  But one strong supporter of the Second Amendment in the Senate is determined to see the President does not get his wish.
[01:39:12.919 --> 01:39:19.583]  The President said it is a very high priority for him to get this treaty that takes away our Second Amendment rights ratified by the Senate.
[01:39:19.983 --> 01:39:25.046]  It is a very high priority for me to make sure that this treaty never gets ratified by the United States Senate.
[01:39:25.587 --> 01:39:27.548]  And we will find the votes to defeat it.
[01:39:29.474 --> 01:39:38.540]  Gun control is an issue that the Democratic Congressional leadership has not been eager to embrace just yet, but that is what has gun rights groups concerned about this treaty.
[01:39:39.180 --> 01:39:41.061]  It isn't being presented as gun control.
[01:39:41.562 --> 01:39:51.668]  Instead, Lew is being presented as an international treaty that has been ratified by 29 other countries, so therefore it must be right that we ratify it as well.
[01:39:52.248 --> 01:39:52.888]  Well, I don't know who.
[01:39:53.809 --> 01:39:54.289]  What do you mean?
[01:39:54.329 --> 01:39:55.150]  It must be right.
[01:39:55.710 --> 01:39:59.092]  Because 29 other countries don't have a Second Amendment or a Constitution.
[01:39:59.112 --> 01:39:59.392]  Correct.
[01:39:59.432 --> 01:40:01.673]  And that seems to be President Obama's logic.
[01:40:01.713 --> 01:40:03.094]  This is an international treaty.
[01:40:03.114 --> 01:40:07.556]  We're fools if we don't pay attention to what is being done before our very eyes.
[01:40:07.616 --> 01:40:09.277]  And that's what is taking place.
[01:40:09.797 --> 01:40:11.498]  And no one can blame President Obama.
[01:40:12.111 --> 01:40:19.093]  We have only ourselves to blame, because he's made it very clear, as has his attorney general, the chief law enforcement officer in the country.
[01:40:19.113 --> 01:40:24.515]  They just want to do a few things with gun laws, like take them away in large measure.
[01:40:24.915 --> 01:40:25.975]  Bill Tucker, thank you very much.
[01:40:25.995 --> 01:40:28.876]  Yeah, in fact, folks, and that's up on InfoWars.com if you want to see it.
[01:40:30.116 --> 01:40:32.477]  Folks, we have a link to the stinking thing.
[01:40:32.597 --> 01:40:35.858]  It says, see, it has the definitions of explosives.
[01:40:36.238 --> 01:40:36.438]  Ammo.
[01:40:37.884 --> 01:40:41.866]  You take the MONAC report that we first broke and the DHS report we broke.
[01:40:42.006 --> 01:40:48.449]  All that news you heard if you're a new listener about how the veterans of the number one terror threat along with gun owners and conservatives.
[01:40:48.869 --> 01:40:49.550]  We're the ones.
[01:40:49.610 --> 01:40:51.851]  We get sent those by the state police and the FBI.
[01:40:52.151 --> 01:40:58.594]  I just got sent something by an FBI agent Wednesday that I've been too busy to put up and write an article about, but that's coming the next few days.
[01:40:58.834 --> 01:40:59.915]  Wait till you see this!
[01:41:00.235 --> 01:41:01.956]  It's worse than everything you've ever seen!
[01:41:03.513 --> 01:41:06.135]  Sent to me by the FBI, by good people inside there.
[01:41:06.456 --> 01:41:11.220]  Ladies and gentlemen, the globalists are taking this nation over.
[01:41:11.620 --> 01:41:13.962]  They're saying the American people are terrorists.
[01:41:14.122 --> 01:41:18.907]  They're saying homeland security and this whole police state grid they built is for the American people.
[01:41:19.187 --> 01:41:20.368]  It's not for Al Qaeda.
[01:41:20.788 --> 01:41:30.517]  If you don't know Al Qaeda was set up by the CIA to attack the Russians in 79 to start that war, and you don't know they used them to attack the Serbs in the late 90s, and you don't know about arms for hostages and all that, fine.
[01:41:31.676 --> 01:41:37.298]  But at least you should admit, they're now going to use the anti-terrorist system and the federalization takeover against you.
[01:41:37.859 --> 01:41:41.180]  Because they know you're not going to like 80% taxes, as the U.N.
[01:41:41.200 --> 01:41:47.083]  and the OECD and the XM Bank and the International Bank of Settlements and all of them have said.
[01:41:47.103 --> 01:41:51.645]  We're going to come back and go to your calls, but I just want everybody to understand something.
[01:41:51.765 --> 01:41:53.065]  Where is it in my stack?
[01:41:53.585 --> 01:41:58.808]  You can just Google, Monopoly of Force U.N.
[01:42:00.811 --> 01:42:01.971]  And you can find all the U.N.
[01:42:02.011 --> 01:42:05.873]  treaties and documents in their speeches and Christian Science Monitor articles.
[01:42:05.893 --> 01:42:08.614]  Let me think, how did I find all these articles today when I wanted to refresh my memory?
[01:42:09.794 --> 01:42:10.495]  And pull this up.
[01:42:10.615 --> 01:42:15.556]  I googled... Just google the U.N.'
[01:42:15.536 --> 01:42:16.757]  's War on Firearms.
[01:42:16.777 --> 01:42:22.459]  There was a great story done by American Opinion Publishing that's got all these hyperlinks to all the treaties.
[01:42:22.919 --> 01:42:24.280]  In 2002 they wrote this.
[01:42:24.880 --> 01:42:26.460]  And you can just read that, the U.N.'
[01:42:26.440 --> 01:42:27.381]  's War on Firearms.
[01:42:28.328 --> 01:42:29.809]  And monopoly of force.
[01:42:30.490 --> 01:42:31.411]  Put that in after it.
[01:42:31.451 --> 01:42:33.172]  I mean, monopoly of force is dictatorship.
[01:42:33.833 --> 01:42:35.114]  Let's jam in another call here.
[01:42:35.134 --> 01:42:36.635]  I just can't.
[01:42:36.655 --> 01:42:48.185]  But it's really happening, and these arrogant, smiley-faced, mind-control, Madison Avenue pitch men know that perception's reality, so they tell us, hey, we're not coming after your guns, we just want to confiscate them all.
[01:42:49.281 --> 01:42:50.062]  And that's what Obama says.
[01:42:50.082 --> 01:42:55.271]  He says, oh, you have a Second Amendment right, but we have a right by law to curtail that to the point of total bans!
[01:42:55.591 --> 01:42:59.097]  That's what Holder argued last year before the Supreme Court!
[01:42:59.518 --> 01:43:03.745]  The Attorney General is a treasonous traitor by the Founding Fathers!
[01:43:05.894 --> 01:43:06.855]  Statements and rules.
[01:43:06.995 --> 01:43:09.397]  Anybody against the Bill of Rights, the Constitution, is a traitor.
[01:43:09.557 --> 01:43:11.018]  Thomas Jefferson, George Washington.
[01:43:11.538 --> 01:43:12.579]  But of course, they're terrorists.
[01:43:12.599 --> 01:43:13.360]  They're bad, I know.
[01:43:13.580 --> 01:43:13.920]  Fine.
[01:43:14.000 --> 01:43:14.881]  Go with Holder!
[01:43:15.161 --> 01:43:17.943]  Go with the stinking foreign bankers sucking the country loose!
[01:43:18.384 --> 01:43:19.084]  You don't believe me?
[01:43:19.124 --> 01:43:26.090]  My film Road to Tyranny, a police officer and fireman separately sent me footage of FEMA saying the founding fathers were bad.
[01:43:26.770 --> 01:43:28.211]  I have that video.
[01:43:28.812 --> 01:43:29.532]  We'll be right back.
[01:43:29.592 --> 01:43:30.353]  I'm Alex Jones.
[01:43:30.393 --> 01:43:31.114]  Final segment.
[01:43:31.314 --> 01:43:31.974]  I'm fired up.
[01:43:31.994 --> 01:43:32.515]  Stay with us!
[01:43:33.482 --> 01:43:35.843]  Are you concerned for the safety of your loved ones?
[01:43:36.143 --> 01:43:39.344]  Listen closely to this message from Pepperspray.com.
[01:43:39.764 --> 01:43:42.625]  Every 22 seconds a violent crime is committed.
[01:43:42.925 --> 01:43:47.047]  America has changed and your personal safety is your first priority.
[01:43:47.347 --> 01:43:47.967]  Be smart.
[01:43:48.147 --> 01:43:48.788]  Be safe.
[01:43:49.128 --> 01:43:51.469]  Trust Pepperspray instead of your luck.
[01:43:51.729 --> 01:43:57.951]  Pepperspray.com is the only website you'll ever need for all of your non-lethal self-defense supplies.
[01:43:58.291 --> 01:44:04.076]  Pepperspray.com carries one of the largest assortments of pepper spray and personal safety products on the web.
[01:44:04.296 --> 01:44:06.738]  From big to small, we have it all.
[01:44:06.978 --> 01:44:10.761]  Pepper spray, mace, animal repellents, stun guns, and tasers.
[01:44:11.021 --> 01:44:17.426]  Pepperspray.com also carries a large assortment of products for personal, home, child, and pet safety.
[01:44:17.746 --> 01:44:18.387]  Enter safe.
[01:44:18.587 --> 01:44:19.588]  Hi, this is Alex Jones.
[01:44:19.688 --> 01:44:24.991]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:44:25.091 --> 01:44:29.874]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:44:30.074 --> 01:44:34.577]  It's true, seeds have outperformed even gold and silver before in this country.
[01:44:48.505 --> 01:44:50.269]  And it's possible that could even happen again.
[01:44:50.790 --> 01:44:55.480]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:44:56.001 --> 01:45:02.924]  They call it a Survival Seed Bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[01:45:03.124 --> 01:45:04.025]  And here's the best part.
[01:45:04.245 --> 01:45:10.588]  These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[01:45:10.928 --> 01:45:13.770]  So visit them today at SurvivalSeedBank.com.
[01:45:14.110 --> 01:45:17.251]  That's SurvivalSeedBank.com, or give them a call at 877-327-0365.
[01:45:17.271 --> 01:45:17.451]  That's 877-327-0365.
[01:45:24.599 --> 01:45:29.653]  0365.
[01:45:25.141 --> 01:45:29.653]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:45:29.973 --> 01:45:32.360]  This is Alex Jones for survivalseedbank.com.
[01:45:33.508 --> 01:45:38.591]  Have you ever read the ingredients in your skin creams, personal hygiene products, vitamins, or herbal supplements?
[01:45:38.871 --> 01:45:47.155]  Did you know that most skin creams, body lotions, shampoos, and toothpastes contain chemical additives such as sodium lauryl sulfate, the same type of detergent used in dish soap?
[01:45:47.435 --> 01:45:50.736]  Did you know that many multivitamin supplements are made from synthetic vitamins?
[01:45:51.017 --> 01:45:53.918]  Do your herbal remedies have unwanted additives and fillers?
[01:45:54.238 --> 01:45:56.360]  Have you ever tested your body's pH level?
[01:45:56.740 --> 01:45:59.442]  Make the change to organic health and beauty products.
[01:45:59.703 --> 01:46:02.545]  Visit 2benatural.com and order today.
[01:46:03.125 --> 01:46:11.773]  2benatural.com carries exclusive all-natural chemical-free skin care, hair care, whole food vitamins, herbal remedies, and alkaline body balance supplements.
[01:46:12.113 --> 01:46:14.014]  Visit 2benatural.com.
[01:46:14.215 --> 01:46:16.837]  That's T-O-B-E-natural.com.
[01:46:17.357 --> 01:46:18.598]  2benatural.com.
[01:46:18.918 --> 01:46:23.242]  Use coupon code RADIO for 15% discount and free alkaline food chart.
[01:46:23.462 --> 01:46:25.683]  Call 1-888-417-1375.
[01:46:25.903 --> 01:46:32.947]  That's 1-888-417-1375 to order or request your free catalog.
[01:46:33.167 --> 01:46:38.530]  Did you catch the ABC 2020 show and how record unemployment has increased the work-at-home scams?
[01:46:38.770 --> 01:46:42.472]  Titillating ads lure people in claiming they can make hundreds a day.
[01:46:42.772 --> 01:46:45.233]  You'll never hear that from our friends at IncomeAtHome45.com.
[01:46:46.514 --> 01:46:49.815]  And it's their integrity that's made them a work-from-home leader.
[01:46:50.335 --> 01:46:55.636]  IncomeAtHome45.com is accredited by the Better Business Bureau and has an A-plus rating.
[01:46:55.856 --> 01:46:56.976]  That's your peace of mind.
[01:46:57.136 --> 01:47:02.998]  They're connected to a multi-billion dollar company doing business in 70 countries for nearly 30 years.
[01:47:03.238 --> 01:47:08.439]  If your dream is to work from home, to stay home, and raise your family, to insulate yourself from this economy,
[01:47:10.796 --> 01:47:13.237]  Go to IncomeAtHome45.com right now.
[01:47:13.397 --> 01:47:16.059]  People are earning life-changing money from home.
[01:47:16.379 --> 01:47:20.181]  And IncomeAtHome45.com is adding people in record numbers.
[01:47:20.461 --> 01:47:21.522]  Don't miss this chance.
[01:47:21.742 --> 01:47:22.682]  Visit them now.
[01:47:22.802 --> 01:47:25.124]  They're giving away $1,000 to someone just for checking them out.
[01:47:25.144 --> 01:47:25.124]  $1,000!
[01:47:25.184 --> 01:47:25.804]  Visit IncomeAtHome45.com.
[01:47:25.864 --> 01:47:26.524]  That's IncomeAtHome45.com.
[01:47:33.629 --> 01:47:35.671]  The GCN Radio Network.
[01:47:36.031 --> 01:47:38.995]  Providing the world with hard-hitting talk radio.
[01:47:39.496 --> 01:47:40.257]  GCN.
[01:47:40.657 --> 01:47:42.679]  Great talk radio starts here.
[01:47:49.107 --> 01:47:51.190]  ...that I've gotten so excited today.
[01:47:52.170 --> 01:47:52.650]  But I'm not.
[01:47:52.870 --> 01:47:54.591]  Sorry at the same time.
[01:47:54.611 --> 01:47:56.872]  Because somebody needs to get fired up about freedom.
[01:47:57.252 --> 01:48:03.395]  We're being overrun by parasites and scum and trash and a bunch of degenerate filth that think that we're their slaves.
[01:48:03.915 --> 01:48:07.156]  It's time to slap them upside the head and tell them, back off scum!
[01:48:09.077 --> 01:48:13.319]  Don't forget, for those of you out there, to Google, in the game, Blueprint for Global Enslavement.
[01:48:13.899 --> 01:48:15.080]  And of course, the Obama Deception.
[01:48:15.100 --> 01:48:17.621]  Get them in high quality DVD at InfoWars.com.
[01:48:17.661 --> 01:48:18.521]  Make copies of them.
[01:48:18.841 --> 01:48:20.062]  Spread them to the four winds.
[01:48:20.742 --> 01:48:25.466]  They're the equivalent of hand grenades in the War for the Mind, unlocking people's minds out there.
[01:48:26.027 --> 01:48:27.047]  So we blast the enemy.
[01:48:27.128 --> 01:48:28.889]  Casey in New York, you're on the air.
[01:48:28.909 --> 01:48:30.470]  Alex.
[01:48:31.291 --> 01:48:31.932]  Yes, Casey.
[01:48:32.232 --> 01:48:33.233]  Yeah, pleasure to talk to you.
[01:48:33.473 --> 01:48:36.916]  About the Border Patrol checkpoints?
[01:48:37.437 --> 01:48:37.697]  Yes.
[01:48:38.658 --> 01:48:46.625]  I travel to Vermont frequently, and back when Howard Dean was the frontrunner for the Democratic Party, George Bush installed one of those right in the center of the state.
[01:48:48.993 --> 01:48:49.513]  Yeah, I know.
[01:48:49.994 --> 01:48:51.214]  Over a hundred miles in now.
[01:48:51.254 --> 01:48:52.615]  They just search your car, check points.
[01:48:52.635 --> 01:48:53.716]  This was five years ago.
[01:48:53.956 --> 01:48:55.477]  And they let the illegal aliens go.
[01:48:55.857 --> 01:48:56.457]  It's on record.
