[00:00:04.821 --> 00:00:05.461]  It is Monday.
[00:26:21.397 --> 00:26:23.057]  Each one of them more important than the last.
[00:26:23.057 --> 00:26:25.898]  I'm going to go over those again next hour.
[00:26:25.898 --> 00:26:32.021]  But before I do that, I want to just talk about philosophy with the listeners.
[00:26:35.011 --> 00:26:42.416]  The overriding message that I'm trying to get across to people is that we're being manipulated as a society and as a people.
[00:26:42.416 --> 00:26:50.361]  And I don't expect listeners to necessarily even buy into my worldview and the things I'm saying and the things I'm covering.
[00:26:50.361 --> 00:26:51.742]  I believe I'm telling the truth.
[00:26:51.742 --> 00:26:55.585]  We're accurate over 95% of the time in my opinion.
[00:26:57.256 --> 00:27:02.259]  And the articles we write, the films we make, in hindsight are evergreen.
[00:27:02.259 --> 00:27:06.301]  They just get better and better and more important with time because we know what we're talking about.
[00:27:06.301 --> 00:27:09.823]  But even if you haven't researched my claims and found out they're true, even if you don't
[00:27:11.175 --> 00:27:13.637]  Want to believe me or you're in denial out there?
[00:27:13.637 --> 00:27:16.039]  Will you at least admit you're being manipulated?
[00:27:16.039 --> 00:27:20.924]  Will you at least admit that there are a lot of different agendas out there operating simultaneously?
[00:27:20.924 --> 00:27:30.272]  Will you at least admit that you're being propagandized and lied to and that the media lies and the government lies more often than they tell the truth?
[00:27:30.272 --> 00:27:32.213]  We are in a system of control.
[00:27:32.213 --> 00:27:35.977]  We are in a psychological warfare system that is all around us.
[00:27:40.973 --> 00:28:00.669]  And it just hits me more and more that instead of debating Republican vs. Democrat or Black vs. White or any of these distractionary issues, that if we could just get the public to look at the corruption of government and the corruption of the big corporations that control it, no one supports what's happening and going on.
[00:28:00.669 --> 00:28:02.791]  And they have the daily diversions and distractions.
[00:28:04.636 --> 00:28:14.341]  If we could all just stop arguing with each other and really look at what's happening, if you look at all the major polls, 90 plus percent of Americans don't want open borders.
[00:28:14.341 --> 00:28:19.283]  75 to 85 percent, depending on the poll, don't want new wars.
[00:28:19.283 --> 00:28:23.405]  Over 70 percent don't want more gun control, more victim disarmament.
[00:28:23.405 --> 00:28:29.708]  The vast majority of Americans, 99 percent in major polls, don't want the banker bailouts and the banker takeover.
[00:28:29.708 --> 00:28:32.650]  The majority of Americans and British don't want a new world order.
[00:28:35.017 --> 00:28:40.401]  Right at 60% today in Gallup polls don't want this government health care plan.
[00:28:40.401 --> 00:28:44.965]  But still it all marches on.
[00:28:44.965 --> 00:29:00.258]  And if government was big and corrupt and out of control in previous years, it's everything they're doing, every form of corruption, every form of power grab, every level of control freak behavior is just exploding right now on every front.
[00:29:04.301 --> 00:29:08.163]  And to say I'm exhausted is a understatement.
[00:29:08.163 --> 00:29:11.665]  I'm probably going to take some time off next week because I've got to recharge my batteries.
[00:29:11.665 --> 00:29:20.590]  I had my adrenaline up with the Charlie Sheen announcements and the 9-11 information and finishing Fall of the Republic and the flu situation.
[00:29:20.590 --> 00:29:25.953]  Now that I finished the film Friday and it's been delivered and being mass-produced right now, I'm not complaining.
[00:29:25.953 --> 00:29:29.095]  I just am absolutely mentally sapped and exhausted.
[00:29:31.716 --> 00:29:36.939]  Right at a time when I need my full capacity to analyze what's happening and deal with it.
[00:29:36.939 --> 00:29:44.563]  I mean, I'm not even mad at the police that beat all these innocent people and did all these horrible things.
[00:29:44.563 --> 00:29:46.264]  I'm just sad for them and disgusted.
[00:29:46.264 --> 00:29:48.746]  I'll talk about that when we get back.
[00:29:48.746 --> 00:29:50.667]  Stay with us.
[00:29:50.667 --> 00:29:52.068]  We're on the march.
[00:29:52.068 --> 00:29:54.589]  The Empire's on the run.
[00:29:54.589 --> 00:29:57.291]  Alex Jones and the GCN Radio Network.
[00:30:00.779 --> 00:30:03.780]  Hello, this is Alex Jones with some important questions.
[00:30:03.780 --> 00:30:09.123]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:30:09.123 --> 00:30:11.164]  My answer would be all I can get.
[00:30:11.164 --> 00:30:16.166]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:30:16.166 --> 00:30:17.346]  How much do you want?
[00:30:17.346 --> 00:30:18.467]  When do you want it?
[00:30:18.467 --> 00:30:20.348]  Now or after the battle starts?
[00:30:20.348 --> 00:30:21.428]  When will you need it?
[00:30:21.428 --> 00:30:23.449]  Can you buy it without proper identification?
[00:30:23.629 --> 00:30:24.951]  Will there be any food?
[00:30:24.951 --> 00:30:26.493]  Will it make your children sick?
[00:30:26.493 --> 00:30:31.760]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[00:30:31.760 --> 00:30:35.345]  You wipe out all these problems if you have a good food supply.
[00:30:35.345 --> 00:30:38.830]  Food is your ammunition to fight for your freedom and your life.
[00:30:39.170 --> 00:30:40.391]  How much will you need?
[00:30:40.391 --> 00:30:41.292]  We don't know.
[00:30:41.292 --> 00:30:42.392]  How much do you want?
[00:30:42.392 --> 00:30:43.333]  All you can get.
[00:30:43.333 --> 00:30:44.414]  I'm Alex Jones.
[00:30:44.414 --> 00:30:47.476]  I want all of you good guys to live to fight another day.
[00:30:47.476 --> 00:30:49.237]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[00:30:49.237 --> 00:30:50.158]  Again that number 1-800-409-5633.
[00:31:01.297 --> 00:31:07.341]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[00:31:07.341 --> 00:31:13.224]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[00:31:13.224 --> 00:31:19.388]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[00:31:19.708 --> 00:31:21.689]  Well, Obama's already fudging.
[00:31:21.689 --> 00:31:24.151]  He's fudged since day one in this election.
[00:31:24.151 --> 00:31:37.338]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[00:31:37.338 --> 00:31:39.019]  It's not about left or right.
[00:31:39.019 --> 00:31:40.860]  It's about a one-world government.
[00:31:40.860 --> 00:31:47.104]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:31:47.774 --> 00:31:56.039]  Get your copy of the Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:31:56.039 --> 00:31:57.620]  The Obama Deception.
[00:31:57.620 --> 00:31:58.801]  The people strike back!
[00:32:00.373 --> 00:32:03.154]  The phone rings and the questions are asked.
[00:32:03.154 --> 00:32:04.394]  I've been so sick.
[00:32:04.394 --> 00:32:06.075]  Will the life change tea help me?
[00:32:06.075 --> 00:32:07.936]  Our answer is always the same.
[00:32:07.936 --> 00:32:14.058]  Yes, toxins and chemicals from food, water and air are attacking you this very moment.
[00:32:14.058 --> 00:32:19.960]  Fight back with our all natural detoxifying tea that works immediately.
[00:32:19.960 --> 00:32:24.462]  Many companies use gimmicks and misleading free trials for their campaign.
[00:32:24.462 --> 00:32:25.422]  We use results.
[00:32:25.862 --> 00:32:30.627]  LifeChangeT's formula created by a PhD has been around for over 20 years.
[00:32:30.627 --> 00:32:35.252]  There are things happening in the world that are unseen and not healthy.
[00:32:35.252 --> 00:32:39.116]  The public has reached its all-time record for chronic sickness.
[00:32:39.116 --> 00:32:43.000]  This atrocity won't change unless you call us right now.
[00:32:43.000 --> 00:32:43.621]  Our number is 928-308-0408.
[00:32:47.944 --> 00:32:51.886]  Again, that's 928-308-0408.
[00:32:51.886 --> 00:32:54.707]  Or you can order online at GetTheTea.com.
[00:32:54.707 --> 00:32:57.248]  That's GetTheTea.com.
[00:32:57.248 --> 00:32:59.849]  And remember, we have the cheapest shipping in the industry.
[00:33:37.495 --> 00:34:00.957]  It's very disconcerting to know the truth, to know that you're right, to know that we have a scientific dictatorship in control of our society, to know that their evil knows no limits, that it's bottomless, fathomless,
[00:34:03.004 --> 00:34:10.351]  And to know that we really are in a world government run by eugenicists and they really are poisoning people with the vaccines, water, food, and air.
[00:34:10.351 --> 00:34:16.437]  And to know that all the evils we've seen the last hundred years, in their own words, were only a beta test.
[00:34:16.437 --> 00:34:18.900]  Because this is a scientific dictatorship.
[00:34:18.900 --> 00:34:22.163]  They say Iraq and Afghanistan are laboratories.
[00:34:22.163 --> 00:34:25.246]  They bragged in the news that what happened
[00:34:27.478 --> 00:34:34.704]  Last week at the G20 in Pittsburgh, Pennsylvania was a laboratory test of the people, the police, and the military.
[00:34:34.704 --> 00:34:37.126]  I don't like being tested.
[00:34:37.126 --> 00:34:41.069]  I don't like being manipulated.
[00:34:41.069 --> 00:34:42.610]  I don't like being conned.
[00:34:42.610 --> 00:34:47.374]  I don't like control freaks and bad people getting away with evil over and over again.
[00:34:48.789 --> 00:34:55.250]  I want to open the phones up for listeners on the subject of Iran, the flu, the G20, the economy.
[00:34:55.250 --> 00:34:56.891]  The New World Order is here.
[00:34:56.891 --> 00:34:57.971]  It's not coming anymore.
[00:34:57.971 --> 00:34:58.571]  We're in it.
[00:34:58.571 --> 00:35:00.371]  They've openly announced it.
[00:35:00.371 --> 00:35:07.973]  We are now sliding down the hill into all the hopes and dreams of the globalists.
[00:35:07.973 --> 00:35:09.653]  They're having their way.
[00:35:09.653 --> 00:35:11.413]  They're succeeding.
[00:35:11.413 --> 00:35:15.514]  Now, yes, people are waking up in record numbers and people are upset and people
[00:35:17.668 --> 00:35:21.992]  Are listening more and more to what we have to say.
[00:35:21.992 --> 00:35:24.594]  But I liken it to the couple car wrecks I've been in.
[00:35:24.594 --> 00:35:35.184]  I've been in a few car wrecks, always in rain, when you start hydroplaning and then you run off a ditch and the car starts flipping.
[00:35:35.184 --> 00:35:37.206]  That happened when I was 16.
[00:35:37.206 --> 00:35:41.770]  We were freezing our butts off at my family ranch two hours south of Dallas.
[00:35:41.770 --> 00:35:42.350]  It was about 1 a.m.
[00:35:44.974 --> 00:35:47.695]  We went back to the ranch house, called our girlfriends.
[00:35:47.695 --> 00:35:48.715]  They were going to sneak out.
[00:35:48.715 --> 00:35:50.096]  We could get back at 3 a.m.
[00:35:50.096 --> 00:35:58.139]  And I said, OK, let's get in the car and drive back to Dallas.
[00:35:58.139 --> 00:36:00.259]  And I was driving.
[00:36:00.259 --> 00:36:01.340]  And I said, I want to go to sleep.
[00:36:01.340 --> 00:36:02.380]  My buddy said, I'll drive.
[00:36:02.380 --> 00:36:07.642]  And he was driving along, listening to Megadeth, Metallica.
[00:36:07.642 --> 00:36:08.703]  We were coming into Dallas.
[00:36:08.703 --> 00:36:09.603]  It was raining real hard.
[00:36:09.603 --> 00:36:12.544]  And there's these big embankments on I-45 right before we get into Dallas.
[00:36:14.104 --> 00:36:15.064]  And he kept trying to wake me up.
[00:36:15.064 --> 00:36:16.285]  He said, look, I can't stay awake.
[00:36:16.285 --> 00:36:16.985]  I can't stay awake.
[00:36:16.985 --> 00:36:17.785]  And I said, you're fine.
[00:36:17.785 --> 00:36:19.506]  Just keep driving.
[00:36:19.506 --> 00:36:26.209]  And then I woke up as the car was spinning down the highway and went rolling down the side, flipping, but thank God we had our seatbelts on.
[00:36:26.209 --> 00:36:38.433]  I remember being an upside down as rock and roll music was playing and rain was pouring through the broken windows down in the ditch in about two feet of water.
[00:36:38.433 --> 00:36:42.135]  And I remember those two or three seconds as I woke up, we were spinning off the highway.
[00:36:44.790 --> 00:36:46.671]  Thinking, man, I wish I could get out of this.
[00:36:46.671 --> 00:36:49.173]  I wish this wasn't happening.
[00:36:49.173 --> 00:36:56.318]  And then I guess about four or five years ago, time flies, I was out visiting family in Fredericksburg, Texas, big, beautiful, sunny summer day.
