[00:00:00.792 --> 00:00:02.733]  Hit it boys!
[01:36:45.399 --> 01:36:50.384]  And a lot of times I fundamentally get upset and just rage against the machine.
[01:36:50.585 --> 01:36:52.607]  I just want to throw my weight against it.
[01:36:52.667 --> 01:36:53.648]  It's so obvious.
[01:36:53.688 --> 01:36:54.529]  It's so ridiculous.
[01:36:54.929 --> 01:36:57.012]  I used the analogy earlier of being in a car.
[01:36:58.724 --> 01:37:00.044]  And you're not driving.
[01:37:00.084 --> 01:37:06.786]  Somebody else is driving, and you're going 120 miles an hour through whiny roads, and you just know they're going to slide off the road.
[01:37:06.826 --> 01:37:08.687]  You just know they're going to wreck.
[01:37:09.287 --> 01:37:14.268]  And then you feel the car start sliding, and you know you're going to wreck, and you look at the idiot, and they're laughing.
[01:37:15.068 --> 01:37:16.408]  And then it's like Groundhog Day.
[01:37:16.428 --> 01:37:18.929]  It just happens over and over and over again.
[01:37:19.589 --> 01:37:26.771]  And my God, in 76, it was the swine flu vaccine that killed the people.
[01:37:28.953 --> 01:37:30.435]  I'm going to play a little clip of that in a moment.
[01:37:31.437 --> 01:37:33.741]  But right now, let's go to David in Texas.
[01:37:33.761 --> 01:37:34.482]  David, you're on the air.
[01:37:36.065 --> 01:37:37.547]  Hey Alex, thanks for having me on.
[01:37:38.268 --> 01:37:43.497]  We've had two cases of swine flu documented by Culture in our office, and these people were
[01:37:44.065 --> 01:37:46.626]  We're both not seriously ill.
[01:37:47.047 --> 01:37:51.289]  They felt bad for a day, had a terrible cough, had a headache, had some fever.
[01:37:51.749 --> 01:37:58.453]  By the time they got to see me, they were really in pretty good shape and a lot of people wouldn't have even suspicion that they had flu.
[01:37:58.913 --> 01:37:59.954]  We checked them for flu.
[01:38:00.014 --> 01:38:00.674]  They had that.
[01:38:00.714 --> 01:38:02.855]  We sent the cultures off to the state lab.
[01:38:02.995 --> 01:38:04.536]  Sure enough, they had the swine flu.
[01:38:05.076 --> 01:38:07.658]  No harm, no foul with this disease.
[01:38:08.198 --> 01:38:14.642]  In order for thousands or hundreds of thousands of people to be seriously affected, it's going to have to mutate.
[01:38:14.682 --> 01:38:15.982]  It's going to have to change.
[01:38:16.483 --> 01:38:26.288]  My guess, though, is that it's not going to do that, but that the real problem, as you suspicion, is going to be with the vaccine itself and the dangers that will be from that.
[01:38:26.708 --> 01:38:33.452]  I was in medical school in the 70s when they were passing these things out, and it was all the discussion about should we or should we not take that.
[01:38:33.992 --> 01:38:38.135]  Most of my friends did not take the swine flu vaccine because they were afraid to take it.
[01:38:38.675 --> 01:38:55.067]  Now we see that the health department, the federal health department, has given blanket immunity to the vaccine manufacturers so that they're completely immune from any consequences of the swine flu vaccine when it comes out.
[01:38:55.107 --> 01:39:02.792]  So they've dodged thousands of claims that are inevitably going to come as a result of harmful effects from this vaccine.
[01:39:04.850 --> 01:39:12.011]  Yeah, when the federal government comes out and starts mandating it, then the vaccine damage fund kicks in, as you know.
[01:39:12.051 --> 01:39:17.972]  And so you're saying as a medical doctor, though, you've seen two cases in your office, that it's a mild flu.
[01:39:17.992 --> 01:39:19.853]  That's what all the other doctor reports say.
[01:39:19.973 --> 01:39:22.473]  I've talked to people at high levels in the state.
[01:39:23.053 --> 01:39:26.614]  I was given a secret document that we were really going to level six back in April.
[01:39:26.634 --> 01:39:27.474]  People laughed at me.
[01:39:27.954 --> 01:39:29.934]  They wouldn't even call the numbers on the secret document.
[01:39:29.954 --> 01:39:30.855]  It was a real document.
[01:39:31.115 --> 01:39:33.055]  That's now confirmed that we were under level six.
[01:39:35.006 --> 01:39:39.308]  We know that the swine flu killed thousands of people, the swine flu vaccine in 76.
[01:39:40.689 --> 01:39:56.259]  I'm asking you as a medical doctor, looking at all these pieces, and back in March I had the emergency managers on and reporters on, and I have an FBI source and a federal marshal source saying look for some flu hype coming up in the fall.
[01:39:56.579 --> 01:40:00.822]  So I started getting on air, then they pre-hyped it in April, kind of priming the pump.
[01:40:02.083 --> 01:40:05.447]  Clearly this is organized and engineered as a hoax.
[01:40:05.768 --> 01:40:07.790]  The question is, is there teeth to this?
[01:40:08.031 --> 01:40:11.555]  Or is there some mutagen that's going to be in the vaccine?
[01:40:11.755 --> 01:40:16.482]  I don't know, but looking at it, it's really freaking me out.
[01:40:17.403 --> 01:40:18.144]  What do you say to that?
[01:40:19.975 --> 01:40:20.235]  I think?
[01:40:35.200 --> 01:40:41.844]  There are willing participants in this because of the money, and the real deeper reason is for control.
[01:40:42.324 --> 01:40:55.271]  I think if you can have people who end up getting sick from the vaccine, you can say, well, gosh, it mutated on us, and we did our very best, and we're sorry that you got sick from the vaccine, but we really try to do that better next time.
[01:40:55.551 --> 01:41:01.774]  And maybe what we really need to have is we need to have universal health care, because we could have acted faster and more efficiently.
[01:41:03.118 --> 01:41:05.721]  Exactly, and this is what I said in March 5th's show.
[01:41:08.104 --> 01:41:14.211]  At the very time that this is going to be breaking out, and they almost shut the country down for just a few deaths.
[01:41:14.291 --> 01:41:20.097]  Imagine the real flu season going on, and Austin had emergency tents and army running around.
[01:41:21.161 --> 01:41:26.245]  The banking bill, the water bill, the gun grab bill, the socialized health care bill, the hate bills.
[01:41:26.766 --> 01:41:30.609]  I mean, all of this is going to be happening right when this is going on.
[01:41:30.629 --> 01:41:37.535]  And we have just got to expose this, speak out against it, big time, or they're going to get away with it.
[01:41:37.615 --> 01:41:43.440]  And either way, if it's just hype to sell vaccines and further federalize things and train us to go under U.N.
[01:41:43.460 --> 01:41:47.584]  control because that's who's running all this, that's bad enough, but that's the lesser of two evils.
[01:41:49.425 --> 01:41:52.027]  It is some real bio-attack these guys are engineering.
[01:41:52.368 --> 01:42:01.675]  We're in deep trouble because, listen, they're running around getting everybody ready in every county and city for mass graves and checkpoints and locking down cities and forced inoculations.
[01:42:01.715 --> 01:42:03.476]  And that's my question to you, Doc, in closing.
[01:42:03.717 --> 01:42:04.517]  We'll go to more calls.
[01:42:05.318 --> 01:42:13.104]  They're announcing that they have implemented Level 6, that the executive order signed by Bush, reauthorized by Obama, it's in the 13,000 series,
[01:42:15.086 --> 01:42:15.828]  In fact, I want to pull that.
[01:42:15.868 --> 01:42:22.679]  Guys, Google Swine Flu Quarantine Executive Order, CBS News, because I want to put that on screen.
[01:42:23.160 --> 01:42:27.727]  It's $13,300 and something, but my question to you, sir, is
[01:42:29.815 --> 01:42:33.940]  That they're saying they're going to try to forcibly inoculate.
[01:42:34.200 --> 01:42:41.950]  But in 2002-2003, they tried to force all medical workers and police to take it and you guys said no resoundingly.
[01:42:42.210 --> 01:42:45.414]  So how will this get off the ground if the medical workers won't take it?
[01:42:47.110 --> 01:42:49.892]  I think what's going to happen is it's not going to be medical workers giving it.
[01:42:49.912 --> 01:42:51.653]  They're going to give it at the stadiums.
[01:42:51.693 --> 01:42:53.754]  They're going to give it at the civic centers.
[01:42:54.275 --> 01:42:58.398]  And they're going to have non-professional people giving these vaccines.
[01:42:58.458 --> 01:43:01.700]  We have pharmacists giving vaccines all the time in this city.
[01:43:02.520 --> 01:43:05.082]  We're going to find plenty of people willing to give the vaccine.
[01:43:05.142 --> 01:43:06.623]  And my prediction is... Stay there!
[01:43:06.643 --> 01:43:08.544]  I want to hear your prediction when we come back in three minutes.
[01:43:08.564 --> 01:43:09.125]  Stay there, David.
[01:43:12.076 --> 01:43:16.058]  Hello friends, this is Alex Jones and I want each of you to ask yourself this question.
[01:43:16.318 --> 01:43:18.099]  Do you really know what's in your tap water?
[01:43:18.319 --> 01:43:26.603]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[01:43:26.843 --> 01:43:32.066]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[01:43:32.386 --> 01:43:34.007]  Now what are you going to do about it?
[01:43:34.247 --> 01:43:40.571]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[01:43:40.751 --> 01:43:51.517]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere and uses state-of-the-art carbon filtration, reverse osmosis, and ultra-violent light sterilization techniques.
[01:43:51.817 --> 01:43:52.337]  That's right.
[01:43:52.578 --> 01:43:54.879]  Clean water, right from the air you breathe.
[01:43:55.139 --> 01:43:56.880]  Order today by calling 1-800-691-HELP.
[01:43:59.301 --> 01:44:17.106]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[01:44:17.246 --> 01:44:19.207]  Will you continue to be their profit center?
[01:44:19.327 --> 01:44:21.628]  Buying their processed food that makes you sick?
[01:44:21.648 --> 01:44:23.628]  Go to the doctor and buy their drugs?
[01:44:24.048 --> 01:44:25.389]  You don't have to cooperate.
[01:44:25.669 --> 01:44:26.689]  There is a solution.
[01:44:26.929 --> 01:44:34.952]  Inner Health Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[01:44:35.353 --> 01:44:42.416]  Try their Inner Food with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[01:44:42.816 --> 01:44:48.398]  It even won the award for Best Superfood of 2009 from our friend Mike Adams, the health ranger.
[01:44:48.858 --> 01:44:54.421]  I love their Nutri-Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[01:44:54.861 --> 01:44:58.705]  Try all of their truly honest products that will keep you alive and healthy.
[01:44:59.005 --> 01:45:03.369]  Go to enerfood.com or give them a call right now.
[01:45:03.389 --> 01:45:05.211]  866-762-9238.
[01:45:06.472 --> 01:45:09.796]  Click on their banner at infowars.com to see all the available discounts.
[01:45:12.247 --> 01:45:17.230]  This is Alex Jones with five good reasons you should consider buying a solar power generator this summer.
[01:45:42.227 --> 01:45:42.367]  I think?
[01:46:11.866 --> 01:46:12.967]  This is Alex Jones.
[01:46:13.247 --> 01:46:15.027]  Have you heard of the Millionaire Patriot?
[01:46:15.247 --> 01:46:15.848]  Well, you should.
[01:46:15.868 --> 01:46:20.450]  He has a free handgun and five days of firearms training waiting for you.
[01:46:20.710 --> 01:46:21.190]  That's right.
[01:46:21.510 --> 01:46:29.974]  You can attend five days of world-class gun training at Front Sight Firearms Training Institute and secure a 30-state concealed weapons permit.
[01:46:30.174 --> 01:46:31.434]  All for pennies on the dollar.
[01:46:31.534 --> 01:46:32.675]  Plus, if you act fast.
[01:46:32.875 --> 01:46:38.498]  The Millionaire Patriot will give you a free Springfield Armory XD pistol in the caliber of your choice.
[01:46:38.859 --> 01:46:45.403]  I believe now is the time that you and your family need to be armed and trained to levels that exceed law enforcement and military standards.
[01:46:45.763 --> 01:46:50.946]  Frontside provides such training without any boot camp mentality or drill instructor attitudes.
[01:46:51.266 --> 01:46:52.426]  This is real.
[01:46:52.727 --> 01:46:53.467]  Don't miss out.
[01:46:53.787 --> 01:47:02.170]  Secure a Front Sight Defensive Handgun Course plus a 30 state concealed weapons permit for pennies on the dollar and get your free handgun.
[01:47:02.350 --> 01:47:04.531]  Go to FrontSight.com today.
[01:47:04.711 --> 01:47:08.212]  That's F-R-O-N-T-S-I-G-H-T dot com.
[01:47:08.412 --> 01:47:11.313]  Go to FrontSight.com for your training and free gun.
[01:47:31.772 --> 01:47:34.023]  Folks, here's why I'm so successful.
[01:47:34.646 --> 01:47:36.093]  So very, very upset.
[01:47:37.884 --> 01:47:39.085]  The globalists are making their move.
[01:47:39.105 --> 01:47:43.587]  They're in hundreds of newspapers announcing world government, you'll pay your carbon taxes to offshore banks.
[01:47:44.188 --> 01:47:47.750]  Time Magazine, Newsweek, New York Times all telling you how great it is.
[01:47:48.250 --> 01:47:51.712]  Everything we've been fighting for decades is now right out in the open happening.
[01:47:52.053 --> 01:47:55.475]  The socialized health care, the open borders, the anti-gun bills.
[01:47:55.915 --> 01:48:01.318]  The House and Senate, now it's in conference, have passed a bill saying no more free speech in America.
[01:48:01.358 --> 01:48:02.199]  They'll arrest you
[01:48:02.779 --> 01:48:06.940]  For what you say, even if it isn't calling for violence, if the government decides to.
[01:48:07.060 --> 01:48:09.180]  I mean, it's all really happening.
[01:48:09.880 --> 01:48:13.221]  And so, these are people that have been caught staging terror attacks before.
[01:48:13.261 --> 01:48:14.441]  This is a very corrupt group.
[01:48:15.242 --> 01:48:26.704]  And when they start building mass graves, building FEMA camps, federalizing local police, getting the military ready for martial law, having Homeland Security announce regular armies going to patrol America, this has all been announced.
[01:48:27.364 --> 01:48:34.951]  And then I get law enforcement, high-level sources saying, we don't know exactly what's coming, but it has to do with flu, and they say they're really going to drop the hammer.
[01:48:36.172 --> 01:48:37.854]  And then later all that comes out.
[01:48:38.415 --> 01:48:39.856]  Exactly what my sources told me.
[01:48:40.777 --> 01:48:47.803]  It's all up on Infowars.com and the story written by Curt Nemo, because Curt Nemo has links to all the mainstream reports where they're throwing it in your face.
[01:48:48.624 --> 01:48:50.926]  And they're going to tell people that it's the law to take it.
[01:48:51.006 --> 01:48:52.228]  It is not the law to take it.
[01:48:52.984 --> 01:49:00.526]  There's no law except an executive order, but there's no regular law to make your kids take flu shots or MMR or anything.
[01:49:01.846 --> 01:49:07.248]  Now, they're making their move on every front right now, and they're really gearing up with this flu.
[01:49:07.868 --> 01:49:10.209]  So, we've been trying to break it down.
[01:49:10.289 --> 01:49:12.209]  God knows what it is, but I agree with the doctor.
[01:49:12.509 --> 01:49:17.551]  Under top off, under NLE09, going on right now with FEMA and 14 foreign governments,
[01:49:19.480 --> 01:49:21.120]  In fact, Google that for folks if they don't believe me.
[01:49:22.161 --> 01:49:23.081]  NLE09.
[01:49:23.461 --> 01:49:24.741]  You'll be at FEMA.gov.
[01:49:25.162 --> 01:49:28.823]  It's the top link and it says foreign troops trying to take over America.
[01:49:29.143 --> 01:49:30.323]  Training to assist.
[01:49:30.663 --> 01:49:34.264]  They're just announcing incredible stuff like it's no big deal.
[01:49:35.905 --> 01:49:42.686]  It'd be like in the sports pages, just kind of calmly reporting a giant alien spacecraft landed in Central Park and nobody cares.
[01:49:42.966 --> 01:49:43.367]  There it is.
[01:49:43.447 --> 01:49:43.907]  FEMA.gov.
[01:49:44.983 --> 01:49:46.065]  National level exercise 09.
[01:49:46.846 --> 01:49:48.328]  Foreign troops in America.
[01:49:48.368 --> 01:49:49.190]  Third paragraph.
[01:49:49.810 --> 01:49:50.612]  This is real!
[01:49:51.573 --> 01:49:53.476]  Now is this a drill for the big one later?
[01:49:53.496 --> 01:49:54.257]  I don't know.
[01:49:55.461 --> 01:50:23.184]  but they're moving on every front and these people are bold and my gut the hairs on the back of my neck says watch your six jones so uh... going back to uh... david in texas is a medical doctor will jam in a few final i agree with you that under the n l e drills the top off drills they have local volunteers volunteer police firemen fema workers inoculating at sports stadiums remember two years ago i i in uh...
[01:50:24.798 --> 01:50:28.583]  Maryland, they told 2,000 school kids to show up and take shots or they'd be arrested.
[01:50:28.823 --> 01:50:37.714]  They were all crying with cops in riot gear, with police dogs barking, and they put it on CNN saying it's the law, you gotta take shots, another big hoax.
[01:50:39.135 --> 01:50:41.819]  I agree that that's what they've been beta testing for, make your point.
[01:50:43.285 --> 01:50:47.488]  My point would be that we need to keep our eye on the ball, and the ball is fear.
[01:50:47.868 --> 01:50:53.332]  They're driving us toward a choke point, and the choke point is the administration of this vaccine.
[01:50:53.793 --> 01:50:55.454]  We don't have a serious illness.
[01:50:55.494 --> 01:50:57.075]  We don't have a serious outbreak.
[01:50:57.456 --> 01:51:06.823]  We don't really have reasons for all these preparations, nor for the hundred million plus vaccines that have already been bought and paid for with tax dollars.
[01:51:07.663 --> 01:51:14.571]  No, there's a total immunity for any problems at all that arise from these vaccines.
[01:51:15.011 --> 01:51:16.613]  No one's going to be held responsible.
[01:51:16.933 --> 01:51:20.197]  And when bad things happen, it's going to be blamed on a couple of things.
[01:51:20.257 --> 01:51:22.860]  It'll be blamed on the fact, well, we didn't get to it soon enough.
[01:51:23.436 --> 01:51:27.239]  We didn't have a central organized government that could tell us what to do.
[01:51:27.659 --> 01:51:37.227]  And if doctors choose not to give this in large numbers, which they may well do, then they're going to be held accountable for that and blamed for any problems that come up.
[01:51:37.487 --> 01:51:42.211]  And it'll just be a further kindling on the fire for universal health care.
[01:51:42.691 --> 01:51:43.312]  All right, David.
[01:51:43.372 --> 01:51:43.892]  Great job.
[01:51:43.932 --> 01:51:44.453]  Great points.
[01:51:44.513 --> 01:51:45.554]  I totally agree with you.
[01:51:45.574 --> 01:51:48.656]  And I've talked to a lot of other medical doctors on and off air that said the same thing.
[01:51:48.676 --> 01:51:50.618]  They're all over the news saying the same thing.
[01:51:51.966 --> 01:51:54.147]  And saying it's clearly manufactured in a lab.
[01:51:54.948 --> 01:52:01.112]  Not to be deadly, but to scare regular virologists and epidemiologists that are looking at this thing.
[01:52:01.432 --> 01:52:02.653]  Folks, this is a PSYOP.
[01:52:02.753 --> 01:52:03.473]  We know that.
[01:52:03.954 --> 01:52:05.635]  We know they've been gearing up from beforehand.
[01:52:07.036 --> 01:52:09.657]  I just pray they're not really about to launch a bio-attack.
[01:52:09.738 --> 01:52:12.719]  But, swine flu killed a bunch of people in the 60s, in the 70s.
[01:52:13.180 --> 01:52:16.262]  They are setting a precedent here, ladies and gentlemen.
[01:52:16.582 --> 01:52:18.043]  The swine flu vaccine is what killed people.
[01:52:21.098 --> 01:52:23.821]  It is just so scary, and I really see him hyping it now.
[01:52:24.162 --> 01:52:25.803]  I got that sick feeling in my stomach.
[01:52:26.484 --> 01:52:28.206]  And here we go, into the fall.
[01:52:29.988 --> 01:52:31.790]  Let's talk to Chuck in North Carolina.
[01:52:31.830 --> 01:52:32.511]  Gotta go quick now.
[01:52:32.611 --> 01:52:33.452]  Chuck, thanks for holding.
[01:52:33.592 --> 01:52:33.912]  Welcome.
[01:52:35.174 --> 01:52:36.255]  Hey Alex, how you doing?
[01:52:36.595 --> 01:52:36.916]  Good, sir.
[01:52:38.243 --> 01:52:42.165]  Hey, I just wanted to let you know, man, we all support you.
[01:52:42.826 --> 01:52:44.807]  Real quick, a little praise for you.
[01:52:45.447 --> 01:52:49.550]  God rises people up through times in history, such as George Washington and others.
[01:52:49.950 --> 01:52:51.211]  I'm not trying to compare you to them.
[01:52:51.231 --> 01:52:52.151]  I know you don't like that.
[01:52:52.572 --> 01:52:57.895]  But all I want to let you know, man, is we need you, and I hope you're up to the task.
[01:52:58.015 --> 01:53:00.717]  And if you're not, well, we're in trouble.
[01:53:00.937 --> 01:53:04.339]  But keep it up, and that's all I got to say.
[01:53:04.861 --> 01:53:05.782]  Chuck, God bless you.
[01:53:05.942 --> 01:53:07.704]  Well, I don't want people to take that wrong.
[01:53:07.744 --> 01:53:11.927]  It's not that I don't admire Thomas Jefferson and George Washington and all those people.
[01:53:12.968 --> 01:53:14.890]  It's just that I have strength through being humble.
[01:53:15.230 --> 01:53:20.775]  And I realize, in hindsight, I could do a lot better job, and I try to, but I'm just human.
[01:53:21.656 --> 01:53:22.777]  And I'm so frustrated.
[01:53:22.797 --> 01:53:24.058]  I try to be professional.
[01:53:24.178 --> 01:53:26.340]  I try to do the best I can.
[01:53:26.420 --> 01:53:27.701]  I try to work as hard as I can.
[01:53:28.877 --> 01:53:35.606]  And I don't want people to get caught up in me and then not become George Washington themselves.
[01:53:35.626 --> 01:53:43.236]  I mean, if you want to compare me to a prophet, as a lot of folks do, because, you know, everybody's a prophet in their own day.
[01:53:43.256 --> 01:53:46.421]  I mean, if you help your neighbor change a tire, you're a prophet of good fortune.
[01:53:47.984 --> 01:53:50.425]  You can compare me to somebody like John the Baptist.
[01:53:51.306 --> 01:53:53.207]  I'm calling for you to stand up.
[01:53:53.307 --> 01:53:56.609]  I'm talking about those that are coming that are going to defeat this new world order.
[01:53:57.069 --> 01:54:01.111]  I'm calling for people to rise up and to resist.
[01:54:01.211 --> 01:54:02.752]  I'm calling for all of you to be leaders.
[01:54:03.232 --> 01:54:05.934]  I'm telling you about people that are coming and those people are you.
[01:54:05.994 --> 01:54:06.574]  Look in the mirror.
[01:54:07.745 --> 01:54:15.231]  And so I don't want people to get caught up in Alex Jones, because I can be arrested, I can be set up, I can be killed, and then we'll lose steam and momentum.
[01:54:15.611 --> 01:54:19.494]  But if it's about an idea of liberty and freedom, ideas are bulletproof.
[01:54:20.395 --> 01:54:22.216]  Let's talk to Teresa in North Dakota.
[01:54:22.236 --> 01:54:23.157]  Teresa, thanks for holding.
[01:54:23.177 --> 01:54:23.617]  Then Ruth.
[01:54:23.937 --> 01:54:24.618]  Go ahead, Teresa.
[01:54:25.427 --> 01:54:25.927]  Well, hello.
[01:54:25.947 --> 01:54:27.688]  I just want to thank you for everything that you do.
[01:54:27.909 --> 01:54:38.836]  And my daughter, right before she got pregnant with her first child, in order to get Medicaid, they told her that she would have to get the Gardasil chart or she wouldn't be eligible to get the Medicaid.
[01:54:39.016 --> 01:54:39.856]  Total lies!
[01:54:40.377 --> 01:54:41.417]  Total lies!
[01:54:42.098 --> 01:54:43.579]  And she don't want to listen.
[01:54:43.659 --> 01:54:47.101]  She had her daughter, my granddaughter, unvaccinated.
[01:54:47.241 --> 01:54:48.362]  I told her she shouldn't do it.
[01:54:48.882 --> 01:54:53.285]  Well, now she has this immune deficiency disorder now because of the
[01:54:55.012 --> 01:54:56.233]  No, it's definitely a bioweapon.
[01:54:57.293 --> 01:55:00.235]  See, we've gotten further down the line, ma'am.
[01:55:01.255 --> 01:55:05.618]  And so they're now soft kill testing weapons where openly people are dying.
[01:55:05.878 --> 01:55:08.299]  They're openly getting AIDS type diseases.
[01:55:09.019 --> 01:55:13.061]  They're openly being sterilized and no one's getting in trouble.
[01:55:13.521 --> 01:55:18.564]  And Merck has federal protection because a governor said it was mandatory.
[01:55:18.584 --> 01:55:19.464]  So that kicked in.
[01:55:19.964 --> 01:55:22.846]  And in fact, for people Google Gardasil deaths.
[01:55:23.326 --> 01:55:29.389]  And we'll show them on screen, ABC, NBC, and they open and these women still take their daughters out and get it.
[01:55:29.589 --> 01:55:32.470]  So excuse me, your granddaughter now has an autoimmune disease?
[01:55:33.231 --> 01:55:33.531]  Correct.
[01:55:34.892 --> 01:55:42.115]  And are the bastard, are the bastard clinic that made 900 bucks, that's why they lied and said take it, are those eugenicists?
[01:55:42.375 --> 01:55:43.836]  Well, they're just local pimps wanting money.
[01:55:45.476 --> 01:55:50.379]  But no, I'm begging her not to give, not to give her, not to take or give the daughter
[01:55:51.345 --> 01:55:51.945]  The flu shot.
[01:55:52.425 --> 01:55:54.686]  And she says, well, you know, I don't want her to die.
[01:55:54.766 --> 01:55:55.226]  I don't want to die.
[01:55:55.266 --> 01:55:56.066]  I don't want to get sick.
[01:55:56.386 --> 01:56:00.107]  But she, I keep telling her, the people that take the shot are the ones that are going to get sick.
[01:56:00.147 --> 01:56:01.468]  And she does not want to believe me.
[01:56:01.488 --> 01:56:06.029]  Those that tried to keep their lives lost and those that tried to give up their lives won them.
[01:56:06.909 --> 01:56:08.950]  Now, now, now, that's what the Gardasil does.
[01:56:08.970 --> 01:56:11.130]  It doesn't kill you, it gives you an autoimmune disorder.
[01:56:13.491 --> 01:56:14.852]  This is just unbelievable.
[01:56:14.872 --> 01:56:16.012]  Right.
[01:56:16.072 --> 01:56:19.953]  And in the state that I live in, last flu season when they had the flu shot, because
[01:56:21.112 --> 01:56:31.137]  To make it more convenient, they actually have drive-through shot places where you can, not even have to get out of your car, where you can drive through, roll up your sleeves and give you a shot right in your car.
[01:56:31.157 --> 01:56:44.884]  Oh yeah, ma'am, ma'am, people psychologically now are going and getting regular flu shots from last year's flu, totally worthless, just to feel good, and Walmart and others are doing forced inoculation drills, that's admitted, but, I mean,
[01:56:45.584 --> 01:56:52.126]  Does your daughter understand you can print off a hundred mainstream articles where the Gardashil's shot gives women autoimmune diseases?
[01:56:52.146 --> 01:56:55.967]  She goes in one ear and right out the other.
[01:56:56.207 --> 01:56:57.327]  And the clinic doesn't care.
[01:56:57.387 --> 01:56:58.827]  They got their 900 cashed.
[01:56:59.307 --> 01:56:59.547]  Right.
[01:57:00.468 --> 01:57:02.888]  And now, you know, her granddaughter's not even two years old yet.
[01:57:02.968 --> 01:57:03.588]  Hold on, hold on.
[01:57:05.069 --> 01:57:09.070]  Does she have red bloody spots all over because that's normally how it manifests?
[01:57:10.470 --> 01:57:13.631]  She got really sick and got a really high fever and got that rash, yes.
[01:57:14.349 --> 01:57:15.710]  Oh, they hit her and hit her hard.
[01:57:16.411 --> 01:57:21.254]  And they found out that she's got this, it's called like PMDD or PIDD or something like that.
[01:57:21.274 --> 01:57:26.357]  But now she's got this, it's an immune deficiency, and she's going to have it for the rest of her life.
[01:57:26.657 --> 01:57:31.641]  Well ma'am, have you read Holdren's book, The White House Science Czar, about how they want to sterilize your daughter?
[01:57:32.541 --> 01:57:33.122]  Your granddaughter?
[01:57:34.960 --> 01:57:37.401]  It's free on InfoWars.com and PrisonPlanet.com.
[01:57:37.661 --> 01:57:38.641]  We have it scanned in.
[01:57:39.361 --> 01:57:41.742]  You need to read how they did this.
[01:57:41.782 --> 01:57:43.122]  You need to know who your enemy is.
[01:57:43.442 --> 01:57:46.303]  Ladies and gentlemen, I'm in the middle of a hardcore science fiction nightmare.
[01:57:46.323 --> 01:57:47.924]  I didn't even get to all your calls.
[01:57:48.664 --> 01:57:52.465]  Again, you can Google Gardasil deaths, Gardasil autoimmune.
[01:57:52.745 --> 01:57:54.165]  I've had the women in studio.
[01:57:54.485 --> 01:57:55.706]  Blood starts pouring out.
[01:57:56.086 --> 01:57:58.946]  And again, they're just hitting us and hitting us hard.
[01:57:59.247 --> 01:58:00.067]  Great job, Krug.
[01:58:00.107 --> 01:58:00.647]  God bless you.
[01:58:02.349 --> 01:58:03.931]  Hello friends, this is Alex Jones.
[01:58:04.051 --> 01:58:08.718]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:58:08.778 --> 01:58:11.542]  We need to be independent, and food and water is the key.
[01:58:11.742 --> 01:58:14.626]  You'll never have to stand in a bread line if you have your own bread.
[01:58:14.786 --> 01:58:19.513]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[01:58:20.073 --> 01:58:21.894]  Folks, this is Alex Jones.
[01:58:22.214 --> 01:58:23.714]  Alex Jones cutting in here.
[01:58:24.034 --> 01:58:25.434]  We just ended the main radio transmission.
[01:58:25.454 --> 01:58:28.335]  I forgot to tell you, Burma starts its new three-hour Sunday show.
[01:58:28.655 --> 01:58:29.295]  Perfect timing.
[01:58:29.315 --> 01:58:30.776]  He can continue the whole swine flu.
[01:58:31.056 --> 01:58:32.596]  He's also got a Bohemian Grove special.
[01:58:32.836 --> 01:58:35.057]  He traveled to the Bohemian Grove Club in San Francisco.
[01:58:35.337 --> 01:58:37.677]  He just got back on the plane two hours ago.
[01:58:38.578 --> 01:58:46.059]  So the Burmster, complete with his Lilith shirt, is going to be in here starting in 30 seconds.
[01:58:46.099 --> 01:58:47.440]  So here we go, folks.
[01:58:47.460 --> 01:58:47.840]  Stay with us.
[01:58:48.660 --> 01:58:49.321]  Give him a call at 1-800-409-5633.
[01:58:49.341 --> 01:58:49.501]  Again, 800-409-5633.
