[00:00:09.810 --> 00:00:10.250]  Oh, Willie.
[00:19:20.816 --> 00:19:31.759]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[00:19:32.379 --> 00:19:33.679]  It's not about left or right.
[00:19:34.060 --> 00:19:35.420]  It's about a one-world government.
[00:19:35.916 --> 00:19:42.242]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:19:42.822 --> 00:19:50.609]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:19:51.089 --> 00:19:52.230]  The Obama Deception.
[00:19:52.671 --> 00:19:53.852]  The people strike back.
[00:19:57.153 --> 00:20:07.455]  The New World Order Beast is genetically modifying your food, mixing vegetables with animals, and now experimenting with viruses.
[00:20:08.335 --> 00:20:13.817]  Without a long-term food solution, you will have just two options.
[00:20:14.317 --> 00:20:15.617]  Starve or surrender.
[00:20:15.637 --> 00:20:18.318]  All canned food supplies will eventually run out.
[00:20:18.338 --> 00:20:19.078]  What then?
[00:20:25.516 --> 00:20:28.337]  Grow your own healthy food and feed your family forever.
[00:20:28.597 --> 00:20:32.758]  SurvivalistSeeds.com is now the nation's largest bulk heirloom seed company.
[00:20:32.898 --> 00:20:35.779]  And it's owned by a real patriot, Big John Lipscomb.
[00:20:35.859 --> 00:20:42.921]  You can now have an infinite amount of healthy vegetables like a watermelon, a bundle of carrots or tomatoes for a little more than a penny each.
[00:20:43.121 --> 00:20:44.882]  SurvivalistSeeds.com.
[00:20:45.002 --> 00:20:50.403]  And now you can go into business with Big John at SurvivalistSeeds.com by becoming an affiliate.
[00:20:50.583 --> 00:20:52.424]  See his link at SurvivalistSeeds.com.
[00:21:07.944 --> 00:21:09.084]  All right, folks, we are back.
[00:21:09.104 --> 00:21:16.906]  It's the Alex Jones Show, and we are just discussing this latest disgusting piece of police tragedy, really.
[00:21:16.966 --> 00:21:34.610]  I mean, when you have a police force that is this hell-bent on power that says, we are the authorities, that they will pull over an ambulance and try to forcefully arrest a man who is, again, attending to a very ill woman, you have a society that is beyond corrupt, that is beyond the pale.
[00:21:34.970 --> 00:21:36.090]  It's just shocking, Alex.
[00:21:37.743 --> 00:21:45.430]  Lourdes, as bad as that is, it's nothing compared to that they're in the news, local TV, defending the cops.
[00:21:46.050 --> 00:21:59.441]  You've got to pull that clip up, saying that I probably go ahead and charge the guy who has this cop in his face like an attack dog because he's trying to attend a woman with her frantic son there.
[00:21:59.561 --> 00:22:01.082]  I mean, this is insane.
[00:22:01.122 --> 00:22:02.203]  These people are insane.
[00:22:02.543 --> 00:22:04.265]  But then they come out and say no.
[00:22:04.813 --> 00:22:05.733]  You're insane.
[00:22:06.154 --> 00:22:12.236]  We're saying it's a crime to even talk back to us when you're trying to help someone in the back of an ambulance.
[00:22:12.856 --> 00:22:23.220]  And then it gets more insane because people email and call us saying we're bad because all they do is sit there, you know, literally groveling at the feet of the police state.
[00:22:23.280 --> 00:22:30.764]  Folks, people defend on national TV torture of people's wives and children in front of them.
[00:22:30.964 --> 00:22:34.265]  They admit with Sheikh Mohammed
[00:22:34.949 --> 00:22:35.089]  We're
[00:22:47.078 --> 00:22:49.039]  This is, the globalists are psychiatrists.
[00:22:49.179 --> 00:22:50.379]  That's who they mainly use.
[00:22:50.959 --> 00:22:55.000]  And this is meant to make everything so crazy, we feel like we're crazy.
[00:22:55.300 --> 00:23:11.224]  It'd be like if you came home and some psychopath had killed your wife and kids, and had intestines wrapped around their neck, with a dinner table set up with your chopped up family, and you walk in and you say, you know, I think you're a crazy scum, and they say, you're the one that's crazy, as they sit there eating your wife's eyeballs in front of you.
[00:23:11.584 --> 00:23:14.985]  You know, they're openly stealing everything, they're openly setting up youth brigades,
[00:23:15.916 --> 00:23:17.196]  But it's even crazier!
[00:23:17.456 --> 00:23:25.199]  Half the public says the Youth Brigade don't exist, as it shows them in military uniforms, marching on national TV ads.
[00:23:25.239 --> 00:23:26.559]  The public says it's not real.
[00:23:27.119 --> 00:23:29.140]  As the borders implode, they say it's not real.
[00:23:29.400 --> 00:23:33.401]  As CIA aircraft crash full of cocaine, it's admitted they're shipping the cocaine.
[00:23:33.421 --> 00:23:37.302]  People just say, well, that's good, still to put people in jail if they use government cocaine.
[00:23:37.782 --> 00:23:43.104]  I mean, I just can't take it anymore, Burma, to watch this video
[00:23:43.824 --> 00:23:47.406]  Of these insane demons and then they're not going to get in trouble.
[00:23:47.766 --> 00:23:49.246]  The EMT is.
[00:23:49.406 --> 00:23:52.187]  I mean, it's just, it's totally insane.
[00:23:52.248 --> 00:24:07.134]  But if there's a method to the madness, crazy like a fox, the establishment knows that they could set a precedent to torture children and say that that's mom and apple pie and say we're traitors because we're not for torturing children.
[00:24:07.394 --> 00:24:09.394]  They can do anything and they have.
[00:24:09.514 --> 00:24:13.196]  We are a nation that accepted killing 50 plus million babies.
[00:24:13.934 --> 00:24:14.797]  And that it wasn't murder?
[00:24:15.038 --> 00:24:18.087]  Or a nation that accepted having a private Federal Reserve that controls it?
[00:24:18.766 --> 00:24:20.087]  And set the precedent for that.
[00:24:20.127 --> 00:24:22.507]  We're a nation that has accepted federal domination.
[00:24:22.768 --> 00:24:27.209]  We're a nation that has accepted more and more until the public has just capitulated.
[00:24:27.529 --> 00:24:35.852]  And the establishment is standing over us, urinating on us, marking their territory, slapping us in the face, rubbing it in, saying, isn't that right, slave?
[00:24:35.892 --> 00:24:36.813]  Isn't that right, slave?
[00:24:37.253 --> 00:24:39.654]  And I tell you, the spirit of liberty is rising.
[00:24:40.234 --> 00:24:44.936]  The establishment, ladies and gentlemen, has listed veterans, gun owners, conservatives, Ron Paul supporters.
[00:24:45.507 --> 00:24:50.170]  As terrorists they have the army tracking us declassified when we have in the Fed rallies.
[00:24:50.570 --> 00:25:00.215]  This government is illegal and criminal and you cowards out there that defend this system, you cowards out there that have, I hope when we beat this thing,
[00:25:00.575 --> 00:25:10.538]  That a lot of you were brought to justice within the Bill of Rights and Constitution, but I also hope we remember who you are and that you were shunned everywhere and hated for the people that tried to bring in total tyranny.
[00:25:10.618 --> 00:25:15.880]  And I hope to God you don't win and have the tyranny you want, you group of sicko filth.
[00:25:16.060 --> 00:25:25.883]  But if I can do anything, I'm going to try to wake the people up and let them know what's happening and let them understand the reality of what's going on so we can beat you people because we're going downhill into tyranny.
[00:25:26.613 --> 00:25:28.596]  The story's over at InfoWars.com.
[00:25:29.056 --> 00:25:30.618]  Right now, it's the Alex Jones Show.
[00:25:30.898 --> 00:25:32.500]  Back after this with Lou Rockwell.
[00:25:32.681 --> 00:25:34.663]  PrisonPlanet.tv, InfoWars.com.
[00:25:38.068 --> 00:25:39.610]  Thank you for listening to GCN.
[00:25:40.551 --> 00:25:42.874]  Be sure to visit GCNlive.com today.
[00:25:46.010 --> 00:25:51.312]  What can you do to keep you and your family safe from the resistant new strains of deadly bacteria and viruses?
[00:25:51.852 --> 00:26:00.235]  Check out SupernaturalSilver.com today, or visit the link on InfoWars.com to find out more about this incredible new silver compound.
[00:26:00.435 --> 00:26:07.198]  The new silver solution is a natural antibiotic that is clinically tested to kill viruses, germs, bacteria, and yeast safely.
[00:26:07.538 --> 00:26:13.042]  This new technology has proven itself to be a formidable weapon against bio-threats of today and tomorrow.
[00:26:13.302 --> 00:26:19.287]  The new silver solution gel has been shown to disinfect topically and keep the area sanitized for up to four hours.
[00:26:19.607 --> 00:26:25.832]  The new silver solution is a highly effective potent nanoparticle solution that is lethal to bacteria, yeast, and viruses.
[00:26:26.252 --> 00:26:30.635]  Go to SupernaturalSilver.com and see the amazing line of products they have available.
[00:26:30.915 --> 00:26:33.938]  Check out the patented new silver solution today.
[00:26:34.298 --> 00:26:37.580]  Click on the link and check out the uses for new silver solution.
[00:26:37.980 --> 00:26:42.644]  Order this extra line of defense today by going to SupernaturalSilver.com.
[00:26:42.784 --> 00:26:44.965]  That's SupernaturalSilver.com today.
[00:26:48.588 --> 00:26:50.489]  Waging war on corruption.
[00:26:50.950 --> 00:26:53.732]  Alex Jones on the GCN Radio Network.
[00:27:00.191 --> 00:27:04.374]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:27:05.014 --> 00:27:05.835]  You want answers?
[00:27:06.595 --> 00:27:07.496]  Well, so does he.
[00:27:08.156 --> 00:27:11.839]  He's Alex Jones on the GCN Radio Network.
[00:27:12.339 --> 00:27:16.422]  And now, live from Austin, Texas, Alex Jones.
[00:27:29.420 --> 00:27:31.201]  Alright folks, we are back live.
[00:27:31.821 --> 00:27:33.162]  It's the Alex Jones Show.
[00:27:33.722 --> 00:27:39.486]  And of course, Alex on the line discussing the latest police madness up at Infowars.com.
[00:27:39.526 --> 00:27:41.467]  I mean, you have to see it to believe it.
[00:27:41.567 --> 00:27:43.108]  The thugs are on the loose, Alex.
[00:27:44.028 --> 00:27:52.213]  But I go back to the hundreds of other cases where they walk up and say somebody a hundred yards away can't video cops and then knock their teeth out.
[00:27:52.593 --> 00:27:56.435]  Or where a cop comes up to kids playing with a toy car
[00:27:57.597 --> 00:27:58.258]  I don't think so.
[00:28:12.867 --> 00:28:15.189]  I mean, I've seen thousands of these videos.
[00:28:15.310 --> 00:28:24.118]  I can't even... I mean, every millisecond, a new video I remember seeing pops into my head where they're hiring every scumbag, every thug, every control freak.
[00:28:24.679 --> 00:28:30.385]  And as the cops get a worse and worse image, the good cops are leaving, and pure scum, and filth, and mentally ill.
[00:28:30.965 --> 00:28:31.565]  Trash!
[00:28:31.965 --> 00:28:34.466]  Who thinks it's normal to stop an ambulance?
[00:28:34.486 --> 00:28:39.727]  I mean, I'm reading the mainstream news articles about this out of Oklahoma, and they're saying the officers are doing a great job.
[00:28:40.187 --> 00:28:41.947]  They're saying this is totally normal.
[00:28:42.287 --> 00:28:45.208]  They're saying that ambulances shouldn't speed.
[00:28:45.548 --> 00:28:49.189]  They're saying that the EMT needs to go to jail.
[00:28:49.509 --> 00:28:51.149]  I mean, this is mental illness!
[00:28:51.549 --> 00:28:55.250]  This is total and complete insanity!
[00:28:55.270 --> 00:28:58.631]  And that's why I'm ranting and raving even behind the scenes.
[00:28:58.671 --> 00:28:59.731]  I appreciate the great crew.
[00:29:00.492 --> 00:29:01.730]  Everybody out there.
[00:29:02.591 --> 00:29:08.213]  He was trying to help us get the word out on this, but I mean, to think about how they covered up how they shot that kid in the back.
[00:29:08.713 --> 00:29:14.195]  And then we finally get the video and they're beating him up as he dies for no reason.
[00:29:14.455 --> 00:29:20.177]  The cop shoots him in the back and then throws a fit that he shot him in the back, thinking, oh, I'm going to get in trouble for this.
[00:29:20.577 --> 00:29:23.038]  So he slams his head in the ground and stomps on him.
[00:29:23.438 --> 00:29:27.539]  I mean, this is what our dad is wrong to murder someone in cold blood.
[00:29:27.939 --> 00:29:30.320]  It's wrong to rape children in front of their parents.
[00:29:30.640 --> 00:29:35.221]  It's wrong to have foreign bankers and the Federal Reserve on TV saying they're above the law.
[00:29:35.781 --> 00:29:38.082]  I know that sounds radical and extreme to some of you.
[00:29:38.142 --> 00:29:40.343]  It's because you're under mind control.
[00:29:40.883 --> 00:29:42.843]  You know, this is brainwashing.
[00:29:43.184 --> 00:29:49.545]  I assure some new listeners out there, it's not normal to have police murder people and then cover it up.
[00:29:49.705 --> 00:29:51.986]  It's not normal to have a police state.
[00:29:52.086 --> 00:29:55.287]  It's not normal to have a New World Order and carbon taxes.
[00:29:55.667 --> 00:29:58.548]  It's not normal to have... This is not good.
[00:29:58.968 --> 00:30:00.008]  This is horrible!
[00:30:00.068 --> 00:30:00.988]  This is wrong!
[00:30:01.289 --> 00:30:06.830]  And everybody just stays in their houses, watching their TV shows, being conditioned that all of this is normal and acceptable.
[00:30:06.850 --> 00:30:17.912]  I mean, Bermas, what do you think about the fact that, and you showed the phones up at the Rockwell Tower, because we can open up our own phone systems, Genesis is down, the perennial problem.
[00:30:18.332 --> 00:30:25.354]  But, I mean, the issue here is, I mean, the issue here is, Bermas,
[00:30:26.300 --> 00:30:29.221]  Again, it's being taken to new levels of tyranny.
[00:30:29.721 --> 00:30:30.181]  Well, you know what?
[00:30:30.221 --> 00:30:31.522]  We had another story, Alex.
[00:30:31.542 --> 00:30:33.023]  We had another story just last week.
[00:30:33.043 --> 00:30:39.905]  This 15-year-old kid is on a bike playing cops and robbers with a plastic toy gun with his friends.
[00:30:40.185 --> 00:30:42.526]  They shoot him and then they cuff him afterwards.
[00:30:42.686 --> 00:30:46.488]  Listen, they shot him and then they cuffed him after they realized it was a toy gun.
[00:30:46.508 --> 00:30:47.728]  You know, what is this?
[00:30:47.748 --> 00:30:51.770]  And then you have the eyewitnesses going, I can't believe they just let him lie there bleeding.
[00:30:51.830 --> 00:30:52.770]  That's the mental illness.
[00:30:53.010 --> 00:30:53.771]  That's the mental illness.
[00:30:53.791 --> 00:30:56.092]  I told you in those videos of them breaking pro-lifers' arms.
[00:30:56.612 --> 00:30:58.473]  They then beat them after they break your arm.
[00:30:58.533 --> 00:31:00.114]  It's like, oh, you got a toy.
[00:31:00.415 --> 00:31:01.255]  Oh, I shot you.
[00:31:01.615 --> 00:31:03.797]  I'm going to go ahead and cuff you and hope you bleed to death.
[00:31:04.097 --> 00:31:06.738]  That was like that Carnaby guy, CIA down in Houston.
[00:31:07.039 --> 00:31:09.900]  The cops execute him clearly on a hit team inside the department.
[00:31:09.920 --> 00:31:10.701]  We know they have one.
[00:31:11.201 --> 00:31:14.445]  And then they cuff him and hold medical attention back until he dies.
[00:31:14.765 --> 00:31:15.326]  That's what I mean.
[00:31:15.346 --> 00:31:22.854]  They're openly going to be lining us up and shooting us soon and they'll have all these little minions in the police department on the message boards going, good.
[00:31:23.115 --> 00:31:24.997]  It's good to lie to Americans about the machine gun.
[00:31:26.098 --> 00:31:29.881]  You already have this guy who is a commentator on Fox News.
[00:31:29.921 --> 00:31:31.482]  He's a military veteran.
