[00:00:00.009 --> 00:00:01.150]  Great videos we carry.
[01:30:16.303 --> 01:30:17.484]  There is no God.
[01:30:17.704 --> 01:30:18.785]  And see, here's the deal.
[01:30:19.685 --> 01:30:21.066]  The Soviets were atheists.
[01:30:21.887 --> 01:30:23.868]  And the issue is, you don't have to believe in God if you don't want to.
[01:30:24.228 --> 01:30:27.991]  The issue is, they come after you and arrest you if you do.
[01:30:29.403 --> 01:30:34.305]  And they've now introduced the bills that have passed the House and is in the Senate.
[01:30:35.605 --> 01:30:41.567]  The federal hate crimes bill has a longer title dealing with federalizing local law enforcement.
[01:30:42.207 --> 01:30:46.649]  And it doesn't just say that if you criticize somebody the state will decide and come arrest you.
[01:30:47.249 --> 01:30:52.371]  If what you said could have been hurtful or upsetting or if they say it intimidated them.
[01:30:53.871 --> 01:30:56.453]  It's also about federalizing local police.
[01:30:56.473 --> 01:30:57.773]  That's what the bill does.
[01:30:58.574 --> 01:31:01.736]  To where now their number one job is what you're saying, what you're doing.
[01:31:02.036 --> 01:31:09.460]  So they can now give the police a political lexicon to be political commissars over the society.
[01:31:11.542 --> 01:31:15.864]  Political police, when we say the commissar, that was the commissariat in Russia.
[01:31:17.225 --> 01:31:19.767]  Going around, they had hate crimes there too.
[01:31:20.905 --> 01:31:22.126]  And so everything's going to pass.
[01:31:22.166 --> 01:31:35.755]  The total Federal Reserve takeover of society, the banking takeover, through that, the environmental takeover with the carbon tax, the open borders to destroy the sovereignty of the country, the hate crimes bills restrict free speech.
[01:31:36.536 --> 01:31:38.197]  It's all happening right now.
[01:31:38.257 --> 01:31:39.578]  The federalization of water.
[01:31:40.098 --> 01:31:40.878]  They're taking over.
[01:31:40.898 --> 01:31:41.679]  It's a revolution.
[01:31:42.159 --> 01:31:43.060]  We're on the march.
[01:31:43.540 --> 01:31:45.141]  The empire's on the run.
[01:31:46.082 --> 01:31:48.744]  Alex Jones and the GCN Radio Network.
[01:31:51.684 --> 01:31:56.668]  This is Alex Jones with five good reasons you should consider buying a solar power generator this summer.
[01:31:56.888 --> 01:32:00.672]  Number one, new climate legislation could easily double or triple your electric bill.
[01:32:00.912 --> 01:32:06.517]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[01:32:06.817 --> 01:32:11.681]  It's true, total government control of electricity in the name of smart grid technology is coming.
[01:32:11.881 --> 01:32:12.382]  Number three,
[01:32:12.782 --> 01:32:18.225]  In some areas of the country, the power grid is dangerously overloaded, especially with the high demand summer months ahead.
[01:32:19.085 --> 01:32:21.726]  The hurricane and dangerous summer storm season is here again.
[01:32:21.986 --> 01:32:26.188]  Every year, thousands of families lose their power from weather-related outages.
[01:32:26.508 --> 01:32:30.110]  A solar power generator provides powerful backup insurance and peace of mind.
[01:32:30.350 --> 01:32:35.855]  Folks, I really believe in the solar power generators offered by Solutions from Science, a longtime sponsor of ours.
[01:32:36.075 --> 01:32:40.639]  You can get more information at www.mysolarbackup.com.
[01:32:40.780 --> 01:32:42.321]  That's mysolarbackup.com.
[01:32:42.561 --> 01:32:44.883]  Remember, the government doesn't own the sun yet.
[01:32:45.124 --> 01:32:47.766]  So go to mysolarbackup.com or call toll free 877-327-0365.
[01:32:51.269 --> 01:32:52.370]  This is Alex Jones.
[01:32:52.650 --> 01:32:54.430]  Have you heard of the Millionaire Patriot?
[01:32:54.650 --> 01:32:55.291]  Well, you should.
[01:32:55.631 --> 01:32:59.873]  He has a free handgun and five days of firearms training waiting for you.
[01:33:00.113 --> 01:33:00.593]  That's right.
[01:33:00.913 --> 01:33:09.377]  You can attend five days of world-class gun training at Front Sight Firearms Training Institute and secure a 30-state concealed weapons permit.
[01:33:09.577 --> 01:33:10.817]  All for pennies on the dollar.
[01:33:10.937 --> 01:33:12.078]  Plus, if you act fast.
[01:33:12.298 --> 01:33:17.921]  The Millionaire Patriot will give you a free Springfield Armory XV pistol in the caliber of your choice.
[01:33:18.281 --> 01:33:24.805]  I believe now is the time that you and your family need to be armed and trained to levels that exceed law enforcement and military standards.
[01:33:25.165 --> 01:33:30.368]  Front Sight provides such training without any boot camp mentality or drill instructor attitudes.
[01:33:30.688 --> 01:33:31.828]  This is real.
[01:33:32.149 --> 01:33:32.889]  Don't miss out.
[01:33:33.209 --> 01:33:40.073]  Secure a Front Sight defensive handgun course plus a 30 state concealed weapons permit for pennies on the dollar.
[01:33:51.955 --> 01:34:01.057]  Did you know that it's a documented fact 80% of all Americans and 85% of people around the world suffer from internal parasites and parasitic infection?
[01:34:01.237 --> 01:34:09.238]  You may be one of millions of people suffering from one of dozens of debilitating chronic diseases from these parasites and your doctor would never know it.
[01:34:09.738 --> 01:34:09.878]  Correct.
[01:34:09.898 --> 01:34:13.899]  Clinically detected parasites account for only 1% of all cases.
[01:34:13.979 --> 01:34:16.599]  Don't continue to suffer from pain due to misdiagnosis.
[01:34:16.739 --> 01:34:28.042]  Now you can fight internal parasites, heavy metal poisoning, and high cholesterol naturally and safely by mixing fossilized phytoplankton powder, also known as FPP, with your favorite beverage once a day.
[01:34:28.302 --> 01:34:34.483]  FPP is used around the world, has numerous uses, and is now available to you from Freshwater Organics.
[01:34:34.743 --> 01:34:38.464]  FPP strengthens skin, hair, and bones, lowers cholesterol, and is an
[01:34:38.664 --> 01:34:42.487]  Excellent source of natural plant-based silica with 14 trace minerals.
[01:34:42.627 --> 01:34:45.449]  Order some today at FreshWaterOrganics.com.
[01:34:45.569 --> 01:34:47.771]  Again, that's FreshWaterOrganics.com.
[01:34:47.911 --> 01:34:49.012]  Or call 888-949-3570.
[01:34:49.292 --> 01:35:03.322]  I promise to get into this chemtrail news that's coming up.
[01:35:03.382 --> 01:35:05.003]  Let's get to your calls right now.
[01:35:05.284 --> 01:35:06.905]  Danny in Texas, go ahead, welcome.
[01:35:08.689 --> 01:35:11.630]  Hey Alex, good to hear from you, good to hear your show.
[01:35:11.650 --> 01:35:16.152]  A couple of quick points and a question, if you'll stay with me just a second.
[01:35:16.852 --> 01:35:23.354]  I'll qualify the first one by saying I'm not just buttering you up so you'll give me time on the radio.
[01:35:23.995 --> 01:35:31.177]  I would really covet an hour of conversation with just you, because I can't even get my wife to talk to me about this stuff.
[01:35:31.217 --> 01:35:35.639]  But anyway, it's an absolute priceless
[01:35:36.281 --> 01:35:37.281]  Anyway, I was reading
[01:36:06.164 --> 01:36:09.206]  A little booklet that my wife got me.
[01:36:09.326 --> 01:36:14.508]  It's entitled The Declaration of Independence and the Constitution of the United States.
[01:36:15.049 --> 01:36:17.050]  And so that brings me to my second point.
[01:36:17.090 --> 01:36:20.872]  I'd like to challenge anyone out there that's listening today.
[01:36:21.112 --> 01:36:31.097]  If you can read the Declaration of Independence and or the preamble of the Constitution and not get chills up and down your spine,
[01:36:31.701 --> 01:36:34.962]  And or get angry about what's going on in our country today.
[01:36:35.342 --> 01:36:37.262]  You mean the Al-Qaeda tuition?
[01:36:38.602 --> 01:36:39.423]  Right, right.
[01:36:40.243 --> 01:36:44.784]  But I would think, I would certainly say that your patriot is probably dead.
[01:36:46.544 --> 01:36:47.584]  No, I agree with you a bit.
[01:36:47.604 --> 01:36:51.605]  Because when you read the Declaration of Independence, all the same stuff is happening today.
[01:36:53.125 --> 01:36:54.405]  Yeah, exactly right.
[01:36:55.006 --> 01:36:56.586]  And that brings me to my question.
[01:36:59.223 --> 01:37:01.704]  What is it that could be done?
[01:37:01.744 --> 01:37:06.967]  I mean, are these people all hedged off to where they can't be sued or arrested?
[01:37:07.007 --> 01:37:17.492]  Because it clearly says in the First Amendment to the Constitution, Congress shall make no laws, dot, dot, dot, you know, and it finishes the First Amendment.
[01:37:17.893 --> 01:37:19.053]  And, you know, it's nothing new.
[01:37:19.093 --> 01:37:22.715]  They've been doing that forever, but I mean, now they've really gotten to a point where
[01:37:23.326 --> 01:37:25.468]  It's self-destructive.
[01:37:25.508 --> 01:37:29.331]  It's going to do completely away with the First Amendment.
[01:37:29.351 --> 01:37:32.093]  This is what our country was founded on.
[01:37:32.133 --> 01:37:34.275]  This is what makes this country great.
[01:37:34.315 --> 01:37:38.298]  This is what we should go by for laws in our country.
[01:37:38.879 --> 01:37:41.601]  For them to just basically wipe their behinds with it,
[01:37:42.023 --> 01:37:54.512]  It makes me curious, it makes me want to... You know, I don't... Well, then if you try to stop them from wiping their behinds with the Constitution, they then call you a terrorist, and that's what the DHS reports are about.
[01:37:54.892 --> 01:38:00.356]  And that's the one big thing the globalists have on their side, is they are not short on bold.
[01:38:00.736 --> 01:38:05.279]  They got plenty of boldness, plenty of chutzpah, bravado, whatever you want to call it.
[01:38:05.299 --> 01:38:10.323]  They are very arrogant, a lot of hubris, and a few other choice words I can think of.
[01:38:11.567 --> 01:38:17.789]  To start teaching kids that there are no seasons?
[01:38:18.730 --> 01:38:23.211]  And to start teaching kids that it's normal to spy on your parents?
[01:38:23.331 --> 01:38:26.392]  I mean, it's all just over-the-top tyranny.
[01:38:26.952 --> 01:38:29.793]  And what tyrants do is, they come in and they practice tyranny.
[01:38:29.813 --> 01:38:33.435]  And if they can spy on people without warrants, well, they can ban the First Amendment.
[01:38:34.215 --> 01:38:39.597]  And if they can go in and federalize most of the preachers, and get them on an intelligence operation payroll,
[01:38:41.377 --> 01:38:48.362]  The problem is the government's organized, it's centralized, it's able to make mass changes, even if it's unpopular, even if it's criminal.
[01:38:48.922 --> 01:38:57.367]  We have to all locally sue them, speak out against them, say no, get really aggressive with government, and we've had a lot of victories against them.
[01:38:57.387 --> 01:39:08.515]  I mean, as bad as things are, things would be a lot worse if we hadn't been fighting them all along, but we also have to get all these comfortable people that don't think it's their job
[01:39:09.395 --> 01:39:15.501]  Folks are so selfish nowadays and so self-centered, they won't even get up off their fat butts to protect themselves.
[01:39:16.402 --> 01:39:23.969]  And so the next best thing we can do is say, OK, everything's going to collapse because you have this lackadaisical jackass attitude.
[01:39:24.369 --> 01:39:32.456]  And when it does collapse, don't blame the people that are still free market and still own some property and can still live their lives self-sufficiently.
[01:39:32.717 --> 01:39:34.638]  Because see, the howling mob of scum
[01:39:35.379 --> 01:39:37.280]  They're going to be the weapon the new order uses.
[01:39:37.340 --> 01:39:38.481]  That's the big dirty secret.
[01:39:38.981 --> 01:39:49.228]  After the globalists are done collapsing things, the average scumbag out there is going to go suck their boots and prostrate themselves down before them and beg even more and grovel.
[01:39:49.248 --> 01:39:51.510]  Because that's all they know at a bestial level.
[01:39:51.790 --> 01:40:00.316]  And then the establishment's going to say, your enemies, those gun owners, those conservatives, those Christians, those liberals, those landowners, those... Get them!
[01:40:00.556 --> 01:40:01.637]  And the public's just going to go,
[01:40:03.140 --> 01:40:06.926]  And they'll put on a little, you know, it's like the Soviet Union or like a third world country.
[01:40:06.946 --> 01:40:11.854]  They're going to put on, you take a dumb, lazy scumbag who's watched TV their whole lives.
[01:40:11.874 --> 01:40:13.517]  You give them a machine gun and a uniform.
[01:40:13.717 --> 01:40:16.061]  They're ready to murder their neighbors and make excuses.
[01:40:16.281 --> 01:40:17.022]  It's a green tax.
[01:40:18.271 --> 01:40:23.558]  You know, it's, it's, oh, we're taking your kids, you, you know, the neighbor said they saw something, ah, sell the kids, ha ha!
[01:40:23.838 --> 01:40:29.286]  You know, it's just, it's, you know, now Texas police just pull people over and go, give me the cash, ha ha!
[01:40:29.646 --> 01:40:32.931]  And then, and then they go on TV and go, we take your money, ha ha ha!
[01:40:33.311 --> 01:40:39.232]  You know, I mean, it's just, it's like Chicago, where the police are openly corrupt and openly, they are the mafia.
[01:40:39.672 --> 01:40:41.813]  And so we just, we're turning into Mexico.
[01:40:42.193 --> 01:40:47.834]  And if we roll over like they do in Mexico to corruption, or we roll over like they did in Germany, we're going to be total slaves.
[01:40:47.894 --> 01:40:48.714]  I appreciate your call.
[01:40:50.794 --> 01:40:51.874]  Bill in Wisconsin.
[01:40:51.894 --> 01:40:52.735]  Bill, you're on the air.
[01:40:53.735 --> 01:40:55.735]  Yeah, Alex, how are you today?
[01:40:56.395 --> 01:40:57.315]  I'm doing all right, Bill.
[01:40:57.335 --> 01:40:58.036]  What's on your mind?
[01:40:58.596 --> 01:41:00.536]  Well, a couple of things.
[01:41:01.243 --> 01:41:21.600]  First of all, you were talking about the opium over there in Afghanistan, and I saw flashed across the news, you know, how they streamed that about a week to ten days ago, where Holbrook, you know, the fellow that's in the Bilderberger... Yeah, he's the Opium Don.
[01:41:21.640 --> 01:41:24.102]  He's the Opium Czar over the plantations.
[01:41:24.322 --> 01:41:24.603]  Right.
[01:41:24.703 --> 01:41:29.547]  He made the statement that eradication will not work.
[01:41:30.120 --> 01:41:38.167]  Therefore, they're giving up eradication of the opium because it would drive the farmers into the arms of the Taliban.
[01:41:46.673 --> 01:41:55.840]  They can't deny the government deals all the drugs now, so they just came out and said, well the army does protect the opium, and it does, and the army, U.S.
[01:41:55.920 --> 01:42:01.343]  Army does allow them to sell it, because that way the Taliban doesn't get to make the money.
[01:42:01.383 --> 01:42:08.709]  So now, yes we ship, they even tell the troops, yes we ship the opium into America, we go ahead and arrest you when you use it though.
[01:42:09.389 --> 01:42:11.430]  But it's so the Taliban doesn't get the money.
[01:42:11.730 --> 01:42:13.790]  And that's the CIA, excuse me, 50 years ago.
[01:42:14.131 --> 01:42:16.791]  We're going to run the cocaine into America because there's a market.
[01:42:17.132 --> 01:42:17.752]  People want it.
[01:42:17.792 --> 01:42:20.673]  Besides, you guys want $5 million houses on Maui, right?
[01:42:21.393 --> 01:42:22.353]  It's for America.
[01:42:22.373 --> 01:42:23.574]  We're fighting communism.
[01:42:24.034 --> 01:42:26.495]  We can't let the communists make all that money.
[01:42:27.415 --> 01:42:28.436]  So we gotta do it.
[01:42:28.596 --> 01:42:29.696]  Hold on.
[01:42:30.157 --> 01:42:33.179]  Somebody's gotta do it, Bill, for America.
[01:42:33.759 --> 01:42:44.105]  And somebody's gotta own the private prisons off the laundered drug money to put your kids in it, so we bring in the heroin and we put you in our own prison?
[01:42:44.525 --> 01:42:46.307]  Because we're red, white, and blue, Bill!
[01:42:47.988 --> 01:42:51.470]  But I heard them on BBC admit it, but they said, well,
[01:42:52.190 --> 01:42:52.750]  The U.S.
[01:42:52.790 --> 01:42:55.751]  has an ingenious program so the Taliban doesn't get a foothold.
[01:42:56.132 --> 01:43:00.793]  The United States guards it and allows it to come to, and allows the farmers to have a little money.
[01:43:00.853 --> 01:43:01.494]  It's a U.S.
[01:43:01.534 --> 01:43:02.274]  welfare system.
[01:43:02.594 --> 01:43:06.075]  What they don't tell you is the warlords all own those different sectors.
[01:43:06.375 --> 01:43:06.916]  The U.S.
[01:43:06.976 --> 01:43:08.076]  made deals with them.
[01:43:08.316 --> 01:43:10.917]  The Taliban runs it.
[01:43:10.977 --> 01:43:14.359]  That's why the Taliban made the deal with the United States in 79.
[01:43:14.419 --> 01:43:15.299]  Brzezinski brags.
[01:43:15.519 --> 01:43:17.620]  We said, we'll take all the schmack you got.
[01:43:18.660 --> 01:43:20.022]  They all have little palaces.
[01:43:20.042 --> 01:43:22.344]  They don't show those on the news, but it's admitted they have them.
[01:43:22.364 --> 01:43:23.105]  I've seen photos.
[01:43:23.745 --> 01:43:25.227]  You can have your castles and palaces.
[01:43:25.287 --> 01:43:28.890]  We'll ship it into our whore public, just like with the Vietnamese.
[01:43:28.910 --> 01:43:30.832]  We'll sell our troops the heroin.
[01:43:30.852 --> 01:43:31.953]  They'll come home and get on it.
[01:43:32.274 --> 01:43:33.315]  We hate our people.
[01:43:33.375 --> 01:43:34.136]  We are scum.
[01:43:34.516 --> 01:43:37.018]  And the Taliban said, Heil Hitler!
[01:43:37.098 --> 01:43:37.679]  Hell yes!
[01:43:38.019 --> 01:43:39.701]  We want to sell our opium to you.
[01:43:40.001 --> 01:43:40.862]  And the rest is history.
[01:43:40.902 --> 01:43:41.202]  I'm sorry.
[01:43:41.222 --> 01:43:41.483]  Go ahead.
[01:43:42.435 --> 01:43:42.675]  All right.
[01:43:43.055 --> 01:43:44.896]  Well, anyway... No, that's how it works.
[01:43:44.937 --> 01:43:45.837]  That's how this works.
[01:43:45.897 --> 01:43:46.778]  Is it not sick?
[01:43:47.238 --> 01:43:47.638]  Is it not?
[01:43:47.798 --> 01:43:49.899]  They just admit now the government ships it in.
[01:43:50.240 --> 01:43:51.820]  You're not with Al-Qaeda, are you, Bill?
[01:43:53.281 --> 01:43:55.042]  We gotta bring heroin in, Bill!
[01:43:55.362 --> 01:43:56.903]  It's to fight Al-Qaeda, Bill!
[01:43:58.304 --> 01:44:03.227]  Anyway, you know, when you were on the air here in central Wisconsin,
[01:44:04.008 --> 01:44:04.749]  I called in.
[01:44:04.829 --> 01:44:06.410]  In fact, I had a lot to do with it.
[01:44:06.490 --> 01:44:07.851]  I remember you on that show.
[01:44:07.911 --> 01:44:08.631]  You did call in.
[01:44:08.671 --> 01:44:13.074]  I was going to say that, but I thought I would dispense with the pleasantries and get right to interrupting you, Bill.
[01:44:13.595 --> 01:44:15.056]  Yeah, which you're good at.
[01:44:15.076 --> 01:44:17.017]  I am the champion.
[01:44:17.297 --> 01:44:17.938]  I'm just joking.
[01:44:17.958 --> 01:44:18.939]  Go ahead, Bill.
[01:44:18.979 --> 01:44:19.859]  You do a good job.
[01:44:19.899 --> 01:44:25.343]  But anyway, they had Jerome Courcy on recently, and I brought up these same points.
[01:44:26.424 --> 01:44:30.907]  And then he's got an EVE book out.
[01:44:31.630 --> 01:44:33.851]  About how we have to attack Iran.
[01:44:33.911 --> 01:44:44.457]  So I jumped all over him, and I think he brings up a lot of good points, but he is not definitely on our side.
[01:44:45.298 --> 01:44:57.445]  He suggested people get Glenn Beck's book and get Michael Levine's book and all of this, and I said, these are all neocompositions.
[01:44:58.573 --> 01:44:59.614]  No, no, it's pretty clear.
[01:44:59.634 --> 01:45:01.155]  I mean, I mean, I've had Corsi on.
[01:45:01.215 --> 01:45:04.637]  Corsi is like a different person each interview he's on.
[01:45:04.657 --> 01:45:12.542]  And let me tell you, I think if you scratched Dr. Corsi, you might find something, you know, wearing a uniform underneath it.
[01:45:12.582 --> 01:45:14.283]  But you know what?
[01:45:15.744 --> 01:45:16.604]  I don't know what you do.
[01:45:16.804 --> 01:45:19.346]  You know, I mean, the globalists are taking over the planet.
[01:45:19.586 --> 01:45:21.487]  They're slapping us around and it's disgusting.
[01:45:24.409 --> 01:45:25.629]  I am a town chairman.
[01:45:26.290 --> 01:45:28.011]  I am also on the county board.
[01:45:28.556 --> 01:45:45.549]  I've gotten resolutions passed against legal and illegal drug abuse, against depleted uranium, against the Clean Water Restoration Act, against all of the legislation on the gardens and the organic farming.
[01:45:46.610 --> 01:45:54.816]  I got one supporting Ron Paul's resolution and his attempts to audit the Federal Reserve.
[01:45:55.157 --> 01:45:56.778]  I've gotten all of that passed.
[01:45:58.678 --> 01:46:05.303]  I've gone to the local sheriff who lives in the town that I'm a town chairman, given him the DVDs.
[01:46:05.784 --> 01:46:08.226]  He is aware of all of these situations.
[01:46:08.646 --> 01:46:14.851]  He has told me point blank that if the order comes to confiscate guns, he will not do so.
[01:46:15.427 --> 01:46:20.630]  Well, if other people would run for County Commissioner or City Councilman, like you've done, we'd save this country.
[01:46:20.650 --> 01:46:21.431]  That's what I keep saying.
[01:46:21.791 --> 01:46:30.177]  They focus us on these stupid Palin vs. Obama, you know, situations, instead of the local areas where the power is.
[01:46:30.477 --> 01:46:33.198]  That's where the globalists are coming in and buying folks off regionally.
[01:46:33.519 --> 01:46:34.399]  Good to hear from you, Bill.
[01:46:35.920 --> 01:46:37.421]  You know, I promised to play this.
[01:46:37.481 --> 01:46:38.322]  It's ten minutes long.
[01:46:38.362 --> 01:46:39.903]  It's up on Infowars.com.
[01:46:40.563 --> 01:46:42.544]  The reason it's important, I can't find the tape.
[01:46:42.745 --> 01:46:44.386]  Similar newscast about Austin.
[01:46:45.171 --> 01:46:47.812]  Where they were spraying people, and everybody was getting sick.
[01:46:48.332 --> 01:46:50.353]  But the point is, this is not an unsolved mystery.
[01:46:50.733 --> 01:46:52.094]  This is declassified.
[01:46:52.694 --> 01:47:03.938]  That the government delivers different chemicals and biologicals in these jails, and at the end of the piece, I don't know if we'll have time to play that, at the end of the piece, they admit, oh, could it be a government inoculation?
[01:47:05.239 --> 01:47:10.961]  I'm sorry folks, these are eugenicists that are running things on record, so, no, it's not inoculation.
[01:47:12.042 --> 01:47:12.982]  You want to wonder why
[01:47:14.623 --> 01:47:20.408]  50 years ago it was like finding a leprechaun to find a kid who had cancer and now every street corner's got some kid dying of it.
[01:47:20.888 --> 01:47:23.491]  You know, go up and down the street and everybody's got their kids dying on you.
[01:47:24.191 --> 01:47:26.293]  It's the stuff they're putting in the water and the food and the air.
[01:47:26.333 --> 01:47:28.355]  These are control freak, eugenicists.
[01:47:28.615 --> 01:47:31.497]  But here's a little clip from Unsolved Mysteries from over a decade ago.
[01:47:31.537 --> 01:47:31.937]  Here it is.
[01:47:33.699 --> 01:47:34.379]  The blob.
[01:47:35.480 --> 01:47:38.283]  It came from the skies to wreak havoc on the earth.
[01:47:39.384 --> 01:47:41.986]  Strange blob-like droplets that look something like this.
[01:47:43.482 --> 01:47:52.208]  It sounds like a bad science fiction movie, but for a small town in the Pacific Northwest, there was nothing entertaining or fictional about the scourge that befell them in 1994.
[01:47:54.389 --> 01:48:01.594]  Six times it rained down from above, leaving dozens of local residents ill and several pets and small animals dead.
[01:48:05.356 --> 01:48:07.878]  It all happened in Oakville, Washington, population 665.
[01:48:10.216 --> 01:48:15.897]  Here in Oakville, clouds fill the sky daily, bringing rain some 275 days a year.
[01:48:18.738 --> 01:48:24.339]  So when it began pouring on the morning of August 7th, 1994, no one was particularly concerned.
[01:48:25.159 --> 01:48:27.480]  Until they realized it wasn't raining rain.
[01:48:28.320 --> 01:48:30.881]  It was raining tiny blobs of gelatinous goo.
[01:48:32.121 --> 01:48:37.442]  It came down in torrents, blanketing 20 square miles, and brought with it something of a plague.
[01:48:39.079 --> 01:48:43.560]  I got sick, my wife got sick, my daughter, everybody that lived here got sick.
[01:48:43.701 --> 01:48:48.262]  Everybody in the whole town came down with like a flu, only it was a really hard flu.
[01:48:48.322 --> 01:48:51.823]  It didn't last like seven days, it lasted like seven weeks, two or three months.
[01:48:53.504 --> 01:48:57.245]  A local policeman was among the first to report the perplexing precipitation.
[01:48:58.125 --> 01:49:01.826]  Officer David Lacey was on patrol with a civilian friend at 3 a.m.
[01:49:02.127 --> 01:49:03.247]  when the downpour began.
[01:49:06.561 --> 01:49:07.602]  What's on the window there?
[01:49:07.622 --> 01:49:08.763]  I don't know.
[01:49:10.044 --> 01:49:13.627]  What I'm building up, is that inside the car?
[01:49:13.667 --> 01:49:20.052]  We turned our windshield wipers on, and it just started smearing to the point where we could almost not see.
[01:49:20.072 --> 01:49:24.596]  And we both looked at each other and we said, you know, Jesus isn't right.
[01:49:24.656 --> 01:49:29.039]  I mean, we're out in the middle of nowhere, basically, and where did this come from?
[01:49:32.002 --> 01:49:35.305]  Officer Lacey pulled into a gas station to de-goo his windshield.
[01:49:36.147 --> 01:49:39.069]  As an added precaution, he put on a pair of latex gloves.
[01:49:43.132 --> 01:49:44.733]  The substance was very mushy.
[01:49:45.914 --> 01:49:48.596]  It's almost like if you had jello in your hand.
[01:49:49.577 --> 01:49:52.519]  And, you know, you could pretty much squish it through your fingers.
[01:49:54.000 --> 01:49:58.424]  We knew it wasn't something that we would normally see because we had never experienced it before.
[01:49:59.184 --> 01:50:05.309]  So we did have some bells go off in our heads that basically said that this isn't right, this isn't normal.
[01:50:07.338 --> 01:50:09.739]  Local resident Dottie Hearn was equally baffled.
[01:50:10.659 --> 01:50:15.481]  By the time she stepped outside that morning, the storm had ended, but the blobs were everywhere.
[01:50:17.261 --> 01:50:20.862]  It looked like hail, laying on top of a wood box and everywhere else.
[01:50:22.383 --> 01:50:28.745]  So I just went over and I touched it and it wasn't hail, it was a gelatinous-like material.
[01:50:32.006 --> 01:50:35.887]  By mid-afternoon, Officer Lacey had inexplicably taken ill.
[01:50:37.535 --> 01:50:39.616]  I was to the point where I could hardly breathe.
[01:50:40.516 --> 01:50:53.539]  I started to put together that possibly, whatever the substance was, it made me violently sick, you know, and ill, like I never had been before, to the point where, you know, it just totally shut me down.
[01:50:55.980 --> 01:50:59.001]  Across town, Dottie Hearn wasn't faring much better.
[01:51:01.008 --> 01:51:02.109]  I started feeling dizzy.
[01:51:02.129 --> 01:51:09.452]  Everything started moving around and around and it got worse and as it did, I became increasingly nauseated.
[01:51:12.294 --> 01:51:12.814]  Mom!
[01:51:13.815 --> 01:51:18.197]  An hour later, Donnie's daughter and son found her sprawled on the bathroom floor.
[01:51:18.217 --> 01:51:19.297]  Have you been sprawling around?
[01:51:19.317 --> 01:51:19.637]  Yes.
[01:51:19.918 --> 01:51:20.858]  Donnie, she's sick.
[01:51:21.258 --> 01:51:22.599]  She was cold.
[01:51:23.805 --> 01:51:25.486]  Drenched with perspiration.
[01:51:26.207 --> 01:51:26.748]  Pale.
[01:51:27.528 --> 01:51:29.691]  My mom had been vomiting.
[01:51:30.752 --> 01:51:32.573]  She had extreme vertigo.
[01:51:33.354 --> 01:51:36.117]  She complained that she had difficulty with her vision.
[01:51:36.257 --> 01:51:37.418]  Her vision was blurring.
[01:51:37.438 --> 01:51:41.742]  Dottie would spend the next three days in the hospital.
[01:51:42.283 --> 01:51:43.084]  The diagnosis?
[01:51:43.584 --> 01:51:45.246]  A severe inner ear infection.
[01:51:46.789 --> 01:51:57.233]  For some reason as we were going out the door I remembered the substance and I wondered if perhaps it might have had some sort of an effect on her.
[01:51:57.533 --> 01:51:59.053]  If it might have made her sick.
[01:51:59.914 --> 01:52:06.416]  So I opted at that moment to take a sample of this gelatinous material to the hospital.
[01:52:08.675 --> 01:52:11.018]  A lab technician found the first startling clue.
[01:52:11.738 --> 01:52:14.061]  The substance contained human white blood cells.
[01:52:14.802 --> 01:52:18.566]  But exactly what it was and why it fell from the sky could not be determined.
[01:52:21.124 --> 01:52:25.526]  The goo was promptly forwarded to the Washington State Department of Health for further analysis.
[01:52:25.566 --> 01:52:28.327]  Yeah, it was forwarded to the very group that probably sprayed it with the feds.
[01:52:28.368 --> 01:52:29.888]  There was no structure that we could see.
[01:52:29.908 --> 01:52:33.490]  The goo was directly forwarded to those that had done it, and they said it was good for you.
[01:52:34.030 --> 01:52:38.833]  Anyways, they basically then say, oh, it was the government inoculating you for your own good.
[01:52:38.853 --> 01:52:44.575]  Just like they radiated all those foster children to death for their own good, and those black men with syphilis.
[01:52:45.156 --> 01:52:47.137]  And again, those are just two of the ones you probably know about.
[01:52:47.157 --> 01:52:47.857]  There's thousands.
[01:52:52.205 --> 01:52:55.568]  More than 700 chemicals have been found in our drinking water.
[01:52:55.728 --> 01:53:00.932]  And did you know that you have greater exposure to these chemicals while taking hot showers than when drinking the water?
[01:53:01.112 --> 01:53:05.895]  That's because many chemicals are inhaled when they evaporate, and others are absorbed into the skin.
[01:53:06.076 --> 01:53:17.064]  The KDF Dual Media Shower Filter works with both hot and cold water, and it's designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus.
[01:53:17.324 --> 01:53:22.887]  The KDF Dual Media Shower Filter typically lasts 10,000 gallons or 1 year whichever comes first.
[01:53:23.067 --> 01:53:29.150]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[01:53:29.310 --> 01:53:29.951]  What about you?
[01:53:30.171 --> 01:53:32.072]  Order your KDF Shower Filter normally.
[01:53:32.092 --> 01:53:34.813]  $49 for a special price of only $39.99 with free shipping.
[01:53:36.374 --> 01:53:38.636]  Call the Berkey Guy and order now by calling 1-877-886-3653.
[01:53:38.656 --> 01:53:39.016]  That's 1-877-886-3653.
