[00:00:01.553 --> 00:00:02.133]  Initiate!
[01:40:29.917 --> 01:40:30.637]  Let's go back to it.
[01:40:31.497 --> 01:40:33.218]  Of course, now it better be a good one.
[01:40:35.498 --> 01:40:35.838]  Go ahead.
[01:40:36.739 --> 01:40:38.839]  Oh, it's such a blessing to see you, Mr. President.
[01:40:38.879 --> 01:40:40.520]  Thank you for taking time out of your day!
[01:40:40.540 --> 01:40:41.560]  Alright, that's enough.
[01:40:41.580 --> 01:40:43.360]  Oh, gracious God, thank you so much.
[01:40:43.460 --> 01:40:44.981]  Or you can cut up to the end if you want.
[01:40:45.501 --> 01:40:45.881]  It's just...
[01:40:49.918 --> 01:40:50.639]  It's just horrible.
[01:40:50.659 --> 01:40:53.001]  It's absolutely horrific to see this happening.
[01:40:53.541 --> 01:40:54.642]  Let's go to your phone calls.
[01:40:55.242 --> 01:40:57.504]  Let's talk to John in Ohio first, because he disagrees.
[01:40:57.584 --> 01:40:58.685]  Okay, John, you're up first.
[01:40:59.826 --> 01:41:02.328]  Yeah, you know, I always have to tell you where I'm coming from.
[01:41:02.348 --> 01:41:17.721]  You know, I've publicized your videos on national radio, and I support, and I'm usually inspired by what you say, but on other occasions, horrified, and I think in some ways you're very contradictory
[01:41:18.756 --> 01:41:30.061]  In terms of believing the most extreme fascist elements of the military-industrial complex propaganda concerning communism and socialism.
[01:41:30.142 --> 01:41:32.583]  I know you know better, because sometimes you ambivalent.
[01:41:33.103 --> 01:41:39.266]  And the Newsweek claiming that this is socialism when they know it's exactly the opposite of socialism.
[01:41:39.326 --> 01:41:41.407]  It's the marriage of the government... John, stop!
[01:41:41.427 --> 01:41:41.507]  Stop!
[01:41:41.567 --> 01:41:43.668]  I'm gonna let you talk, but I want you to stop.
[01:41:45.373 --> 01:41:49.316]  There is no socialism, there is no communism, there is no fascism.
[01:41:49.596 --> 01:41:57.423]  There's tyranny that always comes through big government because corrupt people will get control of it and use it to rob from people, because men aren't angels.
[01:41:58.143 --> 01:41:58.844]  And there's liberty.
[01:41:59.184 --> 01:42:02.587]  Now we can debate what will bring liberty, but it's decentralization, local control.
[01:42:04.930 --> 01:42:06.271]  Of course, stop, stop.
[01:42:06.352 --> 01:42:12.638]  Of course I said the Newsweek headline where the red states and the blue states are shaking hands and it says we're all socialists now.
[01:42:13.679 --> 01:42:15.681]  Of course this isn't socialism.
[01:42:17.202 --> 01:42:21.324]  And of course this isn't true capitalism with these foreign offshore banks stealing and robbing.
[01:42:21.344 --> 01:42:22.024]  This is looting.
[01:42:22.305 --> 01:42:23.285]  This is piracy.
[01:42:23.885 --> 01:42:32.790]  And so they're going to give literally about 2% of the money to the poor people while taking their jobs and making them dependent and give 98% to the foreign banks.
[01:42:33.230 --> 01:42:34.511]  So it's not socialism.
[01:42:34.611 --> 01:42:35.792]  You're right about that.
[01:42:36.852 --> 01:42:39.653]  But what we have is also not what you call capitalism.
[01:42:39.994 --> 01:42:41.715]  This is crony capitalism.
[01:42:41.815 --> 01:42:44.276]  Robbing, stealing, whatever you want to call it.
[01:42:45.967 --> 01:42:50.068]  So you're saying that I'm putting out right-wing fascist information.
[01:42:51.089 --> 01:42:52.669]  Notice that both parties do the same thing.
[01:42:52.909 --> 01:42:53.309]  You know what?
[01:42:53.769 --> 01:42:56.550]  You just don't get it, sir, because you believe the left-right paradigm.
[01:42:56.990 --> 01:42:57.790]  Go ahead and make your point.
[01:42:57.830 --> 01:42:58.331]  I'll shut up.
[01:42:58.951 --> 01:42:59.731]  I don't believe that.
[01:42:59.791 --> 01:43:05.252]  You know, even before you were criticizing Obama for being a fascist, I was doing it.
[01:43:05.673 --> 01:43:10.054]  So I'm not in that Democrat-Republican paradigm.
[01:43:10.114 --> 01:43:13.915]  It's right-wing, disguised right-wing, and undisguised right-wing.
[01:43:13.975 --> 01:43:14.755]  It's not left-right.
[01:43:15.502 --> 01:43:43.356]  And some of the people that I've heard you on today, now, you know, Jack McClam says some important things about the war and Tillman and the rest of it, but he comes out and he says that these people are communists, that anyone who's in the elite, who have been involved in some of the most anti-Soviet, anti-communist operations,
[01:43:43.789 --> 01:43:46.751]  That is going to discredit, I think, much of the wonderful things you're doing.
[01:43:46.831 --> 01:43:50.172]  I think some of the people in Hollywood are fearful.
[01:43:50.693 --> 01:43:57.116]  Others may be embarrassed, like Jesse Ventura, for instance, when you had this man from Glenn Spence.
[01:43:57.876 --> 01:44:04.180]  I believe that many of these people are absolutely neocons in their attitude towards war and the rest of it.
[01:44:04.200 --> 01:44:05.240]  I've heard many of them.
[01:44:05.280 --> 01:44:08.642]  They are total supporters of neoconism.
[01:44:09.042 --> 01:44:12.124]  Larry Flatt, he says very good things about keeping your gun rights.
[01:44:12.500 --> 01:44:19.945]  At the same time, he made the comment that he supports the paramilitary death squads in Guatemala that kill over a million people.
[01:44:19.985 --> 01:44:20.665]  Let me stop you.
[01:44:20.705 --> 01:44:21.346]  Let me stop you.
[01:44:22.766 --> 01:44:26.589]  We are very proud of the Second Amendment issue because it's the only real gun lobby we got, sir.
[01:44:27.129 --> 01:44:32.172]  You know, you can't judge me by everything my guests have said or done, but let's just expand on here.
[01:44:35.097 --> 01:44:37.258]  Did the Soviets allow citizens to own guns?
[01:44:37.358 --> 01:44:39.419]  Did the communist Chinese allow them to own guns?
[01:44:40.060 --> 01:44:43.121]  Look at the fruits of what you call communism.
[01:44:43.862 --> 01:44:46.583]  Now, if we had a bunch of angels running things, could communism work?
[01:44:47.424 --> 01:44:49.285]  No, because that's not how humans operate.
[01:44:49.505 --> 01:44:51.686]  We want to be different.
[01:44:51.706 --> 01:44:54.347]  We want to identify as different people.
[01:44:54.768 --> 01:44:56.749]  Look, it's a philosophical divide.
[01:44:57.589 --> 01:44:58.390]  I'm against torture.
[01:44:58.430 --> 01:44:59.290]  I'm against more wars.
[01:44:59.330 --> 01:45:00.171]  I'm against drafts.
[01:45:01.391 --> 01:45:02.512]  I'm against police state.
[01:45:02.912 --> 01:45:04.013]  I'm against federal control.
[01:45:05.242 --> 01:45:07.683]  You get rid of those, the New World Order falls apart.
[01:45:07.703 --> 01:45:12.864]  You know, see, I'm not a fan of Fidel Castro.
[01:45:12.904 --> 01:45:14.985]  I'm not a fan of Barack Obama or George W. Bush.
[01:45:15.565 --> 01:45:18.686]  I understand that it's not Iran good, U.S.
[01:45:18.726 --> 01:45:22.707]  bad, U.S., you know, good, Iran bad.
[01:45:23.127 --> 01:45:25.348]  It's that it's the nature of man and corruption.
[01:45:25.388 --> 01:45:26.468]  Now, who's the big empire?
[01:45:26.768 --> 01:45:27.448]  The New World Order.
[01:45:27.648 --> 01:45:28.389]  Who are we facing?
[01:45:28.409 --> 01:45:29.089]  The New World Order.
[01:45:30.069 --> 01:45:32.370]  Look, I'll give you one more minute and I've got to get to the other callers.
[01:45:32.410 --> 01:45:32.650]  Go ahead.
[01:45:33.194 --> 01:45:45.818]  Well, it seems like three or four times a day you've got to bring up, and I'm not a particular brief for the deformed version of communism in the Soviet Union or China.
[01:45:46.178 --> 01:45:53.361]  I don't believe they had real communism, but I believe we're subjected to massive lies, massive exaggerations about what happened there.
[01:45:53.461 --> 01:45:56.802]  If you'll check on Google, lies concerning the Soviet Union,
[01:45:57.168 --> 01:46:08.191]  You'll find that many of these things that we believe about the carnage and the rest of it, the numbers of people killed, were concocted by Nazis, Nazis, Goebbels.
[01:46:09.852 --> 01:46:12.893]  China says Mao killed 80 million people.
[01:46:13.213 --> 01:46:14.773]  The official numbers in the West are 60.
[01:46:15.474 --> 01:46:17.814]  Are you saying that didn't happen under Mao?
[01:46:17.854 --> 01:46:24.036]  You know, the mortal enemies of the new regime in China and Russia were the mortal enemies of the former regime.
[01:46:24.076 --> 01:46:26.677]  They will say anything because they actually
[01:46:27.305 --> 01:46:34.708]  For instance, Yeltsin actually bought tanks and troops up and killed the old guard in their own doom of parliament, the elected people.
[01:46:35.149 --> 01:46:41.371]  So to believe the new regime, which was the mortal enemy of the former regime, is not any kind of... Let me ask you this.
[01:46:41.411 --> 01:46:42.492]  What's your view of Putin?
[01:46:43.712 --> 01:46:48.615]  Putin is... I believe he's a nationalist.
[01:46:48.715 --> 01:46:51.316]  He's tried to reverse some of the
[01:46:51.940 --> 01:46:54.361]  A total stooging for the U.S.
[01:46:54.662 --> 01:46:57.603]  military-industrial complex under Yeltsin.
[01:46:58.064 --> 01:47:01.406]  But he has his own abuses, of course he does.
[01:47:01.466 --> 01:47:12.452]  But at the same time, he's resisting, I think, some of the policies of the United States military-industrial complex, which I think is good to that limited extent.
[01:47:12.672 --> 01:47:13.753]  That's what I believe about him.
[01:47:14.093 --> 01:47:14.733]  Thanks for the call.
[01:47:16.834 --> 01:47:19.856]  Let's go ahead and who's up next here?
[01:47:19.896 --> 01:47:21.097]  My call list just refreshed.
[01:47:22.458 --> 01:47:23.959]  Elliot in Ohio, you're on the air.
[01:47:23.979 --> 01:47:26.501]  Hey Alex, how you doing?
[01:47:27.002 --> 01:47:27.242]  Good.
[01:47:29.003 --> 01:47:33.487]  Um, so uh, I got a question and then I got an idea for a solution.
[01:47:33.967 --> 01:47:44.455]  Uh, my question is, let's just say everything like uh, let's just say it is the worst case scenario, everything crashes, and Mad Max scenario happens.
[01:47:45.016 --> 01:47:46.757]  What's, what in your opinion,
[01:47:47.352 --> 01:47:48.695]  Do we do as patriots?
[01:47:48.856 --> 01:47:55.330]  If we are prepared, we've got the guns, the gold, the water, the atmospheric water generators, and all the food and all that.
[01:47:56.212 --> 01:47:57.475]  Where do we start from there?
[01:47:58.231 --> 01:48:03.435]  Well, first we have to wait while they let everything break down, so then people beg for total tyranny.
[01:48:03.595 --> 01:48:09.340]  They plan to let it all fall apart, it looks like they're going to do this, so then after six months a year they come in and people are begging for it.
[01:48:09.660 --> 01:48:26.094]  You have to be waiting for that next phase to not be re-educated, to not go to the FEMA camp, to not go along with them, and if enough people say no, to whatever extent, whatever means necessary, then the whole thing will fail and then we can reorganize at the state level and then reconvene the republic.
[01:48:27.737 --> 01:48:38.925]  You know, we need organizations now at the state level, led by state representatives and others, who talk openly about the New World Order, who say they're bankrupting things by design, and that the states need to organize now against the globalists.
[01:48:38.945 --> 01:48:43.428]  That message has to go out now, and then the globalists may stop imploding the economy.
[01:48:43.448 --> 01:48:44.388]  They could stop it right now.
[01:48:45.109 --> 01:48:47.570]  They've destroyed commerce, they could say everything was fine, everything would be fine.
[01:48:47.911 --> 01:48:48.711]  Because it's fiat.
[01:48:49.852 --> 01:48:55.396]  So, we have to explain to people that A, the globalists are doing this by design, to bring in world government, which they admit they're doing now, no more debating it.
[01:48:56.101 --> 01:48:56.621]  Right, okay.
[01:48:56.701 --> 01:49:02.563]  So my solution is, like, I'm in college right now at the University of Cincinnati, and for all of you out in college, you know, in college that are listening to this show,
[01:49:21.266 --> 01:49:24.548]  I'm pretty sure every college usually has a newspaper.
[01:49:24.648 --> 01:49:33.452]  Try to get in on the newspaper or send in an article to the newspaper so the journalists can disseminate that info out to the entire college.
[01:49:33.472 --> 01:49:34.432]  Or don't count on them.
[01:49:34.512 --> 01:49:36.653]  Start your own online student newspaper.
[01:49:36.994 --> 01:49:38.994]  Get a few writers and pass flyers out.
[01:49:39.215 --> 01:49:41.336]  You'll have more visits in the school newspaper in a week.
[01:49:42.356 --> 01:49:43.477]  Absolutely, absolutely.
[01:49:43.857 --> 01:49:45.338]  And I'm not taking a lot of my friends.
[01:49:45.358 --> 01:49:47.218]  A lot of my friends, I've been talking to them for years.
[01:49:47.238 --> 01:49:48.339]  They're finally waking up.
[01:49:48.809 --> 01:49:49.630]  And they're loving it.
[01:49:50.050 --> 01:49:51.351]  They've taken back their sovereignty.
[01:49:51.411 --> 01:49:55.693]  I've already got like about five guys coming to me next week when we go to City Hall.
[01:49:56.194 --> 01:49:57.735]  We're going to go to the council.
[01:49:57.755 --> 01:49:59.296]  We're going to present this legislation.
[01:49:59.396 --> 01:49:59.936]  Exactly.
[01:49:59.976 --> 01:50:02.278]  Don't go get drunk at the bar and chase women.
[01:50:03.078 --> 01:50:11.764]  Go get the smart women out there and have them join you and go down to the city council and speak about these issues and read executive orders to them and just create such a buzz everywhere.
[01:50:11.804 --> 01:50:12.824]  You'll be truly alive.
[01:50:12.844 --> 01:50:13.525]  Good to hear from you.
[01:50:14.855 --> 01:50:17.417]  We're going to come back and take some calls in the final segment.
[01:50:17.757 --> 01:50:24.681]  I did want to tell listeners out there about some of our great sponsors like SurvivalistSeeds.com.
[01:50:25.142 --> 01:50:26.683]  One word, SurvivalistSeeds.com.
[01:50:26.703 --> 01:50:30.285]  Grow your own healthy food for just four pennies a pound and break free from the New World Order.
[01:50:30.305 --> 01:50:34.628]  This family business buys in massive bulk and passes those huge discounts on to our great listeners.
[01:50:35.368 --> 01:50:38.570]  15,000 heirloom seeds will provide your family with seven years of healthy food.
[01:50:38.931 --> 01:50:40.792]  Stop buying the New World Order garbage.
[01:50:41.572 --> 01:50:43.732]  Grow your own healthy food in your own backyard.
[01:50:43.752 --> 01:50:46.533]  15,000 heirloom seeds in their basic package.
[01:50:47.113 --> 01:50:50.654]  Heirloom seeds are the original varieties, non-GMO, non-hybrid.
[01:50:51.254 --> 01:50:56.855]  Now, SurvivalistSeeds.com wants you to become one of their heirloom seed farmers and sell them back to them, the safe seeds.
[01:50:57.735 --> 01:50:59.555]  SurvivalistSeeds.com.
[01:50:59.615 --> 01:51:03.096]  SurvivalistSeeds.com, ladies and gentlemen.
[01:51:03.616 --> 01:51:06.096]  Don't forget to get self-sufficient.
[01:51:06.436 --> 01:51:10.377]  You know, the journey of a million miles starts with a single step here.
[01:51:11.817 --> 01:51:13.058]  Hi, this is Steve Schenck.
[01:51:13.358 --> 01:51:14.498]  eFoods does it again.
[01:51:14.718 --> 01:51:19.521]  The 3-Day Responder provides one adult with three days worth of healthy, delicious, easy-fix food.
[01:51:19.841 --> 01:51:27.985]  The price of the 3-Day Responder is almost ridiculous at $21.95 for actually 12 meals plus snacks.
[01:51:28.485 --> 01:51:36.129]  When you taste the food in the 3-Day Responder, you'll understand why families trust eFoods Direct to provide healthy, delicious food for every need.
[01:51:36.549 --> 01:51:39.331]  Whether you're hunting, playing, or responding to an emergency,
[01:51:39.761 --> 01:51:43.103]  The Food and the 3-Day Responder is easy to fix and ready to go.
[01:51:43.583 --> 01:51:45.044]  Food is an everyday need.
[01:51:45.624 --> 01:51:50.747]  The 3-Day Responder is for the time when food should be the last thing you have to worry about.
[01:51:51.228 --> 01:51:53.409]  The 3-Day Responder, $21.95.
[01:51:54.650 --> 01:51:57.851]  Sometimes the best things do come in the smallest packages.
[01:51:58.212 --> 01:52:00.913]  Call 800-409-5633 on the web eFoodsDirect.com.
[01:52:00.953 --> 01:52:03.154]  That's 800-409-5633 on the web eFoodsDirect.com.
[01:52:10.521 --> 01:52:12.202]  Our beloved Republic is on her knees.
[01:52:12.502 --> 01:52:15.945]  The forces of globalism are destroying national sovereignty worldwide.
[01:52:16.105 --> 01:52:17.946]  But in Liberty's darkest hour, there is hope.
[01:52:18.566 --> 01:52:21.288]  The first time in modern history, the people are beginning to wake up.
[01:52:21.608 --> 01:52:22.449]  It is essential that patriots
[01:52:24.321 --> 01:52:24.541]  We're good.
[01:52:48.865 --> 01:52:52.846]  From tainted vaccines to martial law can be found in this online video library.
[01:52:53.006 --> 01:52:57.527]  By weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[01:52:57.848 --> 01:53:00.348]  The Info War is waiting for you to set it free.
[01:53:00.688 --> 01:53:02.369]  Join PrisonPlanet.tv.
[01:53:02.749 --> 01:53:04.529]  Burn the info bombs to disk.
[01:53:04.749 --> 01:53:06.550]  Put them on the file sharing networks.
[01:53:06.870 --> 01:53:08.270]  Bring down the New World Order.
[01:53:08.651 --> 01:53:09.391]  PrisonPlanet.tv.
[01:53:11.488 --> 01:53:15.311]  You don't have to be in the military to enjoy military surplus savings.
[01:53:15.631 --> 01:53:21.435]  Right now at MainMilitary.com, you'll find savings on the top must-have military supplies.
[01:53:21.795 --> 01:53:23.376]  M10 gas masks for $12 or 3 for $30.
[01:53:23.436 --> 01:53:24.517]  Gas mask hoods $4 or 3 for $10.
[01:53:27.719 --> 01:53:30.061]  Mask filters, six dollars or three for fifteen.
[01:53:30.341 --> 01:53:33.224]  Save big on British chemical suits, only twelve dollars.
[01:53:33.424 --> 01:53:35.265]  Israeli gas masks, twenty dollars.
[01:53:35.526 --> 01:53:38.928]  Trigger finger gloves, five dollars a pair or thirty six dollars a dozen.
[01:53:39.169 --> 01:53:42.311]  Snowshoe binding for eight dollars or forty eight dollars a dozen.
[01:53:42.491 --> 01:53:43.512]  And so much more.
[01:53:43.812 --> 01:53:47.235]  Even hard to find surplus items, all at surplus prices.
[01:53:47.516 --> 01:53:50.318]  Preparing the whole family has never been so affordable.
[01:53:50.458 --> 01:53:51.439]  Federal agents!
[01:53:51.499 --> 01:53:52.239]  We are armed!
[01:54:13.973 --> 01:54:18.676]  I got a message to the government, like every day.
[01:54:39.022 --> 01:54:42.007]  I watch, see them, and call them all suckers.
[01:54:42.668 --> 01:54:44.630]  They warning me about Osama over there.
[01:54:48.920 --> 01:54:51.122]  Alright, final segment, ladies and gentlemen.
[01:54:51.722 --> 01:54:53.443]  Let's jam in some more of these phone calls.
[01:54:54.084 --> 01:54:54.604]  Oh, wait a minute!
[01:54:54.624 --> 01:54:57.826]  Alright, let's go ahead and talk to Chris in Canada.
[01:54:57.846 --> 01:54:59.027]  You're on the air, welcome.
[01:54:59.067 --> 01:54:59.787]  How are you, Alex?
[01:54:59.807 --> 01:55:01.809]  Good, we're fighting devil state mind control.
[01:55:15.774 --> 01:55:16.614]  No doubt, no doubt.
[01:55:16.654 --> 01:55:17.475]  Is it your birthday today?
[01:55:17.515 --> 01:55:18.155]  Happy birthday.
[01:55:18.515 --> 01:55:19.035]  Sure is.
[01:55:19.055 --> 01:55:19.996]  Thank you.
[01:55:20.016 --> 01:55:20.596]  Right on, right on.
[01:55:20.616 --> 01:55:22.737]  A couple questions for you and a few statements.
[01:55:23.057 --> 01:55:28.759]  Alex, I just want to commend you on the work that you're doing, not only for the United States, but also up here in Canada.
[01:55:28.899 --> 01:55:34.921]  I mean, like, this is something that's not only limited to the United States, it's limited to Canada as well.
[01:55:35.181 --> 01:55:36.942]  We're tied in a lot of ways, that's for sure.
[01:55:37.512 --> 01:55:45.375]  A lot of things that you have mentioned, you know, like on your films, even with your black helicopters, for example, that's happening up here in Calgary, Alberta.
[01:55:45.736 --> 01:55:48.437]  That's all to condition you for military occupation.
[01:55:49.017 --> 01:55:49.877]  There's no doubt about it.
[01:55:49.937 --> 01:55:50.978]  There's no question about it.
[01:55:51.118 --> 01:55:52.618]  The deals are signed to use U.S.
[01:55:52.658 --> 01:55:54.759]  troops in Canada and Canadian troops here.
[01:55:54.799 --> 01:55:55.900]  It's in your mainstream news now.
[01:55:57.300 --> 01:55:58.221]  A couple questions, Alex.
[01:55:58.261 --> 01:56:00.202]  Do you know of any affiliates up in Canada?
[01:56:00.222 --> 01:56:03.724]  No AM or FM's in Canada.
[01:56:04.124 --> 01:56:05.085]  It'd be great to get some.
[01:56:05.145 --> 01:56:06.145]  Call local stations.
[01:56:06.546 --> 01:56:07.766]  I got from Mom and Pop's.
[01:56:08.247 --> 01:56:09.748]  The corporate owners won't put us on.
[01:56:10.288 --> 01:56:11.329]  And get them to put us on up there.
[01:56:11.349 --> 01:56:11.869]  That's up to you.
[01:56:12.909 --> 01:56:14.991]  Well, that's for sure.
[01:56:15.411 --> 01:56:24.516]  We need a lot more support in Canada because you mentioned a couple weeks ago that Canadians are very nice people and they have absolutely no idea about the control that they're under.
[01:56:26.109 --> 01:56:29.633]  Since that statement, I went and I read the Charter of Rights and Freedoms in Canada.
[01:56:30.154 --> 01:56:31.435]  And then I went and I re-read the U.S.
[01:56:31.475 --> 01:56:32.116]  Constitution.
[01:56:32.917 --> 01:56:40.024]  And I'll tell you right now, at any point in time, I would give up my Canadian citizenship to become an American for the Constitution.
[01:56:48.021 --> 01:56:50.042]  Tyranny is on the march, so is liberty.
[01:56:50.162 --> 01:56:51.463]  That is the bottom line.
[01:56:51.483 --> 01:56:54.105]  And I have Canadians emailing me saying, it's not as bad as you say here.
[01:56:54.245 --> 01:56:56.607]  Baloney, it's bad everywhere.
[01:56:56.707 --> 01:56:58.828]  Tyler in Texas, last caller we have time for.
[01:56:58.888 --> 01:57:00.029]  Sorry Rob, Greg and others.
[01:57:00.069 --> 01:57:00.629]  Go ahead Tyler.
[01:57:01.230 --> 01:57:02.050]  Alex, happy birthday.
[01:57:02.611 --> 01:57:03.031]  Thank you sir.
[01:57:03.051 --> 01:57:05.433]  Alright, I've got a couple things to say.
[01:57:05.753 --> 01:57:09.015]  As far as those clips you played earlier of Obama giving that kiss to the homeless lady.
[01:57:09.540 --> 01:57:11.541]  Yeah, I thought that was ridiculous when I saw that live.
[01:57:11.601 --> 01:57:18.025]  He doesn't even take care of his own family, his own aunts, that live in squalor, and his own half-brothers.
[01:57:18.546 --> 01:57:19.646]  That is degenerate.
[01:57:20.447 --> 01:57:21.487]  And then, one more thing.
[01:57:21.628 --> 01:57:25.390]  Yeah, I know you were saying clergy being used in times of martial law, and stuff like that.
[01:57:26.190 --> 01:57:31.574]  There's a church up the street, on a big message board, like, you know, on the side of the road, that thousands of people see every day.
[01:57:31.594 --> 01:57:35.016]  In big letters, it says, you have the right to submit.
[01:57:35.640 --> 01:57:37.121]  It's like, couldn't believe it.
[01:57:37.722 --> 01:57:43.146]  They're being paid by FEMA, at least 26,000 of them now on record, to teach them.
[01:57:43.226 --> 01:57:49.790]  And if you went to the sermons, you look on the sermon list, it'll say a few weeks what's coming up, and you need to go and even record it.
[01:57:50.211 --> 01:57:53.573]  And they'll say, it's good to turn your guns in, it's of the Lord!
[01:57:54.014 --> 01:57:55.815]  I mean, that's how creepy this is.
[01:57:56.495 --> 01:57:58.817]  The government's not paying to have them say that for nothing.
[01:58:01.952 --> 01:58:02.853]  Yeah, outstanding.
[01:58:02.873 --> 01:58:03.333]  I don't know.
[01:58:03.533 --> 01:58:04.593]  What's the name of the church?
[01:58:05.574 --> 01:58:07.295]  Uh, I'm in Austin, by the way.
[01:58:07.315 --> 01:58:08.656]  It's off Bee Cave.
[01:58:08.676 --> 01:58:09.656]  I think it's Lake Hills.
[01:58:10.677 --> 01:58:11.837]  Off Bee Cave in Cuernavaca.
[01:58:12.298 --> 01:58:18.961]  Why don't you take a photo of it, email it to Aaron with two A's at InfoWars.com, Joey V at InfoWars.com.
[01:58:18.981 --> 01:58:19.521]  We'll post it.
[01:58:19.781 --> 01:58:20.582]  We need your help.
[01:58:20.602 --> 01:58:22.403]  We're going to try to create sections.
[01:58:22.703 --> 01:58:23.624]  The Prison Planet Forum.
[01:58:23.684 --> 01:58:24.264]  Post it there.
[01:58:25.084 --> 01:58:25.384]  Okay?
[01:58:27.426 --> 01:58:28.106]  I appreciate it.
[01:58:28.166 --> 01:58:29.867]  We need your help with the InfoWars.
[01:58:31.141 --> 01:58:32.681]  We had a bunch of guests on today.
[01:58:32.701 --> 01:58:34.702]  It was just absolutely jam-packed.
[01:58:35.022 --> 01:58:40.083]  I don't have time to tell you all the guests that were on, but it was Jack McClam, Sheriff Richard Mack, State Rep.
[01:58:40.263 --> 01:58:42.303]  George Humphrey popped in there in the first hour.
[01:58:42.323 --> 01:58:43.183]  That's coming up right now.
[01:58:43.523 --> 01:58:45.604]  Key Transmission restarts right now.
[01:58:45.704 --> 01:58:48.824]  OnePlace, InfoWars.com, and PrisonPlanet.com on our sites.
[01:58:48.844 --> 01:58:49.324]  The OnePlace.
[01:58:49.564 --> 01:58:50.044]  God bless you.
[01:58:52.125 --> 01:58:53.985]  You are listening to GCN.
[01:58:55.646 --> 01:58:56.786]  Visit GCNlive.com today.
[01:59:00.694 --> 01:59:02.235]  Hello friends, this is Alex Jones.
[01:59:02.375 --> 01:59:07.037]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:59:07.117 --> 01:59:09.858]  We need to be independent, and food and water is the key.
[01:59:10.078 --> 01:59:12.939]  You'll never have to stand in a bread line if you have your own bread.
[01:59:13.119 --> 01:59:17.841]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[01:59:18.021 --> 01:59:18.221]  Come on!
[01:59:37.836 --> 01:59:43.921]  Visit eFoodsDirect.com and look over the fine list of high-quality, prescribed, and dehydrated foods they have to offer.
[01:59:44.101 --> 01:59:47.844]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:59:47.864 --> 01:59:49.365]  Again, 1-800-409-5633 or on the web at eFoodsDirect.com.
[01:59:49.405 --> 01:59:49.825]  Take action today.
[01:59:49.865 --> 01:59:51.647]  The first step is getting storable food.
