[00:00:01.869 --> 00:00:02.489]  Engage!
[00:24:14.084 --> 00:24:15.984]  Roger, I wouldn't jump in on you when you called in to correct me.
[00:24:16.004 --> 00:24:20.246]  The reason I jumped on you is I know I predicted last hour how this was going to go.
[00:24:21.348 --> 00:24:26.490]  And it's going to be, well you guys, hold on just a second, you guys signed all the documents, so now you're basically our slaves.
[00:24:27.230 --> 00:24:38.894]  But the point is, they're lying about all this previous stuff, and I've got to get the actual year, but I talked to a VFW head who won't come on air, and he said, yeah, they started having to sign forms the last 15, 20 years, he's got to pull some documents up.
[00:24:39.074 --> 00:24:41.175]  But the issue, and I'm going to let you talk, and I appreciate you calling,
[00:24:41.875 --> 00:24:51.302]  Is that they, out of the gates, are threatening the veterans who were, who had this stuff pushed on them and given to them to go out and do services for our dead veterans.
[00:24:52.243 --> 00:24:56.687]  And you don't, it's bad enough to be registering them and making them, you know, getting ready to turn the stuff in.
[00:24:57.087 --> 00:25:07.995]  But what's even worse is the fact that out of the gates they're bullying them and threatening them with the law when they do so many great services.
[00:25:08.035 --> 00:25:08.656]  But just go ahead.
[00:25:09.738 --> 00:25:11.099]  You're very correct.
[00:25:11.199 --> 00:25:17.142]  By the way, I'm the one who called in last week and advised you not to get waterboarded, so I know what's going on.
[00:25:17.902 --> 00:25:37.112]  I just made an urgent call to my commander of my VFW and requested to speak at the next VFW meeting, and I would like to challenge all VFW members to do some research, get all this stuff together, and inform their other members.
[00:25:37.672 --> 00:25:38.733]  That's the only way
[00:25:39.583 --> 00:25:41.465]  We're going to get this stopped.
[00:25:41.805 --> 00:25:44.687]  We all know what's going on, especially the people that listen to your program.
[00:25:44.968 --> 00:25:46.229]  Now, you're a former Marine.
[00:25:46.689 --> 00:25:49.531]  You called from Vietnam and then a retired police officer.
[00:25:50.112 --> 00:25:54.795]  You heard me break down how this is treating them like they're criminals out of the gates to get them all scared.
[00:25:55.076 --> 00:26:00.360]  I bet a million dollars next it's going to be, we want to get you to serve us now.
[00:26:01.061 --> 00:26:01.381]  Correct.
[00:26:01.621 --> 00:26:01.901]  Correct.
[00:26:02.021 --> 00:26:02.942]  They've already tried that.
[00:26:03.402 --> 00:26:08.787]  That's why I was an officer in the Marine Corps League and I was on the Honor Guard.
[00:26:09.704 --> 00:26:14.847]  When they sent the National Guard to Iraq, they're the ones that does military funerals in Missouri, and we filled in.
[00:26:14.887 --> 00:26:17.989]  I did 280 funerals in one year.
[00:26:18.609 --> 00:26:21.571]  And you get treated like a piece of filth and threatened by the BATF?
[00:26:22.251 --> 00:26:22.571]  Correct.
[00:26:22.631 --> 00:26:30.816]  And then I got ostracized from my Marine Corps League and the BFW for speaking out three and four years ago about the same things that you talk about every day.
[00:26:31.296 --> 00:26:32.957]  But I bet they're not laughing at you now.
[00:26:33.718 --> 00:26:34.258]  No, they're not.
[00:26:34.418 --> 00:26:39.101]  And I'm getting ready to jump in big, and I'm going to get some things done.
[00:26:39.614 --> 00:26:49.993]  Might not help, but at least I'm going to try to get the fellow veterans, the ones, especially the VFW members, the ones who risked their lives, to stand up one more time.
[00:26:51.684 --> 00:26:59.167]  Well, it's a shame that we would be suckered, the American people, into wars that were questionable, and then when tyranny is here, this is the time!
[00:26:59.627 --> 00:27:04.189]  I mean, if people ever wanted a chance to fight for America by speaking out, at least, this is it!
[00:27:04.289 --> 00:27:05.789]  I mean, this is the real deal!
[00:27:06.069 --> 00:27:07.350]  This is D-Day!
[00:27:07.590 --> 00:27:08.650]  This is Red Dawn!
[00:27:08.870 --> 00:27:10.371]  This is happening, my friend!
[00:27:10.391 --> 00:27:21.015]  A former Marine friend of mine, three years ago, had come home from Vietnam, never had a mental problem, worked at one place all his life, and he finally had a nervous breakdown.
[00:27:21.801 --> 00:27:22.681]  I think so.
[00:27:40.342 --> 00:27:43.683]  And by the way, there's no law to do that.
[00:27:43.743 --> 00:27:46.224]  It's felonies under the 1968 Gun Control Act.
[00:27:46.484 --> 00:27:49.365]  But they're now giving people a fake jurisdiction.
[00:27:49.405 --> 00:27:51.745]  It's like they force shots on you and there's no law.
[00:27:51.985 --> 00:28:00.548]  They take your kids without a proper court order and they come and take vets' guns every day, I see it in the news, when there's not a law for a psychological made-up issue.
[00:28:02.598 --> 00:28:03.318]  Oh, God.
[00:28:03.618 --> 00:28:05.039]  Well, I mean, look, it's coming to a head.
[00:28:05.139 --> 00:28:13.842]  They have decided to turn all the young cops and military and the gang members and the illegal aliens they're hiring for the military loose against the veterans.
[00:28:14.403 --> 00:28:20.085]  And they plan to have both sides kill each other and then bring in the I-4 after everything breaks down.
[00:28:20.585 --> 00:28:26.107]  And I'm telling you, folks, they're planning reconstruction-style occupation in the United States.
[00:28:27.028 --> 00:28:27.608]  Yes, they are.
[00:28:28.686 --> 00:28:35.027]  What they don't understand is it's going to be really bloody and there might not be anything left if they do that.
[00:28:35.767 --> 00:28:37.128]  Well, I mean, it's not talk though.
[00:28:37.208 --> 00:28:38.728]  Americans are always like this.
[00:28:39.208 --> 00:28:42.809]  We put up and put up, but when the sleeping giant gets up... That's right.
[00:28:43.189 --> 00:28:50.790]  I mean, it's... I'll tell you, I'm not looking forward... Some captured SS officers was questioned in World War II.
[00:28:51.090 --> 00:28:56.272]  By the way, my family goes all the way back to the Civil War serving this country.
[00:28:56.772 --> 00:28:58.452]  So, we are all patriots.
[00:28:58.837 --> 00:29:06.726]  But they asked us SS officers what they were afraid of most in the United States military and they said a mad American.
[00:29:08.788 --> 00:29:16.296]  They said if we had a big battle and we annihilated a unit, we didn't want to fight the next ones coming up because they was mad and they was ruthless.
[00:29:17.377 --> 00:29:20.981]  So the powers that be, and I'm sure they're listening to this show, they better take heed.
[00:29:22.523 --> 00:29:23.864]  We have to know who the enemy is.
[00:29:23.924 --> 00:29:24.604]  It's Bernanke.
[00:29:24.645 --> 00:29:25.445]  It's the Rothschilds.
[00:29:25.505 --> 00:29:26.446]  It's the Rockefellers.
[00:29:26.886 --> 00:29:27.527]  It's Geithner.
[00:29:27.787 --> 00:29:30.329]  When we get this country back, they're all going to get a fair trial.
[00:29:31.089 --> 00:29:32.490]  And folks, I'm risking my life doing this.
[00:29:32.510 --> 00:29:33.511]  They're watching me right now.
[00:29:34.471 --> 00:29:35.352]  We're going to take them on.
[00:29:35.392 --> 00:29:37.854]  And a lot of us are going to have to give our lives in this fight.
[00:29:38.374 --> 00:29:40.316]  But in the end, we are going to kick their butt.
[00:29:40.376 --> 00:29:41.136]  God bless you, sir.
[00:29:41.156 --> 00:29:41.777]  Good to hear from you.
[00:29:42.117 --> 00:29:43.098]  More vets coming up.
[00:29:43.118 --> 00:29:46.420]  Got to basically register their guns and turn them in to the feds.
[00:29:47.120 --> 00:29:48.001]  That's the new freedom.
[00:29:48.661 --> 00:29:49.142]  Stay with us.
[00:29:51.246 --> 00:29:52.128]  We're on the march.
[00:29:52.630 --> 00:29:54.213]  The Empire's on the run.
[00:29:54.233 --> 00:29:57.862]  Alex Jones and the GCN Radio Network.
[00:30:00.782 --> 00:30:05.767]  This is Alex Jones with five good reasons you should consider buying a solar power generator this summer.
[00:30:05.987 --> 00:30:09.791]  Number one, new climate legislation could easily double or triple your electric bill.
[00:30:10.011 --> 00:30:15.617]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[00:30:15.917 --> 00:30:20.782]  It's true, total government control of electricity in the name of smart grid technology is coming.
[00:30:21.002 --> 00:30:25.026]  Number three, in some areas of the country the power grid is dangerously overloaded.
[00:30:25.246 --> 00:30:27.328]  Especially with the high demand summer months ahead.
[00:30:27.348 --> 00:30:30.551]  Folks, I really believe in the solar power generators offered by Solutions From Science.
[00:30:43.624 --> 00:30:44.946]  A long time sponsor of ours.
[00:30:45.186 --> 00:30:49.753]  You can get more information at www.mysolarbackup.com.
[00:30:49.893 --> 00:30:51.435]  That's mysolarbackup.com.
[00:30:51.656 --> 00:30:53.999]  Remember, the government doesn't own the sun yet.
[00:30:54.239 --> 00:30:56.883]  So go to mysolarbackup.com or call toll free 877-327-0365.
[00:31:00.748 --> 00:31:02.330]  Hello friends, this is Alex Jones.
[00:31:02.450 --> 00:31:07.015]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[00:31:07.195 --> 00:31:09.938]  We need to be independent, and food and water is the key.
[00:31:10.158 --> 00:31:13.021]  You'll never have to stand in a bread line if you have your own bread.
[00:31:13.201 --> 00:31:17.926]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[00:31:18.146 --> 00:31:19.067]  If you simply prepare.
[00:31:19.267 --> 00:31:22.210]  No one is going to take care of your family in the final equation but you.
[00:31:22.510 --> 00:31:29.396]  You know eFoodsDirect.com is still able to ship storable food that's safe from E. Coli, Salmonella, genetic alteration, or Chinese imports.
[00:31:29.496 --> 00:31:32.639]  And they do it at almost half the cost of last year's grocery prices.
[00:31:32.779 --> 00:31:34.661]  Call 1-800-409-5633 or on the web go to eFoodsDirect.com
[00:31:37.924 --> 00:31:43.970]  Visit efoodsdirect.com and look over the fine list of high-quality, pre-scribed, and dehydrated foods they have to offer.
[00:31:44.191 --> 00:31:47.935]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[00:31:47.955 --> 00:31:49.296]  Again, 1-800-409-5633 or on the web at efoodsdirect.com.
[00:31:49.316 --> 00:31:49.897]  Take action today.
[00:31:49.937 --> 00:31:51.919]  The first step is getting storable food.
[00:32:00.762 --> 00:32:06.365]  Surrounded by harmful indoor air that can easily deliver many harmful toxins straight into our bodies.
[00:32:06.625 --> 00:32:07.465]  Take a deep breath.
[00:32:08.386 --> 00:32:14.689]  Can you actually feel the airborne influenza, viruses, mold, bacteria, and dangerous ozone entering your lungs?
[00:32:14.909 --> 00:32:15.970]  Have a glass of water.
[00:32:16.470 --> 00:32:21.032]  Can you taste the harmful chlorine, fluoride, lead, pharmaceutical drugs, and numerous other
[00:32:25.745 --> 00:32:26.245]  I think so.
[00:32:44.455 --> 00:32:45.136]  Ron Paul's coming up!
[00:33:14.383 --> 00:33:15.664]  Calling us from the floor of the house.
[00:33:19.006 --> 00:33:20.366]  Your calls as well.
[00:33:20.467 --> 00:33:22.848]  Government demands inventory of all VFW weapons.
[00:33:22.968 --> 00:33:35.575]  Threatens, that should be the headline, threatens veterans with arrest if they don't report hundred-year-old plus cannons that were given to them by the government.
[00:33:36.736 --> 00:33:43.280]  They're trying a lawyer trick now because the last 15-20 years they've been having them sign forms to get the stuff they give to them and push on them.
[00:33:44.394 --> 00:33:48.215]  You know, they ask the veterans, oh, come to all these funerals, you know, for dying vets.
[00:33:49.036 --> 00:33:49.976]  Do these ceremonies.
[00:33:50.996 --> 00:33:55.058]  And, uh, here, you know, we'll give you the M1s to shoot the blanks, and we'll give you the uniforms and things.
[00:33:55.098 --> 00:33:58.579]  And now they're saying, we're gonna send the BATF after you if you don't, um...
[00:34:00.131 --> 00:34:01.071]  Keep a record of all that.
[00:34:01.091 --> 00:34:09.194]  And they've also announced, until Congress got upset, Obama said, no more brass left over from the military for reloading to be sold to big companies.
[00:34:10.094 --> 00:34:13.875]  And they introduced all these bills to totally end the Second Amendment as we know it.
[00:34:14.656 --> 00:34:16.316]  This is all happening.
[00:34:16.756 --> 00:34:17.977]  This is all real.
[00:34:18.017 --> 00:34:20.177]  And it's just going to incrementally continue.
[00:34:20.798 --> 00:34:24.999]  But even though it's incremental, the incrementalism is accelerating now.
