[00:00:01.283 --> 00:00:01.723]  Engage.
[01:35:34.027 --> 01:35:34.667]  Well, yeah, they have.
[01:35:34.707 --> 01:35:35.168]  They said it.
[01:35:35.208 --> 01:35:37.951]  You know, in some of your early films, they talked about that.
[01:35:38.191 --> 01:35:39.812]  Yeah, I have FEMA training videos.
[01:35:40.092 --> 01:35:44.053]  It's disgusting, in fact, that these people that claim... You're flying on an airplane.
[01:35:44.073 --> 01:35:45.233]  You might get arrested for that.
[01:35:46.174 --> 01:35:45.233]  1776.
[01:35:46.474 --> 01:35:47.354]  That's evil.
[01:35:47.534 --> 01:35:47.734]  Yeah.
[01:35:48.174 --> 01:35:49.075]  Bankers don't like it.
[01:35:50.375 --> 01:35:55.757]  Well, they don't like a lot of things that the American people are doing, and we're stepping up to the plate, and that's what needs to be done.
[01:35:55.777 --> 01:35:56.997]  That's what every American needs to do.
[01:35:57.278 --> 01:35:58.058]  Step up to the plate.
[01:35:58.118 --> 01:35:59.798]  Hey, the Wall Street Journal actually got it right.
[01:35:59.818 --> 01:36:02.139]  You know, I told the Wall Street Journal I wouldn't be interviewed by them lately.
[01:36:02.519 --> 01:36:03.400]  They want to come here and interview me.
[01:36:03.420 --> 01:36:04.320]  I told them, maybe I should.
[01:36:04.360 --> 01:36:07.081]  It says, Congress and the IMF's power grab
[01:36:09.600 --> 01:36:13.923]  And this article about Julie Shelton actually admits it's foreign banks taking over the U.S.
[01:36:15.444 --> 01:36:15.785]  Wow!
[01:36:16.445 --> 01:36:17.306]  What do you think about that?
[01:36:17.806 --> 01:36:21.949]  Well, I think that there needs to be some heads rolling in the streets.
[01:36:22.689 --> 01:36:24.251]  I think that's what needs to happen.
[01:36:25.832 --> 01:36:27.052]  You mean figuratively?
[01:36:27.213 --> 01:36:27.553]  Of course!
[01:36:28.253 --> 01:36:29.454]  Figuratively, of course.
[01:36:29.634 --> 01:36:31.275]  I don't speak in literal terms.
[01:36:32.496 --> 01:36:38.641]  By the way, the Las Vegas Review-Journal just got subpoenaed for people making threats, and they're going to fight the subpoena.
[01:36:39.520 --> 01:36:43.307]  And which is going to cost them $20,000-$30,000, money we don't have when we get subpoenaed.
[01:36:43.367 --> 01:36:44.269]  What kind of threats?
[01:36:44.289 --> 01:36:45.711]  Have you ever been subpoenaed yet?
[01:36:45.751 --> 01:36:46.653]  No, I have not, no.
[01:36:46.893 --> 01:36:50.179]  By ding-dongs that make threatening comments on your message boards?
[01:36:50.360 --> 01:36:50.921]  No, I have not.
[01:36:51.241 --> 01:36:52.523]  Yeah, it's not very fun.
[01:36:53.968 --> 01:36:54.968]  Well, I don't look forward to it.
[01:36:55.429 --> 01:36:57.830]  Well, hopefully they won't do that.
[01:36:58.370 --> 01:37:04.912]  On our website, RestoreTheRepublic.net, we're just teetering at 15,000 registered users.
[01:37:05.573 --> 01:37:11.295]  People are all over that website, posting blogs, forums, articles, videos, all types of things.
[01:37:11.975 --> 01:37:13.216]  Very exciting, Gary.
[01:37:13.536 --> 01:37:15.436]  It's a lot to manage, it is.
[01:37:16.217 --> 01:37:17.637]  And people are free to say what they want.
[01:37:17.977 --> 01:37:19.078]  I haven't got a subpoena yet, though.
[01:37:20.097 --> 01:37:20.317]  Yeah.
[01:37:20.738 --> 01:37:21.679]  No, just side issue.
[01:37:22.200 --> 01:37:30.532]  I saw the Atlanta Journal-Constitution, not the Atlanta Journal-Constitution, the Las Vegas Review-Journal in here saying that, and it just made me think of it.
[01:37:30.813 --> 01:37:31.974]  Let's take some phone calls.
[01:37:32.335 --> 01:37:34.017]  Let's talk to Brian in Arizona.
[01:37:34.037 --> 01:37:35.920]  You're on the air with Gary Franchi.
[01:37:35.940 --> 01:37:36.261]  Go ahead.
[01:37:37.379 --> 01:37:39.061]  Oh hey Gary, great to talk to you again.
[01:37:39.101 --> 01:37:49.031]  I met you out in Phoenix and I got that email where nobody sent in money and tell them all to send in two bucks and wrap it in paper because you guys need the funds out of 50,000 people.
[01:37:49.071 --> 01:37:51.153]  What, 700 people mailed in or something?
[01:37:52.245 --> 01:37:56.609]  Yeah, well, you know, that last email we put out really set off a firestorm.
[01:37:57.409 --> 01:38:01.453]  People are coming out of the woodwork supporting the Sponsor Patriot program.
[01:38:01.473 --> 01:38:13.262]  And I want to thank you for stepping up and helping us, because that program is designed to put magazines in the hands of activists who are willing to hit the streets, pass them out all over the country.
[01:38:13.282 --> 01:38:15.204]  It's beautiful.
[01:38:15.944 --> 01:38:17.505]  It's absolutely exciting.
[01:38:17.525 --> 01:38:17.966]  Go ahead, Brian.
[01:38:18.643 --> 01:38:22.507]  A couple quick disagreements that will be right on point, not out of left field.
[01:38:22.827 --> 01:38:25.470]  When Jesse Ventura was on a week ago, I tried to get through.
[01:38:25.870 --> 01:38:29.373]  He said, well, is Barack Obama's mother American?
[01:38:29.433 --> 01:38:30.835]  I don't understand what the problem is.
[01:38:30.875 --> 01:38:31.916]  Here's what the problem is.
[01:38:32.276 --> 01:38:34.298]  The father wasn't, but even bigger than that.
[01:38:34.598 --> 01:38:39.884]  You have to go back to the laws that was in 1961, I believe, and that said, if you're
[01:38:41.324 --> 01:38:42.925]  One parent is natural born.
[01:38:43.025 --> 01:38:43.665]  Here's the deal.
[01:38:43.965 --> 01:38:49.147]  You have to have lived here over the last 10 years, of which 5 have to be over the age of 14.
[01:38:49.207 --> 01:38:53.348]  Now she gave birth... And his mother was too young to have been able to do that.
[01:38:53.408 --> 01:39:03.492]  Yes, so he's not a citizen who can be president because his mother, under federal law, had not lived in the United States continuously for long enough.
[01:39:04.383 --> 01:39:15.112]  No, she lived here continuously, but five of those years had to be over the age of 14, which meant she could have given birth out of the country five years out of her age.
[01:39:15.192 --> 01:39:17.334]  Yeah, no, she was too young for it to be young.
[01:39:17.954 --> 01:39:20.216]  Yeah, yeah, she gave birth at age 18.
[01:39:20.477 --> 01:39:29.404]  The other disagreement, and I got this information to Aaron the other day with the code word Batman in his email, was the disagreement on ThePentacon.com.
[01:39:29.644 --> 01:39:32.667]  There was a new release where they went back and interviewed a witness
[01:39:33.027 --> 01:39:36.869]  Sir, I don't even think you know my view on all that stuff at the Pentagon.
[01:39:37.209 --> 01:39:38.629]  I don't know what we're disagreeing about.
[01:39:38.649 --> 01:39:42.411]  You're just making statements and saying you're disagreeing, but I appreciate your call.
[01:39:42.451 --> 01:39:43.351]  Talk to Dave in New York.
[01:39:43.431 --> 01:39:44.351]  Dave, you're on the air.
[01:39:44.612 --> 01:39:44.892]  Go ahead.
[01:40:02.034 --> 01:40:03.234]  Hey Alex, how you doing?
[01:40:03.434 --> 01:40:04.955]  Thank you for all the work that you do.
[01:40:04.995 --> 01:40:05.935]  We love you up here.
[01:40:05.995 --> 01:40:06.975]  Keep up the good work.
[01:40:07.695 --> 01:40:11.996]  I just want to let you know that in my town, which is very close to the U.S.
[01:40:12.136 --> 01:40:30.939]  Open in Bethpage and Farmingdale, our train station is set up like a Homeland Security military-style operation where people disembark the train, they herd the people into a security area where they're shaken down for any sort of contraband and paraphernalia,
[01:40:31.839 --> 01:40:32.260]  I don't
[01:40:48.838 --> 01:41:04.285]  Train stations, bus stations, all subway stations, the TSA, Homeland Security, total violation of 10th Amendment, 9th Amendment, has announced they're going to be nationwide and in shopping malls randomly ordering you up against the wall to search you.
[01:41:04.525 --> 01:41:08.307]  Now I said this six years ago when I saw Governor Ridge say it on C-SPAN, that was the plan.
[01:41:08.807 --> 01:41:10.128]  Now they've gotten around to it.
[01:41:10.388 --> 01:41:15.272]  Folks, that isn't freedom when the borders are wide open, but there's guys in black uniforms lining you up.
[01:41:15.352 --> 01:41:16.553]  We need footage like that.
[01:41:16.953 --> 01:41:20.916]  Go sit there with a little camera like you're reading a newspaper, shoot video of that.
[01:41:21.316 --> 01:41:25.560]  We need that type of video, or don't wait for us, shoot it, get it up on the web.
[01:41:25.580 --> 01:41:28.662]  Just if you send it to us, we can promote it and, you know, really get a lot of attention.
[01:41:29.608 --> 01:41:31.490]  Can you repeat the name of that train station again, please?
[01:41:45.216 --> 01:41:46.696]  Farmingdale train station.
[01:41:46.837 --> 01:41:48.117]  Farmingdale train station.
[01:41:48.817 --> 01:42:01.041]  I mean, I remember before 9-11 they had public school drills where FEMA would practice without telling the parents, having the kids with their hands up and go get on buses, and then they would tell the kids, you're now going to a FEMA camp, your parents have to come later.
[01:42:01.401 --> 01:42:09.084]  Then the Washington Post after 9-11 said, during a terror attack, we're going to take your kids and then make you come get them at the FEMA center.
[01:42:12.323 --> 01:42:15.305]  I mean, folks, they've done this in the Soviet Union.
[01:42:15.585 --> 01:42:17.006]  They've done this in Nazi Germany.
[01:42:17.046 --> 01:42:18.647]  They're really... Well, it's conditioning.
[01:42:18.747 --> 01:42:19.327]  It is conditioning.
[01:42:19.347 --> 01:42:24.891]  Yesterday, it's mainstream news that all protest is considered terrorism.
[01:42:25.672 --> 01:42:28.133]  I mean, the people that said that are the terrorists.
[01:42:28.393 --> 01:42:30.355]  Sir, so where were you when you saw this?
[01:42:30.415 --> 01:42:33.197]  I mean, is this going on every day or was this just for one event?
[01:42:33.857 --> 01:42:39.023]  I take the train every day to work, and they're set up at my train station with all kinds of gates.
[01:42:39.383 --> 01:42:43.868]  There's multi-jurisdictional, multi-services.
[01:42:43.888 --> 01:42:44.748]  That's a federal drill.
[01:42:44.769 --> 01:42:48.492]  They had that in Tennessee in a four-state area last year, then again this year.
[01:42:48.873 --> 01:42:50.775]  Regular Army, Air Force MPs.
[01:42:51.355 --> 01:42:52.516]  Shut down the highways.
[01:42:52.536 --> 01:42:54.237]  We can pull up photos in the newspapers.
[01:42:54.618 --> 01:42:59.181]  The governor said don't do it, and the Fed said we're going to do it.
[01:42:59.781 --> 01:43:09.529]  And the army was out, and you see photos of traffic backed up miles with MPs searching people's cars going, you know, it's still photos going like that at the citizens.
[01:43:10.049 --> 01:43:11.710]  I mean, Gary, this is insane.
[01:43:11.870 --> 01:43:16.454]  Well, this is direct violation of posse comitatus, and, you know, the American people
[01:43:17.934 --> 01:43:20.415]  If the American people don't stand up, we are done.
[01:43:21.395 --> 01:43:22.396]  Forget being America.
[01:43:22.676 --> 01:43:24.417]  Call it something else, because that's not what it is.
[01:43:25.017 --> 01:43:25.277]  Okay?
[01:43:25.437 --> 01:43:32.979]  The federal government has overstepped its bounds beyond what the founders... Well, they're trying to pass a law where they can kidnap your kids in Texas without even a court order.
[01:43:33.600 --> 01:43:35.300]  I mean, you know, it's on the governor's desk.
[01:43:35.460 --> 01:43:36.661]  It's total tyranny.
[01:43:37.281 --> 01:43:40.762]  First it's, oh, we're just spying on Al-Qaeda, and then now we're spying on all of you.
[01:43:41.282 --> 01:43:43.343]  And the courts in Congress say they can without warrants.
[01:43:43.383 --> 01:43:45.284]  And then, oh, we're just going to talk to your kid.
[01:43:45.324 --> 01:43:46.324]  Now we're just going to take them.
[01:43:47.315 --> 01:43:51.098]  I mean, you know, it's just, oh my gosh, well thank you sir, get us some photos of that.
[01:43:51.798 --> 01:43:53.339]  In fact, get one of those pen cameras.
[01:43:53.400 --> 01:44:02.726]  Well actually, if the guys Google it, you can pull up, it was all over the New York News, it was also in Boston, Dallas and Houston are doing it.
[01:44:03.167 --> 01:44:05.208]  It's called Viper Teams.
[01:44:05.248 --> 01:44:08.711]  Google Viper Teams, or no, Google TSA
[01:44:12.318 --> 01:44:16.180]  TSA takes over Subway.
[01:44:16.881 --> 01:44:18.942]  And life will be like the airports.
[01:44:20.042 --> 01:44:26.266]  And that's all about submission, taking your shoes off, answering questions of some illegal alien jabbing you with a poker stick.
[01:44:26.286 --> 01:44:38.113]  You better not have a bottle of shampoo larger than three ounces outside of a clear plastic bag or else you're going to be carrying some... It's all about making you all criminals, training you you're all bad.
[01:44:38.413 --> 01:44:39.674]  In England, everybody now,
[01:44:40.194 --> 01:44:41.874]  Old lady walking her dog, doesn't matter.
[01:44:41.894 --> 01:44:44.615]  It's happened to Watsons, both the Watsons.
[01:44:44.775 --> 01:44:45.255]  It happened to me.
[01:44:45.275 --> 01:44:49.296]  You'll be walking down the street, and police will go, please stand up against the wall, so I need to see your ID.
[01:44:49.356 --> 01:44:51.176]  You're being enrolled in the terrorism database.
[01:44:52.377 --> 01:44:53.697]  And you go, I'm not going to tell you that.
[01:44:53.717 --> 01:44:55.717]  I will arrest you immediately on section 7874589.
[01:44:55.977 --> 01:45:02.719]  And then they also have a headline, there it is, TSA to replace NYPD on subway bag checks.
[01:45:02.759 --> 01:45:05.239]  That's Fox News, and it says everybody will do it.
[01:45:05.479 --> 01:45:06.680]  That's nationwide.
[01:45:07.020 --> 01:45:07.860]  Now, let's expand.
[01:45:09.511 --> 01:45:10.592]  In England, Google this.
[01:45:10.632 --> 01:45:11.792]  I want to show them mainstream news.
[01:45:11.832 --> 01:45:12.773]  They report it like it's good.
[01:45:13.413 --> 01:45:15.754]  All photography of government is terrorism.
[01:45:15.994 --> 01:45:19.896]  And you were arrested as a terrorist, but they've got cameras all on you.
[01:45:20.156 --> 01:45:22.077]  And then the cops said, well, it's only for real terrorists.
[01:45:22.257 --> 01:45:27.340]  And then all these videos are coming out as they arrest anybody and everybody, taking photos of their kids in a park.
[01:45:27.640 --> 01:45:29.881]  Cops will walk up and say, excuse me, ma'am, I'm up against the wall, please.
[01:45:30.161 --> 01:45:30.942]  You're being arrested.
[01:45:31.002 --> 01:45:31.742]  Section 675 code over.
[01:45:33.823 --> 01:45:35.764]  And they're like, oh my God, I'm sorry, I'm a terrorist!
[01:45:36.085 --> 01:45:39.787]  And it's just all getting you ready for it, that you're part of this.
[01:45:39.887 --> 01:45:45.771]  Well, the funny thing, Alex, about cameras, you know... Just Google photography terrorism in England.
[01:45:45.791 --> 01:45:46.292]  That'll show it.
[01:45:46.332 --> 01:45:46.592]  Go ahead.
[01:45:46.612 --> 01:45:49.254]  The funny thing about cameras is that they're not going to prevent anything.
[01:45:50.138 --> 01:45:54.740]  Every time they SWAT team us, then they say it malfunctioned.
[01:45:54.780 --> 01:45:59.983]  Well, if a terrorist wants to go ahead and blow something up, a camera is going to get blown up in the process.
[01:46:00.083 --> 01:46:00.963]  They're not going to get anything.
[01:46:01.203 --> 01:46:02.324]  It's not going to prevent it.
[01:46:02.344 --> 01:46:04.665]  Well, number one, Google Earth, they already have the photos.
[01:46:04.965 --> 01:46:09.527]  It's all about, they don't want us videotaping them, and everybody knows it!
[01:46:09.647 --> 01:46:12.648]  Because government thinks it's God and works for offshore banks.
[01:46:12.688 --> 01:46:14.029]  Because we will hold them accountable.
[01:46:15.546 --> 01:46:16.968]  Those cameras hold them accountable.
[01:46:16.988 --> 01:46:17.669]  Yeah, click on that.
[01:46:17.709 --> 01:46:18.710]  That's a prison planet.
[01:46:18.870 --> 01:46:21.913]  UK government refuses to say where photography is banned.
[01:46:21.954 --> 01:46:23.776]  BJP online.
[01:46:23.796 --> 01:46:24.196]  Click on it.
[01:46:24.216 --> 01:46:25.057]  I want to go to the main story.
[01:46:25.077 --> 01:46:25.838]  That's just a blurb.
[01:46:26.899 --> 01:46:27.280]  Click on it.
[01:46:28.541 --> 01:46:30.343]  Yeah, but I want to show people the actual BBC.
[01:46:31.544 --> 01:46:33.427]  Taking photos in England now of terrorism.
[01:46:33.847 --> 01:46:39.053]  And it's Section... Yeah, it's Section 24-1 of Section 31-1-A-C.
[01:46:39.073 --> 01:46:44.219]  And how dare you... I mean, literally, that's what they do.
[01:46:44.659 --> 01:46:45.641]  Go ahead, Franchi, I'm sorry.
[01:46:46.777 --> 01:46:49.579]  You know, I'm just saying, the cameras hold them accountable.
[01:46:49.920 --> 01:46:53.442]  When we put our cameras in their faces, we catch them in the act.
[01:46:53.462 --> 01:46:55.704]  But it's like this, you have a camera in the studio right now.
[01:46:56.444 --> 01:47:01.148]  I've got all these cameras on you, but wheel that camera around right there to his camera.
[01:47:01.668 --> 01:47:04.891]  It'd be like if I was a cop in England, and I've got all these cameras on Franchi.
[01:47:05.212 --> 01:47:06.573]  But then I go, GOOD LORD!
[01:47:06.833 --> 01:47:07.534]  OH MY GOD!
[01:47:07.554 --> 01:47:08.675]  HE'S GOT A CAMERA!
[01:47:08.975 --> 01:47:10.336]  ACT OF TERRORISM!
[01:47:10.396 --> 01:47:11.337]  IT'S A WEAPON!
[01:47:11.638 --> 01:47:13.359]  IT'S GOING TO KILL US!
[01:47:13.720 --> 01:47:15.101]  BAN IT IMMEDIATELY!
[01:47:15.461 --> 01:47:17.964]  FRANCHI IS A TERRORIST!
[01:47:18.224 --> 01:47:19.085]  THE CROWN!
[01:47:21.874 --> 01:47:24.155]  You know, that MIAC report was something else too, you know?
[01:47:24.535 --> 01:47:28.276]  If you had a copy of Freedom to Fascism, you might be a violent militia member, you know?
[01:47:28.516 --> 01:47:32.078]  Well, but see, they say, militia member, white supremacist, mixing that in.
[01:47:32.178 --> 01:47:32.418]  Right.
[01:47:32.818 --> 01:47:34.138]  And let's expand on that.
[01:47:34.179 --> 01:47:36.299]  Now the CPS is taking white supremacist kids.
[01:47:37.500 --> 01:47:39.240]  But they have a right to be white supremacists.
[01:47:39.300 --> 01:47:40.741]  They have a right to be black nationals.
[01:47:41.381 --> 01:47:45.603]  I don't agree with... I mean, Matt Giannarosa, are we going to take all the illegal aliens kids?
[01:47:45.643 --> 01:47:46.543]  Well, no, that won't happen.
[01:47:46.783 --> 01:47:48.904]  That won't happen, because that's, you know, that's racism.
[01:47:50.299 --> 01:47:54.803]  Well, just like when they were arresting my IT guy in the parking lot one night because his ID was expired.
[01:47:55.023 --> 01:47:55.504]  He pulled in.
[01:47:55.524 --> 01:47:56.365]  They thought it was suspicious.
[01:47:56.385 --> 01:47:57.425]  He pulled into our parking lot.
[01:47:57.826 --> 01:47:58.246]  I pull up.
[01:47:58.266 --> 01:47:58.827]  The lights are on.
[01:47:58.847 --> 01:47:59.908]  The cops got him in handcuffs.
[01:47:59.968 --> 01:48:00.368]  I walk up.
[01:48:00.408 --> 01:48:00.969]  They all bowl up.
[01:48:00.989 --> 01:48:01.910]  They go, Oh, Alex Jones.
[01:48:02.210 --> 01:48:02.971]  Hey, we're fans.
[01:48:03.331 --> 01:48:04.112]  And I go, Oh, really?
[01:48:04.132 --> 01:48:05.733]  And I said, Why are you taking him to jail?
[01:48:05.753 --> 01:48:06.654]  Well, his ID's out.
[01:48:06.674 --> 01:48:08.355]  And I said, But if he was an illegal alien, you wouldn't.
[01:48:08.375 --> 01:48:09.496]  He goes, You know, that's true.
[01:48:10.477 --> 01:48:10.798]  Absolutely.
[01:48:10.818 --> 01:48:11.578]  The judges let them go.
[01:48:11.598 --> 01:48:12.379]  We're told not to.
[01:48:12.539 --> 01:48:18.404]  You know, you see, we are citizens, which means cash, cow, slave, scum, filth to be sucked off of.
[01:48:18.624 --> 01:48:25.170]  They see us, they see a dumb, stupid schmuck that'll hand our kids over to their pedophile rape rooms and not even stand up.
[01:48:25.370 --> 01:48:30.974]  Alex, when I used to do loss prevention for a major retail outfit, uh, it's the employee's feeling!
[01:48:31.515 --> 01:48:32.696]  Well, it was the employee's argument!
[01:48:33.136 --> 01:48:35.618]  Alex, I used to arrest illegal aliens, okay?
[01:48:35.838 --> 01:48:42.463]  I would catch them, in their, with their wallets, with the cutouts of the green cards, just before they're ready to be manufactured.
[01:48:42.764 --> 01:48:48.708]  The Niles Police Department would come in, and I'd say, look, I got this guy, in the act, he's about to, he's, he's making green cards!
[01:48:48.929 --> 01:48:51.471]  They didn't care, didn't want to talk about it, let him go.
[01:48:52.051 --> 01:48:52.451]  Let him go!
[01:48:52.712 --> 01:48:55.374]  So you could catch people stealing or just with fake cards?
[01:48:55.434 --> 01:48:57.616]  I would catch people stealing, shoplifting from the store.
[01:48:58.056 --> 01:48:59.538]  And it was a lot of people.
[01:48:59.638 --> 01:49:01.059]  I'm surprised the cops didn't help him.
[01:49:01.079 --> 01:49:03.241]  Remember New Orleans with them all stealing, the cops stealing?
[01:49:03.942 --> 01:49:06.404]  I'm surprised the cop didn't pistol whip him and go, SHUT UP!
[01:49:07.225 --> 01:49:08.226]  STEAL EVERYTHING!
[01:49:08.446 --> 01:49:09.126]  IT'S OURS!
[01:49:09.327 --> 01:49:10.348]  WE RULE IT NOW!
[01:49:11.769 --> 01:49:12.930]  STEAL EVERYTHING!
[01:49:13.270 --> 01:49:14.451]  INCLUDING THEIR CHILDREN!
[01:49:14.591 --> 01:49:16.633]  THERE'S NOTHING THESE SMUCKS WON'T PUT UP WITH!
[01:49:18.666 --> 01:49:19.428]  I'm sorry, go ahead.
[01:49:19.849 --> 01:49:22.193]  Well... I mean, this is key though.
[01:49:22.234 --> 01:49:23.035]  Tell me more about this.
[01:49:23.155 --> 01:49:25.480]  Okay, I've got an illegal...
[01:49:27.410 --> 01:49:27.990]  A god?
[01:49:28.650 --> 01:49:28.890]  Yes.
[01:49:29.651 --> 01:49:30.051]  A god.
[01:49:30.131 --> 01:49:31.171]  Undocumented worker.
[01:49:31.371 --> 01:49:31.811]  A god.
[01:49:31.891 --> 01:49:32.712]  No, a god.
[01:49:33.372 --> 01:49:40.894]  And, you know, he's got the documentation ready to, of pictures of different people, his friends, he's making fake green cards.
[01:49:41.374 --> 01:49:42.074]  Niles P.D.
[01:49:42.374 --> 01:49:42.874]  lets him go.
[01:49:43.355 --> 01:49:45.235]  Okay, I got him on shoplifting charges.
[01:49:45.255 --> 01:49:46.556]  Okay, I got him on video.
[01:49:46.676 --> 01:49:47.356]  But he's a god.
[01:49:47.376 --> 01:49:48.036]  But he's a god.
[01:49:48.076 --> 01:49:48.636]  But you know what?
[01:49:49.136 --> 01:49:49.676]  We gotta let him go.
[01:49:50.137 --> 01:49:51.217]  Because we don't want to deal with it.
[01:49:51.937 --> 01:49:57.961]  But if I caught some 16-year-old... See, we gotta start saying... Oh man, they would cuff him and take him into the police without question.
[01:49:58.281 --> 01:50:01.042]  Because that is a... that they can suck money out of.
[01:50:01.082 --> 01:50:01.883]  He's in the Matrix.
[01:50:02.003 --> 01:50:02.223]  Yes.
[01:50:02.263 --> 01:50:03.544]  So we need to be like the illegal aliens.
[01:50:03.564 --> 01:50:04.704]  Stop going along with their system.
[01:50:04.785 --> 01:50:05.325]  Absolutely.
[01:50:06.045 --> 01:50:06.646]  Cut up your ideas.
[01:50:06.686 --> 01:50:09.467]  I mean, what about... You gotta extract yourself from the system somehow.
[01:50:09.487 --> 01:50:09.908]  What about...
[01:50:12.765 --> 01:50:26.471]  Discrimination lawsuits because it I mean they're sheriffs on record who arrest illegals and are told let him go who've been in the newspaper I mean that they see a citizen they see a big it's like they see a Capri Sun like they want to stick a Straw in us and suck the juice out, but they see a legal alien.
[01:50:26.511 --> 01:50:28.572]  They see a stone They can't squeeze blood out of well.
[01:50:28.632 --> 01:50:31.974]  That's what the because they how do we become God level like them?
[01:50:32.954 --> 01:50:40.079]  Um, you know, maybe we all gotta go out and get, uh, you know, fake IDs, scrub our social security numbers, and, uh, cut up our driver's license, remove our license plate.
[01:50:40.099 --> 01:50:41.239]  Yeah, but they would target you.
[01:50:41.519 --> 01:50:42.780]  Like, you've seen all the art in the system.
[01:50:42.820 --> 01:50:43.220]  It's too late.
[01:50:43.240 --> 01:50:46.102]  Hey, have you seen how they're arresting everybody that tries to buy stuff with silver?
[01:50:46.562 --> 01:50:48.444]  And then a guy with a big YouTube channel I know...
[01:50:49.424 --> 01:50:53.087]  Uh, he went into a store where they're taking silver, and they erased his account.
[01:50:53.367 --> 01:51:09.860]  They're scared of people learning that you can pay for stuff with silver, and the cops are so brainwashed, they arrest people all over the country if they have $2 bills, because the store clerks are such Nazis, they think $2 bills are counterfeit, and the cops charge you and convict you of normal money!
[01:51:10.360 --> 01:51:14.642]  Are you fed up with all the side effects of chemicals in your shampoos and detergents?
[01:51:14.883 --> 01:51:19.785]  Even fragrances can signal some 4,000 separate ingredients, most of which are synthetic.
[01:51:20.005 --> 01:51:21.346]  Hi folks, Alex Jones here.
[01:51:21.486 --> 01:51:24.968]  Why not go back to basics and be safe with Calbin Pure Soaps?
[01:51:25.108 --> 01:51:30.271]  They're all natural and you'll save some 85% the money you're spending for your cleaning products now.
[01:51:30.511 --> 01:51:36.294]  Marty Schachter founded Calbin Soap Company in 1947 and provided products for health institutions.
[01:51:36.614 --> 01:51:39.056]  Now, Calvin Soaps are available to you and me.
[01:51:39.116 --> 01:51:41.438]  Triple concentrated for all your cleaning needs.
[01:51:41.658 --> 01:51:43.800]  From bathing and laundry to dishes, hair and more.
[01:51:44.080 --> 01:51:45.061]  No harsh chemicals.
[01:51:45.281 --> 01:51:46.222]  No animal testing.
[01:51:46.482 --> 01:51:47.783]  I use them and love them.
[01:51:47.803 --> 01:51:49.425]  Knowing they're all naturally safe.
[01:51:49.705 --> 01:51:50.746]  And I save big time.
[01:51:51.106 --> 01:51:52.327]  Call Calvin Pure Soap at 1-800-340-7091.
[01:51:52.347 --> 01:51:52.587]  That's 1-800-340-7091.
[01:51:52.607 --> 01:51:54.188]  Or log on to 5starsoap.com now for a free catalog.
[01:52:02.595 --> 01:52:09.121]  Again, that number, 1-800-340-7091 or 5starsoap.com for all your cleaning needs.
[01:52:10.682 --> 01:52:16.007]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:52:16.708 --> 01:52:22.053]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[01:52:22.593 --> 01:52:28.759]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:52:29.079 --> 01:52:30.920]  Well, Obama's already fudging.
[01:52:31.040 --> 01:52:33.442]  He's fudged since day one in this election.
[01:52:33.502 --> 01:52:44.469]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[01:52:46.690 --> 01:52:47.991]  It's not about left or right.
[01:52:48.371 --> 01:52:49.772]  It's about a one-world government.
[01:52:50.232 --> 01:52:56.456]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:52:58.066 --> 01:53:13.058]  Hello, this is Alex Jones with some important questions.
[01:53:13.479 --> 01:53:18.463]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[01:53:18.803 --> 01:53:20.564]  My answer would be all I can get.
[01:53:20.865 --> 01:53:25.629]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[01:53:26.169 --> 01:53:26.349]  I think?
[01:53:43.772 --> 01:53:44.112]  Good to go!
[01:54:14.568 --> 01:54:19.773]  Waging War on Corruption, Alex Jones on the GCN Radio Network.
[01:54:21.595 --> 01:54:25.238]  Dave in Texas, you're on the air with Gary Franchi and Alex Jones.
[01:54:25.258 --> 01:54:25.818]  Go ahead, Dave.
[01:54:26.559 --> 01:54:27.180]  Hi, Alex.
[01:54:27.380 --> 01:54:27.860]  Hi, Gary.
[01:54:28.661 --> 01:54:35.027]  I was just wondering if you guys could comment on their recent declaration of the World Health Organization using U.S.
[01:54:35.067 --> 01:54:37.369]  schools as mandatory vaccination centers and
[01:54:38.160 --> 01:54:40.262]  How do you think they're going to enforce that?
[01:54:40.322 --> 01:54:42.685]  Are they going to send people like a letter or something?
[01:54:43.025 --> 01:54:47.990]  Well, I should have spent more time on this since they came out and said that on Monday.
[01:54:48.430 --> 01:54:53.956]  But see, that's a blind spot I have, is that I read the official UN treaties that we signed.
[01:54:54.716 --> 01:54:59.661]  Me and Jason showed it over and over again months ago on air where it says forced inoculations, martial law.
[01:55:00.582 --> 01:55:03.223]  Uh, how they're going to use the schools as forced inoculations.
[01:55:03.664 --> 01:55:08.526]  The Model States Health Emergency Powers Act from 2002, 2003 said all that.
[01:55:09.126 --> 01:55:12.608]  And so we've told, we told you we were really at level 6 a month and a half ago.
[01:55:12.988 --> 01:55:14.128]  This week they admitted that.
