[00:00:00.908 --> 00:00:11.013]  Prepare yourself for a talk radio experience like no other.
[01:43:51.828 --> 01:43:52.928]  Uh-oh.
[01:43:52.928 --> 01:43:53.469]  Come on, Pam.
[01:43:53.469 --> 01:43:54.109]  You're on the air.
[01:43:54.109 --> 01:43:54.409]  Welcome.
[01:43:56.854 --> 01:43:59.075]  Okay, there she goes.
[01:43:59.075 --> 01:43:59.915]  I don't know what's going on.
[01:43:59.915 --> 01:44:01.036]  I guess people sit there for 30 minutes.
[01:44:01.036 --> 01:44:02.056]  They're kind of out of it.
[01:44:02.056 --> 01:44:04.677]  Tom in Pennsylvania, you're on the air.
[01:44:04.677 --> 01:44:05.798]  Welcome.
[01:44:05.798 --> 01:44:07.138]  Alex, what is going on?
[01:44:07.138 --> 01:44:08.259]  Worldwide transmission, sir.
[01:44:08.259 --> 01:44:09.259]  Go ahead.
[01:44:09.259 --> 01:44:15.082]  Hey, did you say on your show the other day that you're going to launch a website where you're proving things like point by point?
[01:44:15.082 --> 01:44:16.602]  I think that's what I heard you say.
[01:44:16.602 --> 01:44:17.963]  Did I hear right?
[01:44:17.963 --> 01:44:22.385]  I'm not quite sure what you're saying, sir.
[01:44:22.385 --> 01:44:22.505]  What?
[01:44:23.129 --> 01:44:23.950]  Expand it.
[01:44:23.950 --> 01:44:25.451]  Expand what you're saying.
[01:44:25.451 --> 01:44:28.313]  Explain to me specifically what you're asking.
[01:44:28.313 --> 01:44:29.194]  No, I'm asking you.
[01:44:29.194 --> 01:44:40.403]  I mean, I thought I heard you say on your show the other day that you're going to launch a website where you're proving things point by point, like you're going to give the background information on each subject and then prove things point by point.
[01:44:40.403 --> 01:44:41.704]  Did you say that?
[01:44:41.704 --> 01:44:42.905]  No.
[01:44:42.905 --> 01:44:44.026]  You didn't?
[01:44:44.026 --> 01:44:44.166]  No.
[01:44:46.401 --> 01:44:48.323]  But we have done that.
[01:44:48.323 --> 01:44:49.904]  I mean, we do that all the time.
[01:44:49.904 --> 01:44:57.570]  We write articles all the time, and every comment we make, every statement we make is backed up by links to legislation, government documents, you name it.
[01:44:57.570 --> 01:45:01.532]  My film, Endgame, whatistheendgame.com, endgamethemovie.com will take you to the URL.
[01:45:01.532 --> 01:45:06.516]  It has a complete bibliography of every second of the film as you go through it.
[01:45:08.163 --> 01:45:10.844]  So it's all right there for you.
[01:45:10.844 --> 01:45:13.565]  The film Terror Storm has one of those.
[01:45:13.565 --> 01:45:15.106]  So does my film Martial Law.
[01:45:15.106 --> 01:45:17.067]  So everything we talk about is documented.
[01:45:17.067 --> 01:45:34.775]  I mean, if I sit there and I read an article about Coast Guards can't start a rescue until they fill out a health and safety assessment, after first filling out the data timeline, the lead rescuer must outline the reason for the journey, detail any risks the team may encounter during the rescue, including both current and forecast weather conditions.
[01:45:35.302 --> 01:45:39.984]  And it goes on to say that when the Coast Guard was first shown this, they thought it was a joke.
[01:45:39.984 --> 01:45:43.365]  They say that they didn't believe it when they first saw it.
[01:45:43.365 --> 01:45:44.906]  I'm trying to find that quote here.
[01:45:44.906 --> 01:45:46.206]  I mean, that's out of the mail online.
[01:45:46.206 --> 01:45:47.807]  We have a link to it.
[01:45:47.807 --> 01:45:48.667]  Very strange call.
[01:45:48.667 --> 01:45:50.328]  Another very strange call.
[01:45:50.328 --> 01:45:51.748]  Ollie in Canada.
[01:45:51.748 --> 01:45:52.469]  You're on the air.
[01:45:52.469 --> 01:45:52.869]  Go ahead.
[01:45:52.869 --> 01:45:54.830]  Well, hello, Alex.
[01:45:54.830 --> 01:45:56.230]  I'm glad to be on the show.
[01:45:56.230 --> 01:46:03.213]  And I just wanted... I have a lot of questions to ask you, but since you're going to give me one minute, I'm just going to ask one question.
[01:46:04.225 --> 01:46:13.616]  Alex, you said at the beginning of the show that this show is very expanding on people, are becoming really, really, really aware.
[01:46:13.616 --> 01:46:23.927]  Now, my question is that once it reaches the boiling point, which I'm pretty sure the so-called predators have already anticipated,
[01:46:24.617 --> 01:46:37.444]  What will they, in your opinion, being on their shoes, what will they do to consolidate or maintain their noose or jaws on the prey?
[01:46:37.444 --> 01:46:38.825]  What will they do?
[01:46:38.825 --> 01:46:41.386]  So, just answer me that.
[01:46:41.386 --> 01:46:44.208]  Okay, very important question.
[01:46:44.208 --> 01:46:47.549]  My job is to point out the corruption, the evil that's going on.
[01:46:47.549 --> 01:46:48.430]  That's a full-time job.
[01:46:48.971 --> 01:46:56.796]  And then I do have solutions, like fight for the Second Amendment, fight for national sovereignty, abolish the Federal Reserve, kick the bankers out, or they'll take over, which they've now done.
[01:46:56.796 --> 01:46:57.097]  Fully.
[01:46:57.097 --> 01:47:00.519]  Give them an inch, they'll take it a million miles.
[01:47:00.519 --> 01:47:12.447]  The criminals running government will stage terror attacks every time people rebel, to then blame it on the people and say, oh look, you're a terrorist, or the provocateur terrorist, to have a pretext, an excuse to attack the public.
[01:47:12.447 --> 01:47:16.390]  They will always stage new crises, outside threats to unify the public around them.
[01:47:16.390 --> 01:47:17.611]  But that's not going to work forever.
[01:47:18.546 --> 01:47:24.651]  But overall, they would stage terror to begin with to get through Agenda 3, so it's better that we be awake and know what we're going into.
[01:47:24.651 --> 01:47:26.172]  Let's continue with your phone calls.
[01:47:26.172 --> 01:47:28.214]  Let's talk to Scott in Seattle.
[01:47:28.214 --> 01:47:28.834]  You're on the air.
[01:47:28.834 --> 01:47:29.855]  Welcome.
[01:47:29.855 --> 01:47:31.997]  Yes, thank you for taking my call.
[01:47:31.997 --> 01:47:35.219]  I was kind of interested in your take on this.
[01:47:35.219 --> 01:47:42.505]  I'm wondering who their golden boy or girl is going to be to introduce this National Service Act into
[01:47:43.146 --> 01:47:46.268]  Congress now that Carolyn Kennedy has stepped down.
[01:47:46.268 --> 01:47:46.829]  Yeah, that's right.
[01:47:46.829 --> 01:47:52.753]  For those that don't know, how are they going to roll out what Obama has officially said he'll do in his Chief of Staff, Rahm Emanuel?
[01:47:52.753 --> 01:47:53.414]  18 to 24.
[01:47:53.414 --> 01:47:58.458]  First, compulsory domestic military service is a new separate arm under him.
[01:47:58.458 --> 01:48:09.146]  Then they're also going to have big public volunteer groups that do PR, like soup kitchens and things, which sound great as the front for having them as tattletale squads, environmental land grabbing squads.
[01:48:09.502 --> 01:48:18.387]  Well, you know, it's kind of curious, because I don't think most people are aware, but Carolyn Kennedy sat on the committee for the National Service Act, along with his former foreign policy advisor, Samantha Power.
[01:48:35.325 --> 01:48:40.057]  So I just thought that it was kind of curious that they would tap her to replace Hillary.
[01:48:41.072 --> 01:48:46.673]  Well, now they've got a more conservative pro-gun lady, a Republican, that they're tabbing as the governor can appoint whoever they want.
[01:48:46.673 --> 01:48:59.636]  That's a big controversy, but Carolyn Kennedy had so much baggage not paying taxes and things that she had to step down, like Bill Richardson with weird lobbying deals, and Blagojevich, who came up under Rahm Emanuel.
[01:48:59.636 --> 01:49:06.258]  Rahm Emanuel handled Obama and Blagojevich, and I mean, just look at it, and then Geithner not paying taxes.
[01:49:06.258 --> 01:49:08.158]  I mean, look at these people.
[01:49:08.158 --> 01:49:09.759]  I mean, they are just a pack of weasels.
[01:49:09.759 --> 01:49:10.659]  Thank you, great call.
[01:49:11.367 --> 01:49:11.907]  Great point.
[01:49:11.907 --> 01:49:12.908]  That's what we like here.
[01:49:12.908 --> 01:49:14.388]  Russ in California.
[01:49:14.388 --> 01:49:15.048]  You're on the air.
[01:49:15.048 --> 01:49:16.729]  Go ahead, Russ.
[01:49:16.729 --> 01:49:17.529]  Yes, sir.
[01:49:17.529 --> 01:49:20.170]  Alex, thank you for having me speak on your show.
[01:49:20.170 --> 01:49:20.690]  You bet.
[01:49:20.690 --> 01:49:22.430]  You are the tip of the spear.
[01:49:22.430 --> 01:49:23.891]  You are the commander.
[01:49:23.891 --> 01:49:26.992]  And you keep going the direction you're going.
[01:49:26.992 --> 01:49:36.254]  I'd like to see sometime on your show, in your new studio, you bring together Ron Paul, Dennis Kucinich, Webster Tarpley.
[01:49:36.254 --> 01:49:38.415]  These gentlemen are so close together.
[01:49:38.848 --> 01:49:39.148]  Yes, sir.
[01:49:53.974 --> 01:50:04.136]  Willie Nelson, Dixie Chicks, as many of you are rolling over the Rush Limbaugh's of the world, and we are grabbing a hold of people from the right and left every day.
[01:50:04.136 --> 01:50:11.318]  You keep going forward, get another concert, get another big thing, everybody will be... Hollywood is behind you.
[01:50:11.318 --> 01:50:12.738]  Everybody is behind you, Alex.
[01:50:12.738 --> 01:50:13.978]  Go to it.
[01:50:13.978 --> 01:50:15.298]  I appreciate you, my friend.
[01:50:15.298 --> 01:50:17.159]  The left-right paradigm is being shattered.
[01:50:18.052 --> 01:50:19.153]  You know, it isn't just Alex Jones.
[01:50:19.153 --> 01:50:21.134]  It's all of us doing things that are going to wake folks up.
[01:50:21.134 --> 01:50:27.297]  One big thing you can do is tell your friends and family, neighbors about the show, whether it's AM, FM, shortwave internet, satellite, that you listen.
[01:50:27.297 --> 01:50:28.358]  Tell them how they can listen.
[01:50:28.358 --> 01:50:31.720]  That's how we can do the free podcast every day at InfoWars.com.
[01:50:31.720 --> 01:50:33.241]  Listen to how you want, where you want, when you want.
[01:50:33.241 --> 01:50:35.542]  We're on Flycast and a bunch of other systems.
[01:50:35.542 --> 01:50:40.185]  You can listen on your iPhone or Blackberry or your cell phone.
[01:50:40.185 --> 01:50:41.425]  So yes, it is exponential.
[01:50:41.425 --> 01:50:44.907]  That's why they're trying to shut down the web with net neutrality and taxation.
[01:50:44.907 --> 01:50:46.168]  That's all coming in right now.
[01:50:46.616 --> 01:50:49.559]  Because the establishment can't fight us on a level playing field.
[01:50:49.559 --> 01:50:56.586]  That's why YouTube's erasing 9-11 Truth videos left and right, including some of ours that had millions of views on YouTube.
[01:50:56.586 --> 01:50:57.787]  People say, well then leave YouTube.
[01:50:57.787 --> 01:50:59.008]  No, that's where the crowd is.
[01:50:59.008 --> 01:51:00.449]  That's where we get viral videos.
[01:51:00.449 --> 01:51:02.932]  That's one of the places we spread the word more effectively.
[01:51:02.932 --> 01:51:07.456]  So we will infest YouTube more and redouble our efforts and fight their censorship.
[01:51:07.456 --> 01:51:08.077]  That's what we'll do.
[01:51:09.781 --> 01:51:18.425]  I do want to tell all the other callers, sorry we don't have time to get to Steve and Bill and everybody else that they're patiently holding, but I'll be back tomorrow live on the radio.
[01:51:18.425 --> 01:51:22.367]  Of course, if you don't have an AM or FM in your area, you can always listen at InfoWars.com.
[01:51:22.367 --> 01:51:24.708]  If you do have that AM or FM, spread the word.
[01:51:24.708 --> 01:51:27.029]  And we'll be back, of course, next weekend, 4 to 6 p.m.
[01:51:27.029 --> 01:51:29.050]  with this abbreviated Sunday transmission.
[01:51:29.050 --> 01:51:33.152]  I want to thank all the sponsors, affiliates, the great guys running the show, and a lot more.
[01:51:33.152 --> 01:51:34.793]  Look, the globalists are criminal.
[01:51:34.793 --> 01:51:37.634]  They can't operate and get away with this if we expose them.
[01:51:38.358 --> 01:51:39.480]  It's so brazen.
[01:51:39.480 --> 01:51:41.422]  So get out there and spread the word.
[01:51:41.422 --> 01:51:43.765]  Get out there and join the InfoWars today.
[01:51:43.765 --> 01:51:46.329]  That's why the website's InfoWars.com.
[01:51:46.329 --> 01:51:47.270]  Vaya con Dios!
[01:51:47.270 --> 01:51:47.831]  Have a great week!
[01:51:48.598 --> 01:51:49.639]  Hi, this is Ted Anderson.
[01:51:49.639 --> 01:51:51.800]  Did you miss your favorite shows on GCN today?
[01:51:51.800 --> 01:51:59.805]  Thanks to the continued support of our listeners, subscribers, and sponsors, we are proud to bring the GCN audience a new and exciting way to listen called On Demand.
[01:51:59.805 --> 01:52:05.848]  Available on GCNlive.com, On Demand plays each show continuously until the next time the show goes live.
[01:52:05.848 --> 01:52:06.969]  It's simple to use.
[01:52:06.969 --> 01:52:11.672]  Just go to GCNlive.com, click on the On Demand button, and find your favorite shows.
[01:52:11.672 --> 01:52:12.632]  Don't get discouraged.
[01:52:12.632 --> 01:52:14.333]  Get On Demand, free!
[01:52:14.333 --> 01:52:17.175]  Thanks again to the listeners at GCNlive.com.
[01:52:18.089 --> 01:52:19.690]  Wondering about your retirement portfolio?
[01:52:19.690 --> 01:52:24.233]  Is your financial advisor experienced enough to combat rising interest rates, taxes, and inflation?
[01:52:24.233 --> 01:52:28.356]  Stop guessing and go to the expert, Robert Chapman of The International Forecaster.
[01:52:28.356 --> 01:52:32.719]  With 45 years of experience and concise investment recommendations, who needs sugar-coated excuses?
[01:52:32.719 --> 01:52:35.321]  Get the cold, hard facts and a proven investment strategy.
[01:52:35.321 --> 01:52:39.363]  For a free introductory copy to The International Forecaster, call 877-479-8178 or go to theinternationalforecaster.com.
[01:52:39.363 --> 01:52:39.683]  That's 877-479-8178.
[01:52:39.683 --> 01:52:39.723]  877-479-8178.
[01:52:48.249 --> 01:52:48.790]  No.
[01:52:48.790 --> 01:52:49.690]  You worry.
[01:52:49.690 --> 01:52:51.752]  You see the signs and worry about the future.
[01:52:51.752 --> 01:52:54.395]  You worry about economic turmoil and food shortages.
[01:52:54.395 --> 01:52:56.517]  How to be prepared while preserving your sanity?
[01:52:56.517 --> 01:52:58.118]  Your answer may be at hand.
[01:52:58.118 --> 01:53:01.721]  Author Linda Runyon lived off the land, isolated from civilization.
[01:53:01.721 --> 01:53:06.966]  She knows that as long as the sun shines, there will be plenty of free food all over God's green earth.
[01:53:06.966 --> 01:53:10.269]  Perhaps the only sane insurance is knowledge of wild edible plants.
[01:53:10.922 --> 01:53:12.604]  The cost of learning is minimal.
[01:53:12.604 --> 01:53:15.506]  Wild food grows everywhere and you will see it everywhere.
[01:53:15.506 --> 01:53:18.970]  It's every bit organic and more nutritious than our modern diets.
[01:53:18.970 --> 01:53:27.078]  Well respected in her field, Linda's approach to teaching this subject includes books, flashcards, and video with an emphasis on health, safety, practicality, and joy.
