[00:00:00.369 --> 00:00:06.454]  We are changed.
[00:20:28.838 --> 00:20:34.622]  You know, the oil companies and chemical companies, a lot of the housing developments were built on oil company land where they had refineries.
[00:20:35.323 --> 00:20:38.565]  And so that's why the cancer rate's off the chart in Houston.
[00:20:39.146 --> 00:20:41.508]  I know folks have to live there for the work, and I got family lives down there.
[00:20:42.168 --> 00:20:46.429]  But I remember being a little kid driving in the car from Dallas and I'd say, oh, we're in Houston, my eyes are burning.
[00:20:46.870 --> 00:20:47.550]  And the stink.
[00:20:48.330 --> 00:20:52.232]  And I mean, I wouldn't live anywhere near Houston if I had a choice.
[00:20:52.252 --> 00:20:56.513]  I mean, those chemical plants, all of it, it is so bad.
[00:20:56.533 --> 00:20:58.474]  I mean, that's a real environmental problem.
[00:20:59.034 --> 00:21:01.475]  And certainly, you know, none of that's good for your plants.
[00:21:02.235 --> 00:21:03.255]  Okay, one more thing.
[00:21:03.355 --> 00:21:10.778]  Also on KHOU this week, which is Channel 11 here in Houston, they're doing an expo today on, it had to be,
[00:21:11.491 --> 00:21:12.633]  I don't know where they got the video.
[00:21:25.816 --> 00:21:30.637]  But, uh, it's definitely something from, uh, like one of your listeners or something, I would say.
[00:21:30.697 --> 00:21:33.878]  I bet my bottom dollar, though, they're gonna do a straw man.
[00:21:34.098 --> 00:21:40.259]  They're gonna show the new vaults being built for all the veterans that are dying that are real and legitimate and mix it in with the plastic coffins.
[00:21:40.479 --> 00:21:41.699]  Hey, the debate's over.
[00:21:41.859 --> 00:21:43.079]  I have the federal documents.
[00:21:43.099 --> 00:21:44.099]  They're building mass graves.
[00:21:45.440 --> 00:21:46.340]  We're on the march.
[00:21:46.840 --> 00:21:48.440]  The empire's on the run.
[00:21:49.380 --> 00:21:52.041]  Alex Jones and the GCN Radio Network.
[00:21:55.359 --> 00:22:01.221]  How would you like to finally be debt free without paying another cent to creditors and not have to file bankruptcy?
[00:22:01.521 --> 00:22:04.962]  DebtCrisisSolutions.com can help free you from the debt trap.
[00:22:05.142 --> 00:22:09.843]  This is not a debt settlement program which has tax consequences or debt consolidation.
[00:22:10.003 --> 00:22:13.505]  With our program, there are no more payments to creditors or collectors.
[00:22:13.725 --> 00:22:20.107]  We will help restore your credit history, protect your property, prevent paycheck garnishments, and preserve your bank account.
[00:22:20.207 --> 00:22:21.427]  We also provide mortgage
[00:22:21.547 --> 00:22:22.267]  We're good to go.
[00:22:42.233 --> 00:22:44.855]  Call 718-615-0123.
[00:22:44.896 --> 00:22:48.579]  That's 718-615-0123.
[00:22:48.819 --> 00:22:51.802]  Or visit them online at DebtCrisisSolutions.com.
[00:22:51.902 --> 00:22:54.564]  That's DebtCrisisSolutions.com today!
[00:22:54.584 --> 00:23:01.090]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[00:23:01.591 --> 00:23:08.557]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[00:23:09.142 --> 00:23:15.328]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[00:23:15.728 --> 00:23:17.550]  Well, Obama's already fudging.
[00:23:17.710 --> 00:23:20.112]  He's fudged since day one in this election.
[00:23:20.212 --> 00:23:31.162]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[00:23:31.783 --> 00:23:33.064]  It's not about left or right.
[00:23:33.465 --> 00:23:34.806]  It's about a one-world government.
[00:23:35.299 --> 00:23:41.642]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:23:42.202 --> 00:23:49.985]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:23:50.466 --> 00:23:51.626]  The Obama Deception.
[00:23:52.046 --> 00:23:53.227]  The people strike back.
[00:23:56.383 --> 00:23:58.004]  Hello, this is Steve Schenck.
[00:23:58.224 --> 00:24:02.647]  You might not be able to spell Constitution, but you sure know how important it is.
[00:24:03.047 --> 00:24:08.650]  You might not be missing any shirts from your closet, but you have given the shirt off your back hundreds of times.
[00:24:09.190 --> 00:24:14.153]  You might not understand the thousands of laws that exist, but you do live by the Ten Commandments.
[00:24:14.493 --> 00:24:20.377]  You might not know who the bad guys are, or what you should be complaining about, but you do know what to be thankful for.
[00:24:20.797 --> 00:24:24.599]  You might not be looking for a government handout, but you do know how to lend a helping
[00:24:28.126 --> 00:24:29.046]  I don't know.
[00:25:06.699 --> 00:25:06.979]  Okay.
[00:25:07.039 --> 00:25:12.483]  I gotta get into this.
[00:25:23.791 --> 00:25:25.032]  Homeland Security.
[00:25:26.173 --> 00:25:27.274]  I called Homeland Security.
[00:25:27.294 --> 00:25:28.575]  This is their federal report.
[00:25:28.975 --> 00:25:29.736]  But on April 7th,
[00:25:33.334 --> 00:25:36.476]  And it says, basically, gun owners are terrorists.
[00:25:37.357 --> 00:25:38.278]  So I'm going to go over this.
[00:25:40.239 --> 00:25:46.444]  But first, I'm going to get into the latest internet hysteria out there.
[00:25:46.464 --> 00:25:50.086]  And we're going to go to that in a moment.
[00:25:50.526 --> 00:26:01.975]  The first thing, the first issue I need to cover is that you have these burial vaults all over the country being radically expanded at federal cemeteries.
[00:26:03.411 --> 00:26:04.612]  Massive increases.
[00:26:08.015 --> 00:26:15.120]  And they talk about 700 plus thousand, World War II, Korean War vets are scheduled, you know, on average, to die this year.
[00:26:15.821 --> 00:26:17.222]  And I looked that number up, it's accurate.
[00:26:18.483 --> 00:26:23.446]  And they have suddenly changed the vaults where they put them side by side and put four coffins in each vault.
[00:26:24.287 --> 00:26:26.028]  Stacking them on each other like they do in Europe.
[00:26:26.729 --> 00:26:27.650]  So I can buy that.
[00:26:28.831 --> 00:26:29.111]  But,
[00:26:31.829 --> 00:26:59.138]  Then, the Feds come out, I had to pick this up off the floor, then the Feds come out and say there's no plans for mass graves and incinerators, it's all lies, and say that the plastic FEMA coffins are made up, when those are confirmed and the company that sells them to the government confirms millions and millions of these plastic coffins in Georgia and Colorado are out there, and I have the Rocky Mountain News, big paper in Colorado, Jim Erickson, Rocky Mountain News, February 8, 2003,
[00:27:01.078 --> 00:27:03.279]  Article titled, State Prepares for Bioterrorism.
[00:27:03.299 --> 00:27:06.741]  It says, Executive Order signed for mass graves and incinerators.
[00:27:07.161 --> 00:27:11.624]  Dig mass graves under executive orders drafted for the event of bioterrorism attack.
[00:27:12.524 --> 00:27:17.707]  Cremate disease ridden, cremate disease ridden corpses and dig mass graves.
[00:27:17.727 --> 00:27:19.308]  And then it goes through the executive order.
[00:27:21.169 --> 00:27:22.350]  For a pandemic.
[00:27:22.650 --> 00:27:24.231]  So there's the Rocky Mountain News.
[00:27:24.271 --> 00:27:25.072]  You can just Google that.
[00:27:25.592 --> 00:27:26.492]  It's mainstream news.
[00:27:27.153 --> 00:27:28.254]  Mass graves repaired for U.S.
[00:27:28.274 --> 00:27:28.714]  citizens.
[00:27:30.135 --> 00:27:31.676]  State repairs for bioterrorism.
[00:27:31.796 --> 00:27:32.056]  Okay.
[00:27:33.457 --> 00:27:36.379]  Here is the state of New York, Department of State Division Cemeteries.
[00:27:36.699 --> 00:27:38.380]  This is posted on Infowars.com.
[00:27:38.400 --> 00:27:39.381]  You can call these phone numbers.
[00:27:39.701 --> 00:27:40.842]  This went out all over the country.
[00:27:41.162 --> 00:27:44.584]  They've been asked to get ready for a bird flu or other pandemic to kill millions.
[00:27:45.165 --> 00:27:47.166]  And how many bodies can they bury per acre?
[00:27:48.431 --> 00:27:52.093]  And is each cemetery ready to bury tens of thousands on their next acreage?
[00:27:52.914 --> 00:27:55.495]  Now, that's from the state of New York right there, and I covered this last week.
[00:27:56.236 --> 00:27:59.938]  So, what does the media do, though?
[00:27:59.958 --> 00:28:06.302]  They go out in Phoenix and everywhere else and go, oh, this is just a VA national cemetery for the dead.
[00:28:06.342 --> 00:28:07.323]  It's no big deal.
[00:28:08.183 --> 00:28:15.368]  But in truth, we have confirmed they've been contacted and are preparing for more dead troops from combat, not just troops that are dying who are veterans.
[00:28:16.428 --> 00:28:18.009]  You know, veterans have grown old and are dying.
[00:28:18.409 --> 00:28:27.114]  So that's how they do the straw man, and that's the problem with all of this, is people don't go to the real documentation, they go to speculation.
[00:28:32.059 --> 00:28:37.805]  I guess a week and a half ago or something, one of the Genesis shows, a nice show, Joyce Rowley's show, here on Genesis.
[00:28:38.386 --> 00:28:40.188]  I'm not criticizing her, but I want to make that clear.
[00:28:40.488 --> 00:28:45.053]  A caller calls in, and if you really listen to what the lady's saying, it's all craziness.
[00:28:45.734 --> 00:28:53.042]  I mean, all I do is study how this stuff really operates, what really goes on, and what the real threats are, and I know baloney when I hear it.
[00:28:54.434 --> 00:28:55.555]  Now, what's real?
[00:28:55.956 --> 00:28:57.357]  This is just what I printed up this morning.
[00:28:57.798 --> 00:29:00.521]  Homeless people die after bird flu vaccine trial in Poland.
[00:29:00.861 --> 00:29:01.622]  Live bird flu.
[00:29:01.662 --> 00:29:07.829]  Pharmaceutical companies paid homeless centers to tell them it was just a normal flu shot and it killed them better than a hammer.
[00:29:07.849 --> 00:29:09.531]  23 died at one homeless facility.
[00:29:10.132 --> 00:29:11.494]  21 people died at one homeless center.
[00:29:11.514 --> 00:29:12.014]  Died alone.
[00:29:12.535 --> 00:29:13.997]  And that's London Telegraph.
[00:29:14.983 --> 00:29:15.303]  Right there?
[00:29:15.323 --> 00:29:18.165]  I mean, you can Google people die from bird flu vaccine.
[00:29:18.185 --> 00:29:19.106]  You'll get hundreds of articles.
[00:29:19.547 --> 00:29:20.167]  So there's that.
[00:29:20.447 --> 00:29:21.028]  Here's another one.
[00:29:21.128 --> 00:29:23.449]  AFP, Health Workers Agency, French Press.
[00:29:23.750 --> 00:29:26.031]  Health workers on trial for vaccine scam in Poland.
[00:29:26.372 --> 00:29:32.276]  Nine health workers went on trial in northern Poland Monday, accused of having tested a vaccine against bird flu on nearly 200 patients without their knowledge.
[00:29:32.576 --> 00:29:33.417]  Court officials said.
[00:29:33.877 --> 00:29:34.398]  And it goes on.
[00:29:35.498 --> 00:29:43.400]  Now, remember Batchelor Pharmaceutical, 18 countries, ships out live bird flu, the stuff that kills humans, but not airborne yet.
[00:29:43.540 --> 00:29:51.423]  They order the companies, the sub-companies, without telling them what it is, to mix it with multi-strains of real human bird flu.
[00:29:52.923 --> 00:29:56.504]  Of regular human flu with the bird flu that humans can catch.
[00:29:56.765 --> 00:30:04.347]  And that's how, the exact way, scientists and firms that looked at this in major newspapers, you know, Bloomberg, Toronto Star,
[00:30:05.950 --> 00:30:14.097]  Canadian free press, all the big check papers, big checkerboard papers said, had scientists going, this is exactly how you'd mutate bird flu.
[00:30:14.878 --> 00:30:16.299]  This had to be done by design.
[00:30:18.961 --> 00:30:21.603]  Now, there's no discussion of where that vaccine material went.
[00:30:22.004 --> 00:30:23.045]  They just say it was shipped out.
[00:30:25.687 --> 00:30:26.648]  And then you got these deaths.
[00:30:28.291 --> 00:30:32.052]  Now that, ladies and gentlemen, is something that's serious and needs to be looked at.
[00:30:32.472 --> 00:30:47.776]  And so I don't blame people for getting hysterical when all of this, you know, you have a history of a government over and over and over again that's totally criminal, eugenics, calling for a reduction of population of more than 50%, upwards of 90% in some documents.
[00:30:48.036 --> 00:30:50.817]  That's in the mainstream news today with government officials saying that.
[00:30:52.057 --> 00:30:54.618]  You have all of this happening, all of this unfolding.
[00:30:59.870 --> 00:31:02.071]  So, yes, people are going to get upset.
[00:31:02.151 --> 00:31:03.091]  People are going to hear this.
[00:31:03.851 --> 00:31:06.492]  Truck drivers are going to get upset.
[00:31:06.512 --> 00:31:10.273]  You know, people are going to start getting hysterical.
[00:31:12.694 --> 00:31:15.695]  And then the media is going to focus in on the issues that aren't real.
[00:31:15.715 --> 00:31:18.396]  You know, this should have been top national news.
[00:31:18.716 --> 00:31:19.716]  Where is the vaccine?
[00:31:19.776 --> 00:31:21.817]  Where was the live, burgly vaccine shipped to?
[00:31:22.217 --> 00:31:23.197]  What's going on with it?
[00:31:23.257 --> 00:31:24.218]  Baxter is a U.S.
[00:31:24.258 --> 00:31:24.618]  company.
[00:31:28.510 --> 00:31:30.111]  But I know how governments operate.
[00:31:30.131 --> 00:31:39.255]  I know they don't get random truck drivers and then tell them what they're carrying and then tell them we're going to pay you in cash and we're going to give you injections and you're going to go down silos and bring this up.
[00:31:39.796 --> 00:31:42.257]  You know, just the whole thing, the way it comes together.
[00:31:42.277 --> 00:31:49.781]  And then people grab that audio and put video of running up to a train stopped on the side of the road, like it's Blair Witch Project.
[00:31:50.581 --> 00:31:54.945]  Breathing heavily, and they jump on board open container cars.
[00:31:55.246 --> 00:31:56.767]  Half the trains out there are empty.
[00:31:57.027 --> 00:31:58.429]  They dump their load, they go back.
[00:31:59.230 --> 00:32:08.458]  But, you know, just some shaky camera work of cargo trains, empty, is then the total proof and the hysteria then ensues.
