[00:00:00.782 --> 00:00:03.355]  The Alex Jones Show!
[00:24:35.146 --> 00:24:36.307]  So I'll get to that next hour.
[00:24:36.868 --> 00:24:39.550]  Also, BBC, dangerous thinking.
[00:24:40.110 --> 00:24:46.415]  They're going to gather all the data of what you buy and sell and do and hook up brain scanners on the streets that are already in five U.S.
[00:24:46.495 --> 00:24:53.961]  airports and scan your brains and watch you and arrest you if the computer algorithm shows you may be a terrorist or a criminal.
[00:24:54.654 --> 00:24:56.035]  Oh, that's BBC, by the way.
[00:24:56.095 --> 00:24:56.635]  No big deal.
[00:24:57.816 --> 00:24:59.577]  Again, hell on earth right in front of you.
[00:24:59.637 --> 00:25:03.240]  Worse than the most horrible science fiction movie you can imagine happening.
[00:25:03.280 --> 00:25:04.760]  The average idiot has no idea.
[00:25:05.761 --> 00:25:08.203]  And they want to microchip all the animals.
[00:25:08.283 --> 00:25:09.283]  That's another article.
[00:25:10.244 --> 00:25:15.888]  They admit that they're giving more and more toddlers antidepressants and amphetamines.
[00:25:15.928 --> 00:25:16.688]  They say it's wonderful.
[00:25:17.509 --> 00:25:22.632]  And there's a big article here out of the Idaho State Journal about concentration camps.
[00:25:23.573 --> 00:25:25.554]  Do we need them and discussion of them?
[00:25:25.594 --> 00:25:27.575]  Just a normal discussion of camps.
[00:25:27.715 --> 00:25:29.035]  Again, no big deal.
[00:25:29.055 --> 00:25:29.676]  Everything's fine.
[00:25:29.696 --> 00:25:30.416]  Go back to sleep.
[00:25:31.196 --> 00:25:35.478]  And defense officials to boost budget for non-lethal weapons.
[00:25:35.498 --> 00:25:36.598]  That's crowd control weapons.
[00:25:36.639 --> 00:25:39.200]  Humvees with microwave guns for you and your family.
[00:25:39.860 --> 00:25:41.481]  We'll get into the Matrix system.
[00:25:41.501 --> 00:25:43.661]  Every time I mention the Matrix system, people don't believe it.
[00:25:43.801 --> 00:25:44.882]  No, not the movie.
[00:25:45.242 --> 00:25:47.903]  The state-level echelon NSA control grid.
[00:25:48.303 --> 00:25:49.624]  Oh, that's all coming up as well.
[00:25:50.442 --> 00:25:53.264]  I was wondering if ATF is usually in charge of building fires.
[00:26:11.106 --> 00:26:12.968]  Are they the ones that investigate that and cover that?
[00:26:13.528 --> 00:26:19.513]  Yes, the Bureau of Alcohol, Tobacco, and Gun Grabbing is involved in that, yes.
[00:26:19.854 --> 00:26:27.040]  Okay, because there was a big fire out here in Denver right before Christmas, and the whole screen when they were showing the scene was about 10 ATF jackets.
[00:26:28.120 --> 00:26:33.685]  Anyway, also down here in Denver, they just opened up a restaurant in honor of Chairman Mao.
[00:26:34.866 --> 00:26:39.490]  Got a statue right out front facing the street with his little hands crossed with a little uniform.
[00:26:40.290 --> 00:26:41.190]  Got a mural of him on there?
[00:26:41.210 --> 00:26:46.513]  Well, a lot of the law enforcement colleges, they speak well of Mao.
[00:26:46.613 --> 00:26:51.856]  San Houston, the big law enforcement university out here in Texas, its communism is in the textbooks.
[00:26:51.896 --> 00:26:52.916]  They say it's actually good.
[00:26:53.477 --> 00:26:55.018]  I'm not kidding, folks.
[00:26:55.038 --> 00:26:55.678]  We've covered that.
[00:26:56.258 --> 00:26:58.399]  What's this restaurant where Mao is a good guy?
[00:26:59.040 --> 00:27:07.624]  It's like a swanky... It's in the Cherry Creek area, which is the kind of rich little section...
[00:27:08.328 --> 00:27:09.669]  And they've got all kinds of little restaurants.
[00:27:09.689 --> 00:27:10.369]  What's the name of it?
[00:27:10.409 --> 00:27:11.390]  I'd like to have them on.
[00:27:11.650 --> 00:27:13.111]  It's called Mouse.
[00:27:13.692 --> 00:27:20.937]  And I was hoping that it was just a coincidence that it was Mouse when my girlfriend's boss and I were just down there for a drink or something.
[00:27:20.957 --> 00:27:27.702]  You've got the middle class yuppies who love death and love being slaves just embracing this.
[00:27:27.782 --> 00:27:28.182]  Hey, look.
[00:27:28.797 --> 00:27:29.478]  We're good to go.
[00:27:29.518 --> 00:27:30.239]  We're good to go.
[00:27:48.914 --> 00:27:50.255]  Yeah, it's all very loving.
[00:27:50.595 --> 00:27:52.677]  I think I'll open a restaurant with Hitler out front.
[00:27:52.697 --> 00:27:54.038]  He didn't kill as many as Mao.
[00:27:54.398 --> 00:27:57.420]  When they complain, I'll just, maybe I'll open a restaurant with Hitler.
[00:27:58.061 --> 00:27:58.701]  Maybe you should.
[00:27:58.761 --> 00:28:01.523]  Right next door, people complain, go, well, there's Mao's right there.
[00:28:01.543 --> 00:28:07.767]  Yeah, well, the one guy, one of the employees that was also there, he's about to finish his master's.
[00:28:08.268 --> 00:28:13.051]  I was upset when I, I didn't know, I hoped that it wasn't Chairman Mao walked inside.
[00:28:13.131 --> 00:28:14.012]  Okay, here's the deal.
[00:28:14.112 --> 00:28:15.293]  Is this in Denver proper?
[00:28:16.674 --> 00:28:16.754]  Uh,
[00:28:17.566 --> 00:28:18.627]  Well, it's in Cherry Creek.
[00:28:18.887 --> 00:28:19.527]  Okay, listen.
[00:28:19.847 --> 00:28:21.488]  Stephanie, I don't have a computer in front of me.
[00:28:21.528 --> 00:28:23.129]  I don't allow it because I get diverted by it.
[00:28:23.549 --> 00:28:27.231]  Go to Google, type in Mao's Chinese food.
[00:28:27.711 --> 00:28:29.131]  It's sushi and whatnot.
[00:28:29.252 --> 00:28:36.595]  Mao's sushi and Mao's restaurant in Cherry Creek, Colorado, or Denver, Colorado.
[00:28:37.195 --> 00:28:39.116]  I'm not saying you're a liar, sir.
[00:28:39.136 --> 00:28:39.756]  I believe you.
[00:28:40.297 --> 00:28:42.918]  But I want to confirm this before I sit here and talk about it.
[00:28:42.978 --> 00:28:48.419]  Well, there was Chinese employees and people sitting around eating, and I was just aghast with that.
[00:28:48.439 --> 00:28:49.600]  And I asked one of the employees.
[00:28:49.640 --> 00:28:51.360]  I went to the bathroom, and I looked up in the ceiling.
[00:28:51.380 --> 00:28:54.041]  There's a big Sistine Chapel picture thing.
[00:28:54.101 --> 00:28:58.822]  Not a Sistine Chapel with all the God and everything, but just a big mural of him on the ceiling, too.
[00:28:58.902 --> 00:28:59.762]  I said, oh, my God.
[00:29:00.122 --> 00:29:02.702]  And I asked the guy, I said, are you a Chinese man?
[00:29:02.722 --> 00:29:03.183]  He said, yeah.
[00:29:03.383 --> 00:29:04.823]  I go, you work here?
[00:29:05.635 --> 00:29:07.056]  He goes, oh, well, it's just a joker.
[00:29:07.076 --> 00:29:08.156]  I said, it's a joke.
[00:29:08.296 --> 00:29:09.116]  Oh, yeah.
[00:29:09.136 --> 00:29:13.318]  Just like all these Satan bands that are out there, it's always just a joke.
[00:29:13.338 --> 00:29:15.439]  Then the dead bodies start piling up.
[00:29:15.879 --> 00:29:16.960]  I've got some news on that.
[00:29:17.020 --> 00:29:18.000]  Three articles today.
[00:29:18.060 --> 00:29:20.161]  Dead children, dead women, dead babies.
[00:29:20.261 --> 00:29:21.822]  It's all just for fun, you know.
[00:29:23.262 --> 00:29:24.603]  It's just for fun.
[00:29:24.683 --> 00:29:25.383]  You understand.
[00:29:25.403 --> 00:29:26.924]  Unbelievable.
[00:29:26.984 --> 00:29:27.864]  Okay, I'll check it out.
[00:29:27.904 --> 00:29:28.344]  Thank you, sir.
[00:29:29.885 --> 00:29:31.166]  Well, I'm going to open Hitler's.
[00:29:31.226 --> 00:29:33.907]  I mean, I don't like Hitler, but maybe he's actually good.
[00:29:33.927 --> 00:29:34.587]  Mao's good.
[00:29:36.187 --> 00:29:38.428]  By the way, our government admits they put Mal into power.
[00:29:38.468 --> 00:29:39.529]  That's now official U.S.
[00:29:39.569 --> 00:29:41.850]  government statements, history channel.
[00:29:41.970 --> 00:29:44.892]  Oh, yeah, we thought Mal was better, and so we put him in power.
[00:29:46.132 --> 00:29:46.613]  Okay.
[00:29:47.613 --> 00:29:48.694]  We'll be right back.
[00:29:48.714 --> 00:29:49.934]  Stay with us.
[00:29:51.515 --> 00:29:52.416]  We're on the march.
[00:29:52.916 --> 00:29:54.517]  The empire's on the run.
[00:29:55.437 --> 00:29:58.119]  Alex Jones and the GCN Radio Network.
[00:30:01.511 --> 00:30:06.173]  Hey folks, Michael Trudeau here to tell you about the first ever half-price package sale at the Ark Institute.
[00:30:06.273 --> 00:30:13.175]  You'll get 25 big packets of Ark's most popular non-hybrid heirloom vegetable seeds plus four of their most popular self-reliance books.
[00:30:13.375 --> 00:30:15.896]  Learn how to grow your own delicious veggies and build your Ark.
[00:30:16.116 --> 00:30:21.278]  Imagine green beans, carrots, peas, and cucumbers, tomatoes, cabbage, squash, herbs, and more.
[00:30:21.498 --> 00:30:25.500]  Then, harvest your seeds to grow year after year for old-time self-reliance.
[00:30:25.800 --> 00:30:29.481]  In Living Well on Wheat, learn how to cook, eat, and survive on the golden grain.
[00:30:29.821 --> 00:30:32.783]  Preserve your good food for years with the USDA Canning Guide.
[00:30:33.003 --> 00:30:39.087]  In surviving a bioterrorist attack, you'll learn how to protect yourself and your family now from the attacks our government says are coming.
[00:30:39.167 --> 00:30:40.208]  Not if, but when.
[00:30:40.468 --> 00:30:46.972]  Normally selling for $140 plus shipping, get this whole package now for only $69 and shipping is free.
[00:30:47.232 --> 00:30:48.493]  At half price, supplies are limited.
[00:30:48.653 --> 00:30:50.034]  For credit card orders, call today, 1-800-255-1912.
[00:30:52.375 --> 00:30:54.460]  That's 800-255-1912 or send a money order for $69 to the ARC Institute, P.O.
[00:30:54.540 --> 00:30:55.181]  Box 1227, Jacksonville, Oregon, 97530.
[00:31:01.241 --> 00:31:07.445]  On the average, Americans work between 45 to 50 years, hoping to build up enough wealth to retire and live out their golden years.
[00:31:07.925 --> 00:31:15.691]  Unfortunately, with taxation, the rising cost of food, energy, housing, and medical, many retirees are forced to live below the poverty line.
[00:31:16.051 --> 00:31:23.876]  Is this a flaw-free enterprise, or is our monetary unit we call the Federal Reserve Note forcing us into perpetual debt, ensuring inflation and higher taxes?
[00:31:24.216 --> 00:31:28.958]  These questions and more can be answered by reading G. Edward Griffin's book, The Creature from Jekyll Island.
[00:31:29.298 --> 00:31:33.999]  Congressman Ron Paul states it's what every American needs to know about central bank power.
[00:31:34.519 --> 00:31:38.361]  A gripping adventure into the secret world of international banking cartel.
[00:31:38.861 --> 00:31:39.881]  Hi, this is Ted Anderson.
[00:31:39.961 --> 00:31:44.042]  I will give a silver dollar from the early 1900s to anyone who purchases this book.
[00:31:44.463 --> 00:31:48.844]  Call 1-800-686-2237 and order a copy today.
[00:31:49.364 --> 00:31:51.865]  It's critical that the public be made aware of the system
[00:31:52.345 --> 00:31:54.926]  Call and order your copy today at 1-800-686-2237.
[00:31:57.187 --> 00:31:58.007]  That's 1-800-686-2237.
[00:32:00.748 --> 00:32:03.689]  We've all heard the ads for lower prices on airfare and hotel.
[00:32:03.709 --> 00:32:05.649]  Oh yeah, the dot-coms are endless.
[00:32:05.829 --> 00:32:11.491]  CheaperHotels.com, SaveOnYourRentalCar.com, HalfPriceAirlineTickets.com.
[00:32:11.551 --> 00:32:17.333]  Problem is, by the time you get done planning your vacation, you've visited dozens of websites and spent hours and hours trying to save money.
[00:32:17.353 --> 00:32:19.874]  Well, I'm glad to tell you there's an easier way to get it all at once.
[00:32:20.494 --> 00:32:32.922]  www.vacationa2z.com A membership in vacationa2z.com will not only land you huge savings on air and hotel, you'll be treated to discounts of 10-80% on car rentals, golf, movies and theme parks.
[00:32:33.082 --> 00:32:37.364]  How about free food at restaurants or big discounts on ski packages at top ski resorts?
[00:32:37.624 --> 00:32:38.285]  Not convinced yet?
[00:32:38.445 --> 00:32:42.147]  How about auto repair, health and beauty, financial services or shopping discounts?
[00:32:42.287 --> 00:32:45.188]  There are over 60,000 vendors waiting to save you money.
[00:32:45.428 --> 00:32:48.549]  All you need to do is visit vacationAtoZ.com.
[00:32:48.629 --> 00:32:53.670]  That's www.vacationA, the numeral 2, the letter Z, dot com.
[00:32:53.830 --> 00:32:57.732]  Visit today, and you could be saving big dollars tomorrow, even if you're not taking a vacation.
[00:33:02.273 --> 00:33:04.994]  Crashing through the lies and disinformation.
[00:33:05.014 --> 00:33:08.855]  It's Alex Jones, only on the GCN Radio Network.
[00:33:12.365 --> 00:33:17.127]  My wife, Violet Jones, is the producer of this show.
[00:33:18.767 --> 00:33:23.449]  And I don't allow myself to have a computer in the studio because I did it years ago and it always became a distraction.
[00:33:23.489 --> 00:33:24.270]  I couldn't focus.
[00:33:25.410 --> 00:33:41.276]  So she was listening and heard the caller claim, and accurately so, but I didn't know if it was true at the time, that a big fancy sushi and Chinese restaurant had been opened in Denver, Colorado, called Mao's, Chairman Mao's.
[00:33:41.900 --> 00:33:42.461]  We're good to go.
[00:34:09.614 --> 00:34:23.562]  And I see Hollywood people all the time with the tattoos of him, the idiot, what's the moron boxer, Mike Tyson, rock stars, it's so cute, Stalin, Mao, Lenin.
[00:34:24.602 --> 00:34:25.723]  This is disgusting.
