[00:00:05.805 --> 00:00:07.366]  Hello, my friends!
[00:25:25.488 --> 00:25:34.174]  These people are just going to melt into the shadows, disappear, and then as soon as our troops are back in their barracks, they'll be attacked again.
[00:25:34.870 --> 00:25:36.271]  And I'm not the one saying that.
[00:25:36.912 --> 00:25:44.078]  You know, people who are even pro-war, top special forces experts in Europe and the U.S.
[00:25:44.138 --> 00:25:46.580]  are saying, this thing is not going to work.
[00:25:46.640 --> 00:25:47.481]  It is untenable.
[00:25:47.981 --> 00:25:53.966]  They can go into cities and tell the 300 and something thousand people, alright, everybody leave who isn't a terrorist.
[00:25:54.066 --> 00:25:54.827]  And then 200,000 leave and 100,000 stay.
[00:25:58.197 --> 00:26:00.999]  And by the way, that whole 100,000 aren't, you know, the insurgents.
[00:26:01.660 --> 00:26:10.266]  Imagine, they admit, well, we're going to search you at checkpoints and put most of you in camps and break up your families and we're waiting for you at the edge of the city, so come on.
[00:26:12.167 --> 00:26:20.733]  Then imagine getting, you know, out there and walking with your family up to the checkpoint and being searched and watching your family being broke up, which they admittedly do.
[00:26:21.454 --> 00:26:24.456]  In these camps, women go to one area, men to another, children to another.
[00:26:25.177 --> 00:26:27.459]  They sometimes reunite them for torture sessions.
[00:26:27.699 --> 00:26:28.379]  That's not me!
[00:26:28.419 --> 00:26:29.480]  That's the Army's report!
[00:26:29.941 --> 00:26:31.482]  They're these giant tent cities!
[00:26:32.302 --> 00:26:35.685]  And by the way, in Police State 2000, you can see them training for that here in the U.S.
[00:26:36.145 --> 00:26:41.049]  When they have an emergency or a terror attack, they take you in, they break up the children, the women, and the men.
[00:26:41.429 --> 00:26:42.550]  They send you to different areas.
[00:26:43.190 --> 00:26:47.754]  Would you go out and line up and watch your family broke up and get put in the backs of trucks?
[00:26:48.534 --> 00:26:49.595]  I know I'm not going to do it!
[00:26:50.658 --> 00:26:58.861]  And I know that any marine or soldier that tries that is going to have a very bad day.
[00:27:00.121 --> 00:27:07.583]  Not all of us are the classic Arabs that, well, just think you just spray bullets in some magic direction.
[00:27:10.245 --> 00:27:14.287]  You know where you get your best recruits here in Texas and Alabama and Tennessee and places like that?
[00:27:14.307 --> 00:27:16.528]  Let me tell you, that's where all the patriots are at.
[00:27:17.168 --> 00:27:18.369]  And we're not going to put up with it.
[00:27:18.409 --> 00:27:23.531]  I just hope you... And again, I don't want to ever have a violent confrontation with the government.
[00:27:23.551 --> 00:27:25.412]  I believe we can avert that and fix that.
[00:27:25.792 --> 00:27:28.133]  And most of the troops have been asked, will you fire on Americans?
[00:27:28.393 --> 00:27:29.153]  And they've said no.
[00:27:29.233 --> 00:27:33.335]  But I've been to the drills where they train to break up your family.
[00:27:33.935 --> 00:27:35.676]  Where they train to confiscate your guns.
[00:27:35.976 --> 00:27:37.557]  Where they admit they're training for it.
[00:27:38.613 --> 00:27:38.953]  Okay?
[00:27:39.433 --> 00:27:41.034]  So, who out there?
[00:27:41.534 --> 00:27:42.755]  Let me ask police officers.
[00:27:42.775 --> 00:27:44.055]  Don't think your families are immune.
[00:27:44.616 --> 00:27:48.517]  There's a major disaster engineered by the Globalist, or let's say it really happens.
[00:27:49.198 --> 00:27:56.901]  How is having everybody go to these relocation centers, because we've got insurgents in the cities, how is that going to protect you and your family?
[00:28:00.923 --> 00:28:01.443]  Oh boy!
[00:28:04.384 --> 00:28:06.145]  It's just, it's just incredible.
[00:28:07.017 --> 00:28:08.718]  And again, I'm not on either side of this.
[00:28:08.838 --> 00:28:09.998]  I wish our troops were home.
[00:28:10.058 --> 00:28:11.619]  I wish they weren't breathing DU.
[00:28:12.519 --> 00:28:15.360]  They're admittedly using DU still in Iraq.
[00:28:15.980 --> 00:28:18.241]  I wish they weren't giving our troops deadly vaccines.
[00:28:19.361 --> 00:28:26.484]  You know, they just let the guy off who defected to North Korea and was a spy with time served.
[00:28:28.098 --> 00:28:44.163]  But, a woman who's breastfeeding, who has an exemplary tenure record, they tell her, you've got to take the anthrax or smallpox shot, and yeah, it says on the box you're not supposed to have your breastfeeding, but you'll take it or your court-martial, and so she says no, and so they give her a felony conviction.
[00:28:46.584 --> 00:28:52.506]  But Bush gets to be AWOL, and Clinton gets to be, you know, a draft dodger, and it's just a double standard, folks.
[00:28:55.347 --> 00:28:56.768]  And our poor, poor troops,
[00:28:58.667 --> 00:29:00.448]  Over there in a war that isn't meant to be won.
[00:29:01.429 --> 00:29:02.549]  That's meant to be widened.
[00:29:03.109 --> 00:29:05.291]  That's meant to have the no-bid contracts going forever.
[00:29:05.631 --> 00:29:11.514]  And I've got this chilling article, it's brief, that I want to read when we get back.
[00:29:12.775 --> 00:29:16.036]  I've got my kills, I just love my job.
[00:29:17.937 --> 00:29:22.480]  And I've talked to a lot of veterans of World War II, Korea, Vietnam.
[00:29:25.721 --> 00:29:26.742]  And, I mean, these guys
[00:29:29.326 --> 00:29:30.646]  You know, the American soldier's tough.
[00:29:32.387 --> 00:29:35.767]  I'd say, from what we've seen in combat statistics, tougher than what we've got today.
[00:29:37.307 --> 00:29:40.448]  But they would vomit after they killed children on accident.
[00:29:40.508 --> 00:29:42.108]  They would get sick by it.
[00:29:42.148 --> 00:29:43.108]  They never got over it.
[00:29:43.908 --> 00:29:46.629]  Well, the reports we're getting is a lot of these soldiers love it.
[00:29:46.729 --> 00:29:47.809]  They want more.
[00:29:48.489 --> 00:29:49.229]  What's happened to us?
[00:29:49.609 --> 00:29:50.190]  Be right back.
[00:29:51.890 --> 00:29:52.830]  We're on the march.
[00:29:53.290 --> 00:29:54.910]  The Empire's on the run.
[00:29:55.810 --> 00:29:58.491]  Alex Jones and the GCN Radio Network.
[00:30:01.787 --> 00:30:09.853]  We at ActiveX America Incorporated would like to thank our faithful customers for making SynFlex one of the leading glucosamine and chondroitin formulas on the market today.
[00:30:10.414 --> 00:30:24.345]  Our liquid glucosamine complex not only combines pharmaceutical quality glucosamine and chondroitin, but also contains natural anti-inflammatories that can help reduce pain and inflammation without the harmful side effects that can occur from taking pharmaceutical drugs.
[00:30:24.765 --> 00:30:34.254]  For those of you who have arthritis or joint pain and have not yet tried ThinFlex, go to our website to learn more about the product that has given so many the everyday relief their achy joints yearn for.
[00:30:34.574 --> 00:30:38.438]  Log on to the web at www.activexamerica.com.
[00:30:38.818 --> 00:30:46.225]  We have so many great success stories, important glucosamine studies and data, and a no-questions-asked money-back guarantee on your first order.
[00:30:46.525 --> 00:30:53.872]  If you're interested in learning more, or want to get some flex and ease of paying today, visit www.activexAmerica.com.
[00:30:54.112 --> 00:30:56.255]  That's www.activeXAmerica.com.
[00:31:01.485 --> 00:31:05.369]  Black Berkey Replacement Elements are ideal for use in any gravity filter.
[00:31:05.609 --> 00:31:11.054]  These self-sterilizing filters can transform raw pond and lake water into delicious crystal clear drinking water.
[00:31:11.314 --> 00:31:21.704]  Ideal for travel or outdoor events and perfect in the event of hostile filtration environments such as local or national emergencies because they remove both harmful chemicals and pathogenic bacteria from water.
[00:31:21.864 --> 00:31:26.188]  So powerful they can remove pathogenic bacteria, cysts, parasites to non-detectable levels.
[00:31:26.388 --> 00:31:27.269]  Try Halo Methane.
[00:31:27.469 --> 00:31:34.734]  And volatile organic chemicals such as Atrazine, Benzene, Chlorine, Chloroform, and NTBE are removed to below detectable limits.
[00:31:35.014 --> 00:31:41.378]  They reduce nitrate and unwanted metals such as lead, mercury, aluminum, copper, and foul tastes like chlorine and sulfur odors.
[00:31:41.478 --> 00:31:45.961]  Yet the Black Berkey Filter Elements leave in the helpful and beneficial minerals that your body needs.
[00:31:46.182 --> 00:31:50.404]  Normally $48 each, get a 2-pack for only $91 or a 4-pack for only $173.
[00:31:50.524 --> 00:31:55.088]  Get the powerful Black Berkey Replacement Filters now by calling New Millennium at 888-803-4438.
[00:31:57.589 --> 00:31:58.390]  That's 888-803-44-38.
[00:31:58.850 --> 00:32:03.593]  Hi folks, this is Michael Trudeau.
[00:32:03.793 --> 00:32:11.139]  Jerry Goudetti from the Ark Institute just called to tell me their new 100% non-hybrid family seed packages are ready right now.
[00:32:11.459 --> 00:32:15.862]  You've heard me rave about the great gardens I've grown from the Ark Institute's heirloom seeds.
[00:32:16.142 --> 00:32:25.969]  Tomatoes with real old-time tomato taste, big sweet onions, bright red and green lettuces, sweet corn, peppers, melons, cubes, beans, peas, pumpkins, popcorn, and so much more.
[00:32:26.729 --> 00:32:30.371]  50 generous seed packets in all for the best tasting, healthiest garden ever.
[00:32:30.731 --> 00:32:33.212]  And there's no need to buy vegetable seeds ever again.
[00:32:33.512 --> 00:32:39.434]  These non-hybrid seeds can be saved from your own fruits and veggies year after year for family food security.
[00:32:39.674 --> 00:32:41.315]  These days, that's just plain smart.
[00:32:41.495 --> 00:32:42.395]  Friends, don't wait.
[00:32:42.475 --> 00:32:44.476]  The Ark Institute runs out of these rare seeds.
[00:32:44.716 --> 00:32:45.476]  Every year.
[00:32:45.616 --> 00:32:46.537]  Call them today at 800-255-1912.
[00:32:46.557 --> 00:32:46.737]  That's 800-255-1912.
[00:32:46.797 --> 00:32:50.578]  Don't forget to visit arkinstitute.com and read Jerry's Food Supply Updates.
[00:32:50.619 --> 00:32:51.499]  It's powerful stuff.
[00:33:13.548 --> 00:33:24.337]  Alright, I want to cover this article that's in front of me out of the London Telegraph about our soldiers and the changing mindset that you cannot ignore.
[00:33:24.357 --> 00:33:31.803]  Then we'll go to Patrick and John and Danny and David and many, many others that are patiently holding.
[00:33:31.863 --> 00:33:32.944]  Toll-free number to join us, 1-800-259-9231.
[00:33:32.964 --> 00:33:33.204]  Now, before I
[00:33:41.562 --> 00:33:50.947]  cover that article, I do just want to briefly remind all the listeners that I have made eleven documentary films.
[00:33:53.108 --> 00:33:55.589]  And the eleventh film is now out.
[00:33:56.790 --> 00:34:00.232]  And that's American Dictators documenting the staged election in 2004.
[00:34:01.152 --> 00:34:09.797]  And we talk about how it's staged, how Bush and Carrier, Cousins, other members of the same organizations, how their policies are almost identical in reality, their rhetoric is different.
[00:34:10.365 --> 00:34:17.228]  We get into Skull and Bones and Bohemian Grove and the police state they're setting up and some of the latest developments concerning 9-11.
[00:34:17.908 --> 00:34:24.131]  So it gives you a wide-ranging view of the latest info with The Globalist.
[00:34:24.271 --> 00:34:24.911]  It's 1995.
[00:34:27.312 --> 00:34:29.893]  1995 on DVD or VHS.
[00:34:30.033 --> 00:34:32.654]  Each additional VHS is $9.95.
[00:34:33.074 --> 00:34:35.375]  Each additional DVD is $5.95.
[00:34:36.015 --> 00:34:39.757]  I encourage you to get four or five or ten copies and to give these as gifts.
[00:34:40.342 --> 00:34:42.424]  What, a birthday present or a Christmas present?
[00:34:43.705 --> 00:34:54.897]  Give somebody an early gift and say, hey, instead of a fruit pie, or instead of a tie or something I'll never wear, or a sweater you don't like, here's an early present.
[00:34:54.937 --> 00:34:55.617]  Here's your present.
[00:34:55.637 --> 00:34:57.359]  Here's what happened with the election.
[00:34:57.379 --> 00:34:59.001]  You're wondering why Kerry rolled over.
[00:34:59.341 --> 00:35:02.224]  You're wondering why Bush was so confident throughout the election.
[00:35:02.524 --> 00:35:03.145]  Here's the truth.
[00:35:03.826 --> 00:35:16.453]  Also, my classic tour de force, 9-11 The Road to Tyranny, the history of government-sponsored terror, the history of Oklahoma City, the history of the police state and what's being set up in the Patriot Act.
