[00:00:00.792 --> 00:00:01.395]  Sunday Night!
[01:35:15.581 --> 01:35:21.363]  The system doesn't come after you when you talk about Conor McGregor pulling some girl's panties down in a bathroom stall.
[01:35:21.603 --> 01:35:22.744]  What is she doing in there with him?
[01:35:23.184 --> 01:35:24.184]  I'm not defending that.
[01:35:24.444 --> 01:35:28.025]  The point is, is that we've got 35 million dead from shots!
[01:35:28.245 --> 01:35:29.606]  We got World War III!
[01:35:29.766 --> 01:35:31.547]  We got 87 million starved to death!
[01:35:31.967 --> 01:35:33.927]  I don't want to hear about Conor McGregor!
[01:35:35.208 --> 01:35:35.528]  Dammit!
[01:35:37.520 --> 01:35:40.941]  Well, that son of a bitch is like Fauci or Bill Gates, killing tens of millions of people.
[01:35:41.181 --> 01:35:43.021]  I'll be on his ass every day.
[01:35:43.701 --> 01:35:48.082]  And if the Russians put troops on our border and we're starting World War III, I'd be up Putin's ass.
[01:35:48.322 --> 01:35:49.122]  He isn't doing it!
[01:35:50.563 --> 01:35:51.303]  NATO is.
[01:35:53.083 --> 01:35:56.124]  I'm a person that looks at proportion.
[01:35:58.404 --> 01:35:59.024]  Proportion.
[01:36:02.005 --> 01:36:04.745]  You catch your 16-year-old drinking a beer, you're not that worried.
[01:36:05.006 --> 01:36:07.126]  You catch him drinking a bottle of vodka every day, you get worried.
[01:36:08.723 --> 01:36:09.564]  It's proportion.
[01:36:11.066 --> 01:36:13.629]  And we're way out of whack on proportion, folks.
[01:36:13.669 --> 01:36:15.591]  We're in crazy town right now.
[01:36:16.792 --> 01:36:35.578]  And so I don't know what I gotta do to get everybody that listens to get focused on World War III, and new lockdowns, and new poison shots, and open borders, and devalued currencies, and open Satanism, and mass abortion, and GMO, and 5G.
[01:36:35.858 --> 01:36:39.739]  That's what I want people to focus on, and holy hell!
[01:36:42.344 --> 01:36:44.507]  I don't think it's a hard sell to get you to listen to me.
[01:36:45.548 --> 01:36:49.272]  You really need me to tell you World War III is more important than Conor McGregor?
[01:36:49.292 --> 01:36:52.076]  And sluts in hotel rooms?
[01:36:53.257 --> 01:36:54.518]  Do you really need me?
[01:36:54.779 --> 01:36:57.422]  I'm not saying it's okay what happened.
[01:36:57.682 --> 01:36:59.684]  I'm just saying it ain't in World War III, Jack!
[01:37:00.819 --> 01:37:03.320]  I don't care about a bunch of party animals and a bunch of idiots.
[01:37:03.880 --> 01:37:05.220]  That's not what I'm running around doing.
[01:37:05.480 --> 01:37:15.584]  I'm trying to stop World War 3 and total surveillance and robot takeover and world government and we're beating the New World Order with 10% of our power.
[01:37:15.824 --> 01:37:25.207]  If people got focused on this and went to their churches and synagogues and mosques and demanded this be covered, we'd win overnight.
[01:37:25.867 --> 01:37:32.989]   But people aren't serious because they still want to cover Hollywood and all this crap.
[01:37:33.850 --> 01:37:35.030]  Here's the clip I was talking about.
[01:37:35.050 --> 01:37:35.291]  Here it is.
[01:37:36.952 --> 01:37:43.176]  And so there's there is a there is a big appetite out there to forget and move on.
[01:37:43.937 --> 01:37:57.969]   But I think it's absolutely beholden on people like us to say no, no, there's a stage we've got to go through and it's owning up, taking responsibility, accepting responsibility and acknowledging What was done?
[01:37:57.989 --> 01:38:16.935]  I mean, many people, you know, Jordan Peterson's and many other people out there have said that in the West, we all grew up in the second half of the 20th century or whatever, believing when we watched the movies that we would have joined the French resistance, that we would have that we would have sheltered our neighbours, that we would have been the heroes.
[01:38:17.555 --> 01:38:20.377]  You know, that was the way everyone was invited to think.
[01:38:20.497 --> 01:38:26.821]  That was the vicarious thrill of those maverick characters that were invited to worship on Celluloid.
[01:38:27.162 --> 01:38:37.188]  But the Covid experience showed so many people that actually, actually, when the single choice of their generation came down the line at them, they were Gestapo.
[01:38:38.429 --> 01:38:41.451]  They were ready to don the uniform and kick the doors in.
[01:38:41.471 --> 01:38:45.634]  And I think that's an incredibly difficult realisation for people.
[01:38:47.021 --> 01:38:55.347]  When the choice was finally there, when we were being sorted, you know, when that sorting of people was going on, so many people went the wrong way.
[01:38:55.927 --> 01:39:05.575]  And there's an enormous reckoning that has to be lived up to and lived through and accepted.
[01:39:06.295 --> 01:39:13.141]  And unless and until that happens, people like me are going to keep on banging on and banging on and saying, no, we got there.
[01:39:13.781 --> 01:39:14.942]  It's all on record.
[01:39:15.042 --> 01:39:16.483]  What you did, what you said.
[01:39:17.223 --> 01:39:30.970]  And the extent to which Covid was simply used as a tool to open a door to bring in this technological revolution which leads to a digital archipelago.
[01:39:31.590 --> 01:39:32.331]  We can see it.
[01:39:32.711 --> 01:39:34.132]  It's plain.
[01:39:34.392 --> 01:39:36.213]  It's evident and clear.
[01:39:36.393 --> 01:39:42.016]  And, you know, as long as it's incumbent upon enough of us just to... Because it doesn't take everyone.
[01:39:43.025 --> 01:39:53.250]  It's incumbent that there just be enough of us that say, no, we remember exactly what happened, who said what, and the consequences that need to apply.
[01:39:53.911 --> 01:39:54.191]  That's right.
[01:39:54.211 --> 01:39:59.633]  George Orwell in 1984 says, freedom is being able to remember the past, not being brainwashed.
[01:40:00.594 --> 01:40:02.135]  And so our world's on fire.
[01:40:02.795 --> 01:40:04.356]  Everything is collapsing around us.
[01:40:05.116 --> 01:40:08.858]  And if we sit there and we cover tabloid crap, we're going to lose.
[01:40:10.011 --> 01:40:11.233]  And so I'm done talking about that.
[01:40:11.313 --> 01:40:20.346]  It's just, they hate this broadcast because we spotlight the real issues, the real attacks against the general public, against you.
[01:40:21.707 --> 01:40:37.801]  They want you talking about some other little person over here, little person over there, all day long, instead of the world government, mark of the beast, cashless society, social credit score, vaccine passport, total world government, and we're beating it in Australia, and beating it in Europe, but just barely.
[01:40:37.981 --> 01:40:39.082]  We're just barely winning!
[01:40:39.242 --> 01:40:40.623]  We're fighting for everything we've got!
[01:40:41.724 --> 01:40:43.405]  We're barely still on air ourselves here!
[01:40:43.425 --> 01:40:46.508]  And people are like, oh, that's just one more thing on the air.
[01:40:46.848 --> 01:40:48.089]  No, it's not just one more thing.
[01:40:48.289 --> 01:40:48.810]  I'm gonna say this.
[01:40:50.438 --> 01:40:57.841]  The system thinks taking a farm away from me that I haven't had time to go to, just some acres, means something to me.
[01:40:57.861 --> 01:40:58.161]  It does.
[01:40:58.181 --> 01:41:04.764]  It actually means I feel good that I'm being stripped away, that I'm down to the bare nuts, that I don't care about these things.
[01:41:06.084 --> 01:41:08.625]  It makes me so alive and so much more passionate.
[01:41:09.525 --> 01:41:13.167]  And I want everybody else to have the real urgency that this is.
[01:41:14.500 --> 01:41:16.161]  Because we're in an urgent situation.
[01:41:16.941 --> 01:41:18.381]  This isn't a game, people.
[01:41:19.182 --> 01:41:20.542]  What we cover here is not BS.
[01:41:20.582 --> 01:41:24.284]  It's not one other little political idea or some guy up there talking about stuff.
[01:41:24.344 --> 01:41:25.204]  I got their number!
[01:41:25.844 --> 01:41:26.765]  I got their name!
[01:41:26.905 --> 01:41:27.845]  I know who they are!
[01:41:27.865 --> 01:41:28.745]  I know how to beat them!
[01:41:30.826 --> 01:41:31.386]  And so do you.
[01:41:32.487 --> 01:41:33.207]  So that's where I'm at.
[01:41:33.627 --> 01:41:36.848]  Chase Geyser's taking over Sunday Night Live here in a few minutes.
[01:41:37.248 --> 01:41:39.049]  I, uh, do the best job I can.
[01:41:39.069 --> 01:41:41.150]  And I'm just gonna say it again.
[01:41:42.415 --> 01:41:43.156]  Proportionality.
[01:41:44.417 --> 01:41:45.598]  What are the big things happening?
[01:41:48.260 --> 01:41:51.463]  The attack on energy, cutting off the food supply, the infrastructure.
[01:41:53.184 --> 01:41:53.945]  Water is energy.
[01:41:55.182 --> 01:41:56.122]  Fertilizer's energy.
[01:41:56.442 --> 01:41:57.223]  Gas is energy.
[01:41:57.543 --> 01:41:57.943]  Oil is energy.
[01:41:57.963 --> 01:41:58.763]  They're cutting it all off.
[01:41:58.843 --> 01:42:07.585]  I mean, it's... And just the cuts they've done are going to devastate things so bad, that is, just what they've done so far, and Trump will flip it right back on.
[01:42:08.185 --> 01:42:11.186]  But he'll have his own problem, because it's hard to turn this around.
[01:42:11.446 --> 01:42:12.727]  I mean, I'm a man, folks.
[01:42:12.807 --> 01:42:14.347]  I'm tough, okay?
[01:42:14.367 --> 01:42:15.387]  I mean, I can take stuff.
[01:42:16.608 --> 01:42:17.488]  I'm geared for it.
[01:42:17.988 --> 01:42:21.649]  And I am so freaked out, fundamentally pissed about this.
[01:42:23.336 --> 01:42:25.059]  That I just can't play games anymore.
[01:42:25.099 --> 01:42:26.542]  I can't dance around anymore.
[01:42:26.602 --> 01:42:29.728]  So I told you months ago, and you've seen it, the new Alex Jones is here.
[01:42:29.748 --> 01:42:30.690]  Because I used to be a nice guy.
[01:42:31.710 --> 01:42:32.490]  No more Mr. Nice Guy.
[01:42:32.570 --> 01:42:34.230]  And that doesn't mean we're the New World Order.
[01:42:34.250 --> 01:42:35.231]  It means anybody around me.
[01:42:35.851 --> 01:42:41.652]  I want people to get their heads screwed on straight and deal with what we're dealing with because we are barely winning right now.
[01:42:41.692 --> 01:42:42.872]  We're barely winning.
[01:42:43.172 --> 01:42:44.352]  We are winning people.
[01:42:44.412 --> 01:42:48.893]  Most folks have to be defeated in their lifetime to do the right thing and it changes things down the road.
[01:42:49.133 --> 01:42:50.773]  But things are accelerated now.
[01:42:51.193 --> 01:42:54.574]  They're amplified right now.
[01:42:54.894 --> 01:42:55.974]  They're compressed right now.
[01:42:56.394 --> 01:42:59.295]  And every day is like 10 years in the past.
[01:43:00.285 --> 01:43:02.726]  Things are so critical right now.
[01:43:03.907 --> 01:43:05.508]  I want to thank all of you for your support.
[01:43:05.528 --> 01:43:10.891]  I want to literally tell you I appreciate you and your support, your prayers, your word of mouth, your financial support.
[01:43:11.071 --> 01:43:13.253]  I literally want to defeat these people.
[01:43:13.333 --> 01:43:14.614]  It's who I am.
[01:43:14.634 --> 01:43:17.775]  Like I'm a dog born and bred and trained to fight these people.
[01:43:18.036 --> 01:43:18.836]  It's what I am.
[01:43:18.896 --> 01:43:19.957]  It's not like I chose this.
[01:43:20.057 --> 01:43:20.797]  I can't stop.
[01:43:21.858 --> 01:43:22.378]  Because I love you.
[01:43:22.618 --> 01:43:23.239]  I love myself.
[01:43:23.559 --> 01:43:25.140]  And I understand what happens to you happens to me.
[01:43:26.704 --> 01:43:30.967]  So go now and support our sponsor today and get great products at the same time.
[01:43:31.027 --> 01:43:33.789]  It's such an easy decision to make, but you have to make it.
[01:43:33.869 --> 01:43:36.010]  Go to drjonesnaturals.com.
[01:43:36.551 --> 01:43:39.132]  Get 10 hour clean energy turbo force.
[01:43:39.152 --> 01:43:41.674]  About to sell out despite that 43% off.
[01:43:41.954 --> 01:43:43.195]  Get the nano silver products.
[01:43:43.535 --> 01:43:44.696]  Get next level foundational energy.
[01:43:44.756 --> 01:43:46.617]  It's not a stimulant, but it feels like one.
[01:43:46.998 --> 01:43:48.599]  Get rocket rest, incredible sleep aid.
[01:43:48.619 --> 01:43:50.540]  Get top brand, the incredible nootropic.
[01:43:50.580 --> 01:43:56.284]  Get the nano silver, a wound gel, an immune gargle and toothpaste, super blue and all of it.
[01:43:57.424 --> 01:43:59.765]  At drjonesnaturals.com and the green fiber caps.
[01:43:59.945 --> 01:44:02.665]  Go there, make the decision, buy the products.
[01:44:02.685 --> 01:44:08.747]  I want to thank all you that did and encourage those that haven't to take action now at drjonesnaturals.com.
[01:44:09.907 --> 01:44:11.328]  And go to infowarsstore.com.
[01:44:12.008 --> 01:44:13.448]  It'll take an hour to explain all this.
[01:44:13.468 --> 01:44:24.491]  They don't want me to give away strategy and stuff, but we've gone from an 80% chance shutting down two weeks ago to a 60% chance we stay on air and we're hard to kill thanks to you and thanks to God, not me.
[01:44:25.583 --> 01:44:33.406]  So, it's important to go to InfoWarsTore.com, 40% off, all the best selling products right now, X2, back in stock, InfoWarsTore.com.
[01:44:35.547 --> 01:44:50.232]  So, very exciting time to be alive, very thankful to the crew, very thankful to all the hosts, everybody else, and when I start bitching about stuff, we're all public figures here on air, I'm just being honest with people about, can we get our head screwed on straight?
[01:44:51.172 --> 01:44:54.797]   It's that simple, drjonesnaturals.com, I'm done.
[01:44:54.817 --> 01:44:56.998]  I'll be back tomorrow, Lord willing, 11 a.m.
[01:44:57.018 --> 01:44:57.398]  Central.
[01:44:57.418 --> 01:44:59.079]  We're gonna go to break for two minutes.
[01:44:59.099 --> 01:45:00.139]  Chase Geyser's coming in.
[01:44:59.979 --> 01:45:01.499]  24 hours a day in order as well.
[01:45:01.499 --> 01:45:03.458]  Triple A, two five, three three one three nine.
[01:45:03.458 --> 01:45:04.479]  I'm done.
[01:45:04.479 --> 01:45:07.838]  I'll be back tomorrow, Lord willing, 11 a.m. Central.
[01:45:07.838 --> 01:45:08.738]  We're gonna go to break for two minutes.
[01:45:08.738 --> 01:45:09.818]  Chase Geyser's coming in.
[01:45:09.818 --> 01:45:10.818]  Please stay with us.
[01:45:10.818 --> 01:45:21.458]  Your cardiovascular system is under attack.
[01:45:21.877 --> 01:45:22.617]  Everybody knows it.
[01:45:23.097 --> 01:45:29.720]  And I've got in my hands two products that are absolutely insane when it comes to what they do for your body and your overall health.
[01:45:30.321 --> 01:45:33.322]  One of them is the highest grade fish oil you can find.
[01:45:33.782 --> 01:45:35.323]  Everybody knows how good fish oil is.
[01:45:35.563 --> 01:45:36.584]  This is as good as it gets.
[01:45:36.964 --> 01:45:40.986]  And when you purchase it at InfoWarsTore.com, you support the broadcast, a 360 win.
[01:45:41.786 --> 01:45:43.386]  And then of course, Nitric Boost.
[01:45:43.386 --> 01:45:44.985]  You've heard all the rage about this.
[01:45:44.985 --> 01:45:49.346]   A whole bunch of concentrated natural compounds that clean out your blood and clean out your
[01:45:49.346 --> 01:45:50.625]  cardiovascular system.
[01:45:50.625 --> 01:45:56.305]  Everybody should be taking both of these products at infowarestore.com.
[01:45:56.305 --> 01:45:59.945]   And both of them, by the way, are 40% off for a limited time.
[01:46:00.149 --> 01:46:05.351]  Now the sale is going to end in about two weeks because we've already sold out of more than half of these products since they came back in.
[01:46:05.592 --> 01:46:11.934]  But if you want to get Ultimate Fish Oil and Nitric Boost for 40% off, get them both today at InfoWarsTore.com.
[01:46:12.155 --> 01:46:13.875]  I want to thank you all for supporting the broadcast.
[01:46:14.115 --> 01:46:17.317]  I want to thank you all for spreading the word because without you we are nothing.
