[00:00:00.000 --> 00:00:09.759]   *silence* *sad music*
[00:24:41.306 --> 00:24:55.261]   And so because I haven't fallen because of all your support, They just keep doubling down, doubling down, but now it's kind of like Stalingrad, where you've got 5 million Germans and 7 million Russians, and they just decided to slug it out in that one city.
[00:24:55.642 --> 00:25:06.007]  They could have fought anywhere in Russia, there were a bunch of other cities on the line, but the Russians and the Germans decided to slug it out at Stalingrad, and Alex Jones is basically Stalingrad.
[00:25:06.547 --> 00:25:08.648]  So it's not me, I'm just the chosen...
[00:25:09.890 --> 00:25:18.318]  Myself and Trump are the chosen battlegrounds in the social war, and they thought Trump's goofy, he can be discredited, Jones is goofy, and I am goofy.
[00:25:19.279 --> 00:25:21.821]  But it didn't work, because I am goofy, people realized I'm real.
[00:25:22.342 --> 00:25:29.168]  And so now, not even me, but my name, and who I am, has become this archetype of this tug-of-war battle.
[00:25:29.188 --> 00:25:29.749]  Does that make sense?
[00:25:31.383 --> 00:25:34.785]  I have a quick question that I'd like to ask Alex.
[00:25:35.185 --> 00:25:44.730]  You said that the judge reprimanded the attorneys for the Sandy Hook parents, or I'm sorry, yes, for the Sandy Hook plaintiffs.
[00:25:45.151 --> 00:25:48.693]  In what way did the judge reprimand them?
[00:25:48.753 --> 00:25:54.376]  Because I don't recall that in listening to that portion.
[00:25:54.456 --> 00:25:57.618]  So how did the judge reprimand that attorney?
[00:25:58.738 --> 00:25:59.939]  Did you listen to the whole eight hours?
[00:26:02.603 --> 00:26:02.843]  No.
[00:26:04.584 --> 00:26:06.144]  Well, he does it very elegantly.
[00:26:06.845 --> 00:26:08.705]  He told them, sit down, I've heard enough from you.
[00:26:10.546 --> 00:26:12.467]  He said, I'm not going to shut Alex Jones down.
[00:26:13.107 --> 00:26:14.988]  If you don't want money, I'm not going to shut him down.
[00:26:15.388 --> 00:26:16.148]  He followed the law.
[00:26:16.889 --> 00:26:18.589]  Because what they can get is money under their judgement.
[00:26:18.609 --> 00:26:19.970]  They don't want money, they want to shut me down.
[00:26:21.210 --> 00:26:33.042]   He, on both our motions, to not appoint a special Chapter 7 over me in my private bankruptcy or in InfoWars, They said, we pray.
[00:26:33.062 --> 00:26:34.843]  That's the ancient tongue.
[00:26:35.183 --> 00:26:36.103]  That's English coming along.
[00:26:36.683 --> 00:26:40.865]  We pray you don't give him his bank accounts back, and the judge did.
[00:26:42.326 --> 00:26:47.308]  So, if you don't know legal parlance, my lawyers or top lawyers said they've never seen such a slaughter.
[00:26:49.789 --> 00:26:52.090]  And you said that Donald Trump is aware of this.
[00:26:52.230 --> 00:26:56.212]  In what way do you think Donald Trump would be able to help you in this case?
[00:26:57.613 --> 00:27:00.334]  Well, Trump is the big lion with a thousand hyenas on him.
[00:27:01.010 --> 00:27:02.612]  I'm a smaller lion with 10 on me.
[00:27:03.213 --> 00:27:12.784]  So I don't, I didn't say, I said Trump, I may miss what you're saying, but Trump and the Republicans understand that I'm patient zero in this attack.
[00:27:13.966 --> 00:27:16.729]  So, uh, I don't know that I said Trump was going to help me in this.
[00:27:18.058 --> 00:27:18.878]  I think the judge did.
[00:27:18.958 --> 00:27:25.900]  No, you said that Donald Trump is aware and that this is happening because of the election.
[00:27:26.021 --> 00:27:30.742]  So in what way Donald Trump being elected, would that help you with this particular case?
[00:27:31.202 --> 00:27:33.083]  Yeah, but you said I said Donald Trump was going to help me.
[00:27:33.123 --> 00:27:33.623]  I didn't say that.
[00:27:33.923 --> 00:27:36.904]  No, I asked you in what way was Donald Trump going to assist.
[00:27:36.924 --> 00:27:37.964]  No, I'm trying to help Donald Trump.
[00:27:37.984 --> 00:27:39.065]  I'm trying to help America.
[00:27:39.105 --> 00:27:42.406]  I'm not here as a soldier in the information war on my own.
[00:27:43.066 --> 00:27:43.986]  Trump's the big general.
[00:27:44.066 --> 00:27:44.786]  I'm just a sergeant.
[00:27:47.071 --> 00:27:48.752]  I want to bring in, thanks Alex, I want to bring in Brian.
[00:27:48.991 --> 00:27:52.991]   The judge said, "Hopefully this all changes with an election."
[00:27:52.991 --> 00:27:56.750]   And the judge, people should go find, because there's a transcript, you're not supposed
[00:27:56.750 --> 00:27:58.431]  to record federal court, and I didn't record it.
[00:27:58.431 --> 00:27:59.471]  I know people probably did.
[00:27:59.471 --> 00:28:02.350]  But people need to go read the eight-hour transcript.
[00:28:02.350 --> 00:28:09.152]  I want to bring in, thanks Alex, I want to bring in Brian.
[00:28:09.152 --> 00:28:17.632]   Brian, you posted on Twitter, if I remember right, some not so very positive words about
[00:28:18.242 --> 00:28:22.024]  I think and I do correct me if this is not what you said because I didn't look at it a while ago.
[00:28:22.044 --> 00:28:22.864]  I don't really look at your page.
[00:28:23.364 --> 00:28:29.147]  Something along the lines of you doubt the veracity of Alex's claims.
[00:28:29.187 --> 00:28:29.627]  Is that right?
[00:28:29.647 --> 00:28:33.169]  Do you want to expand on whatever your point was if that wasn't your position?
[00:28:34.749 --> 00:28:37.511]  I'm sure I've said a lot over this last couple of years.
[00:28:37.611 --> 00:28:38.591]  Alex probably knows that.
[00:28:38.791 --> 00:28:39.411]  Go ahead!
[00:28:40.352 --> 00:28:47.070]   Yeah, so I guess My position is that you are... Can you hear me or no?
[00:28:47.990 --> 00:28:49.211]  Can you hear Krasnithine?
[00:28:49.892 --> 00:28:51.313]  No, I can't hear Krasnithine.
[00:28:51.453 --> 00:28:52.794]  Oh, God bless you.
[00:28:52.834 --> 00:28:54.075]  Anyway, Brian, I'll bring you back down.
[00:28:54.095 --> 00:28:54.675]  I'll bring you back up.
[00:28:55.235 --> 00:28:55.876]  I can hear him now.
[00:28:55.996 --> 00:28:56.817]  I heard him now.
[00:28:57.577 --> 00:28:58.458]  I'm going to bring him down.
[00:28:58.478 --> 00:28:59.198]  I'll bring him back up.
[00:28:59.539 --> 00:29:00.419]  Oh, he's gone.
[00:29:01.400 --> 00:29:02.281]  God bless us all, maybe then.
[00:29:03.281 --> 00:29:03.942]  Jokes, Sarah.
[00:29:03.962 --> 00:29:04.222]  Jokes.
[00:29:04.242 --> 00:29:04.862]  I know it's your boy.
[00:29:05.163 --> 00:29:08.925]  Yeah, yeah, yeah.
[00:29:08.965 --> 00:29:11.227]  Go to everybody's favorite liberal, Jared.
[00:29:13.682 --> 00:29:14.663]  I want to go to that.
[00:29:15.243 --> 00:29:16.144]  Oh, no.
[00:29:17.185 --> 00:29:18.226]  Yeah, yeah.
[00:29:18.246 --> 00:29:20.248]  Brian, can you speak?
[00:29:20.288 --> 00:29:21.129]  See if Alex can hear you?
[00:29:21.549 --> 00:29:21.789]  Yeah.
[00:29:21.829 --> 00:29:23.031]  Hey, can you hear me, Alex?
[00:29:27.154 --> 00:29:28.095]  Alex, can you hear Brian?
[00:29:28.596 --> 00:29:29.036]  No, I can't.
[00:29:29.076 --> 00:29:29.837]  It's very strange.
[00:29:31.118 --> 00:29:32.139]  Are you sure?
[00:29:32.199 --> 00:29:33.220]  Are you sure you're not kidding?
[00:29:33.300 --> 00:29:35.382]  Let me put myself on hold and do it again.
[00:29:37.865 --> 00:29:38.065]  Okay.
[00:29:40.149 --> 00:29:42.231]  Should I drop you down, Alex, and bring you back up?
[00:29:42.712 --> 00:29:43.252]  Yeah, do that.
[00:29:44.033 --> 00:29:46.396]  Yeah, I'll drop Alex down and bring him back up.
[00:29:46.836 --> 00:29:47.978]  So it's removed from speakers.
[00:29:50.560 --> 00:29:51.722]  And then I'll bring Alex back up.
[00:29:52.663 --> 00:29:58.501]  That way Brian will get a chance to ask his question.
[00:29:58.501 --> 00:30:11.862]   In the meantime, Sarah, I heard there's a some reminder you need to say while I'm bringing Alex up.
[00:30:13.837 --> 00:30:14.618]  Yes, yes.
[00:30:14.718 --> 00:30:15.579]  You're so good at it.
[00:30:15.599 --> 00:30:16.299]  You're the best at it.
[00:30:16.319 --> 00:30:17.340]  I am the best at that.
[00:30:17.380 --> 00:30:22.143]  Just a reminder to turn on your notifications for Mario.
[00:30:23.024 --> 00:30:24.205]  He does have a newsletter.
[00:30:24.225 --> 00:30:34.192]  It's pinned in the top and a Telegram channel, so be sure to subscribe to that for up-to-the-minute news and breaking spaces.
[00:30:34.333 --> 00:30:35.894]  Alex, are you able to hear now?
[00:30:36.465 --> 00:30:38.126]  Yeah, I hear you speaking.
[00:30:38.226 --> 00:30:38.627]  I hear Brian.
[00:30:38.647 --> 00:30:39.287]  Yeah, I hear him now.
[00:30:39.307 --> 00:30:39.668]  Go ahead.
[00:30:44.561 --> 00:30:46.803]  Hey, Alex.
[00:30:46.823 --> 00:30:51.425]  I have several questions, but I'll just limit it to one for time purposes.
[00:30:52.526 --> 00:31:09.936]  I've seen lately a lot of people on X and on other social media platforms claiming that since the creditors are coming after you and these people are coming after you for all this money, this crazy amount of money, that you must have been onto something when it came to Sandy Hook.
[00:31:11.088 --> 00:31:14.451]  In court, you admitted that you were wrong about Sandy Hook.
[00:31:14.591 --> 00:31:15.231]  I'm pretty sure.
[00:31:15.511 --> 00:31:16.432]  I'm pretty sure, right?
[00:31:17.172 --> 00:31:23.877]  Can you tell these people that you weren't going to do anything and that you clearly got it wrong when it came to the Sandy Hook victims?
[00:31:25.098 --> 00:31:26.939]  Yeah, Brian, I'm glad you bring this up.
[00:31:27.519 --> 00:31:29.961]  And again, I can call my house while I have Wi-Fi.
[00:31:30.381 --> 00:31:32.423]  I'm out here in my car just because my kids are running around.
[00:31:32.463 --> 00:31:33.544]  You guys getting good audio for me?
[00:31:34.884 --> 00:31:35.345]  Yeah, you're good.
[00:31:36.265 --> 00:31:38.547]  Okay, let me explain something, Brian, to you, okay?
[00:31:39.107 --> 00:31:39.888]  And this is the truth.
[00:31:41.207 --> 00:31:42.548]  I am not the Sandy Hook man.
[00:31:43.949 --> 00:31:45.390]  I did not make money off these people.
[00:31:46.070 --> 00:31:57.418]  They entered 22 minutes of evidence into the Texas and Connecticut trials that were completely choreographed, where I was already found guilty by judges in default, claiming I didn't give discovery, which was not true.
[00:31:57.458 --> 00:31:58.738]  I gave four years of discovery.
[00:31:59.119 --> 00:32:00.279]  They found nothing in there.
[00:32:00.299 --> 00:32:01.760]  I didn't make money off of them.
[00:32:02.181 --> 00:32:02.881]  That was a lie.
[00:32:03.201 --> 00:32:24.175]   Now, about a year into Sandy Hook, which was a blip on the radar, I'm sad it happened, There were professors in Florida and Wisconsin and California and a school safety official named Wolfgang Halbig that put out all this information claiming it didn't happen.
[00:32:25.455 --> 00:32:31.980]  I then, because it had hundreds of millions of views on YouTube, it was a huge story, did one debate and five shows on it.
[00:32:32.560 --> 00:32:35.883]  Before they sued me, I didn't talk about it for over three years.
[00:32:37.384 --> 00:32:39.165]  I stopped having these people on.
[00:32:40.754 --> 00:32:46.216]  Because I learned they were either paid to act like this or they were crazy.
[00:32:46.936 --> 00:32:54.519]  They were going to like Catholic schools and stuff six, seven years ago before I got sued, believing the kids were still alive and doing all this stuff.
[00:32:54.599 --> 00:32:58.160]  And I learned some of the stuff they said was not true.
[00:32:59.241 --> 00:33:11.404]   So, so I was already saying and having debates with them seven, eight years ago before they sued me, Saying, no, I think Sandy Hook happened.
[00:33:12.144 --> 00:33:14.765]  Then the media went, oh, Jones is weak.
[00:33:14.825 --> 00:33:15.826]  He's backed off this.
[00:33:16.486 --> 00:33:17.847]  Let's claim he made this up.
[00:33:18.347 --> 00:33:33.179]   And they hired PR firms to run thousands of articles in 2016, 2017, 2018, before they sued me, claiming I was currently peeing on graves, going to their houses, sending people and I never did any of that and no evidence
[00:33:33.179 --> 00:33:34.680]  was put on about that.
[00:33:34.680 --> 00:33:36.320]  So that's the reality.
[00:33:36.320 --> 00:33:40.759]  So you tell me, get people to stop saying it didn't happen.
[00:33:40.759 --> 00:33:44.800]   They were saying it before I ever said, "Oh, I can see your point.
[00:33:44.800 --> 00:33:49.080]   Yeah, they lied about WMDs, you know, all Jussie Smollett, all this.
[00:33:49.080 --> 00:33:50.080]  Yeah, maybe it's fake."
[00:33:50.080 --> 00:33:52.000]  And I didn't say that in the current tense.
[00:33:52.000 --> 00:33:54.000]  I'm repeating what I said earlier.
[00:33:54.000 --> 00:33:55.799]  So I thought they literally wanted an apology.
[00:33:55.799 --> 00:33:58.400]  So I said, "Yeah, I think your kids died."
[00:33:58.400 --> 00:34:00.040]  They went, "Oh my God, we've got you."
[00:34:00.980 --> 00:34:12.762]  I mean, again, why do I have friends and people that go to foreign countries and they open up the newspaper in Japan and it's about my court case currently.
[00:34:13.362 --> 00:34:19.043]  It's like we're invading Iraq or something in 2003.
[00:34:19.703 --> 00:34:24.484]  Why is the number one thing on every channel for weeks, me and Sandy Hook?
[00:34:24.503 --> 00:34:29.864]   because it's about making me the Sandy Hook guy to make the popular Sandy Hook guy.
[00:34:29.864 --> 00:34:35.963]   And because everybody, most people don't trust the media and the government now, I see it everywhere.
[00:34:35.963 --> 00:34:39.083]  People mad at me saying, "Oh, they got to Jones."
[00:34:39.083 --> 00:34:42.103]  He's saying it happened.
[00:34:42.103 --> 00:34:45.804]  I said that five, six years ago, Brian.
[00:34:45.804 --> 00:34:49.222]  Just quick follow up.
[00:34:49.222 --> 00:34:51.862]  And I appreciate you giving me a response there.
