[00:00:03.001 --> 00:00:03.581]  We're live.
[01:32:30.943 --> 01:32:34.625]  So this is a real thing and this is a microcosm of how the world works.
[01:32:35.694 --> 01:32:40.476]  Where we're like children and don't know they've got mRNA before they rolled it out.
[01:32:40.496 --> 01:32:41.397]  It was around 30 years ago.
[01:32:41.897 --> 01:32:49.681]  Or we don't know about all these advanced technologies that are in the literature, but the public basically isn't told, so people hear about this and think that's crazy.
[01:32:50.882 --> 01:33:03.001]   It's like I was on air 25 years ago talking about mainstream MIT documents about Animal-human hybrids being grown in cows' uteruses at military bases.
[01:33:03.741 --> 01:33:06.382]  And people called in and said I was crazy, out in front of the street.
[01:33:06.662 --> 01:33:09.503]  I'm like, I've got MIT's own document admitting this.
[01:33:10.783 --> 01:33:27.392]   But the public, one guy at a pizza place, I remember the night my first wife broke water on my son, who's 21 today, 21 now, and I'm getting a pizza, taking it home, and this guy taps me on the shoulder and he says, I got a biology degree and you're a liar.
[01:33:27.412 --> 01:33:29.334]  There's no humanoids growing in cows.
[01:33:30.395 --> 01:33:31.976]  And I turned around and the guy was in my face.
[01:33:32.036 --> 01:33:34.158]  I said, hey, first off, did you tap me hard?
[01:33:34.178 --> 01:33:34.799]  He was in my face.
[01:33:34.839 --> 01:33:35.539]  I said, back off.
[01:33:37.261 --> 01:33:40.384]  I said, when did you get your degree at UT?
[01:33:40.424 --> 01:33:42.886]  He goes, 1978 or something like that.
[01:33:42.906 --> 01:33:43.527]  1970, whatever it was.
[01:33:44.287 --> 01:33:45.729]  And I went, dude, I'm not going to talk to you.
[01:33:45.749 --> 01:33:46.169]  You're drunk.
[01:33:46.189 --> 01:33:46.750]  Get out of my face.
[01:33:47.785 --> 01:33:49.046]  And he kind of got in my face again.
[01:33:49.086 --> 01:33:50.107]  I just pushed him back.
[01:33:50.628 --> 01:33:51.809]  I kind of fell on the table.
[01:33:51.829 --> 01:33:53.470]  I was like, yeah, I'm about to beat your ass.
[01:33:54.110 --> 01:34:01.177]  But the point is, is that just because the public doesn't research this, doesn't mean it doesn't exist.
[01:34:01.217 --> 01:34:05.220]  You can go look up human-animal hybrids and find articles 30 years ago now.
[01:34:05.280 --> 01:34:05.780]  It's everywhere.
[01:34:06.341 --> 01:34:11.465]  Human-animal hybrids gestating, that means in uterus, at military bases across America.
[01:34:12.106 --> 01:34:13.687]  Wired Magazine, eight years ago.
[01:34:13.867 --> 01:34:14.228]  Look it up.
[01:34:15.555 --> 01:34:24.923]  Type in animal human hybrid hybrids gestating, gestating at military bases across the US, MIT.
[01:34:26.924 --> 01:34:31.108]  So yeah, that's a lot of abomination right there.
[01:34:31.128 --> 01:34:34.771]  That's a monkey pig hybrid.
[01:34:36.425 --> 01:34:40.549]  So this is all going on and we have to admit this is happening.
[01:34:40.569 --> 01:34:44.532]  So that's why I raised this because I'm right here in Austin and for us will be some great rain.
[01:34:45.313 --> 01:34:55.722]  But for Houston and the central and eastern coast of Texas, it's going to get hit by a major hurricane in the next 678 hours.
[01:34:56.903 --> 01:34:59.165]  And then we can show the hurricane track overhead shot, please.
[01:35:01.527 --> 01:35:09.135]   Texas Coast braces for looming Hit by barrel.
[01:35:10.276 --> 01:35:11.476]  Which is expected to.
[01:35:13.498 --> 01:35:14.698]  Regain hurricane strength.
[01:35:16.600 --> 01:35:20.122]  Barrel to target Texas next to the flooding rain, strong winds and storm surge.
[01:35:21.123 --> 01:35:23.284]  And then voluntary evacuation.
[01:35:23.304 --> 01:35:28.607]  We just video that order issued for West end of Galveston Island ahead of Burrell.
[01:35:28.907 --> 01:35:29.448]  And then look at this.
[01:35:29.468 --> 01:35:38.677]   Here's the track comes right in just south of Houston The Midwest into the East Coast.
[01:35:38.737 --> 01:35:40.998]  So we'll see what happens with that.
[01:35:41.498 --> 01:35:46.060]  My point is, we have to really ask ourselves, is this a weather weapon?
[01:35:46.080 --> 01:35:47.120]  Because it's going on.
[01:35:47.581 --> 01:35:50.682]  And the crew did find the clip, which they did a great job finding so quickly.
[01:35:51.282 --> 01:35:53.503]  Here's the CIA director outgoing at the time.
[01:35:55.144 --> 01:35:56.245]  How many years ago was this?
[01:35:57.245 --> 01:35:59.026]  Trump got in almost eight years ago.
[01:35:59.046 --> 01:36:00.807]  This was about a year before Obama left.
[01:36:01.407 --> 01:36:02.767]  So this is what, nine years ago?
[01:36:03.488 --> 01:36:09.671]   Here's the CIA director kind of Slowly letting us out like a fart in church.
[01:36:12.371 --> 01:36:21.494]  Another example is the array of technologies, often referred to collectively as geoengineering, that potentially could help reverse the warming effects of global climate change.
[01:36:22.534 --> 01:36:35.878]  One that has gained my personal attention is stratospheric aerosol injection, or SAI, a method of seeding the stratosphere with particles that can help reflect the sun's heat in much the same way that volcanic eruptions do.
[01:36:37.116 --> 01:36:47.583]  An SAI program could limit global temperature increases, reducing some risks associated with higher temperatures and providing the world economy additional time to transition from fossil fuels.
[01:36:48.663 --> 01:36:50.665]  This process is also relatively inexpensive.
[01:36:51.265 --> 01:36:57.909]  The National Research Council estimates that a fully deployed SAI program would cost about $10 billion yearly.
[01:36:58.209 --> 01:36:58.910]  Which they're already doing.
[01:36:59.090 --> 01:37:05.654]  As promising as it may be, moving forward on SAI would also raise a number of challenges for our government and for the international community.
[01:37:06.621 --> 01:37:19.987]  On the technical side, greenhouse gas emission reductions would still have to accompany SAI to address other climate change effects, such as ocean acidification, because SAI alone would not remove greenhouse gases from the atmosphere.
[01:37:21.167 --> 01:37:33.453]  On the geopolitical side, the technology's potential to alter weather patterns and benefit certain regions of the world at the expense of other regions could trigger sharp opposition by some nations.
[01:37:34.307 --> 01:37:40.627]   Others might seize on SAI's benefits and back away from their commitment to carbon dioxide reductions.
[01:37:40.627 --> 01:37:46.226]   And as with other breakthrough technologies, global norms and standards are lacking to guide the deployment and
[01:37:46.226 --> 01:37:51.587]  implementation of SAI and other geoengineering initiatives.
[01:37:51.587 --> 01:37:58.018]   Now, I could go on and on and on and on about the things that fascinate me, but rather than talk about them, I
[01:37:58.018 --> 01:38:00.346]  thought I'd stop here.
[01:38:00.346 --> 01:38:04.346]  All right, so they use climate change.
[01:38:04.472 --> 01:38:07.433]  Oh, we're going to ban your cows, ban fertilizers, sterilize kids.
[01:38:07.453 --> 01:38:08.353]  It's all to save the Earth.
[01:38:09.393 --> 01:38:14.375]  And oh, we're doing this to save the planet right now, but other countries can't know about it because they'll get mad.
[01:38:15.156 --> 01:38:15.976]  And they found the video.
[01:38:16.056 --> 01:38:20.858]  PrisonPlanet.tv presents Ben Levinson, the father of weather weapons and weaponized weather.
[01:38:21.738 --> 01:38:23.179]  In fact, let me ask Chase Geiser.
[01:38:23.199 --> 01:38:24.279]  He's coming up in like eight minutes.
[01:38:24.799 --> 01:38:36.471]   But Chase, when you get off tonight, after the next few hours, get the Ben Levinson interview and say, see the censored Father of weather weapons exposed geoengineering.
[01:38:37.031 --> 01:38:40.393]  Or see, the father of weather weapons exposed geoengineering.
[01:38:40.893 --> 01:38:47.276]  What incredible intel you're going to get, because this is going on.
[01:38:48.617 --> 01:38:51.219]  And we should debate this, we should talk about this, we should know this.
[01:38:52.860 --> 01:39:00.724]  Because they can jack with the weather while they cut off the resources and say the weather did it, or they can make the weather do it, but the weather is being manipulated.
[01:39:01.971 --> 01:39:02.952]  We'll show some of the B-roll.
[01:39:03.392 --> 01:39:07.135]  Already the storm surge hours ago on Texas coast is huge.
[01:39:07.515 --> 01:39:08.696]  People should get to higher ground.
[01:39:08.716 --> 01:39:11.778]  They should take it very, very seriously because this is a major hurricane.
[01:39:12.018 --> 01:39:12.238]  All right.
[01:39:14.300 --> 01:39:20.084]  Now, let's move on here to some good news.
[01:39:21.705 --> 01:39:27.809]  Putin calls for complete end to Ukraine war while meeting with other European leader, Viktor Orban.
[01:39:29.121 --> 01:39:32.243]  And he said, listen, NATO started it 11 years ago.
[01:39:32.263 --> 01:39:34.284]  They made us respond.
[01:39:34.824 --> 01:39:51.334]  As long as they will stop shelling 100% Russian citizen areas in the east, we, and as soon as they will move out of those areas, which is a tiny sliver of Ukraine, that they won't join NATO, which the Pentagon already said they weren't, but now they admit they are, we will leave them alone.
[01:39:53.055 --> 01:39:54.957]  Orban meets Putin in Moscow.
[01:39:56.017 --> 01:39:57.018]  I'll play these clips tomorrow.
[01:39:57.873 --> 01:39:59.474]  And says, hey, we've heard President Trump.
[01:40:00.714 --> 01:40:01.994]  He says he wants peace.
[01:40:02.535 --> 01:40:03.575]  We believe it's sincere.
[01:40:04.035 --> 01:40:04.815]  We want that too.
[01:40:04.835 --> 01:40:05.856]  We're ready to end it right now.
[01:40:05.956 --> 01:40:07.116]  And Trump can end it because the U.S.
[01:40:07.176 --> 01:40:07.616]  runs it all.
[01:40:08.336 --> 01:40:08.977]  Bombshell!
[01:40:09.037 --> 01:40:15.839]  New York Times exposes details of war crimes by American-led volunteer force in Ukraine of U.S.
[01:40:15.899 --> 01:40:19.380]  soldiers and foreign troops committing massive war crimes.
[01:40:19.760 --> 01:40:21.961]  Read the article at InfoWars.com.
[01:40:24.206 --> 01:40:25.586]  Another big article out of Politico.
[01:40:26.007 --> 01:40:28.067]  The world wasn't ready for Trump in 2016.
[01:40:28.127 --> 01:40:29.648]  It's not making that mistake this time.
[01:40:30.008 --> 01:40:37.130]  They're going to say Brussels and NATO have Biden signing a deal for hundreds of billions of dollars for the next 10 years.
[01:40:38.851 --> 01:40:40.351]  $60 billion a year at least.
[01:40:41.412 --> 01:40:43.612]  Outside of Trump with a deal already signed.
[01:40:43.893 --> 01:40:44.893]  Trump can reverse that.
[01:40:47.145 --> 01:40:50.388]  We're talking about a bigger budget per year than the U.S.
[01:40:50.428 --> 01:40:53.471]  Marine Corps going to Ukraine.
[01:40:54.112 --> 01:41:01.940]  In Brussels, NATO officials have devised a plan to lock in long-term military support for Ukraine so that a possible Trump administration can't get in the way.
[01:41:02.480 --> 01:41:03.441]  Oh, don't get in the way?
[01:41:03.461 --> 01:41:06.705]  Oh, our evil, proud, gosh, can't let an elected official get in the way.
[01:41:08.815 --> 01:41:18.502]  In Turkey, officials were reviewing the Heritage Foundation's Project 2025 policy roadmap for clues into Trump's designs on Syria.
[01:41:19.202 --> 01:41:28.549]  In Atlanta, Austin and Lincoln, Nebraska, top ministers from Germany and Canada have met with Republican governors to shurub relations on the American right.
[01:41:28.929 --> 01:41:31.971]  Oh, the UN and NATO is involved in our politics.
[01:41:32.231 --> 01:41:33.432]  You've got to go read this whole article.
[01:41:33.872 --> 01:41:34.473]  I read all this.
[01:41:34.533 --> 01:41:35.453]  This is insane.
[01:41:36.314 --> 01:41:37.254]  Foreign NATO.
[01:41:37.354 --> 01:41:41.896]  I remember six years ago, Wall Street Journal said, we're about to ban Alex Jones.
[01:41:42.176 --> 01:41:55.140]  And I read the 30-page article and it said, at a NATO meeting, in whatever the German city was, it was Berlin, the decision's been made to ban Alex Jones.
[01:41:55.540 --> 01:41:59.522]  And then we're gonna, I mean, am I trying to bring my name into this?
[01:41:59.842 --> 01:42:00.602]  I'm in the article.
[01:42:02.059 --> 01:42:10.402]  We're gonna put Assange in prison and shut down Jones, and then no one will oppose us, and then we'll censor everybody, and then NATO will get involved and control America.
[01:42:10.422 --> 01:42:11.743]  You're like, why does that work?
[01:42:12.083 --> 01:42:21.827]  Because it's an agency outside of America without congressional oversight, just like they used MI6 to spy on Trump and create the dossier that he's being pee-peed on.
[01:42:23.171 --> 01:42:26.093]  Like Trump's gonna go to Moscow and have women piss on him.
[01:42:26.893 --> 01:42:28.834]  A. Trump is a neat freak and isn't into that.
[01:42:29.154 --> 01:42:34.998]  B. Why would Trump go and be peed on in Moscow in a hotel room knowing he's being set up?
[01:42:35.198 --> 01:42:38.380]  It's not just preposterous, it's impossible!
[01:42:42.722 --> 01:42:45.503]  You think Trump runs around in rooms with women pissing on him?
[01:42:48.125 --> 01:42:49.646]  But that's what MI6 put out!
[01:42:50.831 --> 01:42:52.232]  Funded by Hillary, the DNC.
[01:42:52.672 --> 01:42:55.713]  They use foreign groups to do it because they can get away with it.
[01:42:56.914 --> 01:42:57.894]  All right, I'm out of time.
[01:42:57.954 --> 01:43:00.595]  I didn't get into the elections in Europe and what that really means.
[01:43:01.256 --> 01:43:04.037]  I'll cover it tomorrow if we're blessed enough to be here, 11 a.m.
[01:43:04.057 --> 01:43:04.437]  Central.
[01:43:04.837 --> 01:43:05.738]  Please support us.
[01:43:06.258 --> 01:43:07.479]  Please support our sponsors.
[01:43:07.759 --> 01:43:11.380]  We got a huge sale going at InfoWarsTore.com right now.
[01:43:11.901 --> 01:43:17.003]  The 1776 Super Sale is now live, up to 60% off at InfoWarsTore.com.
[01:43:17.603 --> 01:43:22.407]  Survival Shield X to back in stock 40% off DNA Force Plus selling out 40% off.
[01:43:22.707 --> 01:43:36.739]  Basel beats does the same thing as nitric boost 40% off nitric boost 40% off ultimate fish oil 40% off Rainforest Ultra 40% off Wintersun 40% off probiotic fiber 60% off and it goes on and on and on by the mineral fusion selling out.
[01:43:36.940 --> 01:43:44.640]   our sponsor, the N D. C O T dot com or triple 8 to 533139 and
[01:43:44.640 --> 01:43:46.640]  then our great sponsor. D R.
[01:43:46.640 --> 01:43:52.680]   Jones naturals dot com. Next level foundational energy.
[01:43:53.478 --> 01:43:53.658]  57% off.
[01:43:53.678 --> 01:43:59.081]  The sale's going to end this week on 30 parts per million colloidal silver, silver bullet.
[01:43:59.321 --> 01:43:59.841]  57% off.
[01:43:59.981 --> 01:44:04.143]  It's all there at drjonesnaturals.com.
[01:44:04.163 --> 01:44:05.724]  You want to support the fight for the future?
[01:44:06.044 --> 01:44:08.145]  You want to be in the fight and get great products at the same time?
[01:44:08.486 --> 01:44:10.406]  Make the decision to join the fight now.
[01:44:10.507 --> 01:44:11.407]  I can't make it for you.
[01:44:11.687 --> 01:44:12.427]  You got to make it.
[01:44:12.728 --> 01:44:14.308]  drjonesnaturals.com.
[01:44:14.328 --> 01:44:18.130]   But whatever you do, Take the live feed at RealAlexJones on X and share it.
[01:44:18.831 --> 01:44:23.873]  Whatever you do, tune in to the next two hours because Chase knocked it out of the park last Sunday.
[01:44:23.953 --> 01:44:25.354]  He takes over now.
[01:44:25.554 --> 01:44:38.594]  Stay with us.
[01:44:38.922 --> 01:44:43.144]  Visit InfoWars.com forward slash show and share the link today.
[01:44:44.977 --> 01:44:47.979]  Many years ago, I coined the term 360 WIN.
[01:44:48.439 --> 01:44:51.080]  That's another way of saying it's a non-zero-sum game.
[01:44:51.481 --> 01:44:56.223]  When you have a sum game, it's a pizza, there's only so many pieces, it doesn't get bigger.
[01:44:56.644 --> 01:45:02.527]  But if something is symbiotic, if something empowers everybody involved with it, it is a 360 WIN.
[01:45:03.027 --> 01:45:13.113]  When you visit DrJonesNaturals.com, you're not just supporting our broadcast by getting the products, you're getting game-changing products that really, really work and are amazing.
[01:45:13.693 --> 01:45:15.114]  All of the NanoSilver products.
[01:45:15.495 --> 01:45:34.551]  Incredible products like Next Level Foundational Energy, products like Top Brain, an incredible Nootropic, Rocket Rest, an incredible Natural Sleep Aid, and dozens of other products not available at InfoWareStore.com or exclusively available at DrJonesNaturals.com, and they keep the show on the air, and they're amazing, a 360 win.
[01:45:34.851 --> 01:45:39.275]  So please, follow the links below to DrJonesNaturals.com, and I thank you for your support.
[01:45:40.217 --> 01:45:43.914]  And for breaking news and updates be sure and follow me at RealAlexJones here on X.
