[00:00:59.-200 --> 00:00:03.799]  [MUSIC PLAYING]
[01:32:45.376 --> 01:32:48.018]  RFK, until it was popular, was promoting the war until a year ago.
[01:32:48.278 --> 01:32:50.520]  Trump never was, even though he's supporting the funding.
[01:32:50.540 --> 01:32:51.200]  He's bad, too.
[01:32:51.560 --> 01:32:52.701]  My God, don't get me on Trump.
[01:32:52.741 --> 01:32:53.562]  I'll go after him, too.
[01:32:54.122 --> 01:32:54.722]  My God.
[01:32:55.243 --> 01:32:56.564]  My God, it's such a nightmare.
[01:32:56.684 --> 01:32:56.944]  All right.
[01:33:00.146 --> 01:33:06.810]  Nick Fuentes put out a video recently saying he wants an emperor over America.
[01:33:07.651 --> 01:33:09.532]  And I invited Nick, by the way, yesterday back on the show.
[01:33:10.073 --> 01:33:11.714]  He said as soon as he can come to town, he will.
[01:33:11.734 --> 01:33:13.535]  Or we can do it remote next week.
[01:33:14.343 --> 01:33:15.963]  In fact, just tell Nick, we'll do remote next week.
[01:33:16.003 --> 01:33:17.264]  We don't have to get him to town.
[01:33:17.304 --> 01:33:18.064]  He's welcome to come here.
[01:33:19.004 --> 01:33:20.164]  In-studio is better, but that's fine.
[01:33:22.045 --> 01:33:26.886]  And let's be clear, I'm not totally disagreeing with what Nick Fuentes is saying.
[01:33:29.746 --> 01:33:37.028]  Yes, the worst thing is globalism and open borders and leftism and then democracy because we're a republic.
[01:33:37.128 --> 01:33:41.569]  If 51% vote to kill the black people or kill the white people in a democracy, you kill them.
[01:33:43.052 --> 01:33:49.936]  In ancient Greece they had a pure democracy in some of their city-states and they said, execute this person for their speech and people voted 51% they were dead.
[01:33:50.356 --> 01:33:50.876]  I don't agree with that.
[01:33:51.136 --> 01:33:54.758]  In a republic, the minority's rights are protected as well as the majority.
[01:33:55.378 --> 01:33:55.599]  Alright?
[01:33:55.799 --> 01:33:57.880]  So we're a little d democracy.
[01:33:58.260 --> 01:34:00.741]  Very important thing to understand.
[01:34:02.182 --> 01:34:05.444]  But Nick's up there saying we need an American emperor.
[01:34:06.254 --> 01:34:08.755]  And he's also talked about, like, a Catholic dictatorship.
[01:34:09.075 --> 01:34:13.558]  And I'm not against Catholics in general, they're good people, but the globalists have taken over the Catholic Church.
[01:34:13.858 --> 01:34:14.778]  Look at the current Pope.
[01:34:14.818 --> 01:34:16.199]  I mean, that guy's a new world order.
[01:34:16.259 --> 01:34:19.581]  Carbon tax, open borders, new world order.
[01:34:19.821 --> 01:34:22.483]  I mean, you know, just give me a break.
[01:34:24.183 --> 01:34:26.565]  And the Protestant leaders are just as bad as well, most of them.
[01:34:26.905 --> 01:34:28.746]  They don't even touch a political issue.
[01:34:29.066 --> 01:34:30.727]  Hell, I'll give it to the Pope, he at least touches on them.
[01:34:31.443 --> 01:34:35.106]  Okay, but he's like 180 degrees from like Pope John Paul II.
[01:34:35.346 --> 01:34:38.829]  I'm not a Catholic, but I heard Pope John Paul, what he said when he spoke about it, that's a great guy.
[01:34:38.869 --> 01:34:43.552]  I mean, anti-communist, pro-family, blah, blah, blah, pro-Jesus, my gosh.
[01:34:45.014 --> 01:34:49.277]  So is Pope John Paul an anti-Pope or is the current Pope the bad guy?
[01:34:49.577 --> 01:34:53.300]  I think anybody can look at this and say, if you're a Christian, this guy's really bad.
[01:34:54.821 --> 01:35:03.401]   But Nick's up there, but my point is, We have an AI, big tech, corporate dictatorship taking over.
[01:35:03.821 --> 01:35:06.883]  We have a dictator of the New World Order of Hollywood.
[01:35:07.203 --> 01:35:14.949]  Hollywood and AI and big tech and that system worldwide and BlackRock is the new empire.
[01:35:15.269 --> 01:35:20.713]  The corporate censoring, surveilling, controlling system.
[01:35:20.913 --> 01:35:23.135]  It's the thing that is currently the emperor.
[01:35:23.875 --> 01:35:30.060]  So I don't want that Emperor Palpatine, and I don't want the Pope to be our Emperor, and I don't want a President to be our Emperor.
[01:35:30.240 --> 01:35:33.322]  I want Jesus Christ to be King.
[01:35:34.323 --> 01:35:37.245]  We won't force people by the sword like Islam to Christendom.
[01:35:38.203 --> 01:35:45.710]  But it will unify us, brown, black, white, around, do unto others as you'd have them do unto you.
[01:35:45.790 --> 01:35:46.731]  That's the first rule.
[01:35:47.051 --> 01:35:49.714]  The next rule is, by Christ, lay down your life for others.
[01:35:50.234 --> 01:35:51.856]  That is what will unify us.
[01:35:52.256 --> 01:35:54.038]  That is what will transcend this.
[01:35:54.098 --> 01:35:58.342]  We have a satanic empire superimposing itself.
[01:35:59.263 --> 01:36:02.706]  How would an American emperor unify all of this?
[01:36:03.466 --> 01:36:03.887]  He wouldn't.
[01:36:05.441 --> 01:36:13.604]  And I know at a bestial level and an ancient genetic level to have a strong man in charge sounds great, but I don't think it should be Trump.
[01:36:13.684 --> 01:36:14.604]  It shouldn't be anybody.
[01:36:14.944 --> 01:36:15.944]  It shouldn't be Joe Biden.
[01:36:16.044 --> 01:36:17.045]  I don't want a strong man.
[01:36:17.445 --> 01:36:18.385]  I don't want a dictator.
[01:36:18.745 --> 01:36:19.606]  I don't want an emperor.
[01:36:19.986 --> 01:36:23.807]  I want a Republic based on Christian values.
[01:36:23.827 --> 01:36:24.227]  Here it is.
[01:36:25.627 --> 01:36:28.889]  And then you have these white people that are, that are saying, what happened to our country?
[01:36:28.929 --> 01:36:36.127]   We used to have baseball and ice cream, and we used to have, a national religion.
[01:36:36.127 --> 01:36:37.568]  We used to celebrate Easter.
[01:36:37.568 --> 01:36:41.247]  And what has this, what has this place become?
[01:36:41.247 --> 01:36:42.367]  What even is this?
[01:36:42.367 --> 01:36:44.087]  It's not a nation anymore.
[01:36:44.087 --> 01:36:46.007]  It's too much diversity for it to be a nation.
[01:36:46.007 --> 01:36:47.688]  We have nothing in common with anybody.
[01:36:47.688 --> 01:36:58.207]   The best thing that we could hope for is that this can become an empire and the white people can get back in control and have some semblance of order in the
[01:36:58.207 --> 01:36:59.847]  country, like they have in Russia.
[01:37:00.530 --> 01:37:03.531]  Russia has a lot of diversity but they've got a Russian Empire.
[01:37:03.631 --> 01:37:04.911]  They've got a Russian Emperor.
[01:37:05.711 --> 01:37:06.631]  Same thing with China.
[01:37:06.671 --> 01:37:07.812]  China has diversity.
[01:37:08.892 --> 01:37:16.574]  They have Tibetans and they have Uyghurs and they have Mongolians and they have all kinds of people but they have a Han Chinese Emperor.
[01:37:17.714 --> 01:37:21.215]  And we need to have a white Christian Emperor in America.
[01:37:21.475 --> 01:37:24.796]  And every group should have rights and every group should have dignity.
[01:37:27.236 --> 01:37:44.966]  But we need to have some stability and some order that proceeds from the unity of one core demographic and one culture, which is preeminent, preventing the country from turning into a total free-for-all.
[01:37:44.986 --> 01:37:45.687]  It's the only way.
[01:37:47.714 --> 01:37:56.156]  I know that sounds like a radical suggestion, but if you really can internalize what's happening in the country, it's the only way forward.
[01:37:56.317 --> 01:38:11.021]  It's the only solution to this problem of democracy, free market capitalism, and globalization, which have come together and formed this total nightmare scenario.
[01:38:11.061 --> 01:38:12.301]  It's the worst of everything.
[01:38:12.901 --> 01:38:14.622]  You can probably have diversity.
[01:38:15.999 --> 01:38:16.819]  With an empire.
[01:38:17.700 --> 01:38:26.302]  You can probably have a free market with some kind of monoculture, with some kind of tariffs or protectionism.
[01:38:26.982 --> 01:38:32.924]  But you cannot have diversity, mass migration, free market, democracy.
[01:38:33.184 --> 01:38:34.885]  You can't have all these things together.
[01:38:35.125 --> 01:38:36.185]  They don't work together.
[01:38:36.325 --> 01:38:38.646]  It's producing the worst of all possible outcomes.
[01:38:41.046 --> 01:38:43.127]  That's why everything's getting worse all the time.
[01:38:46.300 --> 01:38:53.121]  Well, that's totally true that the worst possible scenario is a neoliberal, globalist, satanic empire.
[01:38:54.282 --> 01:38:56.282]  But, Nick, we have the unification.
[01:38:56.442 --> 01:38:57.542]  It is Christianity.
[01:38:57.582 --> 01:39:01.463]  We don't force people, but we promote it and we're not ashamed of it.
[01:39:01.483 --> 01:39:02.243]  People join it.
[01:39:02.283 --> 01:39:03.323]  That unifies us.
[01:39:04.144 --> 01:39:04.904]  And that's what we need.
[01:39:06.004 --> 01:39:07.764]  That's our emperor is Jesus Christ.
[01:39:09.225 --> 01:39:10.405]  Not an empire.
[01:39:10.825 --> 01:39:12.045]  America is an empire.
[01:39:12.105 --> 01:39:13.225]  We need to get away from that.
[01:39:13.826 --> 01:39:15.926]  We need to get back to being a republic.
[01:39:17.247 --> 01:39:18.707]  So there's a lot of stuff, you know.
[01:39:20.528 --> 01:39:22.608]  Jackson Hinkle's a smart, funny guy.
[01:39:22.928 --> 01:39:25.229]  He loves Stalin and dictators and Xi Jinping.
[01:39:25.269 --> 01:39:25.809]  Disagree with him.
[01:39:26.949 --> 01:39:28.730]  Nick, you know, likes past dictators.
[01:39:29.270 --> 01:39:33.111]  There's this fascination, especially with young people, it seems so easy.
[01:39:33.971 --> 01:39:35.412]  Dictators get you in giant wars.
[01:39:35.992 --> 01:39:37.272]  Emperors get you in giant wars.
[01:39:38.872 --> 01:39:39.653]  We need a republic.
[01:39:40.453 --> 01:39:41.273]  And I love everybody.
[01:39:41.773 --> 01:39:44.634]  I'm so sad that George Floyd was killed by fentanyl.
[01:39:45.615 --> 01:39:48.598]  And that they had that whole Soros, New World Order funded situation.
[01:39:48.638 --> 01:39:49.379]  We've exposed that.
[01:39:49.419 --> 01:39:51.561]  We've, you know, we've tried our best to expose it.
[01:39:51.601 --> 01:39:53.162]  And the whole transgender thing.
[01:39:53.262 --> 01:39:57.386]  I don't hate transgenders that are doing it as adults and don't hate anybody and are nice people.
[01:39:57.446 --> 01:39:57.986]  I don't hate them.
[01:39:58.427 --> 01:40:00.709]  But they're the highest level of suicide.
[01:40:00.729 --> 01:40:01.850]  They're the highest level of crime.
[01:40:01.870 --> 01:40:03.431]  They're the highest level of mass shooter.
[01:40:03.451 --> 01:40:09.157]  They're the highest level all over the world committing crimes because they're these freaked out, crazy people on a bunch of hormones.
[01:40:10.316 --> 01:40:12.057]  Look at this, InfoWars.com.
[01:40:12.538 --> 01:40:12.958]  Breaking!
[01:40:13.018 --> 01:40:16.401]  Trans activist arrested after stabbing spree in Massachusetts.
[01:40:17.202 --> 01:40:20.224]  Went to two different locations, including a movie theater, stabbed a bunch of children.
[01:40:21.025 --> 01:40:22.506]  Little girls, doesn't like girls.
[01:40:23.006 --> 01:40:25.488]  And you go to the guy's website, he says he's a woman.
[01:40:26.149 --> 01:40:28.370]  And the media didn't say it was a transgender, did it?
[01:40:28.631 --> 01:40:30.912]  They covered it up as they always do.
[01:40:32.554 --> 01:40:42.844]   Massachusetts trans woman goes on stabbing rampage at Massachusetts movie theater, stabbed Poor girls, ages 9 to 17, without warning, stabbed people in another location earlier.
[01:40:44.065 --> 01:40:50.748]  And you go to this lunatic's own Instagram and the rest of it, it's Jerry Jones.
[01:40:50.768 --> 01:40:53.550]  Well, that was my grandfather's name, not the Dallas Cowboys coach.
[01:40:53.990 --> 01:40:57.532]  And look at this, it's a woman, identifies as her.
[01:40:59.894 --> 01:41:02.015]  Right there, you can see it for yourself.
[01:41:02.335 --> 01:41:03.476]  But there's the corporate media.
[01:41:05.097 --> 01:41:07.399]  Covering it up as much as they can.
[01:41:07.519 --> 01:41:09.360]  Oh, a man in a wig!
[01:41:09.380 --> 01:41:13.043]  And did another assault across town.
[01:41:14.544 --> 01:41:17.486]  Knife-wielding madman attacks four girls at AMC Theater.
[01:41:18.406 --> 01:41:20.148]  Two others at McDonald's in Massachusetts.
[01:41:20.708 --> 01:41:21.769]  Stabbing spree.
[01:41:22.830 --> 01:41:25.852]  Wore a trench coat, sunglasses, and long blonde wig.
[01:41:26.412 --> 01:41:27.313]  That's no wig!
[01:41:27.333 --> 01:41:30.315]  That's a dude that looks like a lady.
[01:41:32.250 --> 01:41:34.551]  So again, just ongoing cover-ups.
[01:41:35.452 --> 01:41:36.012]  Constantly.
[01:41:36.032 --> 01:41:39.634]  And we've got other examples of this I'll show you right now.
[01:41:40.854 --> 01:41:45.396]  Man fined for standing quietly outside UK clinic.
[01:41:45.837 --> 01:41:47.577]  Officers couldn't tell him his crime.
[01:41:47.878 --> 01:41:52.760]  There's hundreds of videos of him arresting people that stand across the street and pray at abortion clinics.
[01:41:53.868 --> 01:41:54.529]  Here's another one.
[01:41:55.029 --> 01:41:56.610]  Woke British justice system.
[01:41:57.431 --> 01:41:59.152]  Posted racist comments on Facebook.
[01:41:59.592 --> 01:42:00.293]  15 weeks in jail.
[01:42:01.053 --> 01:42:03.215]  Sold anti-immigration stickers.
[01:42:03.435 --> 01:42:04.136]  24 months in jail.
[01:42:04.176 --> 01:42:04.936]  Had his wife on.
[01:42:05.617 --> 01:42:07.438]  Repeatedly raped 12 year old girl.
[01:42:07.458 --> 01:42:10.200]  180 community hours, no prison time.
[01:42:12.022 --> 01:42:13.343]  That is the reality.
[01:42:15.000 --> 01:42:15.860]  Of what's going on.
[01:42:16.020 --> 01:42:16.340]  All right.
[01:42:17.260 --> 01:42:19.221]  Coming up in three minutes, we end this show.
[01:42:19.981 --> 01:42:21.721]  And every broadcast is a blessing and an honor.
[01:42:21.741 --> 01:42:25.762]  And I hope you take the videos once we post them to X. And we're not live in a few minutes.
[01:42:26.022 --> 01:42:27.342]  It'll be up at X at Real Alex Jones.
[01:42:27.362 --> 01:42:28.923]  I hope you share them because that's the real power.
[01:42:29.243 --> 01:42:30.223]  You are the answer.
[01:42:30.523 --> 01:42:32.523]  You're the solution, like Steve Bannon said.
[01:42:33.644 --> 01:42:36.824]  An empire of ideas, an empire of resistance, an empire of Christ.
[01:42:37.804 --> 01:42:39.365]  That's our emperor, Jesus Christ.
[01:42:39.405 --> 01:42:41.125]  That's our king, King Jesus.
[01:42:42.665 --> 01:42:43.825]  No king, but Christ.
[01:42:44.125 --> 01:42:45.466]  King of kings, Lord of lords.
[01:42:50.387 --> 01:42:52.147]  I'll be covering a lot more tomorrow at 11 a.m.
[01:42:52.187 --> 01:42:52.528]  Central.
[01:42:52.588 --> 01:42:53.408]  Every day is precious.
[01:42:57.789 --> 01:42:58.529]  Please support us.
[01:42:58.829 --> 01:43:01.170]  Please go to InfoWarsTore.com.
[01:43:01.190 --> 01:43:07.231]  Get books, get films, get t-shirts, get high-quality supplements, get Nitric Boost.
[01:43:07.291 --> 01:43:09.452]  It cleans out your veins and arteries and heart and brain.
[01:43:10.902 --> 01:43:13.663]  It's a great product that supports the broadcast, and I hope we save InfoWars.
[01:43:13.703 --> 01:43:19.025]  But whatever you do, go to drjonesnaturals.com, because that's separate from InfoWars, and that's our sponsor.
[01:43:19.045 --> 01:43:21.366]  And whatever happens, that's going to be critical in the future.
[01:43:21.406 --> 01:43:31.550]  So if you want to support this 30-year fight, 27 years of InfoWars, drjonesnaturals.com, D-R, drjonesnaturals.com.
[01:43:31.950 --> 01:43:34.051]  Go there and get next-level financial energy.
[01:43:34.371 --> 01:43:38.672]  Get all the nano silver products, the toothpaste, the wound gel, the immune gargle.
[01:43:39.213 --> 01:44:03.340]   Get the Concentrated green caps of the essence of the key seeds that sprout that have such incredible essence for your body and your guts and your life and get the limited run we've got of all the other products like Next Level Foundational Energy and Top Brain and Cabochill
[01:44:04.500 --> 01:44:09.500]  and rocket rest and everything at drjonesnaturals.com.
[01:44:09.500 --> 01:44:14.779]   drjonesnaturals.com, if you support us and you want us to continue on,
[01:44:14.779 --> 01:44:18.859]   I need you to make the decision now to go there and get great products when you love them
[01:44:18.859 --> 01:44:20.899]  and they work great for you.
[01:44:20.899 --> 01:44:26.220]   The turmeric toothpaste, the tooth whitening toothpaste, the nano silver toothpaste, the super blue,
[01:44:26.220 --> 01:44:29.500]  it's all there at drjonesnaturals.com.
[01:44:29.500 --> 01:44:33.060]   We're going to this key election, we're going to this key fight with the CIA
[01:44:33.060 --> 01:44:39.899]   trying to shut us down, but we have people power, we have you, but you have to make that metaphysical decision
[01:44:39.899 --> 01:44:43.819]   to be in the fight and share the articles and share the videos and share the links
[01:44:43.819 --> 01:44:46.579]  and to get the products at drjonesnaturals.com.
[01:44:46.708 --> 01:44:47.829]  Next Level Financial Energy.
[01:44:48.229 --> 01:44:49.490]  All the nano silver products.
[01:44:49.991 --> 01:44:50.891]  Super Blue Toothpaste.
[01:44:51.011 --> 01:44:53.433]  It's all there at drjonesnaturals.com.
[01:44:53.793 --> 01:44:55.054]  And I thank you all for your support.
[01:44:55.414 --> 01:45:01.598]  We're gonna end this live show and another live show with Chase Geyser for two hours, only like six, seven minutes of ads an hour.
[01:45:01.618 --> 01:45:02.839]  So we're on a bunch of radio stations.
[01:45:03.179 --> 01:45:04.020]  We still have some ads.
[01:45:04.440 --> 01:45:06.642]  That is coming up with Chase Geyser.
[01:45:07.262 --> 01:45:08.923]  And Saturday Night Live.
[01:45:08.943 --> 01:45:12.305]  And then I'll be back tomorrow, Lord willing, 11 a.m.
[01:45:12.425 --> 01:45:14.326]  Central, 12 noon Eastern.
[01:45:14.426 --> 01:45:15.727]  Huge guest this entire week.
[01:45:16.167 --> 01:45:17.148]  Please join us.
[01:45:17.348 --> 01:45:20.130]  And American Journal, 8 a.m.
[01:45:20.170 --> 01:45:22.331]  Central, War Room, 3 p.m.
[01:45:22.371 --> 01:45:23.111]  God bless you all.
[01:45:23.151 --> 01:45:24.052]  Now go to Dr. Joe's Naturals.
[01:45:25.779 --> 01:45:31.205]  To keep my broadcast on air, it is more critical than ever that you support our sponsors.
[01:45:31.866 --> 01:45:36.631]  And many of the great products that have been available for years at InfoWarsTore.com are no longer available there.
[01:45:36.831 --> 01:45:40.415]  They're exclusively available at DrJonesNaturals.com.
[01:45:40.756 --> 01:45:42.678]  The URL is below on screen.
[01:45:43.258 --> 01:45:52.005]  All of the patented nano silver products like the toothpaste and the wound gel and the immune gargle are there at DrJonesNaturals.com.
[01:45:52.446 --> 01:46:03.395]  And many other amazing products like a super high quality organic multivitamin, next level foundational energy, KavaChill, RocketRest, TopBrain, the list goes on and on.
[01:46:03.815 --> 01:46:12.182]  Please visit DrJonesNaturals.com today or visit the link below and support the broadcast while getting amazing products at the same time.
[01:46:12.742 --> 01:46:17.389]  Thank you so much for your past support, and I'm encouraging you now to go to DrJonesNaturals.com.
[01:46:17.650 --> 01:46:21.476]  It's critical to keeping my broadcast on the air, plus their amazing products.
[01:46:21.836 --> 01:46:22.617]  Thank you for your support.
[01:46:22.898 --> 01:46:27.265]  Now please take action by going to DrJonesNaturals.com today and checking out the amazing products.
