[00:00:00.407 --> 00:00:00.887]  Your debt.
[01:36:40.183 --> 01:36:43.265]  Right, I can never own a gun for the rest of my life.
[01:36:43.306 --> 01:36:45.107]  Well, why were you tricked into signing that form?
[01:36:46.719 --> 01:36:47.160]  I don't know.
[01:36:47.360 --> 01:36:48.500]  You thought you got a judge.
[01:36:48.700 --> 01:36:49.601]  You thought you got a jury.
[01:36:49.741 --> 01:36:51.301]  They just walk up and say, here, sign this.
[01:36:51.321 --> 01:36:52.082]  We'll let you out.
[01:36:52.522 --> 01:36:53.982]  You didn't know.
[01:36:54.002 --> 01:36:59.565]  We got CBS News six years ago, seven years ago, to do a report on this.
[01:36:59.805 --> 01:37:02.186]  And they go, you thought you were innocent until proven guilty.
[01:37:02.526 --> 01:37:03.627]  Not in Travis County.
[01:37:03.847 --> 01:37:05.327]  Folks, it's nationwide.
[01:37:05.567 --> 01:37:06.608]  It's a total fraud.
[01:37:07.028 --> 01:37:09.249]  It's a total and complete fraud.
[01:37:09.729 --> 01:37:11.370]  Oh, man, I wish I could warn you about that.
[01:37:11.870 --> 01:37:14.831]  I wish I could warn you about the Comprehensive Annual Financial Reports.
[01:37:15.092 --> 01:37:18.693]  C-A... Comprehensive Annual Financial Reports.
[01:37:18.793 --> 01:37:19.874]  C-A-F-R.
[01:37:20.154 --> 01:37:21.454]  Just type it into Google.
[01:37:22.055 --> 01:37:27.937]  Comprehensive Annual... It's a double set of books for every city, organization, county, state, federal.
[01:37:28.177 --> 01:37:34.280]  And the truth is the private corporations in the 50s took over and the lion's share of your taxes are paid into private corporations.
[01:37:34.480 --> 01:37:36.261]  They own over 70% of the stock market.
[01:37:36.521 --> 01:37:41.163]  And now they control the government to such a point they're ordering the government to sign over all public works...
[01:37:41.463 --> 01:37:42.383]  And assets to them.
[01:37:42.663 --> 01:37:44.424]  They don't even need a free market economy now.
[01:37:44.724 --> 01:37:47.185]  That's why now you see ITT ads on TV.
[01:37:47.325 --> 01:37:48.325]  It's not Technical Institute.
[01:37:48.365 --> 01:37:49.525]  It's Law Enforcement Institute.
[01:37:49.786 --> 01:37:52.626]  And UT and A&M offer all these scholarships and Homeland Security.
[01:37:52.866 --> 01:37:53.927]  That's the new economy.
[01:37:54.247 --> 01:37:55.647]  The jailers and the jailed.
[01:37:56.007 --> 01:37:56.327]  Okay?
[01:37:57.528 --> 01:37:58.088]  Oh, man.
[01:37:58.128 --> 01:37:59.508]  I wish I could warn you about it all.
[01:38:00.609 --> 01:38:03.730]  Let's go ahead and take another call.
[01:38:03.930 --> 01:38:06.551]  Woody is calling from Round Rock.
[01:38:06.571 --> 01:38:06.971]  Go ahead.
[01:38:07.371 --> 01:38:07.751]  Red Rock.
[01:38:07.771 --> 01:38:08.031]  Excuse me.
[01:38:09.147 --> 01:38:10.108]  Yes, sir.
[01:38:10.208 --> 01:38:16.692]  I was going to tell you, I think, you know, an effective thing for you to do is to run with Aaron Russo on the ticket on 2008.
[01:38:17.593 --> 01:38:18.353]  How'd you hear about that?
[01:38:18.393 --> 01:38:19.394]  I thought that's still private.
[01:38:20.414 --> 01:38:21.215]  Well, I didn't.
[01:38:21.235 --> 01:38:25.378]  I just must have picked it up, because I'm thinking this would be a smart thing to do.
[01:38:25.958 --> 01:38:27.839]  At minimum, you could get the message out.
[01:38:27.899 --> 01:38:28.820]  Sure, sure.
[01:38:28.840 --> 01:38:29.941]  Sir, your phone's just too bad.
[01:38:30.341 --> 01:38:31.502]  And I apologize.
[01:38:31.642 --> 01:38:32.142]  You heard it.
[01:38:32.162 --> 01:38:33.183]  It was almost unintelligible.
[01:38:33.463 --> 01:38:35.224]  I appreciate you holding for an hour to tell me that.
[01:38:36.265 --> 01:38:38.026]  I've had folks talk to me about running for president.
[01:38:38.820 --> 01:38:43.623]  Russo got the Libertarian nomination for president and there was a parliamentary thing and another guy got it.
[01:38:43.663 --> 01:38:43.983]  Whatever.
[01:38:44.443 --> 01:38:45.204]  Another friend of mine.
[01:38:45.944 --> 01:38:48.826]  And people have reproached me about running for president.
[01:38:49.966 --> 01:38:51.267]  And here's a little problem.
[01:38:51.887 --> 01:38:53.348]  Number one, I don't want to run for president.
[01:38:53.368 --> 01:38:55.069]  Number two, I'm 32 years old.
[01:38:55.109 --> 01:38:55.769]  About to be 33.
[01:38:56.109 --> 01:38:59.912]  It should be 35 years old to run for president.
[01:38:59.952 --> 01:39:00.812]  I know I look old.
[01:39:00.852 --> 01:39:01.733]  I know you've heard me forever.
[01:39:01.753 --> 01:39:02.993]  12 years on the air.
[01:39:03.033 --> 01:39:03.313]  But I'm 32...
[01:39:05.775 --> 01:39:07.116]  He's saying more time to campaign.
[01:39:07.316 --> 01:39:10.337]  The only reason to be good would be a publicity stunt for the Bill of Rights Constitution.
[01:39:10.558 --> 01:39:11.158]  We would run.
[01:39:11.198 --> 01:39:13.739]  I think Russo will probably well if he's well enough to do it.
[01:39:13.779 --> 01:39:16.180]  He's still a little ill, but beating it.
[01:39:16.200 --> 01:39:20.583]  I mean, he's a serious guy, a big Hollywood producer and a good friend of mine.
[01:39:20.603 --> 01:39:21.383]  I need to call him, too.
[01:39:21.403 --> 01:39:22.023]  He's been calling me.
[01:39:22.064 --> 01:39:22.684]  I'm so busy.
[01:39:23.344 --> 01:39:27.186]  Let's go ahead and take a couple more calls here.
[01:39:27.206 --> 01:39:29.948]  I guess my call list.
[01:39:30.228 --> 01:39:31.668]  I might use this phone system in here.
[01:39:31.688 --> 01:39:34.570]  So you guys pop in here and tell me, what's the name of these callers here?
[01:39:35.316 --> 01:39:37.458]  Because I'm all over the place.
[01:39:39.179 --> 01:39:40.520]  Okay, well, I just talked to Woody.
[01:39:40.940 --> 01:39:43.982]  Let's go ahead and talk to Chuck.
[01:39:44.402 --> 01:39:46.064]  Chuck, you're on the air calling from Houston.
[01:39:47.104 --> 01:39:48.045]  Yes, sir.
[01:39:48.325 --> 01:39:49.346]  Alex, this is Chuck.
[01:39:49.726 --> 01:39:50.387]  Hello, Chuck.
[01:39:51.087 --> 01:39:53.509]  I'm from Houston, Texas, and I've got an idea.
[01:39:54.029 --> 01:39:56.891]  I've been watching your videos and everything on 9-11 Towers.
[01:39:59.091 --> 01:40:00.552]  I don't know.
[01:40:00.712 --> 01:40:05.535]  You've been saying that there was some kind of a construction work that the security was set down.
[01:40:05.615 --> 01:40:06.676]  Yes.
[01:40:07.737 --> 01:40:12.640]  They would evacuate whole floors for weeks and do special construction with special teams in there.
[01:40:13.261 --> 01:40:13.441]  Yeah.
[01:40:13.781 --> 01:40:19.405]  Is there any way of possible finding out maybe there's somebody in... Yeah, I've interviewed security guards.
[01:40:19.566 --> 01:40:21.167]  I've interviewed a port authority.
[01:40:21.187 --> 01:40:21.407]  Yep.
[01:40:21.881 --> 01:40:27.704]  Yeah, like a video, ATM video, security cameras.
[01:40:27.944 --> 01:40:28.284]  Yes, sir.
[01:40:28.324 --> 01:40:28.784]  Yes, sir.
[01:40:28.824 --> 01:40:29.465]  Great question.
[01:40:29.745 --> 01:40:31.586]  The government seized all of that.
[01:40:32.226 --> 01:40:35.847]  Thousands of tapes declared national security on all of it.
[01:40:36.248 --> 01:40:39.309]  On all the security camera tapes, surrounding security camera tapes.
[01:40:39.569 --> 01:40:42.691]  Then Building 7, of course, was CIA headquarters in New York.
[01:40:44.171 --> 01:40:45.432]  That building blew up.
[01:40:45.532 --> 01:40:48.993]  Paul in Bastrop, you're on the air.
[01:40:49.034 --> 01:40:49.594]  Final caller.
[01:40:49.634 --> 01:40:49.934]  Go ahead.
[01:40:50.842 --> 01:40:57.965]  Hey Alex, Paul, you deal in uncovering all this stuff.
[01:40:58.445 --> 01:41:02.927]  A lot of it I believe, some of it I think you're a little off base, but that's not what I called on.
[01:41:02.987 --> 01:41:04.647]  I called on solutions.
[01:41:04.727 --> 01:41:10.689]  I'd like to deal more on solutions, what we could possibly do as regular citizens across the United States.
[01:41:11.330 --> 01:41:20.173]  I think what we're going to have to do is first we need a figurehead to call a national citizens convention.
[01:41:21.509 --> 01:41:26.392]  That's exactly what Aaron Russo is talking about.
[01:41:26.472 --> 01:41:28.033]  We have to get a champion.
[01:41:28.573 --> 01:41:30.655]  I mean, I saw firsthand Waco.
[01:41:30.735 --> 01:41:40.261]  I was an investigated reporter and broadcaster, and those people were murdered by the ATF and FBI, no question about it.
[01:41:40.581 --> 01:41:44.284]  Well, the Delta Force documents have come out now.
[01:41:45.084 --> 01:41:46.245]  That alone...
[01:41:47.040 --> 01:41:48.441]  Should scare people.
[01:41:48.521 --> 01:41:51.522]  None of those people have ever been brought to trial.
[01:41:51.542 --> 01:41:55.264]  We have to have a national citizens convention.
[01:41:55.304 --> 01:41:58.485]  Well, listen, six days a week, Koresh jogged into town.
[01:41:58.506 --> 01:42:00.146]  They could have picked him up any time they wanted.
[01:42:00.186 --> 01:42:03.328]  BATF funding by killing a bunch of cultists, what they called them.
[01:42:03.908 --> 01:42:06.409]  And whether you love them or hate them, what happened there was wrong.
[01:42:06.429 --> 01:42:09.911]  But I want to hear from you what you think I'm off base on.
[01:42:12.672 --> 01:42:16.154]  On the planes, I haven't done a lot of investigation.
[01:42:16.673 --> 01:42:19.294]  But I think it's negligence on the government.
[01:42:19.514 --> 01:42:21.474]  I think they saw what was going down.
[01:42:21.494 --> 01:42:24.815]  Well, I wish you were right, sir, but I have done a bunch of investigation.
[01:42:25.055 --> 01:42:28.615]  The only thing that fits is total inside job.
[01:42:28.876 --> 01:42:30.756]  I mean, I can have former FBI agents on.
[01:42:30.796 --> 01:42:36.077]  I can have former heads of intelligence agencies from Germany on, defense ministers, members of British Parliament.
[01:42:36.637 --> 01:42:37.777]  I can have the former head of the U.S.
[01:42:37.797 --> 01:42:43.979]  Star Wars program, Dr. Stephen Jones, all these people, and they say only total inside job fits.
[01:42:44.059 --> 01:42:45.599]  Believe me, I wish it wasn't true.
[01:42:46.963 --> 01:42:54.746]  Well, you know, when I look at Waco, I have to say to myself, well, gosh, if they can murder people just like that, it is possible.
[01:42:54.867 --> 01:42:55.427]  Yeah, yeah.
[01:42:55.687 --> 01:42:58.708]  Take black men and the government giving them syphilis, letting them die of it.
[01:42:58.948 --> 01:42:59.889]  The atomic soldiers.
[01:42:59.909 --> 01:43:02.910]  400-plus thousand women sterilized in this country.
[01:43:03.210 --> 01:43:10.853]  You take the... Our government paid Israel to radiate 110,000 of their children, telling them they were getting dental appointments or medical checkups.
[01:43:11.093 --> 01:43:11.834]  Killed most of them.
[01:43:12.114 --> 01:43:13.154]  I mean, ringworm children.
[01:43:13.194 --> 01:43:13.854]  Type it into Google.
[01:43:14.054 --> 01:43:15.235]  Mainstream, you know, Haratz...
[01:43:16.415 --> 01:43:17.195]  Jerusalem Post.
[01:43:17.215 --> 01:43:19.216]  I mean, I'm so against killing those poor children.
[01:43:19.976 --> 01:43:21.757]  But you're anti-Israel if you talk about it.
[01:43:22.797 --> 01:43:26.578]  I mean, this is the type of stuff we deal with every day.
[01:43:26.638 --> 01:43:28.058]  Imagine, I know all this stuff.
[01:43:28.278 --> 01:43:29.099]  I'm not even that smart.
[01:43:29.119 --> 01:43:29.899]  I just research it.
[01:43:29.919 --> 01:43:30.279]  It's there.
[01:43:30.599 --> 01:43:31.419]  You can go find out.
[01:43:31.699 --> 01:43:44.763]  And you're going to be freaked out, folks, when you realize there's an elite that openly say they want to build a worldwide government for a worldwide police state so they can orderly have one-shot policy, force population reductions, control bio-releases.
[01:43:46.068 --> 01:43:58.471]  I mean, everything you do, Tract and Trace, hell on earth, folks, you think the Aztecs were bad, you think the Romans were bad, take that and put a high-tech overlay, a high-tech grid over that with a government and an elite gone bad.
[01:43:59.251 --> 01:44:01.952]  I mean, take, again, the Comprehensive Annual Financial Reports.
[01:44:02.012 --> 01:44:02.392]  Google it.
[01:44:02.412 --> 01:44:02.732]  Find out.
[01:44:02.912 --> 01:44:04.312]  Find out that Austin's got billions.
[01:44:04.492 --> 01:44:08.373]  I mean, I saw a thing in the Daily Texan, what, Monday?
[01:44:08.693 --> 01:44:09.433]  Was it Tuesday?
[01:44:09.973 --> 01:44:10.353]  Where was I?
[01:44:10.393 --> 01:44:10.694]  Let's see.
[01:44:10.734 --> 01:44:11.234]  What night was that?
[01:44:11.274 --> 01:44:12.474]  It was Monday.
[01:44:13.184 --> 01:44:15.928]  And there it is, saying, oh, we have to raise tuition.
[01:44:16.008 --> 01:44:16.849]  UT doesn't have any money.
[01:44:17.169 --> 01:44:20.012]  In one slush fund, this isn't even pensions.
[01:44:20.333 --> 01:44:22.956]  In one slush fund, $26 billion now.
[01:44:23.557 --> 01:44:25.339]  And they got another one with over $10 billion.
[01:44:26.080 --> 01:44:27.802]  I mean, they got in private investments.
[01:44:28.683 --> 01:44:30.024]  It's a total scam.
[01:44:30.985 --> 01:44:31.366]  Okay?
[01:44:31.986 --> 01:44:33.148]  And that's one university.
[01:44:34.508 --> 01:44:34.608]  Ha!
[01:44:34.628 --> 01:44:37.070]  We pay all this tax money and they rip everybody off.
[01:44:37.430 --> 01:44:38.070]  We're out of time.
[01:44:38.090 --> 01:44:38.791]  God bless you all.
[01:44:38.831 --> 01:44:41.752]  See you back next Sunday, 4 to 6 p.m.
[01:44:41.952 --> 01:44:46.195]  It's no secret that Genesis Communications Network depends on listeners like you.
[01:44:46.315 --> 01:44:49.116]  Now you can do even more to your Genesis shows in your area.
[01:44:49.217 --> 01:44:53.619]  Simply call your local radio stations and tell them about your favorite GCN program.
[01:44:53.779 --> 01:44:54.299]  It's easy.
[01:44:54.480 --> 01:44:58.142]  Log on to GCNlive.com or call us toll free, 877-807-4444.
[01:45:01.123 --> 01:45:15.228]  Are your Federal Reserve notes looking for a safe haven?
[01:45:15.688 --> 01:45:17.588]  Mine found it in precious metals.
[01:45:18.309 --> 01:45:21.470]  Not paper promises, but actual gold in my possession.
[01:45:22.150 --> 01:45:28.532]  It is liquid, it is private, it owes no one, it cannot go bankrupt, and it maintains its purchasing power.
[01:45:29.372 --> 01:45:31.574]  Find your answer at Midas Resources.
[01:45:31.954 --> 01:45:32.675]  That's 1-800-686-2237 The answer is at 1-800-686-2237
