[00:00:26.592 --> 00:00:29.534]  It is Friday.
[00:27:30.610 --> 00:27:33.972]  All the indicators show in the next few years if we don't turn this around,
[00:27:34.887 --> 00:27:37.469]  And we turned it around, by the way, by letting everybody know who's behind it.
[00:27:37.769 --> 00:27:46.676]  If the globalists do a cross-reference test, we're always testing focus groups, and if they know you're going to blame them for the depression, they won't do it.
[00:27:47.216 --> 00:27:47.637]  No, no, no.
[00:27:47.657 --> 00:27:57.644]  You've got to love them and worship their experts and thank them for helping you, sparing some basic government welfare that will all be going on.
[00:28:00.182 --> 00:28:02.023]  You have to learn to worship your abusers.
[00:28:02.043 --> 00:28:04.644]  You have to thank them, never knowing they did it.
[00:28:04.944 --> 00:28:08.766]  So see, I'm desperately trying to tell you who's behind it now to stop it from happening.
[00:28:09.946 --> 00:28:22.292]  When you're completely broke in a government line and getting signed up to work in a government factory, our new system, or to be a government homeland security minion with an arm patch, it may get that bad, folks.
[00:28:22.692 --> 00:28:26.093]  I know, a lot of you will just decide to serve it and just ignore what I said anyways.
[00:28:26.113 --> 00:28:26.713]  I understand.
[00:28:27.554 --> 00:28:28.034]  I understand.
[00:28:31.104 --> 00:28:33.466]  Have a holly jolly Christmas.
[00:28:33.546 --> 00:28:35.387]  It's the best time of the year.
[00:28:35.407 --> 00:28:41.071]  VA head draft beneficial to society.
[00:28:41.411 --> 00:28:45.975]  Veterans Affairs Secretary says military draft beneficial, but he doesn't support it.
[00:28:46.515 --> 00:28:50.678]  Which is exactly what all the RNC guys have been saying on Fox and CNN for years.
[00:28:51.198 --> 00:28:55.261]  They say, well, we really need to have a national service, but not a draft.
[00:28:55.381 --> 00:28:56.302]  Oh, no, this is different.
[00:28:57.375 --> 00:29:07.425]  President Bush's Secretary of Veterans Affairs said Thursday, that's yesterday, that society would benefit if the country brought back the military draft, then clarified that he doesn't support such a move.
[00:29:07.866 --> 00:29:17.215]  Veterans Affairs Secretary Jim Nichols' son spoke a day after President Bush said he is considering sending more troops to Iraq when they don't have them.
[00:29:17.235 --> 00:29:20.579]  They're now press-ganging them out of the Navy and out of the Air Force.
[00:29:22.140 --> 00:29:22.500]  Actively.
[00:29:22.981 --> 00:29:24.362]  Making them go to frontline battle.
[00:29:24.622 --> 00:29:28.985]  You thought you'd sign up for the Air Force and... You thought you'd avoid it.
[00:29:29.425 --> 00:29:31.006]  No, no, you're going in the meat grinder.
[00:29:31.026 --> 00:29:38.371]  The administration has for years forcefully opposed bringing back the draft, and the White House said Thursday that as a position had not changed.
[00:29:38.611 --> 00:29:42.814]  But after they blow up a city, belatedly they'll have to.
[00:29:42.834 --> 00:29:47.437]  And they admit here that... Well, we'll get to the key part of this article when we get back, and then...
[00:29:48.095 --> 00:29:52.879]  We'll go to your phone calls and get into a bunch of other news about concentration camps.
[00:29:54.181 --> 00:29:55.221]  Open discussions of them.
[00:29:58.084 --> 00:29:59.005]  We're on the march.
[00:29:59.485 --> 00:30:01.107]  The Empire's on the run.
[00:30:02.028 --> 00:30:04.790]  Alex Jones and the GCN Radio Network.
[00:30:07.953 --> 00:30:10.335]  This is Jack Blood with the Genesis Radio Network.
[00:30:10.865 --> 00:30:14.186]  Let's ask the question that the Bush regime hopes you will never ask.
[00:30:14.566 --> 00:30:17.528]  That is, is the USA already bankrupt?
[00:30:17.808 --> 00:30:24.210]  As the world's biggest debtor nation, we are borrowing in excess of 80% of the world's net savings.
[00:30:24.290 --> 00:30:28.732]  That's $2 billion per day to finance the biggest deficit in history.
[00:30:28.972 --> 00:30:33.334]  Our creditors are becoming increasingly concerned that the debt can never be repaid.
[00:30:33.494 --> 00:30:36.115]  Japan and China, two of the largest holders of U.S.
[00:30:36.135 --> 00:30:38.896]  debt, are looking to greatly reduce their exposure to dollars.
[00:30:39.376 --> 00:30:41.938]  In fact, China has privately hinted that a U.S.
[00:30:41.978 --> 00:30:46.261]  attack on Iran could result in China's dumping massive amounts of U.S.
[00:30:46.301 --> 00:30:47.182]  Treasury bonds.
[00:30:47.422 --> 00:30:52.066]  To find out more about this, call for a free report on the coming dollar collapse.
[00:30:52.266 --> 00:30:53.907]  Call Whitehurst International at 1-888-892-6238.
[00:30:53.927 --> 00:30:56.329]  That's 1-888-8XANADU or 1-888-8XANADU and ask for George.
[00:31:07.325 --> 00:31:09.748]  Now I have my own successful online business.
[00:31:10.089 --> 00:31:13.493]  It's already brought in over $175,000 for me.
[00:31:13.513 --> 00:31:18.879]  I grossed over $321,000 and I was able to quit my 9-to-5.
[00:31:19.600 --> 00:31:20.461]  You heard all the buzz.
[00:31:20.762 --> 00:31:26.549]  Everyday people are putting the Internet to work, making serious money from the comfort of their own homes with online auctions.
[00:31:26.969 --> 00:31:27.770]  We're good to go.
[00:31:46.602 --> 00:31:50.585]  I did over $40,000 in sales last month and I have my own business now.
[00:31:50.785 --> 00:31:52.146]  It's like a dream come true.
[00:31:52.406 --> 00:31:53.707]  The strategies are simple.
[00:31:53.807 --> 00:31:56.008]  The money is real and the CD is free.
[00:31:56.128 --> 00:31:56.929]  Call 1-800-889-2994 now to get your free CD.
[00:31:56.949 --> 00:31:57.209]  Call 1-800-889-2994.
[00:31:57.229 --> 00:31:57.309]  1-800-889-2994.
[00:31:57.329 --> 00:31:58.610]  Attention, attention everyone.
[00:31:58.630 --> 00:32:00.111]  A brand new invention just released.
[00:32:00.151 --> 00:32:03.393]  It's called Wrist Ease, the new patented portable ergonomic wrist support.
[00:32:16.722 --> 00:32:23.224]  Wrist Ease comforts your wrists from the sometimes painful tasks of typing, writing, using a mouse, or adding machine.
[00:32:23.744 --> 00:32:36.008]  Unlike most conventional wrist pads that are either attached to a mouse pad or lay flat in front of your keyboard, Wrist Ease is totally portable and ideal for laptop users and technicians who are constantly on the go.
[00:32:36.468 --> 00:32:40.249]  Wrist Ease is perfect for children doing homework or playing video games.
[00:32:40.709 --> 00:32:46.810]  WristEase provides the proper comfort and support for all ages and makes a great stocking stuffer.
[00:32:47.251 --> 00:32:53.292]  Honest, WristEase provides comfort for victims of carpal tunnel syndrome and other repetitive injuries.
[00:32:53.632 --> 00:32:56.533]  You can order WristEase now at WristEase.com.
[00:32:56.893 --> 00:33:03.214]  That's WristEase, W-R-I-S-T-E-A-S-E, WristEase.com.
[00:33:03.354 --> 00:33:05.855]  Once again, WristEase.com.
[00:33:15.976 --> 00:33:18.738]  Americans never thought they'd see a draft return.
[00:33:19.818 --> 00:33:26.703]  But after Al-Qaeda hit Chicago in 2008, Americans demanded a swift strike.
[00:33:27.463 --> 00:33:32.526]  Under President Hillary Clinton's leadership, both the left and right came together.
[00:33:32.967 --> 00:33:34.888]  Dissenters were immediately arrested.
[00:33:35.308 --> 00:33:39.311]  Huge Al-Qaeda networks were discovered in the alternative news media.
[00:33:39.971 --> 00:33:42.092]  Security was brought to the Internet.
[00:33:43.033 --> 00:33:44.594]  And hate speech was banned.
[00:33:45.589 --> 00:33:50.473]  The first empire of the United States was launched for global security.
[00:33:51.574 --> 00:34:02.002]  One-child policies were instituted within the empire due to strict new environmental rules to follow UN organization sanctions and agreements to stop global warming.
[00:34:06.926 --> 00:34:09.989]  They're building the police state grid all around you.
[00:34:10.329 --> 00:34:14.092]  They have national talk show hosts everywhere talking about how they need to put Americans in camps.
[00:34:14.867 --> 00:34:21.911]  And here I am looking at a national news story reporting on a FEMA camp outside Austin, Texas.
[00:34:24.712 --> 00:34:25.993]  Oh yes, I'm going to get to that later.
[00:34:28.634 --> 00:34:35.537]  But reading from the Associated Press, selective service to test draft machinery.
[00:34:39.119 --> 00:34:42.681]  And it goes on, the agency is planning a comprehensive test.
[00:34:45.757 --> 00:34:49.198]  Selective Service to Test Draft Machinery.
[00:34:50.218 --> 00:34:56.861]  The Selective Service System is making plans to test its draft machinery in case Congress and President Bush need it.
[00:34:57.861 --> 00:35:01.142]  Even though the White House says it doesn't want to bring back the draft.
[00:35:01.542 --> 00:35:02.943]  It doesn't want to attack Iraq.
[00:35:02.983 --> 00:35:05.243]  It knows there's WMDs.
[00:35:05.263 --> 00:35:06.724]  It isn't buying fake news.
[00:35:06.744 --> 00:35:08.064]  It turns out all lies.
[00:35:08.384 --> 00:35:12.246]  The agency is planning a comprehensive test not run since 1998.
[00:35:14.483 --> 00:35:15.824]  Of its military draft systems.
[00:35:16.145 --> 00:35:17.366]  See, that's a spin right there.
[00:35:17.406 --> 00:35:28.757]  I read the 99 congressional study, and it said they hadn't done it since the 70s, early 70s, and that they recommended they beef it up and get it ready and then condition the public to accept it.
[00:35:29.257 --> 00:35:30.679]  Sell the public, was their word.
[00:35:31.319 --> 00:35:33.522]  The agency is planning a comprehensive test.
[00:35:33.922 --> 00:35:34.803]  The test itself...
[00:35:36.207 --> 00:35:38.688]  Would not likely occur until 2009.
[00:35:39.028 --> 00:35:43.911]  So see, there's all these articles going, yeah, there's talk of a draft, get ready for it, but it's far off!
[00:35:43.991 --> 00:35:44.931]  It's far off!
[00:35:45.431 --> 00:36:00.358]  Oh, that crazy guy Rangel's saying it, and the head of the Selective Service is saying it, and the head of the VA, and generals are saying it, and Democrats are saying it, and Bill Clinton called for it, but it's not happening.
[00:36:02.248 --> 00:36:13.316]  Scott Campbell, the Services Director for Operations and Chief Information Officer, cautioned that the readiness exercise does not mean the agency is gearing up to resume the draft.
[00:36:13.536 --> 00:36:21.843]  Just like the build-up of troops in 2002-2003 wasn't for an attack on Iraq, or the carriers aren't for an attack on Iran right now.
[00:36:21.903 --> 00:36:23.264]  No, no, no, no.
[00:36:24.825 --> 00:36:27.146]  We're kind of like a fire extinguisher.
[00:36:27.207 --> 00:36:30.449]  We sit on a shelf, Campbell told the Associated Press, unless the president...
[00:36:31.149 --> 00:36:35.693]  Then Congress get together and say, turn the machine on, we're still on the shelf.
[00:36:36.413 --> 00:36:44.660]  Veterans Affairs Secretary Jim Nicholson prompted speculation about the draft Thursday when he told reporters in New York that society would benefit if the U.S.
[00:36:44.680 --> 00:36:45.781]  were to bring back the draft.
[00:36:45.841 --> 00:36:49.785]  Later he issued a statement saying he does not support reinstituting the draft.
[00:36:49.805 --> 00:36:51.506]  So you've got to get out both messages.
[00:36:53.868 --> 00:36:55.429]  Let me make this perfectly clear.
[00:36:55.850 --> 00:36:57.271]  There will be a draft.
[00:36:57.788 --> 00:36:59.249]  There will be a draft.
[00:36:59.529 --> 00:37:00.029]  No draft!
[00:37:00.069 --> 00:37:00.609]  No draft!
[00:37:00.990 --> 00:37:02.550]  Can you find that clip from a year ago?
[00:37:02.590 --> 00:37:03.451]  Was it two years ago?
[00:37:05.712 --> 00:37:08.293]  There's thousands, literally thousands in the computer up there.
[00:37:09.614 --> 00:37:10.634]  A treasure trove.
[00:37:13.396 --> 00:37:15.817]  So, there's your reports there.
[00:37:16.837 --> 00:37:21.700]  Paul wrote an article back in November called, The Draft Just Won't Blow Away.
[00:37:22.546 --> 00:37:28.689]  Despite Democratic dissenters, plans are carefully laid for reintroduction of conscription absent one catalyzing event.
[00:37:30.410 --> 00:37:34.792]  And they're going to announce North American Union to you that we're already in after one catalyzing event.
[00:37:34.812 --> 00:37:36.433]  They've just been ahead of the CFR.
[00:37:36.913 --> 00:37:38.474]  Deputy Director has been saying that.
[00:37:40.896 --> 00:37:41.756]  This is what they're doing.
[00:37:42.336 --> 00:37:43.517]  They're not playing around.
[00:37:44.257 --> 00:37:45.758]  They have built it.
[00:37:45.878 --> 00:37:46.679]  They have funded it.
[00:37:46.739 --> 00:37:48.159]  They have gotten it dusted off.
[00:37:48.459 --> 00:37:49.340]  They have gotten it ready.
[00:37:50.842 --> 00:37:59.566]  Just like they had the aircraft carriers and the troops masked in the months before 9-11 and had the launch orders to attack Afghanistan on Bush's desk on September 10th.
