[00:00:00.069 --> 00:00:00.689]  Cover-ups.
[00:28:34.290 --> 00:28:54.034]  Yeah, this taxation rate is much higher for my study than what caused the colonies to rebel, but also they were having fake courts, royal courts that bypass juries, and the right of Magna Carta and habeas corpus, and you look at all those parallels, they're identical to what led up to 1775, 1776, but magnified.
[00:28:58.537 --> 00:29:00.298]  Yes, it's all a repeat, isn't it?
[00:29:00.418 --> 00:29:13.107]  The habeas corpus is gone, due process is gone, the attorney-client privilege is gone, now they force attorneys to rat on their clients.
[00:29:14.187 --> 00:29:19.170]  But of course, you know, one difference is the population a couple hundred years ago was more feisty.
[00:29:21.474 --> 00:29:27.417]  And there wasn't much difference between the weaponry in the hands of people and the weaponry in the hands of the state.
[00:29:27.818 --> 00:29:29.498]  Stay there, let's talk about that when we come back.
[00:29:29.578 --> 00:29:31.960]  Long segment coming up with Dr. Paul Craig Roberts.
[00:29:32.520 --> 00:29:36.022]  I'm Alex Jones, M4Wars.com and PrisonPlanet.tv are the websites.
[00:29:36.442 --> 00:29:42.005]  And when the show ends today at 3 o'clock central, we're premiering the new film, Invisible Empire, at PrisonPlanet.tv.
[00:29:42.365 --> 00:29:45.347]  We're on the march, the empire's on the run.
[00:29:46.267 --> 00:29:48.949]  Alex Jones and the GCN Radio Network.
[00:29:52.352 --> 00:29:54.974]  Hello, this is Alex Jones with some important questions.
[00:29:55.375 --> 00:30:00.339]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:30:00.700 --> 00:30:02.441]  My answer would be all I can get.
[00:30:02.742 --> 00:30:07.566]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:30:07.746 --> 00:30:08.707]  How much do you want?
[00:30:08.927 --> 00:30:09.688]  When do you want it?
[00:30:10.068 --> 00:30:11.650]  Now or after the battle starts?
[00:30:11.950 --> 00:30:12.771]  When will you need it?
[00:30:13.011 --> 00:30:15.073]  Can you buy it without proper identification?
[00:30:15.233 --> 00:30:16.274]  Will there be any food?
[00:30:16.534 --> 00:30:17.875]  Will it make your children sick?
[00:30:18.075 --> 00:30:23.139]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[00:30:23.339 --> 00:30:26.501]  You wipe out all these problems if you have a good food supply.
[00:30:26.921 --> 00:30:30.423]  Food is your ammunition to fight for your freedom and your life.
[00:30:30.744 --> 00:30:31.724]  How much will you need?
[00:30:31.964 --> 00:30:32.585]  We don't know.
[00:30:32.885 --> 00:30:33.786]  How much do you want?
[00:30:33.986 --> 00:30:34.706]  All you can get.
[00:30:34.906 --> 00:30:35.747]  I'm Alex Jones.
[00:30:36.007 --> 00:30:38.769]  I want all of you good guys to live to fight another day.
[00:30:39.049 --> 00:30:41.231]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[00:30:46.574 --> 00:30:47.336]  Again, that number 1-800-409-5633.
[00:30:52.657 --> 00:31:00.764]  With the implementation of Codex Alimentarius, it is clear that we must act quickly to avoid losing our freedom of choice where personal health preferences are concerned.
[00:31:01.125 --> 00:31:11.594]  As of January 1, 2010, Codex Alimentarius was implemented within the European Union, resulting in the restricted sale of many natural supplements, including colloidal silver.
[00:31:12.034 --> 00:31:17.459]  We must take immediate steps to assure a continuing supply of colloidal silver for ourselves and our families.
[00:31:17.999 --> 00:31:22.482]  Act now to acquire the means of producing this beneficial supplement in the privacy of your own home.
[00:31:22.902 --> 00:31:31.628]  Colloidal Silver is a powerful antipathogenic used for more than 200 years as a natural alternative to costly drugs and their dangerous, unpredictable side effects.
[00:31:31.968 --> 00:31:41.815]  Go to www.silverlungs.com for more information on how to secure your freedom of choice by producing your own Colloidal Silver right from home.
[00:31:42.095 --> 00:31:45.277]  That's www.silverlungs.com.
[00:31:45.758 --> 00:31:46.758]  Silverlungs.com.
[00:31:51.362 --> 00:31:52.643]  Hi, this is Alex Jones.
[00:31:52.684 --> 00:31:58.008]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:31:58.269 --> 00:32:02.893]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[00:32:03.293 --> 00:32:08.318]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[00:32:08.838 --> 00:32:13.561]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:32:14.082 --> 00:32:16.003]  They call it a Survival Seed Bank.
[00:32:16.383 --> 00:32:21.006]  And it can produce an endless supply of nutrient-dense food for you and your family.
[00:32:21.186 --> 00:32:22.087]  And here's the best part.
[00:32:22.307 --> 00:32:25.069]  These seeds have not been genetically modified in any way.
[00:32:25.089 --> 00:32:28.992]  And you actually get enough seeds to plant a full acre crisis garden.
[00:32:29.012 --> 00:32:31.834]  So visit them today at SurvivalSeedBank.com.
[00:32:32.194 --> 00:32:34.075]  That's SurvivalSeedBank.com.
[00:32:34.415 --> 00:32:35.336]  Or give them a call at 877-327-0365.
[00:32:39.058 --> 00:32:42.680]  That's 877-327-0365.
[00:32:43.201 --> 00:32:47.703]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[00:32:48.043 --> 00:32:50.125]  This is Alex Jones for survivalseedbank.com.
[00:33:08.390 --> 00:33:12.529]  Want to remind listeners, we're now shipping Invisible Empire New Order Defined on DVD.
[00:33:13.800 --> 00:33:15.522]  You can also support us by purchasing it.
[00:33:15.542 --> 00:33:16.883]  It's part of the win-win.
[00:33:16.903 --> 00:33:20.106]  Exposing the New World Order to the Global Corporate Fascist State.
[00:33:20.667 --> 00:33:21.748]  Two plus hour film.
[00:33:21.788 --> 00:33:22.989]  Jason Bermas, I produced it.
[00:33:23.629 --> 00:33:25.411]  Now available at Infowars.com.
[00:33:25.431 --> 00:33:29.215]  We have Police State, The Rise of FEMA coming out next week that I've made over the last year.
[00:33:29.735 --> 00:33:34.820]  Proving this police state control grid and that the FEMA camps do indeed exist.
[00:33:35.621 --> 00:33:38.463]  Going back to Dr. Paul Craig Roberts.
[00:33:39.604 --> 00:33:46.986]  Separately on the police state, regardless of the Emergency Centers Act, regardless of the John Warner Defense Authorization Act, Patriot Act, we know U.S.
[00:33:47.006 --> 00:33:48.287]  citizens are being grabbed.
[00:33:48.867 --> 00:33:50.467]  The military is torturing them.
[00:33:50.848 --> 00:33:52.348]  They are holding them without trial.
[00:33:52.828 --> 00:33:53.868]  All of this is going on.
[00:33:53.928 --> 00:33:58.770]  The denial needs to end about the level of tyranny accelerating in our society.
[00:34:02.162 --> 00:34:11.873]  Well, Alex, I don't know how much of it goes on, but what we do know for certain is that they have removed the barriers to it and can do it whenever they want.
[00:34:13.796 --> 00:34:15.197]  They can grab whoever they want.
[00:34:15.558 --> 00:34:16.839]  We had, you know, the head of
[00:34:17.620 --> 00:34:32.966]  Homeland Security fairly recently saying that Homeland Security was shifting its attention from foreign terrorists to domestic American extremists and we had not long ago
[00:34:34.426 --> 00:34:38.787]  The arrest of a blonde, blue-eyed woman as a terrorist.
[00:34:39.588 --> 00:34:43.809]  So they're already moving away from the Muslim threat.
[00:34:44.849 --> 00:34:54.633]  They used that to get all of those police state measures in place, and now they can apply them to the general population.
[00:34:55.553 --> 00:35:01.315]  Alex, before we go off into that, let me say one more thing about the income tax.
[00:35:01.435 --> 00:35:02.015]  Absolutely.
[00:35:02.695 --> 00:35:12.622]  Many progressives and liberals get disturbed at criticisms of the income tax because they think it's used for the poor.
[00:35:13.462 --> 00:35:31.634]  I was on a show just the other day where the host thought that income tax paid for public schools and roads and was unaware that the road system was built with gasoline tax and that the public schools are funded with property tax.
[00:35:33.601 --> 00:35:39.264]  But let me just make a point about the use of the income tax revenues.
[00:35:41.146 --> 00:35:57.815]  Last week, David Lindorf published an article in which he said if you add up all of the military spending, not just the Pentagon's budget, but all of the other related military spending that's dispersed throughout the budget and other departments,
[00:35:58.777 --> 00:36:09.706]  The supplementals for the wars and the CIA and so forth, that it comes to 53% of the federal income tax revenues.
[00:36:10.807 --> 00:36:20.255]  So that more than half of the federal income tax revenues are used to fund the military.
[00:36:22.016 --> 00:36:23.858]  Now this is an extraordinary thing.
[00:36:25.774 --> 00:36:28.257]  I don't think it was this bad during the dark ages.
[00:36:29.258 --> 00:36:37.989]  But if you have the military function of the government, which has now 53% of the unserved labor
[00:36:41.684 --> 00:36:42.885]  goes to support.
[00:36:42.905 --> 00:36:45.127]  This is an extraordinary thing.
[00:36:46.048 --> 00:37:01.083]  And it gives the military security complex such power, because a lot of these funds are recycled into political campaign contributions, that it's almost impossible to budge this.
[00:37:02.952 --> 00:37:22.553]  Now if you look at the size of the American budget and military spending, the total thing that Lindor presents, and you add in that of all of our allies in Europe, Japan, and in the nations that are friendly to us, it accounts for two-thirds of world military spending.
[00:37:24.082 --> 00:37:26.603]  And so how do we face a threat?
[00:37:27.423 --> 00:37:28.923]  How is Iran a threat?
[00:37:28.964 --> 00:37:38.646]  Now this is really very interesting because Iran's annual military budget is 4.8 billion dollars.
[00:37:39.687 --> 00:37:44.808]  Cost of maybe, what, two weeks of our war in Afghanistan.
[00:37:44.828 --> 00:37:49.970]  4.8 billion is what the Pentagon spends on child care and recreation.
[00:37:51.770 --> 00:37:55.395]  It's what it spends on its replacement helicopters.
[00:37:55.815 --> 00:37:59.480]  Or one or two stealth bombers.
[00:38:00.000 --> 00:38:08.792]  So here is Iran with a military budget equal to what the Pentagon spends on childcare and recreation, and it's a threat to America?
[00:38:10.259 --> 00:38:10.899]  It's amazing.
[00:38:11.039 --> 00:38:19.682]  Now, going back, you were Ronald Reagan's chief financial market advisor, the father of Reaganomics, head of policy at the Treasury.
[00:38:20.402 --> 00:38:21.662]  What about the Grace Commission?
[00:38:21.683 --> 00:38:28.224]  Because my reading of that, it boils down to not one red cent of it goes to the American people or to run the country.
[00:38:28.785 --> 00:38:32.826]  From my reading, much of the money goes to interest on the debt, does it not?
[00:38:34.261 --> 00:38:35.701]  Well, now.
[00:38:36.722 --> 00:38:45.564]  And one way they are keeping that down is the Federal Reserve is buying so much of the debt in order to hold down the interest rate.
[00:38:46.445 --> 00:38:53.927]  But the minute that blows up, which it has to sooner or later, the cost of carrying the debt is going to be horrific.
[00:38:55.007 --> 00:38:59.108]  You remember the short-term interest rates that Volcker stuck on? 17%?
[00:39:02.904 --> 00:39:09.347]  I can remember when long-term treasuries, when I went into the treasury, the interest rate on long-term treasuries was 16%.
[00:39:11.488 --> 00:39:14.009]  Can you imagine those kinds of interest rates today?
[00:39:14.029 --> 00:39:15.210]  Well, let me ask you that.
[00:39:15.250 --> 00:39:17.411]  They're now talking about raising interest rates.
