[00:00:00.009 --> 00:00:00.489]  We're live, my friends.
[01:33:40.219 --> 01:33:44.982]  I don't want to get into the border situation, latest developments there, but let's just go to your calls right now.
[01:33:45.242 --> 01:33:52.846]  That other caller just sent me off into a tailspin because the care is waiting for his brother right there and the stinking hospital won't tell him.
[01:33:53.747 --> 01:33:55.628]  Ryan in Indiana, you're on the air.
[01:33:55.668 --> 01:33:56.048]  Go ahead.
[01:33:56.843 --> 01:33:59.044]  You know, I wanted to comment on something else, and I'm mad, Alex.
[01:33:59.164 --> 01:34:01.686]  I had two questions for you real quick, and I'll let you go.
[01:34:02.466 --> 01:34:05.367]  The first question is, why do Americans have to pay for health care?
[01:34:05.648 --> 01:34:10.590]  And my second question is, why do you have the donate button on every page of your site, but you won't help out the Aaron Hansen surgery?
[01:34:10.950 --> 01:34:11.951]  Another guy!
[01:34:11.991 --> 01:34:15.813]  And I'm told this guy had a call earlier during the week.
[01:34:15.853 --> 01:34:16.833]  That's amazing!
[01:34:17.354 --> 01:34:19.675]  I just told people how to get the health care.
[01:34:19.715 --> 01:34:21.036]  These funds have been put in.
[01:34:21.296 --> 01:34:22.677]  The hospitals are keeping them.
[01:34:23.217 --> 01:34:24.798]  And I told the guys, I said, I bet
[01:34:25.718 --> 01:34:27.179]  I bet they don't even go after that.
[01:34:28.139 --> 01:34:28.799]  Amazing.
[01:34:28.839 --> 01:34:29.840]  I appreciate your call.
[01:34:29.900 --> 01:34:31.260]  Exactly what I'm talking about.
[01:34:31.581 --> 01:34:32.541]  The real solution.
[01:34:32.681 --> 01:34:36.643]  You can catch fish for somebody, or you can teach them how to fish.
[01:34:38.083 --> 01:34:41.365]  But I'm supposed to be like Jesus here, just endless loaves and fishes.
[01:34:41.405 --> 01:34:42.365]  Sorry, can't do it.
[01:34:42.845 --> 01:34:43.706]  Liz in Illinois.
[01:34:43.766 --> 01:34:44.586]  Liz, you're on the air.
[01:34:44.606 --> 01:34:44.646]  Hi.
[01:34:46.547 --> 01:34:48.348]  How are you doing?
[01:34:48.548 --> 01:34:48.768]  Good.
[01:34:51.377 --> 01:35:04.106]  I just wanted to say, I just got my bachelor's actually in philosophy, and I wanted to say that everything that you've said, especially in Endgame, has just confirmed
[01:35:05.000 --> 01:35:08.403]  What I had already learned, especially in my political class.
[01:35:08.503 --> 01:35:10.104]  Oh, that's all they teach at colleges.
[01:35:10.124 --> 01:35:11.125]  There's too many people.
[01:35:11.165 --> 01:35:12.345]  World government's good.
[01:35:12.786 --> 01:35:13.867]  Owning guns are bad.
[01:35:13.907 --> 01:35:14.887]  The family's bad.
[01:35:14.907 --> 01:35:17.669]  And then you come out on the air and say, I don't want your global agenda.
[01:35:17.709 --> 01:35:19.190]  And they say, you're a crazy person.
[01:35:19.491 --> 01:35:20.391]  None of this exists.
[01:35:21.592 --> 01:35:27.897]  But actually, well, actually, I was going to say not even that, but more towards what you're saying.
[01:35:29.138 --> 01:35:34.561]  Like, for example, I wanted to bring your attention to a specific philosopher.
[01:35:34.581 --> 01:35:37.182]  His name is Giorgio Agamben.
[01:35:37.202 --> 01:35:38.002]  He's Italian.
[01:35:38.022 --> 01:35:39.243]  Yes.
[01:35:40.143 --> 01:35:43.385]  The last name is spelled A-G-A-M-B-E-N.
[01:35:43.985 --> 01:35:55.850]  But he specifically, I think, wrote his book Homo Sacer, H-O-M-O-S-A-C-E-R, which talks about, it's basically a Latin term for sacred man.
[01:35:57.779 --> 01:36:01.261]  But it talks about the state of exception and the way that...
[01:36:02.542 --> 01:36:09.243]  You know, sovereignty itself is aimed at their life, and it's really all about control.
[01:36:09.563 --> 01:36:27.387]  You've got to control your own land, you've got to understand reality, you've got to know how to plant a crop, fix your car, stand up for yourself, and we've been put into a domesticated, servile, spectator mode of passive people that are just told what to do like sheep, hence sheeple.
[01:36:28.207 --> 01:36:41.730]  And they also have the Panopticon system that the French came up with 200 years ago of making us all feel like we're disempowered and that we're all being surveilled so we just give into the system instead of understanding we make the system.
[01:36:43.291 --> 01:36:51.813]  I think it's specifically though about dictatorship too, about like calling a state of exception or martial law.
[01:36:52.133 --> 01:36:53.293]  It really discusses
[01:36:53.999 --> 01:36:55.361]  And what's your final point on that issue?
[01:37:06.929 --> 01:37:09.911]  I just think you should really check it out.
[01:37:09.971 --> 01:37:11.792]  I think you'd really enjoy it.
[01:37:11.853 --> 01:37:21.399]  It's a theoretical book on the paradigm of power, the paradigm of martial law, and it's really current and up-to-date.
[01:37:21.939 --> 01:37:29.925]  Well, a lot of your top philosophers for thousands of years wanted to be read by the elite, so they wrote about social control.
[01:37:30.725 --> 01:37:32.006]  Of course, Plato being the
[01:37:33.257 --> 01:37:38.640]  Prime example of that, you know, the prototypical example.
[01:37:38.901 --> 01:37:40.121]  Liz, I appreciate your call.
[01:37:40.462 --> 01:37:42.283]  Lauren in Minnesota, you're on the air.
[01:37:42.303 --> 01:37:46.345]  Hi Alex, watching on Prison Planet here.
[01:37:47.206 --> 01:37:52.810]  Just wanted to confirm a few things you've covered and maybe mention one extra thing.
[01:37:53.530 --> 01:37:54.551]  I'll try to be quick here.
[01:37:55.987 --> 01:38:03.033]  Please ask your listeners to take action, because if we all take action on some of these, on all of these things, do something.
[01:38:03.213 --> 01:38:04.875]  Every day we can defeat these people.
[01:38:06.576 --> 01:38:15.224]  F-16-19, the Livable Communities Act, please ask your, please people look that up.
[01:38:15.364 --> 01:38:15.624]  F-5-10.
[01:38:15.704 --> 01:38:19.888]  Yeah, that's a sustainability feudalism takeover grid.
[01:38:20.819 --> 01:38:23.460]  Then to UN Agenda 21 in Ickley City.
[01:38:23.660 --> 01:38:26.802]  Public World Government Law, Agenda 21, total enslavement.
[01:38:27.462 --> 01:38:32.824]  Yep, you've covered also Klobuchar's Safer Air Act, mandatory.
[01:38:33.785 --> 01:38:38.547]  Yeah, now they're saying any dust, any dust from a farm is illegal.
[01:38:38.947 --> 01:38:42.328]  They've got legislation, a House and Senate bill, and I've read the bill.
[01:38:42.388 --> 01:38:43.609]  You cannot make this up.
[01:38:44.289 --> 01:38:48.692]  Where selling your neighbor a pumpkin is illegal and you'll go to jail.
[01:38:49.092 --> 01:38:51.174]  So, they're just shutting everything down.
[01:38:51.234 --> 01:39:00.660]  That total control feudalism, thousands of years old, is a practice of the controlling ruling class, not allowing the slaves to be self-sufficient.
[01:39:00.901 --> 01:39:02.241]  And that's what we're going into.
[01:39:02.302 --> 01:39:03.983]  That's why they want to bankrupt the economy.
[01:39:04.383 --> 01:39:05.804]  That's why they want to overtax.
[01:39:06.264 --> 01:39:08.426]  They know what they're doing, Lauren.
[01:39:09.622 --> 01:39:10.103]  Absolutely.
[01:39:10.644 --> 01:39:16.713]  Just one correction, you said Sebelius was EPA, I believe that's Jackson.
[01:39:18.275 --> 01:39:22.302]  I'm sorry, she's the one over the carbon taxes.
[01:39:23.393 --> 01:39:24.174]  Yes, correct.
[01:39:25.716 --> 01:39:31.081]  Two of the last speeches I've watched, Barry Sotero mentioned, he's mentioned common purpose.
[01:39:31.682 --> 01:39:41.472]  I just want to request you get Dr. Tenpenny on this fall to address the flu vaccine issue with a combination, an LA Times article about them forcing
[01:39:42.453 --> 01:39:44.134]  Vaccinations on the health care workers.
[01:39:44.514 --> 01:39:47.295]  All health care workers need to stand up for everyone's rights.
[01:39:47.315 --> 01:39:48.476]  Well, that's another example.
[01:39:48.656 --> 01:39:55.179]  I saw a local Austin newscast this week, last week now, where they admitted they're going to ban plastic bags.
[01:39:55.199 --> 01:39:57.440]  They're going to have forced inoculations in Texas.
[01:39:58.080 --> 01:39:59.901]  They're going to control everything you do.
[01:40:00.401 --> 01:40:02.962]  And they just admitted all this hardcore tyranny.
[01:40:02.982 --> 01:40:06.004]  People are like, well, plastic bags, that'll save the earth.
[01:40:06.744 --> 01:40:11.966]  They tell you what type of light bulbs you can have, what type of toilet, what type of house, what type of bags.
[01:40:12.326 --> 01:40:15.607]  It's all about control over everything you do.
[01:40:15.667 --> 01:40:21.949]  If people think plastic bags are bad, actually paper creates more acid, more toxic waste, destroys more trees.
[01:40:23.609 --> 01:40:29.691]  It's one thing to get people socially to do better things for the environment, but really all it is is setting the precedent for total control.
[01:40:29.751 --> 01:40:31.531]  Lauren, I appreciate your great points.
[01:40:31.871 --> 01:40:33.252]  Mark in Florida, you're on the air.
[01:40:34.997 --> 01:40:38.361]  Hi Alex, I wanted to talk to you about national sovereignty.
[01:40:38.381 --> 01:40:45.649]  I've been reading these Fletcher Prouty books, and he has an interesting idea about national sovereignty.
[01:40:45.709 --> 01:40:50.834]  And I wasn't very much interested in this until I started listening to your show a few years ago.
[01:40:51.275 --> 01:40:55.079]  So let me just read a real quick quote by him from page 162 of the JFK book.
[01:40:57.161 --> 01:41:06.349]  Although it is always assumed that national sovereignty is in violate, in today's world national sovereignty has become an archaic and unworkable sham.
[01:41:06.869 --> 01:41:11.894]  It does not even exist among the great powers and it is continuously violated secretly.
[01:41:12.434 --> 01:41:19.380]  Then again in the preface to The Secret Team he says, it is time to face the fact that true national sovereignty no longer exists.
[01:41:19.440 --> 01:41:25.705]  We live in a world of big business, big lawyers, big blankets, even bigger money men and big politicians.
[01:41:26.697 --> 01:41:32.238]  We are now, despite common mythology to the contrary, the most dependent society that has ever lived.
[01:41:32.699 --> 01:41:39.040]  And that was written in the 70s by the Pentagon head of Black Ops.
[01:41:39.080 --> 01:41:47.102]  But the issue here is that the world government they're establishing is tyrannical and oppressive.
[01:41:47.502 --> 01:41:51.543]  And so so many Star Trek heads say, well, that's just the next step world government.
[01:41:51.803 --> 01:41:53.623]  This is not a people's world government.
[01:41:54.004 --> 01:41:55.804]  This is a murderous world government.
[01:41:57.335 --> 01:41:57.615]  Yeah.
[01:41:59.696 --> 01:42:00.496]  Anything else?
[01:42:01.037 --> 01:42:01.437]  I agree.
[01:42:01.577 --> 01:42:08.780]  Yeah, I just wanted to see what you thought about it, Alex, because it was, you know, it kind of knocked me over when I read it, you know, what he said.
[01:42:11.381 --> 01:42:14.282]  Well, no, that's the fact, sir, and I appreciate your call.
[01:42:14.302 --> 01:42:15.343]  Let's jam in another one here.
[01:42:15.383 --> 01:42:16.643]  Let's talk to Tim in Michigan.
[01:42:16.683 --> 01:42:17.444]  Tim, you're on the air.
[01:42:17.464 --> 01:42:20.525]  Hey, Alex, how you doing, buddy?
[01:42:22.025 --> 01:42:22.806]  Good, go ahead.
[01:42:22.826 --> 01:42:25.708]  This is your man on the ground, Tim, from Michigan.
[01:42:26.348 --> 01:42:32.092]  I guess you could call me Trending Tim, if that reminds you of anything.
[01:42:32.112 --> 01:42:33.633]  No, it doesn't, but what's on your mind?
[01:42:34.674 --> 01:42:42.579]  Well, you and you had the conversation about the Yahoo trending thing.
[01:42:43.320 --> 01:42:48.723]  Oh yeah, you had the idea for us to start doing search terms and making them number one, which we've done 20 times now.
[01:42:50.359 --> 01:42:53.703]  Exactly, exactly, and I wanted to say... Hey, I gotta go to break!
[01:42:55.065 --> 01:42:57.788]  Listen up friends, this is Alex Jones with key information.
[01:42:58.209 --> 01:43:01.773]  The mainstream media is now admitting that we're going into a depression.
[01:43:02.013 --> 01:43:04.656]  Don't be dependent on the government for you and your family.
[01:43:04.877 --> 01:43:09.823]  You need to get your own supply of high quality storable foods from efoodsdirect.com.
[01:43:10.243 --> 01:43:15.889]  They're the best company out there, the longest continually operating, with a ton of great food to choose from.
[01:43:16.189 --> 01:43:21.554]  It's all fresh, made on a monthly basis, not some old cruddy food they're selling you like some of the other guys.
[01:43:21.874 --> 01:43:26.139]  Try their new evacuation pack, a two-week supply of delicious, easy-to-fix food.
[01:43:26.399 --> 01:43:34.507]  It comes with all the equipment you need to prepare it, with open talk of a strike on Iran in the next three months, the crisis in the Gulf, and possible evacuations.
[01:43:34.867 --> 01:43:36.728]  Get yourself and your family ready today.
[01:43:37.088 --> 01:43:39.148]  The place to go is efoodsdirect.com.
[01:43:39.468 --> 01:43:46.951]  Go to their website online right now, efoodsdirect.com forward slash Alex, or call 800-409-5633.
[01:43:47.291 --> 01:43:52.332]  Again, on the web, efoodsdirect.com forward slash Alex, or give them a call at 800-409-5633.
[01:43:55.495 --> 01:44:00.937]  When you're out on the road, the last place you want to be is on the road.
[01:44:02.137 --> 01:44:06.919]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:44:07.279 --> 01:44:14.082]  There's a place down in Tennessee, where they make blue diamond gusset jeans.
[01:44:16.003 --> 01:44:18.323]  They sew pride in every stitch.
[01:44:20.084 --> 01:44:22.445]  Guarantee you'll love the way they fit.
[01:44:24.503 --> 01:44:28.385]  They put a diamond gusset in the crotch where you need it most.
[01:44:29.085 --> 01:44:32.206]  Blue diamond gussets got it.
[01:44:32.926 --> 01:44:33.747]  Others don't.
[01:44:34.167 --> 01:44:36.048]  We turn jeans inside out.
[01:44:36.308 --> 01:44:37.808]  Diamond gusset jeans.
[01:44:38.089 --> 01:44:40.650]  Made in the USA with unparalleled quality.
[01:44:40.970 --> 01:44:47.232]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence.
[01:44:47.612 --> 01:44:49.813]  Order yours at gusset.com.
[01:44:50.313 --> 01:44:52.334]  Diamond gusset jeans got it.
[01:44:52.674 --> 01:44:53.535]  Others don't.
[01:44:54.667 --> 01:44:58.910]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:44:59.230 --> 01:44:59.831]  Number one.
[01:45:00.131 --> 01:45:03.293]  New climate legislation could easily double or triple your electric bill.
[01:45:03.574 --> 01:45:04.134]  Number two.
[01:45:04.434 --> 01:45:08.978]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:45:09.318 --> 01:45:09.758]  It's true.
[01:45:10.058 --> 01:45:14.622]  Total government control of electricity in the name of smart grid technology is coming.
[01:45:14.942 --> 01:45:15.482]  Number three.
[01:45:15.763 --> 01:45:19.045]  In some areas of the country, the power grid is dangerously overloaded.
[01:45:19.345 --> 01:45:23.048]  And now, new socialist legislation is only compounding the problem.
[01:45:23.248 --> 01:45:23.789]  Number 4.
[01:45:24.049 --> 01:45:26.412]  Dangerous weather is always a threat to local grids.
[01:45:26.792 --> 01:45:30.196]  Every year, thousands of families lose their power from weather-related outages.
[01:45:30.496 --> 01:45:30.696]  Number 5.
[01:45:31.277 --> 01:45:35.201]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:45:35.422 --> 01:45:40.187]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:45:40.467 --> 01:45:44.492]  You can get more information at www.mysolarbackup.com.
[01:45:44.632 --> 01:45:46.194]  That's mysolarbackup.com.
[01:45:46.435 --> 01:45:48.517]  Remember, the government doesn't own the sun.
[01:45:48.678 --> 01:45:51.041]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:45:54.585 --> 01:45:56.186]  Hello friends, this is Alex Jones.
[01:45:56.226 --> 01:45:59.029]  You've heard me talk about Cal Bend 5 Star Soaps for years.
[01:45:59.609 --> 01:46:04.533]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[01:46:04.833 --> 01:46:07.976]  You can buy factory direct, shipped via UPS right to your door.
[01:46:08.276 --> 01:46:10.598]  Check them out on the web at 5starsoap.com.
[01:46:11.238 --> 01:46:12.099]  Or call 800-340-7091.
[01:46:14.761 --> 01:46:15.722]  Take my word for it.
[01:46:15.902 --> 01:46:18.224]  Once you've used pure soap, you won't buy anything else.
[01:46:18.564 --> 01:46:24.770]  Since 1947, Calvin Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[01:46:25.070 --> 01:46:26.471]  Buy American and stay clean.
[01:46:26.571 --> 01:46:29.754]  As well as support InfoWars, visit 5StarsSoap.com today.
[01:46:29.874 --> 01:46:30.254]  Or call 1-800-340-7091.
[01:46:30.274 --> 01:46:31.615]  Well, Marty, what do you have to say?
[01:46:34.884 --> 01:46:42.149]  As founder and owner for over 63 years, satisfaction is guaranteed on W Dirtback.
[01:46:42.830 --> 01:46:52.537]  Call us at 1-800-340-7091 for a free catalog or visit our website, 5starsoap.com.
[01:46:52.877 --> 01:46:53.297]  Thank you.
[01:46:56.039 --> 01:46:59.021]  Coast to Coast, direct from Austin.
[01:46:59.602 --> 01:47:02.824]  You're listening to the Alex Jones Broadcasting Network.
[01:47:08.121 --> 01:47:12.185]  Defending the Republic from enemies foreign and domestic.
[01:47:13.066 --> 01:47:14.528]  It's Alex Jones.
[01:47:14.728 --> 01:47:17.931]  Alright, final segment.
[01:47:17.951 --> 01:47:19.112]  I'll be back tomorrow at 11 a.m.
[01:47:19.152 --> 01:47:19.593]  Central.
[01:47:19.993 --> 01:47:22.516]  Let me run through some news and try to get to your calls here at the end.
[01:47:24.631 --> 01:47:24.951]  U.S.
[01:47:25.031 --> 01:47:28.433]  poverty on track to post-record gain in 2009.
[01:47:29.213 --> 01:47:32.314]  They're always a year late when they give you economic statistics.
[01:47:32.734 --> 01:47:34.275]  This is from the Associated Press.
[01:47:34.635 --> 01:47:36.576]  People are saying Barack Obama did that.
[01:47:37.176 --> 01:47:40.617]  No, George Bush, Bill Clinton, they all did that.
[01:47:40.677 --> 01:47:43.718]  They worked for the group that wants to destroy the economy.
[01:47:45.639 --> 01:47:47.300]  Here's another one, CNBC.
[01:47:47.460 --> 01:47:49.941]  Outlook, gloomy at secret billionaire meeting.
[01:47:50.888 --> 01:48:01.229]  And then, these top billionaires report on all the things they've done to us, but then talk about how economically destitute we are, and pose as our saviors.
[01:48:03.720 --> 01:48:06.842]  And it just goes on and on and on.
[01:48:07.262 --> 01:48:10.723]  Here's another one up at Infowars.com and PrisonPlanet.com.
[01:48:11.024 --> 01:48:14.705]  United States Joint Forces Command warns that huge U.S.
[01:48:14.826 --> 01:48:18.607]  debt might lead to military impotence, default, or revolution.
[01:48:19.308 --> 01:48:21.769]  What did the British intelligence report three years ago say?
[01:48:22.049 --> 01:48:25.191]  But they work for the very same banks that have done this by design.
[01:48:25.431 --> 01:48:31.354]  So they've been building up this police state to suppress revolution against their hijacking of our economy.
[01:48:32.114 --> 01:48:34.977]  And then meanwhile, the total defense budget's close to $2 trillion.
[01:48:35.958 --> 01:48:36.919]  $2 trillion!
[01:48:37.239 --> 01:48:39.641]  $1.1 trillion, and then all the supplemental.
[01:48:40.662 --> 01:48:41.423]  So what do they want?
[01:48:41.483 --> 01:48:43.185]  More wars, but we're going bankrupt?
[01:48:43.525 --> 01:48:44.105]  They don't care.
[01:48:44.125 --> 01:48:45.247]  The globalists are offshore.
[01:48:46.007 --> 01:48:53.294]  They don't care if the troops breathe DU, or people die from the asbestos at ground zero, or people get sick from core exit.
[01:48:53.594 --> 01:48:55.016]  We're just a bunch of scum to them!
[01:48:56.670 --> 01:48:57.611]  A bunch of scum!
[01:48:58.112 --> 01:49:02.056]  You can even give the public solutions, and they just get mad at who brings them solutions.
[01:49:02.136 --> 01:49:04.699]  So the elite says, hey, these people will put up with anything.
[01:49:04.739 --> 01:49:05.499]  Let's run over them.
[01:49:06.420 --> 01:49:07.481]  And then here's high treason.
[01:49:08.843 --> 01:49:09.744]  Right here in this stack.
[01:49:11.366 --> 01:49:13.528]  This is out of AP as well.
[01:49:13.588 --> 01:49:17.032]  It says, Mexican gunmen fire at border patrol agents.
[01:49:18.356 --> 01:49:22.278]  The FBI is investigating after armed men shot at Border Patrol agents in Rio Grande.
[01:49:22.918 --> 01:49:24.039]  The agents returned fire.
[01:49:24.539 --> 01:49:25.340]  And then here's another one.
[01:49:25.460 --> 01:49:26.320]  USA Today.
[01:49:26.861 --> 01:49:27.121]  U.S.
[01:49:27.181 --> 01:49:29.242]  shifts approach to deporting illegal immigrants.
[01:49:29.802 --> 01:49:31.743]  No other country has open borders like this.
[01:49:32.003 --> 01:49:34.925]  But this is an inside political group they're going to use as a weapon.
[01:49:37.079 --> 01:49:44.321]  The Obama administration is changing the federal immigration enforcement strategy in ways that reduce the threat of deportation for millions of illegal immigrants.
[01:49:44.681 --> 01:49:49.302]  Even as states such as Arizona, Colorado, Virginia, Ohio, Texas are pushing to accelerate deportations.
[01:49:50.242 --> 01:49:52.703]  And it goes on to basically say they're not even arresting them.
[01:49:52.943 --> 01:49:56.224]  Oh, they'll have a few staged arrests every year for the media, but that's it.
[01:49:57.144 --> 01:49:59.144]  And what did CNS News report two weeks ago?
[01:49:59.484 --> 01:50:01.985]  In Arizona, they pulled the Border Patrol back 10 miles.
[01:50:03.063 --> 01:50:04.444]  They're not even allowed to enforce.
[01:50:05.405 --> 01:50:12.553]  Because the globalists, under the North American Union Agreement, the SPP, Security Prosperity Partnership, want open borders.
[01:50:12.813 --> 01:50:14.755]  They want people here to drive down the wages.
[01:50:15.035 --> 01:50:17.277]  They want to make them citizens to vote for gun control.
[01:50:17.317 --> 01:50:20.420]  Over 90% of these illegals, once they become citizens, vote for that.
[01:50:21.141 --> 01:50:21.601]  It's simple.
[01:50:21.621 --> 01:50:30.167]  They're bringing in a foreign mercenary workforce to get their job done and break the back of this country while you're busy sucking your thumb watching football.
[01:50:30.827 --> 01:50:37.532]  And so when they take your pension funds, and when you lose your standard of living, you'll just look to the next presidential puppet to save you.
[01:50:38.012 --> 01:50:41.394]  Now I want to play part of a local Fox News cast to analyze it here.
[01:50:42.435 --> 01:50:44.377]  Because this is actually a pretty good newscast.
[01:50:44.777 --> 01:50:48.001]  They admit all these big brother nanny state things that are happening.
[01:50:48.201 --> 01:50:50.123]  But this is worldwide this is happening.
[01:50:50.583 --> 01:50:55.428]  And this isn't just nanny state, this is police state total and complete control.
[01:50:55.468 --> 01:50:57.069]  What did NBC headline?
[01:50:57.710 --> 01:50:58.671]  On Friday I covered.
[01:50:59.071 --> 01:51:01.654]  It said police state in Philadelphia.
[01:51:03.632 --> 01:51:12.797]  Warrantless searches on the roads, at the bus stops, the trains, and the police are quoted as saying, we can do anything we want.
[01:51:13.197 --> 01:51:15.078]  What did Congressman Stark say a month ago?
[01:51:15.338 --> 01:51:19.040]  The federal government can do anything it wants.
[01:51:19.340 --> 01:51:24.403]  The bankers that run our federal government are setting the precedent to do whatever they want.
[01:51:24.443 --> 01:51:25.804]  So here's this nanny state piece.
[01:51:25.824 --> 01:51:26.164]  Here it is.
[01:51:33.516 --> 01:51:34.597]  They're your rights.
[01:51:34.617 --> 01:51:36.117]  I think it's gone a little bit too far.
[01:51:36.337 --> 01:51:37.778]  Slowly being taken away.
[01:51:38.379 --> 01:51:41.740]  More and more laws now telling us what we can do and where.
[01:51:42.781 --> 01:51:43.981]  From smoking bans.
[01:51:44.001 --> 01:51:46.183]  I don't think that's right, especially when you're out in public.
[01:51:46.223 --> 01:51:47.803]  To what we do in our cars.
[01:51:49.204 --> 01:51:50.465]  And even what we eat.
[01:51:51.265 --> 01:51:54.287]  It's to keep the population safe.
[01:51:54.427 --> 01:51:55.868]  I think they've gone too far.
[01:51:56.068 --> 01:51:57.449]  Where do you draw the line?
[01:51:57.909 --> 01:51:59.230]  Mandatory vaccines?
[01:51:59.570 --> 01:52:01.571]  How much government is too much?
[01:52:01.791 --> 01:52:05.673]  They're practically in your home, in your bedroom, and in your living room.
[01:52:05.793 --> 01:52:07.454]  Are we becoming a nanny state?
[01:52:07.855 --> 01:52:09.836]  Are laws becoming too intrusive?
[01:52:10.036 --> 01:52:12.297]  The people should actually have to say what they want to do.
[01:52:14.378 --> 01:52:15.439]  Where do you stand?
[01:52:17.290 --> 01:52:23.075]  More and more Americans do think the government has gone too far, and they're standing up to take back their rights.
[01:52:23.115 --> 01:52:23.656]  They certainly are.
[01:52:23.696 --> 01:52:28.700]  In fact, Reason.com ranked the worst and best cities for personal freedoms, and Austin didn't fare so well.
[01:52:29.020 --> 01:52:31.723]  Fox 7's Cody Clurgis with perhaps a reason why.
[01:52:33.324 --> 01:52:38.289]  The latest law to stir up the debate on government intrusion right here in Williamson County.
[01:52:40.464 --> 01:52:51.612]  It wasn't long ago you could spark up a cigarette or a cigar just about anywhere outside, and then the 15-foot law was passed, and now as of October, you'll be pushed back, way back.
[01:52:52.092 --> 01:52:55.915]  Try off the county property that your tax dollars helped build.
[01:52:56.275 --> 01:53:03.320]  Okay, then they get into forced inoculations and banning plastic bags.
[01:53:04.690 --> 01:53:06.151]  But notice, it's always incremental.
[01:53:06.191 --> 01:53:08.112]  It's always more, more, more, more, more.
[01:53:08.492 --> 01:53:13.175]  You're just being trained to accept anything and everything from these people.
[01:53:13.215 --> 01:53:14.936]  But they violate all their own laws.
[01:53:15.316 --> 01:53:16.537]  They do whatever they want.
[01:53:17.398 --> 01:53:20.399]  All over the country, they're trying to ban salt in restaurants.
[01:53:21.340 --> 01:53:28.044]  They're trying to put in vending machines nationwide where you gotta swipe your driver's license and retina scan to get a bottle of wine.
[01:53:29.648 --> 01:53:30.929]  I was in a convenience store.
[01:53:30.949 --> 01:53:32.789]  No, no, I was in the airport.
[01:53:32.809 --> 01:53:44.534]  I've seen it in convenience stores as well, but the latest one, I was flying back from shooting with Jesse Ventura in Atlanta, Georgia and New Orleans, Louisiana for the TV show coming up in the fall, Conspiracy Theory with Jesse Ventura.
[01:53:45.335 --> 01:53:53.998]  And I flew into Houston and I was waiting for my flight back to Austin, a connection, and I watched a woman who had to be 70 or older.
[01:53:55.546 --> 01:53:59.971]  And she walked over and she was getting a piece of pizza and she said, I want a Michelob Ultra.
[01:54:00.671 --> 01:54:02.593]  And the guy said, I've got to see your license.
[01:54:03.214 --> 01:54:04.796]  And then he takes it and scans it.
[01:54:05.176 --> 01:54:06.177]  And she says, what did you just do?
[01:54:06.217 --> 01:54:07.058]  I've got to scan it.
[01:54:07.098 --> 01:54:08.740]  See, it goes through a database.
[01:54:10.181 --> 01:54:11.943]  So this is going on everywhere.
[01:54:12.844 --> 01:54:15.587]  And they don't allow that guy behind the counter to make the decision.
[01:54:15.947 --> 01:54:16.568]  This woman
[01:54:17.739 --> 01:54:19.060]  Is at least 70 years old.
[01:54:19.100 --> 01:54:21.383]  I mean, she had a bald spot for heaven's sakes.
[01:54:21.823 --> 01:54:26.407]  It was an old lady with her hair falling out and she can't have a beer, man!
[01:54:27.048 --> 01:54:31.712]  She's gotta give her little ID and she's gotta have it swiped to get that beer.
[01:54:33.794 --> 01:54:39.600]  And, I mean, I watched Ventura with his hip replacement get searched and patted down and squeezed.
[01:54:39.860 --> 01:54:41.702]  I watched women having their breasts squeezed.
[01:54:43.191 --> 01:54:45.972]  In the checkpoints, flying around.
[01:54:46.012 --> 01:54:47.472]  It's a joke!
[01:54:49.033 --> 01:54:51.734]  And Ventura said that's why he's looking to fully leave the U.S.
[01:54:52.774 --> 01:54:54.035]  He just can't put up with it.
[01:54:55.815 --> 01:55:00.217]  It's about training us to submit to anything and everything.
[01:55:01.437 --> 01:55:08.099]  But the good news is, the public is angry, they're upset, and they realize what's happening, and more and more people are saying no.
[01:55:08.379 --> 01:55:08.760]  And it took 5%
[01:55:10.592 --> 01:55:12.774]  To start the Revolutionary War and to win it.
[01:55:13.075 --> 01:55:13.976]  We got way more than 5%.
[01:55:14.436 --> 01:55:17.219]  We probably got 30% of the numbers I've seen that are fully awake now.
[01:55:17.579 --> 01:55:23.326]  Go out and wake up the rest of the public and together we're going to start saying no to the naked body scanners.
[01:55:24.025 --> 01:55:28.888]  The airlines say that flights are way down, people are mad, the airline executives are calling for him to be removed.
[01:55:29.148 --> 01:55:32.710]  It's an inside deal with Chertoff to individually make millions of dollars.
[01:55:32.970 --> 01:55:35.892]  The company's billions with thousands of these scanners going in.
[01:55:36.112 --> 01:55:37.833]  They admit it bathes you in radiation.
[01:55:38.493 --> 01:55:43.656]  And so now they say, okay, we're going to have a computer-generated cartoon of your body so we don't see your genitals.
[01:55:43.716 --> 01:55:44.457]  But they're lying.
