[00:00:02.152 --> 00:00:04.660]  I'm good.
[01:31:02.736 --> 01:31:03.557]  Alex Jones here.
[01:31:03.837 --> 01:31:11.984]  Now you can get free shipping on the storable, easy-to-fix, delicious food from efoodsdirect.com from July 4th through July 14th.
[01:31:12.204 --> 01:31:17.768]  We have looming evacuations in the Southeast, unemployment insurance running out, and predictions of huge inflation.
[01:31:18.028 --> 01:31:20.030]  So we all need to get as much food as we can.
[01:31:20.330 --> 01:31:23.333]  Every one of you needs to buy as much storable food as possible.
[01:31:23.513 --> 01:31:28.437]  This is the perfect time to do just that with eFoodsDirect and take advantage of their free shipping special.
[01:31:28.677 --> 01:31:38.366]  When you order from eFoodsDirect.com from July 4th through July 14th, every dollar you spend will buy the food and eFoodsDirect will pay for the shipping in the continental United States.
[01:31:38.846 --> 01:31:43.330]  This is Alex Jones wishing you and your family true independence this 4th of July.
[01:31:43.630 --> 01:31:48.754]  The question is, where should the American people draw their line in the sand?
[01:32:05.765 --> 01:32:06.506]  What have we got?
[01:32:06.746 --> 01:32:08.868]  A republic or a monarchy?
[01:32:09.188 --> 01:32:09.889]  A republic.
[01:32:10.189 --> 01:32:12.771]  It's based on a constitution which protects minority rights.
[01:32:12.831 --> 01:32:14.753]  Not democracy, not mob rule.
[01:32:15.114 --> 01:32:17.015]  Two wolves and a sheep voting on what's for dinner.
[01:32:17.135 --> 01:32:18.417]  So they think they own our land?
[01:32:18.817 --> 01:32:19.938]  They think they own our water?
[01:32:20.138 --> 01:32:20.539]  Children?
[01:32:20.739 --> 01:32:21.519]  Our education?
[01:32:21.860 --> 01:32:22.480]  Our money?
[01:32:22.680 --> 01:32:26.344]  We have to define who we are and what we will tolerate.
[01:32:26.704 --> 01:32:31.371]  Somebody's gonna ask you what you did during the Patriot Uprising.
[01:32:31.671 --> 01:32:32.492]  We have the facts.
[01:32:32.692 --> 01:32:33.814]  We have the Constitution.
[01:32:33.874 --> 01:32:34.735]  We have the Bill of Rights.
[01:32:34.775 --> 01:32:35.596]  We have common law.
[01:32:35.656 --> 01:32:37.919]  Knowledge is power, ladies and gentlemen.
[01:32:38.180 --> 01:32:41.965]  And I'm so excited to be able to offer you Don't Tread on Me, Rise of the Republic.
[01:32:42.045 --> 01:32:46.847]  Tyranny is upon us, but liberty and the sleeping giant that is the American people is rising.
[01:32:47.007 --> 01:32:48.387]  A new tool in the Info War.
[01:32:48.508 --> 01:32:49.348]  Don't tread on me.
[01:32:49.588 --> 01:33:00.112]  Order it at InfoWars.com or PrisonPlanet.com or call toll free 888-253-3139 and support independent patriotic liberty films.
[01:33:02.253 --> 01:33:03.413]  Coast to Coast.
[01:33:03.793 --> 01:33:05.194]  Direct from Austin.
[01:33:05.834 --> 01:33:09.056]  You're listening to the Alex Jones Broadcasting Network.
[01:33:15.595 --> 01:33:15.735]  Ah!
[01:33:16.295 --> 01:33:17.775]  We had Ted Nugent on Friday.
[01:33:17.795 --> 01:33:21.056]  That's posted in the free podcast at InfoWars.com.
[01:33:21.076 --> 01:33:24.417]  You can also download the free iPhone app.
[01:33:24.437 --> 01:33:27.198]  Listen on your iPhone anywhere you want, when you want.
[01:33:27.218 --> 01:33:29.758]  And it's got a link to the podcast as well.
[01:33:29.798 --> 01:33:32.599]  We have an Android app up there as well at InfoWars.com.
[01:33:34.420 --> 01:33:35.561]  This happens every once in a while.
[01:33:35.841 --> 01:33:38.423]  We didn't hang up on the 15 callers or so that we're holding.
[01:33:38.963 --> 01:33:42.606]  The phone system does hiccups and it just dropped everybody.
[01:33:42.966 --> 01:33:45.288]  So, 888-201-2244, 888-201-2244.
[01:33:46.148 --> 01:33:50.571]  We're going to Kyle, Colonel Six, Kevin, and others here in just a moment.
[01:33:50.611 --> 01:33:56.716]  But since I mentioned it, here's the Black Panther guys, probably funded by a foundation to create racial division.
[01:33:57.056 --> 01:33:59.878]  You know, here he is talking about kill the white women, kill the white babies.
[01:34:00.238 --> 01:34:03.841]  This is standard operating procedure for the new Black Panther Party to say things like this.
[01:34:04.412 --> 01:34:05.212]  I hate white people.
[01:34:06.053 --> 01:34:06.493]  All of them.
[01:34:07.513 --> 01:34:09.834]  Every last iota of a cracker, I hate it.
[01:34:11.014 --> 01:34:12.955]  We didn't come out here to play today.
[01:34:12.995 --> 01:34:24.478]  There's too much serious business going on in the black community to be out here sliding through South Street with white, dirty, cracker whore a**es on our arm and we call ourselves black men with African garb on.
[01:34:25.499 --> 01:34:27.139]  What the hell is wrong with you, black man?
[01:34:27.599 --> 01:34:29.940]  You had a doom day with a white girl on your damn arm.
[01:34:30.880 --> 01:34:31.460]  You want freedom?
[01:34:31.480 --> 01:34:33.041]  You're gonna have to kill some crackers.
[01:34:35.103 --> 01:34:36.564]  They're gonna have to kill some of their babies!
[01:34:37.844 --> 01:34:40.386]  Alright, and that's the same guy out front at the polling places.
[01:34:40.946 --> 01:34:42.106]  Probably a government operative.
[01:34:42.146 --> 01:34:45.568]  We've proven that a lot of these white supremacists are to create divisions.
[01:34:45.648 --> 01:34:46.749]  Everybody's fighting with each other.
[01:34:48.189 --> 01:34:52.331]  But, um... Battle for the Republic's 18 minutes long.
[01:34:52.371 --> 01:34:54.672]  During that three minute break, the guys are trying to find it.
[01:34:55.613 --> 01:34:58.694]  And they found the clip online, but you can go watch it.
[01:34:58.714 --> 01:35:01.616]  And I've got the illegals saying very similar things.
[01:35:03.291 --> 01:35:08.016]  And then a guy's protesting an illegal alien march and the police beat him up and the illegals all get around and chant.
[01:35:08.396 --> 01:35:11.419]  Why won't Fox News show the illegals saying similar things?
[01:35:12.100 --> 01:35:13.101]  They've got all that footage.
[01:35:13.161 --> 01:35:14.101]  They know what's out there.
[01:35:14.742 --> 01:35:16.964]  Because it's part of breaking down this country.
[01:35:17.505 --> 01:35:20.388]  And I'm not going to sit here while American flags are torn down and burned.
[01:35:20.928 --> 01:35:25.130]  I'm not going to sit here while kids can't wear American flags at school because it's offensive to the illegal aliens.
[01:35:25.511 --> 01:35:27.992]  I'm not going to sit here while that guy says kill all the white people.
[01:35:28.232 --> 01:35:29.093]  I'm not going to put up with it.
[01:35:29.433 --> 01:35:33.615]  I'm going to speak out against the Klan and the new Black Panther Party and everybody else.
[01:35:34.335 --> 01:35:34.656]  Okay?
[01:35:34.876 --> 01:35:35.676]  It's that simple.
[01:35:35.896 --> 01:35:42.020]  And the American people are getting together regardless of what color they are, what religion, and they're deciding they want the Bill of Rights back.
[01:35:42.800 --> 01:35:44.461]  And it's over for the North American Union.
[01:35:44.501 --> 01:35:45.722]  It's over for the New World Order.
[01:35:46.653 --> 01:35:48.254]  The Globals are going to try to shut the web down.
[01:35:48.274 --> 01:35:50.195]  Got a big stack of news on that, but they're going to fail.
[01:35:50.755 --> 01:35:52.336]  Kyle in Georgia, you're on the air.
[01:35:53.797 --> 01:35:54.837]  Alex Jones, man.
[01:35:55.458 --> 01:35:56.919]  I'm stoked to be talking to you, my friend.
[01:35:57.019 --> 01:35:58.139]  I'm stoked to be talking to you.
[01:35:58.179 --> 01:35:58.479]  I'm good.
[01:35:58.519 --> 01:35:58.840]  What's up?
[01:35:58.860 --> 01:36:00.561]  All right, I'll be brief for you.
[01:36:01.681 --> 01:36:02.342]  I just want to call.
[01:36:02.362 --> 01:36:04.703]  I've been trying to get on for a couple weeks now.
[01:36:05.643 --> 01:36:12.747]  I'm down here in Georgia, and I just want to tell you about a guy you already know about, but I want to remind you, a guy who's running for Senate up in Connecticut, Peter Schiff.
[01:36:13.207 --> 01:36:13.788]  He needs our help.
[01:36:14.208 --> 01:36:14.908]  He's on Monday.
[01:36:15.008 --> 01:36:15.649]  He's on tomorrow.
[01:36:17.119 --> 01:36:19.480]  Oh great, man.
[01:36:19.500 --> 01:36:21.440]  You're always ten steps ahead of me, and you are again.
[01:36:21.480 --> 01:36:23.700]  So, I want to comment about what you said earlier.
[01:36:23.720 --> 01:36:29.122]  It's just inspiring to hear from your callers earlier, what they're doing, the councilman, how he's taking charge.
[01:36:29.782 --> 01:36:35.663]  I mean, there really is, I know there's a lot to be upset about, but there really is just an American movement, an awakening going on right now.
[01:36:36.223 --> 01:36:41.444]  I'm down here, I'm at GSU, and I'm at GSU Law School, I'm at a law fraternity, and actually,
[01:36:42.342 --> 01:36:55.009]  We were, me and my buddies, we were so, just so, like, stunned and upset at how sneaky this sneaky bill that was going through the Senate from Joe Lieberman, the cybersecurity bill, whatever it was, you've talked about it a lot.
[01:36:55.209 --> 01:37:05.394]  And by the way, that bill's in trouble now, and the bill's in trouble in Australia, and in England, the internet censorship bill, where they admit they're going to censor mainly Patriot speech, they name it.
[01:37:05.974 --> 01:37:11.017]  That's in trouble, the FCC wanting to try to crack down on free speech, on the radio's in trouble, go ahead.
[01:37:12.284 --> 01:37:14.594]  Well yeah, I mean, like, as it should be, and it's just...
[01:37:15.256 --> 01:37:18.297]  I mean, to me, it's just, I mean... Yeah, we're gonna kick butt, man.
[01:37:18.338 --> 01:37:18.838]  It's over.
[01:37:18.858 --> 01:37:21.399]  The American people aren't gonna be neutralized.
[01:37:21.419 --> 01:37:23.900]  I mean, it's like, I'm against government-run healthcare.
[01:37:24.140 --> 01:37:25.401]  They screw it up everywhere.
[01:37:25.541 --> 01:37:28.843]  It's about the government running your life, and they say that's racism?
[01:37:29.303 --> 01:37:30.803]  What does that have to do with racism?
[01:37:31.064 --> 01:37:39.348]  What does it have to do with race, when I say I don't want foreigners burning American flags, running all over the place, telling American school kids they can't wear American flags?
[01:37:39.828 --> 01:37:40.708]  It's outrageous!
[01:37:41.068 --> 01:37:41.909]  It's outrageous!
[01:37:43.226 --> 01:38:08.596]  It's not racism at all, and you're right, and what's so outrageous about it is you see the way they do it, it's that you've got this bad economic news, you've got the oil spill, hell on earth down in the Gulf, and then you've got this, these race wars going on with the border, and it's just so sneaky the way they introduce this bill, and it's just kind of underneath all these crises going on, so I mean like honestly, what we did is we called up Zachary Chambliss, he's our Georgia Senator, he's kind of an establishment Republican guy, but he's kind of been kind of straining out a little bit lately,
[01:38:09.096 --> 01:38:15.138]  And I mean, again, I don't want to take too much credit for it, but I mean like... No, you do need to take credit, Kyle, and I appreciate your call.
[01:38:15.218 --> 01:38:16.759]  Resistance is victory.
[01:38:18.039 --> 01:38:22.101]  But now you're racist because you don't want the government to be able to tax and shut down free speech.
[01:38:22.221 --> 01:38:22.341]  Oh.
[01:38:23.101 --> 01:38:24.421]  Oh, you don't like a ham sandwich.
[01:38:24.441 --> 01:38:25.042]  You're racist.
[01:38:25.242 --> 01:38:26.922]  Oh, you don't like a rainy day.
[01:38:26.942 --> 01:38:27.543]  You're racist.
[01:38:27.663 --> 01:38:28.703]  Oh, you have any opinion.
[01:38:29.643 --> 01:38:30.223]  You're racist.
[01:38:30.284 --> 01:38:34.825]  Sit down and shut up and be politically correct and do whatever the government and media say or you're bad.
[01:38:35.165 --> 01:38:36.946]  Colonel Six in Texas, you're on the air.
[01:38:38.157 --> 01:38:39.537]  Yeah, Alex, how are you doing today?
[01:38:39.657 --> 01:38:40.017]  Good, sir.
[01:38:41.198 --> 01:38:52.561]  Yeah, I wanted to let you know I've come to a conclusion, kind of, that Obama's been set up by Rahm Emanuel.
[01:38:54.941 --> 01:38:55.541]  Can you hear me?
[01:38:55.661 --> 01:38:56.341]  Yeah, I'm listening.
[01:38:56.722 --> 01:39:03.403]  Colonel Six, you called two months ago and said you watched and then laughed and said McChrystal will be gone.
[01:39:03.683 --> 01:39:05.204]  This was when he was riding high.
[01:39:05.524 --> 01:39:06.264]  How did you know that?
[01:39:08.703 --> 01:39:14.088]  Well, they don't call me Colonel Six for nothing, pardon me.
[01:39:14.128 --> 01:39:20.793]  Remember I told you that there was just a real disappointment with him in the Pentagon.
[01:39:21.214 --> 01:39:27.339]  And it came from similar incidents like with the Rolling Stone incident.
[01:39:28.000 --> 01:39:34.245]  But I put a post up called Obama impeachment or embalming on colonelsix.com.
[01:39:35.054 --> 01:39:38.776]  I'd like for you to look at it, and it's got some salty language in it.
[01:39:38.796 --> 01:39:41.398]  I want you to look at it and let me know what you think about it.
[01:39:41.438 --> 01:39:44.359]  You can just put, like, write a comment, you know.
[01:39:44.459 --> 01:39:49.162]  You know, I haven't read your article, Colonel Six, but I've got an idea where you're going, and I said this six months ago.
[01:39:49.202 --> 01:39:49.903]  Tell me if I'm wrong.
[01:39:50.443 --> 01:39:58.708]  I said the false flag may be an assassination of Obama, and I said this when he first got elected in November, a year and a half ago.
[01:39:58.728 --> 01:40:02.310]  I said that, so we're on the same page.
[01:40:03.050 --> 01:40:04.451]  And I've made videos about it.
[01:40:04.491 --> 01:40:05.552]  I've done radio shows.
[01:40:05.612 --> 01:40:06.312]  I said, you watch.
[01:40:06.332 --> 01:40:08.013]  They're building him up as a messiah.
[01:40:08.554 --> 01:40:10.415]  They know we're going into a depression.
[01:40:10.775 --> 01:40:12.416]  They're going to blame it on him.
[01:40:12.436 --> 01:40:13.437]  I'm not saying he's a good guy.
[01:40:13.457 --> 01:40:14.017]  He's a puppet.
[01:40:14.437 --> 01:40:15.698]  They're going to blame it on him.
[01:40:16.319 --> 01:40:20.942]  And the real danger will be whatever form of right-wing phony government they bring in after it.
[01:40:21.522 --> 01:40:24.666]  And I do think him going to Arizona might be like Kennedy going to Dallas.
[01:40:38.582 --> 01:40:42.164]  And he's certainly no John F. Kennedy, but I hope that doesn't happen.
[01:40:42.204 --> 01:40:45.365]  I've always said we've got to keep Obama alive.
[01:40:45.785 --> 01:40:56.350]  And you actually stole my thunder here because I've already meant to get to this, but I will at least cover this stack of news where I see all this going, because now the Democrats admit they're going to have a full failure.
[01:40:56.370 --> 01:40:58.971]  They're going to be thrown out of the House, the Senate, you name it.
[01:40:58.991 --> 01:40:59.832]  And the question is,
[01:41:00.772 --> 01:41:02.093]  What are the Republicans going to do?
[01:41:02.333 --> 01:41:08.295]  I mean, the Republicans set the table and Obama delivered the tyranny, but it's been flawless.
[01:41:08.355 --> 01:41:12.336]  Obama's run by the neocons, and so in 60 seconds, give me your take.
[01:41:13.757 --> 01:41:18.978]  Well, they used their influence on Madison Avenue to market this Frankenstein to the world.
[01:41:19.379 --> 01:41:20.499]  There's only one problem.
[01:41:21.159 --> 01:41:22.640]  It backfired on them, okay?
[01:41:23.000 --> 01:41:28.742]  And like I say, I lay it out in a way, I'm not hoping for it to happen, but
[01:41:30.240 --> 01:41:34.523]  You know, what other people call conspiracy theories, I call it trend analysis.
[01:41:34.643 --> 01:41:38.185]  And I didn't take that from Jerusalem, I did, but it's the same type of thing.
[01:41:38.225 --> 01:41:40.246]  No, I know that's what intelligence people do.
[01:41:40.687 --> 01:41:43.388]  So, well, I mean, I've got to give you props, Colonel Six.
[01:41:43.408 --> 01:41:51.753]  You've probably only called seven, eight times, and every time you've called with something really important, and you sure made the call on McChrystal being gone.
[01:41:52.114 --> 01:41:54.155]  So we'll watch what happens and we'll check it out.
[01:41:54.375 --> 01:41:55.155]  I appreciate your call.
[01:41:55.636 --> 01:41:57.297]  Kevin in Tennessee, you're on the air.
[01:41:59.633 --> 01:42:10.800]  First and foremost, Alex, I'd like to thank you as an American dad of three in three different schools for the heads up so I can at least prepare for my family and vote right next time around.
[01:42:11.800 --> 01:42:13.101]  I've got two quick questions.
[01:42:13.181 --> 01:42:17.544]  First, are you aware of a new video game called Homefront E3 2010?
[01:42:20.876 --> 01:42:40.104]  No, but I've literally seen 30, 40 or more video games the last year where militias are evil and have got to be killed, the next war is going to be against the American people, and then I've seen previous video games where it comes out right before a new war they launch, and the enemy in the video game is who the real enemy is in a year or two.
[01:42:40.444 --> 01:42:41.285]  Is that what it says?
[01:42:42.805 --> 01:42:48.468]  No, it's actually the foreign forces invading the United States.
[01:42:49.994 --> 01:42:52.077]  Well I'll tell you what, stay there, let's talk about that.
[01:42:52.778 --> 01:42:56.624]  Because I just sent a crew to Illinois who witnessed foreign troops trying to confiscate our guns.
[01:42:56.885 --> 01:42:58.668]  We have the footage, this is unbelievable.
[01:43:01.184 --> 01:43:05.187]  Alex Jones here with urgent information concerning TrendsResearch.com.
[01:43:05.648 --> 01:43:12.554]  The Trends Journal distills the voluminous ongoing research of the Trends Research Institute into a concise, readily accessible form.
[01:43:13.114 --> 01:43:21.481]  By tracking 300 separately defined domestic and international trends, the Trends Journal establishes the connections that others fail to see or misinterpret.
[01:43:21.701 --> 01:43:28.888]  Gerald Salente's Trends Journal allows you to anticipate change, recognize the implications, and take protective strategies.
[01:43:29.548 --> 01:43:36.791]  Individual readers from every walk of life can put the Trends Journal Trends Forecast and Trends Analysis to practical use.
[01:43:37.351 --> 01:43:39.912]  Extra information to keep you well informed throughout the year.
[01:43:40.132 --> 01:43:47.154]  When any current event of major social, economic, or political significance occurs, Trends Journal notifies its subscribers of their implications.
[01:43:47.654 --> 01:43:49.515]  When you subscribe to the Trends Journal,
[01:43:49.895 --> 01:43:51.636]  You'll also receive Trends Alerts.
[01:43:51.917 --> 01:43:53.758]  Visit TrendsResearch.com today.
[01:43:54.078 --> 01:43:56.100]  That's TrendsResearch.com.
[01:43:56.380 --> 01:43:57.921]  Subscribe to the Trends Journal.
[01:43:58.241 --> 01:43:59.983]  This information is too important to wait.
[01:44:00.936 --> 01:44:04.899]  Hi folks, this is Alex Jones asking you for a minute of your time to tell you about soap.
[01:44:05.140 --> 01:44:11.165]  Not detergents, but good old-fashioned pure soap made by the Cal Bend Soap Company, a family-owned and operated American company.
[01:44:11.545 --> 01:44:18.651]  My family, staff, friends, and radio listeners are constantly telling me how much they love these products for bath, hair, laundry, and dishes.
[01:44:18.931 --> 01:44:23.475]  There is nothing like these factory-direct, big-money-saving, triple-concentrated soaps anywhere.
[01:44:23.795 --> 01:44:32.285]  Get a free, detailed catalog by calling 800-340-7091 or see them online at 5starsoap.com or infowars.com.
[01:44:32.465 --> 01:44:36.190]  Let's talk to the owner of 5 Star Soap, Marty Schachter, and see what he has to say.
[01:44:36.727 --> 01:44:42.889]  As founder and owner for over 63 years, people keep asking me, how's business?
[01:44:43.489 --> 01:44:46.910]  I'm happy to say our business is going down the drain.
[01:44:47.371 --> 01:44:53.673]  Call us at 1-800-340-7091 or visit our website 5starsoap.com for buying our 1-2 month soap sampler.
[01:44:53.753 --> 01:44:54.533]  Thank you.
[01:45:02.554 --> 01:45:06.195]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[01:45:06.515 --> 01:45:14.637]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[01:45:15.377 --> 01:45:19.418]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[01:45:19.998 --> 01:45:30.820]  The Silver Lungs Generator infuses the respiratory system with your self-produced nanosilver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[01:45:31.460 --> 01:45:40.462]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[01:45:40.962 --> 01:45:46.023]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[01:45:46.404 --> 01:45:53.565]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[01:45:53.885 --> 01:45:56.286]  That's www.SilverLungs.com.
[01:46:00.472 --> 01:46:04.695]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:46:05.015 --> 01:46:05.615]  Number 1.
[01:46:05.936 --> 01:46:09.078]  New climate legislation could easily double or triple your electric bill.
[01:46:09.358 --> 01:46:09.918]  Number 2.
[01:46:10.219 --> 01:46:14.762]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:46:15.102 --> 01:46:15.542]  It's true.
[01:46:15.842 --> 01:46:20.405]  Total government control of electricity in the name of smart grid technology is coming.
[01:46:20.726 --> 01:46:21.266]  Number 3.
[01:46:21.546 --> 01:46:24.828]  In some areas of the country, the power grid is dangerously overloaded.
[01:46:25.128 --> 01:46:28.831]  And now, new socialist legislation is only compounding the problem.
[01:46:29.031 --> 01:46:29.572]  Number 4.
[01:46:29.832 --> 01:46:32.194]  Dangerous weather is always a threat to local grids.
[01:46:32.595 --> 01:46:35.978]  Every year, thousands of families lose their power from weather-related outages.
[01:46:36.279 --> 01:46:36.479]  Number 5.
[01:46:37.059 --> 01:46:40.984]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:46:41.224 --> 01:46:45.969]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:46:46.249 --> 01:46:50.292]  You can get more information at www.mysolarbackup.com.
[01:46:50.433 --> 01:46:51.994]  That's mysolarbackup.com.
[01:46:52.214 --> 01:46:54.316]  Remember, the government doesn't own the sun.
[01:46:54.456 --> 01:46:57.058]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:46:57.078 --> 01:47:03.323]  Coast to Coast.
[01:47:03.704 --> 01:47:05.105]  Direct from Austin.
[01:47:05.745 --> 01:47:09.068]  You're listening to the Alex Jones Broadcasting Network.
[01:47:09.388 --> 01:47:14.553]  Alright, it's final segment.
[01:47:16.357 --> 01:47:20.200]  We're trying to get to a few more calls, but I promise to hit some more of this news.
[01:47:20.241 --> 01:47:22.543]  I'll cover it more in detail tomorrow, 11 a.m.
[01:47:22.583 --> 01:47:23.003]  Central.
[01:47:23.804 --> 01:47:33.312]  But yes, we've had a chance to see the trailer for the video game where North Korea attacks South Korea, World War III in the Middle East with Iran, foreign troops invade the U.S.
[01:47:33.833 --> 01:47:35.595]  The foreign troops don't need to invade the U.S.
[01:47:36.235 --> 01:47:53.457]  I've been in urban warfare drills, and we just got footage a few weeks ago, it's up on PrisonPlanet.tv, in a report, where they let my camera guys tape foreign troops training to put Americans in the sports stadium, gun confiscation, NLE09 had these drills.
[01:47:54.298 --> 01:47:58.401]  Uh, they've signed deals with Mexico and Canada to quote, police the United States during emergencies.
[01:47:58.801 --> 01:47:59.021]  U.S.
[01:47:59.041 --> 01:48:01.883]  troops were used at the Olympics in Canada.
[01:48:02.263 --> 01:48:04.125]  This is part of just everybody being acclimated.
[01:48:04.385 --> 01:48:15.132]  We saw incredible Fox News reports this week, uh, that we posted up on, uh, the websites, uh, where they said, uh, National Guards took and helped in 2,000 arrests in New York State.
[01:48:15.712 --> 01:48:16.473]  It's so good.
[01:48:16.513 --> 01:48:18.294]  They're also helping sweep for guns.
[01:48:18.674 --> 01:48:20.396]  Just, that's martial law.
[01:48:20.816 --> 01:48:22.377]  So yes, Kevin, that's very interesting.
[01:48:22.417 --> 01:48:23.898]  Uh, real fast, what's your take on it?
[01:48:25.859 --> 01:48:37.205]  Well, it seems like it's just another form of desensitizing our youth, you know, just like the false wars in the Middle East and everything, desensitizing our soldiers and whatnot.
[01:48:37.606 --> 01:48:44.850]  But if I could move on to my second question, do you know if Kennedy's Executive Order 1110 is still valid?
[01:48:47.663 --> 01:48:52.626]  And if I could end with a statement about going back to the NWO and everything.
[01:48:53.606 --> 01:49:05.752]  One would only have to look back to an SPP meeting in Waco, Texas, March 23rd, 2005, between then-President George W. Bush and Mexico's... Yeah, secret treaty was signed.
[01:49:06.092 --> 01:49:07.353]  That's mainstream news.
[01:49:08.813 --> 01:49:09.554]  Yeah, yeah.
[01:49:11.547 --> 01:49:12.368]  No, it's high treason.
[01:49:12.408 --> 01:49:13.329]  I appreciate your call.
[01:49:13.389 --> 01:49:20.539]  But yes, they rescinded that executive order to start issuing Greenbacks, Lincoln Greenbacks to be specific, because that was never rescinded.
[01:49:20.819 --> 01:49:25.906]  So Kennedy, with an executive order, could say we're going to start issuing our own money that's not debt-based to these private banks.
[01:49:26.647 --> 01:49:32.115]  Okay, let me, before I try to hit a few more calls, we're in limited time here, let me just set a few headlines here.
[01:49:32.155 --> 01:49:37.522]  This is Steve Watson, PrisonPlanet.com, but we have links to all the mainstream news where they report this.
[01:49:37.662 --> 01:49:41.748]  Academics, politicians, pending global treaty, threatens free internet, fundamental rights.
[01:49:42.569 --> 01:49:58.362]  Over 90 academics, practitioners, public interest organizations in six continents have collectively warned that a secretive global treaty, and the text came out a few months ago, currently being negotiated by governments of the world's largest economies, would see tight controls placed on internet and would threaten other fundamental rights and freedoms.
[01:49:58.622 --> 01:50:00.984]  And what have you heard the Senate bills announce?
[01:50:01.024 --> 01:50:02.605]  What have you heard the FCC announce?
[01:50:03.006 --> 01:50:04.307]  I mean, open restrictions
[01:50:04.887 --> 01:50:08.931]  Where you're not allowed to have free speech, you've got to be licensed, you've got to, quote, show other sides.
[01:50:09.311 --> 01:50:12.534]  Government browsers pop up on your website giving their propaganda.
[01:50:13.374 --> 01:50:13.975]  Very important.
[01:50:13.995 --> 01:50:14.475]  Here's another one.
[01:50:14.756 --> 01:50:19.320]  Google accused of US snooping BBC, spying on congressmen.
[01:50:20.140 --> 01:50:21.421]  Well, Google is NSA.
[01:50:22.062 --> 01:50:29.628]  Google resumed Street View photography and it turns out they're using digital recording systems to grab all your wireless traffic and analyze it.
[01:50:29.949 --> 01:50:30.809]  And that's wiretapping.
[01:50:30.829 --> 01:50:31.730]  That's totally illegal.
[01:50:31.750 --> 01:50:32.291]  They're doing that.
[01:50:34.753 --> 01:50:37.254]  Australia's saying they broke the law, but nothing's being done.
[01:50:37.894 --> 01:50:49.619]  Facebook's Mark Zuckerman, who called his, I can't quote it, it was a cuss word, but he called him a bunch of bleeping, you know, idiots, thinking that they can trust him, says people don't want complete privacy online.
[01:50:49.679 --> 01:50:49.939]  Really?
[01:50:50.939 --> 01:50:56.401]  So that's just some of the news we have on that front with the attack on free speech.
[01:50:57.762 --> 01:51:03.444]  Here is the most important thing I've got today, and I probably should have started the show with this, but again, I'm going to cover it more tomorrow.
[01:51:04.551 --> 01:51:05.992]  This is the Associated Press.
[01:51:06.913 --> 01:51:09.895]  Obama spokesman says Democrats could lose House.
[01:51:09.955 --> 01:51:15.300]  President Obama's chief spokesman said it's possible Democrats could lose their majority in the House this fall.
[01:51:15.620 --> 01:51:18.262]  Press Secretary Gibbs said it may even lose the Senate.
[01:51:18.843 --> 01:51:28.730]  Now here's Politico quoting The Nation Thursday in an article saying that they have completely failed, but they say face it.
[01:51:29.972 --> 01:51:34.622]  We will be able to take over using the process of incrementalism.
[01:51:34.682 --> 01:51:39.773]  Incredible article titled, Liberals analyze their Obama despair.
[01:51:41.312 --> 01:51:42.453]  And let me just read this.
[01:51:42.473 --> 01:51:51.521]  Two recent essays frame the debate raging within the progressive community, that means the communists, over why the promise of Obama's candidacy has not lived up to their expectations.
[01:51:51.921 --> 01:51:55.545]  Well, you got your health care, now you learn it raises taxes, cuts benefits.
[01:51:55.585 --> 01:51:56.786]  I mean, you're a bunch of idiots.
[01:51:57.366 --> 01:52:01.009]  And how liberals should proceed in what they fear will be difficult months ahead.
[01:52:01.029 --> 01:52:02.010]  The 17,000 plus word piece
[01:52:04.252 --> 01:52:16.472]  Published in The Nation on Thursday, journalist Eric Alterman calls the Obama presidency a big disappointment for progressives and blames a broken system on Washington that he believes allows the majority minority party to rule with impunity.
[01:52:16.552 --> 01:52:17.173]  Oh, give me a break.
[01:52:17.193 --> 01:52:18.656]  The Republicans are pushing the same thing.
[01:52:20.302 --> 01:52:22.123]  Face it, he concludes, the system is rigged.
[01:52:22.503 --> 01:52:33.970]  But writing for Democracy, a journal of ideas, editor Michael Tomsky concludes, patience, arguing that American history has shown that change always takes time and continued effort against entrenched conservative opposition.
[01:52:34.851 --> 01:52:40.934]  It's not liberal to bankrupt everything so banks that create fiat currency take over your society.
[01:52:41.575 --> 01:52:47.719]  And he says, the change we want, we won't see in 18 months or two years or four, probably even eight, he concludes in his article.
[01:52:48.719 --> 01:52:50.240]  Here's another one, Wall Street Journal.
[01:52:50.300 --> 01:52:50.880]  Pelosi.
[01:52:51.260 --> 01:52:53.380]  The Obama-Pelosi lame duck strategy.
