[00:00:01.320 --> 00:00:03.700]  Other networks lie to you about what's happening now.
[01:37:13.229 --> 01:37:15.569]  I think it's good to be a good steward of God's creation.
[01:37:15.729 --> 01:37:23.090]  Do things like not pollute, have air that you can breathe without worrying about getting some weird disease in your 40s and dying from it.
[01:37:23.529 --> 01:37:24.029]  Obviously.
[01:37:25.949 --> 01:37:39.869]  But the notion that the planet is on the brink of total destruction and collapse the day after tomorrow to cite one of their propaganda films because there's a coal plant somewhere in the United States of America is ludicrous.
[01:37:40.149 --> 01:37:46.739]  And the only reason they do it It's not because they believe that it's true, but because they want to frighten the masses.
[01:37:46.739 --> 01:37:49.680]  They want to appeal to the emotional for buy-in.
[01:37:50.800 --> 01:37:54.539]  They can justify it later with reasons.
[01:37:55.760 --> 01:37:59.840]  They want to appeal to them so that funding is diverted for some reason to this green energy thing.
[01:37:59.899 --> 01:38:01.020]  If you look at the people...
[01:38:01.659 --> 01:38:10.260]  On the board of directors of companies that Rosemont Seneca was invested in when Hunter Biden was a partner there, when Joe Biden was VP, they often align.
[01:38:10.560 --> 01:38:15.119]  Many of those companies line right up with companies that were funded directly by the Biden administration later.
[01:38:15.279 --> 01:38:15.979]  I looked into it.
[01:38:18.300 --> 01:38:26.399]  It's an NGO scam where money is raised and fueled and funded through the hoax, through the scare.
[01:38:27.899 --> 01:38:29.039]  And if you...
[01:38:29.020 --> 01:38:30.020]  Doubt what I'm saying.
[01:38:30.260 --> 01:38:31.560]  Let's put this in a little context.
[01:38:31.760 --> 01:38:39.159]  This is clip number 32. It's Jimmy Dore talking about waking up on the climate change issue and why.
[01:38:39.359 --> 01:38:40.159]  Clip number 32 right here.
[01:38:41.220 --> 01:38:55.880]  After living through Russiagate and after living through COVID, the Ukraine war, the Syrian war, 20 years of Afghanistan, I am now doubting climate change, especially since I found out that how easily medical journals are corrupted and how they can corrupt doctors at the top.
[01:38:56.079 --> 01:39:02.220]  And all the way down to your local doctor and pharmacy, they can control and corrupt them to where they wouldn't give you ivermectin.
[01:39:02.380 --> 01:39:11.520]  I caught the editor of the British Medical Journal bullshitting and lying on Twitter, and I found out he was being funded by Big Pharma, and he was lying about COVID. It was lying.
[01:39:11.619 --> 01:39:12.640]  He wasn't getting it wrong.
[01:39:12.819 --> 01:39:15.100]  It's just like the Proximal Origins paper.
[01:39:15.140 --> 01:39:22.680]  They said that definitely the virus came from a lab in Wuhan, and then Fauci throws a couple million dollars, and they go, oh no, it came from a wet market.
[01:39:22.650 --> 01:39:25.560]  I'm sure you can buy off a climate scientist just as easily.
[01:39:25.560 --> 01:39:35.890]  I'm skeptical now because all the predictions that people like Al Gore, John Kerry, they keep screaming at the top of their lungs how serious this is and how there's not going to be any ice in the Arctic and the coral reefs.
[01:39:35.930 --> 01:39:37.539]  And now the coral reefs are bigger than ever.
[01:39:37.539 --> 01:39:39.100]  None of their predictions have come through.
[01:39:39.100 --> 01:39:49.420]  And none of those people who are screaming the loudest about climate change ever call for the reduction in the biggest carbon emitter in the world, which is the U.S. military, 800 military bases around the world.
[01:39:49.420 --> 01:39:55.390]  When John Kerry and Al Gore says we have to shut down 800 military bases because climate changes is that serious.
[01:39:55.390 --> 01:39:56.390]  I'll believe them.
[01:39:56.640 --> 01:40:02.909]  When Barack Obama says that oceans are rising and then he buys two beachfront properties, I don't believe them.
[01:40:02.909 --> 01:40:12.650]  When Bill Gates says that climate change is the biggest serious threat and then he takes a private jet to Davos and comes up with an idea to ban gas-powered lawnmowers, I don't believe them.
[01:40:12.650 --> 01:40:14.060]  That's it.
[01:40:14.060 --> 01:40:21.560]  The best reason to not believe in climate change is because all the world's supervillains and super liars are the ones advocating for it so much.
[01:40:21.560 --> 01:40:23.919]  Thank you.
[01:40:23.930 --> 01:40:25.329]  I mean, I've got clip after clip.
[01:40:25.430 --> 01:40:33.029]  You've seen clip after clip of the Al Gore's, of the carries, and others making predictions that didn't come true.
[01:40:33.210 --> 01:40:35.390]  The world was supposed to end in 2011, 2014 again.
[01:40:36.270 --> 01:40:42.010]  Al Gore's inconvenient truth was just a bunch of BS. I saw a clip today going around social media.
[01:40:42.109 --> 01:40:42.909]  I'm sure I have it on the list.
[01:40:43.050 --> 01:40:43.810]  I don't have time to find it.
[01:40:43.930 --> 01:40:44.770]  Don't worry about it.
[01:40:45.289 --> 01:40:52.670]  But it was somebody driving past a lot of electric Amazon delivery trucks.
[01:40:52.989 --> 01:40:58.869]  So Amazon has this fleet of electric trucks because of their green initiative that delivers all the Amazon packages.
[01:40:58.890 --> 01:41:05.829]  This fleet of Amazon trucks, they were charging while being hooked up to diesel generators.
[01:41:06.930 --> 01:41:15.409]  Gavin Newsom, when I lived in California, was passing legislation to make it illegal to charge your electric vehicle with a diesel generator.
[01:41:16.070 --> 01:41:21.289]  Because people were doing it because the power outages were happening so much and the energy costs were going up so much and they were doing rolling blackouts.
[01:41:21.649 --> 01:41:25.649]  So in order to get to work, they had to charge their car and the only way they could do it was by getting a diesel generator.
[01:41:27.470 --> 01:41:30.430]  Not to mention the fact that all of the electricity is created.
[01:41:30.989 --> 01:41:32.829]  With fossil fuels anyway as it stands.
[01:41:32.949 --> 01:41:34.890]  And I understand that maybe down the road that won't be true.
[01:41:35.210 --> 01:41:48.649]  Maybe solar will get so sophisticated that it'll change so it's good for us to establish people developing the infrastructure of electric vehicles now despite the fact that electricity is created in a way that at least the left says is contaminating or polluting the planet.
[01:41:48.890 --> 01:41:49.970]  A climate issue.
[01:41:51.710 --> 01:41:55.529]  But it's just mind-boggling the extent to which people fall for this stuff.
[01:41:55.710 --> 01:41:57.250]  And people used to drive Teslas.
[01:41:58.189 --> 01:41:59.630]  Yes, because they're cool.
[01:42:00.060 --> 01:42:02.279]  Yes, because they were into tech and cutting-edge stuff.
[01:42:02.439 --> 01:42:04.039]  There was a segment of their market that was like that.
[01:42:04.140 --> 01:42:12.819]  But before Elon Musk became so overtly political, people used to buy Teslas to virtue signal to others that they cared about the environment.
[01:42:12.939 --> 01:42:22.840]  When I lived in California years ago, for three years, there were a lot of Teslas, and it was people wanting to show you how rich they were, how cool and smart they were, and how they cared about the environment.
[01:42:23.000 --> 01:42:24.039]  That was why they did it.
[01:42:24.399 --> 01:42:25.720]  I'm not sure how they feel now.
[01:42:25.840 --> 01:42:26.619]  They're cool cars.
[01:42:26.739 --> 01:42:28.319]  I've ridden them several times, different ones.
[01:42:28.649 --> 01:42:29.590]  I love them.
[01:42:32.869 --> 01:42:44.670]  But it's the emotional argument that people will sacrifice all reason to just not have to deal with something emotionally.
[01:42:45.970 --> 01:42:53.510]  They'll sacrifice freedom of speech to not have to deal with something that emotionally offends them.
[01:42:53.930 --> 01:43:06.109]  They'll sacrifice something like the right to bear arms To not have to deal with something that scares them, even though they should rationally be more scared of a government ruling over an unarmed populace.
[01:43:06.810 --> 01:43:14.850]  Even though rationally they should be more afraid of a government's power over speech than what someone might say if they're allowed to.
[01:43:16.250 --> 01:43:22.890]  They'll sacrifice every right and object and they will turn a blind eye to every...
[01:43:25.210 --> 01:43:30.189]  Human rights violation imaginable for the sake of coping with this leftist cult.
[01:43:30.350 --> 01:43:31.590]  I mean, this is clip number 60 here.
[01:43:32.829 --> 01:43:35.770]  Basically saying that everybody in Syria has to convert or die.
[01:43:36.369 --> 01:43:37.949]  And it's like, okay.
[01:43:38.829 --> 01:43:39.590]  It's fine.
[01:43:39.729 --> 01:43:40.729]  There's no problem with that.
[01:43:40.789 --> 01:43:49.649]  Watch 60. And for the Shias, the protective tax or anything like that, he goes on, only Islam or they die.
[01:43:50.470 --> 01:43:53.689]  And if the 150 million Shia of Iraq and the Shia of Iran...
[01:43:54.869 --> 01:43:56.770]  That live in this world refuse to convert?
[01:43:58.069 --> 01:43:59.470]  It means they will be killed?
[01:43:59.949 --> 01:44:01.090]  Yes, exactly.
[01:44:02.270 --> 01:44:05.649]  150 million, 200 million, 500 million, we don't care about the number, he says.
[01:44:08.130 --> 01:44:08.590]  What?
[01:44:09.250 --> 01:44:11.010]  What kind of religion is that?
[01:44:11.550 --> 01:44:17.149]  And look, folks, I know it's easy to ignore this because it's happening 5,000 miles away, 10,000 miles away.
[01:44:17.630 --> 01:44:22.050]  It's easy to ignore if it's not happening right outside, but you have to remember.
[01:44:23.369 --> 01:44:33.350]  That people in these countries, the Syrias, the Irans, the Iraq, the Afghanistans, these hellholes, the Ukraines, these war zones, they're walking on the same earth as we are.
[01:44:35.430 --> 01:44:37.270]  It's the exact same planet.
[01:44:37.510 --> 01:44:41.770]  They all started on the exact same square of the board as we did.
[01:44:42.029 --> 01:44:45.689]  The only difference is the culture and the policies.
[01:44:46.489 --> 01:44:55.779]  And if we allow our policies to slip into this antiquated or just corrupt Crippled, crumbling, brutal philosophy.
[01:44:57.380 --> 01:44:59.479]  And this side of the planet is going to look just like that side.
[01:44:59.600 --> 01:45:04.460]  We are not safe just because we have the name America, because we have the flag with the stars and stripes.
[01:45:04.619 --> 01:45:07.079]  We are safe because we are fighting the Info War.
[01:45:07.199 --> 01:45:11.960]  We are fighting for all that is good and just and righteous and Western, which is why we need your support.
[01:45:12.060 --> 01:45:15.699]  Go to thealysjonesstore.com and stay with us for more news on the other side.
[01:45:18.200 --> 01:45:20.720]  Ladies and gentlemen, let me tell you a little bit about Atomic Defense.
[01:45:20.960 --> 01:45:26.300]  Now, this is one of our amazing products that has kind of flown under the radar since we launched it just a few months ago.
[01:45:26.399 --> 01:45:30.720]  Now, I can't make any health claims about any of our products because I'm not a medical doctor.
[01:45:30.920 --> 01:45:38.399]  That being said, if I were a medical doctor, I would certainly recommend this product to help fight for your immune system and fight against any oncoming sickness.
[01:45:38.560 --> 01:45:47.310]  Now, I can say from a personal anecdotal story or experience that I was starting to get sick earlier this week, started taking this two capsules a day, and I was able to stave off.
