# Transcription model: nvidia/parakeet-tdt-0.6b-v2, custom faster_whisper
[00:00:31.280 --> 00:00:32.859]  Tomorrow's news today.
[00:26:52.319 --> 00:26:54.960]  But now they're like, oh, no, no, no, we knew it was fake 2017.
[00:26:55.440 --> 00:26:56.000]  We didn't do that.
[00:26:56.640 --> 00:26:57.440]  They ordered it.
[00:26:57.599 --> 00:27:00.240]  We have the documents and more is coming out.
[00:27:01.440 --> 00:27:04.319]  Trump said yesterday, you ain't seen nothing yet.
[00:27:04.640 --> 00:27:06.559]  He said stuff is going to be way worse.
[00:27:06.720 --> 00:27:10.079]  And that's what I'm told, including them spying in 2024 against the campaign.
[00:27:10.319 --> 00:27:15.200]  So the crew just reminded me that James O'Keefe has not tried methylene blue, or they asked me to ask him.
[00:27:15.359 --> 00:27:17.920]  He has it, doesn't know what it is, but he's so nice and trusting.
[00:27:18.000 --> 00:27:18.559]  He just took it.
[00:27:18.720 --> 00:27:19.839]  It's actually cyanide, James.
[00:27:20.000 --> 00:27:20.559]  No, no, no, seriously.
[00:27:20.880 --> 00:27:21.440]  Trying to poison me.
[00:27:21.680 --> 00:27:22.319]  Usually, I'm joking.
[00:27:22.480 --> 00:27:23.200]  No, it's really good for you.
[00:27:23.279 --> 00:27:24.240]  It takes 30 minutes to hit.
[00:27:24.319 --> 00:27:29.920]  It's not a stimulant, but it creates mitochondrial function and skips the oxidative process two levels or three levels in the cells.
[00:27:30.160 --> 00:27:31.119]  Usually takes 30 minutes to hit.
[00:27:31.279 --> 00:27:32.079]  You're on Owen at four.
[00:27:32.319 --> 00:27:34.079]  Just please, Owen, talk to Owen.
[00:27:34.319 --> 00:27:36.160]  Ask if it hit you, what you felt.
[00:27:36.319 --> 00:27:39.279]  And if you didn't, we're going to put it on air and you'll be the only guest that hasn't.
[00:27:39.519 --> 00:27:41.119]  So slam the rest of your medicine.
[00:27:41.359 --> 00:27:41.839]  You got it.
[00:27:42.160 --> 00:27:43.680]  So you're asking what the meat blue is.
[00:27:43.839 --> 00:27:46.160]  It is something RFK Jr. pushes.
[00:27:46.400 --> 00:27:47.920]  It's something I've been about for years.
[00:27:48.480 --> 00:27:51.359]  But we've got the best and it is amazing when it does your body.
[00:27:51.519 --> 00:27:51.680]  All right.
[00:27:51.759 --> 00:27:52.400]  I look forward to that.
[00:27:52.559 --> 00:27:53.680]  Sometimes it hits it 15 minutes.
[00:27:53.759 --> 00:27:54.960]  You got to let us know what you feel.
[00:27:55.279 --> 00:27:57.279]  Wait, I've been drinking it for about 10 minutes, so we'll see.
[00:27:57.440 --> 00:27:59.039]  Ah, you just started drinking about two minutes ago.
[00:27:59.440 --> 00:28:00.319]  I finished the rest of it.
[00:28:00.640 --> 00:28:02.079]  20 minutes late now.
[00:28:02.400 --> 00:28:02.960]  I just took it.
[00:28:03.039 --> 00:28:07.200]  I took a lot of it, and I would say it was the effect on me was light sensations.
[00:28:07.440 --> 00:28:10.319]  It was increased light perception.
[00:28:10.880 --> 00:28:11.599]  That's what happened to me.
[00:28:11.839 --> 00:28:13.360]  Do you the pixels of the world around you?
[00:28:13.599 --> 00:28:13.680]  Yeah.
[00:28:14.480 --> 00:28:19.039]  Like enhancing my eyes when a light and I woke away.
[00:28:19.200 --> 00:28:21.119]  It was just a bit of enhancement perception there.
[00:28:21.360 --> 00:28:23.200]  Now that's what it did for James O'Keefe.
[00:28:23.759 --> 00:28:25.440]  What will it do for you?
[00:28:25.759 --> 00:28:34.000]  The good news is medical doctors have told me the very small percentage of people that don't have any effect, it means your mitochondria is so incredibly healthy, you don't need it.
[00:28:34.319 --> 00:28:36.880]  But that's, for my research, less than 1% of people.
[00:28:37.200 --> 00:28:38.400]  Find out what it'll do for you.
[00:28:38.559 --> 00:28:39.039]  What can you lose?
[00:28:39.119 --> 00:28:45.680]  You're funding the InfoWar at theAlexShowstore.com with the widest selection of Patriot Apparel, incredible supplements, tactical daggers, and more.
[00:28:46.000 --> 00:28:48.000]  Get it and experience the adventure for yourself.
[00:28:48.240 --> 00:28:50.480]  And then please shoot your own videos, do your own reports.
[00:28:50.720 --> 00:28:55.440]  Tell us the response that you've gotten because it's literally less than 1% of people that feel nothing.
[00:28:55.680 --> 00:28:58.240]  Most people have incredible responses.
[00:29:01.360 --> 00:29:04.000]  It all varies on your physiology and your genetics.
[00:29:04.160 --> 00:29:05.440]  Get yours now, right now.
[00:29:05.599 --> 00:29:06.240]  Almost forgot.
[00:29:06.400 --> 00:29:10.640]  Until next Tuesday, the 29th, we have the mega bombshell blowout sale.
[00:29:10.799 --> 00:29:22.000]  Get a bottle of methylene blue capsules of liquid discounted and get the second bottle free, along with other great supplements like Irish Sea Moss trilogy and more right now in a limited time offer at thealxstore.com.
[00:29:22.640 --> 00:29:26.799]  When RFK Jr. mixes something into his drink, people pay attention.
[00:29:27.119 --> 00:29:31.680]  Plenty of folks are wondering what was in that little bottle he uncorked during a flight.
[00:29:32.000 --> 00:29:35.279]  What is Bobby Kennedy Jr. dropping into that glass of water?
[00:29:35.519 --> 00:29:36.559]  Methylene blue.
[00:29:36.720 --> 00:29:40.079]  Mel Gibson also praised methylene blue on Joe Rogan recently.
[00:29:40.319 --> 00:29:41.360]  This stuff works, man.
[00:29:41.519 --> 00:29:44.799]  A stimulant stimulates cells themselves to turn the cell up.
[00:29:44.960 --> 00:29:46.000]  This turns the energy up.
[00:29:46.079 --> 00:29:46.960]  That's why there's no letdown.
[00:29:47.119 --> 00:29:48.559]  That's why you can take this and go to sleep, too.
[00:29:48.720 --> 00:29:50.240]  But you sleep better on it, in my experience.
[00:29:50.559 --> 00:29:51.519]  No, I really like it.
[00:29:51.680 --> 00:29:52.880]  I'm going to have to get on this stuff.
[00:29:53.119 --> 00:29:54.319]  Here, Shower Kennedy taking it.
[00:29:54.480 --> 00:29:56.160]  Kennedy literally gobbles it.
[00:29:56.400 --> 00:29:57.920]  He must be doing something right.
[00:29:58.160 --> 00:30:00.860]  That ripped bod is 73 years old.
[00:30:00.860 --> 00:30:02.860]  That ripped the whole world.
[00:30:02.860 --> 00:30:09.860]  That ripped the whole world.
[00:30:10.319 --> 00:30:10.720]  All right.
[00:30:10.880 --> 00:30:12.960]  We are not in normal times.
[00:30:13.920 --> 00:30:28.000]  If you look at all the different indicators, and according to my sources of the DOJ, the White House, and more, and you hear what the president's saying, he's directly saying Obama's guilty of treason, and they have the total evidence.
[00:30:28.319 --> 00:30:30.960]  Same thing with Hillary Clapper, Brennan, Comey.
[00:30:31.279 --> 00:30:34.960]  They finally fired Comey's daughter that ran the cover-ups of Epstein on the ground.
[00:30:35.279 --> 00:30:39.759]  And of course, obviously salted and spiked the files that they left behind.
[00:30:40.400 --> 00:30:41.119]  That's a no-brainer.
[00:30:41.200 --> 00:30:42.160]  That's what this group does.
[00:30:43.039 --> 00:30:44.240]  They're throwbreds of it.
[00:30:46.000 --> 00:30:49.039]  And Trump knows they've laid this trap.
[00:30:49.360 --> 00:30:51.360]  They understand it's an existential threat.
[00:30:52.559 --> 00:31:03.680]  His agenda of saving the country and world peace and stabilizing things is not going to get through unless the deep state leadership is indicted.
[00:31:04.319 --> 00:31:15.039]  Now, if they'd have left him alone, like he asked them to do in 2016, as he's talked about, and as he said a few days ago in that press conference, he'd have left them alone.
[00:31:17.680 --> 00:31:18.559]  They didn't do that.
[00:31:21.119 --> 00:31:24.639]  And so now Trump has a choice, roll over to them and become their creature?
[00:31:25.200 --> 00:31:29.279]  And they hate him so much, that's not even, I think, an offer, and plus he wouldn't do it.
[00:31:30.559 --> 00:31:33.440]  Or they can be brought to justice.
[00:31:34.079 --> 00:31:38.240]  And so that's why you're going to see them throw everything they've got now at President Trump.
[00:31:39.759 --> 00:31:49.599]  Now, because of President Trump's, again, very suspicious, guilty behavior 18 days ago and since then, now he finally backed off and said, release all the information.
[00:31:49.759 --> 00:31:50.720]  And I said, watch the judges.
[00:31:50.799 --> 00:31:52.639]  The Democrats will block it, which they did.
[00:31:54.400 --> 00:31:58.480]  Now I've moved from being extremely concerned to being concerned.
[00:31:59.119 --> 00:32:08.559]  But I understand because I already was aware of this, that he's been more frustrated, more angry, and on a lot of other issues behind the scenes, saying that's not my focus.
[00:32:08.639 --> 00:32:09.360]  That's a diversion.
[00:32:09.440 --> 00:32:12.559]  That's a distraction, not just the Epstein thing.
[00:32:13.200 --> 00:32:17.840]  So I'm feeling a lot better about Trump right now.
[00:32:18.160 --> 00:32:26.400]  But that said, the pressure he's under at 79, all the attacks and things that are going on, we're in a very dangerous situation.
[00:32:26.559 --> 00:32:36.799]  And you've got to know Obama and the globalist are capable of doing anything right now to stop the incoming prosecutions of Obama's minions?
[00:32:37.119 --> 00:32:39.119]  I don't believe Obama will ever be indicted.
[00:32:39.200 --> 00:32:56.400]  You saw the Supreme Court ruling that presidents doing things as president are immune except by being voted out or by impeachment, or you could have any prosecutor in the country basically become co-president or any judge, like you've seen these Article III judges, also overridden by the Supreme Court.
[00:32:57.039 --> 00:33:08.559]  So Obama really cannot ever be prosecuted, but Clapper, Brennan, Comey can, not for perjury to Congress, all the things they got caught doing.
[00:33:09.200 --> 00:33:10.079]  We never leaked.
[00:33:10.240 --> 00:33:10.880]  We never spied.
[00:33:11.680 --> 00:33:13.519]  That's all been certified a lie.
[00:33:13.839 --> 00:33:16.160]  Statute of limitations has already ran out on that.
[00:33:16.720 --> 00:33:24.640]  But there's no statute of limitations on treason, on sedition, on coups.
[00:33:26.240 --> 00:33:34.400]  And they can also be drug in again and forced to testify before Congress and others and re-indicted or indicted for perjury there.
[00:33:34.559 --> 00:33:36.559]  So they are coming after them.
[00:33:38.160 --> 00:33:50.000]  And I can tell you from the people meeting with the president, Flynn and others, and Stone and others, Trump is fire breathing even before the Sepstein thing that he wants them indicted.
[00:33:50.319 --> 00:33:52.160]  You've seen him say it many times.
[00:33:53.119 --> 00:33:58.079]  So a lot of people say, oh, you know, we'll believe indictments when we see it.
[00:33:59.359 --> 00:34:02.480]  Well, I'll just say this.
[00:34:02.640 --> 00:34:08.000]  The climate is a much more intense climate right now for this, the atmosphere.
[00:34:08.320 --> 00:34:15.199]  And I believe it's about a 70% chance you will see major indictments sometime in the next three to six months.
[00:34:16.719 --> 00:34:22.880]  The biggest question is, do they have a few people with the guts to take action with the open and shut evidence?
[00:34:23.199 --> 00:34:24.480]  And the answer is they do.
[00:34:26.639 --> 00:34:28.719]  But it's still going to be one hell of a fight.
[00:34:30.320 --> 00:34:43.760]  But now that they've launched these new attacks on Trump, it makes an even stronger chance that Trump will be able to push his Justice Department into going on full offense.
[00:34:45.360 --> 00:34:52.559]  But because the Justice Department itself is implicated in the Epstein cover-up and the honeypots, that's why there's so much institutional resistance to it.
[00:34:54.159 --> 00:35:02.960]  But imagine Trump has them raid the FBI in New York where they were hiding the so-called Epstein files that they'd been denying existed criminally.
[00:35:03.440 --> 00:35:08.639]  They could indict some district New York people that did that and the head of the FBI in New York who did that.
[00:35:08.960 --> 00:35:11.280]  They have his email saying, don't give them anything, dig in.
[00:35:11.360 --> 00:35:12.480]  We're the resistance.
