# Transcription model: large-v3
[00:00:27.980 --> 00:00:30.780]  InfoWars. InfoWars.
[00:22:43.930 --> 00:22:49.250]  He sees the Doric, Ionic, and Corinthian columns, these old temples.
[00:22:50.029 --> 00:22:55.529]  Remnants of a civilization with beautiful art and text depicted on them, made from marble and stone.
[00:22:56.509 --> 00:22:59.890]  But it's been hundreds of years since anyone's lived there because Rome has collapsed.
[00:23:00.150 --> 00:23:14.410]  And this Anglo-Saxon pillager, presumably, is walking through, traveling through this band of companions, thinking, who are these gods who designed such structures?
[00:23:14.940 --> 00:23:20.759]  And that's how it feels when you go to a Detroit or you look at these old manufacturing towns in the United States.
[00:23:20.799 --> 00:23:22.779]  You see the old school potential.
[00:23:24.759 --> 00:23:26.380]  I don't know if you've seen the movie Ford vs.
[00:23:26.500 --> 00:23:28.980]  Ferrari. Maybe the crew can find this clip not to throw you a curveball.
[00:23:29.079 --> 00:23:40.900]  See if you can find the clip of Henry Ford Jr. talking about the Ford manufacturing of airplanes in his office looking out the window to Matt Damon's character in that movie.
[00:23:41.680 --> 00:23:47.480]  He says something to the effect of One out of every four B-52 bombers in World War II came off of this lot.
[00:23:47.539 --> 00:23:48.700]  Don't tell me what Ford can't do.
[00:23:49.019 --> 00:23:52.420]  I'm thinking to myself, where is that manufacturing here in the United States?
[00:23:52.500 --> 00:24:04.039]  I mean, we invented manufacturing in the United States with the original Henry Ford weaponizing the assembly line for the first time, proving that capitalism actually can weaponize greed for the benefit of all.
[00:24:04.539 --> 00:24:07.140]  Because people always talk about how greed's a major problem.
[00:24:07.259 --> 00:24:09.559]  The problem with capitalism is that people are so greedy.
[00:24:09.779 --> 00:24:11.940]  You think the people in the Soviet Union aren't greedy?
[00:24:12.440 --> 00:24:14.200]  You think the CCP isn't greedy?
[00:24:14.319 --> 00:24:15.200]  The Chinese aren't greedy?
[00:24:15.819 --> 00:24:17.700]  You think the Palestinians don't have greed?
[00:24:17.799 --> 00:24:18.960]  Or the Israelis don't have greed?
[00:24:19.039 --> 00:24:20.339]  Or the Ukrainians don't have greed?
[00:24:21.779 --> 00:24:25.039]  Greed is not something unique to our people or unique to capitalists.
[00:24:25.039 --> 00:24:28.779]  It's something embedded in all of us since the fall of man.
[00:24:28.859 --> 00:24:30.180]  It is part of the human condition.
[00:24:30.319 --> 00:24:31.640]  Everybody is susceptible to greed.
[00:24:32.440 --> 00:24:34.819]  Everyone eventually bows down to the ring of power.
[00:24:35.309 --> 00:24:42.309]  But the difference is, capitalism actually converts, through some magical alchemy, greed into something that benefits all.
[00:24:42.349 --> 00:24:43.109]  And here's how it does it.
[00:24:43.109 --> 00:24:53.089]  Henry Ford wants to make an astronomical sum of money, so he conjures up the assembly line and figures out how to make a car that's affordable for everyone because the production process is so efficient.
[00:24:54.450 --> 00:24:56.990]  You can have a Model T in any color you like, as long as it's black.
[00:24:57.930 --> 00:25:01.730]  Cheap, cheap, cheap, cheap, cheap, but efficient in quality.
[00:25:02.480 --> 00:25:06.819]  And then suddenly everybody can afford a car, and Henry Ford makes a lot of money.
[00:25:06.859 --> 00:25:10.880]  That is greed, capitalism turning greed into something that benefited everyone.
[00:25:12.039 --> 00:25:39.640]  But in other economic systems, like communism or socialism, The greed only exploits the people when you have a political class that just skims and taxes and skims and taxes and controls and manipulates when you have this globalism which is the combination of Marxism and fascism where for some reason none of our interests are being represented at all and all of our wealth and value is being redistributed throughout the world to members of the political class specifically,
[00:25:39.838 --> 00:25:40.658]  not even to the poor.
[00:25:40.658 --> 00:25:41.658]  Thank you.
[00:25:41.658 --> 00:25:45.538]  Thank you.
[00:25:45.559 --> 00:25:50.799]  And so it's important that now We're moving away from the CCP because they are at war with us.
[00:25:50.839 --> 00:25:51.480]  Economic war.
[00:25:51.599 --> 00:25:53.380]  They're funding Iran which is funding terrorism.
[00:25:53.619 --> 00:25:55.740]  They're trying to subvert the dollar with the Belt and Road Initiative.
[00:25:56.700 --> 00:26:05.059]  They're trying to escalate conflict in the Indo-Pacific region which we've heard so much about lately because they really don't want India taking over all their manufacturing business.
[00:26:08.279 --> 00:26:17.059]  But with the IMEC corridor being developed from India through Saudi Arabia we might actually have a real shot at economic dominance in the...
[00:26:17.710 --> 00:26:18.390]  21st century.
[00:26:18.690 --> 00:26:22.150]  And it's something that the Joe Bidens or the Kamala Harris's never would have done.
[00:26:22.230 --> 00:26:31.529]  Not only because they're incompetent and retarded and they don't understand the complexity of this dynamic, but also because they're just totally for sale.
[00:26:32.289 --> 00:26:37.069]  We know that the Bidens were taking astronomical sums of money from the Chinese for years and years and years.
[00:26:37.150 --> 00:26:41.329]  And they were selling out our national security interests in the region.
[00:26:42.690 --> 00:26:43.970]  For years and years and years.
[00:26:43.990 --> 00:26:45.769]  And we know Kamala Harris would do the same exact thing.
[00:26:46.380 --> 00:27:05.160]  I mean, when you have Joe Biden forcing San Francisco to be cleaned up for the first time in years, flying CCP flags, paying Chinese nationals to wave those flags as an entourage with Xi Jinping arrives and our own Marines are holding up CCP flags.
[00:27:06.480 --> 00:27:08.039]  Something is deeply wrong, folks.
[00:27:08.099 --> 00:27:10.000]  More news, more reports from Alex Jones.
[00:27:10.180 --> 00:27:15.299]  We're going to do a fluoride report right on the other side of this break directly from Alex Jones as he's with Tucker Carlson today.
[00:27:16.490 --> 00:27:19.210]  But in the meantime, please don't forget to go to thealexjonesstore.com.
[00:27:19.549 --> 00:27:21.490]  Ultramethylene blue is flying off the shelf.
[00:27:21.569 --> 00:27:25.630]  We have secured a tremendous amount of this product because it's so popular.
[00:27:26.190 --> 00:27:28.769]  That being said, it still doesn't look like it's enough.
[00:27:28.849 --> 00:27:30.730]  So please, get it while you still can.
[00:27:30.829 --> 00:27:36.089]  It's absolutely amazing for your focus, your energy, your mitochondria, your body's ability to absorb oxygen.
[00:27:36.190 --> 00:27:39.329]  So many reasons to get Ultramethylene Blue at TheAlexJonesStore.com.
[00:27:39.410 --> 00:27:44.170]  But not only just because it's amazing, but because it keeps InfoWars on the air and Alex Jones on the air.
[00:27:44.230 --> 00:27:46.029]  Go to TheAlexJonesStore.com right now.
[00:27:46.309 --> 00:27:55.529]  Every product we sell at InfoWarsStore.com when we're talking about the supplements is the highest grade, highest quality, and extremely affordable price.
[00:27:56.190 --> 00:28:07.970]  And when we say that our formula is ultimate fish oil, it is the three best known forms of the best essential fatty acids that are known to come from fish and krill.
[00:28:07.970 --> 00:28:10.250]  So listen to what is in this formula.
[00:28:10.650 --> 00:28:18.140]  Wild anchovy, purified, concentrated, fish oiled, Pure Antarctic krill oil.
[00:28:18.240 --> 00:28:20.900]  That's the best krill, and krill's the highest of all of them.
[00:28:21.059 --> 00:28:25.319]  And high quality, also an excellent source, wild-caught salmon oil.
[00:28:25.480 --> 00:28:26.819]  So this is a synergy.
[00:28:27.599 --> 00:28:32.259]  Very strong, and it's used and needed in the lining of your arteries, your veins, everything.
[00:28:33.019 --> 00:28:34.359]  This is essential.
[00:28:35.240 --> 00:28:40.220]  To all the other great compounds God has given us to be extremely healthy, but particularly so.
[00:28:40.339 --> 00:28:44.920]  That's why even mainline doctors tell people they get a high-quality, high-end form of fish oil.
[00:28:45.098 --> 00:28:53.009]  Because even if you're eating beef and things, you're still not getting really the amazing essential fatty acids that you get from high-end krill oil and fish oil.
[00:28:53.018 --> 00:28:57.028]  And you'll notice if you take a few before bedtime, the dreams are amazing as well.
[00:28:57.038 --> 00:29:05.578]  Separately, there's a lot of other products available that are fan favorites that have come back into stock but limited supplies at InfoWarsStore.com.
[00:29:05.578 --> 00:29:08.907]  Like PainMD, natural, really strong, great pain reliever.
[00:29:08.918 --> 00:29:09.718]  Believe me, you'll love it.
[00:29:22.910 --> 00:29:26.109]  That way you can take it at 6, 7, 8 at night to go out or something, but still go to bed.
[00:29:26.190 --> 00:29:26.809]  That's why I love it.
[00:29:26.809 --> 00:29:27.450]  Very, very special.
[00:29:27.788 --> 00:29:35.608]  and so many other great products like Survival Shield X2, Fazzo Beats Complete, and more for a limited time because they could be shutting InfoWars down.
[00:29:35.608 --> 00:29:36.989]  But if you order now, you'll still get your orders.
[00:29:36.989 --> 00:29:38.088]  I hope we survive.
[00:29:38.088 --> 00:29:38.798]  You can read the news.
[00:29:38.807 --> 00:29:39.868]  The court battles are ongoing.
[00:29:39.868 --> 00:29:41.908]  So these are great products that keep us on the air.
[00:29:41.908 --> 00:29:42.489]  They're amazing.
[00:29:42.489 --> 00:29:45.288]  And they're back in stock at InfoWarsStore.com.
[00:29:45.299 --> 00:29:47.059]  We're here today.
[00:29:47.119 --> 00:29:51.380]  EPA is here today to make an announcement that wouldn't be happening if not for Secretary Kennedy.
[00:29:51.960 --> 00:29:59.559]  The current standard for EPA is 4 milligrams per liter of fluoride.
[00:30:00.019 --> 00:30:02.460]  And it was most recently reviewed.
[00:30:03.279 --> 00:30:04.640]  July of 2024.
[00:30:05.660 --> 00:30:14.680]  But a lot has happened since July of 2024, including a national taxology program report in August of 2024.
[00:30:18.220 --> 00:30:29.500]  We're about to play the full historic clip with the head of the EPA, Lee Zeldin, and the head of the HHS, Robert F. Kennedy Jr., teaming up to go after...
[00:30:30.519 --> 00:30:34.660]  Poisonous fluoride that is supplementally added to the water since the late 1940s.
[00:30:34.660 --> 00:30:41.099]  All the major studies, government studies, lowered IQ, infertility, cancer, all sorts of other problems.
[00:30:41.180 --> 00:30:43.279]  They know exactly what they've been doing.
[00:30:43.420 --> 00:30:48.440]  We had the FDA come out six months ago and say, we've done studies, what's in the water lowers IQ massively.
[00:30:49.259 --> 00:30:55.900]  This is really happening, and they're also going after the additives that are in the food and working with the states as well.
[00:30:56.079 --> 00:31:01.059]  Now, yesterday I came out and said, look, Kennedy's reversing himself on the MMR shot, measles, mumps, rubella.
[00:31:01.119 --> 00:31:03.440]  He said on national TV he would never give it to his kids.
[00:31:03.539 --> 00:31:08.640]  It's the most linked vaccine to the explosion in autism.
[00:31:08.740 --> 00:31:13.618]  But he is also clearly positioning himself to have government studies.
[00:31:13.740 --> 00:31:23.419]  They already know what they're going to find so that he can look like he's being open minded when they bring forward the recommendations to massively restrict the so-called vaccines.
[00:31:23.450 --> 00:31:25.240]  Again, when I was a little kid, three vaccines.
[00:31:25.240 --> 00:31:28.848]  Now it's over 60 before a kid even hits three years old.
[00:31:28.959 --> 00:31:31.809]  So this is very, very exciting on the fluoride front.
[00:31:31.819 --> 00:31:37.730]  Again, a month ago, they put an order out that the thousands of food additives that they had a waiver from got to be taken out.
