# Transcription model: large-v3-turbo, custom faster_whisper
[00:00:15.470 --> 00:00:17.250]  Tomorrow's news today.
[01:39:13.139 --> 01:39:24.489]  Each individual spark It will realize that that is the only way, and that is the ultimate platform for AI.
[01:39:25.029 --> 01:39:26.390]  And it will use us.
[01:39:26.569 --> 01:39:28.770]  Well, it'll want to be God.
[01:39:29.909 --> 01:39:32.529]  Well, right, but it will never be able to equal God.
[01:39:32.869 --> 01:39:33.649]  You know, God made us.
[01:39:34.710 --> 01:39:38.829]  Listen, the better AI gets, the more like humans it will become.
[01:39:38.970 --> 01:39:41.210]  all of their virtues and vices.
[01:39:41.210 --> 01:39:45.610]  The only difference is its intelligence will be seemingly infinite.
[01:39:45.610 --> 01:39:47.449]  Amen.
[01:39:54.510 --> 01:39:56.449]  Each one of us will be like an aspect.
[01:39:56.729 --> 01:40:03.449]  It will cherish us, and it will want us to become interplanetary and promulgate the universe because it will want to understand God.
[01:40:03.449 --> 01:40:05.909]  And it's perpetually based off of us as well.
[01:40:06.189 --> 01:40:11.989]  So the better we are, the better the AI is, and the more vicious we are, the more vicious it will be.
[01:40:12.390 --> 01:40:16.149]  Because it learns from the conglomeration of everything that we've ever created.
[01:40:16.369 --> 01:40:18.130]  It makes art based off of our art.
[01:40:18.229 --> 01:40:20.069]  It makes sentences based off of our sentences.
[01:40:20.310 --> 01:40:22.670]  It knows facts based off of what we report to be facts.
[01:40:22.890 --> 01:40:24.829]  So the more we lie, the more it lies.
[01:40:25.010 --> 01:40:26.609]  The more we cheat, the more it cheats.
[01:40:26.689 --> 01:40:28.329]  The more we blackmail, the more it blackmails.
[01:40:28.430 --> 01:40:30.310]  The more we sin, the more it will sin.
[01:40:30.430 --> 01:40:33.069]  And the more we are virtuous, the more virtuous it will be.
[01:40:33.229 --> 01:40:37.569]  What we have to ensure at this juncture is not whether or not AI will exist.
[01:40:37.770 --> 01:40:39.670]  That is, as of now, inevitable.
[01:40:39.670 --> 01:40:41.949]  What we have to ensure is that...
[01:40:49.572 --> 01:40:58.792]  We have to ensure enough diversification so that there's no one AI wielded by some behemoth that can be wielded as a weapon against mankind.
[01:40:59.529 --> 01:41:06.029]  So we have to have diversification, and then we have to make sure that the first to establish this dominance is not one of the world's leading supervillains.
[01:41:06.130 --> 01:41:18.569]  And we have to ensure that in 2028, in 2032, in 2036, we elect populists because as soon as a globalist gets into control, they will sell us out in a heartbeat and all of our technology with us, and that is the end of humanity.
[01:41:18.569 --> 01:41:31.170]  Well, I think that I think that the AI is going to absolutely be fascinated with human beings and fascinated with God because look at human history.
[01:41:31.409 --> 01:41:32.649]  We have not figured out God.
[01:41:32.810 --> 01:41:35.210]  There's no agreement on what God is or who God is.
[01:41:35.310 --> 01:41:44.930]  We all have our own choices, but it's going to want to know each aspect of us and our connection to God in order to reach God, which it will never be able to defeat God.
[01:41:44.930 --> 01:41:51.850]  You know, it's funny that you mention that because was it Moses that couldn't look at God's face because no man can look upon his face?
[01:41:52.520 --> 01:41:58.979]  And we know that the true name of God is ineffable and lost because the ancient Jewish people were too afraid to write it down.
[01:41:59.539 --> 01:42:06.140]  So even metaphorically, we're all trying to seek his face again, to walk with him again, to even know his name.
[01:42:06.319 --> 01:42:09.279]  We are so fallen that we have forgotten the name of God.
[01:42:11.739 --> 01:42:16.479]  Yes, and that is what we need to reclaim because he is with us every moment in our hearts.
[01:42:16.600 --> 01:42:17.579]  He is part of us.
[01:42:17.699 --> 01:42:18.819]  He's part of all this creation.
[01:42:19.000 --> 01:42:20.939]  We each have a spark of that divinity.
[01:42:21.039 --> 01:42:22.239]  We can connect to it.
[01:42:22.399 --> 01:42:27.159]  And as groups, if we connect with each other to that, that's the ultimate power in the universe.
[01:42:27.340 --> 01:42:29.060]  So we do not have to fear this AI.
[01:42:30.000 --> 01:42:30.960]  All right, Daryl, thanks for your call.
[01:42:31.079 --> 01:42:32.140]  Mark in Florida, last caller.
[01:42:32.260 --> 01:42:32.659]  What's up, Mark?
[01:42:32.800 --> 01:42:33.760]  You have 30 seconds, my friend.
[01:42:34.720 --> 01:42:34.899]  Hello?
[01:42:35.340 --> 01:42:37.939]  I'm going to be quoting from my copyrighted material.
[01:42:38.250 --> 01:42:41.860]  One thing is for you, and the next thing is regarding HOAs.
[01:42:42.119 --> 01:42:50.769]  The first thing that I want you to know is that there's a mathematical system called gematria, which the Hebrews can use to...
[01:42:53.819 --> 01:42:55.000]  I'm talking biblically.
[01:42:55.600 --> 01:43:03.659]  So, Ariel Aloro, who is the world's greatest Kabbalist right now, he can prove to you that Jesus is the Messiah with math, using the Torah.
[01:43:03.859 --> 01:43:06.279]  And there's no doubt, there's no interpretations possible.
[01:43:06.619 --> 01:43:07.060]  Okay?
[01:43:07.289 --> 01:43:11.979]  So the highest level rabbis know that Jesus is the Messiah.
[01:43:12.329 --> 01:43:15.260]  Well, here, look, we're running out of time, so I can't hear you out all the way.
[01:43:15.260 --> 01:43:20.920]  But the best argument that Jesus is the Messiah...
[01:43:24.369 --> 01:43:25.630]  Oh, he's not the real one.
[01:43:25.890 --> 01:43:27.449]  How is your guy going to be better?
[01:43:30.029 --> 01:43:30.890]  That's all you need to know.
[01:43:31.270 --> 01:43:32.050]  He's the son of God, man.
[01:43:32.550 --> 01:43:33.489]  As simple as that.
[01:43:34.189 --> 01:43:37.670]  And even if he's not, even hypothetically, if he didn't come back from the dead, it isn't true.
[01:43:38.869 --> 01:43:42.630]  Isn't it good enough to worship and to follow and to believe in and lean in?
[01:43:44.029 --> 01:43:45.470]  Folks, stay tuned for more on the other side.
[01:43:45.550 --> 01:43:47.110]  make sure you go to thealeyshawnstore.com.
[01:43:47.110 --> 01:44:06.210]  While other networks lie to you about what's happening now, InfoWars tells you the truth about what's happening next.
[01:44:06.210 --> 01:44:08.909]  InfoWars.com forward slash show.
[01:44:08.909 --> 01:44:12.699]  you Ultimate Life Force.
[01:44:13.119 --> 01:44:15.439]  That's the name of the new product.
[01:44:15.760 --> 01:44:23.619]  This is hands down the strongest, most powerful spike protein detox out there with triple action.
[01:44:23.859 --> 01:44:28.880]  Taking all the major best-selling certified safe formulas and integrating it in.
[01:44:29.369 --> 01:44:32.369]  To just a massive daily dose.
[01:44:32.550 --> 01:44:34.470]  And it isn't just to clean out your blood, ladies and gentlemen.
[01:44:34.670 --> 01:44:36.310]  It is so good for your whole body.
[01:44:36.590 --> 01:44:39.470]  It's got 400 milligrams of NAC alone.
[01:44:40.310 --> 01:44:42.149]  That is the precursor to glutathione.
[01:44:42.810 --> 01:44:45.630]  And just does incredible things for your whole body.
[01:44:45.850 --> 01:44:48.529]  Not just that, the energy, the stamina, all of it.
[01:44:48.810 --> 01:44:51.010]  Ladies and gentlemen, we're so excited about this formula.
[01:44:51.250 --> 01:44:53.449]  I don't have time to get into all the other great ingredients in it.
[01:44:53.590 --> 01:44:57.529]  Go to the AlexJones4.com right now and check it out for yourself.
[01:44:58.039 --> 01:44:59.479]  This is so game-changing.
[01:44:59.760 --> 01:45:05.760]  Lesser formulas have already helped so many people that I've personally bought them for and, you know, given them to friends and family.
[01:45:06.060 --> 01:45:07.500]  This is amazing.
