# Transcription model: large-v3-turbo, custom faster_whisper
[00:00:15.580 --> 00:01:04.030]  Tomorrow's news today.
[00:30:19.890 --> 00:30:24.190]  Reportedly yelled at Netanyahu when the cameras weren't there.
[00:30:24.519 --> 00:30:25.420]  That's what I was told.
[00:30:28.900 --> 00:30:47.500]  So, all these wars that the neocon, Netanyahu, crew, the Bushes, the Cheneys, all of them, they're done.
[00:30:48.299 --> 00:30:50.339]  They don't control the Republican Party.
[00:30:50.660 --> 00:30:52.859]  In fact, they don't have any pull anymore.
[00:30:53.160 --> 00:30:54.640]  They are the most unpopular people.
[00:30:54.980 --> 00:31:02.559]  Cheney, Liz Cheney, lost the election with the lowest margin any Republican ever got in the primary.
[00:31:04.500 --> 00:31:06.119]  That's what people think of her.
[00:31:06.200 --> 00:31:12.660]  And the Democrats thought Kamala Harris being endorsed by Dick Cheney and Liz Cheney?
[00:31:14.349 --> 00:31:21.150]  Was going to make people go, ooh, we better be for Kamala if Dick Cheney likes her.
[00:31:22.589 --> 00:31:24.869]  Imagine the bubble they're in.
[00:31:26.569 --> 00:31:29.509]  Dick Cheney wasn't popular 30 years ago.
[00:31:30.289 --> 00:31:36.069]  And he's as popular as cancer right now.
[00:31:38.250 --> 00:31:40.470]  But they just keep doing it.
[00:31:41.450 --> 00:31:44.369]  And keep rolling Jeb Bush out to talk trash.
[00:31:44.529 --> 00:31:44.710]  Good.
[00:31:44.890 --> 00:31:45.329]  Keep it up.
[00:31:45.650 --> 00:31:46.630]  You people are a joke.
[00:31:47.950 --> 00:31:51.589]  Of course, they all had to get pardons of all the crimes they committed on the J6 committee.
[00:31:52.369 --> 00:31:54.730]  And I told them to their face, I said, you're criminals.
[00:31:55.130 --> 00:31:57.069]  You're falsifying evidence.
[00:31:58.390 --> 00:31:59.250]  Manipulating evidence.
[00:31:59.848 --> 00:32:02.178]  And of course, it all came out they were.
[00:32:02.227 --> 00:32:07.548]  Thank you.
[00:32:07.450 --> 00:32:09.849]  All these pathetic establishment people.
[00:32:13.640 --> 00:32:15.700]  Trying to hold on to power for dear life.
[00:32:17.140 --> 00:32:19.460]  So delusional, they don't know.
[00:32:19.660 --> 00:32:20.900]  The world hasn't just moved on.
[00:32:21.160 --> 00:32:23.000]  The world hates Bill Gates.
[00:32:23.200 --> 00:32:24.380]  Hates Klaus Schwab.
[00:32:25.000 --> 00:32:26.460]  Hates Barack Obama.
[00:32:26.920 --> 00:32:28.319]  Hates Michelle Obama.
[00:32:28.539 --> 00:32:29.599]  Hates Joe Biden.
[00:32:30.160 --> 00:32:31.079]  Hates Keira Starmer.
[00:32:31.640 --> 00:32:32.619]  Hates Emmanuel Macron.
[00:32:33.160 --> 00:32:36.779]  Hates them, hates them, hates them, hates them, and knows you're trash.
[00:32:37.059 --> 00:32:40.220]  And the world hates Benjamin Netanyahu.
[00:32:41.559 --> 00:32:44.799]  Eighty-some percent of the Israelis don't like him.
[00:32:49.539 --> 00:32:58.240]  So we're going to get into the big developments and play a very important clip before I get to Trump's statement he just made about this $600 billion-plus deal with Saudi Arabia and more.
[00:32:58.920 --> 00:33:06.480]  But before we do that, we have a new flash sale that is only running for a few days.
[00:33:07.529 --> 00:33:10.390]  The Alex Jones Power Bundle Super Deal.
[00:33:10.609 --> 00:33:11.210]  That's what it is.
[00:33:11.569 --> 00:33:24.650]  Get 30% off when you bundle Optimal Human, already the number two bestseller, and Ultramethylene Blue, plus every bundle, comes with a free 10-day gut cleanse.
[00:33:24.910 --> 00:33:34.890]  Now, I know a 10-day gut cleanse doesn't sound sexy, but I'm not going to sit here and read to you what all the ingredients do, but you can go check them out for yourself.
[00:33:35.210 --> 00:33:36.150]  It's got a...
[00:33:36.519 --> 00:33:40.220]  Known high-quality herbal blend that detoxifies and flushes you out.
[00:33:41.380 --> 00:33:47.119]  It's got a whole bunch of other key ingredients in it as well.
[00:33:47.420 --> 00:33:53.319]  This is just a private label of a well-known staple, highly rated gut cleanse.
[00:33:54.019 --> 00:33:59.140]  And a gut cleanse, to do periodically, is just as important as having a good prebiotic or probiotic.
[00:33:59.680 --> 00:34:03.039]  So you get a free bottle of...
[00:34:05.769 --> 00:34:11.869]  Gut cleanse with the methylene blue and the optimal human that go together like a horse and carriage.
[00:34:12.369 --> 00:34:18.650]  Methylene blue works with all the other super nutrients and optimal human and just does amazing things.
[00:34:19.690 --> 00:34:22.929]  And the kitchen sink is in optimal human.
[00:34:24.090 --> 00:34:25.590]  I never even promoted it.
[00:34:25.670 --> 00:34:30.869]  It became the best seller until Irish Sea Moss came along.
[00:34:31.349 --> 00:34:35.010]  And now, because we never keep it.
[00:34:36.509 --> 00:34:40.389]  The Optimal Human in stock, as soon as we got it back in, it's now the number two bestseller.
[00:34:40.769 --> 00:34:42.889]  Number one is Ultramethylene Blue.
[00:34:42.989 --> 00:34:54.309]  The point is, people don't normally discount their number two and number one bestseller and give somebody a free bottle of high-quality gut cleanse that's so important to your overall health.
[00:34:54.409 --> 00:35:02.530]  But I want people who haven't taken Optimal Human or Ultramethylene Blue, those of you on the fence, I want you to get it.
[00:35:02.840 --> 00:35:07.760]  Because I know it's going to work so well, you are going to be a long-term customer.
[00:35:07.940 --> 00:35:12.599]  We have a 73% reorder on these products.
[00:35:14.500 --> 00:35:16.800]  Now, almost nobody has that.
[00:35:17.179 --> 00:35:20.119]  That's an industry platinum level.
[00:35:20.719 --> 00:35:24.139]  And it's because they really work.
[00:35:25.320 --> 00:35:27.840]  And it funds this operation, so it's a 360 win.
[00:35:28.059 --> 00:35:35.519]  While you're on the AlexanderScore.com, Be sure and check out the widest selection of Patriot apparel t-shirts, ball caps, and more.
[00:35:36.500 --> 00:35:38.639]  Some of the very best designs.
[00:35:40.539 --> 00:35:46.039]  And it's an adventure to wear an Infowars shirt or an Alex Jones shirt or a Trump shirt.
[00:35:46.179 --> 00:35:53.159]  We have all the classic 70-76 style gear, Americana, the Gulf of America shirt that I designed that I'm very proud is the bestseller.
[00:35:53.559 --> 00:35:56.480]  Very simple but powerful in the Fed shirts.
[00:35:57.059 --> 00:35:58.679]  It just goes on.
[00:36:00.319 --> 00:36:02.139]  And on and on.
[00:36:03.780 --> 00:36:08.079]  So, F the New World Order shirt is one of my favorites.
[00:36:08.219 --> 00:36:11.940]  I've been trying to get a still shot of that with the blonde wearing it and the red shirt.
[00:36:12.079 --> 00:36:13.039]  I think it's striking.
[00:36:13.119 --> 00:36:14.820]  I think it should be a bestseller, but it's not.
[00:36:14.900 --> 00:36:16.219]  I don't think we've ever shown it actually on air.
[00:36:16.760 --> 00:36:18.860]  I've been trying a few months to get that on, but I don't know why.
[00:36:18.940 --> 00:36:19.599]  It's like a...
[00:36:19.840 --> 00:36:20.320]  I'm not mad.
[00:36:20.460 --> 00:36:22.820]  It's like certain little ghosts of the machines.
[00:36:22.820 --> 00:36:24.079]  I just go over and over again.
[00:36:24.139 --> 00:36:24.739]  I want this.
[00:36:26.099 --> 00:36:26.559]  I want this.
[00:36:27.860 --> 00:36:30.000]  No, no, no, no, no, no, no.
[00:36:30.199 --> 00:36:30.559]  I love it.
[00:36:30.619 --> 00:36:30.820]  It's okay.
[00:36:31.260 --> 00:36:34.320]  The point is, ah, there it is.
[00:36:34.440 --> 00:36:35.679]  But I want the one in red.
[00:36:38.599 --> 00:36:38.920]  Sorry.
[00:36:40.019 --> 00:36:42.300]  So a lot of amazing shirts.
[00:36:42.500 --> 00:36:54.769]  And again, when I tell you it's an adventure to wear one of these shirts, You'll get your dinner bought for you in small towns and even in big cities and you'll get pretty much nothing but love.
[00:36:56.429 --> 00:37:01.469]  Except, you know, occasionally you might get coffee dumped on your head or something like that.
[00:37:01.590 --> 00:37:06.949]  But wearing one of these shirts is pretty close to being on shirts.
[00:37:07.369 --> 00:37:08.409]  Don't say like, ooh, it's cool.
[00:37:08.469 --> 00:37:08.809]  Be like me.
[00:37:08.889 --> 00:37:15.349]  I'm saying you'll get to experience how popular freedom is because you've got your anonymity, which is great.
[00:37:15.909 --> 00:37:17.170]  But you're a private person.
[00:37:18.500 --> 00:37:23.059]  A lot of folks don't realize how many people are actually awake until you wear a Patriot shirt.
[00:37:23.460 --> 00:37:24.840]  And then you're like, wow.
[00:37:25.480 --> 00:37:28.860]  All right, I'm going to stop plugging thealexjonesstore.com.
[00:37:29.579 --> 00:37:35.159]  Separately, people keep asking, wow, how long is Infowars going to be here?
[00:37:35.239 --> 00:37:41.119]  And the answer is, I don't know, because I've sued the Democrats and suing in federal court and blocking them trying to grab this place.
[00:37:41.119 --> 00:37:41.860]  And we just keep fighting.
[00:37:41.960 --> 00:37:43.019]  We've got a backup network built.
[00:37:43.639 --> 00:37:46.300]  And every time I think we're about to get a shutdown, we get a reprieve.
[00:37:46.730 --> 00:37:48.190]  It's like being on death row or something.
[00:37:48.269 --> 00:37:48.889]  We just keep fighting.
[00:37:49.010 --> 00:37:49.469]  We never surrender.
[00:37:49.809 --> 00:37:58.550]  But everything you order at InfoWareStore.com goes to keep us on the air, and it'll all get shipped out to you instantly right out of Colorado.
[00:37:59.690 --> 00:38:04.690]  Ultimate Fish Oil, Limited Supply, Nitric Boost, Survival Shield X2, the classic, so good for you.
[00:38:04.769 --> 00:38:10.869]  It goes great with Methylene Blue, Rainforest Ultra, the incredible Nootropic, the super strong Linus Pauling.
[00:38:11.440 --> 00:38:15.699]  Multi-thousand milligram vitamin C, organic with zinc, so incredibly good for your whole body.
[00:38:16.139 --> 00:38:18.239]  VasoBeats, great for your heart cardiovascular system.
[00:38:18.380 --> 00:38:20.260]  Ultra 12, the highest quality medical grade.
[00:38:24.179 --> 00:38:29.400]  Vitamin B12, the prebiotic fiber, not a sexy sounding name, but it really works good and so good for you.
[00:38:29.739 --> 00:38:32.420]  PainMD, good, strong, powerful, natural pain lever.
[00:38:33.059 --> 00:38:34.599]  Get PainMD, you'll be impressed.
[00:38:35.000 --> 00:38:39.920]  And more at InfoWarsStore.com.
[00:38:40.800 --> 00:38:46.699]  And I thank you for everything you've done, because without you, we would not be here.
[00:38:47.280 --> 00:38:47.539]  Okay.
[00:38:49.519 --> 00:38:50.539]  Let me do this.
[00:38:53.139 --> 00:38:58.599]  Let me go back to Netanyahu, and then I'm going to go to the big developments, the big successes Trump just had and we just had.
[00:38:59.820 --> 00:39:06.820]  So has it ever been more obvious, I mean, it's on record, that he's a neocon, the boss of the neocons.
[00:39:07.679 --> 00:39:09.739]  You know, the old boss was Dick Cheney.
[00:39:09.960 --> 00:39:10.920]  And Donald Rumsfeld.
[00:39:13.039 --> 00:39:19.159]  But if you had to have like a council of three, it was Netanyahu, Dick Cheney, and Donald Rumsfeld.
[00:39:19.280 --> 00:39:25.860]  Well, Rumsfeld's dead and Cheney's a robot or something.
[00:39:26.380 --> 00:39:28.440]  And it's Netanyahu.
[00:39:28.639 --> 00:39:37.019]  And so he's the last standing neocon for the Middle Eastern war plan that...
[00:39:37.449 --> 00:39:45.010]  General Wesley Clark exposed over 15 years ago, but we already knew that plan as well because it had come out of the Pentagon.
[00:39:45.010 --> 00:39:46.949]  But he talked about coming in and seeing the plan.
[00:39:47.750 --> 00:39:49.829]  And they would just use whatever excuse they needed.
[00:39:50.909 --> 00:39:53.570]  Well, there's one country left they haven't gotten.
[00:39:54.869 --> 00:39:56.409]  And that is Iran.
[00:39:56.630 --> 00:39:57.550]  They just got Syria.
[00:39:58.610 --> 00:40:04.110]  And again, oh, you know, the barbarism of Hamas, the worst in history.
[00:40:04.750 --> 00:40:05.550]  So evil.
[00:40:05.730 --> 00:40:07.710]  And yeah, I don't like Hamas, but they did it on October 7th.
[00:40:07.829 --> 00:40:08.070]  It's wrong.
[00:40:08.289 --> 00:40:13.070]  Standing down for seven and a half hours, one of the best militaries in the world, that is extremely competent, as you've just seen.
[00:40:13.809 --> 00:40:14.849]  It's like a light switch.
[00:40:15.010 --> 00:40:25.750]  The Israelis could be just incredible precision, incredibly competent, and just take out Hezbollah's proxies all over the place like that.
[00:40:25.889 --> 00:40:27.630]  But ooh, October 7th, man.
[00:40:28.269 --> 00:40:33.289]  Retired military to get in their cars and drive 30 minutes to an hour to go fight.
[00:40:33.550 --> 00:40:36.250]  Hamas is a total military standout.
[00:40:38.630 --> 00:40:41.929]  Oh, but Benjamin Yahoo said they'll get to investigating that once the war's over.
[00:40:41.989 --> 00:40:43.769]  But now he said today, it's never-ending.
[00:40:43.769 --> 00:40:45.949]  We're taking over provocation.
[00:40:48.730 --> 00:41:02.349]  But my point of bringing up Hamas being, you know, killing, raping babies or beheading babies and all this other stuff that, just like babies in incubators with Saddam Hussein stomping their guts out, never happened.
