# Transcription model: nvidia/parakeet-tdt-0.6b-v2, custom faster_whisper
[00:00:30.000 --> 00:00:32.320]  InfoWars, tomorrow's news.
[00:27:07.759 --> 00:27:18.960]  I believe he is a dyed-the-wool actual mossad officer we'll be right back USP medical grade methylene blue is all the rage.
[00:27:19.279 --> 00:27:23.680]  RFK Jr., Mel Gibson, scientists, doctors everywhere are talking about it.
[00:27:24.000 --> 00:27:29.440]  And we have the very best methylene blue USP grade made in Florida that you're going to find anywhere.
[00:27:29.599 --> 00:27:32.000]  It is so much stronger than anybody else's.
[00:27:32.240 --> 00:27:34.799]  And right now, we have the biggest sale ever.
[00:27:35.119 --> 00:27:40.400]  You can get a bottle of the methylene blue capsules or liquid tincture, same great formula.
[00:27:40.640 --> 00:27:46.880]  And then when you buy one bottle, you get another bottle free for a limited time at thealxjonesstore.com.
[00:27:46.960 --> 00:27:49.920]  Our methylene blue has over an 80% reorder.
[00:27:50.079 --> 00:27:59.680]  So for all of you that have been on the fence, go get yours now, already discounted, and get a free bottle with every bottle you buy at thealixjonesstore.com.
[00:27:59.920 --> 00:28:03.920]  Here's some of the amazing testimonies talking about medical grade methylene blue.
[00:28:04.160 --> 00:28:07.519]  You were just telling me that you had a brain disease.
[00:28:07.839 --> 00:28:10.240]  And you, what did you do to fix it?
[00:28:10.559 --> 00:28:16.319]  I found this guy as a functional medicine guy, and he got me on methylene blue.
[00:28:16.640 --> 00:28:19.920]  And that instantly stopped everything.
[00:28:20.240 --> 00:28:20.880]  I take it.
[00:28:21.039 --> 00:28:21.200]  Okay.
[00:28:21.440 --> 00:28:21.599]  Yeah.
[00:28:21.839 --> 00:28:22.960]  I take it every day as well.
[00:28:23.440 --> 00:28:24.960]  And RFK Jr. told me about it.
[00:28:25.200 --> 00:28:26.640]  Yeah, man, it's fantastic.
[00:28:26.960 --> 00:28:33.039]  And so this guy's injecting in 1890, injects these rats with it and then does an autopsy on these things.
[00:28:33.599 --> 00:28:37.839]  And their brain, the brainstem, every single nerve is blue.
[00:28:38.160 --> 00:28:42.720]  So he discovered this methylene blue has an affinity for neuronal tissue.
[00:28:43.039 --> 00:28:46.559]  So he says, well, it's sucking into neurons and working in the body.
[00:28:46.720 --> 00:28:48.640]  So we started putting it in humans.
[00:28:49.200 --> 00:28:55.680]  And we found out it's an MAOI, which helps with depression and anxiety and all kinds of life stress and stuff.
[00:28:56.000 --> 00:29:03.759]  It is so incredible that it acts as an electron donor to mitochondria, especially your neuronal mitochondria.
[00:29:04.319 --> 00:29:10.559]  So it helps you produce more ATP and it helps you get rid of this stuff called reactive oxygen species.
[00:29:10.640 --> 00:29:13.680]  So you have an oxygen molecule that should have two hydrogens on it.
[00:29:13.839 --> 00:29:18.000]  And like your body's job is to convert stuff into water so you can pee it out.
[00:29:18.319 --> 00:29:25.680]  So if you get an oxygen molecule, it's got four, five, one, it's a reactive oxygen, which we call free radicals.
[00:29:26.000 --> 00:29:31.680]  So methylene blue goes in there and balances a lot of those things out in your brain and your nervous system.
[00:29:32.000 --> 00:29:34.400]  So it is a miracle.
[00:29:34.480 --> 00:29:36.079]  And it's been proven for 100 years.
[00:29:36.400 --> 00:29:38.720]  It's one of the most well-proven drugs out there.
[00:29:39.039 --> 00:29:41.039]  The strongest medical grade methylene blue.
[00:29:41.119 --> 00:29:41.839]  And this is what I'm on.
[00:29:42.000 --> 00:29:44.640]  Total mitochondria cleaning, next level energy.
[00:29:44.880 --> 00:29:46.160]  This is amazing.
[00:29:46.480 --> 00:29:47.279]  And you want to what I'm on?
[00:29:47.440 --> 00:29:48.960]  Iris Seamos Shilogy.
[00:29:49.119 --> 00:29:50.319]  This right here, look at that.
[00:29:50.559 --> 00:29:51.759]  That is power.
[00:29:55.440 --> 00:29:56.480]  I'm on intermittent fasting.
[00:29:56.559 --> 00:29:58.000]  I'm eight at three o'clock today.
[00:29:58.960 --> 00:30:01.920]  And I stopped eating crap food, stopped drinking.
[00:30:02.088 --> 00:30:03.658]  That's what I'm on right there, baby.
[00:30:03.748 --> 00:30:11.337]  *Outro music*
[00:30:11.680 --> 00:30:19.519]  America and President Trump is in the driver's seat now taking control of the future destiny of humanity.
[00:30:20.160 --> 00:30:23.519]  A pro-human team, humanity destiny.
[00:30:23.839 --> 00:30:36.319]  And we're not going to let NATO or the remnants of the British Empire or the ChiComms or the Israelis or the Hollywood Satanists or any of them put us back in the cage.
[00:30:36.880 --> 00:30:38.720]  This is a jailbreak.
[00:30:41.279 --> 00:30:46.079]  Now, I want to continue here in a moment with what Steve Bannon was doing openly, not just what you saw.
[00:30:46.160 --> 00:30:54.240]  I've got more clips, calling out Fox News basically being a Mossad operation trying to push us into total war.
[00:30:54.880 --> 00:30:58.480]  And the deep state's heavily involved supporting that as well, not just Israel.
[00:30:58.799 --> 00:31:01.680]  It's a collaboration that Eisenhower warned us of.
[00:31:02.668 --> 00:31:03.878]  But first, a big announcement.
[00:31:03.878 --> 00:31:12.067]  A big announcement.
[00:31:12.079 --> 00:31:17.279]  Ladies and gentlemen, I told you that we were selling out of ultramethylene blue.
[00:31:17.359 --> 00:31:20.640]  We have the very best USP medical grade, taking the country by storm.
[00:31:20.799 --> 00:31:22.000]  Absolutely incredible.
[00:31:22.319 --> 00:31:27.359]  Not just a supplement, not a stimulant, but feels like one with no letdown, clarity, sleep, better everything.
[00:31:27.519 --> 00:31:29.440]  Your whole body cleans out your mitochondria.
[00:31:29.680 --> 00:31:37.039]  99% of people, it's actually about one out of 200 I've given it to, but it's like 400 plus people, maybe two or three said they didn't feel anything.
[00:31:38.000 --> 00:31:40.400]  But in the medical record, it's super good for your mitochondria.
[00:31:40.480 --> 00:31:41.759]  It's just next level.
[00:31:42.799 --> 00:31:59.440]  And we have sold out of the methylene blue capsules with the vitamin C. But if you are a subscriber, you got to still get it, even on your next order, and it's held back and you get 50% off.
[00:31:59.759 --> 00:32:05.839]  But we have the liquid, pure liquid, USP grade, ultramethylene blue.
[00:32:06.720 --> 00:32:08.960]  Is in stock, but supplies are limited.
[00:32:09.599 --> 00:32:15.519]  It could sell out at current sales rates by late next week, but they're getting more made in Florida.
[00:32:15.599 --> 00:32:19.039]  So I don't think that's going to happen, but we could be out of it for a few weeks.
[00:32:19.360 --> 00:32:23.680]  So you can still take advantage of the biggest sale of ultramethylene blue yet.
[00:32:25.599 --> 00:32:33.039]  Buy one bottle of the liquid already discounted, and you get another bottle free.
[00:32:33.920 --> 00:32:43.119]  And until Sunday night, that's how long the sale's going, you can sign up for auto ship, subscribe, canceling time in your profile for free.
[00:32:44.720 --> 00:32:53.119]  But as long as you want it, it will be locked in in perpetuity to hold it back for you so it never runs out when it does run out.
[00:32:53.680 --> 00:32:55.839]  And you get 50% off in perpetuity on it.
[00:32:55.920 --> 00:32:56.720]  That is a great deal.
[00:32:57.039 --> 00:32:59.279]  And we've got an over 80% reorder.
[00:32:59.519 --> 00:33:02.880]  Never had a Product that high, usually it's 70-something percent, even with the best sellers.
[00:33:04.559 --> 00:33:07.119]  Stuff like probiotics, not that sexy, even though we have one of the best.
[00:33:07.440 --> 00:33:08.880]  And that's got like a 30% reorder.
[00:33:09.039 --> 00:33:18.880]  People are saying, probiotic, it's very important to take, but it's not as sexy as doesn't have the most obvious dramatic effects, like a Osmo Human or a Shilogy or Ultimate CMOS.
[00:33:20.000 --> 00:33:21.440]  Those are over the 70s reorder.
[00:33:21.519 --> 00:33:23.119]  This is in the low 80 reorders.
[00:33:23.599 --> 00:33:25.119]  Nobody gets a product like that.
[00:33:25.519 --> 00:33:26.960]  That's how good it works.
[00:33:27.599 --> 00:33:35.440]  So get yours now at thealixjonstore.com.
[00:33:35.519 --> 00:33:40.240]  And while you're there, check out the latest selection of Patriot Apparel anywhere.
[00:33:40.960 --> 00:33:47.759]  Popular ultra-marathon champ and influencer Mags never asked her to do this.
[00:33:49.039 --> 00:33:51.680]  But she said, well, Alex has never steered me wrong in politics.
[00:33:51.759 --> 00:33:53.599]  So let me go ahead and try it.
[00:33:54.240 --> 00:33:55.359]  And she did.
[00:33:55.680 --> 00:33:57.519]  And this is what she had to say about it.
[00:33:58.079 --> 00:34:03.200]  Friends know that I usually think everything's a scam from supplements and products and vitamins.
[00:34:03.440 --> 00:34:04.400]  I don't take anything.
[00:34:04.640 --> 00:34:10.400]  I usually buy it, try it, don't feel the results, end up tossing it and wasting money.
[00:34:10.719 --> 00:34:13.679]  So I love Alex Jones and the Infowars crew.
[00:34:14.000 --> 00:34:20.800]  And Alex kept playing this video of Robert Kennedy Jr. putting some blue drops in what looked like water.
[00:34:21.119 --> 00:34:22.880]  And I wanted a way to support the team.
[00:34:23.039 --> 00:34:25.840]  So I decided to buy this methylene blue.
[00:34:25.920 --> 00:34:28.639]  This methylene blue, it is tremendous.
[00:34:28.800 --> 00:34:31.119]  I would not be making this video if I didn't believe in it.
[00:34:31.440 --> 00:34:35.519]  After I take it throughout the day, I start feeling better and better and better.
[00:34:35.840 --> 00:34:36.800]  My workouts.
[00:34:37.119 --> 00:34:40.320]  I feel like I'm 15 years younger than I am.
[00:34:40.639 --> 00:34:45.760]  And the app that I record my running on proves that my workouts are getting better.
[00:34:46.000 --> 00:34:52.159]  So I got to tell you what, God, family, country, InfoWars, and Methylane Blue.
[00:34:52.259 --> 00:34:53.139]  Get it while you can.
[00:34:53.139 --> 00:34:58.708]  Get it while you can.
[00:34:58.719 --> 00:34:59.280]  All right.
[00:34:59.440 --> 00:35:02.159]  Let me say one more thing about the future of InfoWars.
[00:35:02.239 --> 00:35:03.199]  Then I'll get into all the news.
[00:35:03.360 --> 00:35:10.960]  Tucker Carlson exposes Murdoch plot to take down Trump, says they urged him to run against 45 right after the Axis show.
[00:35:11.280 --> 00:35:16.239]  I learned that later from Tucker years ago, but I learned that from the people who were involved.
[00:35:16.559 --> 00:35:18.559]  And they said, we'll 100% get behind you.
[00:35:18.719 --> 00:35:19.920]  You will be the president.
[00:35:20.239 --> 00:35:22.000]  We will finance it all.
[00:35:22.320 --> 00:35:26.719]  And then Trump even talked to him in the last couple of years about being his VP running mate.
[00:35:26.800 --> 00:35:27.840]  And Tucker said no.
[00:35:28.159 --> 00:35:29.760]  And everybody's like, oh, he'll be the VP.
[00:35:29.840 --> 00:35:30.480]  He'll be the.
[00:35:31.199 --> 00:35:33.199]  And Tucker told me the same thing in his house a few years ago.
[00:35:33.280 --> 00:35:42.960]  He said, or I guess even before that, when he came to visit me on Thanksgiving, and he said, God would have to appear to me to run for president.
[00:35:43.039 --> 00:35:44.559]  He goes, I want nothing to do with it.
[00:35:44.880 --> 00:35:50.000]  He loves to be in Maine and hunt all the time and shoot or fish and hunt in Florida.
[00:35:50.159 --> 00:35:51.199]  I mean, he's an outdoors guy.
[00:35:51.280 --> 00:35:53.679]  He cannot stand D.C., the power circles.
[00:35:53.760 --> 00:35:54.400]  He's the real deal.
[00:35:54.559 --> 00:35:57.519]  He's exactly this type of guy you'd want to be the president because he doesn't want it.
[00:35:57.840 --> 00:36:00.480]  It's like in Gladiator, which is based on a composite of three true stories.
[00:36:00.559 --> 00:36:06.320]  It's actually true, where Caesar wants this general that he raised from a child, came from a poor background.
[00:36:08.559 --> 00:36:14.480]  His name wasn't Maximus in history, but that's in the Russell Crowe movie, The Composite.
[00:36:14.800 --> 00:36:16.880]  And he says, I don't want to be the emperor.
[00:36:17.199 --> 00:36:19.360]  And he said, that's why you must be.
[00:36:20.320 --> 00:36:21.199]  And it's a true story.
[00:36:21.360 --> 00:36:23.760]  They had a coup and removed him and all the rest of it.
[00:36:24.400 --> 00:36:30.079]  But the point is, is that it's the people that don't want the power and who are smart and good that would deserve it.
