[00:00:00.110 --> 00:00:06.719]  It's Friday.
[00:26:25.759 --> 00:26:29.519]  And the FBI agents have bragged, oh, we're not really being reassigned.
[00:26:29.720 --> 00:26:32.799]  We will say we are, but we're just going to stay here in the building in D.C. or New York.
[00:26:33.000 --> 00:26:34.299]  They're refusing to leave.
[00:26:34.519 --> 00:26:35.759]  Supposed to get sent to Alabama?
[00:26:36.019 --> 00:26:37.079]  Supposed to get sent to Texas?
[00:26:37.440 --> 00:26:37.839]  Nope.
[00:26:39.779 --> 00:26:41.279]  We're not going to go after bank robbers.
[00:26:41.769 --> 00:26:46.509]  MS-13, we're going to stay right here and harass Americans all day long like yours truly.
[00:26:47.490 --> 00:26:48.750]  And we have all the documents.
[00:26:49.750 --> 00:26:53.569]  So, this is being forced out in the open.
[00:26:53.829 --> 00:26:59.450]  They've committed mass crimes of obstruction of justice, destruction of evidence.
[00:27:01.309 --> 00:27:03.269]  And they're in a lot of trouble.
[00:27:03.690 --> 00:27:09.630]  And if they think they're not going to get indicted because we're living in the old days, no we're not.
[00:27:10.000 --> 00:27:12.900]  You're dealing with Donald Trump 2.0.
[00:27:13.660 --> 00:27:16.420]  And you are criminals.
[00:27:16.420 --> 00:27:18.539]  And you are pedophile masters.
[00:27:19.799 --> 00:27:21.460]  Mark your calendars.
[00:27:23.079 --> 00:27:34.200]  On Thursday, February 27th, 2025, the global has stepped right into a giant bear trap laid by the Trump administration.
[00:27:35.460 --> 00:27:47.559]  And publicly said they'd given over all the Jeffrey Epstein files when they had high-level whistleblowers that had copies of a whole bunch of it, horrible recordings, audio, video, files, blackmail, all of it.
[00:27:47.759 --> 00:28:01.819]  All the stuff that James Comey's evil little daughter, covering up all the major pedophile cases in the country connected to intelligence agencies, caught red-handed.
[00:28:04.259 --> 00:28:08.380]  And now, they've raided those offices, and they're there right now.
[00:28:09.700 --> 00:28:12.900]  They're saying it looks like more than 50 agents have been in there since yesterday afternoon.
[00:28:13.960 --> 00:28:21.240]  And they're reportedly driving out with van load after van load, already headed to D.C., already headed to the airport we put on planes.
[00:28:26.240 --> 00:28:33.599]  And, of course, a lot of the stuff's been erased, but they have agents that got big pieces of it that have been sitting there watching it.
[00:28:33.740 --> 00:28:35.799]  For years, praying Trump would get in.
[00:28:38.789 --> 00:28:39.480]  High level.
[00:28:39.480 --> 00:28:53.730]  And suddenly it's hitting the news everywhere that, oh, looks like FBI agents were involved with Crooks the shooter and geolocation information on his phone and cover-ups.
[00:28:53.740 --> 00:28:55.339]  It's all over Fox News right now.
[00:28:55.539 --> 00:28:55.880]  Oh!
[00:28:56.569 --> 00:28:59.089]  And the hosts are saying, looks like the government tried to kill Trump.
[00:28:59.230 --> 00:29:01.029]  Oh, you didn't think, Bill.
[00:29:01.569 --> 00:29:05.970]  You know why Fox and everybody's getting on board right now and why the Fox shows sound like me?
[00:29:06.529 --> 00:29:08.230]  Because we've won.
[00:29:12.009 --> 00:29:16.750]  Oh, they could still kill Trump or even set a nuke off or do anything, but they'll still be destroyed in the end.
[00:29:17.349 --> 00:29:18.430]  It's over.
[00:29:20.849 --> 00:29:21.849]  You are beaten.
[00:29:22.329 --> 00:29:24.109]  It is useless to resist.
[00:29:28.469 --> 00:29:30.309]  Don't make me destroy you.
[00:29:33.549 --> 00:29:38.130]  So, that's where we are.
[00:29:39.349 --> 00:29:49.769]  And in front of the whole world, oh, they've got their operatives left-wing, fake right-wing, trying to, oh, Trump's covering it up, oh, Pam Bondi, oh, Kashmir, oh, God, they all...
[00:29:49.769 --> 00:29:55.150]  But all the adults in the room know exactly what's going on.
[00:29:56.539 --> 00:30:00.599]  The globalists are being demolished, dismantled, burned to the ground.
[00:30:00.878 --> 00:30:03.578]  They're already a pile of smoking ashes.
[00:30:03.578 --> 00:30:11.458]  I'm tempted to play the clips of Comey I played two days ago.
[00:30:11.458 --> 00:30:16.628]  He was like, yeah, I didn't have the authority, but I ran all the operations against Trump and set them all up.
[00:30:17.619 --> 00:30:18.660]  Yeah, I'm pretty powerful.
[00:30:19.920 --> 00:30:21.700]  Never thinking Trump would get back in.
[00:30:22.039 --> 00:30:24.619]  And then a few months before Trump won, you can't let him get in there.
[00:30:24.700 --> 00:30:25.339]  He'll come after it.
[00:30:25.400 --> 00:30:27.920]  All of us, he'll find out everything.
[00:30:31.059 --> 00:30:38.180]  And now you see Comey, when he gets caught in the park or walked by the camera, he's just like...
[00:30:38.180 --> 00:30:40.599]  And Keir Starmer's all...
[00:30:40.599 --> 00:30:42.140]  Zelensky's all...
[00:30:42.140 --> 00:30:42.940]  Yeah!
[00:30:44.599 --> 00:30:45.259]  Jigs up!
[00:30:48.240 --> 00:30:49.059]  I mean...
[00:30:49.099 --> 00:30:53.900]  Trying to kill somebody, destroy his family and his country, and then he gets into power?
[00:30:55.700 --> 00:30:58.819]  And you've done a lot to me, too.
[00:30:59.140 --> 00:30:59.819]  A lot.
[00:31:00.400 --> 00:31:03.299]  But at the end of the day, I just want you off the backs of the country and the children.
[00:31:05.160 --> 00:31:08.400]  But it is extremely relieving.
[00:31:09.539 --> 00:31:11.079]  I don't have vitriol over all this.
[00:31:11.200 --> 00:31:12.680]  It's like having a giant gorilla.
[00:31:13.819 --> 00:31:16.660]  But weighed 5,000 pounds sitting on your chest, you can't breathe.
[00:31:16.920 --> 00:31:30.460]  It feels really good to have that gorilla not just off of you, but watching it shrink down to a little pew shit in front of you so you can just put it in a little bug case.
[00:31:30.599 --> 00:31:32.859]  Oh, here, let me just put you in your little supermax prison.
[00:31:33.019 --> 00:31:34.160]  That's a nice place for you.
[00:31:36.660 --> 00:31:42.180]  So, these Ivy League globalist scumbags thought they'd have their foot...
[00:31:42.170 --> 00:31:44.130]  On the neck of America forever.
[00:31:44.549 --> 00:31:49.490]  They thought they'd just have free reign to chop our son's penises off and start nuclear war.
[00:31:50.049 --> 00:31:51.890]  Well, guess what, crazy people?
[00:31:52.849 --> 00:31:53.970]  Klaus Schwab, all of you.
[00:31:55.250 --> 00:31:57.970]  Your days have come to an end.
[00:31:58.789 --> 00:31:59.980]  And not soon enough.
[00:32:00.049 --> 00:32:07.509]  This is a real revolution.
[00:32:07.509 --> 00:32:08.509]  Thank you.
[00:32:08.630 --> 00:32:10.390]  Born out of blood, sweat, and tears.
[00:32:11.319 --> 00:32:13.500]  And no, we're not offering some utopia.
[00:32:13.720 --> 00:32:15.660]  Only a government and a system not out to get you.
[00:32:16.420 --> 00:32:17.819]  We got plenty of problems.
[00:32:20.980 --> 00:32:29.380]  Here is the new deputy director of the FBI, Dan Mangino, very honorable smart man, who's been through hell himself.
[00:32:30.299 --> 00:32:40.420]  And you can look up everything he's saying, it's all on record, about Maureen Comey, who...
[00:32:40.440 --> 00:32:51.700]  When she was literally just into the FBI, into the Justice Department, prosecutor, assistant U.S. attorney, beyond wet behind the ears, snot-nosed.
[00:32:51.920 --> 00:32:53.500]  I mean, she still looks like a 10-year-old.
[00:32:54.440 --> 00:32:57.160]  She's magically given all the major pedo cases.
[00:32:57.680 --> 00:33:02.400]  Not just P. Diddy, not just Epstein, not just Ghislaine Maxwell.
[00:33:02.660 --> 00:33:04.140]  She's got dozens of them.
[00:33:04.319 --> 00:33:06.279]  I mean, you know when she gets given the case.
[00:33:07.250 --> 00:33:11.170]  It's when there are the other cases around the country that are being run by people that aren't corrupt.
[00:33:11.470 --> 00:33:17.269]  They follow their own and then take control of it.
[00:33:17.750 --> 00:33:20.049]  That's where they do their cover-ups is in New York.
[00:33:20.329 --> 00:33:24.490]  That's the real locust, the real mothership of the really nasty stuff.
[00:33:25.390 --> 00:33:25.869]  Decent.
[00:33:30.150 --> 00:33:33.390]  Trump is live with Zelensky right now.
[00:33:34.390 --> 00:33:36.549]  But thanks to the beauty of...
[00:33:37.029 --> 00:33:38.990]  We can just back it up whenever we want.
[00:33:40.549 --> 00:33:41.029]  But...
[00:33:41.029 --> 00:33:48.829]  I want to finish up on this.
[00:33:49.630 --> 00:33:50.990]  Well, let's not finish up.
[00:33:51.089 --> 00:33:52.170]  There's a lot more to get into on this.
[00:33:52.430 --> 00:33:54.049]  This is bigger than Epstein.
[00:33:54.289 --> 00:34:05.690]  This is about the key control system of the deep state, the secret police, the FBI. Same thing you see in Europe trying to arrest our populist leaders and arresting them.
[00:34:06.039 --> 00:34:07.480]  This is how they enforce things.
[00:34:07.579 --> 00:34:08.440]  This is the Praetorian Guard.
[00:34:09.480 --> 00:34:12.039]  And they've been caught engaged in mass crimes.
[00:34:12.199 --> 00:34:15.219]  And they're not just covering up the pedophilia.
[00:34:15.480 --> 00:34:18.119]  They work with the CIA running it.
[00:34:18.120 --> 00:34:19.760]  It's their operations.
[00:34:19.760 --> 00:34:31.750]  I'll start getting into the Russian stuff that's just as big as this.
[00:34:31.760 --> 00:34:34.559]  And it's hard to be as big as this because it's all the same thing.
[00:34:34.639 --> 00:34:35.199]  It's all interconnected.
[00:34:36.809 --> 00:34:46.690]  There's just another part, another wing of the same fight we've got going on to end this war and to redraw the international order, which is happening.
[00:34:47.010 --> 00:34:51.349]  Because the international order we had was destructive and parasitic and based on fraud and lies.
[00:34:51.650 --> 00:34:53.050]  It was going to get us all killed.
[00:34:53.949 --> 00:34:59.250]  But here's Dan Bongino talking about the daughter of Comey.
[00:34:59.329 --> 00:34:59.789]  Here it is.
[00:35:00.329 --> 00:35:03.150]  We have an update on that from the Telegraph.
[00:35:03.710 --> 00:35:05.449]  Turns out, headline...
[00:35:05.449 --> 00:35:10.909]  Evidence from Jeffrey Epstein's safe went missing after an FBI raid.
[00:35:11.110 --> 00:35:13.369]  Court hears in Ghislaine Maxwell's trial.
[00:35:15.670 --> 00:35:17.170]  Folks, listen.
[00:35:17.909 --> 00:35:21.550]  I have over a decade of experience as a federal agent myself.
[00:35:21.730 --> 00:35:22.190]  Who cares?
[00:35:22.309 --> 00:35:22.989]  Hey, look at me.
[00:35:23.190 --> 00:35:26.269]  I'm just telling you to prove bona fides here.
[00:35:26.269 --> 00:35:33.130]  I have processed hundreds, if not thousands of pieces of evidence throughout my law enforcement career.
[00:35:34.920 --> 00:35:36.920]  I don't know how you would lose evidence.
[00:35:37.239 --> 00:35:39.320]  Let me explain to you how evidence works.
[00:35:39.760 --> 00:35:47.059]  You serve a search warrant in Jeffrey Epstein's house, and let's say, for example, you find videotapes or DVDs or whatever it may be.
[00:35:48.139 --> 00:35:49.539]  You then take them.
[00:35:49.820 --> 00:35:51.000]  You tag them.
[00:35:51.219 --> 00:35:53.039]  You note where you found them.
[00:35:53.199 --> 00:35:55.000]  In many cases, you take pictures.
[00:35:55.179 --> 00:35:57.559]  In most cases now, you take pictures of where you found them.
[00:35:57.980 --> 00:36:01.679]  You catalog them in evidence envelopes so you can't tamper with them, right?
[00:36:01.760 --> 00:36:02.679]  You seal the envelope.
[00:36:02.840 --> 00:36:04.139]  You sign the envelope.
[00:36:04.489 --> 00:36:13.230]  It then comes back with you in custody, and it goes back typically, well, in the Secret Service, to an evidence vault, which is a big, like, bank safe, in the office.
[00:36:13.710 --> 00:36:16.570]  To go in the evidence vault, you have to sign in.
[00:36:16.730 --> 00:36:20.250]  To sign out the evidence, you have to sign out the specific piece of evidence.
[00:36:20.690 --> 00:36:25.469]  How the hell do you lose evidence in a case this big?
[00:36:29.170 --> 00:36:30.329]  Is it lost?
[00:36:31.909 --> 00:36:34.210]  Was it lost, if you get what I mean?
[00:36:34.480 --> 00:36:35.119]  I don't know.
[00:36:35.619 --> 00:36:36.760]  I'm just telling you.
[00:36:36.900 --> 00:36:37.980]  I've never seen evidence.
[00:36:38.039 --> 00:36:38.300]  You know what?
[00:36:38.400 --> 00:36:39.400]  I did see evidence lost.
[00:36:39.699 --> 00:36:39.980]  Seriously.
[00:36:40.500 --> 00:36:40.960]  Sadly.
[00:36:41.400 --> 00:36:45.559]  During 9-11, our office was in Seven World Trade Center, the Secret Service office.
[00:36:45.900 --> 00:36:47.440]  Seven World Trade came down.
[00:36:47.659 --> 00:36:49.099]  I promise we lost a lot of evidence.
[00:36:49.179 --> 00:36:51.079]  That's the only time I've ever seen evidence lost.
[00:36:51.099 --> 00:36:51.900]  All right, let's stop right there.
[00:36:52.119 --> 00:36:53.860]  And who did that?
[00:36:56.219 --> 00:36:57.139]  Who did that?
[00:36:58.500 --> 00:36:59.400]  Who ran that?
[00:36:59.500 --> 00:37:00.400]  I just showed you the articles.
[00:37:01.400 --> 00:37:02.159]  Maureen Comey.
[00:37:03.380 --> 00:37:04.639]  Now, let's stop right here.
[00:37:06.679 --> 00:37:13.860]  I already knew where this was going yesterday when he chewed out Keira Starmer over and over again, Trump did, on every issue.
[00:37:14.360 --> 00:37:17.539]  Tariffs, business, the war, the pedo rings.
[00:37:17.780 --> 00:37:19.719]  I mean, that alone would normally be our top story today.
