[00:00:00.069 --> 00:00:00.450]  Free!
[01:38:19.358 --> 01:38:24.581]  The Sinkiang region, or Uyghur region, the Tibetan region,
[01:38:26.869 --> 01:38:28.870]  Both Eastern and Western Tibet.
[01:38:30.450 --> 01:38:31.070]  Mongolia.
[01:38:32.650 --> 01:38:49.134]  They use secrecy and the whole 20th century they've been moving into areas where they may claim land, but also these other lands have had nationalist movements, long-standing nationalist movements, even going back centuries.
[01:38:49.934 --> 01:38:51.034]  And Russia never really
[01:38:52.862 --> 01:38:58.414]  Uh, I was going to oppose them because they also like to colonize those areas.
[01:38:58.554 --> 01:39:01.942]  So, uh, western China was invaded by a lot of Russians.
[01:39:02.278 --> 01:39:06.722]  That's right, I think a lot of people don't realize just how segmented China is.
[01:39:06.742 --> 01:39:08.924]  You know, there's a lot of different languages there.
[01:39:08.984 --> 01:39:11.827]  Most people, there's a lot of Chinese who don't speak Mandarin.
[01:39:11.867 --> 01:39:18.673]  When we adopted our daughter from China, we got her from the southern part of China, where they speak what we call Cantonese.
[01:39:19.373 --> 01:39:23.517]  And as we moved her around, there were a lot of people who couldn't understand anything she was saying.
[01:39:23.537 --> 01:39:26.560]  Of course, we couldn't either, but they have a lot of different dialects.
[01:39:27.060 --> 01:39:27.601]  Is the point.
[01:39:27.661 --> 01:39:31.745]  And it's very easy for them to pit one group against another when you have that kind of a situation.
[01:39:32.186 --> 01:39:33.967]  It leads to a balkanization.
[01:39:34.027 --> 01:39:38.993]  It's one of the things that concerns me about bringing in so many people from South America.
[01:39:39.053 --> 01:39:45.940]  You know, it's when you bring in different cultures and different language groups, it's very easy for them to pit those groups against each other.
[01:39:46.000 --> 01:39:49.063]  As Alex pointed out, we're talking about the 25th anniversary of Tiananmen Square.
[01:39:49.764 --> 01:40:03.937]  The Chinese brought in troops from other areas who didn't speak the language, who considered themselves to be different in many ways, culturally or whatever, even though they may look the same to us, even though we don't understand either language or we think they're somewhat homogeneous.
[01:40:04.418 --> 01:40:07.421]  They brought in these other groups in order to suppress the demonstrators there.
[01:40:07.461 --> 01:40:10.504]  That's what's so dangerous about this, is the kind of Balkanization.
[01:40:11.925 --> 01:40:25.292]  David, can I just say that they're using the phrase ethnic minorities when in fact, either now or until very recently, these homelands have had ethnic majorities.
[01:40:26.002 --> 01:40:28.824]  Of those other non-Chinese people.
[01:40:29.425 --> 01:40:35.449]  So they're using this propaganda of saying, well, we're providing for these ethnic minorities.
[01:40:35.990 --> 01:40:40.954]  These areas do not have those populations as a minority.
[01:40:41.214 --> 01:40:43.916]  It's the Chinese that are a minority in a lot of cases.
[01:40:44.577 --> 01:40:52.523]  And what they do is they just will invade and colonize and move in until they become a minority.
[01:40:52.583 --> 01:40:54.364]  But during that initial period,
[01:40:56.058 --> 01:40:58.866]  They have a complete secrecy clamp down.
[01:40:58.946 --> 01:40:59.688]  Have you ever heard...
[01:41:00.679 --> 01:41:08.464]  Any kind of Uyghur media or Tibetan media or Manchu media or Mongolian media.
[01:41:08.965 --> 01:41:09.505]  Well that's true.
[01:41:10.005 --> 01:41:21.633]  That's why it is so vitally important for us to keep our media alive and to not allow the government to gain control of the internet through these kinds of corporate maneuvers that we see happening through the FCC.
[01:41:22.193 --> 01:41:26.936]  They now want to, they've given signals that they want to try to control content and
[01:41:28.217 --> 01:41:39.291]  The fact that they're going to use net neutrality, that's going to be in a very effective way, especially once Comcast has its merger with the number two internet provider.
[01:41:39.732 --> 01:41:44.598]  That's going to create a giant corporation, if the FCC allows it, that could then
[01:41:45.479 --> 01:41:52.245]  Leverage this net neutrality where people have to pay in order to get a reasonable internet speed.
[01:41:52.785 --> 01:41:57.869]  That's going to be a very chilling effect on free speech and on the creation of new media.
[01:41:57.909 --> 01:42:00.431]  As you say, there's no Tibetan media that we hear anywhere.
[01:42:00.471 --> 01:42:03.593]  There's not going to be any new bloggers coming up.
[01:42:03.634 --> 01:42:06.936]  That's the thing we've loved about the internet is that someone can rise up.
[01:42:07.016 --> 01:42:11.600]  They can come up with their content and if it's compelling content, if it's original content,
[01:42:12.100 --> 01:42:14.682]  They've had a level playing field.
[01:42:14.742 --> 01:42:17.583]  That's what they want to destroy with the coming net neutrality.
[01:42:17.603 --> 01:42:18.564]  Thank you so much for the call.
[01:42:18.584 --> 01:42:20.365]  Let's go to Zach in Wisconsin.
[01:42:20.385 --> 01:42:20.625]  Zach?
[01:42:23.035 --> 01:42:27.238]  Hey David, I just wanted to make a quick point about these illegal immigrants.
[01:42:28.218 --> 01:42:32.741]  They're not just coming into the United States, you know, to destroy our economy.
[01:42:32.921 --> 01:42:36.503]  I think the globalists are sending them in to also destroy our civil liberties.
[01:42:36.943 --> 01:42:41.046]  I mean, we can see that with the Fourth Amendment free zones along the border.
[01:42:41.066 --> 01:42:41.646]  Yes.
[01:42:42.146 --> 01:42:49.531]  And I'm looking at a Huffington Post article right here that says Hispanics are way less likely to own guns than blacks or whites.
[01:42:50.411 --> 01:42:58.455]  And so when they vote on, oh, we need more firearm restrictions, then Hispanics are just going to vote along, you know, the globalist agenda line.
[01:42:58.835 --> 01:42:59.676]  Yes, absolutely.
[01:43:00.256 --> 01:43:05.539]  If they cut off, if these children come in and they're raised in the American schools by the government,
[01:43:06.079 --> 01:43:08.081]  And they have no idea of our heritage.
[01:43:08.121 --> 01:43:09.081]  They're not going to value it.
[01:43:09.101 --> 01:43:10.182]  We'll be right back with more your call.
[01:43:10.202 --> 01:43:12.464]  This is Scottish John for InfoWars.com.
[01:43:12.564 --> 01:43:19.069]  I know that most of you here in this commercial already know about the New World Order, eugenics, and all the other issues covered here at InfoWars.
[01:43:19.269 --> 01:43:21.871]  The question is, do your friends and family know?
[01:43:22.051 --> 01:43:23.812]  If not, then I want to know why.
[01:43:23.992 --> 01:43:26.214]  Oh, I know it's tough to talk about this with some people.
[01:43:26.294 --> 01:43:30.497]  They might call you names, or they just want to talk about sports, or soap operas.
[01:43:30.757 --> 01:43:31.778]  I say, so what?
[01:43:31.938 --> 01:43:33.919]  There's a battle going on out there right now.
[01:43:34.139 --> 01:43:37.241]  The ammunition is information, and the soldiers are you.
[01:43:37.502 --> 01:43:41.624]  It's time to transform your game from passive listener to active participant.
[01:43:41.764 --> 01:43:47.448]  We from Scotland have had our skin in this game for the greater part of the last thousand years, and I'm still fighting.
[01:43:47.608 --> 01:43:50.650]  If we don't all stand up right now, we're gonna lose everything.
[01:43:50.850 --> 01:43:52.532]  The Info War is worldwide.
[01:43:52.672 --> 01:43:56.794]  Tell your friends about Info Wars and let them know that Info Wars doesn't print bull.
[01:43:56.995 --> 01:44:00.597]  It's real journalism and news backed up by documented facts.
[01:44:00.697 --> 01:44:07.766]  Step up and take your friends and family to InfoWars.com, PrisonPlanet.tv, and PlanetInfoWars.com.
[01:44:07.946 --> 01:44:09.568]  The truth will set them free.
[01:44:09.868 --> 01:44:10.689]  I don't know what it is.
[01:44:10.929 --> 01:44:12.672]  Ralph just won't pay any attention to me.
[01:44:12.772 --> 01:44:16.737]  When he comes home from work, all he ever does is play video games and go to sleep.
[01:44:16.917 --> 01:44:18.178]  It's like I don't even exist.
[01:44:18.499 --> 01:44:20.281]  Oh Betty, that's just awful.
[01:44:20.441 --> 01:44:21.641]  Does this seem familiar?
[01:44:21.802 --> 01:44:24.402]  If the answer to this question is yes, then listen carefully.
[01:44:24.543 --> 01:44:34.866]  Toxic pesticides, GMO foods and additives, BPA plastics, contaminated water supplies, many of these toxic additives are deliberately engineered to attack and weaken human masculinity.
[01:44:35.006 --> 01:44:37.487]  It's part of the eugenics population control movement.
[01:44:37.707 --> 01:44:38.167]  Look it up.
[01:44:38.408 --> 01:44:45.070]  If men are more interested in online gaming than they are in their wives, a serious population crisis is soon to follow.
[01:44:45.250 --> 01:44:50.392]  Energize the man in your life with Super Male Vitality from InfoWarsLife.com.
[01:44:50.532 --> 01:45:01.376]  It's designed to aid the body in ways that help invigorate your natural systems without artificial testosterone, completely free of GMOs, harmful additives, gluten, and is made right here in the USA.
[01:45:01.516 --> 01:45:06.158]  Get your Super Male Vitality right now at InfoWarsLife.com or call 1-888-253-3139.
[01:45:09.759 --> 01:45:15.862]  General, what do you think about the FBI saying that there was a terror alert on Monday about a potential forklift situation?
[01:45:15.882 --> 01:45:19.224]  The police are shoving people, shoving Alex, shoving the crowd.
[01:45:19.324 --> 01:45:20.885]  Here we go, folks, I'm being assaulted!
[01:45:20.905 --> 01:45:27.228]  Whether it's the radio show, the news websites, documentary films, or the nightly news, InfoWars is the tip of the spear.
[01:45:27.328 --> 01:45:33.211]  Is this another false flag stage attack to take our civil liberties and put more homeless in security by sticking our hands down on the streets?
[01:45:33.371 --> 01:45:37.133]  It's up to us to set brush fires in the minds of men and women everywhere.
[01:45:37.333 --> 01:45:40.214]  And that's what PrisonPlanet.TV is designed to do.
[01:45:40.234 --> 01:45:48.417]  If you watch, the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[01:45:48.678 --> 01:45:50.718]  What we see now is a war against reality.
[01:45:50.778 --> 01:45:51.819]  It's a war against the truth.
[01:45:52.179 --> 01:46:00.923]  It's more vital than ever that supporters of freedom become members of PrisonPlanet.tv and share their membership with up to 11 friends and family.
[01:46:01.143 --> 01:46:03.585]  Visit InfoWarsNews.com today.
[01:46:03.785 --> 01:46:08.087]  Become a member, share your membership, and help take the info war to the next level.
[01:46:10.267 --> 01:46:12.048]  Hi, I'm Dr. Edward Group.
[01:46:12.549 --> 01:46:19.533]  It took me 20 years of searching the globe to find the deposit of the highest purity iodine available.
[01:46:19.973 --> 01:46:30.400]  The new Survival Shield X2 is mined from 7,000 to 10,000 feet below the earth in pristine, environmentally clean conditions.
[01:46:30.821 --> 01:46:40.047]  The iodine crystals we use are extracted from an ancient 300 million plus year old deposit deep in the earth.
[01:46:40.767 --> 01:46:44.189]  It's the strongest nascent iodine on the market today.
[01:46:44.829 --> 01:46:48.251]  It delivers 650 micrograms per drop.
[01:46:48.611 --> 01:46:50.151]  Experience the new formula.
[01:46:50.672 --> 01:46:52.633]  Experience the ancient purity.
[01:46:53.233 --> 01:46:54.173]  Shield your family.
[01:46:54.553 --> 01:46:55.954]  Survival Shield X2.
[01:46:56.374 --> 01:46:58.975]  Available now at InfoWarsLife.com.
[01:46:59.536 --> 01:47:03.517]  X2 from InfoWarsLife.com or call toll free 888-253-3139.
[01:47:10.959 --> 01:47:13.801]  Coast to coast, direct from Austin.
[01:47:14.542 --> 01:47:18.645]  You're listening to the Alex Jones Broadcasting Network.
[01:47:31.795 --> 01:47:39.521]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[01:47:41.610 --> 01:47:42.852]  Welcome back to the Alex Jones Show.
[01:47:42.952 --> 01:47:45.294]  I'm David Knight and this is our last segment.
[01:47:45.335 --> 01:47:52.683]  We're taking your calls on immigration, on the endgame of the globalists as we've been talking about how they are bringing in...
[01:47:54.150 --> 01:47:58.994]  A huge number of children by themselves to be raised in America.
[01:47:59.014 --> 01:48:07.200]  It's not only a collapsing of the economy economically, but it's a balkanization of the country as well.
[01:48:07.300 --> 01:48:13.525]  Many different disturbing aspects of it, but of course they've already had their own economies eviscerated by the bankers.
[01:48:14.085 --> 01:48:19.368]  Whose next step is not necessarily to threaten your job using immigrants from Mexico.
[01:48:19.428 --> 01:48:21.089]  It's not the Mexicans you need to worry about.
[01:48:21.450 --> 01:48:24.932]  It's the metal cans that are going to replace all of us.
[01:48:24.972 --> 01:48:28.694]  We just had a robotics fair in Munich.
[01:48:28.714 --> 01:48:38.420]  This is an article from the London Financial Times that Drudge picked up last week where they're talking about the dawn of a robot revolution as an army of machines escapes the factory.
[01:48:38.880 --> 01:48:41.901]  Now, of course, they talk about it as being beyond defense.
[01:48:42.481 --> 01:48:45.602]  The biggest non-industrial markets for robots are agriculture and health care.
[01:48:45.662 --> 01:48:53.945]  Now, of course, what they mean is, in other words, the military is the number one market for these robots, not really even the factories.
[01:48:54.005 --> 01:49:01.288]  But for the first time this year, one of the aspects of this article is that they had an entire section about service robots.
[01:49:01.928 --> 01:49:05.289]  You see, it's not just manufacturing that's going away.
[01:49:05.888 --> 01:49:11.934]  You're going to lose the service economy as well when these robots start driving trucks instead of truck drivers.
[01:49:12.294 --> 01:49:13.896]  Listen to some of the other ones that they've got here.
[01:49:13.976 --> 01:49:18.740]  They've got a Carobot that sweeps office floors and empties waste paper bins.
[01:49:19.221 --> 01:49:25.727]  You've got another one from Stockbot which walks the aisles in a shop or a warehouse to check inventory at night.
[01:49:26.247 --> 01:49:30.529]  Or, you've got autonomous vehicles ferrying laundry or waste around hospitals.
[01:49:30.569 --> 01:49:38.752]  And of course, they're going to be ferrying everything on the roads as they replace truck drivers, as I just mentioned, with self-driving trucks.
[01:49:38.852 --> 01:49:45.494]  The service economy is going to go away just as we've seen the manufacturing economy melt away.
[01:49:45.514 --> 01:49:47.635]  We have Chris in Indiana who wanted to talk about robots.
[01:49:47.695 --> 01:49:49.376]  Chris, what did you want to say about robots?
[01:49:51.457 --> 01:49:51.897]  Hi, David.
[01:49:52.337 --> 01:49:52.577]  Hi.
[01:49:53.137 --> 01:49:53.357]  Go ahead.
[01:49:53.377 --> 01:49:54.538]  What did you want to say about robots?
[01:49:56.357 --> 01:49:57.277]  There's a couple things.
[01:49:57.337 --> 01:50:16.186]  There's one, I'm a whistleblower in a way when it comes to my profession, but first of all, I wanted to say that all of this has to do with that movie Elysium, which desensitizes us to, and conditions us to accept socialist healthcare, open borders, brain chips, robot workers, communist government coups, and so forth.
[01:50:16.206 --> 01:50:16.426]  Yes.
[01:50:17.266 --> 01:50:19.147]  And, yeah, exactly.
[01:50:20.225 --> 01:50:24.968]  I work in the healthcare system as a medical technologist, cytotechnologist, if you want to be technical about it.
[01:50:25.208 --> 01:50:35.034]  And I screen a lot of slides that need analysis and I can understand what is abnormal and normal.
[01:50:35.154 --> 01:50:40.957]  And now the papillomavirus smear, you know, the pap smear is under a microscope taken.
[01:50:40.977 --> 01:50:46.120]  A slide sample is being taken and we analyze them.
[01:50:46.240 --> 01:50:49.402]  And now the FDA is moving towards
[01:50:50.031 --> 01:51:01.499]  Just pure HPV testing that is by a robot, even though that the numbers... It used to be one of the biggest causes of women's death in this country up until 1955.
[01:51:01.539 --> 01:51:08.885]  And since 1955 until 1992, those are the stats I looked up, it declined by 60%.
[01:51:09.465 --> 01:51:11.907]  And I think that has a lot to do with Obamacare.
[01:51:11.987 --> 01:51:13.128]  I mean... What is it?
[01:51:13.168 --> 01:51:14.869]  What used to be the biggest cause of death in women?
[01:51:14.929 --> 01:51:16.310]  What was it that you said had declined?
[01:51:17.807 --> 01:51:18.687]  Cervical cancer.
[01:51:18.707 --> 01:51:19.647]  Cervical cancer, okay.
[01:51:19.687 --> 01:51:26.409]  Worldwide, it actually remains to be one of the highest causes of women's death.
[01:51:26.789 --> 01:51:30.710]  But in the U.S., it used to be about second or third, and now it's 14th.
[01:51:31.290 --> 01:51:31.930]  Okay.
[01:51:31.950 --> 01:51:32.550]  Since 1955.
[01:51:32.830 --> 01:51:40.892]  And it's all due to that screening of papillomavirus testing, and they're all going to robots.
[01:51:41.912 --> 01:51:44.172]  You know, it hasn't even become clear yet.
[01:51:44.233 --> 01:51:46.413]  Look up that FDA approves
[01:51:47.671 --> 01:51:49.173]  Roche Screening.
[01:51:49.453 --> 01:51:50.934]  Roche Robot Screening.
[01:51:50.994 --> 01:51:52.136]  The company's Roche.
[01:51:53.137 --> 01:51:55.819]  And it's R-O-C-H-E.
[01:51:56.320 --> 01:51:59.323]  Yeah, they're moving into all different areas as they were pointing out.
[01:51:59.443 --> 01:52:01.445]  They had a lot of things in this.
[01:52:02.799 --> 01:52:06.101]  This Robotics Fair in Munich that were focused on health care.
[01:52:06.141 --> 01:52:07.582]  Thank you so much Chris in Indiana.
[01:52:07.602 --> 01:52:15.648]  You know there's been pretty heavy news today and so I guess maybe one of the ways that we can push back against this is kind of by satirizing it.
[01:52:15.668 --> 01:52:26.275]  You know robots are not only concentrating wealth in the hands of a technocratic elite but they're also going to give a monopoly of force to a few people.
[01:52:26.315 --> 01:52:28.216]  That's one of the things that really concerns us.
[01:52:28.736 --> 01:52:32.359]  As I mentioned before again the biggest market is for the military.
[01:52:32.979 --> 01:52:41.145]  When DARPA is looking at these robots, they like to sell them to the public and say, you know, they're going to help you in a disaster, if it's an earthquake or if it's a nuclear reactor that they came for.
[01:52:41.285 --> 01:52:43.067]  That's not the brief of DARPA.
[01:52:43.827 --> 01:52:46.949]  DARPA is a defense research agency.
[01:52:47.730 --> 01:52:50.492]  They're looking for military uses of these robots.
[01:52:50.512 --> 01:53:00.239]  So when you see these things running faster than humans, when you see them walking around, you know, running on two legs or running on four legs like a faster than a Jaguar, that's what they're looking.
[01:53:00.259 --> 01:53:00.820]  They're looking at
[01:53:01.835 --> 01:53:02.435]  At least
[01:53:18.985 --> 01:53:30.808]  I had high hopes for that movie, but it turned out, as he pointed out, just to be predictive programming, trying to get people to accept some of the things, putting forward this whole immigration, Obamacare issue.
[01:53:30.848 --> 01:53:37.510]  It really wasn't pushing back against the out-of-control use of robotics in the police, but this Onion article does.
[01:53:38.090 --> 01:53:43.951]  And this is titled, New Law Enforcement Robot Can Wield Excessive Force of Five Human Officers.
[01:53:44.452 --> 01:53:53.474]  And in this phony article, the satire, they say, The Houston Police Department has developed a new line of law enforcement robots capable of wielding the excessive force of five human officers.
[01:53:53.514 --> 01:54:02.216]  They quote an engineer who says, We've done extensive testing with the AP-12 and we can say these units are capable of carrying out everyday police work just as proficiently as any member of our force.
[01:54:02.816 --> 01:54:15.530]  Whether it's dispersing peaceful protesters by blasting a 14-nozzle pepper spray cannon, or reacting to reports of suspicious behavior by immediately striking the knees, face, and throat of a potential suspect up to 10 times harder than its human counterpart.
[01:54:16.030 --> 01:54:22.618]  Thanks to these robotic units, our deputies can rest assured that their work will be performed to the same standards we have always expected from our patrolmen.
[01:54:23.659 --> 01:54:36.210]  I've outfitted them with numerous features that make it ideal to abruptly resort to extreme measures, including a highly sensitive motion detector that perceives most gestures as an act of resistance, necessitating physical force.
[01:54:36.650 --> 01:54:41.094]  And additionally, the robots possess a powerful hydraulic grasping system
[01:54:41.494 --> 01:54:49.976]  Enabling them to repeatedly slam subjects of any size and weight against fences, dumpsters, and car hoods with previously unattainable levels of aggression.
[01:54:50.056 --> 01:54:51.316]  That's from The Onion.
[01:54:51.736 --> 01:54:58.878]  Making fun of our police who have been using new rules of engagement and excessive force.
[01:54:59.118 --> 01:55:04.679]  And of course, you could always replace them with robots who will do a much more efficient job.
[01:55:05.359 --> 01:55:07.499]  We're nearly out of time, but let's go to one more call here.
[01:55:07.619 --> 01:55:08.680]  Daniel in Austin.
[01:55:08.700 --> 01:55:09.920]  You wanted to talk about immigration.
[01:55:09.980 --> 01:55:10.480]  Go ahead, Daniel.
[01:55:13.464 --> 01:55:14.486]  We don't have Daniel there.
[01:55:15.067 --> 01:55:18.012]  Let's go to Andrew in Pennsylvania.
[01:55:18.072 --> 01:55:20.375]  Did you want to talk about depopulation and colonizing space?
[01:55:21.741 --> 01:55:23.482]  Yeah, getting back to what Alex said about that.
[01:55:23.602 --> 01:55:30.804]  It has been said by some globalist researchers that at least half of the globalist forces, the globalist factions, do not want to depopulate the Earth.
[01:55:30.844 --> 01:55:38.226]  They actually want to microchip the entire Earth, like Aaron Russo talked about, so they can take away the free will of humanity to make us act in malevolent ways.
[01:55:38.666 --> 01:55:42.908]  So as part of their colonizing space agenda, they can turn humanity into a cosmic war machine.
[01:55:42.948 --> 01:55:46.449]  And yes, the Star Wars Galactic Empire is disclosure in your face about this.
[01:55:47.267 --> 01:55:48.028]  Well, it's interesting.
[01:55:48.068 --> 01:55:56.574]  A lot of people have debated whether they want to actually replace humans with robots or whether they want to essentially turn us into robots with mind control.
[01:55:56.594 --> 01:55:59.596]  There's been a lot of research from DARPA in both areas.
[01:55:59.676 --> 01:56:05.140]  So, the thing that concerns me as an engineer is as I look at this technology,
[01:56:05.760 --> 01:56:09.142]  As Alex had pointed out, they always put back doors into everything.
[01:56:09.182 --> 01:56:26.469]  They give us technology with useful hooks in it, things that we can use in our life, that we see all the time in our smartphones, and yet at the same time they turn it into a tracking device, they turn it into a listening device in terms of espionage, and so they have multiple agendas for all these things.
[01:56:26.889 --> 01:56:28.330]  That's what really concerns me.
[01:56:28.630 --> 01:56:31.011]  Technology is like any other tool.
[01:56:31.071 --> 01:56:33.412]  It can be used for good or it can be used for evil.
[01:56:33.952 --> 01:56:44.476]  And yet, increasingly, we see the military-industrial complex and the research departments, as Eisenhower warned us in his famous military-industrial complex speech.
[01:56:44.536 --> 01:56:52.580]  He warned us not only about the military-industrial complex, but about the research that was going to be driving that, saying that our government
[01:56:53.180 --> 01:57:04.284]  With its grants and research funding would essentially take over research and turn it into things that are always focused on the darkest, most evil side.
[01:57:04.324 --> 01:57:06.024]  That's the thing that really concerns me.
[01:57:06.744 --> 01:57:09.145]  Let's go to Greg in Bakersville.
[01:57:09.365 --> 01:57:09.645]  Greg?
[01:57:12.566 --> 01:57:13.526]  I'm in Copenhagen.
[01:57:14.727 --> 01:57:15.607]  Hey, thanks a lot.
[01:57:15.767 --> 01:57:16.407]  Sure, go ahead.
[01:57:17.047 --> 01:57:19.048]  Hey, you know the Act of 1871?
[01:57:20.749 --> 01:57:21.149]  No, go ahead.
[01:57:21.189 --> 01:57:21.689]  Tell us about it.
[01:57:22.219 --> 01:57:24.661]  Well, let me just kind of, we don't have enough time.
[01:57:25.081 --> 01:57:25.321]  Okay.
[01:57:27.002 --> 01:57:28.764]  Well, I'll just summarize it quickly for the audience.
[01:57:29.264 --> 01:57:39.851]  Yeah, you know what, if you really want, if you want to read the whole document, this guy Tattooed1009 has it, yeah, 1009.com has it on his channel, like 24 pages or something like that.
[01:57:39.951 --> 01:57:40.311]  Alright.
[01:57:46.196 --> 01:57:48.118]  You're right.
[01:57:48.158 --> 01:57:51.801]  What happened, you know, after the Civil War, we were hurting for money.
[01:57:51.861 --> 01:57:52.502]  Sorry, Greg.
[01:57:52.682 --> 01:57:53.363]  We're out of time.
[01:57:53.483 --> 01:57:55.164]  People, take a look at that link.
[01:57:55.204 --> 01:57:57.487]  Tomorrow, Alex is going to be back with Dinesh D'Souza.
[01:57:57.507 --> 01:57:58.287]  11 Central.
[01:57:58.327 --> 01:57:58.948]  Join us then.
[01:57:58.968 --> 01:57:59.489]  Sorry, Greg.
[01:58:00.077 --> 01:58:04.081]  A chemical spill contaminating the water supply in nine West Virginia counties.
[01:58:04.121 --> 01:58:08.246]  This year alone, over 300,000 people in West Virginia had their drinking water contaminated.
[01:58:08.366 --> 01:58:11.890]  What are the health effects of having these drugs in our drinking water?
[01:58:12.150 --> 01:58:15.033]  It's forced medical treatment without the consent of residents.
[01:58:15.193 --> 01:58:21.660]  My friends, water filtration is one of the most basic actions you can take to protect you and your family from the harmful toxins of heavy metals.
