[00:00:00.109 --> 00:00:00.550]  Big Brother!
[00:26:06.476 --> 00:26:07.937]  What do you think makes the atmosphere?
[00:26:08.177 --> 00:26:11.438]  The volcanoes, and the water, and the cycle.
[00:26:11.679 --> 00:26:12.739]  We need fire.
[00:26:12.819 --> 00:26:16.561]  We need... They try to stop all the wildfires around the country.
[00:26:16.981 --> 00:26:25.885]  They won't let them do the fire breaks so the towns burn down, but then they'll go out and leave all the dead wood out there and then go fight it once giant fires... You're supposed to have fires.
[00:26:26.525 --> 00:26:31.246]  Burning down large areas of wilderness to then replenish the nitrogen and other things in the soil.
[00:26:31.686 --> 00:26:35.827]  Again, they're taking normal actions and banning it and restricting it.
[00:26:36.327 --> 00:26:45.229]  But then they're genetically engineering and releasing salmon to the ocean that are four times the size of the others and will breed out all the other salmon within five generations.
[00:26:46.870 --> 00:26:47.970]  By the way, that's five years.
[00:26:49.568 --> 00:26:50.329]  That's already begun.
[00:26:50.989 --> 00:26:53.952]  They are just doing every psycho thing you can imagine.
[00:26:54.252 --> 00:26:56.134]  Nuclear reactors leaking everywhere.
[00:26:56.674 --> 00:26:57.895]  All sorts of corruption.
[00:26:58.396 --> 00:27:00.117]  All the weapons they've produced.
[00:27:00.157 --> 00:27:01.038]  All the nuclear weapons.
[00:27:01.418 --> 00:27:03.920]  And then EPA proposes restrictions for new wood stoves.
[00:27:04.221 --> 00:27:10.026]  The Federal Environmental Protection Agency has proposed new standards for wood stoves that would reduce the maximum amount of
[00:27:10.606 --> 00:27:15.187]  Fine particulate emissions allowed for new stoves sold in 2015-2019.
[00:27:15.828 --> 00:27:17.468]  But then with it comes the harassment.
[00:27:17.888 --> 00:27:19.289]  They've already banned selling them in Europe.
[00:27:19.549 --> 00:27:25.631]  First they do this, just like the light bulbs have been banned, and then they keep phasing it in.
[00:27:25.731 --> 00:27:30.052]  Maximum emissions would be reduced by one-third next year and by 80% in the five years.
[00:27:31.584 --> 00:27:38.090]  Fine particulate pollution is made up of solid particles and liquid droplets that measure 2.5 micrograms in diameter or less.
[00:27:38.110 --> 00:27:45.496]  The EPA currently certifies non-catalytic wood stoves if they produce less than 7.5 grams of fine particulate per hour.
[00:27:47.277 --> 00:27:52.522]  And it says this could be, you know, breathed and could be linked to heart attacks, decrease lung function.
[00:27:52.562 --> 00:27:58.227]  Yeah, when they pumped particulate in without people knowing it at more than a hundred times safe levels.
[00:27:59.887 --> 00:28:03.109]  We exposed... David Nye already worked here when this happened.
[00:28:03.409 --> 00:28:07.371]  We broke this last year and told you they were coming with all this.
[00:28:10.732 --> 00:28:16.075]  Meanwhile, ladies and gentlemen, five times the radiation has been confirmed by the San Francisco Health Department.
[00:28:16.095 --> 00:28:18.176]  We're going to send our reporters there to talk to them.
[00:28:19.366 --> 00:28:22.267]  And they're like, oh, we don't know what it is, we don't know if it came from Fukushima.
[00:28:22.567 --> 00:28:28.969]  They can go look at those isotopes, they can do the test inexpensively, and they can tell where it came from.
[00:28:29.169 --> 00:28:32.990]  And you know where the stuff that hit two and a half years ago from Fukushima came from?
[00:28:33.070 --> 00:28:33.530]  Fukushima.
[00:28:34.550 --> 00:28:42.633]  Berkeley and others did the test of what was in the rainwater they were collecting and other things, and found in some cases five, ten, fifteen times the level of different isotopes.
[00:28:43.453 --> 00:28:44.553]  Generally two to three times.
[00:28:45.294 --> 00:28:46.514]  The government found out about
[00:28:47.981 --> 00:28:55.043]  What was happening with Yellowfin tuna full of radiation and decided not to tell the public till a year later.
[00:28:56.924 --> 00:29:08.868]  This is the insanity and it's up on InfoWars.com and PrisonPlanet.com and there's new breaking news about snow in the Midwest having high levels of radiation we're going to be covering.
[00:29:09.128 --> 00:29:11.429]  That's up on DrudgeReport.com on the right hand side.
[00:29:12.915 --> 00:29:15.817]  It's an article that Paul Watson put out last night.
[00:29:16.557 --> 00:29:21.361]  Meanwhile, scientists discovered conjoined gray whale calves dying near West Coast.
[00:29:22.181 --> 00:29:23.762]  Scientists have never seen that before.
[00:29:24.142 --> 00:29:27.024]  It's incredible photos of the whales with two tails.
[00:29:28.005 --> 00:29:29.346]  And it's two heads.
[00:29:29.386 --> 00:29:31.107]  It's just truly monstrously sad.
[00:29:33.507 --> 00:29:38.628]  We're going to break all that down, play the clip where MSNBC pundit calls on Obama to govern by decree.
[00:29:39.008 --> 00:29:39.909]  Well, they already are.
[00:29:40.369 --> 00:29:42.109]  And the bureaucracy already is.
[00:29:43.009 --> 00:29:45.330]  Oh, we're not worried about five times the radiation.
[00:29:46.670 --> 00:29:51.091]  We're not worried about huge groups of debris from Fukushima about to reach the coast.
[00:29:51.571 --> 00:29:55.052]  We're worried about your wood stove you turn on once a month.
[00:29:55.592 --> 00:29:56.933]  We're going to ban your fireplace.
[00:29:57.193 --> 00:29:58.713]  We're going to send inspectors in.
[00:29:59.502 --> 00:30:02.505]  We're on the march, the empire's on the run.
[00:30:03.425 --> 00:30:06.128]  Alex Jones and the GCN Radio Network.
[00:30:10.097 --> 00:30:20.479]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[00:30:20.759 --> 00:30:22.620]  Guess what else is in the halogen family?
[00:30:22.840 --> 00:30:23.520]  Fluoride!
[00:30:23.720 --> 00:30:25.300]  Ladies and gentlemen, Alex Jones here.
[00:30:25.641 --> 00:30:31.942]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[00:30:32.202 --> 00:30:36.983]  It's the good halogen on the periodic table, and the results are on record.
[00:30:37.123 --> 00:30:43.245]  Reports documented a 15-point IQ increase in areas that had previously been deficient in iodine.
[00:30:43.445 --> 00:30:45.625]  Bottom line, iodine is important.
[00:30:45.865 --> 00:30:48.486]  Unbound, clean, in a glycerin base.
[00:30:48.806 --> 00:30:52.187]  Nascent iodine was the answer for myself and my family.
[00:30:52.307 --> 00:30:57.509]  You will find Survival Shield Nascent Iodine exclusively at InfoWarsLife.com.
[00:30:57.729 --> 00:31:02.532]  InfoWars Life Survival Shield Nascent Iodine isn't just for emergencies.
[00:31:02.832 --> 00:31:03.872]  I take it every day.
[00:31:04.032 --> 00:31:06.894]  That's InfoWarsLife.com or call toll free 888-253-3139.
[00:31:10.135 --> 00:31:12.878]  Alex Jones here with a message to fellow freedom lovers.
[00:31:13.158 --> 00:31:17.982]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:31:18.162 --> 00:31:25.349]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:31:25.489 --> 00:31:30.893]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:31:31.114 --> 00:31:34.837]  These are items that I did research on, that I personally use.
[00:31:35.137 --> 00:31:39.661]  We've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:31:39.861 --> 00:31:45.085]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:31:45.305 --> 00:31:48.408]  Strategic Relocation 3rd Edition by Joel Skousen.
[00:31:48.548 --> 00:31:50.810]  When Disaster Strikes by Matthew Stein.
[00:31:51.070 --> 00:31:55.654]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[00:31:55.814 --> 00:31:58.276]  Hand Crank Shortwave AM FM Radios.
[00:31:58.716 --> 00:32:05.702]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[00:32:05.902 --> 00:32:06.943]  We're getting prepared.
[00:32:07.164 --> 00:32:07.584]  Are you?
[00:32:07.845 --> 00:32:09.627]  Infowarsshop.com.
[00:32:09.947 --> 00:32:11.589]  Introducing Pro-1.
[00:32:11.830 --> 00:32:15.354]  All of your filtration in one system, portable, on-the-go.
[00:32:15.474 --> 00:32:19.880]  No more do you have two or three filters to just reduce sodium fluoride.
[00:32:20.020 --> 00:32:22.363]  You have a system that cuts out the sodium fluoride.
[00:32:22.563 --> 00:32:25.985]  And up to 95% of hydrofluorosilicic acid.
[00:32:26.125 --> 00:32:36.889]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[00:32:37.110 --> 00:32:39.791]  It is the only one that does it and out of the gates.
[00:32:39.971 --> 00:32:43.412]  We have it discounted at 10% off with promo code WATER.
[00:32:43.612 --> 00:32:49.075]  This is the only system that in one unit helps reduce or remove pesticides.
[00:32:49.335 --> 00:33:00.578]  Herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:33:00.898 --> 00:33:06.220]  Get your Pro-Pure with the new Pro-1 filters today at Infowarsstore.com or by calling 888-253-3139.
[00:33:21.749 --> 00:33:25.321]  You're listening to an InfoWars.com Frontline Report.
[00:33:25.863 --> 00:33:27.228]  It's Alex Jones.
[00:33:46.513 --> 00:33:47.854]  Friday from 11 a.m.
[00:33:48.294 --> 00:33:49.655]  Central to 2 p.m.
[00:33:49.695 --> 00:33:50.995]  Central, we're here live.
[00:33:51.395 --> 00:33:54.957]  Back weeknights, 7 o'clock Central, with InfoWars Nightly News.
[00:33:54.997 --> 00:33:56.978]  And of course Sundays, 4 to 6 p.m.
[00:33:57.038 --> 00:33:57.379]  Central.
[00:33:57.959 --> 00:34:09.825]  Tomorrow, David Knight's gonna be sitting in, but I'll be calling into the broadcast from the road going to my dear uncle's burial services funeral out in East Texas.
[00:34:12.359 --> 00:34:13.760]  I am seriously dreading that.
[00:34:15.361 --> 00:34:17.382]  But it's got to be done to honor him.
[00:34:17.442 --> 00:34:18.002]  Great guy.
[00:34:18.502 --> 00:34:21.344]  So that is going to be coming up tomorrow with David Knight.
[00:34:21.404 --> 00:34:27.387]  Again, we have Dr. Busby popping in at the bottom of the next hour about the increased radiation levels and the media blackout.
[00:34:28.208 --> 00:34:34.771]  And the state playing dumb about where the radiation's coming from when they know full well they can go out and test the isotopes anytime they want.
[00:34:36.092 --> 00:34:39.754]  We've got conjoined calves, or that's Siamese calves, basically.
[00:34:41.567 --> 00:34:44.350]  Whale calves washing up on the California beach.
[00:34:44.910 --> 00:34:46.792]  I mean, this is getting crazy.
[00:34:46.852 --> 00:34:48.494]  That's up on Infowars.com.
[00:34:48.894 --> 00:34:51.677]  We're going to be breaking all of that down.
[00:34:53.178 --> 00:34:56.782]  And I just saw during the break, and after Leanne leaves us, I'm going to cover this.
[00:34:57.342 --> 00:35:02.948]  I was watching CNN in the coffee room, because again, we have TVs on from all the establishment state-run media.
[00:35:04.537 --> 00:35:14.593]  We also have big screen computer screens up following web developments and following DrugsReport.com, WorldNetDaily.com, Infowars.com, the alternative Real Press.
[00:35:16.380 --> 00:35:36.889]  But it was Dennis Rodman with all the earrings and his stupid entourage from North Korea cussing and yelling at the CNN anchor, the establishment anchor, who tries to act like he's, you know, a humanitarian himself when CNN's bought and paid for by other third world dictatorships on record that pay for much of its programming.
[00:35:37.189 --> 00:35:39.510]  We know that because of Amber Lyon blowing the whistle and others.
[00:35:42.873 --> 00:36:00.986]  The host is there criticizing Kim Jong-un, the stunted, demonic, supreme narcissist who has a seven-story pleasure palace, and has his uncle fed to wild dogs, and has his ex-girlfriend shot, and uses mortars himself to execute his enemies who are chained up to poles.
[00:36:01.726 --> 00:36:09.071]  And you look at the crazed eyes of the ruling class there, and how evil they look, and how evil they act, and how brainwashed the public looks.
[00:36:09.392 --> 00:36:10.172]  That's government.
