[00:00:00.069 --> 00:00:00.509]  3-9.
[00:29:30.177 --> 00:29:30.737]  That's what they've done.
[00:29:30.777 --> 00:29:37.700]  It's like knowing wolves are in the woods that are hungry, and you go, you know, put a baby out in the woods and dump pig blood on them, hoping the wolves come eat them.
[00:29:37.720 --> 00:29:38.560]  You're an accomplice.
[00:29:38.940 --> 00:29:39.980]  Do you run the wolves?
[00:29:40.240 --> 00:29:40.420]  No.
[00:29:40.781 --> 00:29:42.761]  But you put the baby out for the wolves to eat them.
[00:29:44.102 --> 00:29:44.962]  You provided them.
[00:29:46.834 --> 00:29:48.056]  And you gave the wolves their teeth.
[00:29:49.299 --> 00:29:53.287]  So here is the headline out of French News Agency.
[00:29:54.828 --> 00:29:55.569]  Property of U.S.
[00:29:55.589 --> 00:29:57.630]  government, Islamic State jihadists armed with U.S.
[00:29:57.670 --> 00:29:59.611]  military weapons from Benghazi.
[00:30:00.071 --> 00:30:00.852]  We're on the march.
[00:30:00.872 --> 00:30:01.472]  And other places.
[00:30:01.512 --> 00:30:02.873]  The empire's on the run.
[00:30:02.893 --> 00:30:03.373]  This is big.
[00:30:03.994 --> 00:30:06.615]  Alex Jones on the GCN radio network.
[00:30:06.655 --> 00:30:07.516]  It's now admitted.
[00:30:07.916 --> 00:30:08.636]  It's now admitted.
[00:30:08.656 --> 00:30:09.477]  They're going to try to spin it.
[00:30:09.697 --> 00:30:10.177]  Stay with us.
[00:30:11.018 --> 00:30:16.961]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:30:17.161 --> 00:30:21.304]  Most people know that iodine deficiency has been a crisis around the world.
[00:30:21.724 --> 00:30:26.307]  Iodine is key to so many of the body's functions, especially the thyroid.
[00:30:26.708 --> 00:30:29.329]  I discovered a product being developed by Dr. Group.
[00:30:29.630 --> 00:30:34.813]  You now know it as Survival Shield True Nascent Iodine that your body can really absorb.
[00:30:35.073 --> 00:30:41.958]  Then, about a year ago, he said, listen, if you think this is powerful, I'm going to come out with rare earth, deep earth crystals.
[00:30:42.458 --> 00:30:46.221]  And the results that I personally have had have been life-changing.
[00:30:46.601 --> 00:30:47.282]  Nobody else
[00:30:47.722 --> 00:30:51.366]  ...has got iodine based on these pure crystals, ladies and gentlemen.
[00:30:51.706 --> 00:31:00.134]  This is innovating, and the best part is, it helps fund InfoWars.com, the radio show, the TV show, the whole media operation, promoting true libertarian ideas.
[00:31:00.334 --> 00:31:04.378]  For a limited time, experience the ancient power of Survival Shield X2.
[00:31:04.578 --> 00:31:09.803]  Take advantage of this unprecedented 30% off super detox special at InfoWarsLife.com.
[00:31:11.124 --> 00:31:17.987]  I'm David Hall, founder of Diamond Gusset, where we are proud of our 100% grown and sewn American-made jeans.
[00:31:18.387 --> 00:31:25.709]  Whether you're out for dinner, working on the farm, or on the road, Diamond Gusset Jeans offers a full spectrum of style and sizes for any occasion.
[00:31:26.289 --> 00:31:30.811]  Our loyal customers enable us to continue sponsoring Liberty Media outlets.
[00:31:31.831 --> 00:31:36.617]  Use promo code FREEDOM to receive a 15% discount at gusset.com.
[00:31:37.178 --> 00:31:40.141]  In Liberty, David Hall, Diamond Gusset Jeans Company.
[00:31:40.261 --> 00:31:44.626]  Tell folks how you got introduced to super male, and then when super female came out, tell us what happened.
[00:31:44.906 --> 00:31:49.551]  After I saw such a huge positive change in my husband, I had to try it for myself.
[00:31:49.672 --> 00:31:50.673]  Talk about the effects.
[00:31:50.993 --> 00:31:52.474]  I feel great when I wake up in the morning.
[00:31:52.494 --> 00:31:54.114]  I have drive to go to the gym.
[00:31:54.415 --> 00:31:55.475]  I feel like I look better.
[00:31:55.535 --> 00:31:56.195]  I feel better.
[00:31:56.235 --> 00:31:57.276]  I feel sexier.
[00:31:57.296 --> 00:31:58.056]  I love it.
[00:31:58.276 --> 00:32:01.178]  Even if you don't believe in supplements, take the challenge.
[00:32:01.258 --> 00:32:03.999]  Get a bottle of Super Male, a bottle of Super Female.
[00:32:04.179 --> 00:32:05.220]  Check it out for yourself.
[00:32:05.260 --> 00:32:06.320]  Consult your physician.
[00:32:06.460 --> 00:32:08.641]  Visit Infowarslife.com today.
[00:32:08.661 --> 00:32:09.742]  This is life changing.
[00:32:10.302 --> 00:32:11.543]  Another major health threat.
[00:32:11.563 --> 00:32:16.466]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[00:32:16.546 --> 00:32:19.188]  Ohio's governor declaring a state of emergency.
[00:32:19.228 --> 00:32:25.992]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[00:32:26.252 --> 00:32:29.114]  If there's a water emergency, will you be prepared?
[00:32:29.234 --> 00:32:32.196]  Panicked residents forming long lines throughout the day.
[00:32:32.276 --> 00:32:34.197]  We're here at a supermarket in Toledo.
[00:32:34.217 --> 00:32:37.079]  You can see the shelves empty where water once was.
[00:32:37.159 --> 00:32:42.641]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[00:32:42.861 --> 00:32:46.342]  Water which will not be available at your local grocery store.
[00:32:46.362 --> 00:32:49.363]  There's a mad dash on right now to stock up on supplies.
[00:32:49.463 --> 00:32:56.565]  The ProPure ProOne G2.0 Water Filtration System is a must-have for every modern, independently-minded household.
[00:32:56.785 --> 00:32:59.826]  Protect your family's safety during an emergency.
[00:32:59.986 --> 00:33:06.268]  Go to infowarsstore.com today to purchase your ProPure ProOne G2.0 Water Filtration System.
[00:33:06.408 --> 00:33:06.970]  Or call 1-888-253-3139.
[00:33:24.708 --> 00:33:31.054]  You are a programmable guy that goes and watches Olympus is Falling, and believes all this, and really thinks you're a hero.
[00:33:31.294 --> 00:33:31.895]  G.I.
[00:33:31.935 --> 00:33:33.957]  Joe, Great America Hero!
[00:33:34.237 --> 00:33:35.058]  Yo, Joe!
[00:33:35.438 --> 00:33:36.659]  You don't work for Joe!
[00:33:36.860 --> 00:33:38.041]  Joe got taken over!
[00:33:38.901 --> 00:33:39.442]  The G.I.
[00:33:39.482 --> 00:33:42.044]  Joe Command Base is run by Cobra!
[00:33:42.865 --> 00:33:43.686]  You understand that?
[00:33:44.066 --> 00:33:49.091]  And I use a child analogy to get through to you because that's your main programming template in North America.
[00:33:49.252 --> 00:33:50.193]  They're on record with that.
[00:33:50.613 --> 00:33:51.974]  That was all Pentagon directed.
[00:33:52.695 --> 00:33:54.337]  You understand you work for Cobra.
[00:33:54.517 --> 00:33:55.938]  You dress like Cobra.
[00:33:55.998 --> 00:33:57.460]  You have the tactics of Cobra.
[00:33:57.680 --> 00:33:58.841]  You are Cobra.
[00:33:58.941 --> 00:34:00.002]  Hail Cobra!
[00:34:00.883 --> 00:34:01.924]  You want to be little boys?
[00:34:01.944 --> 00:34:04.327]  Or do you want to really join the Republic?
[00:34:04.847 --> 00:34:09.751]  They know what's going on at the Bundy Ranch, and they won't even let a police information officer give us any information.
[00:34:09.971 --> 00:34:10.751]  That's a bunch of bull****.
[00:34:11.212 --> 00:34:12.553]  It's all these stupid G.I.
[00:34:12.613 --> 00:34:15.294]  Joe movies and stuff, where the White House is attacked.
[00:34:15.495 --> 00:34:17.296]  The White House is run by Cobra!
[00:34:17.736 --> 00:34:25.582]  When I went through the process of becoming press secretary, one of the things, one of the first things they told me was, you're not even to acknowledge the drone program.
[00:34:25.822 --> 00:34:28.183]  You're not even to discuss that it exists.
[00:34:28.764 --> 00:34:29.945]  It's run by chaos.
[00:34:30.405 --> 00:34:31.526]  It's run by Spectre.
[00:34:32.305 --> 00:34:36.846]  Special Executive for Counterintelligence, Terrorism, Revenge, Extortion.
[00:34:37.726 --> 00:34:41.407]  They run little kids, they run the snuff films, they run the drugs, they run it all!
[00:34:41.547 --> 00:34:46.189]  And because you act like a bunch of naive chumps, this whole thing's gonna come down on us!
[00:34:46.549 --> 00:34:52.310]  Very much concerns me, considering that they have all this bulk ammunition that they're shooting targets of children.
[00:34:52.830 --> 00:34:54.951]  Would you like to tell me who it is that is doing this?
[00:34:55.451 --> 00:34:57.311]  It is the Department of Homeland Security, sir.
[00:34:58.012 --> 00:34:59.412]  Oh, thank you for calling.
[00:34:59.972 --> 00:35:05.654]  To every police officer in this country, to every FBI agent, to every Secret Service agent, you work for Spectre.
[00:35:06.094 --> 00:35:07.174]  You work for Chaos.
[00:35:07.414 --> 00:35:12.415]  You work for Cobra.
[00:35:12.475 --> 00:35:13.336]  How do they get power?
[00:35:13.556 --> 00:35:17.977]  A stage of terror attack, using Spectre, using Cobra.
[00:35:22.267 --> 00:35:22.947]  Go f*** yourself.
[00:35:23.487 --> 00:35:24.088]  Who is COBRA?
[00:35:24.268 --> 00:35:27.769]  Arms dealing, drug dealing, money laundering group, wearing masks.
[00:35:28.069 --> 00:35:31.990]  They wear masks, ladies and gentlemen, because they're the corporate CEOs.
[00:35:32.610 --> 00:35:34.871]  And they're manipulating the governments against each other.
[00:35:35.391 --> 00:35:36.691]  COBRA runs the Muslims.
[00:35:36.931 --> 00:35:38.492]  COBRA runs the CIA.
[00:35:38.772 --> 00:35:39.912]  COBRA runs it all.
[00:35:40.152 --> 00:35:41.172]  COBRA is real.
[00:35:41.632 --> 00:35:43.133]  You can call it whatever you want.
[00:35:44.463 --> 00:35:46.265]  Cobra is in control of America.
[00:35:46.545 --> 00:35:52.410]  And Cobra says the veterans and the gun owners, they're saying that we're the bad guys.
[00:35:52.530 --> 00:35:57.395]  These people who hold themselves down to be patriots are not.
[00:35:57.915 --> 00:36:00.057]  They're nothing more than domestic terrorists.
[00:36:00.417 --> 00:36:01.819]  That's what Cobra would say.
[00:36:02.039 --> 00:36:03.440]  That's what Specter would say.
[00:36:03.780 --> 00:36:05.342]  That's what Goldfinger would say.
[00:36:05.582 --> 00:36:07.584]  Because that's who those people are.
[00:36:08.284 --> 00:36:12.287]  I am Supreme Cobra Commander!
[00:36:12.867 --> 00:36:17.730]  You call your petty bureaucrats officials and authorities?
[00:36:18.211 --> 00:36:21.093]  You will kneel before Cobra!
[00:36:24.395 --> 00:36:27.941]  Resistance to tyrants is obedience to God.
[00:36:28.421 --> 00:36:30.304]  It's Alex Jones.
[00:36:31.025 --> 00:36:33.869]  Thank you for joining us, Mr. Cobra Leader.
[00:36:34.050 --> 00:36:36.133]  You pathetic little worm!
[00:36:36.293 --> 00:36:38.977]  How dare you call me Mr. Cobra!
[00:36:43.757 --> 00:36:55.620]  And that piece was put together by Jakari Jackson and Darren McBreen, illustrating how there are shadow criminal groups, or a group, manipulating society, creating chaos.
[00:36:55.680 --> 00:37:00.201]  This is the real Machiavellian formula, or formulae.
[00:37:03.102 --> 00:37:09.963]  And finishing on this issue, Obama comes out and says, now it's going to take years to defeat ISIS.
[00:37:10.304 --> 00:37:11.684]  So Al Qaeda had been defeated.
[00:37:12.401 --> 00:37:16.903]  They've been reduced down to nothing after a decade-plus war with them.
[00:37:18.184 --> 00:37:18.804]  Real U.S.
[00:37:18.824 --> 00:37:31.431]  troops getting killed, real coalition forces getting killed, as the cover to sit on top of the OPM hundreds of billions a year, trillions in no-bid weapons contracts, $15 million blue tarps.
[00:37:32.451 --> 00:37:33.572]  It used to, a toilet seat was $800.
[00:37:34.052 --> 00:37:37.174]  As a way to siphon money off when it really cost $10.
[00:37:37.214 --> 00:37:39.115]  Well, now it's $15 million for a blue tarp.
[00:37:42.978 --> 00:37:44.119]  That Halliburton puts up.
[00:37:46.901 --> 00:37:48.722]  So, we're all thinking about the war.
[00:37:49.342 --> 00:37:49.743]  No, no, no.
[00:37:49.843 --> 00:37:53.765]  Al-Qaeda is being funded and allowed to operate and has now been resuscitated.
[00:37:55.587 --> 00:37:58.969]  They finally got rid of that Frankenstein and then only created a thousand more.
[00:37:59.810 --> 00:38:03.212]  And then they do things like torture Khalid Sheikh Mohammed.
[00:38:04.593 --> 00:38:05.994]  And that's back in the news today.
[00:38:07.645 --> 00:38:09.828]  And people are like, well what, you're not for torturing Al-Qaeda?
[00:38:10.148 --> 00:38:18.117]  They get us to give up our morals, because Jack Bauer tortures people for a decade every night on 24, and it's always to, you know, save everybody, of course.
