[00:00:00.009 --> 00:00:00.770]  We're good to go.
[00:22:12.396 --> 00:22:14.956]  You look at now at other news organizations, what they're going through.
[00:22:15.216 --> 00:22:17.537]  The censorship, the lawfare, the imprisonment.
[00:22:17.917 --> 00:22:20.337]  This is the plan for everybody.
[00:22:20.417 --> 00:22:23.678]  This is how totalitarian regimes form.
[00:22:24.318 --> 00:22:33.780]  And so if you can't see what's going on now, whether it's Infowars or whether it's Trump or somebody else you know that just got arrested, either you don't want to know,
[00:22:34.900 --> 00:22:39.642]  Uh, either you're just mentally ill in a way or completely just brainwashed.
[00:22:39.842 --> 00:22:41.123]  I mean, it couldn't be more obvious.
[00:22:41.143 --> 00:22:42.744]  I mean, I just feel really good telling the truth.
[00:22:42.924 --> 00:22:44.164]  What an epic time to be alive.
[00:22:44.184 --> 00:22:45.705]  I mean, you get a chance to fight for freedom.
[00:22:45.725 --> 00:22:46.905]  You get a chance to make history.
[00:22:46.925 --> 00:22:51.387]  You get a chance to take humanity, the whole planet, to freedom and prosperity.
[00:22:51.427 --> 00:22:52.608]  I totally agree.
[00:22:52.768 --> 00:22:58.070]  I've told so many people quietly off the record, the top people, they're like, well, we want you on right away when this happens.
[00:22:58.090 --> 00:22:58.590]  I'm so sorry.
[00:22:58.610 --> 00:22:59.211]  I'm like, no, it's okay.
[00:22:59.231 --> 00:22:59.671]  It's an attack.
[00:23:01.297 --> 00:23:02.138]  They can't believe it.
[00:23:02.218 --> 00:23:03.599]  And when I told the listeners, hey, we're in trouble.
[00:23:03.619 --> 00:23:04.439]  We're about to be shut down.
[00:23:04.459 --> 00:23:05.180]  They're like, oh, yeah, right.
[00:23:05.200 --> 00:23:05.720]  You're always there.
[00:23:06.061 --> 00:23:07.062]  Alex Jones never gets shut down.
[00:23:07.602 --> 00:23:09.964]  When we actually get shut down, it's going to be insane.
[00:23:10.424 --> 00:23:14.948]  Like, I mean, I mean, I don't get up here and bluff people.
[00:23:15.848 --> 00:23:16.849]  You guys have been up here and seen it.
[00:23:16.869 --> 00:23:17.590]  Like, this is going on.
[00:23:17.650 --> 00:23:18.450]  Well, that's why we're here.
[00:23:19.611 --> 00:23:20.272]  That's why we're here.
[00:23:22.407 --> 00:23:24.708]  I just can't believe the left thinks they can do whatever they want.
[00:23:24.748 --> 00:23:32.752]  I mean this guy, this CRO, runs around the office saying I'm a horrible person and Trump's a horrible person, and in my face goes, oh I love you, I love Trump.
[00:23:32.912 --> 00:23:34.453]  The guy is a freaking nightmare.
[00:23:37.335 --> 00:23:38.295]  Guys, call John Harmon.
[00:23:38.795 --> 00:23:39.756]  Oldest employee here.
[00:23:40.616 --> 00:23:42.137]  Bored up when he was like 18 years old.
[00:23:42.217 --> 00:23:43.518]  He's 40-something years old now.
[00:23:44.437 --> 00:23:46.057]  He's a affiliate relations director, sales guy.
[00:23:46.377 --> 00:23:46.958]  Call him.
[00:23:46.978 --> 00:23:47.898]  He doesn't know I'm on air right now.
[00:23:48.318 --> 00:23:50.798]  And just get him to say, because other people told me they don't want to go on air.
[00:23:50.838 --> 00:23:51.579]  He said he'll talk about it.
[00:23:51.599 --> 00:23:52.839]  He goes into the office like two weeks ago.
[00:23:52.859 --> 00:23:54.599]  He goes, that guy ought to be in jail.
[00:23:54.619 --> 00:23:55.519]  This show sucks.
[00:23:55.579 --> 00:23:56.700]  Everybody should be made to take the shot.
[00:23:56.740 --> 00:23:57.500]  The shot works great.
[00:23:58.040 --> 00:23:59.000]  That's what he thinks of us.
[00:24:00.020 --> 00:24:03.921]  He thinks he can creep around and make up a bunch of shit about me and I'm supposed to just take it.
[00:24:05.042 --> 00:24:06.682]  No, I ain't taking no more of it.
[00:24:07.639 --> 00:24:10.924]  Well, I'll just say that I love this crew.
[00:24:10.944 --> 00:24:12.386]  I love this audience.
[00:24:12.646 --> 00:24:16.832]  There is no other place I'd rather be than InfoWars when I broke into politics.
[00:24:17.393 --> 00:24:18.835]  It's been a hell of a ride, I'll tell you that.
[00:24:21.186 --> 00:24:22.287]  It's like being in a dream.
[00:24:22.387 --> 00:24:27.730]  I used to watch Alex Jones in middle school, and here I am sitting on what may be the last broadcast of InfoWars.
[00:24:27.770 --> 00:24:30.151]  It's like a weird out-of-body experience.
[00:24:30.171 --> 00:24:34.794]  This place is absolutely legendary, and it's a microcosm of what's happening in the rest of the world.
[00:24:35.575 --> 00:24:40.738]  Which is what I think is so powerful about you showing the recordings and stuff, is people don't believe the evil.
[00:24:40.758 --> 00:24:41.918]  They don't believe the tricks.
[00:24:41.979 --> 00:24:43.880]  They don't believe how blatant the lies are.
[00:24:44.220 --> 00:24:45.361]  They need to be exposed.
[00:24:46.041 --> 00:24:49.083]  I don't even know more than half the stuff going on here.
[00:24:49.323 --> 00:24:49.663]  Thank God.
[00:24:49.703 --> 00:24:50.564]  He falls in court.
[00:24:51.204 --> 00:24:57.286]  That I'm stealing money when it's filed with the court already and on record we're trying to declare bankruptcy.
[00:24:57.306 --> 00:25:04.208]  I have a separate sponsor to bring it in and then he does it again with a secret report and tells me Alex we didn't do that.
[00:25:05.028 --> 00:25:06.469]  The next week he's in court saying I filed that.
[00:25:07.486 --> 00:25:11.609]  Well, it's like we always say about, you know, people can't recognize the evil around them because they're not evil.
[00:25:11.649 --> 00:25:16.072]  The average person wouldn't screw over humanity like that, so it's hard for them to imagine anybody else doing that.
[00:25:16.372 --> 00:25:17.773]  It works the same way the opposite direction.
[00:25:17.813 --> 00:25:23.877]  People that are Machiavellian and tricky and constantly trying to pull one over on you can't understand somebody that's not doing that.
[00:25:24.197 --> 00:25:25.538]  So he thinks he's outsmarting you.
[00:25:25.578 --> 00:25:34.565]  He thinks, you know, he's in some Machiavellian contest with you, when in reality you're just doing things normally and being honest, and he's, you know, scheming behind the scenes.
[00:25:35.305 --> 00:25:38.668]  And it's because being honest and straightforward is what we do.
[00:25:39.249 --> 00:25:40.089]  That's normal.
[00:25:40.550 --> 00:25:41.931]  Like, I want to have integrity.
[00:25:42.011 --> 00:25:43.252]  I want to be direct.
[00:25:43.412 --> 00:25:45.214]  I want to be like, this is what you're getting.
[00:25:45.574 --> 00:25:45.774]  Yeah.
[00:25:46.115 --> 00:25:52.140]  Well, it's crazy, too, because what I've learned over the years, again, it kind of goes back to what you said, Harrison, our instinct is honesty.
[00:25:52.160 --> 00:25:53.521]  Like, my instinct is to tell the truth.
[00:25:53.581 --> 00:25:55.523]  I don't have an instinct to deceive, an instinct to lie.
[00:25:55.944 --> 00:25:59.467]  The people in the mainstream media, they have the instinct is to lie.
[00:25:59.867 --> 00:26:07.854]  There are people that are out there, whether it's any, most people in the mainstream now, big pharma, government, media, their instinct is to lie.
[00:26:07.914 --> 00:26:09.555]  Their instinct is to deceive.
[00:26:09.675 --> 00:26:10.836]  Ours is the exact opposite.
[00:26:10.896 --> 00:26:15.540]  It's like, I have to go through a whole process if I'm going to deceive you.
[00:26:15.580 --> 00:26:17.042]  It's like, this is a whole process.
[00:26:17.082 --> 00:26:20.164]  And okay, for me, it's just, it's just like, no, here's just the honesty.
[00:26:20.184 --> 00:26:21.345]  Here's just the guy.
[00:26:21.445 --> 00:26:22.546]  And I do it occasionally.
[00:26:23.007 --> 00:26:23.968]  Like when I'm sitting there,
[00:26:24.648 --> 00:26:26.869]  And I don't say, I'm recording, but it still feels weird to do it.
[00:26:26.889 --> 00:26:28.069]  I have to like, I don't even record apps.
[00:26:28.089 --> 00:26:29.389]  Somebody else got a phone, we got to record this.
[00:26:29.709 --> 00:26:30.950]  But I'm like, this person's deceiving me.
[00:26:30.990 --> 00:26:31.830]  I got to document this.
[00:26:33.590 --> 00:26:43.433]  So that's what's, you know, it's so unfamiliar to the average person who doesn't think about deception, who doesn't operate at that level of deception instinctually.
[00:26:43.453 --> 00:26:44.513]  Well, it takes over your bandwidth.
[00:26:45.609 --> 00:26:49.630]  Like, the fact that I'm trying to be as accurate as possible makes your brain get more and more accurate.
[00:26:50.150 --> 00:26:51.690]  And then you just, it becomes neurotic.
[00:26:52.430 --> 00:26:54.291]  Like, the cops pulled me over three years ago, they go, have you been drinking?
[00:26:54.311 --> 00:26:55.331]  I said, yeah, I had a half bottle of wine.
[00:26:55.371 --> 00:26:56.011]  Boom, you're arrested.
[00:26:56.511 --> 00:26:57.111]  And I blew under.
[00:26:57.151 --> 00:26:59.772]  I said, I don't think after two glasses of wine, officer, doesn't matter, you're going to jail.
[00:26:59.912 --> 00:27:00.532]  You know what's funny?
[00:27:00.912 --> 00:27:01.952]  The point is, I couldn't help it.
[00:27:02.332 --> 00:27:04.913]  That exact same thing happened to me when I was 20, Alex.
[00:27:05.253 --> 00:27:05.473]  I was 20.
[00:27:06.753 --> 00:27:11.154]  And I blew under, but I was, I was, I was like, he pulled me over, he was like, hey, how are you?
[00:27:11.174 --> 00:27:12.935]  I was like, yeah, I had a beer like an hour ago.
[00:27:13.135 --> 00:27:14.295]  He was like, oh, you're 20.
[00:27:15.165 --> 00:27:16.265]  I'm like, well, I'm sorry.
[00:27:16.305 --> 00:27:17.106]  I just tell the truth.
[00:27:17.126 --> 00:27:18.686]  He's like, well, you got to come with us.
[00:27:18.766 --> 00:27:19.287]  I blew under.
[00:27:20.087 --> 00:27:22.308]  But so you'd call it dumb when I was sitting there about to tell the lie.
[00:27:22.328 --> 00:27:25.409]  I just went, you don't even think it's just instinct.
[00:27:25.449 --> 00:27:25.789]  Honesty.
[00:27:26.449 --> 00:27:26.649]  Yeah.
[00:27:26.969 --> 00:27:27.550]  Just instinct.
[00:27:27.610 --> 00:27:27.810]  Real.
[00:27:30.351 --> 00:27:32.831]  And why should not be able to go to a restaurant and do less when I wasn't driving back?
[00:27:35.913 --> 00:27:42.255]  Well, nowadays you got all kinds of constitutional issues dealing with checkpoints and yeah, but I mean, it's just like,
[00:27:45.748 --> 00:27:46.108]  I don't know.
[00:27:46.148 --> 00:27:47.169]  It's just, it's so powerful.
[00:27:47.189 --> 00:27:48.549]  Your wife goes, oh, you like that woman?
[00:27:48.569 --> 00:27:49.190]  Yeah, she's really hot.
[00:27:49.210 --> 00:27:53.392]  I mean, I just, I just don't lie anymore.
[00:27:53.472 --> 00:27:54.152]  It's true though.
[00:27:54.772 --> 00:27:57.294]  You think you might get, don't, don't get, that's not good advice.
[00:27:57.354 --> 00:27:58.974]  I don't know.
[00:27:59.014 --> 00:28:00.535]  Oh, your clothes torn off.
[00:28:01.316 --> 00:28:04.297]  Anyways, the point is, is I don't, I just, I've gotten neurotic about it.
[00:28:05.171 --> 00:28:06.072]  It's just instinct, though.
[00:28:06.092 --> 00:28:06.593]  That's the thing.
[00:28:06.633 --> 00:28:09.135]  It's just like, it's an instinct, you accept it, you don't fight it.
[00:28:09.556 --> 00:28:10.116]  That's what I'm saying.
[00:28:10.156 --> 00:28:15.382]  It's like, if you want to be dishonest and deceptive, to me it's like, that's a whole process that you have to go through.
[00:28:15.422 --> 00:28:18.105]  And then you have to manage all the lies.
[00:28:18.425 --> 00:28:19.626]  And it's like a web of lies.
[00:28:19.786 --> 00:28:23.470]  Look, all three of us do three-hour shows daily, live, no teleprompter.
[00:28:23.831 --> 00:28:26.333]  If we start trying to lie about things and, you know,
[00:28:28.075 --> 00:28:29.875]  Or gaslight people.
[00:28:30.416 --> 00:28:31.796]  Our whole audience is going to call it on us.
[00:28:32.036 --> 00:28:33.997]  Look at Chris Cuomo.
[00:28:34.017 --> 00:28:34.397]  That's it.
[00:28:34.497 --> 00:28:36.158]  We get so much love for the truth.
[00:28:36.318 --> 00:28:38.819]  I was always trying to tell the truth, but it just gets better and better.
[00:28:39.039 --> 00:28:41.200]  Cuomo's like, oh, I'm a vaccine side effect.
[00:28:41.220 --> 00:28:42.061]  We got bad information.
[00:28:42.381 --> 00:28:43.181]  What do you mean, we?
[00:28:43.522 --> 00:28:46.023]  And he went on to say, I was never trying to make you take this.
[00:28:46.163 --> 00:28:48.024]  That's a lie, dude.
[00:28:48.044 --> 00:28:48.464]  What do you think?
[00:28:48.604 --> 00:28:50.004]  Your show is on TV.
[00:28:50.285 --> 00:28:53.666]  Right, and he's running with the whole, well, everybody thought, everybody knew.
[00:28:53.686 --> 00:28:57.988]  Fauci's like, I was never for masks, never made you take the shot, never for lockdowns.
[00:28:58.148 --> 00:28:59.349]  I ordered the lockdown.
[00:28:59.389 --> 00:29:01.770]  Fauci has a hearing on Monday.
[00:29:02.610 --> 00:29:03.671]  Hope we're still here to cover it.
[00:29:04.011 --> 00:29:05.111]  Let me see if I can get John Harmon.
[00:29:05.692 --> 00:29:07.092]  I want people to hear this story.
[00:29:07.112 --> 00:29:08.373]  We've got Hunter Biden in court.
