[00:00:00.029 --> 00:00:00.950]  Here's the progression.
[01:26:41.039 --> 01:26:46.303]  If you go back to 2020 during COVID, silver was $11.91 an ounce.
[01:26:46.804 --> 01:26:50.407]  About 17 months ago, it was $17.97 an ounce.
[01:26:50.927 --> 01:26:53.429]  Today, well, just 70 days ago, it was $22.
[01:26:53.629 --> 01:26:54.530]  Now it's $28.5!
[01:26:55.231 --> 01:27:02.356]  I mean, Alex, that is incredible growth and that will put a smile on anybody's face that's allocated.
[01:27:02.376 --> 01:27:05.619]  Well, I'm so pissed because I got so focused on bankruptcy trying to keep free speech going.
[01:27:05.639 --> 01:27:06.700]  I have no money, which is fine.
[01:27:06.720 --> 01:27:07.601]  It's not how I judge myself.
[01:27:08.141 --> 01:27:09.081]  Yeah, I'm being persecuted.
[01:27:09.101 --> 01:27:09.482]  It's fine.
[01:27:10.122 --> 01:27:15.064]  I just, if I recall, my family last six months saying, call Dr. Kirk Kelly and get sober now.
[01:27:15.484 --> 01:27:18.225]  Because it's like, it's like, it's a no-brainer.
[01:27:18.305 --> 01:27:23.367]  I mean, this is like literally selling a scuba diver oxygen 100 feet under the water.
[01:27:23.767 --> 01:27:24.568]  His tank's out.
[01:27:24.688 --> 01:27:25.548]  Here's your new tank.
[01:27:26.028 --> 01:27:26.208]  Yeah.
[01:27:26.309 --> 01:27:27.129]  I mean, it's not,
[01:27:27.912 --> 01:27:30.374]  And it's for such a time as this, right?
[01:27:30.434 --> 01:27:33.315]  I'm not saying gold and silver are the greatest things since sliced bread.
[01:27:33.375 --> 01:27:35.377]  It's probably not going to be the last investment you ever have.
[01:27:35.417 --> 01:27:39.699]  Unless we have central banks that are backed by gold, which I think we will, then you might never want to get out of gold.
[01:27:40.220 --> 01:27:41.961]  But really, time and place for everything.
[01:27:42.021 --> 01:27:43.122]  It's the smartest investment.
[01:27:43.242 --> 01:27:45.823]  It is the smartest investment for right now to protect.
[01:27:45.843 --> 01:27:46.524]  The no-brainer.
[01:27:46.544 --> 01:27:47.004]  Preserve.
[01:27:47.044 --> 01:27:49.606]  I mean, something, this is so obvious.
[01:27:49.666 --> 01:27:51.207]  It's like you saw Tiger Woods in his prime.
[01:27:51.487 --> 01:27:52.388]  That's the best golfer.
[01:27:53.468 --> 01:27:55.450]  Mike Tyson, that's the best boxer.
[01:27:56.491 --> 01:27:58.893]  Michael Jordan, they're all black, that's just mentions as they are.
[01:27:59.814 --> 01:28:01.215]  That's the best basketball player.
[01:28:01.255 --> 01:28:02.776]  I mean, it's the thing.
[01:28:02.856 --> 01:28:06.840]  It's like there's no... He's so high above everything else, there's no debating.
[01:28:06.860 --> 01:28:11.864]  I mean, you look at Michael Jordan, possibly the best basketball player of all time.
[01:28:12.064 --> 01:28:13.786]  Nobody can touch him.
[01:28:14.673 --> 01:28:14.853]  Right.
[01:28:15.493 --> 01:28:17.614]  Nobody could ever touch that kind of success.
[01:28:18.295 --> 01:28:18.955]  How did he do it?
[01:28:19.215 --> 01:28:20.836]  He was in the right place at the right time.
[01:28:20.916 --> 01:28:21.476]  He practiced.
[01:28:21.516 --> 01:28:22.136]  He did hard.
[01:28:22.196 --> 01:28:25.758]  He went against the trend when the rest of the team... And he had the genetics.
[01:28:26.378 --> 01:28:30.260]  Yeah, and the rest of the team hated him because he was always working...
[01:28:30.740 --> 01:28:31.861]  This is what we do.
[01:28:31.921 --> 01:28:45.995]  We're always working, looking at politics, and not many firms will do this, but we'll take politics, economics, the social landscape, the spiritual landscape, put all of those puzzle pieces together, and that gives us a pretty clear picture, Alex.
[01:28:46.315 --> 01:28:50.079]  Silver is Michael Jordan right now, and gold is LeBron James.
[01:28:53.473 --> 01:28:53.613]  Yeah.
[01:28:54.334 --> 01:28:55.235]  Michael Jordan was the best.
[01:28:55.735 --> 01:28:56.997]  So why would you not bet on that?
[01:28:57.437 --> 01:28:57.617]  Yeah.
[01:28:58.178 --> 01:29:00.481]  So you want to put a smile on your face.
[01:29:00.501 --> 01:29:04.665]  You want to start to melt away the financial anxiety that the people... Well, it's so frustrating.
[01:29:04.705 --> 01:29:05.706]  The answer is right there.
[01:29:05.726 --> 01:29:07.949]  It's not the answer to your family or your relationship with God.
[01:29:07.989 --> 01:29:08.809]  That's more important.
[01:29:08.830 --> 01:29:10.852]  But when it comes to finances, it's a no-brainer.
[01:29:11.544 --> 01:29:28.655]  Yeah, absolutely a no-brainer, and here's where it is my mission to try to put a smile on people's face by melting away the financial anxiety that Biden, that Jerome Powell, that Janet Yellen, that Putin, that China brings into our lives, that internal strife and fear that everything is going to fall apart.
[01:29:28.675 --> 01:29:29.375]  You know what, Alex?
[01:29:29.416 --> 01:29:35.299]  I think everything is going to fall apart, but this will actually transcend time and be the right place at the right time.
[01:29:35.339 --> 01:29:39.102]  Bottom line, we're both salesmen, and a salesman wants to sell a good product.
[01:29:40.103 --> 01:29:43.426]  I don't go out and sell Chinese junk that breaks in one hour.
[01:29:43.446 --> 01:29:49.732]  I don't go out, I sell family and God and country and freedom and the Second Amendment and gold and silver.
[01:29:49.792 --> 01:29:50.573]  It's an easy job.
[01:29:51.053 --> 01:29:52.255]  I promote what I do.
[01:29:52.475 --> 01:29:53.015]  It's easy.
[01:29:53.376 --> 01:29:59.281]  I can sell stuff because I'm selling oxygen to a diver whose tank ran out at 200 feet under the water.
[01:29:59.702 --> 01:30:00.963]  Yeah, exactly.
[01:30:01.448 --> 01:30:02.889]  I mean, it's not rocket science, folks.
[01:30:02.949 --> 01:30:04.590]  It's so easy to go what's real.
[01:30:05.490 --> 01:30:15.396]  Men, and women, and families, and God, and the planet, and what we're doing, and you helping keep us on air, and then the great stuff you're doing, regardless what happens to InfoWars, I know we're going to work together.
[01:30:16.857 --> 01:30:19.558]  So this guy's key in the future to the whole operation, folks.
[01:30:20.079 --> 01:30:20.819]  You need to call.
[01:30:21.739 --> 01:30:25.902]  I personally say take physical delivery, but don't tell anybody you got it, folks.
[01:30:27.283 --> 01:30:29.564]  They got depositories all over the country.
[01:30:30.509 --> 01:30:31.389]  Those are great as well.
[01:30:32.130 --> 01:30:33.971]  What do you recommend when people call and get the silver and gold?
[01:30:33.991 --> 01:30:35.291]  If you're going to do that, what do they do?
[01:30:36.112 --> 01:30:44.596]  So you'll call, you'll talk to one of my schedulers and they will schedule it with one of my amazing consultants where we'll dig deep into your fears, your goals, what you want to do.
[01:30:45.016 --> 01:30:48.678]  And then we will take that and we'll roll over your assets.
[01:30:48.738 --> 01:30:51.800]  We'll make the burden easy for you.
[01:30:52.240 --> 01:30:54.181]  Transition easy, the burden light.
[01:30:54.761 --> 01:30:56.282]  And look, everybody's different.
[01:30:56.522 --> 01:30:59.903]  You take physical delivery of it home, or you store it at a depository.
[01:30:59.943 --> 01:31:01.543]  Not all depositories are created equal.
[01:31:01.643 --> 01:31:02.684]  I would only choose one of them.
[01:31:03.164 --> 01:31:08.845]  I choose the Texas Precious Metals Depository in Shiner, Texas, because of the ownership status.
[01:31:08.905 --> 01:31:09.845]  It's singular ownership.
[01:31:09.865 --> 01:31:11.086]  They have segregated storage.
[01:31:11.106 --> 01:31:12.406]  They have unlimited insurance.
[01:31:12.766 --> 01:31:16.547]  I've known the owners for decades, and they're God-fearing patriots like we are.
[01:31:16.927 --> 01:31:19.948]  And in Texas, Alex, it's a different kind of estate.
[01:31:20.008 --> 01:31:21.808]  They're very favorable legislation.
[01:31:21.828 --> 01:31:23.369]  Designed to fight carbon baggers.
[01:31:23.649 --> 01:31:23.889]  Yes.
[01:31:24.509 --> 01:31:24.949]  Absolutely.
[01:31:24.969 --> 01:31:25.770]  What about split?
[01:31:26.170 --> 01:31:28.091]  Have some at home, some of the depository.
[01:31:28.392 --> 01:31:35.136]  Yeah, I think that's great because you probably want to have a little bit at home to cover you in a barter situation if there's a complete meltdown.
[01:31:35.196 --> 01:31:37.457]  You can't, nobody, merchants don't even want that.
[01:31:37.477 --> 01:31:39.579]  But don't anybody know because the danger is getting stuck up.
[01:31:39.819 --> 01:31:41.400]  Yeah, and I wouldn't have too much at home.
[01:31:41.480 --> 01:31:42.140]  I would store it.
[01:31:42.260 --> 01:31:43.821]  I store mine at the depository.
[01:31:43.881 --> 01:31:44.962]  It's simply just safer.
[01:31:45.342 --> 01:31:49.885]  And when you want to lock in the ratio trade that we're talking about, it's fast.
[01:31:50.065 --> 01:31:50.285]  It's easy.
[01:31:50.305 --> 01:31:52.307]  You guys sell it for nothing, which nobody else does.
[01:31:53.140 --> 01:31:55.484]  When you liquidate, we don't charge a commission, correct?
[01:31:56.987 --> 01:31:58.670]  I don't know any other firm that does.
[01:31:58.830 --> 01:31:59.852]  Incredible.
[01:31:59.992 --> 01:32:01.956]  KEPM.com forward slash gold 720605.
[01:32:04.187 --> 01:32:04.587]  3-9-0-0.
[01:32:06.008 --> 01:32:10.210]  See it on screen for radio stations.
[01:32:10.230 --> 01:32:10.410]  7-2-0-6-0-5.
[01:32:10.430 --> 01:32:10.750]  3-9-0-0.
[01:32:11.110 --> 01:32:12.090]  K-E-P-M-dot-com.
[01:32:12.110 --> 01:32:12.691]  4-slash-gold.
[01:32:12.971 --> 01:32:14.851]  Dr. Kirk Elliott, thank you so much.
[01:32:14.931 --> 01:32:17.112]  Incredible hour and 45 minutes.
[01:32:17.452 --> 01:32:17.813]  Thank you.
[01:32:18.273 --> 01:32:19.033]  It was great being here.
[01:32:19.213 --> 01:32:20.914]  And the Judy Mikevich thing was powerful.
[01:32:21.034 --> 01:32:21.754]  That was powerful.
[01:32:22.174 --> 01:32:23.075]  She was feisty today.
[01:32:23.435 --> 01:32:23.995]  She was on a mission.
[01:32:24.015 --> 01:32:24.555]  Well, she's pissed.
[01:32:24.595 --> 01:32:24.855]  I get it.
[01:32:24.875 --> 01:32:25.236]  She's right.
[01:32:25.376 --> 01:32:25.876]  Yeah.
[01:32:25.896 --> 01:32:28.177]  I mean, what she's saying is all true, and you get why she's pissed.
[01:32:28.237 --> 01:32:28.977]  Yeah, I do, too.
[01:32:29.037 --> 01:32:29.697]  At least she's awake.
[01:32:29.958 --> 01:32:30.698]  She's alive, you know.
[01:32:30.898 --> 01:32:31.558]  Exactly.
[01:32:31.618 --> 01:32:32.359]  Started a fight with her.
[01:32:32.459 --> 01:32:32.599]  Yeah.
[01:32:33.579 --> 01:32:34.340]  She's ready to go to war.
[01:32:34.500 --> 01:32:35.200]  Yeah, she is.
[01:32:35.461 --> 01:32:36.241]  She's a great lady.
[01:32:36.842 --> 01:32:45.008]  Well, you should come back in the next few weeks when you're ready to talk about it all, but the move to shut down Gold & Silver is coming very soon.
[01:32:45.809 --> 01:32:48.912]  And it's not me, just everything I say is, I know, okay?
[01:32:49.012 --> 01:32:50.273]  I don't just say something to get you to do it.
[01:32:50.733 --> 01:32:52.595]  They're coming after the distributors.
[01:32:53.255 --> 01:32:54.936]  Most of them are overcharging you.
[01:32:54.956 --> 01:32:55.657]  This guy's not.
[01:32:55.877 --> 01:32:57.258]  There's some other good people out there as well.
[01:32:58.219 --> 01:32:59.700]  They're coming after it, folks.
[01:32:59.760 --> 01:33:02.883]  So, not after your holding of it, your ability to get it.
[01:33:04.039 --> 01:33:04.199]  Yeah.
[01:33:05.340 --> 01:33:06.120]  Take action now.
[01:33:06.441 --> 01:33:08.462]  KEPM.com forward slash goal 720-605-3900.
[01:33:08.582 --> 01:33:12.124]  Mayor Kirk Elliott, incredible job.
[01:33:12.164 --> 01:33:12.865]  Thank you so much, brother.
[01:33:13.265 --> 01:33:14.306]  It's so great being here.
[01:33:14.346 --> 01:33:14.686]  Thank you.
[01:33:14.706 --> 01:33:15.787]  30-second closing comment.
[01:33:16.949 --> 01:33:19.651]  Don't let fear cause you to not act.
[01:33:20.412 --> 01:33:26.357]  It's a leap of faith, calling somebody that you've never talked to, different state, phone call, but you know what?
[01:33:26.617 --> 01:33:32.061]  We've got clients all over the world, literally tens of thousands of clients all over the world.
[01:33:32.562 --> 01:33:36.265]  Give us a call, take that leap of faith, and then you act after that.
[01:33:36.285 --> 01:33:40.908]  I'll say this, my gut, which is the Holy Spirit, tells, plus you have top ratings, boom, go!
[01:33:41.289 --> 01:33:41.409]  Yeah.
[01:33:41.889 --> 01:33:43.030]  It's like boom, boom, boom, boom, go!
[01:33:43.291 --> 01:33:47.615]  Yeah, we're eager to talk to you and help you give, get you that financial peace you're looking for.
[01:33:47.655 --> 01:33:50.458]  All right, we're going to rerun all this till tomorrow night at 4 p.m.
[01:33:50.478 --> 01:33:52.280]  when I go live again, if we're still on air.
[01:33:52.620 --> 01:33:54.442]  And folks, Imperial Troops have entered the base.
[01:33:54.823 --> 01:33:56.625]  We are so close, but we're celebrating.
[01:33:57.145 --> 01:33:57.906]  We're not going to give up.
[01:33:58.186 --> 01:33:59.628]  Regardless, God will make it right.
[01:34:00.008 --> 01:34:01.189]  They killed Obi-Wan Kenobi.
[01:34:01.209 --> 01:34:02.050]  He just comes back stronger.
[01:34:02.371 --> 01:34:03.232]  Thank you so much, crew.
[01:34:03.272 --> 01:34:03.692]  Great job.
[01:34:03.712 --> 01:34:04.112]  Love you all.
[01:34:04.132 --> 01:34:04.413]  Thank you.
[01:34:17.426 --> 01:34:18.267]  I think the U.S.
[01:34:18.307 --> 01:34:24.673]  economy is about to hit the skids and Russia and the BRICS nations are playing a masterful game of chess.
[01:34:25.173 --> 01:34:27.395]  And our administration's going in with like a checkerboard.
[01:34:27.415 --> 01:34:30.278]  They're not even... And the Federal Reserve has signaled they're down with interest rates.
[01:34:30.778 --> 01:34:37.444]  And things are going to get so bad, the globalists are going to usher in a new world of central bank digital currency.
[01:34:37.784 --> 01:34:39.426]  A form of money you could not see.
[01:34:39.886 --> 01:34:41.768]  Central bank digital currencies.
[01:34:42.068 --> 01:34:43.709]  They don't hide in the shadows anymore.
[01:34:43.749 --> 01:34:46.049]  They tell us exactly what they're going to do.
[01:34:46.469 --> 01:34:46.850]  Exactly.
[01:34:46.890 --> 01:34:47.710]  That's what's so frustrating.
[01:34:47.970 --> 01:34:52.171]  If you study it, you know the battle plan, but they know the public doesn't check that out.
[01:34:52.751 --> 01:34:54.272]  But we're able to give it to the public.
[01:34:54.312 --> 01:34:55.732]  That could really mess up their operation.
[01:34:56.052 --> 01:35:01.094]  The world is going to see a functioning CBDC very soon, within the coming year.
[01:35:01.494 --> 01:35:03.137]  We saw bank failure 1.0.
[01:35:03.337 --> 01:35:08.945]  It was Silicon Valley, Credit Suisse, First Republic, Silvergate Bank.
[01:35:09.165 --> 01:35:09.986]  I mean, all of those.
[01:35:10.227 --> 01:35:17.718]  First, we had the effects of a dramatic rise in interest rates, leading to the closure of Silicon Valley Bank, Signature Bank, and First Republic Bank.
[01:35:18.098 --> 01:35:19.779]  That was just a tremor before the bank crisis.
[01:35:34.326 --> 01:35:36.988]  People will say, okay, this is so bad.
[01:35:37.068 --> 01:35:37.928]  Banks are shutting down.
[01:35:38.008 --> 01:35:39.569]  All this economic failure.
[01:35:39.850 --> 01:35:40.890]  We'll give you what you want.
[01:35:40.930 --> 01:35:42.832]  Government just will give you away our freedoms.
[01:35:43.152 --> 01:35:44.192]  Just take care of us.
[01:35:44.293 --> 01:35:45.894]  Make sure that we can still feed our family.
[01:35:45.974 --> 01:35:47.655]  But this is happening in surprising numbers.
[01:35:47.855 --> 01:35:50.737]  We all sort of take our local bank for granted until it's gone.
[01:35:50.857 --> 01:35:53.679]  That's happening in 4,000 other locations around the country.
[01:35:53.919 --> 01:36:00.363]  And I think in the months ahead, we'll get more failures of regional banks around office space and commercial real estate.
[01:36:00.822 --> 01:36:06.849]  Surveillance and privacy issues could arise if the central bank is able to monitor every transaction.
[01:36:06.949 --> 01:36:14.637]  We've had over the last three weeks major disturbances in the banking world, right?
[01:36:14.797 --> 01:36:19.923]  This comes after the regional bank suffered a week-long plunge in its stock, plus a credit downgrade.
[01:36:20.103 --> 01:36:32.830]  We've seen stocks of things like Comerica Bank, PacWest Bank, New York Community Bank, and even Schwab just start to hit the skids.
[01:36:32.870 --> 01:36:35.932]  By the way, when you first came on months ago, you predicted this.
[01:36:37.093 --> 01:36:37.813]  Yeah.
[01:36:37.873 --> 01:36:39.915]  I mean, because the writing was on the wall.
[01:36:39.975 --> 01:36:47.319]  There's another big concern that a central bank issued digital currency could cause a bank run during economic instability.
[01:36:47.759 --> 01:36:48.760]  Here's the ugly reality.
[01:36:48.801 --> 01:36:53.948]  We are no different than Argentina, Venezuela, Zimbabwe, Greece, Cyprus.
[01:36:54.409 --> 01:37:02.600]  Any country who loses demand for their currency and is forced to print, they go into an inflationary spiral that brings social chaos.
[01:37:03.041 --> 01:37:12.444]  Tangible assets like gold and silver are so important, not just because they're growing, because I think it's a means to protect your financial privacy and financial freedom.
[01:37:12.804 --> 01:37:25.508]  I think there's going to be alternative systems of using tangible assets like gold and silver to back private currencies for individuals to actually be able to transact business on their own, not be a digital slave in their digital world.
[01:37:25.929 --> 01:37:30.150]  These are the kind of solutions that I've been shouting from the rooftops for decades, Alex.
[01:37:30.410 --> 01:37:31.750]  Inflation is coming.
[01:37:32.110 --> 01:37:35.751]  What happens to tangible assets like gold and silver during inflation?
[01:37:36.111 --> 01:37:36.671]  They go up!
[01:37:36.831 --> 01:37:39.052]  People do need to get basic gold and silver.
[01:37:39.372 --> 01:37:42.113]  They need to at least stick their toe in the ocean and do it.
[01:37:42.153 --> 01:37:44.713]  They need to go to your website, KEPM.
[01:37:44.813 --> 01:37:46.874]  KEPM.com forward slash gold.
[01:37:47.294 --> 01:37:49.354]  KEPM.com forward slash gold.
[01:37:49.374 --> 01:37:52.535]  That's KEPM.com forward slash gold.
[01:37:52.835 --> 01:37:53.175]  Or call 720-605-3900.
[01:37:53.195 --> 01:37:54.015]  They need to talk to you folks.
[01:37:57.876 --> 01:38:00.297]  And start getting gold and silver bullion now.
[01:38:00.617 --> 01:38:04.698]  But regardless, we're in for an insane time.
[01:38:06.059 --> 01:38:11.840]  While other networks lie to you about what's happening now, InfoWars tells you the truth about what's happening next.
[01:38:12.541 --> 01:38:16.282]  Visit InfoWars.com forward slash show and share the link today.
[01:38:20.103 --> 01:38:25.845]  While other networks lie to you about what's happening now, InfoWars tells you the truth about what's happening next.
