[00:00:00.189 --> 00:00:00.689]  Iodine.
[00:28:09.294 --> 00:28:10.755]  Obviously because they want to push the vaccine.
[00:28:11.015 --> 00:28:13.137]  They want to hire death toll to create this phobia and this fear.
[00:28:14.758 --> 00:28:22.280]  How we fight back against the system that the EU already put in place where they basically banned vitamins and minerals of any good dosage.
[00:28:22.300 --> 00:28:26.061]  So we're going to go to the guest right now, Dr. Shiva.
[00:28:26.941 --> 00:28:39.305]  But I want to ask him in the time we have, the five minutes left in this segment, to give us a big 35,000 foot overview on COVID-19, what's happened, the national ID card they're announcing to be able to travel, Gates wants the microchip.
[00:28:39.325 --> 00:28:43.146]  People don't understand he's literally involved in everything, financing and controlling it.
[00:28:44.005 --> 00:28:51.870]  And the group that's behind him about where you think this is going and how we can turn this around and how you think it's going for the globalists right now in this worldwide medical tyranny.
[00:28:53.712 --> 00:28:57.674]  Alex, what's happening is two phenomenon are occurring in parallel, right?
[00:28:58.235 --> 00:29:05.940]  The forces of evil and darkness and also the forces of light where people are getting educated, but fundamentally this entire process
[00:29:06.573 --> 00:29:26.046]  Was engineered by the front man, you know, they use a front man, this guy Fauci, but behind him is three major foundations, the Gates Foundation, the Chan Zuckerberg Foundation, and the Clinton Global Initiative, all which are pro vaccine and all support the sustainable development goals, which paints a very utopian picture of where the future can go.
[00:29:26.066 --> 00:29:32.770]  And you should go look at it's called SDG 3, but foundational to achieving SDG 3 in their view, which is
[00:29:33.191 --> 00:29:33.612]  We're good.
[00:29:38.709 --> 00:29:41.471]  Is that we must immunize everyone on the planet.
[00:29:41.551 --> 00:29:44.773]  In fact, the front page of it says no one left behind.
[00:29:45.153 --> 00:29:49.336]  So that's like the big big goal here in order to execute on that goal.
[00:29:49.756 --> 00:29:52.198]  You have to create massive amounts of fear.
[00:29:52.678 --> 00:29:58.422]  You have to bring people into alignment and this thing that we're witnessing right here was was architected.
[00:29:58.442 --> 00:30:05.587]  It was extremely well planned and as what we're seeing right now is literally the country is split into two one group of people.
[00:30:06.207 --> 00:30:06.908]  We're good to go!
[00:30:30.980 --> 00:30:41.007]  And getting that fundamental out there, getting the fundamental true science, not the fake science promoted by Bill Gates, as you said, this guy actually never really invented anything.
[00:30:41.027 --> 00:30:43.929]  You know, I actually created the first email system, not just a term.
[00:30:44.369 --> 00:30:50.754]  Bill Gates actually stole or bought DOS from someone else and this very nice family flipped it for him.
[00:30:51.861 --> 00:30:54.542]  As you said, he has no education in the biological sciences.
[00:30:55.002 --> 00:31:01.063]  Yet, because he's part of the global elite, his entire goal is to create a factory of all of us.
[00:31:01.103 --> 00:31:03.904]  We're all automatons serving this global elite.
[00:31:04.344 --> 00:31:11.846]  And the model of using fear and fake science, which is basically to say that the germs are what kill us, which is absolutely not true.
[00:31:11.946 --> 00:31:12.886]  We'd all be dead by now.
[00:31:13.386 --> 00:31:19.152]  The reality is it's a weakened and dysfunctional immune system caused by dirty air, dirty water, dirty food.
[00:31:19.472 --> 00:31:24.076]  Maybe some genetics but pre-existing conditions or people's immune systems are compromised.
[00:31:24.717 --> 00:31:30.002]  And instead of discussing immune health, instead of talking about the things that we can use to boost immune health,
[00:31:30.740 --> 00:31:34.703]  What they want to talk about is flattening the curve, social distancing.
[00:31:34.743 --> 00:31:36.845]  By the way, I just gave a talk yesterday, Alex.
[00:31:37.285 --> 00:31:40.348]  Social distancing, as we know, social isolation.
[00:31:40.368 --> 00:31:46.773]  A wonderful paper came out talking about how when we isolate ourselves, that we actually hurt our immune systems.
[00:31:47.273 --> 00:32:03.768]  It's called loneliness as a molecule, but fundamentally talking about that when we isolate people like we're doing, that the doctors... I mean, my grandmother, my dad's mom, kept him so clean and so absolutely not in the dirt.
[00:32:04.389 --> 00:32:08.412]  That the nanny and the doctor said, you've got to get him in the dirt.
[00:32:08.913 --> 00:32:09.913]  He's not thriving.
[00:32:10.574 --> 00:32:13.676]  And they then got him in the dirt and his black nanny gave him Hindu tea.
[00:32:13.696 --> 00:32:18.880]  It was actually chicken crap, you know, and tea cooked up so he got really healthy because he didn't have an immune system because it had never been challenged.
[00:32:19.200 --> 00:32:26.266]  They know all this and Gates wants to take over the whole human environment and make us these weaklings that have to live then with the drugs and things they give us.
[00:32:26.406 --> 00:32:28.708]  And when in truth we're this big colony organism,
[00:32:29.028 --> 00:32:35.330]  That our electrochemical soul sits in, they've now proven it, and we're this incredible badass fortress.
[00:32:35.730 --> 00:32:38.151]  These little germs and things are piss ants compared to us.
[00:32:39.052 --> 00:32:43.013]  If we have a good immune system, one of my favorite things is swimming in swamps.
[00:32:43.413 --> 00:32:45.694]  The studies show that just absolutely boosts your immunity.
[00:32:45.714 --> 00:32:46.654]  We'll be right back, stay with us.
[00:32:48.635 --> 00:32:53.557]  I know why people would tune into the broadcast over the years and think, this guy's crazy.
[00:32:56.832 --> 00:33:06.340]  And I remember we would go to Methodist churches, Baptist churches, but we would also go to evangelical churches because there were some evangelical preachers living in our neighborhood that my parents were friends with.
[00:33:08.402 --> 00:33:10.444]  And I remember they'd have visiting preachers come.
[00:33:11.545 --> 00:33:12.545]  And so they ran the gamut.
[00:33:12.605 --> 00:33:16.048]  Some were con men, some were really, you know, Holy Spirit type folks.
[00:33:17.230 --> 00:33:39.897]  But I remember some of the old guys would come and they would lay out world government computers and microchips to track everything and then they're going to have a thing called the internet and it's these systems and they're going to totally control everybody and there's going to be medical tyranny and there's going to be a vaccine they inject into you and it's going to have the proof that you've had all these other medicines and vaccines they're going to make you take and it's going to be a medical tyranny.
[00:33:40.577 --> 00:33:44.458]  And I'm like eight years old hearing stuff like this in the beast computer in Brussels.
[00:33:46.124 --> 00:33:49.488]  And then, there was a thing called Texas Best Seminars.
[00:33:49.528 --> 00:33:50.750]  We had to find out the guy's name.
[00:33:50.770 --> 00:33:51.731]  He was like a lay preacher.
[00:33:52.111 --> 00:33:59.060]  We were at dinner one time, because I went and gave a speech there, and he was like, I'm like, yeah, I'll have a microchip to track us in a casual society.
[00:33:59.340 --> 00:34:04.166]  He goes, no, it'll be a digital vaccine that's
[00:34:06.917 --> 00:34:07.577]  Nanotech.
[00:34:08.638 --> 00:34:10.078]  I never heard that term even back then.
[00:34:11.078 --> 00:34:17.080]  And it'll track you everywhere, and if you haven't gone through all the medical tyranny they want, you won't be able to buy or sell or leave your house.
[00:34:19.421 --> 00:34:23.642]  And, you know, you're hearing these guys saying they're having visions about this, and you're rolling your eyes.
[00:34:23.802 --> 00:34:24.323]  I was too.
[00:34:24.643 --> 00:34:27.043]  Okay, well, no need to worry about visions anymore.
[00:34:28.024 --> 00:34:30.525]  We're here, and this is happening.
[00:34:32.225 --> 00:34:34.606]  And just lay people are freaking out about what's going on,
[00:34:35.956 --> 00:34:41.038]  And then they go research and they found out about zinc and vitamin D and all this, and the media is trying to block it.
[00:34:42.398 --> 00:34:43.299]  How evil is that?
[00:34:44.199 --> 00:34:50.121]  So this is science with Dr. Shiva Idure with us from MIT.
[00:34:50.141 --> 00:34:58.544]  He runs big companies, has a lot of top medical research, and he is a world-renowned systems scientist, inventor, and entrepreneur.
[00:34:58.664 --> 00:34:59.805]  And again he did invent the
[00:35:00.465 --> 00:35:00.685]  Email.
[00:35:01.246 --> 00:35:02.146]  Not just the term email.
[00:35:02.827 --> 00:35:05.728]  So the time we have in like the next eight minutes or so I'm gonna try to shut up.
[00:35:06.449 --> 00:35:09.371]  Get into why you think they're blocking it.
[00:35:09.391 --> 00:35:20.558]  I mean we know why but I want your take and where you see all this going in this attempt to take vitamins and minerals away from people is I see it making everybody go crazy about vitamins and minerals that weren't before.
[00:35:20.578 --> 00:35:26.902]  I mean I see this really backfiring but go through your view on that and then the actual stuff you covered yesterday about
[00:35:27.282 --> 00:35:31.004]  What is essential in how our bodies work and how people can protect themselves more?
[00:35:32.425 --> 00:35:40.050]  So Alex, you know, what I want to cover very quickly is that as a system scientist, you know, I try to connect the dots, right?
[00:35:40.090 --> 00:35:41.691]  That's what system science is about.
[00:35:41.711 --> 00:35:44.192]  It's about the ankle bones connected to the foot bone.
[00:35:44.232 --> 00:35:47.454]  So you can use that principle to see that the immune system is a complex system.
[00:35:48.109 --> 00:35:54.373]  But you can also use it just very briefly to understand the interconnection between freedom, truth and health.
[00:35:54.754 --> 00:35:55.594]  Now, I'm running for U.S.
[00:35:55.654 --> 00:36:03.640]  Senate, as I've talked about before, Alex, and the entire campaign for many years, even before I got into politics, was always about truth, freedom and health.
[00:36:03.680 --> 00:36:04.680]  And what do I mean by that?
[00:36:05.421 --> 00:36:08.483]  What we're witnessing right now is that when you suppress freedom,
[00:36:08.996 --> 00:36:11.958]  Suppress freedom of speech, you know, promote censorship.
[00:36:12.298 --> 00:36:14.220]  You never can practice a scientific method.
[00:36:14.680 --> 00:36:17.963]  So all of science then is based on scientific consensus.
[00:36:18.363 --> 00:36:21.285]  So what you get is fake science, which means you diminish truth.
[00:36:21.826 --> 00:36:27.271]  And from fake science, they can create fake problems, Alex, and fake solutions.
[00:36:27.391 --> 00:36:27.791]  Exactly.
[00:36:27.971 --> 00:36:33.116]  How dangerous is it to say that the president can't talk about zinc or hydroxychloroquine?
[00:36:33.236 --> 00:36:34.617]  Anybody can say whatever they want.
[00:36:34.917 --> 00:36:36.238]  Doesn't mean it's all right or true.
[00:36:36.498 --> 00:36:39.781]  That's how we have... And then in science, it's always changing.
[00:36:39.801 --> 00:36:40.622]  We're always learning more.
[00:36:40.822 --> 00:36:43.384]  You're supposed to be able to challenge global warming, big man-made.
[00:36:43.564 --> 00:36:46.207]  You're supposed to be able to challenge the vaccine, but you're not supposed to.
[00:36:47.794 --> 00:36:51.016]  So the fundamental issue here is, Alex, they start with suppressing freedom.
[00:36:51.396 --> 00:36:57.258]  So when you go to academia, you know, which I've been in and out, did four degrees at MIT, my PhD is in biological engineering.
[00:36:57.298 --> 00:37:01.380]  One of the features is that what we have in academia now is the oldest profession.
[00:37:01.720 --> 00:37:03.061]  These guys are pay to play.
[00:37:03.121 --> 00:37:09.584]  And if you actually look at the biological sciences, 50% of the funding that the NIH puts out is in biological sciences.
