[00:00:02.531 --> 00:00:05.494]  Nurse Erin Marie Olszewski?
[00:25:53.906 --> 00:25:55.126]  You can't see grandma now.
[00:25:55.187 --> 00:25:56.727]  This is Milgram experiment.
[00:25:57.108 --> 00:25:58.649]  Stanford research experiment.
[00:25:58.689 --> 00:26:00.430]  This is real mind control.
[00:26:00.470 --> 00:26:01.690]  Then you read Klaus Schwab.
[00:26:01.710 --> 00:26:02.811]  I don't know if you've seen that.
[00:26:02.831 --> 00:26:05.133]  The Davos Group admitting, oh, COVID's not a threat.
[00:26:05.413 --> 00:26:08.675]  This is the rollout of our global corporate takeover and our global ID.
[00:26:11.147 --> 00:26:12.288]  No, you're exactly right.
[00:26:12.388 --> 00:26:17.592]  And, you know, there are more and more medical professionals speaking up about this.
[00:26:17.772 --> 00:26:20.995]  And, you know, eventually there's going to be too many of us to ignore.
[00:26:21.075 --> 00:26:22.496]  And I hope that that's the case.
[00:26:22.796 --> 00:26:24.898]  And, you know, I'm going to continue the fight.
[00:26:25.138 --> 00:26:30.302]  And, you know, there's other doctors and nurses that are stepping up and saying, you know what?
[00:26:30.422 --> 00:26:32.043]  Enough is enough.
[00:26:32.344 --> 00:26:33.825]  You know, we can't lie anymore.
[00:26:34.790 --> 00:26:41.015]  Go ahead and take our license because I don't honestly want to be a part of this system if this is how it's going to be.
[00:26:41.075 --> 00:26:54.044]  I'd rather be on the outside and helping people, you know, try to avoid this, whatever it is that they're trying to do to, you know, just innocent people right now.
[00:26:55.845 --> 00:26:59.047]  Well, I was really impressed with the videos you shot and what you did.
[00:26:59.107 --> 00:27:00.168]  We'll show those next segment.
[00:27:00.929 --> 00:27:03.411]  And the fact that what you said has been proven out was going on.
[00:27:03.731 --> 00:27:07.614]  And we did see some reform up front because of you and other whistleblowers.
[00:27:07.654 --> 00:27:13.358]  But now I see the same, as you said, murderous, out-of-control tactics coming back in this winter.
[00:27:15.440 --> 00:27:18.622]  Yeah, well, we already knew that a second wave was coming.
[00:27:18.662 --> 00:27:22.165]  And that's kind of why I needed to get that expose out.
[00:27:22.225 --> 00:27:23.386]  I needed to get the book out.
[00:27:24.071 --> 00:27:28.713]  Knowledge is power, and people need to know what to do right now in order to fight back.
[00:27:29.073 --> 00:27:34.135]  First things first, family members need to be allowed in these hospital rooms.
[00:27:34.495 --> 00:27:48.460]  And if that's not allowed, you know, if masks honestly work, which they don't, there's no science to back that up, then let the family members put on a mask and go visit their loved ones and be able to advocate for them, because that's where a lot of things go wrong.
[00:27:48.500 --> 00:27:51.461]  You know, even on good days in hospitals, it's very bad.
[00:27:51.874 --> 00:27:54.336]  And it's been bad for a really, really long time.
[00:27:54.696 --> 00:28:09.606]  And I think this may be kind of the catalyst to change and, you know, a reform in ethics and, you know, be able to advocate for your loved ones and have a backup if that's not possible.
[00:28:09.866 --> 00:28:13.889]  Maybe in the form of, you know, nurses like myself to be able to go in there.
[00:28:14.409 --> 00:28:17.531]  If you need a degree in order to go into these hospitals, then so be it.
[00:28:19.107 --> 00:28:22.048]  Well, we need prosecution of Bill Gates and the U.N.
[00:28:22.068 --> 00:28:24.809]  and these big corporations rolling out their forced inoculations.
[00:28:25.089 --> 00:28:25.709]  But we come back.
[00:28:25.729 --> 00:28:26.629]  You've already alluded to this.
[00:28:26.669 --> 00:28:27.489]  You shot the proof.
[00:28:27.849 --> 00:28:33.911]  When you say they were murdering people, we're going to lay that out with Nurse Erin Marie on the other side.
[00:28:33.931 --> 00:28:37.072]  At Nurse Erin with two E's.
[00:28:37.472 --> 00:28:41.513]  And we'll tell you other places to find her book, which I know they've been trying to block.
[00:28:41.933 --> 00:28:43.093]  But this is so important.
[00:28:43.133 --> 00:28:44.994]  Listeners, I know you know this stuff.
[00:28:45.731 --> 00:28:48.653]  Or you know most of it, but your friends and neighbors and family don't.
[00:28:49.294 --> 00:28:56.199]  So, I would suggest you all get copies of this and give it to your local hospitals, because that will trigger a major debate that's already happening inside.
[00:28:56.559 --> 00:28:57.560]  We've got to expose this.
[00:28:57.580 --> 00:28:58.481]  This is high-tech.
[00:29:00.726 --> 00:29:04.207]  We are witnessing a perfect dichotomy of psychological warfare.
[00:29:04.407 --> 00:29:13.910]  The United Nations, the big corporations, the globalists, big tech and big pharma are all pushing the cub as the most deadly thing in history, even though statistically it's a very weak flu or cold.
[00:29:14.070 --> 00:29:17.231]  But if you are deficient, then you can actually die from it.
[00:29:17.351 --> 00:29:19.432]  That's why you see somebody dying in southern nursing homes.
[00:29:19.952 --> 00:29:29.555]  Meanwhile, all these top scientists and researchers and former Pfizer head medical officers have come out and said that the COVID-19 vaccine, especially the mRNA ones,
[00:29:29.735 --> 00:29:29.995]  I don't know.
[00:30:01.260 --> 00:30:02.241]  Kurt in Oklahoma.
[00:30:02.281 --> 00:30:02.882]  Kurt, welcome.
[00:30:04.724 --> 00:30:14.934]  There is nothing better, nothing more comfy than waking up, saying a prayer, brewing a cup of Wake Up America Patriot Blend, and calling in to the American Journal.
[00:30:15.315 --> 00:30:15.935]  That's right, sir.
[00:30:15.975 --> 00:30:16.956]  Well, we're honored to be here.
[00:30:16.996 --> 00:30:17.997]  We're glad to be taking your calls.
[00:30:18.037 --> 00:30:20.140]  What is your view on this situation with the vaccines?
[00:30:20.640 --> 00:30:29.325]  So my wife and I were talking about the COVID vaccine the other day, and we're of course against it, but we're planning on trying to have our first kid.
[00:30:29.345 --> 00:30:30.425]  We're trying right now.
[00:30:30.826 --> 00:30:38.330]  And we got to talking about all the societal pressure that's baked in around the COVID vaccine, but really any given vaccine.
[00:30:39.190 --> 00:30:45.894]  You know, not being able to have kids go to school if they're not vaccinated, not being able to do certain things, work certain places.
[00:30:46.134 --> 00:30:46.374]  And we got
[00:30:46.374 --> 00:30:46.614]  We're good.
[00:31:01.451 --> 00:31:01.991]  I think so.
[00:31:21.138 --> 00:31:45.888]  We're getting it out there, and that's good, but what we really need to do is figure out a way to attack culturally this anti-intellectual, anti-free-thinking culture, whether that's through art, whether that's through prayer, whether that's through our own movies and TV shows, because really the only way we're going to stop and save everyone else from getting these vaccines, I mean, we're already going to be fine.
[00:31:45.928 --> 00:31:46.848]  We are informed.
[00:31:47.368 --> 00:31:50.312]  We're not going to take these vaccines, even if they try to force it on us.
[00:31:50.532 --> 00:31:51.834]  We're going to die one way or the other.
[00:31:51.894 --> 00:31:55.338]  I totally agree, but it's up to us to keep on living, to keep on having children.
[00:31:55.378 --> 00:32:03.227]  And just like these towns in Washington State and other places that are pulling out, saying we're not following any of your lies, we'll have towns without 5G.
[00:32:03.547 --> 00:32:04.869]  We'll have towns without cell phones.
[00:32:04.889 --> 00:32:05.489]  We'll have towns...
[00:32:06.010 --> 00:32:07.932]  We're Christian, but we're open to others.
[00:32:07.992 --> 00:32:10.974]  It's just all about we have rules and laws that are pro-human.
[00:32:11.354 --> 00:32:13.236]  And what you're saying is the total future.
[00:32:13.636 --> 00:32:21.123]  And everything about the left is a bullying, submission culture of raping us with their ideas, raping us with their poison vaccines.
[00:32:21.423 --> 00:32:24.826]  Why do you think California passed a law you can give somebody HIV and not get in trouble?
[00:32:25.186 --> 00:32:26.547]  They want to rape you.
[00:32:26.827 --> 00:32:28.148]  They want to infect you.
[00:32:28.389 --> 00:32:31.011]  They want to bring you down the way they are, Kurt.
[00:32:31.511 --> 00:32:32.192]  Exactly.
[00:32:32.592 --> 00:32:41.938]  And most people go along to get along just because they're so invested with getting that next paycheck to go see the latest movie or to buy the newest video game.
[00:32:42.359 --> 00:32:43.900]  It's all economic for these people.
[00:32:43.940 --> 00:32:47.582]  They just want to, you know, focus on... It's all Pavlovian.
[00:32:47.622 --> 00:32:48.163]  Call me back.
[00:32:48.223 --> 00:32:48.883]  We love you, Kurt.
[00:32:48.963 --> 00:32:49.984]  Incredible callers!
[00:32:50.484 --> 00:32:51.485]  We got such good callers.
[00:32:51.505 --> 00:32:53.126]  We're actually getting to them.
[00:32:53.166 --> 00:32:58.610]  Watch The American Journal weekday mornings 8 to 11 central at band.video.
[00:33:02.253 --> 00:33:08.197]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:33:18.784 --> 00:33:25.148]  Defending the Republic from enemies foreign and domestic, it's Alex Jones.
[00:33:26.089 --> 00:33:28.470]  Nurse Erin Marie Olszewski is our guest.
[00:33:29.431 --> 00:33:30.472]  I'm Alex Jones, your host.
[00:33:31.816 --> 00:33:34.338]  And I've studied this a lot more than I want to.
[00:33:34.358 --> 00:33:36.280]  I'm telling you what she's saying is dead on.
[00:33:36.300 --> 00:33:38.502]  I've had medical doctors on, scientists on.
[00:33:39.362 --> 00:33:41.824]  The vast majority come out and say this is a total fraud.
[00:33:41.844 --> 00:33:42.325]  It's a scam.
[00:33:42.365 --> 00:33:47.589]  And then they try to fire medical doctors that run major hospitals for saying what she's saying right now.
[00:33:48.129 --> 00:33:52.713]  But as you heard her say, more and more of the doctors and nurses are refusing to be part of this fraud.
[00:33:53.554 --> 00:33:55.255]  People need to read your book.
[00:33:55.295 --> 00:33:56.176]  This is life and death.
[00:33:56.436 --> 00:33:58.018]  Where's the best place for folks to get
[00:33:58.918 --> 00:34:01.601]  Your newly published book, The Undercover Epicenter Nurse.
[00:34:03.142 --> 00:34:08.887]  You can get it on any, you know, online store, Amazon, Barnes & Noble.
[00:34:08.987 --> 00:34:13.211]  I have a personal signed copy link in the link that I gave you.
[00:34:13.271 --> 00:34:15.313]  It's the link tree at Nurse Erin.
[00:34:16.313 --> 00:34:22.459]  And then, yeah, it's not out in retail stores yet because they just don't want to carry it.
[00:34:23.285 --> 00:34:28.936]  Well obviously we need to override them and get that out there, and you've also paid a lot getting fired for telling the truth.
[00:34:29.417 --> 00:34:31.802]  Again, give us that URL for Radiolisters.
[00:34:31.822 --> 00:34:32.503]  We're not just TV.
[00:34:32.543 --> 00:34:35.288]  Give them audibly where they can find the book to support you.
[00:34:37.619 --> 00:34:45.126]  If you go to my Instagram at Aaron underscore BSN, there's a link in my bio for a signed copy.
[00:34:45.386 --> 00:34:47.548]  People need to get the signed copy.
[00:34:48.108 --> 00:34:54.734]  They need to give it to friends and family because again, I sit there and I talk to people and I go, hey, they just found HIV insertions.
[00:34:56.207 --> 00:34:57.948]  In the vaccine, they go, oh, you're a liar.
[00:34:57.968 --> 00:34:59.909]  Then I show them the Indian study, they go, oh, wow.
[00:35:00.349 --> 00:35:01.730]  Then I show them Sydney Morning Herald.
[00:35:01.750 --> 00:35:06.852]  They just stopped the vaccine all over Australia because they were doing HIV positive tests.
[00:35:06.872 --> 00:35:08.153]  Well, I'm not a doctor.
[00:35:08.173 --> 00:35:09.794]  I had scientists on 10 months ago.
[00:35:09.834 --> 00:35:17.177]  They predicted that if somebody really made a vaccine for this, it would give you HIV positive because part of this COVID thing is HIV.
[00:35:17.698 --> 00:35:20.659]  But we'll talk about that, come up in a few minutes with the vaccines and your view on that.
[00:35:21.579 --> 00:35:23.280]  Let's get into the death here.
[00:35:23.540 --> 00:35:24.541]  Let's talk about that.
[00:35:25.868 --> 00:35:27.509]  Let's go ahead and play this clip number one.
[00:35:27.529 --> 00:35:31.052]  This is footage you valiantly shot, because you can get in a lot of trouble for this, folks.
