# Transcription model: CohereLabs/cohere-transcribe-03-2026, WAV2VEC2_ASR_BASE_960H, sat-12l-sm, script v26.04.01, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: b3cf1c2e6cecea0f66360df349d3e5ab
[00:01:41.281 --> 00:01:42.332]  him off this time.
[00:24:43.565 --> 00:24:44.025]  Wow.
[00:24:44.345 --> 00:24:45.005]  I didn't know that.
[00:24:45.125 --> 00:24:45.705]  That's fascinating.
[00:24:45.965 --> 00:24:53.506]  But when you talk about things like testosterone, where they've shown that lowering your testosterone makes you less likely to go with your gut.
[00:24:53.885 --> 00:25:08.307]  And we know that going with your gut is really just a vernacular way of saying basically your brain is taking in all of these signals, totally sort of unprocessed, and just sort of coming to a conclusion subconsciously that's probably more accurate than your conscious attempt to.
[00:25:08.667 --> 00:25:09.787]  To logic your way through it.
[00:25:10.647 --> 00:25:21.788]  And so by lowering testosterone and cutting, you're really cutting you off from this like pure, unadulterated, no interference relation with reality, right?
[00:25:22.048 --> 00:25:26.508]  Going with your gut is just that direct connection between you and reality.
[00:25:26.567 --> 00:25:29.109]  And they cut that off by lowering your testosterone.
[00:25:29.129 --> 00:25:31.769]  But like, it's real chemical warfare against us.
[00:25:32.229 --> 00:25:36.769]  They're, they are literally, it's like they're going into our brain and mixing up chemicals.
[00:25:36.829 --> 00:25:42.490]  I mean, they are, whether it's the dopamine, Addiction that they get us with the social media.
[00:25:42.550 --> 00:25:48.690]  They know exactly what they're doing and they are literally manipulating our chemical structure in order to better exploit us.
[00:25:48.870 --> 00:25:50.850]  Am I wrong?
[00:25:51.029 --> 00:25:51.870]  You're absolutely correct.
[00:25:52.211 --> 00:25:52.811]  And there's more.
[00:25:53.510 --> 00:26:03.671]  And I hope that I'd love to join you one day and do like an hour discussion about this, about morphic resonance and the fact that you are not inside your skull.
[00:26:04.092 --> 00:26:04.292]  Right.
[00:26:04.491 --> 00:26:04.672]  Okay.
[00:26:04.692 --> 00:26:11.231]  So the spirit of you exists outside your physical body and your connection with your spirit, which is.
[00:26:11.612 --> 00:26:20.133]  Comes through intuition, it comes through creativity, comes through divinity, inspiration, innovation, all of those things actually come from outside your brain.
[00:26:21.033 --> 00:26:22.992]  And that's the real you that's connected.
[00:26:23.013 --> 00:26:28.754]  Like your physical body is actually just a bio skin suit for your soul.
[00:26:29.713 --> 00:26:34.874]  And part of the assault on your body is to cut off your body from your soul.
[00:26:35.213 --> 00:26:35.433]  Right.
[00:26:35.454 --> 00:26:38.754]  Like literally, I think the vaccines were a big part of that, frankly.
[00:26:39.074 --> 00:26:49.275]  And I remember some people taking the jab and saying that they felt like, God had been drained from their body because that's the disconnect that's built into these weapon systems.
[00:26:49.295 --> 00:26:50.934]  So, anyway, that's a whole nother show.
[00:26:51.075 --> 00:26:53.256]  You know, we can talk about that one day.
[00:26:54.036 --> 00:26:54.456]  It's wild.
[00:26:54.476 --> 00:26:54.996]  We'll have to.
[00:26:55.016 --> 00:27:00.736]  Well, and this is the great thing about the Alex Jones Network we'll have new shows, we'll have opportunities to do stuff like that.
[00:27:01.336 --> 00:27:04.057]  You know, I'm really looking forward to being able to do more stuff like that.
[00:27:04.317 --> 00:27:08.057]  And by the way, I should let everybody know we are commercial free from here on out.
[00:27:08.096 --> 00:27:13.096]  So, you know, we may go to a video report here or there, but we are commercial free until at least nine.
[00:27:13.137 --> 00:27:14.896]  I think we may be going even later than that.
[00:27:15.437 --> 00:27:17.498]  Alex Jones is on his way to the studio.
[00:27:17.518 --> 00:27:19.018]  He'll be taking over very shortly.
[00:27:19.337 --> 00:27:25.518]  Mike Adams is my guest as we're doing this extended broadcast for the final day here at the InfoWars headquarters.
[00:27:25.557 --> 00:27:32.318]  The Central Texas Command Center is closing down at midnight tonight, as is the Alex Jones Store.com.
[00:27:32.439 --> 00:27:37.338]  Well, the Alex Jones Store.com will continue to operate, and we will continue to operate under the Alex Jones Network.
[00:27:37.739 --> 00:27:43.379]  But tonight at midnight is your last chance and the audience's last chance to get InfoWars branded material.
[00:27:43.860 --> 00:27:44.940]  Tonight is the last night for that.
[00:27:44.960 --> 00:27:46.079]  So you only have a few hours left.
[00:27:46.140 --> 00:27:50.600]  If you want to get something official with the InfoWars logo, it is your last chance.
[00:27:50.620 --> 00:27:54.140]  Go to the Alex Jones Store.com, the Alex Jones Store.com slash Harrison.
[00:27:54.160 --> 00:27:59.101]  If you want to let them know who sent you, get your products now because, and in fact, we have a countdown.
[00:27:59.240 --> 00:28:05.181]  You now have Five hours, 31 minutes, and 48 seconds to get your InfoWars branded material.
[00:28:06.121 --> 00:28:08.062]  But of course, check out the supplements and stuff as well.
[00:28:08.382 --> 00:28:10.302]  We are going to be broadcasting into the night.
[00:28:10.402 --> 00:28:11.682]  Alex Jones is on his way.
[00:28:12.281 --> 00:28:19.122]  And we're just sort of talking about InfoWars and the impact that it's had and the history that it's had.
[00:28:19.623 --> 00:28:20.722]  In fact, maybe let's do that.
[00:28:20.962 --> 00:28:27.682]  Mike, let's go back over your history with InfoWars and how you first found Alex and how you have, y'all have sort of grown in tandem.
[00:28:27.742 --> 00:28:40.663]  I mean, I always sort of see natural news and InfoWars.com as almost like, Parallel sites, very similar sites covering a lot of the same topics in a lot of the same ways, but obviously each with our own niche and expertise.
[00:28:41.203 --> 00:28:45.125]  But how did you find out about Alex Jones and how did you get roped into this circus?
[00:28:46.045 --> 00:28:53.025]  Well, what a lot of people don't know is that I was actually deplatformed from YouTube before Alex was.
[00:28:53.965 --> 00:29:03.786]  And I was deplatformed, I think it was 2014, because I was beginning to teach people about natural cancer cures and the dangers of vaccines.
[00:29:04.046 --> 00:29:06.665]  I have cartoons, I did a cartoon series called Counterthink.
[00:29:07.186 --> 00:29:11.727]  Back in 2006, 2007, and you can still find all those cartoons.
[00:29:11.807 --> 00:29:22.508]  I was going after the FDA and the pink ribbon cancer industry front groups, you know, and all of that back when it was considered super fringe to question vaccines.
[00:29:22.587 --> 00:29:30.488]  Okay, I mean, 2007, you know, and everybody thought the FDA was safe and everybody thought vaccines worked and they were awesome and everything.
[00:29:31.188 --> 00:29:36.848]  So I was super edgy, you know, early on, as was Alex, but we were in different domains.
[00:29:36.869 --> 00:29:39.509]  I was focused on food and health, and he's focused on politics.
[00:29:39.528 --> 00:29:42.889]  You know, his coverage of Oklahoma City and so on was really superb.
[00:29:44.029 --> 00:29:50.150]  Both of us have been proven right by history on almost everything, not 100%, but almost everything.
[00:29:50.170 --> 00:29:52.529]  Certainly, the broad strokes of what we were saying.
[00:29:52.970 --> 00:30:00.290]  I was saying that the pharmaceutical industry is trying to kill you or keep you sick and exploit you for profit as long as they can until they kill you.
[00:30:00.851 --> 00:30:07.932]  And Alex was saying, you know, you're being lied to, all these false flags are happening, and it's a system of control to take away your rights and freedom.
[00:30:08.332 --> 00:30:14.332]  Turns out those topics converged because the food supply became a vector for depopulation.
[00:30:14.692 --> 00:30:16.552]  And mass chemical poisoning of the people.
[00:30:16.872 --> 00:30:29.073]  So ultimately, if you talk about food, which is how I started out, eventually you can't evade talking about politics because everything about food becomes political.
[00:30:29.133 --> 00:30:34.814]  Like the current, you know, they're trying to give immunity to the herbicide and pesticide manufacturers right now.
[00:30:35.074 --> 00:30:39.973]  So they can super saturate the crops and poison you to death and have no liability, just like the vaccine industry.
[00:30:40.453 --> 00:30:41.634]  So they intersect.
[00:30:41.653 --> 00:30:47.075]  So that's actually, I think, what brought me to filling in for Alex and.
[00:30:47.095 --> 00:30:49.515]  Yeah, I guess the rest is history.
[00:30:49.555 --> 00:30:52.555]  You know, we just began covering the same thing.
[00:30:52.575 --> 00:30:54.174]  By the way, it was never coordinated.
[00:30:54.674 --> 00:30:59.436]  There was never a time that Alex and I sat down and said, let's cover the same thing tomorrow.
[00:31:00.155 --> 00:31:02.415]  That literally never happened, not once.
[00:31:03.576 --> 00:31:09.217]  But very often we did cover the same thing because we were thinking along the same lines about what was important.
[00:31:09.636 --> 00:31:09.896]  Right.
[00:31:10.116 --> 00:31:11.197]  So there you go.
[00:31:11.777 --> 00:31:14.317]  Well, it's just been an incredible journey.
[00:31:14.457 --> 00:31:15.317]  I know you have to go.
[00:31:16.437 --> 00:31:17.356]  Thank you for spending time.
[00:31:17.376 --> 00:31:18.457]  No, I'm good for a few more minutes.
[00:31:18.576 --> 00:31:19.136]  Are you okay?
[00:31:19.678 --> 00:31:21.018]  I know you have to go, so just let me know.
[00:31:21.038 --> 00:31:21.357]  10 more.
[00:31:21.837 --> 00:31:22.077]  Okay.
[00:31:22.117 --> 00:31:22.898]  I've got 10 more minutes.
[00:31:23.418 --> 00:31:33.499]  Well, you know, the history of Infowars and the history of the alternative media and the change that we've wrought in the media landscape.
[00:31:33.539 --> 00:31:40.359]  And of course, you were very kind to credit me at the beginning of this broadcast, but I tagged on at the end here.
[00:31:40.399 --> 00:31:46.200]  I jumped in, you know, at the very tail end, it feels, because so much of the groundwork had been laid.
[00:31:46.680 --> 00:32:04.781]  And I was talking with John Bowne earlier about the fact that, you know, if you look at a list of the most influential people ever that are working right now online or anywhere, it's like, Some of the top names are going to be Joe Rogan, Tucker Carlson, and there are a few more that are slipping my mind, but like people that directly attribute their awakening to Alex Jones.
[00:32:05.102 --> 00:32:11.162]  So it's like not only has Alex Jones and InfoWars spread so much, the people that he's helped awaken have awoken other people.
[00:32:11.182 --> 00:32:20.203]  I mean, it really is this almost nuclear reaction, chain reaction event that has really changed the world in ways that I don't even know if we understand fully yet.
[00:32:20.383 --> 00:32:21.843]  That is absolutely true.
[00:32:21.943 --> 00:32:26.743]  And I think what Alex really mastered was the ability to have enough fun.
[00:32:27.603 --> 00:32:37.764]  Along the way, because he's done so many funny satire things that really did go viral and really got a lot of attention, but then brought people back to the core underlying issue.
[00:32:37.804 --> 00:32:45.205]  Because in his heart, Alex is actually a very serious person, but he knows that also we have to have fun along the way.
[00:32:45.985 --> 00:32:49.565]  And he's been very good at that, he's been able to go viral with a lot of things.
[00:32:49.905 --> 00:32:58.126]  And sometimes, just by saying, you know, the atrazine is going to turn the frogs gay, sometimes maybe he didn't even plan that, but it just went viral on its own.
[00:32:58.606 --> 00:33:00.986]  So, you know, Alex has been a force.
[00:33:01.546 --> 00:33:02.786]  For mass awakening.
[00:33:02.946 --> 00:33:10.487]  And I think really it was COVID more than anything that proved to the world that Alex was right.
[00:33:11.087 --> 00:33:15.007]  And it was COVID that got a lot of people going back to question 9 11.
[00:33:15.847 --> 00:33:19.648]  And these days, if you believe the official story on 9 11, you're a moron.
[00:33:20.548 --> 00:33:22.628]  And when did that happen, Mike?
[00:33:23.028 --> 00:33:23.788]  When did that occur?
[00:33:23.848 --> 00:33:24.588]  It was post COVID.
[00:33:25.128 --> 00:33:25.548]  Was it post?
[00:33:25.568 --> 00:33:27.688]  Because I don't know, because I think you're exactly right.
[00:33:27.768 --> 00:33:29.649]  At some point, that flipped.
[00:33:29.729 --> 00:33:33.429]  It went from you're a crazy conspiracy theorist, I can't even be near you.
[00:33:33.649 --> 00:33:35.809]  For questioning 9 11 to now, I think you're right.
[00:33:35.829 --> 00:33:39.569]  If you go around and ask people, I think more than 50% would say we don't have the full story.
