# Transcription model: nvidia/parakeet-tdt-0.6b-v2, sat-12l-sm, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: 7f3f004fc590da18f6f78dde1d5808b3
[00:00:00.560 --> 00:00:05.919]  Whatever the future may hold, InfoWars will always live forever.
[00:22:34.080 --> 00:22:39.760]  I've actually thought it discredited a lot of the incredible work that a lot of sexual assault survivors were doing behind the scenes.
[00:22:40.080 --> 00:22:41.520]  But folks, enough is enough.
[00:22:41.840 --> 00:22:42.400]  Enough is enough.
[00:22:42.560 --> 00:22:43.680]  It's not going to come from our government.
[00:22:43.760 --> 00:22:45.200]  It needs to come from the victims themselves.
[00:22:45.440 --> 00:22:50.240]  And if you're not going to do that, then stop going out there and dangling this in our faces.
[00:22:50.560 --> 00:22:52.400]  I've had enough of seeing it.
[00:22:52.720 --> 00:23:02.960]  And there are key people who really have me tipping over the scales right now when it comes to all of this, because there's individuals like Congresswoman Nancy Mace, Nancy Mace, who I've agreed with her on some issues.
[00:23:03.440 --> 00:23:05.520]  She is the queen of political theatrics.
[00:23:05.600 --> 00:23:18.080]  As many of you guys know, when there was a closed door meeting between a lot of members of Congress and these victims, I mean, she bursted out of the room knowing that the media was all there, crying hysterically, crying hysterically.
[00:23:18.960 --> 00:23:22.160]  And again, as a grown woman, I mean, you need to control your emotions.
[00:23:22.480 --> 00:23:23.520]  You need to control your emotions.
[00:23:23.760 --> 00:23:30.400]  I know she claims to be a sexual assault survivor herself, but you're an adult and this isn't about you.
[00:23:31.280 --> 00:23:36.800]  But Nancy Mace likes to make a lot of things about herself, and it's really discouraging to continuously see her do.
[00:23:38.400 --> 00:23:44.480]  She also dropped this gem yesterday on Newsmax that I actually will never have Nancy Mace on a show, and I'll explain to you why in just a second.
[00:23:44.800 --> 00:23:47.360]  But here she is again, dangling out there.
[00:23:47.440 --> 00:23:51.200]  A little clip for everyone, something to really get you raged up.
[00:23:51.760 --> 00:23:53.680]  And, well, I'm not a fan of it.
[00:23:53.760 --> 00:23:55.120]  Take a listen to clip six.
[00:23:55.760 --> 00:24:03.280]  But you would be shocked, Pierce, at some of the names that I've seen that came across the DOJ in emails that the DOJ is protecting.
[00:24:03.440 --> 00:24:05.520]  And we're talking about people on both sides of the aisle.
[00:24:05.600 --> 00:24:15.680]  We're talking about famous people, rich people, people in power, prime ministers, former prime ministers, former presidents, et cetera, media personalities that are named in these files.
[00:24:15.920 --> 00:24:21.200]  And that's why I say this is going to go down as the greatest cover-up, one of the greatest cover-ups in American history.
[00:24:21.520 --> 00:24:30.240]  And I don't believe the girls are actually going to see justice, which is why it's going to be incumbent upon people like Democrat Roe Connor, Republican Thomas Massey.
[00:24:30.320 --> 00:24:42.320]  I'm a Republican myself who's willing to name some of those names in our committee work on the floor of the House, whatever it takes, because this kind of thing cannot continue to go on.
[00:24:42.560 --> 00:24:46.960]  I want to give the next girl hope that when she comes forward, she won't be shamed.
[00:24:47.120 --> 00:24:51.840]  Her life won't be smeared in the Daily Mail or whatever the next press is going to do.
[00:24:52.000 --> 00:24:57.920]  What they do to female victims and to children is disgusting because they're protecting their rich and powerful friends.
[00:24:58.080 --> 00:25:00.720]  But you'd be surprised, shocked even at some of the names in the file.
[00:25:00.960 --> 00:25:01.920]  All right, that wasn't Newsmax.
[00:25:02.080 --> 00:25:06.320]  That was Pierce Morgan's show, which is not an upgrade, probably worse.
[00:25:06.800 --> 00:25:09.920]  But folks, the reality of it is they continuously go out there.
[00:25:10.080 --> 00:25:13.600]  And as you heard Nancy May say, they're trying to tell you things.
[00:25:13.920 --> 00:25:15.120]  Just tell us, Nancy.
[00:25:15.360 --> 00:25:15.920]  Just tell us.
[00:25:16.160 --> 00:25:18.080]  And why do we have to do this from the congressional floor?
[00:25:18.160 --> 00:25:19.520]  Oh, you want immunity.
[00:25:19.840 --> 00:25:24.720]  But if we were to dare carry your allegations, we'd have a lot of issues potentially legally.
[00:25:25.040 --> 00:25:26.000]  See, this is the problem.
[00:25:26.160 --> 00:25:26.720]  This is the problem.
[00:25:26.960 --> 00:25:31.520]  Although you guys know I do a new show on, obviously, InfoWords in the morning, the American Journal.
[00:25:32.640 --> 00:25:39.520]  People like her like to make accusations, but they like to make those accusations in safe places where there's immunity.
[00:25:39.840 --> 00:25:42.080]  And they don't really care what's going to happen to others.
[00:25:42.560 --> 00:25:47.520]  When I'm talking about this, I'm speaking from, well, I mean, we have evidence of this.
[00:25:47.840 --> 00:25:48.800]  Take a look at this article.
[00:25:48.960 --> 00:26:01.120]  This was what was, you know, what to happen when Nancy Mace decided to accuse an ex of hers and his friends of going around and sexually abusing and filming the sexual abuse of individuals.
[00:26:01.840 --> 00:26:08.320]  She decided to make these accusations on shows like Steven Crowder's show, Ladder with Crowder, and as well as OAN's Dan Ball show.
[00:26:08.880 --> 00:26:16.000]  And as a result of all of this, well, now these two and others have been wrapped up into defamation lawsuits, defamation lawsuits.
[00:26:16.160 --> 00:26:20.560]  Nancy Mace likes to go out there and she likes to say things and bash people without any evidence.
[00:26:20.720 --> 00:26:24.160]  Again, there's no criminal charges against the men that she named on these shows.
[00:26:24.400 --> 00:26:29.520]  And Crowder even did a great job at pushing back and trying to defend these men because he didn't have any evidence of the claims she was making.
[00:26:29.840 --> 00:26:30.960]  And he made that very, very clear.
[00:26:31.120 --> 00:26:37.040]  But unfortunately, though, it landed him a lawsuit, as well as Dan Ball, as well as Dan Ball.
[00:26:37.360 --> 00:26:39.200]  So she likes to make claims.
[00:26:39.520 --> 00:26:42.000]  She likes to make claims against a lot of men.
[00:26:42.320 --> 00:26:46.160]  And we still have not yet seen the results of the previous claims that she's made.
[00:26:46.480 --> 00:26:53.520]  So just keep that in the back of your mind when you see Nancy Mays going out there and selling you these stories and telling you about all the men that she's seen.
[00:26:53.840 --> 00:26:55.280]  That need to be outed.
[00:26:55.600 --> 00:26:56.400]  Keep that in mind.
[00:26:56.560 --> 00:26:57.200]  Keep that in mind.
[00:26:57.440 --> 00:27:00.240]  Folks, we got a lot heading up on this show in just a few minutes.
[00:27:00.400 --> 00:27:04.560]  Sarah Gonzalez joining me in a moment to discuss the H-1B visa scam.
[00:27:04.640 --> 00:27:05.360]  She's been working on this.
[00:27:05.520 --> 00:27:06.400]  She's been getting a lot of attention.
[00:27:06.560 --> 00:27:12.160]  Even the AG Ken Paxton in the great state of Texas has jumped on board with all the incredible work Sarah Gonzalez has been doing.
[00:27:12.400 --> 00:27:14.400]  So we're going to dive into that in just a bit.
[00:27:14.480 --> 00:27:17.520]  But in the meantime, right now, you got to head on over to the AlexJonesStore.com.
[00:27:17.760 --> 00:27:18.080]  Why?
[00:27:18.240 --> 00:27:19.200]  Well, let me tell you something.
[00:27:19.520 --> 00:27:21.040]  We just launched a new sale.
[00:27:21.120 --> 00:27:21.840]  It's a mega sale.
[00:27:21.920 --> 00:27:27.600]  It's over 50% off on some of our favorite and our best-selling products over at the AlexJonesStore.com.
[00:27:27.680 --> 00:27:32.960]  If you support us here and you want to keep us on air and keep our incredible work going, well, you got to do so by supporting us.
[00:27:33.120 --> 00:27:36.400]  Head on over to the alexjonstore.com right this second.
[00:27:36.800 --> 00:27:40.480]  All of your favorite items on sale up to 50% off.
[00:27:40.800 --> 00:27:43.600]  Head on over to the shop and check it out, thealxjonstore.com.
[00:27:46.800 --> 00:27:48.720]  I see through a rose color darkly.
[00:27:49.280 --> 00:27:53.920]  That means I'm trying to tell you the truth, but I'm not always right just about 98% of the time.
[00:27:54.240 --> 00:27:57.280]  And bad guys of every stripe don't want this show on the air.
[00:27:57.600 --> 00:27:58.960]  But you're the good guys.
[00:27:59.280 --> 00:28:01.760]  You have to decide, hey, this guy's a fighter.
[00:28:02.000 --> 00:28:03.040]  This guy stood up for this.
[00:28:03.120 --> 00:28:04.560]  This guy is an incredible track recorder.
[00:28:04.640 --> 00:28:05.440]  We want to support him.
[00:28:05.760 --> 00:28:10.880]  And then I'm going to sell you something that really works so you love it and you get it again and again.
[00:28:11.040 --> 00:28:17.200]  And Bigley, our great sponsor, those thealxstore.com, no matter what happens, InfoWars, we continue on the auctions network that's been built.
[00:28:17.520 --> 00:28:20.960]  So Keith said, Alex, you keep getting it wrong.
[00:28:21.280 --> 00:28:26.240]  We don't have 84% reorder on ultramethylene blue.
[00:28:27.440 --> 00:28:31.440]  We don't have 76% reorder on the supplements and average.
[00:28:31.680 --> 00:28:32.960]  You're reading that wrong.
[00:28:33.280 --> 00:28:36.000]  That's on total customers.
[00:28:37.520 --> 00:28:44.960]  We have a 97% reorder from anybody that orders at the auctionstore.com.
[00:28:45.040 --> 00:28:48.560]  Well, that's a testament to you guys out there supporting us and how great the products are.
[00:28:48.800 --> 00:28:52.960]  Nobody, I mean, a site that has a 20% reorder is seen as successful.
[00:28:53.280 --> 00:28:57.040]  That is you being steadfast supporters, and I want to thank you.
[00:28:57.360 --> 00:29:12.240]  So we run the biggest sale of the year right now, over 50% off on ultramethylene blue, on the Bovine Colostrum, on the new methylene red that's proprietary to us, on the Shilohy Complex, the IRC Moss, Atomic Defense, and more.
[00:29:12.560 --> 00:29:14.160]  But it's only run until next Monday.
[00:29:14.400 --> 00:29:16.320]  Got six days to take action.
[00:29:16.640 --> 00:29:18.320]  ThealexJonesStore.com.
[00:29:18.560 --> 00:29:19.840]  Takes money to fight a war.
[00:29:20.160 --> 00:29:21.440]  We're fighting a war.
[00:29:21.760 --> 00:29:23.200]  Plus, the products are great.
[00:29:23.520 --> 00:29:24.880]  So please get yours now.
[00:29:25.120 --> 00:29:27.040]  Over 50% off, but it's an alert.
[00:29:27.280 --> 00:29:28.320]  Only a few days left.
[00:29:28.559 --> 00:29:29.200]  Thank you so much.
[00:29:29.659 --> 00:29:45.470]  Welcome back to the Alex Jones Show.
[00:29:45.680 --> 00:29:46.640]  I am Brianne Morella.
[00:29:46.720 --> 00:29:48.640]  Filling in for Alex today.
[00:29:49.200 --> 00:29:50.480]  Welcome aboard, guys.
[00:29:50.640 --> 00:29:51.440]  A lot happening right now.
[00:29:51.520 --> 00:29:55.760]  I just got breaking news and it's actually got me really, really ticked off right now.
[00:29:56.000 --> 00:30:02.400]  Gail Slater, who is running DOJ's antitrust division, just announced on X that she is stepping away from her position.
[00:30:02.720 --> 00:30:04.560]  Now, this is a massive, massive loss.
[00:30:04.640 --> 00:30:14.480]  In a post, she said, it is with great sadness and obviously abiding hope that IA will be leaving my role as AAG for the antitrust division.
[00:30:14.800 --> 00:30:17.840]  It was indeed an honor of the lifetime to serve in this role.
